KEY,"Russian"
RESULT_TYPE.VERIFY_FAILED,"Подтверждение не удалось."
RESULT_TYPE.CHECK_FAILED,"Проверка не удалась."
RESULT_TYPE.USER_CAMPAIGN_INFO_NOT_FOUND,"Из-за ошибки сети обработка информации пользователя выполняется сервером с задержкой. Повторите попытку позднее."
RESULT_TYPE.WRONG_CHAPTER_INDEX,"Эта особенность недоступна."
RESULT_TYPE.WRONG_DUNGEON_INDEX,"Эта особенность недоступна."
RESULT_TYPE.INVALID_STAR,"Неверные данных о звездах."
RESULT_TYPE.ENCHANT_RESULT_NOT_FOUND,"Нет данных об обновлении."
RESULT_TYPE.EQUIP_ITEM_SLOT_INDEX_MISMATCH,"Не соотв. объект обновления."
RESULT_TYPE.OPTION_SLOT_INDEX_MISMATCH,"Не соотв. ячейка обновляемой опции."
RESULT_TYPE.OPTION_INDEX_MISMATCH,"Не соотв. результат обновляемой опции."
RESULT_TYPE.PREV_OPTION_INDEX_MISMATCH,"Опция не соотв. попытке."
RESULT_TYPE.INVALID_OPTION_SLOT,"Неверная ячейка опции."
RESULT_TYPE.RANDOM_OPTION_DATA_ERROR,"Неверные данные о редкой опции."
RESULT_TYPE.NO_HERO,"Герой не существует."
RESULT_TYPE.HERO_DATA_NOT_FOUND,"Нет данных о герое."
RESULT_TYPE.ALREADY_OTHER_HERO_EQUIPPED,"Используется другой герой."
RESULT_TYPE.ITEM_DATA_NOT_FOUND,"Нет данных о предмете."
RESULT_TYPE.EQUIP_ITEM_DATA_NOT_FOUND,"Нет данных о снаряжении."
RESULT_TYPE.EQUIP_TAG_ERROR,"Неверный тег снаряжения."
RESULT_TYPE.TOO_LOW_GRADE,"Слишком низкий класс."
RESULT_TYPE.TOO_LOW_LEVEL,"Слишком низкий ур."
RESULT_TYPE.LOCKED_PART_INDEX,"Ячейка снаряжения заблокирована."
RESULT_TYPE.EQUIP_PART_ERROR,"Ячейку снаряжения использовать нельзя."
RESULT_TYPE.REMOVE_FAILED,"Удаление не удалось."
RESULT_TYPE.INVALID_HERO_PART_INDEX,"Неверная ячейка снаряжения."
RESULT_TYPE.ALREADY_UNLOCKED,"Уже открыли."
RESULT_TYPE.UNLOCK_FAILED,"Открытие не удалось."
RESULT_TYPE.EQUIP_ITEM_NOT_FOUND,"Снаряжение не существует."
RESULT_TYPE.UNEQUIP_FAILED,"Не удалось отменить снаряжение."
RESULT_TYPE.STAT_DATA_NOT_FOUND,"Нет данных об очках."
RESULT_TYPE.EMPTY_MATERIAL_EQUIP_ITEM,"Нет материалов."
RESULT_TYPE.INVALID_MATERIAL_EQUIP_ITEM,"Неверный материал."
RESULT_TYPE.FRIEND_NOT_FOUND,"Пользователь не существует."
RESULT_TYPE.REQUEST_MYSELF,"Нельзя подать заявку себе."
RESULT_TYPE.CANNOT_SEARCH_MYSELF,"Нельзя искать себя."
RESULT_TYPE.GACHA_DATA_NOT_FOUND,"Данные о лотерее не существуют."
RESULT_TYPE.WRONG_GACHA_INDEX,"Неверный номер лотереи."
RESULT_TYPE.WRONG_GACHA_COUNT,"Неверное число предм. лотереи."
RESULT_TYPE.NO_MERCENARIES,"Нет наемников."
RESULT_TYPE.NO_GUILD,"Нет гильдии."
RESULT_TYPE.INVAILID_RANK,"Неверное место в рейтинге."
RESULT_TYPE.GUILD_MAX_JOIN_REQUEST,"У гильдии превышено макс. число заявок."
RESULT_TYPE.TRIAL_DUNGEON_DATA_NOT_FOUND,"Нет данных о Башне испытаний."
RESULT_TYPE.NOT_PLAYER_HERO,"Герой вам не принадлежит."
RESULT_TYPE.ITEM_NOT_OWNED,"Предмет вам не принадлежит."
RESULT_TYPE.ITEM_TYPE_MISMATCH,"Не соотв. вид предмета."
RESULT_TYPE.POTION_DATA_NOT_FOUND,"Нет данных об эликсире."
RESULT_TYPE.INVALID_ACTION,"Неверное действие."
RESULT_TYPE.RECIPE_DATA_NOT_FOUND,"Нет данных о рецепте."
RESULT_TYPE.MATERIAL_DATA_NOT_FOUND,"Нет данных о материале."
RESULT_TYPE.NOT_ENOUGH_MATERIAL,"Не хватает материалов."
RESULT_TYPE.MATCH_RESULT_NOT_FOUND,"Нет данных о результатах состязания."
RESULT_TYPE.MATCH_UID_MISMATCH,"Не соотв. номер состязания."
RESULT_TYPE.MATCHING_DISABLED,"Идет подсчет результатов состязания."
RESULT_TYPE.NOT_ENOUGH_SWORD,"Закончились материалы для входа. Вход невозможен."
RESULT_TYPE.MATCH_USER_NOT_FOUND,"Нет данных об участнике."
RESULT_TYPE.NPC_INFO_NOT_FOUND,"Нет данных о НИПе."
RESULT_TYPE.WAIT_MORE,"Из-за ошибки сети обработка информации битвы выполняется сервером с задержкой. Нажмите ОК еще раз."
RESULT_TYPE.NOT_ENOUGH_CHEESE,"Не хватает сыра."
RESULT_TYPE.USER_PLUNDER_INFO_NOT_FOUND,"Нет данных о мародерстве."
RESULT_TYPE.COLLECT_NODE_DATA_NOT_FOUND,"Нет данных об узле сбора."
RESULT_TYPE.PLAYER_NOT_FOUND,"Игрок не существует."
RESULT_TYPE.V_I_P_LEVEL_DATA_NOT_FOUND,"Нет данных об ур. VIP."
RESULT_TYPE.SHOP_DATA_NOT_FOUND,"Нет данных о магазине."
RESULT_TYPE.SHOP_ITEM_DATA_NOT_FOUND,"Нет данных о товарах магазина."
RESULT_TYPE.PLAYER_SHOP_ITEM_NOT_FOUND,"Нет данных о товарах магазина у игрока."
RESULT_TYPE.SOLD_OUT,"Уже продали."
RESULT_TYPE.INVALID_COST,"Неверная цена."
RESULT_TYPE.NO_ITEM_DATA,"Нет данных о предмете."
RESULT_TYPE.NOT_OWNED,"У вас этого нет."
RESULT_TYPE.INVALID_ITEM_COUNT,"Неверное число предметов."
RESULT_TYPE.NOT_ENOUGH_STONE,"Недостаточно Кристаллов Зачарования."
RESULT_TYPE.HERO_LEVEL_LIMIT,"Недостаточный ур. героя."
RESULT_TYPE.SKILL_LEVEL_NOT_FOUND,"Нет данных об ур. навыка."
RESULT_TYPE.SKILL_PRICE_NOT_FOUND,"Нет данных о стоимости навыка."
RESULT_TYPE.TEAM_LEVEL_LIMIT,"Нельзя превышать ур. героя."
RESULT_TYPE.SKILL_NOT_FOUND,"Навык не существует."
RESULT_TYPE.REQ_GOLD_ERROR,"Неверное кол-во золота."
RESULT_TYPE.STAR_DATA_NOT_FOUND,"Неверные данные о звездах."
RESULT_TYPE.NO_TARGET_ACCOUNT_ID,"Нет номера данного пользователя."
RESULT_TYPE.VERSION_ERROR,"Неверная версия."
RESULT_TYPE.MATCH_NOT_FOUND,"Состязание не существует."
RESULT_TYPE.EQUIP_ITEM_FULL,"Макс. кол-во снаряжения."
RESULT_TYPE.INVALID_GUILD_LEVEL,"Неверный ур. гильдии."
RESULT_TYPE.ALREADY_JOIN_REQUESTED,"Заявка уже подана."
RESULT_TYPE.MIN_REGISTER_TIME_NOT_ELAPSED,"Не истекло минимальное время регистрации."
RESULT_TYPE.RESULT_ITEM_DATA_NOT_FOUND,"Нет данных о получаемом предмете."
RESULT_TYPE.RESULT_EQUIP_ITEM_DATA_NOT_FOUND,"Нет данных о получаемом снаряжении."
RESULT_TYPE.MISSION_NOT_COMPLETED,"Задача еще не выполнена."
RESULT_TYPE.TYPE_ERROR,"Неверный тип."
RESULT_TYPE.INFO_ERROR,"Неверные данные."
RESULT_TYPE.ACCOUNT_IDS_ERROR,"Неверный номер аккаунта."
RESULT_TYPE.NOT_ENOUGH_PVP_COIN,"Не хватает PvP-монет."
RESULT_TYPE.EMPTY_NICK,"Нет имени."
RESULT_TYPE.INVALID_NICK,"Имя использовать нельзя."
RESULT_TYPE.ALREADY_EXIST,"Имя уже существует."
RESULT_TYPE.TOO_SHORT_NICK,"Слишком короткое имя."
RESULT_TYPE.TOO_LONG_NICK,"Слишком длинное имя."
RESULT_TYPE.CENSORED_WORD,"Содержит нецензурную лексику."
RESULT_TYPE.NOT_ENOUGH_CHALLENGE_CHANCE,"Больше нельзя бросать вызов."
RESULT_TYPE.NOT_ENOUGH_DUNGEON_KEY,"Не хватает ключей для входа в подземелье."
RESULT_TYPE.NOT_OPENED_DUNGEON,"Подземелье не открыто."
RESULT_TYPE.REQ_GEM_ERROR,"Недостаточно рубинов."
RESULT_TYPE.WAITER_NOT_FOUND,"Данные не найдены."
RESULT_TYPE.MISSION_NOT_CLEARED,"Задача еще не выполнена."
RESULT_TYPE.DUNGEON_DATA_NOT_FOUND,"Нет данных о подземелье."
RESULT_TYPE.NO_AVAILABLE_SERVER,"Нет сервера для входа."
RESULT_TYPE.UNEQUIP_OLD_FAILED,"Нельзя удалить это снаряжение."
RESULT_TYPE.EQUIP_FAILED,"Установка не удалось."
RESULT_TYPE.NO_SHOP_DATA,"Не найдены данные магазина."
BASE_RESULT_TYPE.TIMEOUT,"Сервер не отвечает."
BASE_RESULT_TYPE.SEQUENCE_ERROR,"Из-за ошибки сети обработка информации пользователя выполняется сервером с задержкой. Повторите попытку позднее."
BASE_RESULT_TYPE.INTERNAL_ERROR,"Внутренняя ошибка."
BASE_RESULT_TYPE.EMPTY_HOST,"Хост-сервер не существует."
RESULT_TYPE.ACHIEVEMENT_NOT_CLEARED,"Достижение еще не получено."
RESULT_TYPE.INVALID_STEP,"Вы уже получили эту награду."
RESULT_TYPE.NO_PRIVILEGE,"Нет разрешения."
RESULT_TYPE.INVALID_HOST,"Неверный хост-сервер."
RESULT_TYPE.MASTER_NOT_FOUND,"Нет главы в комнате."
RESULT_TYPE.MULTIPLAY_INFO_NOT_FOUND,"Нет данных о групповой игре."
RESULT_TYPE.WRONG_MEMBER,"Неверный член."
RESULT_TYPE.ALREADY_REWARD_CALCULATED,"Награда уже определена."
RESULT_TYPE.LINKED_DUNGEON_NOT_FOUND,"Связанное подземелье не существует."
RESULT_TYPE.ALREADY_COMPLETED,"Уже выполнено."
RESULT_TYPE.DUNGEON_TYPE_ERROR,"Неверный тип подземелья."
RESULT_TYPE.CANNOT_VISIT_DUNGEON,"Подземелье посетить нельзя."
RESULT_TYPE.INVALID_TRIAL_HERO,"Неверный герой для Башни испытаний."
RESULT_TYPE.WORLD_MAP_EVENT_NOT_FOUND,"Нет событий карты мира."
RESULT_TYPE.EVENT_DUNGEON_INDEX_MISMATCH,"Неверный номер подземелья события."
RESULT_TYPE.NOT_ENOUGH_MULTIPLAY_MEMBERS,"Не хватает членов."
RESULT_TYPE.NOT_CALCULATED,"Не определено."
RESULT_TYPE.ALREADY_REWARDED,"Награда уже получена."
RESULT_TYPE.NOT_SAME_DEVELOPER_PAYLOAD,"Не соотв. данные платежа (DeveloperPayload). Платеж отменен."
RESULT_TYPE.NOT_SAME_PRODUCT_ID,"Не соотв. данные платежа (ProductId). Платеж отменен."
RESULT_TYPE.WRONG_PURCHASE_STATUS,"Неверные данных платежа (PurchaseStatus). Платеж отменен."
RESULT_TYPE.VERIFICATION_FAILED,"Подтверждение не получено. Платеж отменен."
RESULT_TYPE.INVALID_CONSUMPTION_STATE,"Неверные данные платежа (ConsumptionState). Платеж отменен."
RESULT_TYPE.NOT_MONTHLY_ENDED,"Месячный платеж вносить рано."
RESULT_TYPE.HAVE_PLAY_CHANCE,"Покупка невозможна. Еще остался шанс вызова."
RESULT_TYPE.INVALID_DUNGEON_INDEX,"Неверный номер подземелья."
RESULT_TYPE.CANNOT_AWAKEN_YET,"Пробуждение пока невозможно."
RESULT_TYPE.CANNOT_AWAKEN_MORE,"Пробуждение больше невозможно."
RESULT_TYPE.RUNE_ITEM_NOT_OWNED,"У вас нет руны."
RESULT_TYPE.SAME_RUNE_EQUIPPED,"Такая руна уже установлена."
RESULT_TYPE.ALEADY_OCCUPIED,"Уже распределили."
RESULT_TYPE.PRESERVE_PRICE_ERROR,"Неверная цена сохранения."
RESULT_TYPE.RUNE_ITEM_DATA_NOT_FOUND,"Нет данных о предмете с руной."
RESULT_TYPE.RUNE_DATA_NOT_FOUND,"Нет данных о руне."
RESULT_TYPE.PART_TYPE_ERROR,"Неверная деталь."
RESULT_TYPE.NO_EQUIPPED_RUNE,"Руна не установлена."
RESULT_TYPE.HERO_ALREADY_EXIST,"Герой уже существует."
RESULT_TYPE.SKILL_NOT_LEARNED,"Не удалось получить навык."
RESULT_TYPE.INVALID_SKILL_EXTEND,"Неверное расширение навыка."
RESULT_TYPE.NOT_ENOUGH_ITEM,"Не хватает предметов."
RESULT_TYPE.BOOK_ITEM_DATA_NOT_FOUND,"Нет данных о книгах."
RESULT_TYPE.SKILL_ALREADY_LEARNED,"Такой навык уже есть."
RESULT_TYPE.MAX_PURIFIED,"Достигнуто макс. очищение."
RESULT_TYPE.MAX_HERO_STAR,"Герой достиг макс. пробуждения."
RESULT_TYPE.NO_AWAKE_MATERIAL,"Нет материала пробуждения."
RESULT_TYPE.PURIFY_DATA_NOT_FOUND,"Нет данных об очищении."
RESULT_TYPE.INVALID_PURIFY_DATA,"Неверные данные об очищении."
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_DATA_NOT_FOUND,"Нет данных о превосходстве навыка."
RESULT_TYPE.MAX_TRANSCEND_SKILL_LEVEL,"Навык достиг макс. превосходства."
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_PRICE_DATA_NOT_FOUND,"Нет данных о стоимости превосходства навыка."
RESULT_TYPE.NOT_MAX_HERO_STAR,"Герой не достиг макс. пробуждения."
RESULT_TYPE.INVALID_TRANSCEND_COUNT,"Неверное число превосходства."
RESULT_TYPE.GRADE_TOO_LOW,"Слишком низкий класс."
RESULT_TYPE.CREATURE_DATA_NOT_FOUND,"Нет данных о герое."
RESULT_TYPE.UPGRADE_BOOK_DATA_NOT_FOUND,"Нет данных о книгах улучшения."
RESULT_TYPE.MATCH_PLAYER_NOT_FOUND,"Соперник не существует."
RESULT_TYPE.INVALID_SHOP_DATA,"Неверные данные магазина."
RESULT_TYPE.NOT_GUILD_MEMBER,"Не является членом гильдии."
RESULT_TYPE.NOT_ENOUGH_GUILD_POINT,"Не хватает очков гильдии."
RESULT_TYPE.INVALID_SHOP_ITEM_LIST_INDEX,"Неверный номер списка магазина."
RESULT_TYPE.INVALID_ITEM_TYPE,"Неверный вид предмета."
RESULT_TYPE.HERO_SHOP_SLOT_EXCEEDED,"У героя превышено макс. значение ячеек магазина."
RESULT_TYPE.INVALID_HERO_SHOP_SLOT,"Неверная ячейка магазина у героя."
RESULT_TYPE.NO_SHOP_ITEM_INFO,"Нет данных о предмете магазина."
RESULT_TYPE.NO_SHOP_ITEM_DATA,"Нет данных о предмете магазина."
RESULT_TYPE.NO_SELL_COUNT,"Нет единиц на продажу."
RESULT_TYPE.ALREADY_OPENED_CLASS,"Класс уже открыт."
RESULT_TYPE.NOT_OPENED_CLASS_DUNGEON,"Подземелье этого класса не открыто."
RESULT_TYPE.ALREADY_GET_CHALLENGE,"Вызов уже пройден."
RESULT_TYPE.ALREADY_HAVE_MATERIAL,"Материал уже есть."
RESULT_TYPE.INVALID_HERO_CLASS,"Неверный класс."
RESULT_TYPE.TUTORIAL_DATA_NOT_FOUND,"Нет данных обучения."
RESULT_TYPE.RETRY,"Повторить попытку"
RESULT_TYPE.NOT_IMPLEMENTED_METHOD,"Неверный метод."
RESULT_TYPE.INVALID_QUEST_INDEX,"Неверный номер задания."
RESULT_TYPE.QUEST_INFO_NOT_FOUND,"Не найдены данные задания."
RESULT_TYPE.QUEST_NOT_CLEARED,"Задание еще не выполнено."
RESULT_TYPE.NOT_COMPLETED,"Не выполнено."
RESULT_TYPE.EMPTY_DUNGEON_INDICES,"Нет номера подземелья."
RESULT_TYPE.EVENT_INDEX_COUNT_MISMATCH,"Не соотв. номер события."
RESULT_TYPE.MAX_DAILY_COUNT,"Дневной лимит превышен."
RESULT_TYPE.ALREADY_VISITED,"Уже посетили."
RESULT_TYPE.INVALID_MATERIAL_ITEM,"Неверный материал."
RESULT_TYPE.INVALID_REQ_ITEM_EXP_DATA,"Неверное кол-во оч. опыта для нужного предмета."
RESULT_TYPE.SAME_BOOSTER_APPLIED,"Такой эффект множителя уже существует."
RESULT_TYPE.PACKAGE_DATA_NOT_FOUND,"Нет данных о товаре из набора."
RESULT_TYPE.INVALID_ITEM_INDEX,"Неверный номер предмета."
RESULT_TYPE.INVALID_ITEM_DATA,"Неверные данные предмета."
RESULT_TYPE.INVALID_ACCOUNT_ID,"Неверный номер аккаунта."
RESULT_TYPE.REWARD_TIME_ENDED,"Истекло время получения награды."
RESULT_TYPE.CHECKING_INTEGRITY,"Обработка результатов битвы еще не завершена. Повторите попытку позже."
RESULT_TYPE.BATTLE_SERVER_NOT_FOUND,"В настоящее время работа сети нестабильна. Перейдите в место, где качество сигнала выше, и попробуйте подключиться к игре еще раз."
RESULT_TYPE.TOWER_DATA_NOT_FOUND,"Нет данных о Башне."
RESULT_TYPE.TOWER_FLOOR_DATA_NOT_FOUND,"Нет данных об этом этаже."
RESULT_TYPE.CANNOT_ENTER_TOWER_FLOOR,"Вход на этаж невозможен."
RESULT_TYPE.TOWER_CHAPTER_MISMATCH,"Не соотв. глава Башни."
RESULT_TYPE.TOWER_DUNGEON_MISMATCH,"Не соотв. подземелье Башни."
RESULT_TYPE.TOWER_TEAM_LEVEL_LIMIT,"Низкий ур. группы. Вход на этаж невозможен."
RESULT_TYPE.TOWER_REQ_DUNGEON_NOT_COMPLETED,"Вход в Башню невозможен. Не пройдено предыдущее подземелье."
RESULT_TYPE.NOT_ENOUGH_TOWER_COST,"Вход в Башню невозможен. Недостаточно имущества."
RESULT_TYPE.DIED_HERO_CACHE,"Герой умер."
RESULT_TYPE.MISSING_BATTLE_LOG,"Не внесен в журнал битвы."
RESULT_TYPE.MISSING_CREATURE_INFO,"Не внесены данные о герое."
RESULT_TYPE.REQUEST_INTEGRITY_CHECK_ERROR,"Ошибка запроса проверки целостности."
RESULT_TYPE.MISSING_TOWER_CREATURE_INFO,"Не внесены данные о герое в Башне."
RESULT_TYPE.PARSING_TOWER_CREATURE_INFO_ERROR,"Не удается передать данные о герое в Башне."
RESULT_TYPE.EMPTY_TOWER_ENTER_HEROES,"Не внесены данные о герое, вошедшем в Башню."
RESULT_TYPE.TOWER_NOT_PLAYED,"Пока неизведанная Башня."
RESULT_TYPE.PLAYER_TOWER_NOT_FOUND,"Не найдены данные проходимой Башни."
RESULT_TYPE.CANNOT_RESET_MORE,"Дальнейшее обновление невозможно."
RESULT_TYPE.NOT_ENOUGH_COST,"Не хватает имущества."
RESULT_TYPE.CLOSED_DUNGEON,"Подземелье закрыто."
RESULT_TYPE.OPENED_DUNGEON,"Подземелье открыто."
RESULT_TYPE.QUEST_DATA_NOT_FOUND,"Нет данных о задании."
RESULT_TYPE.NOT_ACCEPTABLE,"Нельзя принять."
RESULT_TYPE.CANNOT_GIVEUP,"Нельзя отказаться."
RESULT_TYPE.NOT_REWARDABLE,"Нельзя получить награду."
RESULT_TYPE.EQUIP_FULL,"Макс. кол-во снаряжения."
RESULT_TYPE.VIPLEVEL_DATA_NOT_FOUND,"Нет данных о VIP."
RESULT_TYPE.MISSING_LANGUAGE,"Не указан язык."
RESULT_TYPE.CANNOT_LINK_GUEST,"Привязка к гостю невозможна."
RESULT_TYPE.ALREADY_LINKED_ID,"Аккаунт уже привязан."
RESULT_TYPE.SERVER_CLOSING,"Currently preparing for service. Please wait."
RESULT_TYPE.INVALID_SHOP_INDEX,"Неверный номер магазина."
RESULT_TYPE.EXCEEDED_PURCHASABLE_COUNT,"Превышено кол-во покупок."
RESULT_TYPE.INVALID_REWARD_DATA,"Неверные данные награды."
RESULT_TYPE.TOWER_NPC_NOT_FOUND,"НИП Башни не существует."
RESULT_TYPE.TOWER_NPC_SLOT_NOT_FOUND,"НИП этого этажа не существует."
RESULT_TYPE.TOWER_NPC_INFO_NOT_FOUND,"Нет данных о НИПе этого этажа."
RESULT_TYPE.WRONG_TOWER_REWARD_NO,"Неверный номер награды Башни."
RESULT_TYPE.WRONG_DIFFICULTY,"Неверный ур. сложности."
RESULT_TYPE.DIFFICULTY_MISMATCH,"Не соотв. ур. сложности."
RESULT_TYPE.MISSING_BATTLE_TYPE,"Не указан тип битвы."
RESULT_TYPE.NOT_YET_CLEARED,"Еще не выполнили."
RESULT_TYPE.INVALID_DUNGEON_DIFFICULTY,"Неверный ур. сложности подземелья."
RESULT_TYPE.WRONG_DUNGEON_DIFFICULTY,"Неверный ур. сложности подземелья."
RESULT_TYPE.MAX_UNDERGROUND_PRISON_KEY,"Макс. кол-во ключей."
RESULT_TYPE.EQUIP_GRADE_DATA_NOT_FOUND,"Нет данных о классе снаряжения."
RESULT_TYPE.NOT_FOR_SALE,"Нельзя продать."
RESULT_TYPE.EQUIP_CREATURE_ERROR,"Нет героя для установки."
RESULT_TYPE.UPGRADE_DATA_NOT_FOUND,"Нет данных об улучшении."
RESULT_TYPE.MATERIAL_ITEM_INDEX_MISMATCH,"Не соотв. номер материала."
RESULT_TYPE.MATERIAL_ITEM_COUNT_MISMATCH,"Не соотв. кол-во материала."
RESULT_TYPE.NOT_ENOUGH_MATERIAL_ITEM,"Не хватает материала."
RESULT_TYPE.INVALID_REQ_GOLD,"Не хватает золота."
RESULT_TYPE.NO_UPGRADABLE_OPTION_SLOT,"Нельзя улучшить ячейку опции."
RESULT_TYPE.INVALID_ITEM_CODE,"Неверный код предмета."
RESULT_TYPE.INVALID_EQUIP_STAR_RATE,"Неверный шанс звезды."
RESULT_TYPE.MY_FRIEND_FULL,"Мой список друзей полон."
RESULT_TYPE.TARGET_FRIEND_FULL,"Список друзей игрока полон."
RESULT_TYPE.TARGET_FRIEND_WAIT_FULL,"Список заявок игрока полон."
