KEY,Portuguese
RESULT_TYPE.NOT_ENOUGH_STAMINA,Vigor insuficiente.
RESULT_TYPE.NOT_ENOUGH_PLAY_KEY,Chaves insuficientes.
RESULT_TYPE.INVALID_DIFF,Nível de dificuldade inválido.
RESULT_TYPE.VERIFY_FAILED,Falha na verificação.
RESULT_TYPE.CHECK_FAILED,Falha na verificação.
RESULT_TYPE.USER_CAMPAIGN_INFO_NOT_FOUND,"Devido a um erro de rede, há um atraso no servidor para processar as informações do usuário. Tente mais tarde."
RESULT_TYPE.WRONG_CHAPTER_INDEX,Este recurso está indisponível.
RESULT_TYPE.WRONG_DUNGEON_INDEX,Este recurso está indisponível.
RESULT_TYPE.INVALID_STAR,Informações de estrela inválidas.
RESULT_TYPE.ENCHANT_RESULT_NOT_FOUND,As informações de reidentificação não existem.
RESULT_TYPE.EQUIP_ITEM_SLOT_INDEX_MISMATCH,O alvo de reidentificação é diferente.
RESULT_TYPE.OPTION_SLOT_INDEX_MISMATCH,O espaço de opção para reidentificar é diferente.
RESULT_TYPE.OPTION_INDEX_MISMATCH,O resultado da opção para reidentificar é diferente.
RESULT_TYPE.PREV_OPTION_INDEX_MISMATCH,A opção de sobrescrever é diferente da tentativa atual.
RESULT_TYPE.INVALID_OPTION_SLOT,Espaço de opção inválido.
RESULT_TYPE.RANDOM_OPTION_DATA_ERROR,Informações de opção aleatória inválida.
RESULT_TYPE.NO_HERO,O herói não existe.
RESULT_TYPE.HERO_DATA_NOT_FOUND,As informações de herói não existem.
RESULT_TYPE.ALREADY_OTHER_HERO_EQUIPPED,Outro herói já usou.
RESULT_TYPE.ITEM_DATA_NOT_FOUND,As informações do item não existem.
RESULT_TYPE.EQUIP_ITEM_DATA_NOT_FOUND,As informações do equipamento não existem.
RESULT_TYPE.EQUIP_TAG_ERROR,Etiqueta de equipamento inválida.
RESULT_TYPE.TOO_LOW_GRADE,Classificação muito baixa.
RESULT_TYPE.TOO_LOW_LEVEL,Nível muito baixo.
RESULT_TYPE.LOCKED_PART_INDEX,Espaço de equipamento bloqueado.
RESULT_TYPE.EQUIP_PART_ERROR,Não é possível usar este espaço de equipamento.
RESULT_TYPE.REMOVE_FAILED,Falha na remoção.
RESULT_TYPE.INVALID_HERO_PART_INDEX,Espaço de equipamento inválido.
RESULT_TYPE.ALREADY_UNLOCKED,Já foi aberto.
RESULT_TYPE.UNLOCK_FAILED,Falha ao abrir.
RESULT_TYPE.EQUIP_ITEM_NOT_FOUND,O equipamento não existe.
RESULT_TYPE.UNEQUIP_FAILED,Falha na remoção de equipamento.
RESULT_TYPE.STAT_DATA_NOT_FOUND,As informações de atributos não existem.
RESULT_TYPE.EMPTY_MATERIAL_EQUIP_ITEM,Não há nada anexado ao material.
RESULT_TYPE.INVALID_MATERIAL_EQUIP_ITEM,Material inválido.
RESULT_TYPE.FRIEND_NOT_FOUND,O amigo não existe.
RESULT_TYPE.REQUEST_MYSELF,Não é possível enviar uma solicitação para você mesmo.
RESULT_TYPE.CANNOT_SEARCH_MYSELF,Não é possível procurar a si mesmo.
RESULT_TYPE.GACHA_DATA_NOT_FOUND,As informações de Gacha não existem.
RESULT_TYPE.WRONG_GACHA_INDEX,Número de Gacha inválido.
RESULT_TYPE.WRONG_GACHA_COUNT,Contad de Gacha inválida.
RESULT_TYPE.NO_MERCENARIES,Os mercenários não existem.
RESULT_TYPE.NO_GUILD,As guildas não existem.
RESULT_TYPE.INVAILID_RANK,Classificação inválida.
RESULT_TYPE.GUILD_MAX_JOIN_REQUEST,Excedeu o limite de solicitações da guilda.
RESULT_TYPE.TRIAL_DUNGEON_DATA_NOT_FOUND,As informações da Masmorra das Provações não existe.
RESULT_TYPE.NOT_PLAYER_HERO,Você não possui este herói.
RESULT_TYPE.ITEM_NOT_OWNED,Você não possui este item.
RESULT_TYPE.ITEM_TYPE_MISMATCH,Tipo de item diferente.
RESULT_TYPE.POTION_DATA_NOT_FOUND,As informações da poção não existem.
RESULT_TYPE.INVALID_ACTION,Ação inválida.
RESULT_TYPE.RECIPE_DATA_NOT_FOUND,As informações da receita não existem.
RESULT_TYPE.MATERIAL_DATA_NOT_FOUND,As informações de material não existem.
RESULT_TYPE.NOT_ENOUGH_MATERIAL,Materiais insuficientes.
RESULT_TYPE.MATCH_RESULT_NOT_FOUND,Os resultados da partida não existem.
RESULT_TYPE.MATCH_UID_MISMATCH,O número de partidas não corresponde.
RESULT_TYPE.MATCHING_DISABLED,Reunindo resultados da batalha
RESULT_TYPE.NOT_ENOUGH_SWORD,Espadas insuficientes.
RESULT_TYPE.MATCH_USER_NOT_FOUND,As informações do usuário não existem.
RESULT_TYPE.NPC_INFO_NOT_FOUND,As informações do PNJ não existem.
RESULT_TYPE.WAIT_MORE,"Devido a um erro na rede, há um atraso no servidor ao processar informações de batalha. Por favor, aperte OK novamente."
RESULT_TYPE.NOT_ENOUGH_CHEESE,Queijo insuficiente.
RESULT_TYPE.USER_PLUNDER_INFO_NOT_FOUND,As informações de pilhagem não existem.
RESULT_TYPE.COLLECT_NODE_DATA_NOT_FOUND,As informações de pontos de coleta não existem.
RESULT_TYPE.PLAYER_NOT_FOUND,O jogador não existe.
RESULT_TYPE.V_I_P_LEVEL_DATA_NOT_FOUND,As informações de nível VIP não existem.
RESULT_TYPE.SHOP_DATA_NOT_FOUND,As informações da loja não existem.
RESULT_TYPE.SHOP_ITEM_DATA_NOT_FOUND,As informações de compra de itens não existem.
RESULT_TYPE.PLAYER_SHOP_ITEM_NOT_FOUND,As informações de compra de itens do jogador não existem.
RESULT_TYPE.SOLD_OUT,Já foi vendido.
RESULT_TYPE.INVALID_COST,Preço inválido.
RESULT_TYPE.NO_ITEM_DATA,As informações de item não existem.
RESULT_TYPE.NOT_OWNED,Você não possui isto.
RESULT_TYPE.INVALID_ITEM_COUNT,Contagem de item inválida.
RESULT_TYPE.NOT_ENOUGH_STONE,Cristal de Realce insuficiente.
RESULT_TYPE.HERO_LEVEL_LIMIT,Nível de herói insuficiente.
RESULT_TYPE.SKILL_LEVEL_NOT_FOUND,As informações de nível de poderes não existem.
RESULT_TYPE.SKILL_PRICE_NOT_FOUND,As informações de preço de poderes não existem.
RESULT_TYPE.TEAM_LEVEL_LIMIT,Não é possível exceder o nível do herói.
RESULT_TYPE.SKILL_NOT_FOUND,O poder não existe.
RESULT_TYPE.REQ_GOLD_ERROR,Ouro solicitado inválido.
RESULT_TYPE.STAR_DATA_NOT_FOUND,As informações de estrela estão incorretas.
RESULT_TYPE.NO_TARGET_ACCOUNT_ID,O número de usuário do alvo não existe.
RESULT_TYPE.VERSION_ERROR,Versão inválida.
RESULT_TYPE.MATCH_NOT_FOUND,A partida não existe.
RESULT_TYPE.EQUIP_ITEM_FULL,O equipamento está cheio.
RESULT_TYPE.INVALID_GUILD_LEVEL,Nível de guilda inválido.
RESULT_TYPE.ALREADY_JOIN_REQUESTED,Solicitação para participar em andamento...
RESULT_TYPE.MIN_REGISTER_TIME_NOT_ELAPSED,Não atingiu o tempo de registro mínimo.
RESULT_TYPE.RESULT_ITEM_DATA_NOT_FOUND,As informações de item de resultado não existem.
RESULT_TYPE.RESULT_EQUIP_ITEM_DATA_NOT_FOUND,As informações de equipamento de resultado não existem.
RESULT_TYPE.MISSION_NOT_COMPLETED,A missão ainda não foi concluída.
RESULT_TYPE.TYPE_ERROR,Tipo inválido.
RESULT_TYPE.INFO_ERROR,Informações inválidas.
RESULT_TYPE.ACCOUNT_IDS_ERROR,Número de conta inválido.
RESULT_TYPE.NOT_ENOUGH_PVP_COIN,Moedas de JxJ insuficientes.
RESULT_TYPE.EMPTY_NICK,O espaço de apelido está vazio.
RESULT_TYPE.INVALID_NICK,Este apelido não pode ser usado.
RESULT_TYPE.ALREADY_EXIST,Este apelido já existe.
RESULT_TYPE.TOO_SHORT_NICK,Este apelido é muito curto.
RESULT_TYPE.TOO_LONG_NICK,Este apelido é muito longo.
RESULT_TYPE.CENSORED_WORD,Incluindo palavras de baixo calão.
RESULT_TYPE.NOT_ENOUGH_CHALLENGE_CHANCE,Não é mais possível desafiar.
RESULT_TYPE.NOT_ENOUGH_DUNGEON_KEY,Chaves insuficientes para entrar nas masmorras.
RESULT_TYPE.NOT_OPENED_DUNGEON,A masmorra não está aberta.
RESULT_TYPE.REQ_GEM_ERROR,Não requer rubis.
RESULT_TYPE.WAITER_NOT_FOUND,Não é possível encontrar as informações pendentes.
RESULT_TYPE.MISSION_NOT_CLEARED,A missão ainda não foi concluída.
RESULT_TYPE.DUNGEON_DATA_NOT_FOUND,As informações da masmorra não existem.
RESULT_TYPE.NO_AVAILABLE_SERVER,Não há servidores disponíveis.
RESULT_TYPE.UNEQUIP_OLD_FAILED,Não é possível remover o equipamento atual.
RESULT_TYPE.EQUIP_FAILED,Falha ao usar equipamentos.
RESULT_TYPE.NO_SHOP_DATA,Não é possível encontrar as informações da loja.
BASE_RESULT_TYPE.TIMEOUT,Não houve resposta do servidor.
BASE_RESULT_TYPE.SEQUENCE_ERROR,"Devido a um erro de rede, há um atraso no servidor para processar as informações do usuário. Tente mais tarde."
BASE_RESULT_TYPE.INTERNAL_ERROR,Erro interno.
BASE_RESULT_TYPE.EMPTY_HOST,O anfitrião não existe.
RESULT_TYPE.ACHIEVEMENT_NOT_CLEARED,A conquista ainda não foi concluída.
RESULT_TYPE.INVALID_STEP,Você já recebeu essa recompensa.
RESULT_TYPE.NO_PRIVILEGE,Você não tem autorização.
RESULT_TYPE.INVALID_HOST,Anfitrião incorreto.
RESULT_TYPE.MASTER_NOT_FOUND,O líder da sala não existe.
RESULT_TYPE.MULTIPLAY_INFO_NOT_FOUND,As informações da equipe não existem.
RESULT_TYPE.WRONG_MEMBER,Membro inválido.
RESULT_TYPE.ALREADY_REWARD_CALCULATED,A recompensa já foi decidida.
RESULT_TYPE.LINKED_DUNGEON_NOT_FOUND,A masmorra conectada não existe.
RESULT_TYPE.ALREADY_COMPLETED,Já foi concluído.
RESULT_TYPE.DUNGEON_TYPE_ERROR,Tipo de masmorra incorreto.
RESULT_TYPE.CANNOT_VISIT_DUNGEON,Não é possível visitar esta masmorra.
RESULT_TYPE.INVALID_TRIAL_HERO,Herói incorreto para a Masmorra das Provações.
RESULT_TYPE.WORLD_MAP_EVENT_NOT_FOUND,O evento do mapa mundial não existe.
RESULT_TYPE.EVENT_DUNGEON_INDEX_MISMATCH,Número de masmorra de evento inválido.
RESULT_TYPE.NOT_ENOUGH_MULTIPLAY_MEMBERS,Não há membros suficientes.
RESULT_TYPE.NOT_CALCULATED,Ainda não foi decidido.
RESULT_TYPE.ALREADY_REWARDED,A recompensa já foi concedida.
RESULT_TYPE.NOT_SAME_DEVELOPER_PAYLOAD,As informações de pagamento (DeveloperPayload) não correspondem. O pagamento foi cancelado.
RESULT_TYPE.NOT_SAME_PRODUCT_ID,As informações de pagamento (Productld) não correspondem. O pagamento foi cancelado.
RESULT_TYPE.WRONG_PURCHASE_STATUS,As informações de pagamento (PurchaseStatus) não correspondem. O pagamento foi cancelado.
RESULT_TYPE.VERIFICATION_FAILED,Falha ao verificar o pagamento. O pagamento foi cancelado.
RESULT_TYPE.INVALID_CONSUMPTION_STATE,As informações de pagamento (ConsumptionState) não correspondem. O pagamento foi cancelado.
RESULT_TYPE.NOT_MONTHLY_ENDED,Você ainda não poder comprar o pacote mensal.
RESULT_TYPE.HAVE_PLAY_CHANCE,Não foi possível comprar devido às oportunidades restante de desafio.
RESULT_TYPE.INVALID_DUNGEON_INDEX,Número de masmorra inválido.
RESULT_TYPE.CANNOT_AWAKEN_YET,Ainda não é possível despertar.
RESULT_TYPE.CANNOT_AWAKEN_MORE,Não é mais possível despertar.
RESULT_TYPE.RUNE_ITEM_NOT_OWNED,Você não tem este item de runa.
RESULT_TYPE.SAME_RUNE_EQUIPPED,A mesma runa já está equipada.
RESULT_TYPE.ALEADY_OCCUPIED,Já foi distribuído.
RESULT_TYPE.PRESERVE_PRICE_ERROR,O preço de retenção é inválido.
RESULT_TYPE.RUNE_ITEM_DATA_NOT_FOUND,As informações do item da runa não existem.
RESULT_TYPE.RUNE_DATA_NOT_FOUND,As informações da runa não existem.
RESULT_TYPE.PART_TYPE_ERROR,Partes inválidas.
RESULT_TYPE.NO_EQUIPPED_RUNE,A runa não está equipada.
RESULT_TYPE.HERO_ALREADY_EXIST,O herói já existe.
RESULT_TYPE.SKILL_NOT_LEARNED,Você não aprendeu o poder.
RESULT_TYPE.INVALID_SKILL_EXTEND,Expansão de poder inválida.
RESULT_TYPE.NOT_ENOUGH_ITEM,Itens insuficientes.
RESULT_TYPE.BOOK_ITEM_DATA_NOT_FOUND,As informações do item do livro não existem.
RESULT_TYPE.SKILL_ALREADY_LEARNED,Já aprendeu este poder.
RESULT_TYPE.MAX_PURIFIED,Atingiu a purificação máxima.
RESULT_TYPE.MAX_HERO_STAR,O herói atingiu o Despertar máximo.
RESULT_TYPE.NO_AWAKE_MATERIAL,Não há materiais de Despertar.
RESULT_TYPE.PURIFY_DATA_NOT_FOUND,Não há dados de purificação.
RESULT_TYPE.INVALID_PURIFY_DATA,Dados de purificação inválidos.
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_DATA_NOT_FOUND,Os dados de transcendência de poder não existem.
RESULT_TYPE.MAX_TRANSCEND_SKILL_LEVEL,O poder atingiu o limite máximo de transcendência.
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_PRICE_DATA_NOT_FOUND,O preço de transcendência de poder não existe.
RESULT_TYPE.NOT_MAX_HERO_STAR,O herói ainda não atingiu o Despertar máximo.
RESULT_TYPE.INVALID_TRANSCEND_COUNT,Quantidade de transcendência inválida.
RESULT_TYPE.GRADE_TOO_LOW,Classifcação muito baixa.
RESULT_TYPE.CREATURE_DATA_NOT_FOUND,As informações do herói não existem.
RESULT_TYPE.UPGRADE_BOOK_DATA_NOT_FOUND,As informações de atualização de livro não existem.
RESULT_TYPE.MATCH_PLAYER_NOT_FOUND,O oponente não existe.
RESULT_TYPE.INVALID_SHOP_DATA,Informações de loja inválidas.
RESULT_TYPE.NOT_GUILD_MEMBER,Não é um membro da guilda.
RESULT_TYPE.NOT_ENOUGH_GUILD_POINT,Pontos de guilda insuficientes.
RESULT_TYPE.INVALID_SHOP_ITEM_LIST_INDEX,Número de loja inválido.
RESULT_TYPE.INVALID_ITEM_TYPE,Tipo de item inválido.
RESULT_TYPE.HERO_SHOP_SLOT_EXCEEDED,Os espaços de loja do herói excederam o limite.
RESULT_TYPE.INVALID_HERO_SHOP_SLOT,Espaço de loja do herói inválido.
RESULT_TYPE.NO_SHOP_ITEM_INFO,As informações de compra de itens não existem.
RESULT_TYPE.NO_SHOP_ITEM_DATA,Os dados de compra de item não existem.
RESULT_TYPE.NO_SELL_COUNT,Não quantidade de venda.
RESULT_TYPE.ALREADY_OPENED_CLASS,A classe já foi aberta.
RESULT_TYPE.NOT_OPENED_CLASS_DUNGEON,A masmorra para esta classe não está aberta.
RESULT_TYPE.ALREADY_GET_CHALLENGE,Já foi realizado.
RESULT_TYPE.ALREADY_HAVE_MATERIAL,Já tem materiais.
RESULT_TYPE.INVALID_HERO_CLASS,Classe incorreta.
RESULT_TYPE.TUTORIAL_DATA_NOT_FOUND,Os dados do tutorial não existem.
RESULT_TYPE.RETRY,Tentar novamente
RESULT_TYPE.NOT_IMPLEMENTED_METHOD,Método inválido.
RESULT_TYPE.INVALID_QUEST_INDEX,Número de missão inválido.
RESULT_TYPE.QUEST_INFO_NOT_FOUND,Não é possível encontrar as informações da missão.
RESULT_TYPE.QUEST_NOT_CLEARED,A missão ainda não foi concluída.
RESULT_TYPE.NOT_COMPLETED,Ainda não foi concluída.
RESULT_TYPE.EMPTY_DUNGEON_INDICES,O número da masmorra está vazio.
RESULT_TYPE.EVENT_INDEX_COUNT_MISMATCH,O número do evento não corresponde.
RESULT_TYPE.MAX_DAILY_COUNT,Excedeu o limite diário.
RESULT_TYPE.ALREADY_VISITED,Já visitou.
RESULT_TYPE.INVALID_MATERIAL_ITEM,Itens de materiais inválidos.
RESULT_TYPE.INVALID_REQ_ITEM_EXP_DATA,EXP dos itens necessários inválida.
RESULT_TYPE.SAME_BOOSTER_APPLIED,O mesmo efeito de reforço já existe.
RESULT_TYPE.PACKAGE_DATA_NOT_FOUND,Não há dados do pacote de produtos.
RESULT_TYPE.INVALID_ITEM_INDEX,Índice do item inválido.
RESULT_TYPE.INVALID_ITEM_DATA,Dados de item inválidos.
RESULT_TYPE.INVALID_ACCOUNT_ID,Número de conta inválido.
RESULT_TYPE.REWARD_TIME_ENDED,O tempo de recompensa foi encerrado.
RESULT_TYPE.CHECKING_INTEGRITY,O resultado da batalha ainda está sendo processado. Tente novamente mais tarde.
RESULT_TYPE.BATTLE_SERVER_NOT_FOUND,A rede está instável no momento. Vá a um local com sinal de maior qualidade e reconecte-se ao jogo.
RESULT_TYPE.TOWER_DATA_NOT_FOUND,As informações da torre não existem.
RESULT_TYPE.TOWER_FLOOR_DATA_NOT_FOUND,As informações do andar não existem.
RESULT_TYPE.CANNOT_ENTER_TOWER_FLOOR,Não é possível entrar no andar.
RESULT_TYPE.TOWER_CHAPTER_MISMATCH,O capítulo da torre não corresponde.
RESULT_TYPE.TOWER_DUNGEON_MISMATCH,A masmorra da torre não corresponde.
RESULT_TYPE.TOWER_TEAM_LEVEL_LIMIT,Não é possível entrar no andar devido ao nível insuficiente da equipe.
RESULT_TYPE.TOWER_REQ_DUNGEON_NOT_COMPLETED,Masmorras pré-requisitos não foram concluídas para a entrar na torre.
RESULT_TYPE.NOT_ENOUGH_TOWER_COST,bens insuficientes para a entrada na torre.
RESULT_TYPE.DIED_HERO_CACHE,O herói está morto.
RESULT_TYPE.MISSING_BATTLE_LOG,Não acessou o registro de batalha.
RESULT_TYPE.MISSING_CREATURE_INFO,Não acessou as informações do herói.
RESULT_TYPE.REQUEST_INTEGRITY_CHECK_ERROR,Erro na solicitação de verificação de integridade.
RESULT_TYPE.MISSING_TOWER_CREATURE_INFO,Não acessou as informações do herói da torre.
RESULT_TYPE.PARSING_TOWER_CREATURE_INFO_ERROR,Não é possível importar informações do herói da torre.
RESULT_TYPE.EMPTY_TOWER_ENTER_HEROES,Não inseriu informações de heróis que entraram na torre.
RESULT_TYPE.TOWER_NOT_PLAYED,Não houve progresso na torre.
RESULT_TYPE.PLAYER_TOWER_NOT_FOUND,Não foi possível encontrar informações da torre em progresso.
RESULT_TYPE.CANNOT_RESET_MORE,Não é mais possível reiniciar.
RESULT_TYPE.NOT_ENOUGH_COST,Bens insuficientes.
RESULT_TYPE.CLOSED_DUNGEON,Esta masmorra está fechada.
RESULT_TYPE.OPENED_DUNGEON,Esta masmorra está aberta.
RESULT_TYPE.QUEST_DATA_NOT_FOUND,Os dados da missão não existem.
RESULT_TYPE.NOT_ACCEPTABLE,Não é possível aceitar.
RESULT_TYPE.CANNOT_GIVEUP,Não é possível desistir.
RESULT_TYPE.NOT_REWARDABLE,Não é possível receber recompensas.
RESULT_TYPE.EQUIP_FULL,O inventário está cheio.
RESULT_TYPE.VIPLEVEL_DATA_NOT_FOUND,Não existe Dados VIP.
RESULT_TYPE.MISSING_LANGUAGE,Não inseriu idioma.
RESULT_TYPE.CANNOT_LINK_GUEST,Não é possível vincular como missão.
RESULT_TYPE.ALREADY_LINKED_ID,Esta conta de rede social já está associada a uma conta do King's Raid.
RESULT_TYPE.SERVER_CLOSING,Currently preparing for service. Please wait.
RESULT_TYPE.INVALID_SHOP_INDEX,Número de loja inválido.
RESULT_TYPE.EXCEEDED_PURCHASABLE_COUNT,Excedeu o número de compras.
RESULT_TYPE.INVALID_REWARD_DATA,Dados de recompensa inválidos.
RESULT_TYPE.TOWER_NPC_NOT_FOUND,O PNJ da Torre não existe.
RESULT_TYPE.TOWER_NPC_SLOT_NOT_FOUND,O PNJ do Andar não existe.
RESULT_TYPE.TOWER_NPC_INFO_NOT_FOUND,As informações do PNJ do andar não existem.
RESULT_TYPE.WRONG_TOWER_REWARD_NO,Número de recompensas da torre inválido.
RESULT_TYPE.WRONG_DIFFICULTY,Nível de dificuldade inválido.
RESULT_TYPE.DIFFICULTY_MISMATCH,A dificuldade não corresponde.
RESULT_TYPE.MISSING_BATTLE_TYPE,O tipo de batalha não foi escolhido.
RESULT_TYPE.NOT_YET_CLEARED,Você ainda não concluiu.
RESULT_TYPE.INVALID_DUNGEON_DIFFICULTY,Dificuldade de masmorra inválida.
RESULT_TYPE.WRONG_DUNGEON_DIFFICULTY,Dificuldade de masmorra inválida.
RESULT_TYPE.MAX_UNDERGROUND_PRISON_KEY,A chave está cheia.
RESULT_TYPE.EQUIP_GRADE_DATA_NOT_FOUND,Os dados de classificação de equipamento não existem.
RESULT_TYPE.NOT_FOR_SALE,Não é possível vender.
RESULT_TYPE.EQUIP_CREATURE_ERROR,Não há heróis para equipar.
RESULT_TYPE.UPGRADE_DATA_NOT_FOUND,Os dados de atualização não existem.
RESULT_TYPE.MATERIAL_ITEM_INDEX_MISMATCH,O número do material não corresponde.
RESULT_TYPE.MATERIAL_ITEM_COUNT_MISMATCH,A quantidade de materiais não corresponde.
RESULT_TYPE.NOT_ENOUGH_MATERIAL_ITEM,Materiais insuficientes.
RESULT_TYPE.INVALID_REQ_GOLD,Ouro insuficiente.
RESULT_TYPE.NO_UPGRADABLE_OPTION_SLOT,Este espaço de opção não pode ser atualizado.
RESULT_TYPE.INVALID_ITEM_CODE,Código de item inválido.
RESULT_TYPE.INVALID_EQUIP_STAR_RATE,Probabilidade de estrela inválida.
RESULT_TYPE.MY_FRIEND_FULL,Minha lista de amigos está cheia.
RESULT_TYPE.TARGET_FRIEND_FULL,A lista de amigos da outra equipe está cheia.
RESULT_TYPE.TARGET_FRIEND_WAIT_FULL,A lista de pedidos da outra equipe está cheia.
