KEY,German
MONTHLYHERO_GLADI_BIRTHDAY_TITLE,Willkommen im Arena-Shop!
MONTHLYHERO_CLEO_BIRTHDAY_DESC,"Cleo erwartet, dass Kasel und die anderen ihre Geburtstagsfeier vorbereiten. Nachdem sie ausgeht, kommt sie wieder, und findet ..."
MONTHLYHERO_PHILLOP_BIRTHDAY_DESC,Yanne und Gau haben zur Feier von Phillops Geburtstag einen speziellen Schmaus vorbereitet. Aber im Laufe des Abends wird Phillop immer komischer ...
MONTHLYHERO_LUNA_BIRTHDAY_DESC,"Yanne, Juno und May suchen heimlich nach Lunas Geburtstagsgeschenk. Doch der Weg zu der legendären Karotte scheint schwieriger als gedacht ..."
MONTHLYHERO_EPIS_BIRTHDAY_DESC,"Epis genießt ihren angeblichen Geburtstag. Nachdem sie sich von Epis verabschiedet, macht sich Jane auf dem Weg nach ..."
MONTHLYHERO_CECILIA_BIRTHDAY_DESC,"Cecilia, die ihren Geburtstag auf Patrouille verbringt ..."
MONTHLYHERO_RICARDO_BIRTHDAY_DESC,"Ricardo, der 71 Jahre jung wird, bereitet sich auf seinen Ruhestand vor.\nJedoch wird er ..."
MONTHLYHERO_DOSARTA_BIRTHDAY_DESC,"Dosarta, die einsam auf Selene wartet, empfängt endlich einen Besucher. Sie ist gerade dabei Artefakte herzustellen, als ..."
MONTHLYHERO_GLADI_BIRTHDAY_DESC,Ein ruhiger Tag im Arena-Shop ... Von wegen! Plötzlich wird Gladi ...
MONTHLYHERO_ARCH_BIRTHDAY_TITLE,Herzlich Willkommen!
MONTHLYHERO_SCARLET_BIRTHDAY_TITLE,Verschlossenes Herz
MONTHLYHERO_ARCH_BIRTHDAY_DESC,"Arch, der sein Geburtstag für bedeutungslos hielt und die Erinnerungen an dem Jungen, der ihm als Erstes gratulierte."
MONTHLYHERO_SCARLET_BIRTHDAY_DESC,"Scarlet, die endlich volljährig wird. Chase und Clause bereiten ein wertvolles Geschenk für die schwach aussehende Prinzessin ..."
MONTHLYHERO_GAU_BIRTHDAY_TITLE,Das Recht auf Glück
MONTHLYHERO_GAU_BIRTHDAY_DESC,"Gau hat heute Geburtstag, ist aber sehr betrübt. Daher haben seine Kameraden eine Überraschungsfeier vorbereitet ..."
MONTHLYHERO_CHRISHA_BIRTHDAY_TITLE,Ich habe heute frei!?
MONTHLYHERO_CHRISHA_BIRTHDAY_DESC,Glenwys und Fluss suchen nach dem Geburtstagskind Chrisha. Diese ist jedoch auch heute am Arbeiten ...
MONTHLYHERO_BAUDOUIN_BIRTHDAY_TITLE,Unvergessliche Erinnerung
MONTHLYHERO_BAUDOUIN_BIRTHDAY_DESC,"Baudouin, der Unruhestifter des Lua-Ordens, der sogar aufgehört hat zu trinken, macht sich nun auf dem Weg zu einem menschenleeren Ort."
MONTHLYHERO_LILIA_BIRTHDAY_TITLE,Ein wunderschöner Tag für die Wasser-Kinder!
MONTHLYHERO_LILIA_BIRTHDAY_DESC,"Lilia, die ungeduldig auf ihren Geburtstag wartet. Ein besonderer Geschenk erwartet sie ..."
MONTHLYHERO_NYX_BIRTHDAY_TITLE,Wir haben genug Zeit!
MONTHLYHERO_NYX_BIRTHDAY_DESC,"Rephy und Oddy bereiten eine besondere Geburtstagsfeier für Nyx vor, dem sein Geburtstag bedeutungslos ist."
MONTHLYHERO_ASELICA_BIRTHDAY_TITLE,"Der Tag, an dem der Engel aufwachte"
MONTHLYHERO_ASELICA_BIRTHDAY_DESC,"Aselica, die auch an ihrem Geburtstag hart trainiert, hört ein vertrautes Lied während ihrer Pause und schwelgt in Erinnerungen."
MONTHLYHERO_CLAUSE_BIRTHDAY_TITLE,Ihr seid die Besten!
MONTHLYHERO_CLAUSE_BIRTHDAY_DESC,"Kasel und Frey versuchen Clause zu finden und ihm zum Geburtstag zu gratulieren. Clause dagegen schwelgt in alte Erinnerungen, als er ein altes Geschenk wiederfindet ..."
MONTHLYHERO_KASEL_BIRTHDAY_TITLE,Das beste Geschenk!
MONTHLYHERO_KASEL_BIRTHDAY_DESC,"Kasel und Frey nähern sich dem Ende ihrer Reise und erinnern sich dabei an Kasels Geburtstag. Frey, die weß, dass Kasel aufgrund des Heiligen Schwertes belastet ist, bespricht sich mit der Gruppe. Dabei schlägt Roi etwas vor ..."
MONTHLYHERO_MIRIANNE_BIRTHDAY_TITLE,"Erinnerungen, Geschenke und Heilung"
MONTHLYHERO_MIRIANNE_BIRTHDAY_DESC,"Mirianne, die ihren Geburtstag auf einer Reise mit Sonia feiert. Ihre Erinnerungen und Geschenke."
MONTHLYHERO_LAUDIA_BIRTHDAY_TITLE,Die Altgeschichte der Wüste
MONTHLYHERO_LAUDIA_BIRTHDAY_DESC,"Laudia, die auch dieses Jahr ihren Geburtstag in Ruhe feiern will. Sie besucht ein Ort aus ihrer Kindheit und findet dabei eine große Überraschung."
MONTHLYHERO_NERAXIS_BIRTHDAY_TITLE,Ein schöner Tag für den Schwarzen Blitz!
MONTHLYHERO_NERAXIS_BIRTHDAY_DESC,"Neraxis, der an seinem Geburtstag schlecht gelaunt ist. Ein Geschenk und eine ungewöhnliche Geburtstagsfeier werden von jemand vorbereitet ..."
MONTHLYHERO_REPHY_BIRTHDAY_TITLE,Geburtstag feiert man zusammen!
MONTHLYHERO_REPHY_BIRTHDAY_DESC,"Rephy, der in der Galluah-Ebene die verdunkelten Seelen führte, fällt schließlich vor Erschöpfung um. Im Traum versunken trifft er auf den Tamian-Häuptling, der ihn ermutigt ..."
MONTHLYHERO_ODDY_BIRTHDAY_TITLE,Freundschaft ist das beste Geschenk!
MONTHLYHERO_ODDY_BIRTHDAY_DESC,"Odi, der an seinem Geburtstag von seinen Freunden flüchtet. Aber als er sich die wunderschöne Landschaft ansieht, erkennt er den wahren Wert der Freundschaft."
MONTHLYHERO_REQUINA_BIRTHDAY_TITLE,Viel Glück zum Geburtstag
MONTHLYHERO_REQUINA_BIRTHDAY_DESC,"Requina betet an ihrem Geburtstag zu Göttin Lua. Somit glaubt sie, dass nur gute Dinge passieren werden ... Was erwartet sie dieses Jahr?"
MONTHLYHERO_REINA_BIRTHDAY_TITLE,Daddy Langbein
MONTHLYHERO_REINA_BIRTHDAY_DESC,"Reina hat vor langer Zeit von jemanden ein Geschenk bekommen. Ein Geheimnis, das sie niemandem verraten kann."
MONTHLYHERO_AISHA_BIRTHDAY_TITLE,Mein größter Wunsch
MONTHLYHERO_AISHA_BIRTHDAY_DESC,"Aishas Geburtstagsfeier findet in dem Herrenhaus der Familie Daphnel statt. Während Aisha auf die Gäste wartet, macht sich Priscilla Sorgen ..."
MONTHLYHERO_MAY_BIRTHDAY_TITLE,Es ist kein Zufall!
MONTHLYHERO_MAY_BIRTHDAY_DESC,"May wartet spannend auf ihren Geburtstag. Juno und Luna, die dies mitbekommen haben, bereiten einen schönen Geburtstag als Geschenk für May. Doch dann ..."
MONTHLYHERO_JUNO_BIRTHDAY_TITLE,Ein Monstergericht als Reformkost!
MONTHLYHERO_JUNO_BIRTHDAY_DESC,"Yanne, die zu Junos Geburtstag ein Monstergericht vorbereiten möchte. Juno mag jedoch keine Monstergerichte. Wird ihr Yannes Geschenk trotzdem gefallen?"
MONTHLYHERO_NIA_BIRTHDAY_TITLE,Ein großartiger Häuptling ist ...
MONTHLYHERO_NIA_BIRTHDAY_DESC,"Nia erinnert sich an die alten Tage und wird trübsinnig. Yanne, die dies mitbeobachtet hat, erfährt von Requina, dass heute Nias Geburtstag ist ..."
MONTHLYHERO_BERNHEIM_BIRTHDAY_TITLE,Das beste Geburtstagsgeschenk
MONTHLYHERO_BERNHEIM_BIRTHDAY_DESC,"Bernheim, der an seinem Geburtstag aus Penteonia rausgeworfen wurde. Er kann jedoch nicht aufgeben, also irrt er um die Grenze von Penteonia herum, wobei Targarios ihn auslachte. Artemia verlässt derweil den Palast, um etwas zu suchen ..."
MONTHLYHERO_CHASE_BIRTHDAY_TITLE,"Das, was ich mag"
MONTHLYHERO_CHASE_BIRTHDAY_DESC,"Chase, der darüber nachdenkt, was er von Scarlet zum Geburtstag bekommen möchte. Aber ihm fällt nichts ein ... Was er wohl so mag?"
MONTHLYHERO_RODINA_BIRTHDAY_TITLE,Schnee fällt
MONTHLYHERO_RODINA_BIRTHDAY_DESC,"Vor einige Jahren hat Rodina einen Auftrag zu ihrem Geburtstag bekommen. Auf dem Schneeberg, den sie wegen des Auftrages aufgesucht hatte, traf sie auf einem Zauberer."
MONTHLYHERO_MITRA_BIRTHDAY_TITLE,Wolfsnest
MONTHLYHERO_MITRA_BIRTHDAY_DESC,"Mitra, der in Gedanken verfällt als er sich den Schnellader anschaute, bekommt ein Brief ..."
MONTHLYHERO_PAVEL_BIRTHDAY_TITLE,"Jemand, der mich versteht und bei mir ist"
MONTHLYHERO_PAVEL_BIRTHDAY_DESC,"Pavel, der Blumen zum Arlettes Grab mitbringt, erinnert sich an die alten Tagen mit gemischten Gefühlen ..."
MONTHLYHERO_ESKER_BIRTHDAY_TITLE,Ein schöner Tag
MONTHLYHERO_ESKER_BIRTHDAY_DESC,Esker verbringt zur Feier seines Geburtstags einen ganz normalen Tag\nin einem Dorf ohne Geheimnisglücksspiele.\nDort erhält er ein ungewöhnliches Geschenk ...
MONTHLYHERO_VISKA_BIRTHDAY_TITLE,Tod und Auferstehung
MONTHLYHERO_VISKA_BIRTHDAY_DESC,Für sowas wie Viska gibt es keinen genauen Geburtstag. Was sie wohl in ihrer jetzigen Form als kleines Dämonenmädchen an ihrem Geburtstag gemacht hat ...
MONTHLYHERO_NAILA_BIRTHDAY_TITLE,Stolz des Windes
MONTHLYHERO_NAILA_BIRTHDAY_DESC,"Naila spürt den Mangel der Kraft und erinnert sich an Himmullis und ihr Versprechen, den Wind zu überwinden, um den Stolz der Harpien fortzusetzen."
