KEY,"ChineseTraditional"
RESCOLLECT_COLLECT_STARTED,"遠征任務開始了。"
RESCOLLECT_START_COLLECT,"開始任務"
RESCOLLECT_START_PLUNDER,"開始掠奪"
RESCOLLECT_START_CHASE,"反擊"
RESCOLLECT_COLLECT_RESULT_GOLD,"[FFFF00]金幣[-]"
RESCOLLECT_NOGUILD,"沒有公會"
RESCOLLECT_ITEMCOUNT,"{1}個"
RESCOLLECT_COLLECTPERHOUR,"({1}個 / 小時)"
RESCOLLECT_COLLECTING_REMAIN_TIME,"正在透過探索獲得資源...\n{1}小時{2}分後回歸"
RESCOLLECT_COLLECT_COMPLETED,"探索完成"
RESCOLLECT_COLLECT_COMPLETE_MSG,"探索獲得了{1}！"
RESCOLLECT_COLLECTING,"探索中..."
RESCOLLECT_PLUNDER_SUCCESS,"掠奪成功"
RESCOLLECT_PLUNDER_SUCCESS_MSG,"掠奪獲得了{1}！"
RESCOLLECT_BUY_CHEESE,"購買{1}點掠奪體力。"
RESCOLLECT_GIVEUP_PLUNDER_CONFIRM,"您是否要放棄目前發現的掠奪目標？"
ENTER_TRIAL_DUNGEON,"進入副本"
TRIAL_DUNGEON_HERO_KNIGHT,"騎士的試煉"
TRIAL_DUNGEON_HERO_WARRIOR,"戰士的試煉"
TRIAL_DUNGEON_HERO_ASSASSIN,"刺客的試煉"
TRIAL_DUNGEON_HERO_ARCHER,"弓箭手的試煉"
TRIAL_DUNGEON_HERO_MECHANIC,"機械工的試煉"
TRIAL_DUNGEON_HERO_WIZARD,"魔法師的試煉"
TRIAL_DUNGEON_HERO_PRIEST,"牧師的試煉"
TRIAL_RESET_CHALLENGE_CHANCE_CONFIRM,"您用完了{1}次挑戰次數。\n是否要再次挑戰試煉？"
TRIAL_RESET_PLAY_KEY_CONFIRM,"您的鑰匙不足，無法進入。\n是否要購買鑰匙？"
TRIAL_RESET_PLAY_KEY_CONFIRM_COUNT,"鑰匙不足，所以無法入場。\n要補充鑰匙{1}個嗎？"
INVENTORY_ITEM_ACTION_SELL,"販賣"
INVENTORY_ASK_SELL_COUNT_MESSAGE,"請設定販賣數量。"
INVENTORY_ORIGIN_DESC,"{1}章節{2}"
EQUIP_ASK_UNLOCK_WEAPON_EQUIP,"是否要解鎖第二武器欄位？"
EQUIP_ASK_UNLOCK_ARMOR_EQUIP,"是否要解鎖第二防具欄位？"
EQUIP_UNLOCK_ACTION,"解鎖"
EQUIP_ASK_EXTEND_MESSAGE,"是否要擴充{1}格包包欄位？"
EQUIP_ASK_EXTEND_MESSAGE_1,"最多可以擴充至{1}格。"
EQUIP_ASK_EXTEND_MESSAGE_2,"(目前背包：{1}/{2})"
EQUIP_EXTEND_ACTION,"擴充"
EQUIP_ASK_SELL,"販賣{1}。"
EQUIP_ASK_EQUIP_TITLE,"穿戴裝備"
EQUIP_ASK_UNEQUIP_TITLE,"解除裝備"
EQUIP_ASK_EQUIP,"是否要裝備{1}？"
EQUIP_ERROR_ALREADY_EQUIPPED,"已經穿戴裝備了。"
EQUIP_ASK_SELECT_EQUIP_MESSAGE,"請選擇要穿戴裝備的欄位。"
EQUIP_ASK_SELECT_EQUIP_FIRST,"基本欄位"
EQUIP_ASK_SELECT_EQUIP_SECOND,"擴充欄位"
EQUIP_ASK_EQUIP_OVERWRITE_MESSAGE,"這個欄位已經有穿戴中的裝備。\n是否要移除該裝備呢？"
EQUIP_ASK_EQUIP_REMOVE,"移除"
EQUIP_ASK_EQUIP_PRESERVE,"保留"
EQUIP_ASK_EQUIP_PRESERVE_CONFIRM,"是否要保留穿戴中的裝備，\n並穿戴新的裝備？"
EQUIP_ASK_EQUIP_REMOVE_CONFIRM,"是否要移除穿戴中的裝備，\n並穿戴新的裝備？"
EQUIP_ASK_UNEQUIP_MESSAGE,"您可以選擇保留或移除該件裝備。"
EQUIP_ASK_UNEQUIP_PRESERVE_CONFIRM,"是否要保留裝備？"
EQUIP_ASK_UNEQUIP_REMOVE_CONFIRM,"是否要移除裝備？"
EQUIP_ERROR_NOT_EQUIPPED,"沒有穿戴裝備。"
EQUIP_ASK_ENCHANT_OPTION_TITLE,"重新鑑定"
EQUIP_ASK_ENCHANT_OPTION,"是否要重新鑑定該項屬性？"
EQUIP_ASK_ENCHANT_OPTION_CONFIRM_TITLE,"套用屬性"
EQUIP_ASK_ENCHANT_OPTION_CONFIRM,"是否要套用該項屬性？"
EQUIP_ASK_ENCHANT_OPTION_CANCEL_TITLE,"恢復屬性"
EQUIP_ASK_ENCHANT_OPTION_CANCEL,"是否要恢復該項屬性？"
EQUIP_ASK_ENCHANT_RESULT_MESSAGE,"[FF8000]鑑定前的[00FF00]{1}[-] [FFFFFF]{2}[-]屬性變更為[00FF00]{3}[-] [FFFFFF]{4}[-]屬性了。[-]"
EQUIP_UPGRADE_PROGRESSING,"[FFFF00]強化中[-]"
EQUIP_ERROR_UPGRADE_EXP_FULL,"超過了強化所需的經驗值。"
EQUIP_ERROR_MATERIAL_FULL,"無法放入更多材料。"
RANDOM_OPTION,"附加屬性"
EQUIP_RANDOM_OPTION_COUNT,"附加屬性"
START_BATTLE,"戰鬥開始"
MATCH_START_BUTTON_LABEL,"進入配對"
MATCH_TOP_PERCENTAGE,"前{1}%"
MATCH_SEASON_REMAIN_LABEL,"剩餘{1}天{2}小時"
MATCH_BATTLE_SERVER_CONNECT_FAIL,"連接戰鬥伺服器失敗。"
MATCH_BATTLE_SERVER_DISCONNECTED,"與戰鬥伺服器的連線中斷。"
MATCH_BATTLE_SERVER_START_FAIL,"開始戰鬥失敗。"
MATCH_OFFLINE_PVP_RESULT_FAILED,"請求配對結果失敗。"
MATCH_DAILY_REWARD_SENDERNAME,"競技場管理員"
MATCH_DAILY_REWARD_TITLE,"競技場每日獎勵"
MATCH_DAILY_REWARD_CONTENT,"競技場獎勵已送達。\n您達到{1}階級第{2}階段第{3}名。"
MATCH_DAILY_REWARD_NOLEVEL_CONTENT,"競技場獎勵已送達。\n您達到{1}階級第{2}名。"
MATCH_SEASON_REWARD_SENDERNAME,"賽季管理員"
MATCH_SEASON_REWARD_TITLE,"賽季獎勵。"
MATCH_SEASON_REWARD_CONTENT,"賽季獎勵已送達。\n您達到{1}階級第{2}階段第{3}名。"
MATCH_SEASON_REWARD_NOLEVEL_CONTENT,"賽季獎勵已送達。\n您達到{1}階級第{2}名。"
MATCH_HISTORY_WIN_SCORE,"您在對戰中獲勝，提高了[FFFF20]{1}分[-]。"
MATCH_HISTORY_WIN,"您在對戰中獲勝。"
MATCH_HISTORY_LOSE_SCORE,"您在對戰中落敗，降低了[FFFF20]{1}分[-]。"
MATCH_HISTORY_LOSE,"您在對戰中落敗。"
MATCH_HISTORY_TIME_MINUTE,"{1}分鐘前"
MATCH_HISTORY_TIME_HOUR,"{1}小時前"
MATCH_HISTORY_TIME_DAY,"{1}天前"
MATCH_RANKING_SCORE,"{1}分"
MATCH_FINDING_TARGET,"正在尋找對手。"
MATCH_FOUND_TARGET,"找到了一名對手。"
BATTLE.EXIT_REPLAY_CONFIRM,"您要結束重複播放嗎?"
MATCH_PICKBAN_WEEKLY_REWARD_SENDERNAME,"競技場管理員"
MATCH_PICKBAN_WEEKLY_REWARD_TITLE,"榮耀之巔伺服器排名每週獎勵。"
MATCH_PICKBAN_WEEKLY_REWARD_CONTENT,"榮耀之巔伺服器排名每週獎勵已送達。\n您達到伺服器{1}階級第{2}階段第{3}名。"
MATCH_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,"榮耀之巔伺服器排名每週獎勵已送達。\n您達到伺服器{1}階級第{2}名。"
MATCH_PICKBAN_SEASON_REWARD_SENDERNAME,"賽季管理員"
MATCH_PICKBAN_SEASON_REWARD_TITLE,"榮耀之巔伺服器排名賽季獎勵。"
MATCH_PICKBAN_SEASON_REWARD_CONTENT,"榮耀之巔伺服器排名賽季獎勵已送達。\n您達到伺服器{1}階級第{2}階段第{3}名。"
MATCH_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,"榮耀之巔伺服器排名賽季獎勵已送達。\n您達到伺服器{1}階級第{2}名。"
MATCH_PICKBAN_DAILY_REWARD_SENDERNAME,"競技場管理員"
MATCH_PICKBAN_DAILY_REWARD_TITLE,"榮耀之巔伺服器排名每日獎勵。"
MATCH_PICKBAN_DAILY_REWARD_CONTENT,"榮耀之巔伺服器排名每日獎勵已送達。\n您達到伺服器{1}階級第{2}階段第{3}名。"
MATCH_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,"榮耀之巔伺服器排名每日獎勵已送達。\n您達到伺服器{1}階級第{2}名。"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_SENDERNAME,"競技場管理員"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_TITLE,"榮耀之巔世界排名每週獎勵。"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_CONTENT,"榮耀之巔世界排名每週獎勵已送達。\n您達到世界{1}階級第{2}階段第{3}名。"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,"榮耀之巔世界排名每週獎勵已送達。\n您達到世界{1}階級第{2}名。"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_SENDERNAME,"賽季管理員"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_TITLE,"榮耀之巔世界排名賽季獎勵。"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_CONTENT,"榮耀之巔世界排名賽季獎勵已送達。\n您達到世界{1}階級第{2}階段第{3}名。"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,"榮耀之巔世界排名賽季獎勵已送達。\n您達到世界{1}階級第{2}名。"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_SENDERNAME,"競技場管理員"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_TITLE,"榮耀之巔世界排名每日獎勵。"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_CONTENT,"榮耀之巔世界排名每日獎勵已送達。\n您達到世界{1}階級第{2}階段第{3}名。"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,"榮耀之巔世界排名每日獎勵已送達。\n您達到世界{1}階級第{2}名。"
FRIEND_BECOME_FRIEND,"您與[FFFF00]{1}[-]玩家成為了[FFFF00]好友[-]。"
FRIEND_ASK_ACCEPT_FRIEND,"是否要接受[FFFF00]{1}[-]玩家的[FFFF00]好友邀請[-]？"
FRIEND_ASK_DENY_FRIEND,"是否要拒絕[FFFF00]{1}[-]玩家的[FFFF00]好友邀請[-]？"
FRIEND_ASK_DELETE_FRIEND,"是否要將[FFFF00]{1}[-]玩家從[FFFF00]好友名單[-]中移除？"
FRIEND_ASK_INVITE_FRIEND,"是否要對[FFFF00]{1}[-]玩家發送[FFFF00]好友邀請[-]？"
FRIEND_ASK_INVITE_PARTY,"是否要對[FFFF00]{1}[-]玩家發送[FFFF00]組隊邀請[-]？"
MAIL_DELETE_DAYS_AFTER,"{1}天後刪除"
MAIL_DELETE_HOURS_AFTER,"{1}小時後刪除"
MAIL_DELETE_MINUTES_AFTER,"{1}分後刪除"
LANGUAGE_CHANGE_CONFIRM,"為了將語言變更為{1}，遊戲將重新啟動。\n請稍候。"
MAP_CANNOT_MOVE_CHAPTER_NOT_EXIST,"章節不存在，無法前往。"
MAP_CANNOT_MOVE_CHAPTER_NOT_COMPLETED,"尚未通過章節，無法前往。"
MAP_MOVE_CHAPTER_CONFIRM,"您要前往下一個場所嗎?\n{1}"
DAILYMISSION_NAME,"今日任務"
MISSION_NAME,"成就任務"
MISSION_PROGRESSING,"進行中"
MISSION_COMPLETE,"任務完成"
MISSION_SUBTYPE_ACCOUNT,"帳號"
MISSION_SUBTYPE_BRAVERY,"勇猛"
MISSION_SUBTYPE_GOODS,"貨幣"
MISSION_SUBTYPE_GUILD,"公會"
MISSION_SUBTYPE_HERO,"英雄"
MISSION_SUBTYPE_ITEM,"道具"
MISSION_SUBTYPE_CONTENTS,"內容"
DUNGEON_REWARD_ITEM,"獎勵"
DUNGEON_REWARD_DESC,"可獲得{1}"
DUNGEON_REMAIN_ENTERCOUNT,"剩餘{1}次"
UI_ENDBATTLE_GAINEXP,"獲得經驗值"
UI_ENDBATTLE_GAINGOLD,"獲得金幣"
UI_ENDBATTLELOSE_ANNOUNCEMENT,"強化英雄與裝備，變得更強後再次挑戰吧！"
UI_COMMON_RETRY,"重試"
UI_ENDCAMPAIGN_REWARDTEXT,"戰利品"
UI_ENDBATTLEREWARD_ITEMCOUNT,"共{1}個"
DUNGEON_GOLD_REWARD,"金幣獲得量"
COMMON_TOTAL,"全體"
MYHERO_LIST,"英雄目錄"
HEROLIST_GUILD_MERCENARY,"公會傭兵目錄"
COMMON_EQUIP,"裝備"
COMMON_HERO_SKILL,"技能"
EQUIP_REBUILD_COMPLETE,"重新鑑定完成"
DO_APPLY,"套用"
DO_NOT_APPLY,"不套用"
COMMON_SELLPRICE,"售價"
EQUIP_INFO_TAKEOFF,"移除"
EQUIP_UPGRADE,"裝備強化"
EQUIP_LEVELUP_CONFIRM1,"強化"
HERO_SKILL_INFO,"技能資訊"
HERO_SKILL_INFO_LINE,"技能資訊"
HERO_INFO_UPGRADE_CONFIRM1,"升級"
UI_VIEW_HERO,"查看英雄"
FRIEND_REQUEST,"好友邀請"
ITEM_CONSUMABLE,"消耗品"
ITEM_MATERIAL,"材料"
ITEM_SOULSTONE,"靈魂石"
ITEM_UPGRADEBOOK,"技能書"
INVENTORY_RECIPE_TITLE,"製作配方"
UI_RECIPE_CREATE,"製作"
UI_SELL_PRICE,"售價"
UI_MAIL_ATTACHMENT,"附加"
UI_RECEIVE,"領取"
CONTENT_MAILBOX,"信箱"
UI_MAILBOX_EMPTY,"尚未收到信件。"
PVP_CURRENT_LEAGUE_RANK,"目前賽區排名"
COMMON_WINNING_RATE,"勝率"
UI_PVP_REWARD_TITLE,"競技場獎勵"
PVP_FIRST_REWARD,"達成獎勵"
HERO_IS_COLLECTING,"遠征任務"
HERO_IS_DEAD,"死亡"
GUILD_MEMMERMANAGE_LASTLOGIN,"最後登入"
VIPLEVEL_TOO_LOE,"VIP等級不足"
UI_RETURN_TO_CITY,"前往都市"
UI_ENTER_TOWN,"進入村莊"
ARENA,"競技場"
EVENT_DUNGEON,"活動副本"
TRIAL_DUNGEON,"試煉之房"
UI_SELECT_LANGUAGE,"選擇語言"
UI_KOREAN,"韓文"
UI_SELECT_AVATAR,"選擇代表英雄"
PROFILE,"個人資料"
LANGUAGE,"語言"
COMMON_BUYAGAIN,"再次購買"
GUILD_CREATE_BUTTON,"創建公會"
GUILD_NAME_POSSIBLE,"可以使用"
GUILD_NAME_NOT_POSSIBLE,"不可使用"
GUILD_TEAMLEVEL_LIMIT,"等級限制"
GUILD_DISMISS_ADMIN,"管理員解職"
GUILD_CREATE_COST1,"創建公會費用"
GUILD_CREATE_BUTTON,"創建公會"
GUILD_NAME_POSSIBLE,"可以使用"
GUILD_NAME_NOT_POSSIBLE,"不可使用"
GUILD_TEAMLEVEL_LIMIT,"等級限制"
GUILD_MEMBER_MANAGE_LASTLOGINTIME,"最後登入日"
GUILD_DISMISS_ADMIN,"管理員解職"
INVENTORY_USE_EFFECT,"使用效果"
INVENTORY_USE_ITEM,"使用"
PLUNDER_LOG,"戰鬥記錄"
PLUNDER_NEW_MATCHING,"新的配對"
COMMON_REFIND,"再次探索"
TITLE_PLUNDER,"襲擊"
PLUNDER_ITEM,"掠奪物品"
PLUNDER_AMOUNT,"掠奪數量"
COLLECT_ITEM,"採集物品"
COLLECT_COUNT,"採集數量"
COLLECT_QUICK_COMPLETE,"快速完成"
COLLECT_GET_ITEM,"獲得資源"
VIEW_PLUNDER,"查看掠奪"
VIEW_COLLECT,"探勘現況"
TITLE_PLUNDER1,"妨礙探索"
PLUNDER_DESCRIPTION,"經由掠奪可以奪取其他玩家在此區域探索獲得的資源。"
PLUNDER_TYPE_ITEM,"一般物品"
TITLE_SELECT_COLLECT_RESOURCE,"探索行動"
RESOURCE_COLLECT_DESCRIPTION,"經由探索可以隨機獲得此區域的物品。"
SHOP_RESTOCK1,"更新目錄"
SHOP_INVENTORY_ITEM_COUNT,"擁有數量"
SHOP_TOTAL_SELL_PRICE,"總售價"
MISSION_TODAY,"今日任務"
MISSON_ACHIEVEMENT,"成就任務"
MISSION_HERO,"英雄任務"
MISSION_COMPLETED,"已完成任務"
MISSION_INPROGRESS,"進行中"
MISSION_STATUS_COMPLETED,"任務完成"
NICK_CREATE_TITLE,"設定暱稱"
UI_ACCEPT_AGREEMENT,"同意條款"
UI_CHECK_AGREEMENT,"我已仔細閱讀並同意條款。"
MESSAGE_REWARDED,"獲得了以上的獎勵。"
DUNGEON_REWARD,"獲得物品"
COMMON_REWARD,"獎勵"
TRIAL_CHALLENGABLE,"可以挑戰"
COMMON_INIT,"重置"
UI_RANKERS_EMPTY,"沒有屬於此賽區的玩家。"
NO_PARTY_HEROES,"您沒有選擇隊伍成員。請組成隊伍。"
NO_REQ_HEROES,"未符合入場條件，請完成入場條件。"
NOT_REQ_HEROES,"並非符合入場條件的英雄，請選擇符合入場條件的英雄。"
INSUFFICIENT_PARTY_HEROES_CONFIRM,"隊伍成員不足，是否要繼續進行？"
LOGIN_PATCH,"正在接收更新...{1}/{2}"
MAP_CITY_ENTRY,"進入都市"
MAP_CITY_EXIT,"前往地圖"
UI_MOVE_PORTAL,"傳送點"
BATTLE_REWARD_NUMBER,"共{1}個"
DUNGEON_CHALLENGE_CHANCE,"挑戰機會"
UI_FRIEND_RECOMMEND_TITLE,"推薦好友"
FRIEND_NOT_RESULT,"沒有好友。"
GUILD_MEMBER_MANAGE_LASTLOGINTIME,"最後登入日"
UI_MOVE_CHAPTER,"前往章節"
WORLDMAP_CANNOT_VISIT_NODE,"目前還無法前往此處。"
BATTLE_TIME_LIMIT,"剩餘時間"
SKILL_USE_RESULT_NOT_BATTLE,"非戰鬥"
SKILL_USE_RESULT_DEAD,"死亡"
SKILL_USE_RESULT_CASTING,"施放中..."
SKILL_USE_RESULT_RESERVE,"預約技能"
SKILL_USE_RESULT_INVALID_STATE,"控場"
SKILL_USE_RESULT_COOLTIME,"冷卻中"
SKILL_USE_RESULT_INVALID_TARGET,"沒有目標"
SKILL_USE_RESULT_INVALID_SKILL_LEVEL,"錯誤"
SKILL_USE_RESULT_TARGET_TOO_FAR,"超出距離"
SKILL_USE_RESULT_TARGET_TOO_NEAR,"距離太近"
MOVE_TO_DUNGEON_ASK_MESSAGE,"是否要移動至該副本？"
MOVE_TO_DUNGEON_ASK_TITLE,"前往副本"
CHANNEL_CHATTING_CONNECTED,"您進入了第{1}頻道。"
CHANNEL_CHATTING_DISCONNECTED,"您離開了頻道。"
CHAT_ASK_REMOVE_WHISPER_USER,"是否要刪除與{1}玩家的對話內容？"
SKILL_TYPE_PASSIVE,"被動技能"
SKILL_TYPE_ACTIVE,"主動技能"
SKILL_TYPE_AUTO,"自動"
COMMON_ETC,"其他"
RESULT_DAMAGE_STATISTICS,"統計"
MOVE_GOLD_SHOP_CONFIRM,"金幣不足。\n\n是否要前往特惠商城？"
MOVE_GUILD_MENU_CONFIRM,"公會代幣不足。\n\公會代幣可以透過參與公會活動獲得。\n是否要前往公會？"
MOVE_MATCH_MENU_CONFIRM,"競技場代幣不足。\n競技場代幣可以透過競技廠獲得。\n是否要前往競技場？"
MOVE_GEM_SHOP_CONFIRM,"紅寶石不足。\n是否要前往紅寶石商店？"
SHOP_MAX_STOCK,"商品數量：{1}"
SHOP_GOODS_LIST,"商品目錄：{1}"
RESTOCK,"重新進貨"
SHOP_RESTOCK_CONFIRM,"將消耗{1}進貨一批新商品。\n是否要重新進貨？"
RESULT_DAMAGE_STATISTICS_PLAYER,"[00FF00]我方[-]造成傷害量"
RESULT_DAMAGE_STATISTICS_ENEMY,"[FF0000]敵方[-]造成傷害量"
RESULT_DAMAGE_STATISTICS_NUMBER,"{1}名"
UI_CHATING,"聊天"
DUNGEON_CHALLENGE_CHANCE,"挑戰次數"
LOADING_TIP_SKILL_LEVEL,"※ 技能的性能以{1}級為基準。"
RESULT_TYPE_NO_GUILD,"公會不存在。"
GUILD_NAME_INPUT_ERROR,"公會名稱錯誤。"
GUILD_INVITE_NOT_PLAYER,"沒有待審核的入會申請。"
ARENA_BATTLE_WIN,"{1}勝"
ARENA_BATTLE_LOSE,"{1}敗"
ARENA_RANKING,"{1}名"
COMMON_RECOVER,"恢復"
MISSION_NO_COMPLETED_MISSION,"沒有已完成的任務。"
GUILD_NO_SEARCH_GUILD,"沒有符合該名稱的公會。"
MISSION_REWARD_COMPLETED,"領取完畢"
MISSION_STATUS_REWARD_COMPLETED,"完成"
MISSION_STATUS_REWARD_COMPLETED2,"(完成)"
COMMON_MOVE,"前往"
BATTLE_STATS,"戰鬥統計"
STATISTICS,"統計"
COMMON_CHANNEL,"頻道"
GUILD_CHATTING,"公會聊天"
CHATTING_SEND,"傳送"
COMMON_RECENT,"剛剛"
GUILD_NOT_JOINED,"尚未加入公會。"
SHOP_NAME_NORMAL,"綜合商店"
SHOP_NAME_GUILD,"公會商店"
SHOP_NAME_ARENA,"勝者之巔商店"
SHOP_NAME_ROYAL,"王室商店"
SHOP_NAME_RAID,"副本商店"
SHOP_NAME_BLACKMARKET,"黑市"
SHOP_NAME_GOBLIN,"哥布林商店"
MONEY_TYPE_GUILD,"公會代幣"
MONEY_TYPE_ARENA,"競技場代幣"
MONEY_TYPE_ROYAL,"王室代幣"
MONEY_TYPE_RAID,"戰役代幣"
SHOP_SELECT_ITEM,"請選擇商品"
SHOP_ALL_SOLDOUT,"全部售完"
COST_TYPE_GUILDPOINT,"公會點數"
SHOP_LIST,"商店目錄"
COST_TYPE_KEY,"鑰匙"
COST_TYPE_SWORD,"劍"
COST_TYPE_STAMINA,"體力"
RECOLLECT_SEARCH_RESULT,"探索發現了{1}！"
RECOLLECT_PLUNDER_RESULT,"掠奪取得了{1}！"
RECOLLECT_INVENTORY_STORAGE,"點擊畫面收至背包。"
RESULT_TYPE_EQUIP_ITEM_FULL,"您的背包滿了。"
SHOP_ROYAL_COIN_MESSAGE,"王室代幣不足。\n王室代幣可以透過城牆防禦獲得。\n是否要前往城牆防禦？"
SHOP_GOBLIN_EXIT_MESSAGE,"若您現在離開，\n在下次相遇之前無法再使用。"
SHOP_PRODUCT_RESTOCK,"重新進貨商品"
REPLAY_PLAY,"是否要再次觀看重播？"
REPLAY,"再看一次"
BATTLE_PARTY_LEADER_SELECT,"請選擇隊長。"
BATTLE_PARTY_LEADER_POTENCY,"隊長技能"
GUILD_JOIN_MESSAGE,"{1}玩家加入了公會。"
GUILD_GAME_JOIN_MESSAGE,"{1}玩家上線了。"
GUILD_WITHDRAWAL_MESSAGE,"{1}玩家退出了公會。"
CLASS_ATTRIBUTE,"職業屬性"
BATTLE_RECORD_NOT_FOUND,"戰鬥記錄不存在。"
OPEN_HERO_SHOP_SLOT,"解鎖"
OPEN_HERO_SHOP_SLOT_CONFIRM,"是否要解鎖該欄位？"
BUY_RUBY_COUNT,"{1}紅寶石"
RUBY_MONTHLY_REMAIN_DAY,"剩餘時間\n{1}日內"
BUY_GOLD_COUNT,"{1}金幣"
VIP_LEVEL_ADD_MSG,"隨著VIP等級，購買本商品時將額外獲得{1}。"
BUY_RUBY_CONFIRM,"是否要購買此商品？"
BUY_GOLD_CONFIRM,"是否要購買此商品？"
BUY_HERO_CONFIRM,"是否要招募此英雄？"
HERO_DUPLICATED_NOT_ALLOWED,"您已經擁有相同的英雄了。"
CLASS_TAG_MELEE,"高物理攻擊力屬性"
CLASS_TAG_RANGE,"高遠距物理攻擊力屬性"
CLASS_TAG_MAGIC,"高魔法攻擊力屬性"
CLASS_TAG_BUFF,"治癒並保護我方屬性"
CLASS_TAG_DEBUFF,"弱化並折磨敵方屬性"
CLASS_TAG_TANK,"高生命值與防禦力屬性"
TRANSCEND_HERO_STAT_CONFIRM,"是否要套用突破點數？"
TRANSCEND_HERO_SKILL_CONFIRM,"技能等級永久提升至+1。\n是否要進行技能突破？"
MOVE_HERO_SHOP_CONFIRM,"是否要前往商店購買英雄？"
RETURN_TO_CITY_CONFIRM,"確定要前往村莊嗎？"
COMMON_HERO_INFO,"一般"
HERO_TRANSCEND_NOT_RECOVERED,"(選擇後無法復原，請謹慎決定。)"
PAY_SHOP_VIP_POINT,"VIP點數提升{1}。"
COMMON_VIP_BENEFIT,"VIP優惠"
HERO_UPGRADE_STAR_POSSIBLE,"可覺醒"
EQUIP_STARUP_TEXT,"使用相同的裝備覺醒裝備。\n\n每進行一次覺醒，裝備屬性將上升{1}%。"
EQUIP_AWAKEN_MATERIAL,"覺醒材料"
HERO_UPGRADE_STAR_EFFECT,"覺醒效果"
EQUIP_AWAKEN_TEXT,"請選擇覺醒所需的材料。"
STAT_AWAKEN_CONFIRM,"是否要進行覺醒？"
EQUIP_UPGRADE_LEVEL,"強化階段"
EQUIP_LEVELUP_TEXT3,"強化目標獲得的經驗值視強化材料的級別而定。\n當達到最大強化時，可以覺醒使裝備的星數提升。"
EQUIP_UPGRADE_SUCCESS,"強化成功"
INSUFFICIENT_GOLD,"金幣不足"
