KEY,"French"
E_C19_Feb_Lewisia01_41,"Félicitations. Voici un flocon de neige imprégné du mana des dragons de glace."
E_C19_Feb_Lewisia01_42,"J'imagine que tu en connais la valeur."
E_C19_Feb_Lewisia01_43,"Euh... Hum... Je n'ai pas eu le temps de trouver un cadeau, mais bon anniversaire quand même, Lei."
E_C19_Feb_Lewisia01_44,"Ce sont de vieux amis, ils connaissent ma date d'anniversaire."
E_C19_Feb_Lewisia01_45,"Je ne t'ai pas invité pour recevoir un cadeau de ta part, ne t'en fais pas."
E_C19_Feb_Lewisia01_46,"Je voulais juste fêter mon anniversaire à la manière des humains."
E_C19_Feb_Lewisia01_47,"Et pourtant..."
E_C19_Feb_Lewisia01_48,"Je me souviendrai de ton anniversaire. L'année prochaine, je t'apporterai un beau cadeau !"
E_C19_Feb_Lewisia01_49,"*Hi hi* Avec plaisir. Merci pour ta gentillesse."
E_C19_Feb_Lewisia01_50,"Bien, commençons la fête. Profitez de la soirée et faites comme chez vous !"
E_C19_Feb_Sonia01_01,"Mirianne !"
E_C19_Feb_Sonia01_02,"Mirianne !"
E_C19_Feb_Sonia01_03,"Hum... Mais où est-elle ?"
E_C19_Feb_Sonia01_04,"(Pouf !)"
E_C19_Feb_Sonia01_05,"Mirianne ?"
E_C19_Feb_Sonia01_06,"Oups ! Oh, Sonia !"
E_C19_Feb_Sonia01_07,"Où cours-tu comme ça ?"
E_C19_Feb_Sonia01_08,"Ah, grand-père. As-tu vu Mirianne ?"
E_C19_Feb_Sonia01_09,"Mirianne ?"
E_C19_Feb_Sonia01_10,"Non... Je ne sais pas où elle est."
E_C19_Feb_Sonia01_11,"Hum... Bien. Merci, grand-père !"
E_C19_Feb_Sonia01_12,"Je n'ai pas l'habitude d'utiliser mes pouvoirs pour ce genre de choses, mais..."
E_C19_Feb_Sonia01_13,"... (Zzzt)"
E_C19_Feb_Sonia01_14,"…"
E_C19_Feb_Sonia01_15,"... Ça y est. La réaction électrique produite par la dague magique de Mirianne..."
E_C19_Feb_Sonia01_16,"Elle est par là."
E_C19_Feb_Sonia01_17,"Hein ? C'est quoi ce flacon ?"
E_C19_Feb_Sonia01_18,"!!!"
E_C19_Feb_Sonia01_19,"*Kof kof* C'est quoi cette poudre ?"
E_C19_Feb_Sonia01_20,"Je crois que je sais ce que c'est... Mirianne doit être en train de me jouer un tour."
E_C19_Feb_Sonia01_21,"Je recommence..."
E_C19_Feb_Sonia01_22,"Aargh ! (Zzzt)"
E_C19_Feb_Sonia01_23,"Mais c'est quoi cette poudre ? Elle m'empêche de détecter le signal !"
E_C19_Feb_Sonia01_24,"La détection ne fonctionne plus, au moins pendant quelque temps..."
E_C19_Feb_Sonia01_25,"Oh ? Une note ?"
E_C19_Feb_Sonia01_26,"Elle mord à l'hameçon !"
E_C19_Feb_Sonia01_27,"Ah ah ah ! Ça valait la peine de recueillir la poudre de Yanadis !"
E_C19_Feb_Sonia01_28,"Maintenant qu'elle ne peut plus utiliser la détection, je me demande si elle me trouvera !"
E_C19_Feb_Sonia01_29,"Mirianne joue à cache-cache, tout à coup ? Mais qu'a-t-elle en tête ?"
E_C19_Feb_Sonia01_30,"Bon, peu importe."
E_C19_Feb_Sonia01_31,"Tu te caches, je te cherche."
E_C19_Feb_Sonia01_32,"Je ne peux pas utiliser la détection, il faut que je fasse autrement."
E_C19_Feb_Sonia01_33,"Je t'ai trouvée, Mirianne !"
E_C19_Feb_Sonia01_34,"... Hein ? Aussi rapidement ? Comment as-tu..."
E_C19_Feb_Sonia01_35,"Tu as oublié ?"
E_C19_Feb_Sonia01_36,"C'est grâce à cet anneau !"
E_C19_Feb_Sonia01_37,"…"
E_C19_Feb_Sonia01_38,"Oh, c'est de la triche !"
E_C19_Feb_Sonia01_39,"De la triche ? Les règles du cache-cache ne sont quand même pas strictes à ce point."
E_C19_Feb_Sonia01_40,"Mirianne, je t'ai trouvée, je gagne, non ?"
E_C19_Feb_Sonia01_41,"... Ah ah."
E_C19_Feb_Sonia01_42,"Eh non ! C'est moi qui ai gagné !"
E_C19_Feb_Sonia01_43,"Sonia ! Bon anniversaire !"
E_C19_Feb_Sonia01_44,"Très chère Sonia, joyeux anniversaire !/Joyeux anniversaire, Sonia !"
E_C19_Feb_Sonia01_45,"... Hein ?"
E_C19_Feb_Sonia01_46,"Tu voyages beaucoup à cette période de l'année, alors les enfants ne peuvent pas te souhaiter ton anniversaire."
E_C19_Feb_Sonia01_47,"Cette année, ils ont voulu organiser une grande fête."
E_C19_Feb_Sonia01_48,"Mirianne a formidablement réussi à détourner ton attention pendant les préparatifs."
E_C19_Feb_Sonia01_49,"Bravo, Mirianne !"
E_C19_Feb_Sonia01_50,"*Hi hi* Merci, grand-père !"
E_C19_Feb_Sonia01_51,"Je me suis bien amusée à jouer à cache-cache avec elle."
E_C19_Feb_Sonia01_52,"…"
E_C19_Feb_Sonia01_53,"... Merci."
