KEY,English
RESULT_TYPE.INVALID_PLUNDER_RESULT,Invalid battle record.
RESULT_TYPE.ALREADY_CHASED,Already has chased.
RESULT_TYPE.INVALID_CHAPTER_INDEX,Invalid mission location.
RESULT_TYPE.COLLECT_NODE_NOT_FOUND,Cannot find the mission location.
RESULT_TYPE.COLLECT_ENDED,Collection already completed.
RESULT_TYPE.DEAD_HERO_EXIST,Cannot plunder a dead hero.
RESULT_TYPE.USER_CHASE_INFO_NOT_FOUND,Cannot find the chasing info.
RESULT_TYPE.COLLECT_INFO_NOT_FOUND,Cannot find the expedition mission info.
RESULT_TYPE.INVALID_TEAM_SLOT,Invalid expedition mission party.
RESULT_TYPE.ALREADY_HARVESTED,Already completed the mission.
RESULT_TYPE.MAX_DAILY_QUICK_COMPLETE_COLLECT,Reached the max number of Finish Now.
RESULT_TYPE.COLLECT_NOT_ENDED,The mission is not yet completed.
RESULT_TYPE.RECORD_NOT_FOUND,The replay record does not exist.
RESULT_TYPE.ALREADY_DEFEND_REWARDED,Already received rewards for defending plunders.
RESULT_TYPE.MAX_PLUNDER_DEFEND_REWARD,Reached the daily max number of rewards for defending plunders.
RESULT_TYPE.CHAPTER_NOT_COMPLETED,The chapter is not completed.
RESULT_TYPE.VIP_LEVEL_DATA_NOT_FOUND,Cannot find the VIP level data.
RESULT_TYPE.MAX_RES_COLLECT_TEAM,All teams are now on missions.
RESULT_TYPE.NOW_COLLECTING,The team is now on a mission.
RESULT_TYPE.INVALID_HERO_INDEX,The hero is on a mission or does not exist.
RESULT_TYPE.CHAPTER_NOT_FOUND,The chapter does not exist.
RESULT_TYPE.DUNGEON_NOT_FOUND,The dungeon does not exist.
RESULT_TYPE.EMPTY_HERO_INDICES,The hero is empty.
RESULT_TYPE.CANNOT_PLAY_DUNGEON,Cannot play the dungeon.
RESULT_TYPE.NOT_ENOUGH_STAMINA,Insufficient stamina.
RESULT_TYPE.NOT_ENOUGH_PLAY_KEY,Insufficient keys.
RESULT_TYPE.INVALID_DIFF,Invalid difficulty level.
RESULT_TYPE.VERIFY_FAILED,Verification has failed.
RESULT_TYPE.CHECK_FAILED,Checking has failed.
RESULT_TYPE.USER_CAMPAIGN_INFO_NOT_FOUND,"Due to a network error, there is a server delay in processing user information. Please try again later."
RESULT_TYPE.WRONG_CHAPTER_INDEX,This feature is unavailable.
RESULT_TYPE.WRONG_DUNGEON_INDEX,This feature is unavailable.
RESULT_TYPE.INVALID_STAR,Invalid star info.
RESULT_TYPE.ENCHANT_RESULT_NOT_FOUND,Re-identification info does not exist.
RESULT_TYPE.EQUIP_ITEM_SLOT_INDEX_MISMATCH,Re-identification target is different.
RESULT_TYPE.OPTION_SLOT_INDEX_MISMATCH,The option slot to re-identify is different.
RESULT_TYPE.OPTION_INDEX_MISMATCH,The option result to re-identify is different.
RESULT_TYPE.PREV_OPTION_INDEX_MISMATCH,The overwriting option is different from the current attempt.
RESULT_TYPE.INVALID_OPTION_SLOT,Invalid option slot.
RESULT_TYPE.RANDOM_OPTION_DATA_ERROR,Invalid random option info.
RESULT_TYPE.NO_HERO,The hero does not exist.
RESULT_TYPE.HERO_DATA_NOT_FOUND,The hero info does not exist.
RESULT_TYPE.ALREADY_OTHER_HERO_EQUIPPED,Another hero has already worn it.
RESULT_TYPE.ITEM_DATA_NOT_FOUND,The item info does not exist.
RESULT_TYPE.EQUIP_ITEM_DATA_NOT_FOUND,The gear info does not exist.
RESULT_TYPE.EQUIP_TAG_ERROR,Invalid gear tag.
RESULT_TYPE.TOO_LOW_GRADE,Too low rank.
RESULT_TYPE.TOO_LOW_LEVEL,Too low level.
RESULT_TYPE.LOCKED_PART_INDEX,Locked gear slot.
RESULT_TYPE.EQUIP_PART_ERROR,Unusable gear slot.
RESULT_TYPE.REMOVE_FAILED,Removing failed.
RESULT_TYPE.INVALID_HERO_PART_INDEX,Invalid gear slot.
RESULT_TYPE.ALREADY_UNLOCKED,Already opened.
RESULT_TYPE.UNLOCK_FAILED,Opening failed.
RESULT_TYPE.EQUIP_ITEM_NOT_FOUND,The gear does not exist.
RESULT_TYPE.UNEQUIP_FAILED,Removing the gear failed.
RESULT_TYPE.STAT_DATA_NOT_FOUND,The stat info does not exist.
RESULT_TYPE.EMPTY_MATERIAL_EQUIP_ITEM,Empty materials.
RESULT_TYPE.INVALID_MATERIAL_EQUIP_ITEM,Invalid material gear.
RESULT_TYPE.FRIEND_NOT_FOUND,Friends do not exist.
RESULT_TYPE.REQUEST_MYSELF,Cannot send a request to yourself.
RESULT_TYPE.CANNOT_SEARCH_MYSELF,Cannot search yourself.
RESULT_TYPE.GACHA_DATA_NOT_FOUND,The Gacha info does not exist.
RESULT_TYPE.WRONG_GACHA_INDEX,Invalid Gacha number.
RESULT_TYPE.WRONG_GACHA_COUNT,Invalid Gacha count.
RESULT_TYPE.NO_MERCENARIES,Mercenaries do not exist.
RESULT_TYPE.NO_GUILD,Guilds do not exist.
RESULT_TYPE.INVAILID_RANK,Invalid ranking.
RESULT_TYPE.GUILD_MAX_JOIN_REQUEST,Exceeded the request limit for the guild.
RESULT_TYPE.TRIAL_DUNGEON_DATA_NOT_FOUND,The Dungeon of Ordeal info does not exist.
RESULT_TYPE.NOT_PLAYER_HERO,You don't have this hero.
RESULT_TYPE.ITEM_NOT_OWNED,You don't have this item.
RESULT_TYPE.ITEM_TYPE_MISMATCH,Different item type.
RESULT_TYPE.POTION_DATA_NOT_FOUND,The potion info does not exist.
RESULT_TYPE.INVALID_ACTION,Invalid action.
RESULT_TYPE.RECIPE_DATA_NOT_FOUND,The recipe info does not exist.
RESULT_TYPE.MATERIAL_DATA_NOT_FOUND,The material info does not exist.
RESULT_TYPE.NOT_ENOUGH_MATERIAL,Insufficient materials.
RESULT_TYPE.MATCH_RESULT_NOT_FOUND,The match results do not exist.
RESULT_TYPE.MATCH_UID_MISMATCH,The match number does not match.
RESULT_TYPE.MATCHING_DISABLED,Calculating Battle results.
RESULT_TYPE.NOT_ENOUGH_SWORD,Insufficient swords.
RESULT_TYPE.MATCH_USER_NOT_FOUND,Participating user info does not exist.
RESULT_TYPE.NPC_INFO_NOT_FOUND,NPC info does not exist.
RESULT_TYPE.WAIT_MORE,"Due to a network error, there is a server delay in processing battle information. Please tab OK again."
RESULT_TYPE.NOT_ENOUGH_CHEESE,Insufficient cheese.
RESULT_TYPE.USER_PLUNDER_INFO_NOT_FOUND,The plunder info does not exist.
RESULT_TYPE.COLLECT_NODE_DATA_NOT_FOUND,The collection node info does not exist.
RESULT_TYPE.PLAYER_NOT_FOUND,The player does not exist.
RESULT_TYPE.V_I_P_LEVEL_DATA_NOT_FOUND,The VIP level info does not exist.
RESULT_TYPE.SHOP_DATA_NOT_FOUND,The shop info does not exist.
RESULT_TYPE.SHOP_ITEM_DATA_NOT_FOUND,The shop item info does not exist.
RESULT_TYPE.PLAYER_SHOP_ITEM_NOT_FOUND,The shop item info of the player does not exist.
RESULT_TYPE.SOLD_OUT,Already sold.
RESULT_TYPE.INVALID_COST,Invalid price.
RESULT_TYPE.NO_ITEM_DATA,The item info does not exist.
RESULT_TYPE.NOT_OWNED,Not owned.
RESULT_TYPE.INVALID_ITEM_COUNT,Invalid item count.
RESULT_TYPE.NOT_ENOUGH_STONE,Insufficient Enhancement Crystal.
RESULT_TYPE.HERO_LEVEL_LIMIT,Insufficient hero level.
RESULT_TYPE.SKILL_LEVEL_NOT_FOUND,The skill level info does not exist.
RESULT_TYPE.SKILL_PRICE_NOT_FOUND,The skill price info does not exist.
RESULT_TYPE.TEAM_LEVEL_LIMIT,Cannot exceed the hero level.
RESULT_TYPE.SKILL_NOT_FOUND,The skill does not exist.
RESULT_TYPE.REQ_GOLD_ERROR,Invalid gold required.
RESULT_TYPE.STAR_DATA_NOT_FOUND,The star info is incorrect.
RESULT_TYPE.NO_TARGET_ACCOUNT_ID,Target user's number does not exist.
RESULT_TYPE.VERSION_ERROR,Invalid version.
RESULT_TYPE.MATCH_NOT_FOUND,The match does not exist.
RESULT_TYPE.EQUIP_ITEM_FULL,Gear is full.
RESULT_TYPE.INVALID_GUILD_LEVEL,Invalid guild level.
RESULT_TYPE.ALREADY_JOIN_REQUESTED,Already requesting to join...
RESULT_TYPE.MIN_REGISTER_TIME_NOT_ELAPSED,Minimum registration time did not pass.
RESULT_TYPE.RESULT_ITEM_DATA_NOT_FOUND,The result item info does not exist.
RESULT_TYPE.RESULT_EQUIP_ITEM_DATA_NOT_FOUND,The result gear info does not exist.
RESULT_TYPE.MISSION_NOT_COMPLETED,The mission is not completed yet.
RESULT_TYPE.TYPE_ERROR,Invalid type.
RESULT_TYPE.INFO_ERROR,Invalid info.
RESULT_TYPE.ACCOUNT_IDS_ERROR,Invalid account number.
RESULT_TYPE.NOT_ENOUGH_PVP_COIN,Insufficient PVP coins.
RESULT_TYPE.EMPTY_NICK,The nickname is empty.
RESULT_TYPE.INVALID_NICK,The nickname is unusable.
RESULT_TYPE.ALREADY_EXIST,The nickname already exists.
RESULT_TYPE.TOO_SHORT_NICK,The nickname is too short.
RESULT_TYPE.TOO_LONG_NICK,The nickname is too long.
RESULT_TYPE.CENSORED_WORD,Swearwords are included.
RESULT_TYPE.NOT_ENOUGH_CHALLENGE_CHANCE,Cannot challenge any more.
RESULT_TYPE.NOT_ENOUGH_DUNGEON_KEY,Insufficient keys for entering dungeons.
RESULT_TYPE.NOT_OPENED_DUNGEON,The dungeon is not open.
RESULT_TYPE.REQ_GEM_ERROR,No ruby required.
RESULT_TYPE.WAITER_NOT_FOUND,Cannot find the pending info.
RESULT_TYPE.MISSION_NOT_CLEARED,The mission is not completed yet.
RESULT_TYPE.DUNGEON_DATA_NOT_FOUND,The dungeon info does not exist.
RESULT_TYPE.NO_AVAILABLE_SERVER,There are no servers to enter.
RESULT_TYPE.UNEQUIP_OLD_FAILED,Cannot remove the current gear.
RESULT_TYPE.EQUIP_FAILED,Equipping gear has failed.
RESULT_TYPE.NO_SHOP_DATA,Cannot find the shop info.
BASE_RESULT_TYPE.TIMEOUT,There was no response from the server.
BASE_RESULT_TYPE.SEQUENCE_ERROR,"Due to a network error, there is a server delay in processing user information. Please try again later."
BASE_RESULT_TYPE.INTERNAL_ERROR,Internal error.
BASE_RESULT_TYPE.EMPTY_HOST,Host does not exist.
RESULT_TYPE.ACHIEVEMENT_NOT_CLEARED,Achievement is not completed yet.
RESULT_TYPE.INVALID_STEP,You already received this reward.
RESULT_TYPE.NO_PRIVILEGE,You have no authorization.
RESULT_TYPE.INVALID_HOST,Wrong host.
RESULT_TYPE.MASTER_NOT_FOUND,Room leader does not exist.
RESULT_TYPE.MULTIPLAY_INFO_NOT_FOUND,Party play info does not exist.
RESULT_TYPE.WRONG_MEMBER,Invalid member.
RESULT_TYPE.ALREADY_REWARD_CALCULATED,Reward has been decided already.
RESULT_TYPE.LINKED_DUNGEON_NOT_FOUND,Connected dungeon does not exist.
RESULT_TYPE.ALREADY_COMPLETED,Completed already.
RESULT_TYPE.DUNGEON_TYPE_ERROR,Wrong dungeon type.
RESULT_TYPE.CANNOT_VISIT_DUNGEON,Cannot visit this dungeon.
RESULT_TYPE.INVALID_TRIAL_HERO,Wrong hero for the Dungeon of Ordeal.
RESULT_TYPE.WORLD_MAP_EVENT_NOT_FOUND,World map event does not exist.
RESULT_TYPE.EVENT_DUNGEON_INDEX_MISMATCH,Invalid event dungeon number.
RESULT_TYPE.NOT_ENOUGH_MULTIPLAY_MEMBERS,Not enough members.
RESULT_TYPE.NOT_CALCULATED,Not yet decided.
RESULT_TYPE.ALREADY_REWARDED,Reward has been given already.
RESULT_TYPE.NOT_SAME_DEVELOPER_PAYLOAD,Payment info (DeveloperPayload) does not match. Payment has been canceled.
RESULT_TYPE.NOT_SAME_PRODUCT_ID,Payment info (ProductId) does not match. Payment has been canceled.
RESULT_TYPE.WRONG_PURCHASE_STATUS,Payment info (PurchaseStatus) is wrong. Payment has been canceled.
RESULT_TYPE.VERIFICATION_FAILED,Failed to verify payment. Payment has been canceled.
RESULT_TYPE.INVALID_CONSUMPTION_STATE,Invalid payment info (ConsumptionState). Payment has been canceled.
RESULT_TYPE.NOT_MONTHLY_ENDED,You can't purchase the monthly package yet.
RESULT_TYPE.HAVE_PLAY_CHANCE,Could not purchase due to remaining challenge opportunities.
RESULT_TYPE.INVALID_DUNGEON_INDEX,Invalid dungeon number.
RESULT_TYPE.CANNOT_AWAKEN_YET,Cannot Awaken yet.
RESULT_TYPE.CANNOT_AWAKEN_MORE,Cannot Awaken any more.
RESULT_TYPE.RUNE_ITEM_NOT_OWNED,You don't have this rune item.
RESULT_TYPE.SAME_RUNE_EQUIPPED,Same rune already equipped.
RESULT_TYPE.ALEADY_OCCUPIED,Already assigned.
RESULT_TYPE.PRESERVE_PRICE_ERROR,Preserve price is invalid.
RESULT_TYPE.RUNE_ITEM_DATA_NOT_FOUND,Rune item info does not exist.
RESULT_TYPE.RUNE_DATA_NOT_FOUND,Rune info does not exist.
RESULT_TYPE.PART_TYPE_ERROR,Invalid parts.
RESULT_TYPE.NO_EQUIPPED_RUNE,The rune is not equipped.
RESULT_TYPE.HERO_ALREADY_EXIST,Hero already exists.
RESULT_TYPE.SKILL_NOT_LEARNED,You have not learned the skill.
RESULT_TYPE.INVALID_SKILL_EXTEND,Invalid skill expansion.
RESULT_TYPE.NOT_ENOUGH_ITEM,Insufficient items.
RESULT_TYPE.BOOK_ITEM_DATA_NOT_FOUND,Book item info does not exist.
RESULT_TYPE.SKILL_ALREADY_LEARNED,Learned this skill already.
RESULT_TYPE.MAX_PURIFIED,Reached max purification.
RESULT_TYPE.MAX_HERO_STAR,Hero reached max Awakening.
RESULT_TYPE.NO_AWAKE_MATERIAL,No Awakening materials.
RESULT_TYPE.PURIFY_DATA_NOT_FOUND,No purification data.
RESULT_TYPE.INVALID_PURIFY_DATA,Invalid purification data.
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_DATA_NOT_FOUND,Skill transcendence data does not exist.
RESULT_TYPE.MAX_TRANSCEND_SKILL_LEVEL,Skill reached max transcend limit.
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_PRICE_DATA_NOT_FOUND,Skill transcendence price does not exist.
RESULT_TYPE.NOT_MAX_HERO_STAR,Hero has not reached max Awakening yet.
RESULT_TYPE.INVALID_TRANSCEND_COUNT,Invalid transcendence amount.
RESULT_TYPE.GRADE_TOO_LOW,Rank too low.
RESULT_TYPE.CREATURE_DATA_NOT_FOUND,Hero info does not exist.
RESULT_TYPE.UPGRADE_BOOK_DATA_NOT_FOUND,Upgrade book info does not exist.
RESULT_TYPE.MATCH_PLAYER_NOT_FOUND,Opponent does not exist.
RESULT_TYPE.INVALID_SHOP_DATA,Invalid shop info.
RESULT_TYPE.NOT_GUILD_MEMBER,Not a guild member.
RESULT_TYPE.NOT_ENOUGH_GUILD_POINT,Insufficient guild points.
RESULT_TYPE.INVALID_SHOP_ITEM_LIST_INDEX,Invalid shop number.
RESULT_TYPE.INVALID_ITEM_TYPE,Invalid item type.
RESULT_TYPE.HERO_SHOP_SLOT_EXCEEDED,Hero's shop slots have exceeded the limit.
RESULT_TYPE.INVALID_HERO_SHOP_SLOT,Invalid hero shop slot.
RESULT_TYPE.NO_SHOP_ITEM_INFO,Shop item info does not exist.
RESULT_TYPE.NO_SHOP_ITEM_DATA,Shop item data does not exist.
RESULT_TYPE.NO_SELL_COUNT,No sell amount.
RESULT_TYPE.ALREADY_OPENED_CLASS,Class has been opened already
RESULT_TYPE.NOT_OPENED_CLASS_DUNGEON,Dungeon for the specified class is not open.
RESULT_TYPE.ALREADY_GET_CHALLENGE,Undertaken already.
RESULT_TYPE.ALREADY_HAVE_MATERIAL,Already have materials.
RESULT_TYPE.INVALID_HERO_CLASS,Wrong class.
RESULT_TYPE.TUTORIAL_DATA_NOT_FOUND,Tutorial data does not exist.
RESULT_TYPE.RETRY,Retry
RESULT_TYPE.NOT_IMPLEMENTED_METHOD,Invalid method.
RESULT_TYPE.INVALID_QUEST_INDEX,Invalid quest number.
RESULT_TYPE.QUEST_INFO_NOT_FOUND,Cannot find quest info.
RESULT_TYPE.QUEST_NOT_CLEARED,Quest is not completed yet.
RESULT_TYPE.NOT_COMPLETED,Not completed yet.
RESULT_TYPE.EMPTY_DUNGEON_INDICES,Dungeon number is empty.
RESULT_TYPE.EVENT_INDEX_COUNT_MISMATCH,Event number does not match.
RESULT_TYPE.MAX_DAILY_COUNT,Exceeded daily limit
RESULT_TYPE.ALREADY_VISITED,Already visited.
RESULT_TYPE.INVALID_MATERIAL_ITEM,Invalid material items.
RESULT_TYPE.INVALID_REQ_ITEM_EXP_DATA,Invalid EXP of the required items.
RESULT_TYPE.SAME_BOOSTER_APPLIED,The same booster effect exists.
RESULT_TYPE.PACKAGE_DATA_NOT_FOUND,No package product data.
RESULT_TYPE.INVALID_ITEM_INDEX,Invalid Item Index.
RESULT_TYPE.INVALID_ITEM_DATA,Invalid Item Data.
RESULT_TYPE.INVALID_ACCOUNT_ID,Invalid account number.
RESULT_TYPE.REWARD_TIME_ENDED,Reward time is over.
RESULT_TYPE.CHECKING_INTEGRITY,The battle result is still being processed. Please try again later.
RESULT_TYPE.BATTLE_SERVER_NOT_FOUND,The network is currently unstable. Please move to a location with better signal quality and reconnect to the game.
RESULT_TYPE.TOWER_DATA_NOT_FOUND,Tower info does not exist.
RESULT_TYPE.TOWER_FLOOR_DATA_NOT_FOUND,Floor info does not exist.
RESULT_TYPE.CANNOT_ENTER_TOWER_FLOOR,Cannot enter the floor.
RESULT_TYPE.TOWER_CHAPTER_MISMATCH,Tower chapter does not match.
RESULT_TYPE.TOWER_DUNGEON_MISMATCH,Tower dungeon does not match.
RESULT_TYPE.TOWER_TEAM_LEVEL_LIMIT,Cannot enter the floor due to insufficient team level. 
RESULT_TYPE.TOWER_REQ_DUNGEON_NOT_COMPLETED,Prerequisite dungeons are not completed for entry into the tower.
RESULT_TYPE.NOT_ENOUGH_TOWER_COST,Insufficient goods for entry into the tower.
RESULT_TYPE.DIED_HERO_CACHE,The hero is dead.
RESULT_TYPE.MISSING_BATTLE_LOG,Didn't enter battle log.
RESULT_TYPE.MISSING_CREATURE_INFO,Didn't enter hero info.
RESULT_TYPE.REQUEST_INTEGRITY_CHECK_ERROR,Integrity check request error.
RESULT_TYPE.MISSING_TOWER_CREATURE_INFO,Didn't enter tower hero info.
RESULT_TYPE.PARSING_TOWER_CREATURE_INFO_ERROR,Cannot import tower hero info.
RESULT_TYPE.EMPTY_TOWER_ENTER_HEROES,Didn't enter info on heroes that entered the tower.
RESULT_TYPE.TOWER_NOT_PLAYED,Tower has not been progressed.
RESULT_TYPE.PLAYER_TOWER_NOT_FOUND,Cannot find info on tower in progress.
RESULT_TYPE.CANNOT_RESET_MORE,Cannot reset any more.
RESULT_TYPE.NOT_ENOUGH_COST,Insufficient goods.
RESULT_TYPE.CLOSED_DUNGEON,This Dungeon is Closed.
RESULT_TYPE.OPENED_DUNGEON,This Dungeon is Open.
RESULT_TYPE.QUEST_DATA_NOT_FOUND,Quest data does not exist.
RESULT_TYPE.NOT_ACCEPTABLE,Cannot accept.
RESULT_TYPE.CANNOT_GIVEUP,Cannot give up.
RESULT_TYPE.NOT_REWARDABLE,Cannot receive rewards.
RESULT_TYPE.EQUIP_FULL,Inventory is full.
RESULT_TYPE.VIPLEVEL_DATA_NOT_FOUND,No VIP Data exists.
RESULT_TYPE.MISSING_LANGUAGE,Didn't enter language.
RESULT_TYPE.CANNOT_LINK_GUEST,Cannot link as a guest.
RESULT_TYPE.ALREADY_LINKED_ID,The selected SNS account has already been linked to another King's Raid account.
RESULT_TYPE.SERVER_CLOSING,Currently preparing for service. Please wait.
RESULT_TYPE.INVALID_SHOP_INDEX,Invalid shop number.
RESULT_TYPE.EXCEEDED_PURCHASABLE_COUNT,Exceeded the number of purchases.
RESULT_TYPE.INVALID_REWARD_DATA,Invalid reward data.
RESULT_TYPE.TOWER_NPC_NOT_FOUND,Tower's NPC does not exist.
RESULT_TYPE.TOWER_NPC_SLOT_NOT_FOUND,Floor NPC does not exist. 
RESULT_TYPE.TOWER_NPC_INFO_NOT_FOUND,Floor NPC info does not exist.
RESULT_TYPE.WRONG_TOWER_REWARD_NO,Invalid reward number of the tower.
RESULT_TYPE.WRONG_DIFFICULTY,Invalid difficulty level.
RESULT_TYPE.DIFFICULTY_MISMATCH,Difficulty does not match.
RESULT_TYPE.MISSING_BATTLE_TYPE,Didn't enter battle type.
RESULT_TYPE.NOT_YET_CLEARED,You have not completed yet.
RESULT_TYPE.INVALID_DUNGEON_DIFFICULTY,Invalid dungeon difficulty.
RESULT_TYPE.WRONG_DUNGEON_DIFFICULTY,Invalid dungeon difficulty.
RESULT_TYPE.MAX_UNDERGROUND_PRISON_KEY,Full of keys.
RESULT_TYPE.EQUIP_GRADE_DATA_NOT_FOUND,Gear rating data does not exist.
RESULT_TYPE.NOT_FOR_SALE,Cannot sell.
RESULT_TYPE.EQUIP_CREATURE_ERROR,No heroes to equip.
RESULT_TYPE.UPGRADE_DATA_NOT_FOUND,Upgrade data does not exist.
RESULT_TYPE.MATERIAL_ITEM_INDEX_MISMATCH,Material item number does not match.
RESULT_TYPE.MATERIAL_ITEM_COUNT_MISMATCH,Quantity of material items do not match.
RESULT_TYPE.NOT_ENOUGH_MATERIAL_ITEM,Insufficient materials.
RESULT_TYPE.INVALID_REQ_GOLD,Insufficient gold.
RESULT_TYPE.NO_UPGRADABLE_OPTION_SLOT,This option slot cannot be upgraded.
RESULT_TYPE.INVALID_ITEM_CODE,Invalid item code.
RESULT_TYPE.INVALID_EQUIP_STAR_RATE,Invalid star probability.
RESULT_TYPE.MY_FRIEND_FULL,My friend list is full.
RESULT_TYPE.TARGET_FRIEND_FULL,Other party's friend list is full.
RESULT_TYPE.TARGET_FRIEND_WAIT_FULL,Other party's request list is full.
RESULT_TYPE.ENHANCE_ITEM_INDEX_ERROR,Invalid Transcendence Stone number.
RESULT_TYPE.NOT_ENOUGH_ENHANCE_ITEM,Insufficient Transcendence Stones.
RESULT_TYPE.CANNOT_ENHANCE_MORE,Cannot transcend any more.
RESULT_TYPE.AWAKE_CHALLENGE_DATA_ERROR,Cannot find Awakening Stone info.
RESULT_TYPE.AWAKE_ITEM_DATA_ERROR,Cannot find Awakening Stone item data.
RESULT_TYPE.NOT_ENOUGH_AWAKE_ITEM,Insufficient Awakening Stones.
RESULT_TYPE.HERO_SELECT_DATA_NOT_FOUND,Cannot find hero selection data.
RESULT_TYPE.INVALID_HERO_EXP,Invalid hero EXP.
RESULT_TYPE.HERO_NOT_OWNED,You don't have this hero.
RESULT_TYPE.MAX_HERO_LEVEL,Hero reached the maximum level.
RESULT_TYPE.MAIL_NOT_FOUND,Mail does not exist.
RESULT_TYPE.MISSING_COUPON_CODE,Didn't enter coupon code.
RESULT_TYPE.MISSING_COUNTRY_CODE,Didn't enter country code.
RESULT_TYPE.COUPON_NOT_FOUND,Coupon Number is wrong.
RESULT_TYPE.ALREADY_RECEIVED,Already received.
RESULT_TYPE.COUNTRY_CODE_MISMATCH,Country code does not match.
RESULT_TYPE.COUPON_EXPIRED,coupon is Expiration to period of use
RESULT_TYPE.PROMOTION_NOT_FOUND,Cannot find promotion info.
RESULT_TYPE.ALREADY_USED_PROMOTION,Already participated in the promotion.
RESULT_TYPE.REWARD_NOT_SELECTED,Didn't select reward.
RESULT_TYPE.INVALID_REWARD_INDEX,Invalid reward number.
RESULT_TYPE.ALREADY_PURCHASED,Already purchased.
RESULT_TYPE.NOT_ENOUGH_MILEAGE,Insufficient mileage.
RESULT_TYPE.NOT_ENOUGH_ROYAL_POINT,Insufficient Royal Points.
RESULT_TYPE.NOT_ENCRYPTED,Not encrypted.
RESULT_TYPE.SALT_ERROR,Cannot receive verification due to bad internet connection.
RESULT_TYPE.NO_SECURE_KEY,NO_SECURE_KEY
RESULT_TYPE.SALT_NOT_DECRYPTED,SALT_NOT_DECRYPTED
RESULT_TYPE.KEY_NOT_DECRYPTED,KEY_NOT_DECRYPTED
RESULT_TYPE.SALT_MISMATCH,SALT_MISMATCH
RESULT_TYPE.LOGIN_ID_NOT_DECRYPTED,LOGIN_ID_NOT_DECRYPTED
RESULT_TYPE.DECRYPT_FAIL,DECRYPT_FAIL
