KEY,Russian
STAT_VIPEXP,Опыт VIP
STAT_LEVEL,Ур.
STAT_EXP,Опыт
STAT_STAR,Звезда
STAT_GRADE,Класс
STAT_TYPE.ADD_MP_ON_DAMAGE_R,Восст. маны под АТК
STAT_TYPE.ADD_MP_ON_ATTACK_R,Восст. маны при АТК
STAT_TYPE.ADD_MP_ON_TIME_R,Восст. маны в сек.
EQUIP_SORT_TYPE.STAR_UP,Кол-во звезд (+)
EQUIP_SORT_TYPE.STAR_DOWN,Кол-во звезд (-)
EQUIP_SORT_TYPE.LEVEL_UP,Ур. улучшения (+)
EQUIP_SORT_TYPE.LEVEL_DOWN,Ур. улучшения (-)
EQUIP_SORT_TYPE.GRADE_UP,Класс (+)
EQUIP_SORT_TYPE.GRADE_DOWN,Класс (-)
ITEM_SORT_TYPE.GRADE_UP,Класс (+)
ITEM_SORT_TYPE.GRADE_DOWN,Класс (-)
ITEM_SORT_TYPE.LEVEL_UP,По ур. (+)
ITEM_SORT_TYPE.LEVEL_DOWN,По ур. (-)
MATCH_TIER_TYPE.BRONZE,Bronze
MATCH_TIER_TYPE.SILVER,Silver
MATCH_TIER_TYPE.GOLD,Gold
MATCH_TIER_TYPE.PLATINUM,Platinum
MATCH_TIER_TYPE.DIAMOND,Diamond
MATCH_TIER_TYPE.MASTER,Master
MATCH_TIER_TYPE.ROYAL_MASTER,Королевский мастер
MATCH_TIER_TYPE.CHALLENGER,Претендент
MATCH_TIER_TYPE.CHAMPION,Champion
OPERATION_TYPE.MOD_POWER_R,АТК
OPERATION_TYPE.MOD_PHYSICAL_POWER,Физ. АТК
OPERATION_TYPE.MOD_PHYSICAL_POWER_R,Физ. АТК
OPERATION_TYPE.MOD_MAGICAL_POWER,Маг. АТК
OPERATION_TYPE.MOD_MAGICAL_POWER_R,Маг. АТК
OPERATION_TYPE.MOD_MAX_HP,Макс. ОЗ
OPERATION_TYPE.MOD_MAX_HP_R,Макс. ОЗ
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE,Физ. ЗЩТ
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE_R,Физ. ЗЩТ
OPERATION_TYPE.MOD_MAGICAL_DEFENCE,Маг. ЗЩТ
OPERATION_TYPE.MOD_MAGICAL_DEFENCE_R,Маг. ЗЩТ
OPERATION_TYPE.MOD_DEFENCE_R,Защита
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,Шанс физ. крит. удара
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,Шанс маг. крит. удара
OPERATION_TYPE.MOD_CRITICAL_CHANCE,Шанс крит. удара
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,Шанс физ. уклонения
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,Шанс маг. уклонения
OPERATION_TYPE.MOD_DODGE_CHANCE,Уклонение
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,Шанс физ. блока
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,Шанс маг. блока
OPERATION_TYPE.MOD_BLOCK_CHANCE,Блок
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,Физ. пробойная сила
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,Маг. пробойная сила
OPERATION_TYPE.MOD_PIERCE_POWER,Пробойная сила
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,Физ. меткость
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,Маг. меткость
OPERATION_TYPE.MOD_HIT_CHANCE,Меткость
OPERATION_TYPE.MOD_HP_STEAL_POWER,Вампиризм
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,Отпор отриц. эффектам
OPERATION_TYPE.MOD_HEAL_POWER,Целит. сила
OPERATION_TYPE.MOD_RECOVER_POWER,Восст.
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,Шанс физ. крит. урона
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,Шанс маг. крит. урона
OPERATION_TYPE.MOD_CRITICAL_POWER,Крит. урон
OPERATION_TYPE.MOD_ATTACK_SPEED,СКР АТК
OPERATION_TYPE.MOD_ATTACK_SPEED_R,СКР АТК
OPERATION_TYPE.MOD_MP_ON_KILL,Восст. маны при уничтожении
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,Восст. ОЗ после боя
OPERATION_TYPE.MOD_MP_ON_WAVE,Восст. маны после боя
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,Увелич. получ. физ. урон
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,Уменьш. получ. физ. урон
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,Увелич. получ. маг. урон
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,Уменьш. получ. маг. урон
OPERATION_TYPE.MOD_TOUGHNESS,Жесткость
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,Восст. мана при АТК
OPERATION_TYPE.MOD_MP_ON_TIME_R,Восст. маны в сек.
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,Сопротивление Крит. Удару
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,Отпор физ. крит. удару
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,Отпор маг. крит. удару
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,Восстановление Маны в момент получения УРН
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_POWER,Уменьшение Урона в момент Физ. Блока
OPERATION_TYPE.MOD_MAGICAL_BLOCK_POWER,Уменьшение Урона в момент Магич. Блока
OPERATION_TYPE.MOD_BLOCK_POWER,Сокращение Урона в момент Блока
OPERATION_TYPE.MOD_HIT_CC_CHANCE,Меткость отриц. эффектов
ITEM_ACTION_TYPE.RECOVER_STAMINA,Восст. выносливости
SELECT_REWARD.RECEIVED_SELECTED_REWARD,Получение выбранной награды
MAIL.RECEIVED_MAIL_ATTACHMENT,Получение почты
COMMON.PARENTHESES_NUMBER,({1})
PORTAL.LAST_BATTLE_POSITION,Последняя\nлокация
COMMON.COMMON_OPEN,Открыть
ITEM.NOT_FOR_SALE,Нельзя продать
INVENTORY.OPEN_PACKAGE_COUNT,Открытие {1} р.
INVENTORY.PACKAGE_RANDOM_SELECT,Случ. {1} шт.
INVENTORY.SELECT_OPTION_NOTIFICATION_TEXT,Доступные для выбора свойства не найдены.\nДля изменения свойств используйте функцию «Сброс свойства».
HERO_SKILL.GET_SKILL_HERO_LEVEL,Получение на {1} ур.
ITEM_TYPE.AWAKE_CHALLENGE,Фрагмент
ACHIEVEMENT.ACHIEVEMENT_REWARD_TITLE,Награда за успех
EQUIP.EQUIP_OPEN_OPTION_LEVEL,Улучшение +{1}:
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,Улучшение +{1}: Доп. навыки
EQUIP.EQUIP_OPTION_STAT_TEXT,доп. навыки
EQUIP_ENCHANT.SET_OPTION,Опции набора
EQUIP.EQUIP_SET_OPTION_NUMBER,{1} набор:
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,У снаряжения много звезд. Использовать как материал?
HERO_STAT.NOT_ENOUGH_AWAKE_MATERIAL,Не хватает материала пробуждения.
HERO_STAT.NOT_ENOUGH_TRANSCEND_MATERIAL,"Коснитесь недостающего материала,\nчтобы перейти к изготовлению."
HERO_STAT.ENOUGH_AWAKE_MATERIAL,Для пробуждения идите в Комнату испытаний.
HERO_STAT.ENOUGH_TRANSCEND_MATERIAL,Для превосходства идите в Комнату испытаний.
HERO_STAT.IN_BATTLE,Для боя идите в Комнату испытаний.
HERO_STAT.IN_PURIFYING,Для пробуждения идите в Комнату очищения.
HERO_STAT.IN_TRANSCEND_PURIFYING,Для превосходства идите в Комнату очищения.
HERO_NOTIFY_TRANSCEND_PURIFY,Для превосходства идите в Комнату очищения.
HERO_STAT.FULLY_AWAKEN,Путь истинного героя распознан.
HERO_STAT.STATE_AWAKENING,Идет пробуждение
HERO_STAT.STATE_TRANSCENDING,Достижение превосходства
HERO_STAT.STATE_FULLY_AWAKEN,Макс. пробуждение
HERO_STAT.STATE_FULLY_TRANSCENDED,Макс. превосходство
DUNGEON_DIFFICULTY_TYPE.EASY,Easy
DUNGEON_DIFFICULTY_TYPE.NORMAL,Normal
DUNGEON_DIFFICULTY_TYPE.HARD,Hard
DUNGEON_DIFFICULTY_TYPE.HELL,Hell
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,Необходимо пройти главу {1} часть {2}
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,Необходимо пройти главу {1} часть {2}
NODE_FUNCTION.NOT_READY,Подготовка содержания.
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,Осталось {3} мин.
RUNE.EQUIP_INFO_TAKEOFF,Удаление
RUNE.RUNE_ALERT_SELECT_EQUIP,Выберите снаряжение для установки руны.
RUNE.RUNE_EQUIP_ASK_MESSAGE,Установить руну в эту ячейку?
RUNE.RUNE_EQUIP_ASK_TITLE,Установка руны
RUNE.RUNE_STAT,Опции руны
RUNE.RUNE_TYPE_ACCESSORY_ONLY,Руна для украшений
RUNE.RUNE_TYPE_ARMOR_ONLY,Руна для брони
RUNE.RUNE_TYPE_WEAPON_ONLY,Руна для оружия
RUNE.RUNE_WEAPON_ARMOR,Руны для оружия и доспехов
RUNE.RUNE_WEAPON_SECONDGEAR,Руны для оружия и доп. снаряжения
RUNE.RUNE_ARMOR_SECONDGEAR,Руны для доспехов и доп. снаряжения
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,"Руны для оружия, доспехов и доп. снаряжения"
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,Удалить руну?\n(Руна разрушится.)
RUNE.RUNE_UNEQUIP_ASK_TITLE,Сохранить руну
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,Нет ячейки для установки руны.\nУдалите руну и повторите.
RUNE.RUNE_PRESERVE_ASK_MESSAGE,Будет потрачено рубинов: {1}.\nСохранить руну в ячейке?
ITEM.COMMON_GROWTH_REWARD_COUNT,В наличии:{1}
ITEM.BOOSTER_END_DURATION_TIME,Осталось времени: {1} ч. {2} мин.
ITEM.BOOSTER_END_MESSAGE,Эффект множителя длится до истечения времени.
BATTLE.AUTO_BUTTON_DISABLED,"Чтобы включить режим «Авто», выполните задание."
BATTLE.CANNOT_REMOVE_FORCED_HERO,Этого героя нельзя удалить из группы в этом подземелье.
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,(Осн. бонус)
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,"(Кажд. 30 д., при подключении)"
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,(Бонус за 1-ю покупку)
PAY_SHOP.BUY_GEM_DAY_BONUS,(Бонус раз в {1} д.)
PAY_SHOP.RUBY_MONTHLY_BENEFIT,"За подключение кажд. {1} д. вы получаете рубины: {2}.\nВсего рубинов, включая бонус: {3}."
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,Применен эффект {2} на {1} д.\nМожно дублировать таким же эффектом.
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,(Примен. сразу после покупки)
PAY_SHOP.BUY_GEM_BLACKFRIDAY_BONUS_ADD_MSG,Бонусы Чёрной Пятницы
SCENARIO_QUEST.REWARD_TITLE,Задание выполнено
GACHA.FREE_GACHA_ITEM_COUNT,Купон призыва: {1} шт.
GUILD.GUILD_RANK_NEW_MEMBER,Новый член гильдии
GUILD.GUILD_CHAT_NEW_MEMBER,{1} теперь в гильдии. Приветствуем нового члена!
GUILD.GUILD_CHAT_WITHDRAW,{1} уже не в гильдии.
GUILD.GUILD_CHAT_CHANGE_RANK,{1} теперь {2}.
GUILD.GUILD_RANK_GHOST_MEMBER,Фантом
GUILD.GUILD_JOIN_REQUEST_COMPLETED,"[FF7F00]Запрос на вступление в эту гильдию уже отправлен.\nЕсли запрос будет одобрен, вы вступите в нее."
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,"Есть заявка, ожидающая рассмотрения"
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,Повторное вступление требует времени.
SYSTEM.LABEL_REMAIN_DAY_HOUR,{1} д. {2} ч.
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,{1} ч. {2} мин.
SYSTEM.LABEL_REMAIN_MIN_SEC,{1} мин. {2} сек.
SYSTEM.LABEL_REMAIN_SEC,{1} сек.
SYSTEM.LABEL_REMAIN_DAY,{1} д.
SYSTEM.LABEL_REMAIN_HOUR,{1} ч.
SYSTEM.LABEL_REMAIN_MIN,{1} мин.
GUILD.GUILD_CONFIRM_KICK,{1} - изгнать из гильдии?
GUILD.GUILD_CONFIRM_RANK,Назначить игрока {1} на пост {2}?
GUILD.GUILD_LEVELUP_MAXLEVEL,Макс. ур. гильдии.
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,Недостаточно оч. гильдии. Для повышения ур. нужно {1} оч.
SYSTEM.REMAIN_TIME_DAY_HOUR,{1} д. {2} ч.
SYSTEM.REMAIN_TIME_HOUR_MINUTE,{1} ч. {2} мин.
SYSTEM.REMAIN_TIME_MIN_SEC,{1} мин. {2} сек.
SYSTEM.REMAIN_TIME_SEC,{1} сек.
SYSTEM.REMAIN_TIME_DAY,{1} д.
SYSTEM.REMAIN_TIME_HOUR,{1} ч.
SYSTEM.REMAIN_TIME_MIN,{1} мин.
CurrentMaxTranscended,Макс. ур. превосходства
SELECT_TRANSCEND_ATTR,Выбор свойства превосходства
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,Откат невозможен.
RESULT_TYPE.INVALID_PARTY,Группа не существует
RESULT_TYPE.PARTY_FULL,В группе нет мест
RESULT_TYPE.SLOT_FULL,В группе нет мест
RESULT_TYPE.BANNED,Вы изгнаны
INVEN_USE_STAMINA3,{1} - сколько использовать?
STAMINA_TYPE.CHALLENGE_TOWER_KEY,Куб
STAMINA_TYPE.CHICKEN,Выносливость
STAMINA_TYPE.HIDEOUT_KEY,Ключ от Высшего Подземелья
STAMINA_TYPE.EVENT_DUNGEON_TICKET,Билет на праздничную попытку
CONTENT_WAVE_TEXT,{1} в.
SYSTEM.NEXT_DAY_TIME,след. день в {1} ч
SYSTEM.NEXT_WEEK_DAY,след. неделя: {1}
SYSTEM.NEXT_MONTH_DAY,след. месяц: {1}
System.ORDINAL_DAY_DEFAULT,{1} д.
System.ORDINAL_DAY_1ST,{1} д.
System.ORDINAL_DAY_2ND,{1} д.
System.ORDINAL_DAY_3RD,{1} д.
