KEY,"Japanese"
RESCOLLECT_PLUNDER_END_BEFORE,"前"
RESCOLLECT_NO_TEAM,"遠征可能なチームがありません"
RESCOLLECT_COLLECT_STARTED,"遠征任務が始まりました"
RESCOLLECT_START_COLLECT,"任務開始"
RESCOLLECT_START_PLUNDER,"略奪開始"
RESCOLLECT_START_CHASE,"追撃"
RESCOLLECT_COLLECT_RESULT_GOLD,"[FFFF00]ゴールド[-]"
RESCOLLECT_NOGUILD,"所属ギルドなし"
RESCOLLECT_ITEMCOUNT,"{1}個"
RESCOLLECT_COLLECTPERHOUR,"({1}個 / 時間)"
RESCOLLECT_COLLECTING_REMAIN_TIME,"探索で資源確保中…\n{1}時間{2}分後に帰還"
RESCOLLECT_COLLECT_COMPLETED,"探索完了"
RESCOLLECT_COLLECT_COMPLETE_MSG,"探索で{1}を見つけました！"
RESCOLLECT_COLLECTING,"探索中"
RESCOLLECT_PLUNDER_SUCCESS,"略奪成功"
RESCOLLECT_PLUNDER_SUCCESS_MSG,"略奪で{1}を奪いました！"
RESCOLLECT_BUY_CHEESE,"略奪スタミナ{1}を購入します。"
RESCOLLECT_GIVEUP_PLUNDER_CONFIRM,"探索した相手の略奪をあきらめますか？"
ENTER_TRIAL_DUNGEON,"ダンジョン入場"
TRIAL_DUNGEON_HERO_KNIGHT,"ナイトの試練"
TRIAL_DUNGEON_HERO_WARRIOR,"ウォリアーの試練"
TRIAL_DUNGEON_HERO_ASSASSIN,"アサシンの試練"
TRIAL_DUNGEON_HERO_ARCHER,"アーチャーの試練"
TRIAL_DUNGEON_HERO_MECHANIC,"メカニックの試練"
TRIAL_DUNGEON_HERO_WIZARD,"ウィザードの試練"
TRIAL_DUNGEON_HERO_PRIEST,"プリーストの試練"
TRIAL_RESET_CHALLENGE_CHANCE_CONFIRM,"{1}のチャレンジ可能回数が残っていません。\n試練にもう一度チャレンジしますか？"
TRIAL_RESET_PLAY_KEY_CONFIRM,"鍵が足りないため、入場できません。\n鍵をチャージしますか？"
TRIAL_RESET_PLAY_KEY_CONFIRM_COUNT,"鍵が足りないために入場できません。\n鍵を{1}個追加しますか？"
INVENTORY_ITEM_ACTION_SELL,"売却"
INVENTORY_ASK_SELL_COUNT_MESSAGE,"売却する数を決めてください"
INVENTORY_ORIGIN_DESC,"{1}章{2}"
EQUIP_ASK_UNLOCK_WEAPON_EQUIP,"2番目の武器スロットを開放しますか？"
EQUIP_ASK_UNLOCK_ARMOR_EQUIP,"2番目の防具スロットを開放しますか？"
EQUIP_UNLOCK_ACTION,"開放する"
EQUIP_ASK_EXTEND_MESSAGE,"装備カバンを{1}マス拡張しますか？"
EQUIP_ASK_EXTEND_MESSAGE_1,"最大{1}マスまで拡張可能です"
EQUIP_ASK_EXTEND_MESSAGE_2,"( 現在の装備カバン：{1}/{2})"
EQUIP_EXTEND_ACTION,"確張する"
EQUIP_ASK_SELL,"{1}を売却します"
EQUIP_ASK_EQUIP_TITLE,"装備装着"
EQUIP_ASK_UNEQUIP_TITLE,"装備解除"
EQUIP_ASK_EQUIP,"{1}を装着しますか？"
EQUIP_ERROR_ALREADY_EQUIPPED,"すでに装備を装着しています"
EQUIP_ASK_SELECT_EQUIP_MESSAGE,"装備を装着するスロットを選択してください"
EQUIP_ASK_SELECT_EQUIP_FIRST,"基本スロット"
EQUIP_ASK_SELECT_EQUIP_SECOND,"拡張スロット"
EQUIP_ASK_EQUIP_OVERWRITE_MESSAGE,"すでに装着中の装備があります。\n装備を解除してから装着しますか？"
EQUIP_ASK_EQUIP_REMOVE,"解除"
EQUIP_ASK_EQUIP_PRESERVE,"保存"
EQUIP_ASK_EQUIP_PRESERVE_CONFIRM,"装着中の装備を保存し、\n新しい装備を装着しますか？"
EQUIP_ASK_EQUIP_REMOVE_CONFIRM,"装着中の装備を解除し、\n新しい装備を装着しますか？"
EQUIP_ASK_UNEQUIP_MESSAGE,"該当の装備を解除または保存できます"
EQUIP_ASK_UNEQUIP_PRESERVE_CONFIRM,"装備を保存しますか？"
EQUIP_ASK_UNEQUIP_REMOVE_CONFIRM,"装備を解除しますか？"
EQUIP_ERROR_NOT_EQUIPPED,"装備の装着に失敗しました"
EQUIP_ASK_ENCHANT_OPTION_TITLE,"再鑑定"
EQUIP_ASK_ENCHANT_OPTION,"この効果を再鑑定しますか？"
EQUIP_ASK_ENCHANT_OPTION_CONFIRM_TITLE,"効果を使う"
EQUIP_ASK_ENCHANT_OPTION_CONFIRM,"この効果を使いますか？"
EQUIP_ASK_ENCHANT_OPTION_CANCEL_TITLE,"効果を戻す"
EQUIP_ASK_ENCHANT_OPTION_CANCEL,"この効果を戻しますか？"
EQUIP_ASK_ENCHANT_RESULT_MESSAGE,"[FF8000]鑑定前の[00FF00]{1}[-][FFFFFF]{2}[-]効果が\n鑑定後[00FF00]{3}[-][FFFFFF]{4}[-]の効果に\n変更されました。[-]"
EQUIP_UPGRADE_PROGRESSING,"[FFFF00]強化中[-]"
EQUIP_ERROR_UPGRADE_EXP_FULL,"強化に必要な経験値を超えました"
EQUIP_ERROR_MATERIAL_FULL,"これ以上素材を入れることはできません"
RANDOM_OPTION,"追加効果"
EQUIP_RANDOM_OPTION_COUNT,"追加効果"
START_BATTLE,"戦闘開始"
MATCH_START_BUTTON_LABEL,"マッチ登録"
MATCH_TOP_PERCENTAGE,"上位{1}%"
MATCH_SEASON_REMAIN_LABEL,"残り{1}日{2}時間"
MATCH_BATTLE_SERVER_CONNECT_FAIL,"戦闘サーバーの接続に失敗しました"
MATCH_BATTLE_SERVER_DISCONNECTED,"戦闘サーバーの接続が途切れました"
MATCH_BATTLE_SERVER_START_FAIL,"戦闘開始に失敗しました"
MATCH_OFFLINE_PVP_RESULT_FAILED,"マッチ結果要請に失敗しました"
MATCH_DAILY_REWARD_SENDERNAME,"決闘場管理人"
MATCH_DAILY_REWARD_TITLE,"決闘場のデイリー報酬です。"
MATCH_DAILY_REWARD_CONTENT,"決闘場報酬です。{1}ティア：{2}段階。ランキング：{3}位"
MATCH_DAILY_REWARD_NOLEVEL_CONTENT,"決闘場報酬です。{1}ティア。ランキング：{2}位"
MATCH_SEASON_REWARD_SENDERNAME,"シーズン管理人"
MATCH_SEASON_REWARD_TITLE,"シーズン報酬です。"
MATCH_SEASON_REWARD_CONTENT,"シーズン報酬です。{1}ティア：{2}段階。ランキング：{3}位"
MATCH_SEASON_REWARD_NOLEVEL_CONTENT,"シーズン報酬です。{1}ティア。ランキング：{2}位"
MATCH_HISTORY_WIN_SCORE,"決闘で勝利して[FFFF20]{1}点[-]UPしました"
MATCH_HISTORY_WIN,"決闘で勝利しました"
MATCH_HISTORY_LOSE_SCORE,"決闘で敗北し、[FFFF20]{1}点[-]DOWNしました"
MATCH_HISTORY_LOSE,"決闘で敗北しました"
MATCH_HISTORY_TIME_MINUTE,"{1}分前"
MATCH_HISTORY_TIME_HOUR,"{1}時間前"
MATCH_HISTORY_TIME_DAY,"{1}日前"
MATCH_RANKING_SCORE,"{1}点"
MATCH_FINDING_TARGET,"相手を探しています"
MATCH_FOUND_TARGET,"相手が見つかりました"
BATTLE.EXIT_REPLAY_CONFIRM,"リプレイを終了しますか？"
MATCH_PICKBAN_WEEKLY_REWARD_SENDERNAME,"決闘場管理人"
MATCH_PICKBAN_WEEKLY_REWARD_TITLE,"オナーリーグ サーバーランキングウィークリー報酬です。"
MATCH_PICKBAN_WEEKLY_REWARD_CONTENT,"オナーリーグ サーバーランキングウィークリー報酬です。サーバーティア {1}：{2}段階。ランキング：{3}位"
MATCH_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,"オナーリーグ サーバーランキングウィークリー報酬です。サーバーティア：{1}。ランキング：{2}位"
MATCH_PICKBAN_SEASON_REWARD_SENDERNAME,"シーズン管理人"
MATCH_PICKBAN_SEASON_REWARD_TITLE,"オナーリーグ サーバーランキングシーズン報酬です。"
MATCH_PICKBAN_SEASON_REWARD_CONTENT,"オナーリーグ サーバーランキングシーズン報酬です。サーバーティア {1}：{2}段階。ランキング：{3}位"
MATCH_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,"オナーリーグ サーバーランキングシーズン報酬です。サーバーティア：{1}。ランキング：{2}位"
MATCH_PICKBAN_DAILY_REWARD_SENDERNAME,"決闘場管理人"
MATCH_PICKBAN_DAILY_REWARD_TITLE,"オナーリーグ サーバーランキングデイリー報酬です。"
MATCH_PICKBAN_DAILY_REWARD_CONTENT,"オナーリーグ サーバーランキングデイリー報酬です。サーバーティア {1}：{2}段階。ランキング：{3}位"
MATCH_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,"オナーリーグ サーバーランキングデイリー報酬です。サーバーティア：{1}。ランキング：{2}位"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_SENDERNAME,"決闘場管理人"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_TITLE,"オナーリーグ ワールドランキングウィークリー報酬です。"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_CONTENT,"オナーリーグ ワールドランキングウィークリー報酬です。ワールドティア {1}：{2}段階。ランキング：{3}位"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,"オナーリーグ ワールドランキングウィークリー報酬です。ワールドティア ：{1}。ランキング：{2}位"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_SENDERNAME,"シーズン管理人"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_TITLE,"オナーリーグ ワールドランキングシーズン報酬です。"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_CONTENT,"オナーリーグ ワールドランキングシーズン報酬です。ワールドティア {1}：{2}段階。ランキング：{3}位"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,"オナーリーグ ワールドランキングシーズン報酬です。ワールドティア ：{1}。ランキング：{2}位"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_SENDERNAME,"決闘場管理人"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_TITLE,"オナーリーグ ワールドランキングデイリー報酬です。"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_CONTENT,"オナーリーグ ワールドランキングデイリー報酬です。ワールドティア {1}：{2}段階。ランキング：{3}位"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,"オナーリーグ ワールドランキングデイリー報酬です。ワールドティア ：{1}。ランキング：{2}位"
FRIEND_BECOME_FRIEND,"[FFFF00]{1}[-]さんと[FFFF00]友だち[-]になりました"
FRIEND_ASK_ACCEPT_FRIEND,"[FFFF00]{1}[-]さんの[FFFF00]友だち申請[-]を[FFFF00]受諾[-]しますか？"
FRIEND_ASK_DENY_FRIEND,"[FFFF00]{1}[-]さんの[FFFF00]友だち申請[-]を[FFFF00]拒絶[-]しますか？"
FRIEND_ASK_DELETE_FRIEND,"[FFFF00]{1}[-]さんを[FFFF00]友だちリスト[-]から削除しますか？"
FRIEND_ASK_INVITE_FRIEND,"[FFFF00]{1}[-]さんに[FFFF00]友だち申請[-]をしますか？"
FRIEND_ASK_INVITE_PARTY,"[FFFF00]{1}[-]さんに[FFFF00]パーティ申請[-]をしますか？"
MAIL_DELETE_DAYS_AFTER,"{1}日後削除"
MAIL_DELETE_HOURS_AFTER,"{1}時間後削除"
MAIL_DELETE_MINUTES_AFTER,"{1}分後削除"
FirstClearRuby_Mail_Title,"ステージの初回クリア報酬一括支給"
FirstClearRuby_Mail_Desc,"削除された難易度とステージ初回クリア報酬を一括適用して支給します。"
LANGUAGE_CHANGE_CONFIRM,"{1}に言語を変更するため、ゲームを再起動します。\nしばらくお待ちください。"
MAP_CANNOT_MOVE_CHAPTER_NOT_EXIST,"章が存在しないため、移動できません"
MAP_CANNOT_MOVE_CHAPTER_NOT_COMPLETED,"章をクリアしていないため、移動できません"
MAP_MOVE_CHAPTER_CONFIRM,"次のエリアに移動しますか？\n{1}"
DAILYMISSION_NAME,"デイリーミッション"
MISSION_NAME,"アチーブメント"
MISSION_PROGRESSING,"進行中"
MISSION_COMPLETE,"クリアしたミッション"
MISSION_SUBTYPE_ACCOUNT,"アカウント"
MISSION_SUBTYPE_BRAVERY,"勇猛"
MISSION_SUBTYPE_GOODS,"財貨"
MISSION_SUBTYPE_GUILD,"ギルド"
MISSION_SUBTYPE_HERO,"英雄"
MISSION_SUBTYPE_ITEM,"アイテム"
MISSION_SUBTYPE_CONTENTS,"コンテンツ"
DUNGEON_REWARD_ITEM,"報酬アイテム"
DUNGEON_REWARD_DESC,"{1}獲得可能"
DUNGEON_REMAIN_ENTERCOUNT,"残り{1}回"
UI_ENDBATTLE_GAINEXP,"獲得経験値"
UI_ENDBATTLE_GAINGOLD,"獲得ゴールド"
UI_ENDBATTLELOSE_ANNOUNCEMENT,"英雄と装備を強化してから再挑戦しましょう！"
UI_COMMON_RETRY,"リトライ"
UI_ENDCAMPAIGN_REWARDTEXT,"戦利品"
UI_ENDBATTLEREWARD_ITEMCOUNT,"計{1}個"
DUNGEON_GOLD_REWARD,"ゴールド獲得量"
COMMON_TOTAL,"全体"
MYHERO_LIST,"英雄リスト"
HEROLIST_GUILD_MERCENARY,"ギルド傭兵リスト"
COMMON_EQUIP,"装備"
COMMON_HERO_SKILL,"スキル"
EQUIP_REBUILD_COMPLETE,"再鑑定完了"
DO_APPLY,"適用する"
DO_NOT_APPLY,"適用しない"
COMMON_SELLPRICE,"売却価格"
EQUIP_INFO_TAKEOFF,"解除"
EQUIP_UPGRADE,"装備強化"
EQUIP_LEVELUP_CONFIRM1,"強化する"
HERO_SKILL_INFO,"スキル情報"
HERO_SKILL_INFO_LINE,"スキル\n情報"
HERO_INFO_UPGRADE_CONFIRM1,"昇格する"
UI_VIEW_HERO,"英雄表示"
FRIEND_REQUEST,"友だち申請"
ITEM_CONSUMABLE,"消費\nアイテム"
ITEM_MATERIAL,"素材"
ITEM_SOULSTONE,"魂石"
ITEM_UPGRADEBOOK,"昇格の書"
INVENTORY_RECIPE_TITLE,"レシピで製作"
UI_RECIPE_CREATE,"製作する"
UI_SELL_PRICE,"売却価格"
UI_MAIL_ATTACHMENT,"添付"
UI_RECEIVE,"受け取る"
CONTENT_MAILBOX,"ポスト"
UI_MAILBOX_EMPTY,"ポストは空です"
PVP_CURRENT_LEAGUE_RANK,"現在のリーグランキング"
COMMON_WINNING_RATE,"勝率"
UI_PVP_REWARD_TITLE,"決闘場報酬"
PVP_FIRST_REWARD,"達成報酬"
HERO_IS_COLLECTING,"遠征任務"
HERO_IS_DEAD,"死亡"
GUILD_MEMMERMANAGE_LASTLOGIN,"最終ログイン"
VIPLEVEL_TOO_LOE,"VIPレベル不足"
UI_RETURN_TO_CITY,"都市へ"
UI_ENTER_TOWN,"タウン"
ARENA,"決闘場"
EVENT_DUNGEON,"イベントダンジョン"
TRIAL_DUNGEON,"試練の部屋"
UI_KOREAN,"韓国語"
UI_SELECT_AVATAR,"リーダー選択"
PROFILE,"プロフィール"
LANGUAGE,"言語"
COMMON_BUYAGAIN,"再購入"
GUILD_CREATE_BUTTON,"ギルド創設"
GUILD_NAME_POSSIBLE,"使用可能"
GUILD_NAME_NOT_POSSIBLE,"使用不可"
GUILD_TEAMLEVEL_LIMIT,"制限レベル"
GUILD_DISMISS_ADMIN,"管理者解任"
GUILD_CREATE_COST1,"ギルド創設費用"
GUILD_CREATE_BUTTON,"ギルド創設"
GUILD_NAME_POSSIBLE,"使用可能"
GUILD_NAME_NOT_POSSIBLE,"使用不可"
GUILD_TEAMLEVEL_LIMIT,"制限レベル"
GUILD_MEMBER_MANAGE_LASTLOGINTIME,"最終ログイン"
GUILD_DISMISS_ADMIN,"管理者解任"
INVENTORY_USE_EFFECT,"使用効果"
INVENTORY_USE_ITEM,"使用する"
PLUNDER_LOG,"戦闘記録"
PLUNDER_NEW_MATCHING,"新しいマッチング"
COMMON_REFIND,"再検索"
TITLE_PLUNDER,"襲撃"
PLUNDER_ITEM,"略奪品"
PLUNDER_AMOUNT,"略奪量"
COLLECT_ITEM,"採集品"
COLLECT_COUNT,"採集数"
COLLECT_QUICK_COMPLETE,"すぐに完了"
COLLECT_GET_ITEM,"資源獲得"
VIEW_PLUNDER,"略奪表示"
VIEW_COLLECT,"探査現況"
TITLE_PLUNDER1,"探索妨害"
PLUNDER_DESCRIPTION,"略奪を通じ、このエリアで探索活動をしている\nユーザーの資源を奪うことができます。"
PLUNDER_TYPE_ITEM,"一般アイテム"
TITLE_SELECT_COLLECT_RESOURCE,"探索活動"
RESOURCE_COLLECT_DESCRIPTION,"探索を通じ、このエリアで入手可能なアイテムを\nランダムに獲得できます。"
SHOP_RESTOCK1,"リスト更新"
SHOP_INVENTORY_ITEM_COUNT,"所持数"
SHOP_TOTAL_SELL_PRICE,"合計売却価格"
MISSION_TODAY,"今日のミッション"
MISSON_ACHIEVEMENT,"アチーブメント"
MISSION_HERO,"英雄ミッション"
MISSION_COMPLETED,"クリアミッション"
MISSION_INPROGRESS,"進行中"
MISSION_STATUS_COMPLETED,"任務完了"
NICK_CREATE_TITLE,"ニックネーム設定"
MESSAGE_REWARDED,"報酬を獲得しました"
DUNGEON_REWARD,"獲得アイテム"
COMMON_REWARD,"報酬"
TRIAL_CHALLENGABLE,"チャレンジ可能"
COMMON_INIT,"リセット"
UI_RANKERS_EMPTY,"このリーグに属するユーザーが\nいません"
NO_PARTY_HEROES,"パーティメンバーが存在しません。パーティを構成してください。"
NO_REQ_HEROES,"入場条件を満たしていません。入場条件を再確認してください。"
NOT_REQ_HEROES,"入場条件に適してない英雄です。入場条件に適した英雄を選んでください。"
INSUFFICIENT_PARTY_HEROES_CONFIRM,"パーティメンバーが足りません。このまま進行しますか？"
LOGIN_PATCH,"アップデートしています{1}/{2}"
MAP_CITY_ENTRY,"都市へ"
MAP_CITY_EXIT,"マップへ"
UI_MOVE_PORTAL,"ポータル移動"
BATTLE_REWARD_NUMBER,"計{1}個"
DUNGEON_CHALLENGE_CHANCE,"チャレンジ機会"
UI_FRIEND_RECOMMEND_TITLE,"オススメ"
FRIEND_NOT_RESULT,"登録された友だちがいません"
GUILD_MEMBER_MANAGE_LASTLOGINTIME,"最終ログイン"
UI_MOVE_CHAPTER,"章移動"
WORLDMAP_CANNOT_VISIT_NODE,"このエリアにはまだ行けません"
BATTLE_TIME_LIMIT,"残り時間"
SKILL_USE_RESULT_NOT_BATTLE,"非戦闘"
SKILL_USE_RESULT_DEAD,"死亡"
SKILL_USE_RESULT_CASTING,"キャスト中…"
SKILL_USE_RESULT_RESERVE,"スキル予約"
SKILL_USE_RESULT_INVALID_STATE,"状態異常"
SKILL_USE_RESULT_COOLTIME,"クールタイム中"
SKILL_USE_RESULT_INVALID_TARGET,"対象なし"
SKILL_USE_RESULT_INVALID_SKILL_LEVEL,"エラー"
SKILL_USE_RESULT_TARGET_TOO_FAR,"範囲外"
SKILL_USE_RESULT_TARGET_TOO_NEAR,"近すぎ"
MOVE_TO_DUNGEON_ASK_MESSAGE,"このダンジョンに移動しますか？"
MOVE_TO_DUNGEON_ASK_TITLE,"ダンジョン移動"
CHANNEL_CHATTING_CONNECTED,"チャンネル{1}に入場しました"
CHANNEL_CHATTING_DISCONNECTED,"チャンネルから退場しました"
CHAT_ASK_REMOVE_WHISPER_USER,"{1}さんとのチャット内容を削除しますか？"
SKILL_TYPE_PASSIVE,"パッシブ"
SKILL_TYPE_ACTIVE,"アクティブ"
SKILL_TYPE_AUTO,"自動"
COMMON_ETC,"その他"
RESULT_DAMAGE_STATISTICS,"統計"
MOVE_GOLD_SHOP_CONFIRM,"ゴールドが足りません。\n特別ショップに移動しますか？"
MOVE_GUILD_MENU_CONFIRM,"ギルドコインが足りません。\nギルドコインはギルド活動から獲得できます。\nギルドに移動しますか？"
MOVE_MATCH_MENU_CONFIRM,"決闘コインが足りません。\n決闘コインは決闘場から獲得できます。\n決闘場に移動しますか？"
MOVE_GEM_SHOP_CONFIRM,"ルビーが足りません。\nルビー購入ショップに移動しますか？"
SHOP_MAX_STOCK,"商品数：{1}"
SHOP_GOODS_LIST,"商品リスト：{1}"
RESTOCK,"再入庫"
SHOP_RESTOCK_CONFIRM,"{1}を消費して新しい品物を仕入れます。\n再入庫しますか？"
RESULT_DAMAGE_STATISTICS_PLAYER,"[00FF00]味方[-]が与えたダメージ"
RESULT_DAMAGE_STATISTICS_ENEMY,"[FF0000]敵[-]が与えたダメージ"
RESULT_DAMAGE_STATISTICS_NUMBER,"{1}人"
UI_CHATING,"チャット"
DUNGEON_CHALLENGE_CHANCE,"チャレンジ機会"
LOADING_TIP_SKILL_LEVEL,"※スキルの性能は{1}レベルが基準となっています"
RESULT_TYPE_NO_GUILD,"ギルドがありません"
GUILD_NAME_INPUT_ERROR,"ギルド名前が正しくありません"
GUILD_INVITE_NOT_PLAYER,"入会要請待機者がいません"
ARENA_BATTLE_WIN,"{1}勝"
ARENA_BATTLE_LOSE,"{1}敗"
ARENA_RANKING,"{1}位"
COMMON_RECOVER,"回復"
MISSION_NO_COMPLETED_MISSION,"クリアしたミッションがありません"
GUILD_NO_SEARCH_GUILD,"該当のギルドは見つかりません"
MISSION_REWARD_COMPLETED,"受け取り完了"
MISSION_STATUS_REWARD_COMPLETED,"完了"
MISSION_STATUS_REWARD_COMPLETED2,"(完了)"
COMMON_MOVE,"移動"
BATTLE_STATS,"戦闘統計"
STATISTICS,"統計"
COMMON_CHANNEL,"チャンネル"
GUILD_CHATTING,"ギルドチャット"
CHATTING_SEND,"送信"
COMMON_RECENT,"今"
GUILD_NOT_JOINED,"入会中のギルドがありません"
SHOP_NAME_NORMAL,"ショップ"
SHOP_NAME_GUILD,"ギルドショップ"
SHOP_NAME_ARENA,"ビクトリーショップ"
SHOP_NAME_ROYAL,"王室ショップ"
SHOP_NAME_RAID,"レイドショップ"
SHOP_NAME_BLACKMARKET,"闇市"
SHOP_NAME_GOBLIN,"ゴブリンショップ"
MONEY_TYPE_GUILD,"ギルドコイン"
MONEY_TYPE_ARENA,"決闘コイン"
MONEY_TYPE_ROYAL,"王室コイン"
MONEY_TYPE_RAID,"レイドコイン"
SHOP_SELECT_ITEM,"希望するアイテム選択"
SHOP_ALL_SOLDOUT,"ぜんぶ品切れ"
COST_TYPE_GUILDPOINT,"ギルドポイント"
SHOP_LIST,"ショップリスト"
COST_TYPE_KEY,"鍵"
COST_TYPE_SWORD,"剣"
COST_TYPE_STAMINA,"スタミナ"
RECOLLECT_SEARCH_RESULT,"探索で{1}を見つけました！"
RECOLLECT_PLUNDER_RESULT,"略奪で{1}を奪いました！"
RECOLLECT_INVENTORY_STORAGE,"画面をタップすると、カバンに保存します"
RESULT_TYPE_EQUIP_ITEM_FULL,"カバンがいっぱいになりました。"
SHOP_ROYAL_COIN_MESSAGE,"王室コインが足りません。\n王室コインは城壁守護から獲得できます。\n城壁守護のコンテンツに移動しますか？"
SHOP_GOBLIN_EXIT_MESSAGE,"今離れると、次回遭遇するまで\n利用できません。"
SHOP_PRODUCT_RESTOCK,"商品再入庫"
REPLAY_PLAY,"リプレイをもう一度見ますか？"
REPLAY,"再度表示"
BATTLE_PARTY_LEADER_SELECT,"リーダーを選択してください"
BATTLE_PARTY_LEADER_POTENCY,"リーダースキル"
GUILD_JOIN_MESSAGE,"{1}さんがギルドに入会しました"
GUILD_GAME_JOIN_MESSAGE,"{1}さんがゲームにログインしました"
GUILD_WITHDRAWAL_MESSAGE,"{1}さんがギルドを退会しました"
CLASS_ATTRIBUTE,"クラス属性"
BATTLE_RECORD_NOT_FOUND,"戦闘記録がありません"
OPEN_HERO_SHOP_SLOT,"開放"
OPEN_HERO_SHOP_SLOT_CONFIRM,"このスロットを開放しますか？"
BUY_RUBY_COUNT,"{1}ルビー"
RUBY_MONTHLY_REMAIN_DAY,"残り時間\nあと{1}日"
BUY_GOLD_COUNT,"{1}ゴールド"
VIP_LEVEL_ADD_MSG,"VIP特典により、この商品を購入すると、{1}を追加配布します。"
BUY_RUBY_CONFIRM,"この商品を購入しますか？"
BUY_GOLD_CONFIRM,"この商品を購入しますか？"
BUY_HERO_CONFIRM,"この英雄をスカウトしますか？"
HERO_DUPLICATED_NOT_ALLOWED,"すでに同じ英雄がデッキに存在します"
CLASS_TAG_MELEE,"物理攻撃力が高い"
CLASS_TAG_RANGE,"物理攻撃力が高く、遠距離から攻撃"
CLASS_TAG_MAGIC,"魔法攻撃力が高い"
CLASS_TAG_BUFF,"味方の回復と保護ができる"
CLASS_TAG_DEBUFF,"敵の弱化と妨害ができる"
CLASS_TAG_TANK,"HPと防御力が高い"
TRANSCEND_HERO_STAT_CONFIRM,"このまま超越ポイントを適用しますか？"
TRANSCEND_HERO_SKILL_CONFIRM,"スキルレベルが永久的に+1UPします。\nこのスキルを超越しますか？"
MOVE_HERO_SHOP_CONFIRM,"英雄を購入するため、ショップに移動しますか？"
RETURN_TO_CITY_CONFIRM,"タウンに移動しますか？"
COMMON_HERO_INFO,"一般"
HERO_TRANSCEND_NOT_RECOVERED,"(取り返しがつかないので、よく考えて選択してください)"
PAY_SHOP_VIP_POINT,"VIPポイントが{1}UPします"
COMMON_VIP_BENEFIT,"VIP特典"
HERO_UPGRADE_STAR_POSSIBLE,"覚醒可能"
