KEY,ChineseTraditional
Sub1_Viska_2_1_27,所以，妳就不能借過一下嗎？
Sub1_Viska_2_1_28,...吃掉...？
Sub1_Viska_2_1_29,我不知道你在說什麼...總之妳是魔族！我們的敵人！
Sub1_Viska_2_1_30,想想妳們對我們做的事就知道...
Sub1_Viska_2_1_31,魔族說的話，沒有一句可信的！
Sub1_Viska_2_1_32,唉，真是個固執的姐姐啊。
Sub1_Viska_2_1_33,如果講不聽的話，就只好發揮實力了。
Sub1_Viska_2_1_34,那就來打一架吧，鳥頭。
Sub1_Viska_2_1_35,不要看不起我，魔族！
Sub1_Viska_2_2_1,吱 - ！！
Sub1_Viska_2_2_2,和剛剛的那幾個...完全不同水準...！！
Sub1_Viska_2_2_3,...哼。一個鳥頭還有點能耐？
Sub1_Viska_2_2_4,還以為物質世界的生物都遜斃了呢。
Sub1_Viska_2_2_5,好像還能再開心一點！嘻嘻嘻！
Sub1_Viska_2_2_6,我說過不要看不起鷹身族戰士，魔族！
Sub1_Viska_2_2_7,我還能繼續打！
Sub1_Viska_2_2_8,不要騙人了，鳥頭姐姐。
Sub1_Viska_2_2_9,妳看起來都遍體鱗傷了。
Sub1_Viska_2_2_10,在這個狀態下繼續戰鬥，結果是很明顯的。
Sub1_Viska_2_2_11,嗯，老實說妳看起來也不好吃。
Sub1_Viska_2_2_12,...剛剛就一直吃來吃去的，妳到底是做什麼的？
Sub1_Viska_2_2_13,呵呵，我？
Sub1_Viska_2_2_14,我叫薇絲卡。
Sub1_Viska_2_2_15,我捕食強悍魔族的靈魂，增強我的力量。
Sub1_Viska_2_2_16,總有一天，我會成為魔族最強的魔王！
Sub1_Viska_2_2_17,...魔王？
Sub1_Viska_2_2_18,說什麼大話...
Sub1_Viska_2_2_19,妳這樣評論別人的夢想很失禮。
Sub1_Viska_2_2_20,想變成最強錯了嗎?
Sub1_Viska_2_2_21,...
Sub1_Viska_2_2_22,反正，就跟我剛剛說的一樣。我正要去吃掉那些不死族的首領。
Sub1_Viska_2_2_23,不斷地捕食，增強我的力量...只要遇到看起來好吃的，就嚐嚐看。嘻嘻...
Sub1_Viska_2_2_24,...！！
Sub1_Viska_2_2_25,妳不用擔心，鳥頭。
Sub1_Viska_2_2_26,我對妳們這種物質世界的靈魂沒興趣。
Sub1_Viska_2_2_27,說不定妳們的食物還比較吸引我呢。
Sub1_Viska_2_2_28,總之，我要去吃掉那些不死族的首領了。不要妨礙我唷～
Sub1_Viska_2_2_29,那拜拜囉～
Sub1_Viska_2_2_30,...
Sub1_Viska_2_2_31,...捕食魔族的魔族...嗎...
Sub1_Viska_2_2_32,看來需要先告知妖精族。
Sub1_Viska_3_1_1,嗅嗅...血腥味...好濃啊。
Sub1_Viska_3_1_2,是因為克盧雅平原就在附近了嗎？
Sub1_Viska_3_1_3,莫鐸克這傢伙，看來很專注於製造屍體呢。
Sub1_Viska_3_1_4,暫且跟著味道前進吧。
Sub1_Viska_3_2_1,嗯，這個...
Sub1_Viska_3_2_2,喀喀喀！！
Sub1_Viska_3_2_3,喀呃呃...
Sub1_Viska_3_2_4,呿，果然...
Sub1_Viska_3_2_5,又是一群廢物不死族嗎？
Sub1_Viska_3_2_6,真無趣，不好玩。
Sub1_Viska_3_2_7,我看看，對手是...
Sub1_Viska_3_2_8,戰士們，向前進！為薩滿爭取念咒的時間！
Sub1_Viska_3_2_9,用強力的魔法將不死族一網打盡！
Sub1_Viska_3_2_10,放開那些受到侮辱的同胞屍體吧！
Sub1_Viska_3_2_11,唔喔喔喔！
Sub1_Viska_3_2_12,喔呵，是在準備什麼大事嗎？
Sub1_Viska_3_2_13,但是...
Sub1_Viska_3_2_14,雨啊...風啊...雷電啊 - ！！
Sub1_Viska_3_2_15,咳，真是沒完沒了...！
Sub1_Viska_3_2_16,若沒有完全點燃他們，無論如何都會再生...！
Sub1_Viska_3_2_17,戰士們的體力也有限...
Sub1_Viska_3_2_18,沒辦法了嗎...
Sub1_Viska_3_2_19,暫時先撤退，重新整備！
Sub1_Viska_3_2_20,唉，結果還是變成這樣了。
Sub1_Viska_3_2_21,以地面上的種族來說，算是很能打了。結果還是只能這樣。
Sub1_Viska_3_2_22,那我先走...不，等等。
Sub1_Viska_3_2_23,...話說回來我在奧勒貝爾聽說過...
Sub1_Viska_3_2_24,歐格利亞的獸人族...有一種傳統料理...
Sub1_Viska_3_2_25,淋上特製醬汁的烤野豬！！
Sub1_Viska_3_2_26,呼...真好奇是什麼味道？
Sub1_Viska_3_2_27,...沒、沒辦法了。要不要稍微幫個忙呢...
Sub1_Viska_3_2_28,野豬、野豬。好～吃的野豬。
Sub1_Viska_3_2_29,撤退！先回到據點...嗯？！
Sub1_Viska_3_3_1,喀喀喀喀....
Sub1_Viska_3_3_2,呃噢噢噢...
Sub1_Viska_3_3_3,不管怎麼樣，數量還真多呢。
Sub1_Viska_3_3_4,沒辦法了。難吃的靈魂也能暫時提供能量...
Sub1_Viska_3_3_5,全部變成串燒吧！
Sub1_Viska_3_3_6,...那是...魔族？！可是，魔族為什麼要幫我們...
Sub1_Viska_3_3_7,而且剛剛那些不死族，受到高階魔法都還能站起來，
Sub1_Viska_3_3_8,竟然被那些尖刺刺到就倒地不起了...
Sub1_Viska_3_4_1,這下結束了！
Sub1_Viska_3_4_2,(狼吞虎嚥....)
Sub1_Viska_3_4_3,噁，難吃死了。噁心到想吐...
Sub1_Viska_3_4_4,...還好嗎？
Sub1_Viska_3_4_5,首先，想和您表達謝意。
Sub1_Viska_3_4_6,我是獸人族的代理族長，我叫卡爾洛。
Sub1_Viska_3_4_7,不過，妳不是魔族嗎...？為什麼要幫我們...
Sub1_Viska_3_4_8,呃呃呃，等我一下...
Sub1_Viska_3_4_9,吃太多難吃的東西，我感覺要吐了...咳咳咳。
Sub1_Viska_3_4_10,...啊啊啊，如果能吃頓美味的野豬料理說不定就好了...
Sub1_Viska_3_4_11,...
Sub1_Viska_3_4_12,...嗯，是嗎？
Sub1_Viska_3_4_13,請先跟我來吧。
Sub1_Viska_3_4_14,我會讓妳品嘗最棒的獸人傳統料理。
Sub1_Viska_3_4_15,(耶～這樣就對了！)
Sub1_Viska_3_5_1,...哈，肚子好飽。
Sub1_Viska_3_5_2,我想的果然沒錯！
Sub1_Viska_3_5_3,吃得飽！味道又好！
Sub1_Viska_3_5_4,物質世界的食物超級好吃啊～
Sub1_Viska_3_5_5,嘻嘻嘻，果然不該對獸人族見死不救。
Sub1_Viska_3_5_6,哈哈哈，幸好合你的胃口。
Sub1_Viska_3_5_7,不過妳最後一句說了什麼？
Sub1_Viska_3_5_8,嗯？沒什麼。我是說太好吃了～吃得好飽！
Sub1_Viska_3_5_9,呵呵，知道了。
Sub1_Viska_3_5_10,總之，由於您幫了我們，我想再次向您表達謝意。
Sub1_Viska_3_5_11,此外...
Sub1_Viska_3_5_12,有很多我的同胞們擔心妳是個危險的人物。
Sub1_Viska_3_5_13,所以如果沒什麼事的話...希望妳能盡快離開。
Sub1_Viska_3_5_14,呵，還不笨嘛。反正也不是很過分的要求。
Sub1_Viska_3_5_15,我知道了。目的達成了，心情也很好，我會馬上離開的。
Sub1_Viska_3_5_16,希望妳不要放在心上。
Sub1_Viska_3_5_17,不過，身為獸人族的代表，還是想請教這位恩人尊姓大名...
Sub1_Viska_3_5_18,嘻嘻嘻，既然你都誠心誠意的發問了。
Sub1_Viska_3_5_19,我叫薇絲卡。
Sub1_Viska_3_5_20,是將來要成為魔王的大惡魔！
Sub1_Viska_3_5_21,...？魔王？
Sub1_Viska_3_5_22,...怎樣？幹嘛那樣看著我？
Sub1_Viska_3_5_23,咳...沒什麼。只是覺得很新奇。
Sub1_Viska_3_5_24,魔王...為什麼想成為魔王呢？
Sub1_Viska_3_5_25,如果成為魔王，不就代表我是最強的嗎？
Sub1_Viska_3_5_26,那我就可以隨心所欲，吃我想吃的、做我想做的。
Sub1_Viska_3_5_27,也就是可以過著最好玩的生活啦。嘻嘻嘻～
Sub1_Viska_3_5_28,不過...變成最強這件事對我而言還是有意義的啦。
Sub1_Viska_3_5_29,那麼我想請問一件事。
Sub1_Viska_3_5_30,如果妳成為了魔王，將要怎麼對待物質世界的生物們？
Sub1_Viska_3_5_31,嗯？我欺負這些弱不禁風的種族要幹嘛？
Sub1_Viska_3_5_32,他們的靈魂又不好吃。只要不招惹我，我也懶得理他們。
Sub1_Viska_3_5_33,還是把你們留下來做好吃的料理比較好。
Sub1_Viska_3_5_34,我偶爾會來吃飯的，到時要好好表現！嘿嘿嘿。
Sub1_Viska_3_5_35,嗯...思想真是異於尋常魔族呢。
Sub1_Viska_3_5_36,是否可以告訴我們，為什麼想幫助我們？
Sub1_Viska_3_5_37,因為想吃野豬...咳咳。
Sub1_Viska_3_5_38,啊、嗯...好像是叫做莫鐸克的傢伙吧...
Sub1_Viska_3_5_39,聽說他是個擁有強大力量的魔族。
Sub1_Viska_3_5_40,聽說克盧雅平原就在這附近？
Sub1_Viska_3_5_41,因為很近，也想打聽一下有用的情報？...
Sub1_Viska_3_5_42,嗯...
Sub1_Viska_3_5_43,告訴妳之後，妳打算怎麼樣？
Sub1_Viska_3_5_44,什麼怎麼樣？
Sub1_Viska_3_5_45,當然是去吃掉他啊。
Sub1_Viska_3_5_46,連最後一絲靈魂，全部吃掉。嘻嘻嘻嘻...
Sub1_Viska_4_1_1,藏匿在克盧雅平原的研究室嗎？
Sub1_Viska_4_1_2,依照獸人薩滿說的...應該就在附近了。
Sub1_Viska_4_1_3,看起來有很多不死族和低等魔族...卻沒看見像是研究室入口的地方？
Sub1_Viska_4_1_4,...
Sub1_Viska_4_1_5,啊，不知道啦。
Sub1_Viska_4_1_6,總之我就破壞到他出來為止...！！
Sub1_Viska_4_2_1,正覺得外面很吵，原來是個生面孔啊。
Sub1_Viska_4_2_2,妳是什麼東西？
Sub1_Viska_4_2_3,什麼東西？
Sub1_Viska_4_2_4,當然是來吃你的薇絲卡大人囉！
Sub1_Viska_4_2_5,嗯，我聽魔界來的傢伙們說過...
Sub1_Viska_4_2_6,妳就是那個惡魔捕食者？
Sub1_Viska_4_2_7,真有趣？將別人的力量吸收轉化為自己力量的特種魔族...
Sub1_Viska_4_2_8,也有傳聞妳吞噬了夢魘女王奇特拉克。
Sub1_Viska_4_2_9,啊，那個長得像馬的女人？她很好吃，超好吃的。
Sub1_Viska_4_2_10,是令人著迷的味道呢。我好期待又出現像她一樣的食物...
Sub1_Viska_4_2_11,看你這傢伙，還不如那個女人呢。
Sub1_Viska_4_2_12,呵，還真理直氣壯呢。
Sub1_Viska_4_2_13,愛比絲、妳，全都是魔族的叛徒。
Sub1_Viska_4_2_14,完全不想為同族效力。
Sub1_Viska_4_2_15,真是笑死我了。魔族什麼時候變成團體行動了？
Sub1_Viska_4_2_16,唉，算了。跟食物說話是浪費時間。
Sub1_Viska_4_2_17,去死吧！成為我力量的一部分！
Sub1_Viska_4_2_18,呃？這個噁心的感覺是？
Sub1_Viska_4_2_19,呵呵。這是我最近特製的陷阱，就是為了防止又有像愛比絲這樣的叛徒出現。
Sub1_Viska_4_2_20,真可惜還沒抓到愛比絲，不過我就先用來抓你吧！
Sub1_Viska_4_2_21,哈哈哈哈！我研究「她」的詛咒，果然是對的！
Sub1_Viska_4_2_22,身體...不聽使喚...！
Sub1_Viska_4_2_23,只要這裡是物質世界，掌握方法之後，很容易就能捕捉本體是精神型態的惡魔。
Sub1_Viska_4_2_24,這是分離肉體和精神的詛咒。將精神從肉體抽離後，妳的肉體就是個空殼了。
Sub1_Viska_4_2_25,妳就乖乖等著吧，等到妳變得夠弱了，我會將妳回收用來做實驗的。
Sub1_Viska_4_2_26,我已經開始期待可以研究妳的力量了。哈哈哈哈！
Sub1_Viska_4_2_27,呃呃呃...！
Sub1_Viska_4_2_28,呿，精神被抽離了，契約也解除了嗎？
Sub1_Viska_4_2_29,詛咒之皿，複製了那女人的力量嗎...可惡，真是噁心的感覺。
Sub1_Viska_4_2_30,...嗯...？
Sub1_Viska_4_2_31,...不過，還有辦法的...
Sub1_Viska_4_2_32,喂，人類小女孩，聽得到我說話嗎？
Sub1_Viska_4_2_33,......
Sub1_Viska_4_2_34,和我締結契約的魔族...
Sub1_Viska_4_2_35,發生什麼事了...？
Sub1_Viska_4_2_36,我...還活著...？
Sub1_Viska_4_2_37,妳當然還活著。
Sub1_Viska_4_2_38,我一直遵守著不讓妳死的約定。
Sub1_Viska_4_2_39,是嗎...？原來如此...
Sub1_Viska_4_2_40,還有，我感受到體內的強烈力量...
Sub1_Viska_4_2_41,原來，我吸收的力量還留在身體裡啊。原來做研究是這個意思啊。
Sub1_Viska_4_2_42,喂，人類，重新締約。
Sub1_Viska_4_2_43,再把妳的身體給我吧。
Sub1_Viska_4_2_44,...
Sub1_Viska_4_2_45,不要。
Sub1_Viska_4_2_46,...什麼？我沒聽錯吧？
Sub1_Viska_4_2_47,我說我不要。
Sub1_Viska_4_2_48,每次妳用我的身體...
Sub1_Viska_4_2_49,...都...都會發生可怕的事...
Sub1_Viska_4_2_50,...哈哈，真是的。
Sub1_Viska_4_2_51,妳這麼快就忘了？
Sub1_Viska_4_2_52,那天的憤怒，那天的痛苦。
Sub1_Viska_4_2_53,我和妳的第一次見面，就是那麼激烈。
Sub1_Viska_4_2_54,妳的朋友、家人、父母，全部在妳眼前被砍成肉塊，
Sub1_Viska_4_2_55,身體被魔族的刀刃劃開，留著鮮血，妳死命的掙扎。
Sub1_Viska_4_2_56,妳說妳不想死、想活下去，不管是誰都好，只求能夠幫助妳。
Sub1_Viska_4_2_57,那時候...救了妳的人，是誰？
Sub1_Viska_4_2_58,...
Sub1_Viska_4_2_59,對吧？除了我還有誰？
Sub1_Viska_4_2_60,不管在哪個世界，人們對弱者都是最不友善的。
Sub1_Viska_4_2_61,這是個只有強者能夠生存，完全的弱肉強食世界。
Sub1_Viska_4_2_62,弱者被吃、強者吃人。
Sub1_Viska_4_2_63,...妳說的對。
Sub1_Viska_4_2_64,不過我現在有妳的力量...
Sub1_Viska_4_2_65,我在睡夢中，看到妳戰鬥的模樣，大致也知道怎麼使用妳的力量...
Sub1_Viska_4_2_66,...是啊，我用這股力量，去幫助他人的話...
Sub1_Viska_4_2_67,...呵呵...哈哈哈！！妳真的這麼想？
Sub1_Viska_4_2_68,沒錯，力量在妳身上。
Sub1_Viska_4_2_69,但是妳，承受得了我多少力量？
Sub1_Viska_4_2_70,即便如此，又有誰會接納妳？
Sub1_Viska_4_2_71,妳已經不是單純的人類了。
Sub1_Viska_4_2_72,從人類的立場看來，妳和魔族沒什麼兩樣。
Sub1_Viska_4_2_73,嗯，妳現在應該叫做...魔人。
Sub1_Viska_4_2_74,妳遇見的每個人，都會把妳視為怪物、必須隔離的壞蛋。
Sub1_Viska_4_2_75,怎麼樣？妳受得了這樣的生活嗎？
Sub1_Viska_4_2_76,...呃呃...
Sub1_Viska_4_2_77,而且妳只是看過我怎麼使用力量，沒有直接使用過吧？
Sub1_Viska_4_2_78,所以妳最後也只會什麼都做不了就死去了。
Sub1_Viska_4_2_79,好了，沒時間了。快點和我重新締約。
Sub1_Viska_4_2_80,再這樣拖延下去，只會永遠成為莫鐸克的實驗體。
Sub1_Viska_4_2_81,...
Sub1_Viska_4_2_82,...妳其實也害怕吧？
Sub1_Viska_4_2_83,...什麼？
Sub1_Viska_4_2_84,只要契約解除了，未經過我的允許，妳就不能用我的身體。
Sub1_Viska_4_2_85,妳用我的身體時累積的力量，全部都在我身上，
Sub1_Viska_4_2_86,妳什麼都做不了...面對莫鐸克，只能坐以待斃。
Sub1_Viska_4_2_87,...哼，妳說的也沒錯。
Sub1_Viska_4_2_88,不過，妳感覺不像會做出那種選擇？
Sub1_Viska_4_2_89,而且，這也是為了妳而締結的契約。
Sub1_Viska_4_2_90,...
Sub1_Viska_4_2_91,不要戒心這麼重，人類。
Sub1_Viska_4_2_92,我在第一次締約時就說過了吧？我不會讓妳死的。
Sub1_Viska_4_2_93,就算暫時解約了，我也是個守信用的惡魔。
Sub1_Viska_4_2_94,不要拿我和隨便不守信用的低等魔族，或是妳們人類相提並論。
Sub1_Viska_4_2_95,妳還不懂我為什麼要和妳重新締約？
Sub1_Viska_4_2_96,....
Sub1_Viska_4_2_97,這對我們兩個都有好處。
Sub1_Viska_4_2_98,妳的身體雖然不強...
Sub1_Viska_4_2_99,但是敵人容易對妳這個小女孩鬆懈，我就更容易吃掉他們。
Sub1_Viska_4_2_100,融入人群之間，行動起來也很方便。
Sub1_Viska_4_2_101,還有，用妳這張可愛的臉蛋可以吃到不少美食呢。
Sub1_Viska_4_2_102,嗯，我也喜歡吃美食...
Sub1_Viska_4_2_103,對吧？呵呵呵...而且，如果妳和我重新締約...
Sub1_Viska_4_2_104,我就可以持續對妳討厭的魔族報復啊。
Sub1_Viska_4_2_105,...！！
Sub1_Viska_4_2_106,怎麼，妳以為我不知道嗎？
Sub1_Viska_4_2_107,我當然知道。和妳用同一個身體，就能輕易的得知妳的想法。
Sub1_Viska_4_2_108,妳沉睡的時候，妳的記憶會在我的腦海裡打轉。
Sub1_Viska_4_2_109,妳以為只有這樣嗎？每次我在屠殺魔族時，妳都會逐漸甦醒。
Sub1_Viska_4_2_110,這就證明了妳也很享受。
Sub1_Viska_4_2_111,魔族殺死了妳的父母、朋友、村人，
Sub1_Viska_4_2_112,妳痛恨、憎惡，無法原諒他們吧？
Sub1_Viska_4_2_113,那是很自然的情感。
Sub1_Viska_4_2_114,老實說，其實妳也討厭和我在一起。
Sub1_Viska_4_2_115,...對，妳說的對。
Sub1_Viska_4_2_116,我痛恨、憎惡，無法原諒魔族。
Sub1_Viska_4_2_117,我更不願承認我和魔族共用一個身體。
Sub1_Viska_4_2_118,但是魔族們在我面前死去時...
Sub1_Viska_4_2_119,我有某種莫名的快感...
Sub1_Viska_4_2_120,對吧？來，趕快重新締約。
Sub1_Viska_4_2_121,我剛剛說過，拖延太久的話，會永遠變成莫鐸克的實驗對象。
Sub1_Viska_4_2_122,好...可是，我有條件。
Sub1_Viska_4_2_123,條件？
Sub1_Viska_4_2_124,...嗯，好吧，先聽聽是什麼條件。
Sub1_Viska_4_2_125,之前是妳在主導我的身體...現在我也醒過來了...
Sub1_Viska_4_2_126,我也想要使用我的身體。
Sub1_Viska_4_2_127,還有...告訴我怎麼戰鬥。
Sub1_Viska_4_2_128,將來，我也要親手復仇...！！
Sub1_Viska_4_2_129,....
Sub1_Viska_4_2_130,哼，心態不錯嘛。
Sub1_Viska_4_2_131,雖然很弱，仍有著想變強的意志。
Sub1_Viska_4_2_132,我這個大惡魔非常欣賞。
Sub1_Viska_4_2_133,好，如果是這個條件，我欣然接受。
Sub1_Viska_4_2_134,來...準備好了吧？
Sub1_Viska_4_2_135,...嗯。
Sub1_Viska_4_2_136,...來，把手伸到這裡。
Sub1_Viska_4_2_137,很快就好了...
Sub1_Viska_4_3_1,呼～終於解除了那噁心的詛咒。
Sub1_Viska_4_3_2,結果這只是抄襲了「她」的詛咒，並不是真正「她」的詛咒。
Sub1_Viska_4_3_3,以前在魔界受過「她」的詛咒...噢，想到就討厭。
Sub1_Viska_4_3_4,好，那麼...去修理那個煩人的巫妖吧？！
Sub1_Viska_4_4_1,找到了。莫鐸克！
Sub1_Viska_4_4_2,...！！竟然破除了詛咒...！我辛苦研究出的咒術...！
Sub1_Viska_4_4_3,怎麼會這樣！
Sub1_Viska_4_4_4,呵呵。這個身體本來就是人類的。只要和我的本體締約的話...
Sub1_Viska_4_4_5,我就不可能失去身體！
