KEY,ChineseSimplified
SCENARIO_QUEST_TITLE_102_RE,穿戴一般级别以上的装备3个
SCENARIO_QUEST_TITLE_103_RE,使1名英雄达到等级4
SCENARIO_QUEST_TITLE_104_RE,在一般战斗中胜利\n1次
SCENARIO_QUEST_TITLE_105_RE,制作+1装备\n2个
SCENARIO_QUEST_TITLE_106_RE,通关\n1-11简单难度
SCENARIO_QUEST_TITLE_201_RE,通关\n1-13简单难度
SCENARIO_QUEST_TITLE_202_RE,使1名英雄达到等级5
SCENARIO_QUEST_TITLE_203_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_204_RE,制作2星英雄\n1名
SCENARIO_QUEST_TITLE_205_RE,制作+3装备\n1个
SCENARIO_QUEST_TITLE_206_RE,通关\n1-16简单难度
SCENARIO_QUEST_TITLE_301_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_302_RE,穿戴高级级别以上的装备1个
SCENARIO_QUEST_TITLE_303_RE,使2名英雄达到等级6
SCENARIO_QUEST_TITLE_304_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_305_RE,学习技能特性Ⅱ\n1项
SCENARIO_QUEST_TITLE_306_RE,通关\n1-20简单难度
SCENARIO_QUEST_TITLE_401_RE,进入上古皇室金库\n1次
SCENARIO_QUEST_TITLE_402_RE,在梅伊的商店里\n购买道具1次
SCENARIO_QUEST_TITLE_403_RE,进行道具分解\n1次
SCENARIO_QUEST_TITLE_404_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_405_RE,使2名英雄达到等级9
SCENARIO_QUEST_TITLE_406_RE,进入竞技场\n1次
SCENARIO_QUEST_TITLE_501_RE,通关\n1-1普通难度
SCENARIO_QUEST_TITLE_502_RE,制作+5装备\n1个
SCENARIO_QUEST_TITLE_503_RE,进行属性强化\n1次
SCENARIO_QUEST_TITLE_504_RE,进入地下监狱\n1次
SCENARIO_QUEST_TITLE_505_RE,通关\n1-11困难难度
SCENARIO_QUEST_TITLE_506_RE,穿戴高级级别以上的装备4个
SCENARIO_QUEST_TITLE_601_RE,通关\n黑色火药仓库1
SCENARIO_QUEST_TITLE_602_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_603_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_604_RE,使2名英雄达到等级17
SCENARIO_QUEST_TITLE_605_RE,制作+5装备\n3个
SCENARIO_QUEST_TITLE_606_RE,制作2星英雄\n3名
SCENARIO_QUEST_TITLE_701_RE,通关\n2-1简单难度
SCENARIO_QUEST_TITLE_702_RE,制作+7装备\n1个
SCENARIO_QUEST_TITLE_703_RE,在梅伊的商店里\n购买道具1次
SCENARIO_QUEST_TITLE_704_RE,重置梅伊商店的清单\n1次
SCENARIO_QUEST_TITLE_705_RE,使2名英雄达到等级19
SCENARIO_QUEST_TITLE_706_RE,通关\n2-5简单难度
SCENARIO_QUEST_TITLE_801_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_802_RE,穿戴稀有级别以上的装备6个
SCENARIO_QUEST_TITLE_803_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_804_RE,新增或申请好友1名
SCENARIO_QUEST_TITLE_805_RE,与1名好友交换友情点数
SCENARIO_QUEST_TITLE_806_RE,通关\n2-10简单难度
SCENARIO_QUEST_TITLE_901_RE,制作+6装备\n3个
SCENARIO_QUEST_TITLE_902_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_903_RE,进入地下监狱\n1次
SCENARIO_QUEST_TITLE_904_RE,进行属性强化\n2次
SCENARIO_QUEST_TITLE_905_RE,使2名英雄达到等级21
SCENARIO_QUEST_TITLE_906_RE,通关\n2-15简单难度
SCENARIO_QUEST_TITLE_1001_RE,制作+6装备\n4个
SCENARIO_QUEST_TITLE_1002_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_1003_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_1004_RE,穿戴稀有级别以上的装备8个
SCENARIO_QUEST_TITLE_1005_RE,学习技能特性Ⅱ\n2项
SCENARIO_QUEST_TITLE_1006_RE,通关\n2-21简单难度
SCENARIO_QUEST_TITLE_1101_RE,通关\n2-1普通难度
SCENARIO_QUEST_TITLE_1102_RE,进入上古皇室金库\n1次
SCENARIO_QUEST_TITLE_1103_RE,制作+7装备\n1个
SCENARIO_QUEST_TITLE_1104_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_1105_RE,进入竞技场\n2次
SCENARIO_QUEST_TITLE_1106_RE,通关\n2-21困难难度
SCENARIO_QUEST_TITLE_1201_RE,通关\n血翼之族前哨基地1
SCENARIO_QUEST_TITLE_1202_RE,学习技能特性Ⅱ\n3项
SCENARIO_QUEST_TITLE_1203_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_1204_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_1205_RE,使2名英雄达到等级25
SCENARIO_QUEST_TITLE_1206_RE,制作3星英雄\n2名
SCENARIO_QUEST_TITLE_1301_RE,通关\n3-1简单难度
SCENARIO_QUEST_TITLE_1302_RE,新增或申请好友2名
SCENARIO_QUEST_TITLE_1303_RE,与2名好友交换友情点数
SCENARIO_QUEST_TITLE_1304_RE,穿戴英雄级别以上的装备4个
SCENARIO_QUEST_TITLE_1305_RE,在梅伊的商店里\n购买道具1次
SCENARIO_QUEST_TITLE_1306_RE,通关\n3-6简单难度
SCENARIO_QUEST_TITLE_1401_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_1402_RE,通关\n3-10-1简单难度
SCENARIO_QUEST_TITLE_1403_RE,进行道具分解\n3次
SCENARIO_QUEST_TITLE_1404_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_1405_RE,进行属性强化\n2次
SCENARIO_QUEST_TITLE_1406_RE,通关\n3-11简单难度
SCENARIO_QUEST_TITLE_1501_RE,使3名英雄达到等级30
SCENARIO_QUEST_TITLE_1502_RE,制作+8装备\n3个
SCENARIO_QUEST_TITLE_1503_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_1504_RE,装备空的经验烧瓶
SCENARIO_QUEST_TITLE_1505_RE,使用经验值加成卷轴\n1次
SCENARIO_QUEST_TITLE_1506_RE,通关\n3-16简单难度
SCENARIO_QUEST_TITLE_1601_RE,进入竞技场\n2次
SCENARIO_QUEST_TITLE_1602_RE,通关\n3-18-1简单难度
SCENARIO_QUEST_TITLE_1603_RE,进入地下监狱\n1次
SCENARIO_QUEST_TITLE_1604_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_1605_RE,使用金币加成卷轴\n1次
SCENARIO_QUEST_TITLE_1606_RE,通关\n3-22简单难度
SCENARIO_QUEST_TITLE_1701_RE,通关\n3-1普通难度
SCENARIO_QUEST_TITLE_1702_RE,使用经验值加成卷轴\n1次
SCENARIO_QUEST_TITLE_1703_RE,通关\n3-1困难难度
SCENARIO_QUEST_TITLE_1704_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_1705_RE,制作+9装备\n2个
SCENARIO_QUEST_TITLE_1706_RE,通关\n3-22困难难度
SCENARIO_QUEST_TITLE_1801_RE,学习技能特性Ⅲ\n1项
SCENARIO_QUEST_TITLE_1802_RE,通关\n赤色大地峡谷1
SCENARIO_QUEST_TITLE_1803_RE,使3名英雄达到等级35
SCENARIO_QUEST_TITLE_1804_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_1805_RE,制作+9装备\n3个
SCENARIO_QUEST_TITLE_1806_RE,制作3星英雄\n4名
SCENARIO_QUEST_TITLE_1901_RE,通关\n4-1简单难度
SCENARIO_QUEST_TITLE_1902_RE,使用道具来恢复体力
SCENARIO_QUEST_TITLE_1903_RE,学习技能特性Ⅲ\n2项
SCENARIO_QUEST_TITLE_1904_RE,制作+10装备\n1个
SCENARIO_QUEST_TITLE_1905_RE,进入上古皇室金库\n1次
SCENARIO_QUEST_TITLE_1906_RE,通关\n4-6简单难度
SCENARIO_QUEST_TITLE_2001_RE,制作+10装备\n2个
SCENARIO_QUEST_TITLE_2002_RE,进行属性强化\n3次
SCENARIO_QUEST_TITLE_2003_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_2004_RE,在梅伊的商店里\n购买道具1次
SCENARIO_QUEST_TITLE_2005_RE,重置梅伊商店的清单\n1次
SCENARIO_QUEST_TITLE_2006_RE,通关\n4-11简单难度
SCENARIO_QUEST_TITLE_2101_RE,穿戴英雄级别以上的装备11个
SCENARIO_QUEST_TITLE_2102_RE,新增或申请好友2名
SCENARIO_QUEST_TITLE_2103_RE,与2名好友交换友情点数
SCENARIO_QUEST_TITLE_2104_RE,通关\n4-11-1简单难度
SCENARIO_QUEST_TITLE_2105_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_2106_RE,通关\n4-16简单难度
SCENARIO_QUEST_TITLE_2201_RE,进行道具分解\n3次
SCENARIO_QUEST_TITLE_2202_RE,通关\n4-16-1简单难度
SCENARIO_QUEST_TITLE_2203_RE,制作4星英雄\n1名
SCENARIO_QUEST_TITLE_2204_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_2205_RE,使3名英雄达到等级40
SCENARIO_QUEST_TITLE_2206_RE,通关\n4-21简单难度
SCENARIO_QUEST_TITLE_2301_RE,通关\n4-1普通难度
SCENARIO_QUEST_TITLE_2302_RE,使3名英雄达到等级43
SCENARIO_QUEST_TITLE_2303_RE,进入竞技场\n3次
SCENARIO_QUEST_TITLE_2304_RE,通关\n4-21普通难度
SCENARIO_QUEST_TITLE_2305_RE,制作+11装备\n2个
SCENARIO_QUEST_TITLE_2306_RE,通关\n4-21困难难度
SCENARIO_QUEST_TITLE_2401_RE,通关\n不死之人的祭坛1
SCENARIO_QUEST_TITLE_2402_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_2403_RE,制作+12装备\n3个
SCENARIO_QUEST_TITLE_2404_RE,进入地下监狱\n1次
SCENARIO_QUEST_TITLE_2405_RE,使3名英雄达到等级45
SCENARIO_QUEST_TITLE_2406_RE,制作4星英雄\n4名
SCENARIO_QUEST_TITLE_2501_RE,通关\n5-1简单难度
SCENARIO_QUEST_TITLE_2502_RE,使用道具来恢复体力
SCENARIO_QUEST_TITLE_2503_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_2504_RE,进行道具召唤\n1次
SCENARIO_QUEST_TITLE_2505_RE,在梅伊的商店里\n购买道具1次
SCENARIO_QUEST_TITLE_2506_RE,通关\n5-9简单难度
SCENARIO_QUEST_TITLE_2601_RE,使用经验值加成卷轴\n1次
SCENARIO_QUEST_TITLE_2602_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_2603_RE,制作+12装备\n4个
SCENARIO_QUEST_TITLE_2604_RE,使用金币加成卷轴\n1次
SCENARIO_QUEST_TITLE_2605_RE,进入上古皇室金库\n2次
SCENARIO_QUEST_TITLE_2606_RE,通关\n5-9-1简单难度
SCENARIO_QUEST_TITLE_2701_RE,穿戴英雄级别以上的装备12个
SCENARIO_QUEST_TITLE_2702_RE,进行属性强化\n5次
SCENARIO_QUEST_TITLE_2703_RE,装备空的经验烧瓶
SCENARIO_QUEST_TITLE_2704_RE,制作5星英雄\n1名
SCENARIO_QUEST_TITLE_2705_RE,制作无限晶元1次
SCENARIO_QUEST_TITLE_2706_RE,通关\n5-15简单难度
SCENARIO_QUEST_TITLE_2801_RE,使3名英雄达到等级47
SCENARIO_QUEST_TITLE_2802_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_2803_RE,进入火焰之龙战役\n1次
SCENARIO_QUEST_TITLE_2804_RE,在梅伊的商店里\n购买道具1次
SCENARIO_QUEST_TITLE_2805_RE,通关\n5-12-1简单难度
SCENARIO_QUEST_TITLE_2806_RE,通关\n5-21简单难度
SCENARIO_QUEST_TITLE_2901_RE,通关\n5-1普通难度
SCENARIO_QUEST_TITLE_2902_RE,使用道具来恢复体力
SCENARIO_QUEST_TITLE_2903_RE,在一般战斗中胜利\n2次
SCENARIO_QUEST_TITLE_2904_RE,进入冰霜之龙战役\n1次
SCENARIO_QUEST_TITLE_2905_RE,进入剧毒之龙战役\n1次
SCENARIO_QUEST_TITLE_2906_RE,通关\n5-21困难难度
SCENARIO_QUEST_TITLE_3001_RE,通关\n黑色荆棘要塞入口1
SCENARIO_QUEST_TITLE_3002_RE,进入竞技场\n2次
SCENARIO_QUEST_TITLE_3003_RE,装备空的经验烧瓶
SCENARIO_QUEST_TITLE_3004_RE,制作+13装备\n3个
SCENARIO_QUEST_TITLE_3005_RE,制作5星英雄\n4名
SCENARIO_QUEST_TITLE_3006_RE,进入黑暗之龙战役\n1次
SCENARIO_QUEST_TITLE_3101_RE,通关\n6-1简单难度
SCENARIO_QUEST_TITLE_3102_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_3103_RE,进行道具分解\n2次
SCENARIO_QUEST_TITLE_3104_RE,学习技能特性Ⅲ\n4项
SCENARIO_QUEST_TITLE_3105_RE,进入任一龙族战役\n1次
SCENARIO_QUEST_TITLE_3106_RE,进行属性强化\n3次
SCENARIO_QUEST_TITLE_3201_RE,通关\n6-11简单难度
SCENARIO_QUEST_TITLE_3202_RE,制作无限之石1次
SCENARIO_QUEST_TITLE_3203_RE,进入任一龙族战役\n2次
SCENARIO_QUEST_TITLE_3204_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_3205_RE,完成\n1名英雄突破
SCENARIO_QUEST_TITLE_3206_RE,使4名英雄达到等级60
SCENARIO_QUEST_TITLE_3301_RE,通关\n6-5普通难度
SCENARIO_QUEST_TITLE_3302_RE,在梅伊的商店里\n购买道具1次
SCENARIO_QUEST_TITLE_3303_RE,重置梅伊商店的清单\n1次
SCENARIO_QUEST_TITLE_3304_RE,学习技能特性Ⅳ\n2项
SCENARIO_QUEST_TITLE_3305_RE,通关\n6-11普通难度
SCENARIO_QUEST_TITLE_3306_RE,制作任一道具\n2次
SCENARIO_QUEST_TITLE_3401_RE,通关\n6-16普通难度
SCENARIO_QUEST_TITLE_3402_RE,进行道具分解\n3次
SCENARIO_QUEST_TITLE_3403_RE,新增或申请好友1名
SCENARIO_QUEST_TITLE_3404_RE,通关\n6-21普通难度
SCENARIO_QUEST_TITLE_3405_RE,进入任一龙族战役\n2次
SCENARIO_QUEST_TITLE_3406_RE,完成\n2名英雄突破
SCENARIO_QUEST_TITLE_3501_RE,通关\n6-5困难难度
SCENARIO_QUEST_TITLE_3502_RE,装备空的经验烧瓶
SCENARIO_QUEST_TITLE_3503_RE,在一般战斗中胜利\n5次
SCENARIO_QUEST_TITLE_3504_RE,进行道具召唤\n2次
SCENARIO_QUEST_TITLE_3505_RE,通关\n6-11困难难度
SCENARIO_QUEST_TITLE_3506_RE,使4名英雄达到等级63
SCENARIO_QUEST_TITLE_3601_RE,通关\n6-16困难难度
SCENARIO_QUEST_TITLE_3602_RE,在一般战斗中胜利\n3次
SCENARIO_QUEST_TITLE_3603_RE,制作+15装备\n2个
SCENARIO_QUEST_TITLE_3604_RE,通关\n6-21困难难度
SCENARIO_QUEST_TITLE_3605_RE,学习技能特性Ⅳ\n3项
SCENARIO_QUEST_TITLE_3606_RE,完成\n3名英雄突破
SCENARIO_QUEST_TITLE_3701_RE,通关\n7-4简单难度
SCENARIO_QUEST_TITLE_3702_RE,使5名英雄达到等级68
SCENARIO_QUEST_TITLE_3703_RE,制作5星英雄\n6名
SCENARIO_QUEST_TITLE_3704_RE,进入竞技场\n3次
SCENARIO_QUEST_TITLE_3705_RE,制作+20装备\n4个
SCENARIO_QUEST_TITLE_3706_RE,通关\n7-9普通难度
SCENARIO_QUEST_TITLE_3801_RE,培养突破3英雄\n1名
SCENARIO_QUEST_TITLE_3802_RE,制作任一道具\n10次
SCENARIO_QUEST_TITLE_3803_RE,制作+73装备\n1个
SCENARIO_QUEST_TITLE_3804_RE,进行属性强化10次
SCENARIO_QUEST_TITLE_3805_RE,培养突破4英雄\n1名
SCENARIO_QUEST_TITLE_3806_RE,通关\n7-6困难难度
SCENARIO_QUEST_TITLE_3901_RE,通关\n7-12困难难度
SCENARIO_QUEST_TITLE_3902_RE,培养突破4英雄\n3名
SCENARIO_QUEST_TITLE_3903_RE,制作+80装备\n2个
SCENARIO_QUEST_TITLE_3904_RE,进入任一龙族战役\n5次
SCENARIO_QUEST_TITLE_3905_RE,使6名英雄达到等级80
SCENARIO_QUEST_TITLE_3906_RE,培养突破5英雄\n7名
SCENARIO_QUEST_TITLE_4001_RE,通关8-1简单难度
SCENARIO_QUEST_TITLE_4002_RE,道具分解3次
SCENARIO_QUEST_TITLE_4003_RE,进入任意龙之战役3次
SCENARIO_QUEST_TITLE_4004_RE,进入竞技场3次
SCENARIO_QUEST_TITLE_4005_RE,制作无限之石1次
SCENARIO_QUEST_TITLE_4006_RE,装备附魔1次
SCENARIO_QUEST_TITLE_4101_RE,通关8-7简单难度
SCENARIO_QUEST_TITLE_4102_RE,装备觉醒3次
SCENARIO_QUEST_TITLE_4103_RE,召唤道具1次
SCENARIO_QUEST_TITLE_4104_RE,制作1个+81装备
SCENARIO_QUEST_TITLE_4105_RE,装备附魔1次
SCENARIO_QUEST_TITLE_4106_RE,通关8-26简单难度
SCENARIO_QUEST_TITLE_4201_RE,在一般战斗中获胜5次
SCENARIO_QUEST_TITLE_4202_RE,使6名英雄达到等级83
SCENARIO_QUEST_TITLE_4203_RE,装备附魔1次
SCENARIO_QUEST_TITLE_4204_RE,通关8-5普通难度
SCENARIO_QUEST_TITLE_4205_RE,进行道具召唤1次
SCENARIO_QUEST_TITLE_4206_RE,让9名英雄达成突破5
SCENARIO_QUEST_TITLE_4301_RE,进入任意龙之战役5次
SCENARIO_QUEST_TITLE_4302_RE,通关8-12普通难度
SCENARIO_QUEST_TITLE_4303_RE,使6名英雄达到等级86
SCENARIO_QUEST_TITLE_4304_RE,觉醒3次装备
SCENARIO_QUEST_TITLE_4305_RE,通关8-26普通难度
SCENARIO_QUEST_TITLE_4306_RE,制作任意道具10次
SCENARIO_QUEST_TITLE_4401_RE,觉醒3次装备
SCENARIO_QUEST_TITLE_4402_RE,通关8-1困难难度
SCENARIO_QUEST_TITLE_4403_RE,进行道具召唤2次
SCENARIO_QUEST_TITLE_4404_RE,装备附魔1次
SCENARIO_QUEST_TITLE_4405_RE,制作无限之石1次
SCENARIO_QUEST_TITLE_4406_RE,通关8-12困难难度
SCENARIO_QUEST_TITLE_4501_RE,进行属性强化10次
SCENARIO_QUEST_TITLE_4502_RE,进入竞技场3次
SCENARIO_QUEST_TITLE_4503_RE,通关8-26困难难度
SCENARIO_QUEST_TITLE_4504_RE,觉醒3次装备
SCENARIO_QUEST_TITLE_4505_RE,使6名英雄达到等级90
SCENARIO_QUEST_TITLE_4506_RE,让12名英雄达成突破5
SCENARIO_QUEST_TITLE_4601_RE,通关9-1简单难度
SCENARIO_QUEST_TITLE_4602_RE,进入任意龙之战役7次
SCENARIO_QUEST_TITLE_4603_RE,进行1次道具附魔
SCENARIO_QUEST_TITLE_4604_RE,通关9-14简单难度
SCENARIO_QUEST_TITLE_4605_RE,进行5次道具分解
SCENARIO_QUEST_TITLE_4606_RE,进行1次道具召唤
SCENARIO_QUEST_TITLE_4701_RE,通关9-20简单难度
SCENARIO_QUEST_TITLE_4702_RE,进入竞技场3次
SCENARIO_QUEST_TITLE_4703_RE,尝试3次装备觉醒
SCENARIO_QUEST_TITLE_4704_RE,通关9-23简单难度
SCENARIO_QUEST_TITLE_4705_RE,通关1次扭曲的次元
SCENARIO_QUEST_TITLE_4706_RE,进入任意龙之战役7次
SCENARIO_QUEST_TITLE_4801_RE,通关9-6普通难度
SCENARIO_QUEST_TITLE_4802_RE,在梅伊的综合商店中购买1次商品
SCENARIO_QUEST_TITLE_4803_RE,制作2个无限之石
SCENARIO_QUEST_TITLE_4804_RE,通关9-11普通难度
SCENARIO_QUEST_TITLE_4805_RE,进入竞技场5次
SCENARIO_QUEST_TITLE_4806_RE,制造15名突破5英雄
SCENARIO_QUEST_TITLE_4901_RE,通关9-17普通难度
SCENARIO_QUEST_TITLE_4902_RE,进行5次属性强化
SCENARIO_QUEST_TITLE_4903_RE,进入任意龙之战役7次
SCENARIO_QUEST_TITLE_4904_RE,通关9-23普通难度
SCENARIO_QUEST_TITLE_4905_RE,进行7次道具分解
SCENARIO_QUEST_TITLE_4906_RE,通关1次扭曲的次元
SCENARIO_QUEST_TITLE_5001_RE,通关9-5困难难度
SCENARIO_QUEST_TITLE_5002_RE,进行2次道具附魔
SCENARIO_QUEST_TITLE_5003_RE,进行1次道具召唤
SCENARIO_QUEST_TITLE_5004_RE,通关9-11困难难度
SCENARIO_QUEST_TITLE_5005_RE,进入任意龙之战役10次
SCENARIO_QUEST_TITLE_5006_RE,尝试5次装备觉醒
SCENARIO_QUEST_TITLE_5101_RE,通关9-19困难难度
