KEY,Russian
GAME_GUIDE_0103_005_DESC,"После того, как Вы соберёте все необходимые материалы для Пробуждения или Превосходства, Вам откроется доступ к битве в Комнате Испытаний в Зале героев.\nВ случае победы, Вам откроется доступ к Комнате Очищения, где Вы, используя золото, сможете пробудить или же повысить превосходсво героя."
GAME_GUIDE_0104,"Навыки, Умения"
GAME_GUIDE_0104_SUM,Улучшение свойств навыков поможет тебе стать сильнее! Отправляйся за книгами навыков в Темницу!
GAME_GUIDE_0104_001_TITLE,Что такое свойства навыков?
GAME_GUIDE_0104_001_DESC,"Вы можете улучить свойства каждого навыка. Чтобы улучить свойства, требуются различные книги навыков в соответствии с классов Героя и типом навыка."
GAME_GUIDE_0104_002_TITLE,Что такое Книги Навыков?
GAME_GUIDE_0104_002_DESC,"Книги Навыков это материал, используемый для улучшения Свойств Навыков. Есть 4 типа книг- новичок, опытный, специалист и мастер.\nКниги навыков можно получить в Темнице."
GAME_GUIDE_0105,Снаряжение
GAME_GUIDE_0105_SUM,Существует ранг и уровень для каждого снаряжения. Прочитайте информацию ниже!
GAME_GUIDE_0105_001_TITLE,Какие существуют виды снаряжений?
GAME_GUIDE_0105_001_DESC,"Снаряжения делятся на следующие виды: оружия, броня (доспехи, щиты и перчатки), украшения, сферы, реликвии и сокровища. Снаряжения доступны для установки героям."
GAME_GUIDE_0105_002_TITLE,Что такое ранг снаряжения?
GAME_GUIDE_0105_002_DESC,"Герои могут экипировать снаряжение, подходящее к их рангу.\n(T1: Уровень 1~20 / T2: Уровень 21~30 / T3: Уровень 31~40 и так далее)"
GAME_GUIDE_0105_003_TITLE,Что такое уровень снаряжения?
GAME_GUIDE_0105_003_DESC,"Есть 6 уровней всего: обычное, необычное, редкое, героическое, древнее и легендарное. Чем выше уровень, тем мощнее снаряжение."
GAME_GUIDE_0105_004_TITLE,Как я могу снимать и одевать снаряжение?
GAME_GUIDE_0105_004_DESC,"Выберите предмет и нажмите кнопку Надеть в окне Героя, или же нажмите кнопку Авто, чтобы экипировать снаряжение. Нажмите кнопку Снять, для того чтобы снять его."
GAME_GUIDE_0105_005_TITLE,Где я могу достать Легендарное снаряжение?
GAME_GUIDE_0105_005_DESC,"Вы можете получить легендарное снаряжение, проходя рейды или сражаясь в битвах 8-й и 9-й глав. В зависимости от типа и этапа рейда вы можете получить легендарное снаряжение с разными эффектами набора."
GAME_GUIDE_0106,Работа со снаряжением
GAME_GUIDE_0106_SUM,"Вы можете создать супер мощное оружие с помощью улучшения Снаряжения, пробуждения Снаряжения, улучшения свойств, зачарования и улучшения ранга."
GAME_GUIDE_0106_001_TITLE,Что такое улучшение Снаряжения?
GAME_GUIDE_0106_001_DESC,"Характеристики снаряжения можно повысить с помощью улучшения.\nДля улучшения выбранного снаряжения используйте золото. Чем выше качество снаряжения, тем выше макс. уровень улучшения."
GAME_GUIDE_0106_002_TITLE,Как я могу пробудить Снаряжение?
GAME_GUIDE_0106_002_DESC,"Используйте идентичное снаряжения в качестве материала, чтобы увеличить ★ снаряжения. Вы можете пробудить снаряжение максимально до 5★.\nКогда вы пробуждаете снаряжение, его характеристики увеличатся очень сильно.\nПосетите кузницу → улучшить снаряжение → пробудить снаряжение."
GAME_GUIDE_0106_003_TITLE,Что такое улучшение свойств?
GAME_GUIDE_0106_003_DESC,"Используйте Магический Порошок и Золото, чтобы улучшить свойство снаряжения.\nПосетите кузницу → улучшить снаряжение → улучшение свойств."
GAME_GUIDE_0106_004_TITLE,Что такое перешлифовка свойств?
GAME_GUIDE_0106_004_DESC,Вы можете изменить одно доп. свойство предмета снаряжения с помощью рубинов или билета на перековку.\nВыбранное свойство изменится случайным образом. После перековки вы не сможете менять остальные свойства этого предмета.\nПерековать снаряжение можно в кузнице: Улучшение снаряжения → Перековка снаряжения.\nПри перековке предмета снаряжения от П7 и выше возможно появление уже имеющегося у предмета свойства.\nПри перековке сокровищ изменить можно 2 доп. свойства.
GAME_GUIDE_0106_005_TITLE,Что такое Свитки Зачарования?
GAME_GUIDE_0106_005_DESC,"Используйте свиток зачарования и золото, чтобы добавить новое свойство к снаряжению.\nСвиток зачарования может быть получен в Рейде (Hard), Лиге Чести и различных событиях.\nПосетите кузницу → улучшить снаряжение → зачарование"
GAME_GUIDE_0106_006_TITLE,Что такое улучшения ранга?
GAME_GUIDE_0106_006_DESC,"Израсходуйте 5★ снаряжение, материалы для улучшения снаряжения, магический порошок и золото, чтобы улучшить ранг снаряжения.\nУлучшить снаряжения можно в кузнице с помощью функции «Улучшение ранга»."
GAME_GUIDE_0107,Специальное Оружие
GAME_GUIDE_0107_SUM,"Спец. оружие для вашего героя! Уникальное спец. оружие имеет спец. свойства, которые сделают вашего героя еще сильнее!"
GAME_GUIDE_0107_001_TITLE,Что такое Спец. Оружие?
GAME_GUIDE_0107_001_DESC,"Каждый Герой имеет спец. оружие с уникальными мощными свойствами, доступными только ему. Такое оружие называется Специальным."
GAME_GUIDE_0107_002_TITLE,Где я могу достать Спец. Оружие?
GAME_GUIDE_0107_002_DESC,"Используйте билет призыва спец. оружия или билет призыва спец. предметов, чтобы получить спец. оружие.\nВы также можете посетить магазин Лиги Победы и приобрести спец. оружие за Медали Победы, полученные на Арене."
GAME_GUIDE_0108,Реликвия
GAME_GUIDE_0108_SUM,"Добывайте Осколки Реликвии в Башне Вызова, чтобы восстановить их и получить Реликвию."
GAME_GUIDE_0108_001_TITLE,Что такое Реликвии?
GAME_GUIDE_0108_001_DESC,"Реликвия- спец. снаряжение, которое может быть использовано любыми героями, и содержащее уникальные свойства."
GAME_GUIDE_0108_002_TITLE,Где я могу получить Реликвии?
GAME_GUIDE_0108_002_DESC,"Реликвии можно получить с помощью восстановления Осколков Реликвии, полученных в Башне Вызова."
GAME_GUIDE_0108_003_TITLE,Как я могу экипировать Реликвию?
GAME_GUIDE_0108_003_DESC,"Потратьте 2,000,000 Золота, чтобы открыть ячейку Реликвии и затем экипировать Реликвию."
GAME_GUIDE_0109,Костюм
GAME_GUIDE_0109_SUM,Примерьте чудесные костюмы и получите различные дополнительные эффекты!
GAME_GUIDE_0109_001_TITLE,Где я могу получить костюмы?
GAME_GUIDE_0109_001_DESC,Костюмы могут быть приобретены за Рубины в Особом Магазине в разделе Костюмы.
GAME_GUIDE_0109_002_TITLE,Какие эффекты есть у костюмов?
GAME_GUIDE_0109_002_DESC,Вы можете получить спец. эффекты от ношения костюмов.\nПросто наличие у вас костюмов будет объединять накопленные эффекты.
GAME_GUIDE_0110,Гильдия
GAME_GUIDE_0110_SUM,Участвуйте вместе с другими игроками в специальных событиях для участников гильдий и получайте различные награды!
GAME_GUIDE_0110_001_TITLE,Что такое Гильдия?
GAME_GUIDE_0110_001_DESC,"Вы можете создать сообщество с другими игроками, чтобы получить доступ к уникальным преимуществам и контенту."
GAME_GUIDE_0110_002_TITLE,Как я могу открыть Гильдию?
GAME_GUIDE_0110_002_DESC,"Вы можете создать Гильдию, заплатив 3,000,000 Золота."
GAME_GUIDE_0110_003_TITLE,Как я могу вступить в Гильдию?
GAME_GUIDE_0110_003_DESC,"Найдите Гильдию в списке Гильдий или же воспользуйтесь поиском.\nВам потребуется разрешение руководителя Гильдии, чтобы вступить в Гильдию по запросу, или же вы можете вступить в открытые Гильдии без подтверждения."
GAME_GUIDE_0110_004_TITLE,Какие привилегии появятся у меня после вступления в Гильдию?
GAME_GUIDE_0110_004_DESC,"Вступив в гильдию, вы получите доступ к различным гильдейским положительным эффектам, а также сможете участвовать в рейдах гильдии и гильдейских завоеваниях.\nИспользуйте монеты гильдии для покупки товаров в магазине гильдии и магазине рейда гильдии."
GAME_GUIDE_0110_005_TITLE,Зачем нужно управление строительством?
GAME_GUIDE_0110_005_DESC,Оно нужно для повышения уровня зданий на территории гильдии.
GAME_GUIDE_0110_006_TITLE,Как повысить уровень зданий?
GAME_GUIDE_0110_006_DESC,"Глава гильдии может вкладывать очки строительных ресурсов 3 типов (дерева, камня и металла) в здания, которые нужно улучшить.\nКогда наберется достаточно очков, уровень здания можно будет повысить."
GAME_GUIDE_0110_007_TITLE,Где можно получить очки ресурсов?
GAME_GUIDE_0110_007_DESC,Очки ресурсов можно получить за участие в рейде гильдии и Гильдейском завоевании.\nВсе 3 типа очков ресурсов будут накапливаться в гильдии автоматически.
GAME_GUIDE_0110_008_TITLE,Зачем вообще повышать уровень зданий?
GAME_GUIDE_0110_008_DESC,"Шанс получения определённого эффекта каждого здания при повышении уровня.\nДиспетчерский центр: при повышении макс. Уровня, улучшаются навыки гильдии.\nМагазин гильдии: увеличение ассортимента продаваемых предметов.\nРейд гильдии: повышенная награда за участие в рейде гильдии и большее разнообразие наград, получаемых на определённых уровнях.\nГильдейское завоевание: большее количество очков ресурсов (дерево, камень и металл), необходимых для строительства."
GAME_GUIDE_0110_009_TITLE,Какие ожидают последстия в случае выхода из одной гильдии и присоединении к другой?
GAME_GUIDE_0110_009_DESC,"В зависимости от количества выходов из гильдии время ожидания для присоединения к другой гильдии, а также ограниченное время участия в гильдии может быть увеличено.\nУсловия идентичны при создании и повторном создании гильдии.\nЧерез 30 дней после нарушения, все ограничения обнуляются."
GAME_GUIDE_TITLE_02,Руководство Мэй: валюта в King's Raid
GAME_GUIDE_DESC_02,Узнайте все о различной валюте King's Raid!
GAME_GUIDE_0201,Золото
GAME_GUIDE_0201_SUM,Лучший способ получить много Золота- уничтожить монстров в Тайнике Древних Королей!
GAME_GUIDE_0201_001_TITLE,Зачем мне Золото?
GAME_GUIDE_0201_001_DESC,"Золото требуется для различных действий: приобретения товаров в магазине, улучшения и пробуждения снаряжения, а также очищения героев."
GAME_GUIDE_0201_002_TITLE,Как мне добыть Золото?
GAME_GUIDE_0201_002_DESC,"При прохождении Тайника Древних Королей или Карательной Битве, Вы можете получить большое количество золота."
GAME_GUIDE_0201_003_TITLE,Какой самый лучший вариант траты Золота?
GAME_GUIDE_0201_003_DESC,"В начале игры, улучшение снаряжения будет самым эффективным вариантов траты золота.\nПробуждение Снаряжения и Улучшение Свойств требуют очень много золота, так что вам придется копить его."
GAME_GUIDE_0202,Рубины
GAME_GUIDE_0202_SUM,Есть столько вариантов получить Рубины!
GAME_GUIDE_0202_001_TITLE,Зачем мне нужны Рубины?
GAME_GUIDE_0202_001_DESC,"Рубины используются для покупки различных предметов и прочего, например: герои из особого магазина, билеты призыва спец. предметов, расширение инвентаря, перешлифовка свойств, ключи от спец. подземелий, множители трофеев."
GAME_GUIDE_0202_002_TITLE,Где я могу достать Рубины?
GAME_GUIDE_0202_002_DESC,"Вы можете приобрести рубины или наборы с рубинами в Особом Магазине.\nИли вы можете принять участие в ежедневных заданиям, еженедельных заданиях, битвах с мировыми боссами, битвах на арене (Лига Победы), чтобы получить награды.\nПри установке и наполнении рубиновой колбы, Вы также сможете приобрести рубины."
GAME_GUIDE_0202_003_TITLE,Расскажи больше о Рубинах.
GAME_GUIDE_0202_003_DESC,"Ежедневный набор Рубинов в Особом Магазине является одним из наиболее эффективным в плане цены наборе, и вы можете получить много рубинов за небольшую цену.\nМировые Боссы и Арена дадут вам Рубины каждый сезон в соответствии с вашим рангом. Победа над Боссами в Рейда Гильдии- это еще один вариант получить рубины."
GAME_GUIDE_0203,Мили
GAME_GUIDE_0203_SUM,В Особом Магазине вы сможете приобрести Билеты призыва спец. оружия!
GAME_GUIDE_0203_001_TITLE,Зачем мне нужны Мили?
GAME_GUIDE_0203_001_DESC,"Вы можете приобрести Билет на спецоружие, Билет на спец. сокровище и очки свойств превосходства (5 ОП) в Особом Магазине."
GAME_GUIDE_0203_002_TITLE,Как мне получить Мили?
GAME_GUIDE_0203_002_DESC,"Покупайте предметы в Особом магазине за рубины (герои, костюмы, и призыва спец. предметов)."
GAME_GUIDE_0203_003_TITLE,Что такое Билет призыва Спец. Оружия?
GAME_GUIDE_0203_003_DESC,"В момент использования билета, вы сможете выбрать одно спец. оружие, исключая спец. оружие НИП-героев."
GAME_GUIDE_0204,Драконьи Монеты
GAME_GUIDE_0204_SUM,"Рейды на Драконов не только дадут вам возможность получить Легендарное снаряжение, но и Драконьи Монеты."
GAME_GUIDE_0204_001_TITLE,Зачем мне нужны Драконьи Монеты?
GAME_GUIDE_0204_001_DESC,"Используйте Драконьи Монеты в магазине Кузницы для приобретения Легендарного снаряжения,\nили же подарков для НИП-героев, чтобы улучшить уровень дружбы."
GAME_GUIDE_0204_002_TITLE,Где я могу достать Драконьи Монеты?
GAME_GUIDE_0204_002_DESC,"Драконьи монеты выдаются за зачистку Рейда на Драконов.\nЧем больше членов вашей группы, тем больше Драконьих монет вы получите, и также чем выше уровень Дракона, тем больше монет вы заработаете."
GAME_GUIDE_0205,Медаль Победы
GAME_GUIDE_0205_SUM,Участвуйте в Лиге Победы и получайте Спец. Оружие!
GAME_GUIDE_0205_001_TITLE,Зачем мне нужны Медали Победы?
GAME_GUIDE_0205_001_DESC,С помощью Медалей Победы вы можете приобрести любое спец. оружие за исключением оружия для новых героев.
GAME_GUIDE_0205_002_TITLE,Где я могу получить эти Медали Победы?
GAME_GUIDE_0205_002_DESC,Медали Победы выдаются как ежедневные награды и награды за Сезон в соответствии с вашим рангом в Лиге Победы.
GAME_GUIDE_0205_003_TITLE,Какой вариант использования Медалей Победы будет самым лучшим?
GAME_GUIDE_0205_003_DESC,"Дарите подарки Гладу на Арене для улучшения уровня дружбы и найма его в качестве вашего героя.\nПосле вступления Глада в вашу команду, у Вас появится 10% скидка в магазине Лиги Победы."
GAME_GUIDE_0206,Медаль Части
GAME_GUIDE_0206_SUM,Вы можете запрещать героев вашего оппонента в Лиге Чести.
GAME_GUIDE_0206_001_TITLE,Зачем мне нужны Медали Чести?
GAME_GUIDE_0206_001_DESC,"Используйте Медали Чести, чтобы приобретать фрагменты, эссенции, и свитки зачарования в Магазине Лиги Чести."
GAME_GUIDE_0206_002_TITLE,Где я могу получить эти Медали Чести?
GAME_GUIDE_0206_002_DESC,"Вы можете получить их в Лиге Чести. Чтобы принять участие в данной Лиге, вы должны обладать более чем 12 героями."
GAME_GUIDE_0207,Гильдийская Монета
GAME_GUIDE_0207_SUM,"Вступите в Гильдию и используйте выносливость, чтобы получать Гильдийский Монеты."
GAME_GUIDE_0207_001_TITLE,Зачем мне нужны Гильдийские Монеты?
GAME_GUIDE_0207_001_DESC,"Монеты требуются для приобретения зелий выносливости, мистических фрагментов и легендарного снаряжения в магазине Гильдии."
GAME_GUIDE_0207_002_TITLE,Где я могу получить эти Гильдийские Монеты?
GAME_GUIDE_0207_002_DESC,"Вы можете получить Гильдийские монеты путём участия в Рейдах Гильдии, зачистке Рейдов Гильдии или трате Выносливости (максимум 1,000 Гильдийских монет)."
GAME_GUIDE_0207_003_TITLE,Когда товары будут добавлены в секцию Рейда Гильдии из Магазина Гильдии?
GAME_GUIDE_0207_003_DESC,"Когда вы побеждаете Босса в Рейде Гильдии, вы можете приобрести товары из секции Рейд Гильдии в Магазине Гильдии."
GAME_GUIDE_0208,Кристаллическая Сила
GAME_GUIDE_0208_SUM,"Бейтесь с мировыми боссами, чтобы получить реликвии."
GAME_GUIDE_0208_001_TITLE,Зачем мне нужна Кристаллическая Сила?
GAME_GUIDE_0208_001_DESC,Вы можете обменять Кристаллическую Силы на Реликвию или Руну в Магазине Замка Орвел.
GAME_GUIDE_0208_002_TITLE,Как я могу получить Кристаллическую Силу?
GAME_GUIDE_0208_002_DESC,"Участвуйте в боях с Мировыми Боссами, для получения награды участника, сезонную награду в рейтинге убийства Мировых Боссов."
GAME_GUIDE_TITLE_03,Энциклопедия King's Raid от Филлопа
GAME_GUIDE_DESC_03,Пошаговое руководство для начинающих игроков.
GAME_GUIDE_0301,Тайник Древних Королей
GAME_GUIDE_0301_SUM,"Под Королевством Орвел находятся огромные залежи золота. Но чтобы получить это золото, вам предстоит победить сильных монстров."
GAME_GUIDE_0301_001_TITLE,Что такое Тайник Древних Королей?
GAME_GUIDE_0301_001_DESC,Тайник Древних Королей- подземелье под Королевством Орвел. Победите различных монстров и получите множество золота.\nКоличество входов в день ограничено и невозможно перезарядить входы с помощью Рубинов.
GAME_GUIDE_0301_002_TITLE,Что я могу получить на дальнейших этажах?
GAME_GUIDE_0301_002_DESC,"Вы можете получить больше Золота с высших этажей. Но чем выше этаж, тем сильнее монстры!"
GAME_GUIDE_0302,Темница
GAME_GUIDE_0302_SUM,"Вам нужно будет получить книги навыков из Темницы, чтобы улучшить навыки героев."
GAME_GUIDE_0302_001_TITLE,Что такое Темница?
GAME_GUIDE_0302_001_DESC,"Темница- подземелье, которое полнится различными монстрами. После прохождения Темницы, вы можете получить Книги Навыков согласно классу героя."
GAME_GUIDE_0302_002_TITLE,Зачем мне нужны Книги Навыков?
GAME_GUIDE_0302_002_DESC,Книги Навыков требуются для улучшения Свойств Навыков. Вам требуются различные типы Книг Навыков для каждого класса и умения.
GAME_GUIDE_0302_003_TITLE,Почему существуют различные уровни Книг Навыков?
GAME_GUIDE_0302_003_DESC,"Существует 4 различных уровня ценности Книг навыков: Новичок, Опытный, Специалист, Мастер.\nНовичок ▶Вы можете выучить первое свойство навыка\nОпытный ▶Вы можете выучить второе свойство навыка\nСпециалист ▶Вы можете выучить третье свойство навыка\nМастер ▶Вы можете выучить четвертое свойство навыка"
GAME_GUIDE_0302_004_TITLE,"Мои атаки кажутся мне такими слабыми, когда я сражаюсь с монстрами. Может, мне не хватает силы?"
GAME_GUIDE_0302_004_DESC,"Некоторые монстры в зонах 2 и 3 невосприимчивы к физическим или магическим атакам. Не забывай проверять, обладают ли противники иммунитетом к физ. урону или маг. урону."
GAME_GUIDE_0302_005_TITLE,Как я могу получить Книги Навыков для определенного класса?
GAME_GUIDE_0302_005_DESC,В каждой зоне Темницы находятся соответствующие классовые книги навыков. Не забудьте проверить какие именно книги навыков Вы сможете приобрести в той или иной зоне!
GAME_GUIDE_0303,Рейд на Дракона
GAME_GUIDE_0303_SUM,Соберите силы и победите Дракона- добудьте легендарное снаряжение!
GAME_GUIDE_0303_001_TITLE,Что такое Рейд на Дракона?
GAME_GUIDE_0303_001_DESC,"Рейд на Дракона- режим битвы, в котором вы можете собрать группу из 2-3 игроков, и сразиться вместе против Дракона в реальном времени.\nЛегендарное снаряжение с мощными свойствами сета может быть получено в качестве награды, а это именно то, что нужно вашим героям!"
GAME_GUIDE_0303_002_TITLE,Какие типы Драконов существуют?
GAME_GUIDE_0303_002_DESC,"Существует всего 4 типа Драконов: Огненный, Ледяной, Ядовитый, Темный.\nОгненный Дракон использует различную магию на расстоянии. Ледяной Дракон использует заклинания контроля. Ядовитый Дракон призывает червей и других приспешников, чтобы атаковать вас. Темный Дракон наносит меньше урона на расстоянии."
GAME_GUIDE_0303_003_TITLE,Какие награды я смогу получить?
GAME_GUIDE_0303_003_DESC,"В качестве награды вы можете получить магические кристаллы, золото, драконьи монеты и легендарное снаряжение. В зависимости от типа рейда каждый комплект легендарного снаряжения имеет различные эффекты.\nОгненный дракон ▶ повышение шанса крит. удара\nЛедяной дракон ▶ повышение макс. ОЗ\nЯдовитый дракон ▶ повышение отпора крит. удару\nЧерный дракон ▶ повышение восстановления маны при АТК"
GAME_GUIDE_0303_004_TITLE,Что такое Рейд на Дракона- Hard Mode?
GAME_GUIDE_0303_004_DESC,"Вы можете войти в Рейд на Дракона Hard Mode после прохождения T7 уровня (или выше) Рейда на Дракона.\nHard Mode не только включает в себя Легендарное Снаряжение, но также Свитки Зачарования, чтобы сделать ваше снаряжение еще сильнее."
GAME_GUIDE_0303_005_TITLE,Что такое Драконья Монета?
GAME_GUIDE_0303_005_DESC,"Драконьи Монеты используются для совершения покупок в Магазине Рейда.\nВы можете получить Драконьи Монеты каждый раз при победе над Драконом. Победите высокоуровневых Драконов, или же создайте группу с другими игроками, чтобы получить больше Драконьих Монет."
GAME_GUIDE_0303_005_DESC_BACK_UP,"Драконьи Монеты используются для совершения покупок в Магазине Рейда.\nВы можете получить Драконьи Монеты каждый раз при победе над Драконом. Победите высокоуровневых Драконов, или же создайте группу с другими игроками, чтобы получить больше Драконьих Монет."
GAME_GUIDE_0304,Рейд Вызова
GAME_GUIDE_0304_SUM,"Вы никогда не знаете, что готовит вам Рейд Вызова."
GAME_GUIDE_0304_001_TITLE,Что такое Рейд Вызова?
GAME_GUIDE_0304_001_DESC,"Рейд Вызова это битва, предлагающая различные награды и правила каждый сезон, не имеет какой-то периодичности.\nСуществуют различные правила для соло/групповой игры, или же по запрету определенных героев или классов."
GAME_GUIDE_0304_002_TITLE,Монстры Рейда Вызова слишком сильны!
GAME_GUIDE_0304_002_DESC,"Также как и в прочих Рейдах, вы можете ознакомиться с навыками монстров в информации о Боссе.\nСоберите подходящую группу и вы со всем справитесь!"
GAME_GUIDE_0305,Рейд Гильдии
GAME_GUIDE_0305_SUM,"Если вы не состоите в Гильдии, вы не сможете принять участие в Рейде Гильдии и также не сможете получить награды за Рейд Гильдии."
GAME_GUIDE_0305_001_TITLE,Что такое Рейд Гильдии?
GAME_GUIDE_0305_001_DESC,"Рейд Гильдии является битвой, в которой вы можете скооперироваться с другими членами Гильдии, чтобы победить босса.\nПобедите сильных Рейдовых Боссов и получите награды."
GAME_GUIDE_0305_002_TITLE,Я могу принять участие в Рейде Гильдии?
GAME_GUIDE_0305_002_DESC,"Во-первых, Вы должны быть членом Гильдии.\nЕсли руководитель Гильдии открыл Рейд Гильдии, все члены Гильдии могут поочерёдно принять в нём участие.\nОднако, при смене Гильдии, в зависимости от нарушения, участие в Рейде Гильдии может быть недоступно."
GAME_GUIDE_0305_003_TITLE,С какими монстрами я могу столкнуться в Рейде Гильдии?
GAME_GUIDE_0305_003_DESC,"Порядок появления монстров и их сила зависят от уровня сложности рейда гильдии, установленного главой гильдии. На странице данных о рейде гильдии можно подробнее узнать о навыках босса и наградах рейда."
GAME_GUIDE_0305_004_TITLE,Какие награды я могу получить в Рейде Гильдии?
GAME_GUIDE_0305_004_DESC,"За каждую победу над боссом-монстром вы можете получить рубины, золото, монеты гильдии и руны. \nТакже в разделе магазина гильдии, посвященном рейду гильдии, можно найти случайные предметы, такие как книги навыков и фрагменты."
GAME_GUIDE_0306,Мировой Босс
GAME_GUIDE_0306_SUM,"Помните, что в битве с Мировым Боссом могут принимать участие до 8 героев. Вы можете контролировать 4 героев вручную, но другие 4о будут биться автоматически."
GAME_GUIDE_0306_001_TITLE,Что такое Мировой Босс?
GAME_GUIDE_0306_001_DESC,"Бой с мировым боссом - это битва нескольких пользователей с одним монстром. Вы можете получить награды за еженедельный рейтинг сервера, еженедельный мировой рейтинг и межсерверный рейтинг, в зависимости от нанесённого личного урона."
GAME_GUIDE_0306_002_TITLE,Какие награды можно получить за битву с мировым боссом?
GAME_GUIDE_0306_002_DESC,"Участвуя в битве с мировым боссом, вы сможете получить сундук мирового босса, в котором содержатся разнообразные случайные награды, включая кристаллическую силу и билет на случайное спец. оружие."
GAME_GUIDE_0306_003_TITLE,Что я должен делать в битвах с Мировыми Боссами?
GAME_GUIDE_0306_003_DESC,"Горная Крепость более восприимчив к Магич. атакам, Профиан- к Физическим атакам, а Занаду - к атакам по местности. Когда Вы формируете группу, будьте аккуратны при выборе героев с определённым типом атаки. Вы также сможете найти больше информации о боссах на странице данных о боссе."
GAME_GUIDE_0306_004_TITLE,Когда я могу принять участие?
GAME_GUIDE_0306_004_DESC,При прохождении локации 5-21 Вы можете принять участие в битве с Мировым Боссом.
GAME_GUIDE_0307,Лига Победы
GAME_GUIDE_0307_SUM,"В Лиге Победы игроки соревнуются друг с другом, чтобы получить больше наград и выше ранг."
GAME_GUIDE_0307_001_TITLE,Что такое Лига Победы?
GAME_GUIDE_0307_001_DESC,"Лига Чести- PVP битва в реальном времени, где вы можете биться против других игроков.\nСоздайте группу из 4 Героев и сражайтесь с другими игроками такого же ранга и уровня лиги."
GAME_GUIDE_0307_002_TITLE,Мой противник из Лиги Победы находится вне сети.
GAME_GUIDE_0307_002_DESC,"Если нет подходящих оппонентов, и ваш ранг находится ниже Платинового уровня, вы будете биться против бота."
GAME_GUIDE_0307_003_TITLE,Какие награды я могу получить?
