KEY,"German"
LOADING_TEXT_HERO_INTRO_TITLE2,"Priesterin des Lichts\nFrey"
LOADING_TEXT_HERO_INTRO_COMMENT2,"Auf keinen Fall! Das Leben ist ein Segen.\nIch werde sie vor dem\nDunklen Lord beschützen!"
LOADING_TEXT_HERO_INTRO_TITLE3,"Zauberin des Fegefeuers\nCleo"
LOADING_TEXT_HERO_INTRO_COMMENT3,"Geh' zur Seite, Kasel. Ich brenn' sie mit meinem Feuer nieder."
LOADING_TEXT_HERO_INTRO_TITLE4,"Der flinke Assassine\nRoi"
LOADING_TEXT_HERO_INTRO_COMMENT4,"Ich tu' nur meine Arbeit."
LOADING_TEXT_HERO_INTRO_TITLE5,"Barbar der gefrorenen Länder\nGau"
LOADING_TEXT_HERO_INTRO_COMMENT5,"Wenn wir schon dabei sind,\nkann ich deine Fähigkeiten zur Probe stellen?"
LOADING_TEXT_HERO_INTRO_TITLE6,"Der Zwergenkönig\nPhillop"
LOADING_TEXT_HERO_INTRO_TITLE7,"Jäger mit der Handkanone\nLakrak"
LOADING_TEXT_HERO_INTRO_COMMENT7,"Du willst also kämpfen, häh? Kekeke.\nIch bin nicht wie die anderen Goblins...\nDann trau dich!"
LOADING_TEXT_HERO_INTRO_TITLE8,"Der Blitzschamane\nKaulah"
LOADING_TEXT_HERO_INTRO_COMMENT8,"Argh.. Ich werde hier nicht sterben!\nNiemals werde ich mein Stamm aufgeben!\nGeister, gebt mir Kraft!"
LOADING_TEXT_HERO_INTRO_TITLE9,"Bezauberndes Dämon\nEpis"
LOADING_TEXT_HERO_INTRO_COMMENT9,"Hehe, du siehst so lecker aus!\nIch kann es kaum erwarten, dich in Stücke zu hacken."
LOADING_TEXT_HERO_INTRO_TITLE10,"Windschneide-Pfeil\nSelene"
LOADING_TEXT_HERO_INTRO_COMMENT10,"Zieh dein Schwert.\nWir sind die Waldelfen.\nWir sind nicht so feige, dass wir Unbewaffneten in den Rücken schießen würden."
LOADING_TEXT_HERO_INTRO_TITLE11,"Gefallene Hexe\nMaria"
LOADING_TEXT_HERO_INTRO_TITLE12,"Verfluchte Piratenkaiserin\nMiruru"
LOADING_TEXT_HERO_INTRO_TITLE13,"Großgelehrte Elidorans\nLorraine"
LOADING_TEXT_HERO_INTRO_TITLE14,"Tapferer Bestienmeister\nMaya"
LOADING_TEXT_HERO_INTRO_TITLE15,"Ritter der eisernen Verteidigung\nClause"
LOADING_TEXT_HERO_INTRO_COMMENT15,"Gut gesagt, Kasel. Ich werde euch alle beschützen!"
LOADING_TEXT_HERO_INTRO_TITLE16,"Geistiger Führer\nRephy"
LOADING_TEXT_HERO_INTRO_TITLE17,"Schattenjäger\nDimael"
LOADING_TEXT_HERO_INTRO_TITLE18,"Der Blitz\nReina"
LOADING_TEXT_HERO_INTRO_TITLE19,"Eisdrachen-Magier\nPavel"
LOADING_TEXT_HERO_INTRO_TITLE20,"Festung aus Stahl\nDemia"
LOADING_TEXT_HERO_INTRO_TITLE21,"Kämpfer des Windes\nNaila"
LOADING_TEXT_HERO_INTRO_TITLE22,"Scharfschütze des Blizzards\nRodina"
LOADING_TEXT_HERO_INTRO_TITLE23,"Teufels Flamme\nMorrah"
LOADING_TEXT_HERO_INTRO_TITLE24,"Heiliger Grobian\nBaudouin"
LOADING_TEXT_HERO_INTRO_TITLE25,"Alabaster-Leiche\nJane"
LOADING_TEXT_HERO_INTRO_TITLE26,"Violette Prinzessin\nAisha"
LOADING_TEXT_HERO_INTRO_TITLE27,"Ewiger Schreiber\nLeo"
LOADING_TEXT_HERO_INTRO_TITLE28,"Flatternde Klinge\nFluss"
LOADING_TEXT_HERO_INTRO_TITLE29,"Kind des Mondlichts\nLuna"
LOADING_TEXT_HERO_INTRO_TITLE30,"Heilige Wasserpriesterin\nLaias"
LOADING_TEXT_HERO_INTRO_TITLE31,"Pfeil der Reinheit\nArch"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY1,"Zauberin des Fegefeuers"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY2,"Cleo"
LOADING_TEXT_HERO_INTRO_TITLE32,"Königsblut\nLewisia"
LOADING_TEXT_HERO_INTRO_TITLE33,"Dimensionsschneider\nNyx"
LOADING_TEXT_HERO_INTRO_TITLE34,"Königliche Technomagierin\nAnnette"
LOADING_TEXT_HERO_INTRO_TITLE35,"Der silberne Schlachtwolf\nMitra"
LOADING_TEXT_HERO_INTRO_TITLE36,"Luas Richter\nRicardo"
LOADING_TEXT_HERO_INTRO_TITLE37,"Die Klinge der Stille\nTanya"
LOADING_TEXT_HERO_INTRO_TITLE38,"Verfluchtes Blut\nEzekiel"
LOADING_TEXT_HERO_INTRO_TITLE39,"Cassandra\n der verführerischen Winde"
LOADING_TEXT_HERO_INTRO_TITLE40,"Königsritter\nTheo"
LOADING_TEXT_HERO_INTRO_TITLE41,"Gefährlicher Doktor\nMediana"
LOADING_TEXT_HERO_INTRO_TITLE42,"Oddy,\nUhrenmacher des ewigen Lebens"
LOADING_TEXT_HERO_INTRO_TITLE43,"Dämonenverschlinger\nViska"
LOADING_TEXT_HERO_INTRO_TITLE44,"Zofe aus Stahl\nPriscilla"
LOADING_TEXT_HERO_INTRO_TITLE45,"Drachentöterin nYanne"
LOADING_TEXT_HERO_INTRO_TITLE46,"Prinz der Sandstürme\nZafir"
LOADING_TEXT_HERO_INTRO_TITLE47,"Mysteriöse Schneiderin\nYuria"
LOADING_TEXT_HERO_INTRO_TITLE49,"Schicksals-Wegfinderin\nOphelia"
LOADING_TEXT_HERO_INTRO_TITLE50,"Gifthändlerin\nRequina"
LOADING_TEXT_HERO_INTRO_TITLE51,"Wächterin der Sonne\nAselica"
LOADING_TEXT_HERO_INTRO_TITLE52,"Die strafende Kugel\nCrow"
LOADING_TEXT_HERO_INTRO_TITLE53,"Das Gefäß der Flüche\nShamilla"
LOADING_TEXT_HERO_INTRO_TITLE54,"Niedlicher Böser Geist\nLavril"
LOADING_TEXT_HERO_INTRO_TITLE55,"Schatten des Abgrunds\nSeria"
LOADING_TEXT_HERO_INTRO_TITLE56,"Endloser Durst\nErze"
LOADING_TEXT_HERO_INTRO_TITLE57,"Die Tochter von Sturm und See\nLilia"
LOADING_TEXT_HERO_INTRO_TITLE58,"Tänzerin der Oase\nLaudia"
LOADING_TEXT_HERO_INTRO_TITLE59,"Heiliger des Segens\nLucias"
LOADING_TEXT_HERO_INTRO_TITLE60,"Inquisitorin von Blut und Eisen\nChrisha"
LOADING_TEXT_HERO_INTRO_TITLE61,"Obsidian Arroganz\nNeraxis"
LOADING_TEXT_HERO_INTRO_TITLE62,"Hoffnungsschimmer\nScarlet"
LOADING_TEXT_HERO_INTRO_TITLE63,"Blauer Orkan\nSonia"
LOADING_TEXT_HERO_INTRO_TITLE64,"Herrscherin des Lichts\nArtemia"
LOADING_TEXT_HERO_INTRO_TITLE65,"Zofe der Blauen\nMirianne"
LOADING_TEXT_HERO_INTRO_TITLE66,"Arie der Fantasie\nShea"
LOADING_TEXT_HERO_INTRO_TITLE67,"Der Inbegriff antiker Technomagie\nKara"
LOADING_TEXT_HERO_INTRO_TITLE68,"Dunkelheit verschlingenden Augen\nNia"
LOADING_TEXT_HERO_INTRO_TITLE69,"Der Illusionsspieler\nEsker"
LOADING_TEXT_HERO_INTRO_TITLE70,"Roter Wind der Gerechtigkeit\nCecilia"
LOADING_TEXT_HERO_INTRO_TITLE73,"Typ. 0\nChase"
LOADING_TEXT_HERO_INTRO_TITLE75,"Weiser Mann vom See\nDakaris"
LOADING_TEXT_HERO_INTRO_TITLE78,"Verwüsterschwert\nBernheim"
LOADING_TEXT_HERO_INTRO_TITLE87,"Schild des Imperiums\nGlenwys"
LOADING_TEXT_HERO_INTRO_TITLE90,"Das Mädchen, was von Reichtümern träumt\nMay"
LOADING_TEXT_HERO_INTRO_TITLE91,"Arenabiest\nGladi"
LOADING_TEXT_HERO_INTRO_TITLE92,"Das Auge der Einsicht\nVeronica"
LOADING_TEXT_HERO_INTRO_TITLE93,"Der Torwächter des Vertrauens\nLoman"
LOADING_TEXT_HERO_INTRO_TITLE94,"Die Köchin der Helden\nJuno"
LOADING_TEXT_HERO_INTRO_TITLE95,"Grausame Kerkermeisterin\nNicky"
LOADING_TEXT_HERO_INTRO_TITLE96,"Wind der Reinheit\nDosarta"
LOADING_TEXT_TIP_1,"Die Ausdauer erholt sich mit der Zeit."
LOADING_TEXT_TIP_2,"Du erhälst Rubine für die erstmalige Klärung von Kampfgebieten."
LOADING_TEXT_TIP_3,"Pro Tag werden 3 Kerkerschlüssel aufgefrischt."
LOADING_TEXT_TIP_4,"Du erhälst Team-EP durch den Kauf von Helden, Helden-Upgrades und Schlachten."
LOADING_TEXT_TIP_5,"Der Wert und die Leistung von Ausrüstung steigt abhängig von ihrem Grad: Gewöhnlich zu Selten, Rar, Heroisch und Legendär."
LOADING_TEXT_TIP_6,"Je mehr Sterne eine Ausrüstung hat, desto wertvoller und leistungsfähiger wird sie."
LOADING_TEXT_TIP_7,"Zerlege Ausrüstung, um Magisches Pulver zu erhalten, womit du deine Ausrüstungsoptionen verstärken kannst."
LOADING_TEXT_TIP_8,"Wenn du zwei oder mehr von derselben Ausrüstung besitzt, probier Ausrüstung Erwecken aus, um ihre Sternenwertung zu erhöhen."
LOADING_TEXT_TIP_9,"Das maximale Upgrade-Level eines Items wird von seinem Grad bestimmt."
LOADING_TEXT_TIP_10,"Wenn du deine Ausrüstungs-Option verstärkst, steigen die Werte der Option."
LOADING_TEXT_TIP_11,"Einzigartige Waffen können dem Heldenlevel entsprechend verstärkt werden."
LOADING_TEXT_TIP_12,"Sobald du das Tor zum Raum der Prüfungen öffnest, bleibt es solange offen, bis du die Prüfung bestehst."
LOADING_TEXT_TIP_13,"Der beste Weg, um an Skill-Bücher zu kommen, ist der Kerker."
LOADING_TEXT_TIP_14,"Pro Tag werden 3 Kaiserliche Kammerschlüssel aufgefrischt."
LOADING_TEXT_TIP_15,"Du kannst viel Gold aus der Kaiserlichen Kammer erbeuten."
LOADING_TEXT_TIP_16,"Du kannst die Kampfeinstellungen in den Spieleinstellungen im Menü „Anderes“ ändern."
LOADING_TEXT_BROADCAST_WAITING,"Stream wird vorbereitet.\nBitte warten!"
LOADING_TEXT_HERO_CONTENT_LEVELUP,"Dein Level steigt, je mehr Kampfgebiete du besiegst\nund EP erhälst. Aber bedenke, dass du\nkeine Belohnungen erhälst, wenn du Schlachten verlierst."
LOADING_TEXT_HERO_CONTENT_SKILL,"Alle Helden in King's Raid können 4 Skills erlernen."
LOADING_TEXT_HERO_CONTENT_SKILL2,"Aktive Skills verbrauchen Manapunkte."
LOADING_TEXT_HERO_CONTENT_SKILL4,"Passive Skills sind Effekte, die während einer Schlacht kontinuierlich wirken."
LOADING_TEXT_HERO_AWAKENING2,"Die Kostümveränderung hat die Werte deutlich\nerhöht! Erweckungen können bis zu ★5 vorgenommen werden!"
LOADING_TEXT_HERO_EQUIP_ENHANCE,"Verstärke deine Ausrüstung mit unnötigen Items als Material!\nMax Lv. 3 (Gewöhnlich), Lv. 5 (Selten), Lv. 10 (Rar), Lv. 15 (Heroisch), Lv. 20 (Legendär)."
LOADING_TEXT_HERO_SKILL,"Du kannst die Skill-Level von Helden jederzeit mit Gold erhöhen.\nDie Skill-Level können die Helden-Level nicht überschreiten (max. Level 100).\nVergiss also nicht, die Skill-Level regelmäßig zu erhöhen!"
LOADING_TEXT_DIFFICULTY,"Jedes Kampfgebiet auf der Weltkarte bietet 3 Hardkeitsgrade: Einfach, Normal und Hard."
