KEY,"English"
MONTHLYHERO_SHEA_BIRTHDAY_DESC,"Shea has always been too shy to perform in front of a crowd. And this year, she decides to do some street performing in the plaza to mark her 16th birthday."
MONTHLYHERO_NICKY_BIRTHDAY_DESC,"In the dead of night, what is happening in the Arena underground?"
MONTHLYHERO_YANNE_BIRTHDAY_DESC,"For her birthday, Yanne decides to show people her culinary talent. She presents delicacies made with gourmet ingredients that she obtained from the hunt."
MONTHLYHERO_SERIA_BIRTHDAY_TITLE,"- Nightmare -"
MONTHLYHERO_ERZE_BIRTHDAY_TITLE,"- Bloody Cake -"
MONTHLYHERO_OPHELIA_BIRTHDAY_TITLE,"- Treasure in the Forest -"
MONTHLYHERO_CROW_BIRTHDAY_TITLE,"- Hell's Kitchen -"
MONTHLYHERO_LAIAS_BIRTHDAY_TITLE,"~ The 2nd War of the Shrine of Flow ~"
MONTHLYHERO_SELENE_BIRTHDAY_TITLE,"- A Short Break -"
MONTHLYHERO_MARIA_BIRTHDAY_TITLE,"- Double Celebration -"
MONTHLYHERO_ZAFIR_BIRTHDAY_TITLE,"- A Gift from Hoabis -"
MONTHLYHERO_SERIA_BIRTHDAY_DESC,"Seria was lost in memories, and her sister comes to celebrate her birthday."
MONTHLYHERO_ERZE_BIRTHDAY_DESC,"Erze receives sweet blood as a present, but she never satisfies."
MONTHLYHERO_OPHELIA_BIRTHDAY_DESC,"Ophelia is heading to the mystical forest with Esker. Where is Esker taking her with such an impish smile?"
MONTHLYHERO_CROW_BIRTHDAY_DESC,"Mitra and Pansirone are trying to bake a birthday cake for Crow's birthday. Will they be able to make the cake without any trouble?"
MONTHLYHERO_LAIAS_BIRTHDAY_DESC,"Lilia and Neraxis form an alliance for Laias's birthday. What will happen this year?"
MONTHLYHERO_SELENE_BIRTHDAY_DESC,"The denizens of the forest gather to celebrate the Princess's birthday, and an unexpected guest comes to join them."
MONTHLYHERO_MARIA_BIRTHDAY_DESC,"Morrah prepares a small birthday present for Maria. However, Maria gets angry at Morrah after receiving the present."
MONTHLYHERO_ZAFIR_BIRTHDAY_DESC,"Hoabis prepared something for Zafir's birthday on the day they arrived at Orvel!"
