KEY,Japanese
HERO_STAT.STATE_FULLY_AWAKEN,覚醒MAX
HERO_STAT.STATE_FULLY_TRANSCENDED,超越MAX
DUNGEON_DIFFICULTY_TYPE.EASY,EASY
DUNGEON_DIFFICULTY_TYPE.NORMAL,NORMAL
DUNGEON_DIFFICULTY_TYPE.HARD,HARD
DUNGEON_DIFFICULTY_TYPE.HELL,HELL
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,{1}章{2}ステージクリア必要
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,{1}章{2}ステージクリア必要
NODE_FUNCTION.NOT_READY,現在、準備中のコンテンツです。
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,残り{3}分
RUNE.EQUIP_INFO_TAKEOFF,解除
RUNE.RUNE_ALERT_SELECT_EQUIP,ルーンを装着する装備を選んでください。
RUNE.RUNE_EQUIP_ASK_MESSAGE,このスロットにルーンを装着しますか？
RUNE.RUNE_EQUIP_ASK_TITLE,ルーン装着
RUNE.RUNE_STAT,ルーン効果
RUNE.RUNE_TYPE_ACCESSORY_ONLY,装身具専用ルーン
RUNE.RUNE_TYPE_ARMOR_ONLY,防具専用ルーン
RUNE.RUNE_TYPE_WEAPON_ONLY,武器専用ルーン
RUNE.RUNE_WEAPON_ARMOR,武器、防具専用ルーン
RUNE.RUNE_WEAPON_SECONDGEAR,武器、補助装備専用ルーン
RUNE.RUNE_ARMOR_SECONDGEAR,防具、補助装備専用ルーン
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,武器、防具、補助装備専用ルーン
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,ルーンを取り除きますか？\n(ルーンを取り除くと、ルーンは破壊されます)
RUNE.RUNE_UNEQUIP_ASK_TITLE,ルーン保存
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,空きスロットがありません。\nルーンを取り除いてから装着してください。
RUNE.RUNE_PRESERVE_ASK_MESSAGE,{1}ルビーを消費して\nこのスロットのルーンを保存しますか？
ITEM.COMMON_GROWTH_REWARD_COUNT,所持：{1}
ITEM.BOOSTER_END_DURATION_TIME,残り時間：{1}時間{2}分
ITEM.BOOSTER_END_MESSAGE,時間切れのため、ブースト効果が終了されました。
BATTLE.AUTO_BUTTON_DISABLED,ステージをクリアするとAUTOが有効になります。
BATTLE.CANNOT_REMOVE_FORCED_HERO,このダンジョンではその英雄をパーティから外せません
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,(無償)
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,(30日間、毎日ログイン時)
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,(無償)
PAY_SHOP.BUY_GEM_DAY_BONUS,({1}日目ボーナス)
PAY_SHOP.RUBY_MONTHLY_BENEFIT,{1}日間、ログイン時に\n{2}ルビーGET！ボーナス\n付きで計{3}ルビーGET！
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,{1}日間{2}効果を適用\n同じ効果は重複可能。
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,(購入と同時に適用)
PAY_SHOP.BUY_GEM_BLACKFRIDAY_BONUS_ADD_MSG,ブラックフライデーボーナス
SCENARIO_QUEST.REWARD_TITLE,クエストクリア！
GACHA.FREE_GACHA_ITEM_COUNT,召喚チケット{1}枚
GUILD.GUILD_RANK_NEW_MEMBER,新入りメンバー
GUILD.GUILD_CHAT_NEW_MEMBER,{1}様が入会しました。新しいメンバーを歓迎しよう！
GUILD.GUILD_CHAT_WITHDRAW,{1}様がギルドを退会しました。
GUILD.GUILD_CHAT_CHANGE_RANK,{1}様の職位が{2}に変更されました。
GUILD.GUILD_RANK_GHOST_MEMBER,非活動メンバー
GUILD.GUILD_JOIN_REQUEST_COMPLETED,[FF7F00]ギルドに入会を申し込みました。\n入会が許可されると、ギルドメンバーになります。
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,他のギルドに入会を申し込み中です。
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,再申し込みまで待機時間が必要です。
SYSTEM.LABEL_REMAIN_DAY_HOUR,{1}日{2}時間
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,{1}時間{2}分
SYSTEM.LABEL_REMAIN_MIN_SEC,{1}分{2}秒
SYSTEM.LABEL_REMAIN_SEC,{1}秒
SYSTEM.LABEL_REMAIN_DAY,{1}日
SYSTEM.LABEL_REMAIN_HOUR,{1}時間
SYSTEM.LABEL_REMAIN_MIN,{1}分
GUILD.GUILD_CONFIRM_KICK,{1}様をギルドから追放しますか？
GUILD.GUILD_CONFIRM_RANK,{1}様を{2}に任命しますか？
GUILD.GUILD_LEVELUP_MAXLEVEL,ギルドレベルがすでにMAXです。
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,ギルド活動PTが足りません。レベルアップするには{1}PTが必要です。
SYSTEM.REMAIN_TIME_DAY_HOUR,{1}日{2}時間
SYSTEM.REMAIN_TIME_HOUR_MINUTE,{1}時間{2}分
SYSTEM.REMAIN_TIME_MIN_SEC,{1}分{2}秒
SYSTEM.REMAIN_TIME_SEC,{1}秒
SYSTEM.REMAIN_TIME_DAY,{1}日
SYSTEM.REMAIN_TIME_HOUR,{1}時間
SYSTEM.REMAIN_TIME_MIN,{1}分
CurrentMaxTranscended,すでに超越MAXです。
SELECT_TRANSCEND_ATTR,超越特性を選ぶ
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,[戻る]ことができません。
RESULT_TYPE.INVALID_PARTY,パーティが存在しません。
RESULT_TYPE.PARTY_FULL,パーティがいっぱいです。
RESULT_TYPE.SLOT_FULL,パーティがいっぱいです。
RESULT_TYPE.BANNED,追放されました。
INVEN_USE_STAMINA3,{1}をいくつ消費しますか？
STAMINA_TYPE.CHALLENGE_TOWER_KEY,キューブ
STAMINA_TYPE.CHICKEN,スタミナ
STAMINA_TYPE.HIDEOUT_KEY,上級ダンジョンの鍵
STAMINA_TYPE.EVENT_DUNGEON_TICKET,祭典入場チケット
CONTENT_WAVE_TEXT,WAVE{1}
SYSTEM.NEXT_DAY_TIME,翌日{1}時
SYSTEM.NEXT_WEEK_DAY,翌週{1}
SYSTEM.NEXT_MONTH_DAY,翌月{1}
System.ORDINAL_DAY_DEFAULT,{1}日
System.ORDINAL_DAY_1ST,{1}日
System.ORDINAL_DAY_2ND,{1}日
System.ORDINAL_DAY_3RD,{1}日
