KEY,"Spanish"
MONTHLYHERO_KAULAH_BIRTHDAY_DESC,"Kaulah está disfrutando de su cumpleaños en una cálida isla del sur. ¿Qué puede pasarle en este apacible día?"
MONTHLYHERO_YURIA_BIRTHDAY_DESC,"Yuria regresó a su hogar después de un largo viaje y encuentra algo en su habitación."
MONTHLYHERO_ARTEMIA_BIRTHDAY_DESC,"Artemia recibe una invitación a la Posada del héroe en el día de su cumpleaños. ¿Quién espera por ella?"
MONTHLYHERO_LEO_BIRTHDAY_DESC,"Leo quedó solo en su cumpleaños. ¿Acaso llegará un visitante para salvarlo de su frustración?"
MONTHLYHERO_CASSANDRA_BIRTHDAY_DESC,"Cassandra es la propietaria de la Barra de oro, el bar más grande del imperio. ¿Cómo celebrará su cumpleaños?"
MONTHLYHERO_ROI_BIRTHDAY_DESC,"Roi has ha sufrido extraños incidentes en cada cumpleaños. ¿Qué pasará esta vez? ¿También ocurrirán cosas extrañas?"
MONTHLYHERO_MEDIANA_BIRTHDAY_DESC,"Mediana está haciendo experimentos todos los días. ¿Esta es una nueva oportunidad en el día de su cumpleaños?"
MONTHLYHERO_MORRAH_BIRTHDAY_DESC,"Morrah se mortifica por su pasado y su presente, lo que fue y en lo que se ha convertido."
MONTHLYHERO_THEO_BIRTHDAY_DESC,"Alguien le preguntó a Theo cuándo es su cumpleaños, y él respondió: «Todos los días»."
MONTHLYHERO_ANNETTE_BIRTHDAY_DESC,"Annette despierta el día de su cumpleaños. Alguien conocido golpea la puerta."
MONTHLYHERO_JANE_BIRTHDAY_DESC,"Había una vez…"
MONTHLYHERO_GLENWYS_BIRTHDAY_DESC,"Glenwys visita un restaurante que le gusta. Allí, se encuentra con…"
MONTHLYHERO_LAKRAK_BIRTHDAY_DESC,"Roi prepara un evento sorpresa para el cumpleaños de Lakrak. Sin embargo, Lakrak lo critica por usar la pólvora de forma inapropiada."
MONTHLYHERO_LUCIAS_BIRTHDAY_DESC,"Lucias tiene el día libre por su cumpleaños, pero todavía no puede relajarse."
MONTHLYHERO_LORRAINE_BIRTHDAY_DESC,"Hay una fiesta de cumpleaños para la sabia, Lorraine. Los dríadas y los hombres árbol se reúnen para celebrar su cumpleaños con Selene. Aparece otro grupo que quiere sumarse a la celebración."
MONTHLYHERO_LAVRIL_BIRTHDAY_DESC,"Lavril descubre el concepto de los cumpleaños. Pero el suyo cae en…"
MONTHLYHERO_KARA_BIRTHDAY_DESC,"La androide Kara está aprendiendo sobre la mente humana y las emociones. ¿Qué preparó Annette para el cumpleaños de Kara?"
MONTHLYHERO_MIRURU_BIRTHDAY_DESC,"¡El capitán esperaba con ansias su cumpleaños! ¡Los Piratas de Miruru le dieron el regalo que prepararon y…"
MONTHLYHERO_SHAMILLA_BIRTHDAY_DESC,"La demonio de las maldiciones acecha en las sombras, esperando una oportunidad. Entonces, le pide ayuda a una persona inesperada."
MONTHLYHERO_EZEKIEL_BIRTHDAY_DESC,"¿Creme brûlee en el medio del desierto? ¿En serio?"
MONTHLYHERO_FLUSS_BIRTHDAY_DESC,"Un nuevo día comienza en la Montaña nevada Tierra del viento. Las grandes personalidades del imperio se reúnen para responder a un pedido desconocido. ¡El anfitrión de esta reunión es Fluss!"
MONTHLYHERO_DIMAEL_BIRTHDAY_DESC,"Dimael sueña con los hombres con los que trabajó cuando estuvo en el desierto. Epigael lo despierta, preocupado por los sueños."
MONTHLYHERO_SHEA_BIRTHDAY_DESC,"Shea siempre fue muy tímida para presentarse en público. Este año, decidió actuar en la plaza para festejar su cumpleaños número 16."
MONTHLYHERO_NICKY_BIRTHDAY_DESC,"¿Qué ocurre bajo tierra en la arena en el medio de la noche?"
MONTHLYHERO_YANNE_BIRTHDAY_DESC,"Para su cumpleaños, Yanne decide demostrar su talento culinario. Presenta delicias preparadas con ingredientes gourmet que obtuvo en la cacería."
MONTHLYHERO_SERIA_BIRTHDAY_TITLE,"- Pesadilla -"
MONTHLYHERO_ERZE_BIRTHDAY_TITLE,"- Torta sangrienta -"
MONTHLYHERO_OPHELIA_BIRTHDAY_TITLE,"- Tesoro en el bosque -"
MONTHLYHERO_CROW_BIRTHDAY_TITLE,"- Cocina del infierno -"
MONTHLYHERO_LAIAS_BIRTHDAY_TITLE,"~ La Segunda Guerra del Templo de la Corriente ~"
MONTHLYHERO_SELENE_BIRTHDAY_TITLE,"- Un breve descanso -"
MONTHLYHERO_MARIA_BIRTHDAY_TITLE,"- Celebración doble -"
MONTHLYHERO_ZAFIR_BIRTHDAY_TITLE,"- Un regalo de Hoabis -"
MONTHLYHERO_SERIA_BIRTHDAY_DESC,"Seria recordaba viejos momentos cuando su hermana llegó para celebrar su cumpleaños."
MONTHLYHERO_ERZE_BIRTHDAY_DESC,"Erze recibió sangre como regalo, pero no quedó satisfecha."
MONTHLYHERO_OPHELIA_BIRTHDAY_DESC,"Ophelia se dirige al bosque mítico con Esker. ¿Adónde la lleva Esker con esa sonrisa malévola?"
MONTHLYHERO_CROW_BIRTHDAY_DESC,"Mitra y Pansirone intentan preparar una torta para el cumpleaños de Crow. ¿Lograrán hacerlo sin problemas?"
MONTHLYHERO_LAIAS_BIRTHDAY_DESC,"Lilia y Neraxis forman una alianza para el cumpleaños de Laias. ¿Qué ocurrirá este año?"
MONTHLYHERO_SELENE_BIRTHDAY_DESC,"Cuando los habitantes del bosque están reunidos para celebrar el cumpleaños de la princesa, aparece un invitado inesperado."
MONTHLYHERO_MARIA_BIRTHDAY_DESC,"Morrah prepara un pequeño regalo de cumpleaños para Maria. Sin embargo, ella se enoja al recibirlo."
MONTHLYHERO_ZAFIR_BIRTHDAY_DESC,"¡Hoabis preparó algo para el cumpleaños de Zafir en el día que llegaron a Orvel!"
