KEY,Korean
OPERATION_TYPE.MOD_PHYSICAL_POWER_R,물리 공격력
OPERATION_TYPE.MOD_MAGICAL_POWER,마법 공격력
OPERATION_TYPE.MOD_MAGICAL_POWER_R,마법 공격력
OPERATION_TYPE.MOD_MAX_HP,최대 체력
OPERATION_TYPE.MOD_MAX_HP_R,최대 체력
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE,물리 방어력
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE_R,물리 방어력
OPERATION_TYPE.MOD_MAGICAL_DEFENCE,마법 방어력
OPERATION_TYPE.MOD_MAGICAL_DEFENCE_R,마법 방어력
OPERATION_TYPE.MOD_DEFENCE_R,모든 방어력
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,물리 치명타 확률
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,마법 치명타 확률
OPERATION_TYPE.MOD_CRITICAL_CHANCE,치명타 확률
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,물리 회피 확률
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,마법 회피 확률
OPERATION_TYPE.MOD_DODGE_CHANCE,모든 회피율
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,물리 블록 확률
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,마법 블록 확률
OPERATION_TYPE.MOD_BLOCK_CHANCE,모든 블록 확률
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,물리 방어 관통력
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,마법 방어 관통력
OPERATION_TYPE.MOD_PIERCE_POWER,방어 관통력
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,물리 적중률
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,마법 적중률
OPERATION_TYPE.MOD_HIT_CHANCE,적중률
OPERATION_TYPE.MOD_HP_STEAL_POWER,흡혈
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,상태이상 저항
OPERATION_TYPE.MOD_HEAL_POWER,치유력
OPERATION_TYPE.MOD_RECOVER_POWER,회복력
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,물리 치명타 피해량
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,마법 치명타 피해량
OPERATION_TYPE.MOD_CRITICAL_POWER,치명타 피해량
OPERATION_TYPE.MOD_ATTACK_SPEED,공격 속도
OPERATION_TYPE.MOD_ATTACK_SPEED_R,공격 속도
OPERATION_TYPE.MOD_MP_ON_KILL,처치 시 마나 회복량
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,전투 종료 시 체력 회복량
OPERATION_TYPE.MOD_MP_ON_WAVE,전투 종료 시 마나 회복량
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,받는 물리 피해 증가
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,받는 물리 피해 감소
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,받는 마법 피해 증가
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,받는 마법 피해 감소
OPERATION_TYPE.MOD_TOUGHNESS,모든 피해감소
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,공격시 마나 회복량
OPERATION_TYPE.MOD_MP_ON_TIME_R,초당 마나 회복량
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,모든 치명타 저항
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,물리 치명타 저항
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,마법 치명타 저항
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,피격시 마나 회복량
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_POWER,물리 블록 시 피해감소
OPERATION_TYPE.MOD_MAGICAL_BLOCK_POWER,마법 블록 시 피해감소
OPERATION_TYPE.MOD_BLOCK_POWER,모든 블록 시 피해감소
OPERATION_TYPE.MOD_HIT_CC_CHANCE,상태이상 적중률
ITEM_ACTION_TYPE.RECOVER_STAMINA,스태미너 회복
SELECT_REWARD.RECEIVED_SELECTED_REWARD,선택 보상 획득
MAIL.RECEIVED_MAIL_ATTACHMENT,우편물 획득
COMMON.PARENTHESES_NUMBER,({1})
PORTAL.LAST_BATTLE_POSITION,마지막위치
COMMON.COMMON_OPEN,열기
ITEM.NOT_FOR_SALE,판매불가
INVENTORY.OPEN_PACKAGE_COUNT,{1}회 열기
INVENTORY.PACKAGE_RANDOM_SELECT,무작위 {1}개
INVENTORY.SELECT_OPTION_NOTIFICATION_TEXT,더 이상 선택할 수 있는 옵션이 없습니다.\n옵션을 변경하려면 옵션 초기화 버튼을 눌러주세요.
HERO_SKILL.GET_SKILL_HERO_LEVEL,{1}레벨에 습득
ITEM_TYPE.AWAKE_CHALLENGE,파편
ACHIEVEMENT.ACHIEVEMENT_REWARD_TITLE,업적 보상
EQUIP.EQUIP_OPEN_OPTION_LEVEL,강화 +{1}:
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,강화 +{1}: 추가 능력치
EQUIP.EQUIP_OPTION_STAT_TEXT,추가 능력치
EQUIP_ENCHANT.SET_OPTION,세트 옵션
EQUIP.EQUIP_SET_OPTION_NUMBER,{1}세트:
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,별 등급이 높은 장비입니다. 재료로 사용하겠습니까?
HERO_STAT.NOT_ENOUGH_AWAKE_MATERIAL,각성 재료가 부족합니다.
HERO_STAT.NOT_ENOUGH_TRANSCEND_MATERIAL,부족한 재료를 터치하면 제작으로 이동합니다.
HERO_STAT.ENOUGH_AWAKE_MATERIAL,시련의 방에 입장하여 각성을 진행할 수 있습니다.
HERO_STAT.ENOUGH_TRANSCEND_MATERIAL,시련의 방에 입장하여 초월을 진행할 수 있습니다.
HERO_STAT.IN_BATTLE,시련의 방에서 전투를 진행하고 있습니다.
HERO_STAT.IN_PURIFYING,정화의 방에 입장하여 각성을 진행하고 있습니다.
HERO_STAT.IN_TRANSCEND_PURIFYING,정화의 방에 입장하여 초월을 진행하고 있습니다.
HERO_NOTIFY_TRANSCEND_PURIFY,정화의 방에 입장하여 초월을 진행하고 있습니다.
HERO_STAT.FULLY_AWAKEN,진정한 영웅의 길을 깨달았습니다.
HERO_STAT.STATE_AWAKENING,각성 진행중
HERO_STAT.STATE_TRANSCENDING,초월 진행중
HERO_STAT.STATE_FULLY_AWAKEN,최대 각성
HERO_STAT.STATE_FULLY_TRANSCENDED,최대 초월
DUNGEON_DIFFICULTY_TYPE.EASY,Easy
DUNGEON_DIFFICULTY_TYPE.NORMAL,Normal
DUNGEON_DIFFICULTY_TYPE.HARD,Hard
DUNGEON_DIFFICULTY_TYPE.HELL,Hell
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,{1}챕터 {2}스테이지 클리어 필요
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,{1}챕터 {2}스테이지 클리어 필요
NODE_FUNCTION.NOT_READY,준비중인 컨텐츠입니다.
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,{3}분 남음
RUNE.EQUIP_INFO_TAKEOFF,해제
RUNE.RUNE_ALERT_SELECT_EQUIP,룬을 장착할 장비를 선택하세요.
RUNE.RUNE_EQUIP_ASK_MESSAGE,해당 슬롯에 룬을 장착하시겠습니까?
RUNE.RUNE_EQUIP_ASK_TITLE,룬 장착
RUNE.RUNE_STAT,룬 옵션
RUNE.RUNE_TYPE_ACCESSORY_ONLY,장신구전용 룬
RUNE.RUNE_TYPE_ARMOR_ONLY,방어구전용 룬
RUNE.RUNE_TYPE_WEAPON_ONLY,무기전용 룬
RUNE.RUNE_WEAPON_ARMOR,"무기, 방어구 전용 룬"
RUNE.RUNE_WEAPON_SECONDGEAR,"무기, 보조장비 전용 룬"
RUNE.RUNE_ARMOR_SECONDGEAR,"방어구, 보조장비 전용 룬"
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,"무기, 방어구, 보조장비 전용 룬"
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,룬을 제거하시겠습니까?\n(해당 룬을 제거할 경우 파괴됩니다.)
RUNE.RUNE_UNEQUIP_ASK_TITLE,룬 보존
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,룬을 장착할 수 있는 슬롯이 없습니다.\n룬을 제거 후 장착 해 주세요.
RUNE.RUNE_PRESERVE_ASK_MESSAGE,{1} 루비를 소모하여\n 해당 슬롯에 룬을 보존하시겠습니까?
ITEM.COMMON_GROWTH_REWARD_COUNT,보유:{1}
ITEM.BOOSTER_END_DURATION_TIME,잔여시간: {1}시 {2}분
ITEM.BOOSTER_END_MESSAGE,시간이 만료되어 부스터 효과가 종료됩니다.
BATTLE.AUTO_BUTTON_DISABLED,AUTO를 활성화하려면 스테이지를 클리어해야 합니다
BATTLE.CANNOT_REMOVE_FORCED_HERO,이 던전에서는 해당 영웅을 파티에서 제외할 수 없습니다.
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,(기본 보너스)
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,"(매일 30일간, 접속시)"
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,(첫구매 보너스)
PAY_SHOP.BUY_GEM_DAY_BONUS,({1}일째 보너스)
PAY_SHOP.RUBY_MONTHLY_BENEFIT,{1}일간 접속일마다 {2}루비 지급\n보너스 포함 총 {3}루비 획득
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,{1}일간 {2} 효과 적용\n동일한 효과 중첩 가능
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,(구입 즉시 적용)
PAY_SHOP.BUY_GEM_BLACKFRIDAY_BONUS_ADD_MSG,블랙 프라이데이 보너스
SCENARIO_QUEST.REWARD_TITLE,퀘스트 완료
GACHA.FREE_GACHA_ITEM_COUNT,소환 티켓 {1}매
GUILD.GUILD_RANK_NEW_MEMBER,신입 길드원
GUILD.GUILD_CHAT_NEW_MEMBER,{1}님이 가입하셨습니다. 새로운 길드원을 환영해주세요!
GUILD.GUILD_CHAT_WITHDRAW,{1}님이 길드를 탈퇴하셨습니다.
GUILD.GUILD_CHAT_CHANGE_RANK,{1}님이 {2}으로 직책이 변경되었습니다.
GUILD.GUILD_RANK_GHOST_MEMBER,유령 길드원
GUILD.GUILD_JOIN_REQUEST_COMPLETED,[FF7F00]해당 길드에 가입을 요청했습니다.\n요청이 수락되면 즉시 가입됩니다.
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,대기중인 가입 요청이 존재합니다
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,재가입을 위한 대기 시간이 필요합니다.
SYSTEM.LABEL_REMAIN_DAY_HOUR,{1}일 {2}시간
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,{1}시간 {2}분
SYSTEM.LABEL_REMAIN_MIN_SEC,{1}분 {2}초
SYSTEM.LABEL_REMAIN_SEC,{1}초
SYSTEM.LABEL_REMAIN_DAY,{1}일
SYSTEM.LABEL_REMAIN_HOUR,{1}시간
SYSTEM.LABEL_REMAIN_MIN,{1}분
GUILD.GUILD_CONFIRM_KICK,{1}님을 길드에서 추방하시겠습니까?
GUILD.GUILD_CONFIRM_RANK,{1}님을 {2}(으)로 임명하시겠습니까?
GUILD.GUILD_LEVELUP_MAXLEVEL,길드 레벨이 이미 최대 레벨입니다.
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,길드 활동 포인트가 부족합니다. 레벨업을 위해 {1} 포인트가 필요합니다.
SYSTEM.REMAIN_TIME_DAY_HOUR,{1}일 {2}시간
SYSTEM.REMAIN_TIME_HOUR_MINUTE,{1}시간 {2}분
SYSTEM.REMAIN_TIME_MIN_SEC,{1}분 {2}초
SYSTEM.REMAIN_TIME_SEC,{1}초
SYSTEM.REMAIN_TIME_DAY,{1}일
SYSTEM.REMAIN_TIME_HOUR,{1}시간
SYSTEM.REMAIN_TIME_MIN,{1}분
CurrentMaxTranscended,현재 최대 초월상태입니다
SELECT_TRANSCEND_ATTR,초월 특성 선택하기
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,'뒤로가기'를 수행 할 수 없습니다.
RESULT_TYPE.INVALID_PARTY,파티가 존재하지 않습니다
RESULT_TYPE.PARTY_FULL,인원이 가득찼습니다
RESULT_TYPE.SLOT_FULL,인원이 가득찼습니다
RESULT_TYPE.BANNED,추방되었습니다
INVEN_USE_STAMINA3,몇 개의 {1}를 사용하시겠습니까?
STAMINA_TYPE.CHALLENGE_TOWER_KEY,큐브
STAMINA_TYPE.CHICKEN,스태미나
STAMINA_TYPE.HIDEOUT_KEY,상급던전 열쇠
STAMINA_TYPE.EVENT_DUNGEON_TICKET,축제 입장 티켓
CONTENT_WAVE_TEXT,{1} 웨이브
SYSTEM.NEXT_DAY_TIME,다음날 {1}시
SYSTEM.NEXT_WEEK_DAY,다음주 {1}
SYSTEM.NEXT_MONTH_DAY,다음달 {1}
