KEY,"ChineseSimplified"
RESULT_TYPE.MATCH_NOT_FOUND,"配对不存在。"
RESULT_TYPE.EQUIP_ITEM_FULL,"装备已满。"
RESULT_TYPE.INVALID_GUILD_LEVEL,"无效的公会等级。"
RESULT_TYPE.ALREADY_JOIN_REQUESTED,"已寄出参与邀请。"
RESULT_TYPE.MIN_REGISTER_TIME_NOT_ELAPSED,"最短登录时间尚未期满。"
RESULT_TYPE.RESULT_ITEM_DATA_NOT_FOUND,"无结果道具信息。"
RESULT_TYPE.RESULT_EQUIP_ITEM_DATA_NOT_FOUND,"无结果装备信息。"
RESULT_TYPE.MISSION_NOT_COMPLETED,"任务尚未完成。"
RESULT_TYPE.TYPE_ERROR,"无效的类型。"
RESULT_TYPE.INFO_ERROR,"无效的信息。"
RESULT_TYPE.ACCOUNT_IDS_ERROR,"无效的账号。"
RESULT_TYPE.NOT_ENOUGH_PVP_COIN,"PVP币不足。"
RESULT_TYPE.EMPTY_NICK,"昵称为空白。"
RESULT_TYPE.INVALID_NICK,"无法使用的昵称。"
RESULT_TYPE.ALREADY_EXIST,"已存在的昵称。"
RESULT_TYPE.TOO_SHORT_NICK,"昵称长度过短。"
RESULT_TYPE.TOO_LONG_NICK,"昵称长度过长。"
RESULT_TYPE.CENSORED_WORD,"包含禁用字。"
RESULT_TYPE.NOT_ENOUGH_CHALLENGE_CHANCE,"无法再挑战。"
RESULT_TYPE.NOT_ENOUGH_DUNGEON_KEY,"副本入场钥匙不足。."
RESULT_TYPE.NOT_OPENED_DUNGEON,"副本未开启。"
RESULT_TYPE.REQ_GEM_ERROR,"没有所需的红宝石。"
RESULT_TYPE.WAITER_NOT_FOUND,"找不到待审核的信息。"
RESULT_TYPE.MISSION_NOT_CLEARED,"任务尚未完成。"
RESULT_TYPE.DUNGEON_DATA_NOT_FOUND,"副本信息不存在。"
RESULT_TYPE.NO_AVAILABLE_SERVER,"没有可入场的服务器。"
RESULT_TYPE.UNEQUIP_OLD_FAILED,"无法移除现有的装备。"
RESULT_TYPE.EQUIP_FAILED,"装备失败。"
RESULT_TYPE.NO_SHOP_DATA,"找不到商店信息。"
BASE_RESULT_TYPE.TIMEOUT,"服务器无回应。"
BASE_RESULT_TYPE.SEQUENCE_ERROR,"网络环境不稳，未能完整处理服务器玩家信息，还请您稍后再试。"
BASE_RESULT_TYPE.INTERNAL_ERROR,"发生内部错误。"
BASE_RESULT_TYPE.EMPTY_HOST,"网络主机不存在。"
RESULT_TYPE.ACHIEVEMENT_NOT_CLEARED,"成就尚未达成。"
RESULT_TYPE.INVALID_STEP,"已发放的奖励。"
RESULT_TYPE.NO_PRIVILEGE,"没有权限。"
RESULT_TYPE.INVALID_HOST,"无效的网络主机。"
RESULT_TYPE.MASTER_NOT_FOUND,"房主不存在。"
RESULT_TYPE.MULTIPLAY_INFO_NOT_FOUND,"队伍游玩信息不存在。"
RESULT_TYPE.WRONG_MEMBER,"无效的成员。"
RESULT_TYPE.ALREADY_REWARD_CALCULATED,"奖励已决定。"
RESULT_TYPE.LINKED_DUNGEON_NOT_FOUND,"连接的副本不存在。"
RESULT_TYPE.ALREADY_COMPLETED,"已完成。"
RESULT_TYPE.DUNGEON_TYPE_ERROR,"无效的副本类型。"
RESULT_TYPE.CANNOT_VISIT_DUNGEON,"无法进行的副本。"
RESULT_TYPE.INVALID_TRIAL_HERO,"无效的试炼副本英雄。"
RESULT_TYPE.WORLD_MAP_EVENT_NOT_FOUND,"世界地图活动不存在。"
RESULT_TYPE.EVENT_DUNGEON_INDEX_MISMATCH,"无效的活动副本编号。"
RESULT_TYPE.NOT_ENOUGH_MULTIPLAY_MEMBERS,"成员不足。"
RESULT_TYPE.NOT_CALCULATED,"尚未决定。"
RESULT_TYPE.ALREADY_REWARDED,"奖励已发送。"
RESULT_TYPE.NOT_SAME_DEVELOPER_PAYLOAD,"付款信息(DeveloperPayload)不一致，交易已取消。"
RESULT_TYPE.NOT_SAME_PRODUCT_ID,"付款信息(ProductId)不一致，交易已取消。"
RESULT_TYPE.WRONG_PURCHASE_STATUS,"无效的付款信息(PurchaseStatus)，交易已取消。"
RESULT_TYPE.VERIFICATION_FAILED,"付款认证失败，交易已取消。"
RESULT_TYPE.INVALID_CONSUMPTION_STATE,"无效的付款信息(ConsumptionState)，交易已取消。"
RESULT_TYPE.NOT_MONTHLY_ENDED,"尚无法购买月卡。"
RESULT_TYPE.HAVE_PLAY_CHANCE,"挑战机会尚未使用完毕，购买失败。"
RESULT_TYPE.INVALID_DUNGEON_INDEX,"无效的副本编号。"
RESULT_TYPE.CANNOT_AWAKEN_YET,"尚无法觉醒。"
RESULT_TYPE.CANNOT_AWAKEN_MORE,"已达觉醒上限。"
RESULT_TYPE.RUNE_ITEM_NOT_OWNED,"未拥有的符石道具。"
RESULT_TYPE.SAME_RUNE_EQUIPPED,"已装备相同的符石。"
RESULT_TYPE.ALEADY_OCCUPIED,"已分配。"
RESULT_TYPE.PRESERVE_PRICE_ERROR,"保存的数值无效。"
RESULT_TYPE.RUNE_ITEM_DATA_NOT_FOUND,"符石道具信息不存在。"
RESULT_TYPE.RUNE_DATA_NOT_FOUND,"符石信息不存在。"
RESULT_TYPE.PART_TYPE_ERROR,"无效的部件。"
RESULT_TYPE.NO_EQUIPPED_RUNE,"未装备的符石。"
RESULT_TYPE.HERO_ALREADY_EXIST,"已存在的英雄。"
RESULT_TYPE.SKILL_NOT_LEARNED,"未习得的技能。"
RESULT_TYPE.INVALID_SKILL_EXTEND,"无效的技能扩充。"
RESULT_TYPE.NOT_ENOUGH_ITEM,"道具不足。"
RESULT_TYPE.BOOK_ITEM_DATA_NOT_FOUND,"书籍道具信息不存在。"
RESULT_TYPE.SKILL_ALREADY_LEARNED,"已习得的技能。"
RESULT_TYPE.MAX_PURIFIED,"已达净化上限。"
RESULT_TYPE.MAX_HERO_STAR,"英雄已达觉醒上限。"
RESULT_TYPE.NO_AWAKE_MATERIAL,"没有觉醒材料。"
RESULT_TYPE.PURIFY_DATA_NOT_FOUND,"净化数据不存在。"
RESULT_TYPE.INVALID_PURIFY_DATA,"无效的净化数据。"
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_DATA_NOT_FOUND,"技能突破数据不存在。"
RESULT_TYPE.MAX_TRANSCEND_SKILL_LEVEL,"技能突破已达上限。"
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_PRICE_DATA_NOT_FOUND,"技能突破数值不存在。"
RESULT_TYPE.NOT_MAX_HERO_STAR,"英雄未达觉醒上限。"
RESULT_TYPE.INVALID_TRANSCEND_COUNT,"无效的突破数。"
RESULT_TYPE.GRADE_TOO_LOW,"级别过低。"
RESULT_TYPE.CREATURE_DATA_NOT_FOUND,"英雄信息不存在。"
RESULT_TYPE.UPGRADE_BOOK_DATA_NOT_FOUND,"强化书籍信息不存在。"
RESULT_TYPE.MATCH_PLAYER_NOT_FOUND,"对手不存在。"
RESULT_TYPE.INVALID_SHOP_DATA,"无效的商店信息。"
RESULT_TYPE.NOT_GUILD_MEMBER,"非公会成员。"
RESULT_TYPE.NOT_ENOUGH_GUILD_POINT,"公会点数不足。"
RESULT_TYPE.INVALID_SHOP_ITEM_LIST_INDEX,"无效的商店清单编号。"
RESULT_TYPE.INVALID_ITEM_TYPE,"无效的道具种类。"
RESULT_TYPE.HERO_SHOP_SLOT_EXCEEDED,"超过英雄商店栏位上限。"
RESULT_TYPE.INVALID_HERO_SHOP_SLOT,"无效的英雄商店栏位。"
RESULT_TYPE.NO_SHOP_ITEM_INFO,"商店道具信息不存在。"
RESULT_TYPE.NO_SHOP_ITEM_DATA,"商店道具数据不存在。"
RESULT_TYPE.NO_SELL_COUNT,"未输入贩卖数量。"
RESULT_TYPE.ALREADY_OPENED_CLASS,"已开放的职业。"
RESULT_TYPE.NOT_OPENED_CLASS_DUNGEON,"该职业副本未开放。"
RESULT_TYPE.ALREADY_GET_CHALLENGE,"已挑战。"
RESULT_TYPE.ALREADY_HAVE_MATERIAL,"已拥有材料。"
RESULT_TYPE.INVALID_HERO_CLASS,"无效的职业。"
RESULT_TYPE.TUTORIAL_DATA_NOT_FOUND,"教学数据不存在。"
RESULT_TYPE.RETRY,"重试"
RESULT_TYPE.NOT_IMPLEMENTED_METHOD,"无效的方法。"
RESULT_TYPE.INVALID_QUEST_INDEX,"无效的任务编号。"
RESULT_TYPE.QUEST_INFO_NOT_FOUND,"找不到任务信息。"
RESULT_TYPE.QUEST_NOT_CLEARED,"任务未完成。"
RESULT_TYPE.NOT_COMPLETED,"尚未完成。"
RESULT_TYPE.EMPTY_DUNGEON_INDICES,"副本编号为空白。"
RESULT_TYPE.EVENT_INDEX_COUNT_MISMATCH,"活动编号数量不一致。"
RESULT_TYPE.MAX_DAILY_COUNT,"超过每日次数上限。"
RESULT_TYPE.ALREADY_VISITED,"已拜访过。"
RESULT_TYPE.INVALID_MATERIAL_ITEM,"无效的材料道具。"
RESULT_TYPE.INVALID_REQ_ITEM_EXP_DATA,"所需道具的经验值无效。"
RESULT_TYPE.SAME_BOOSTER_APPLIED,"已拥有相同的加成效果。"
RESULT_TYPE.PACKAGE_DATA_NOT_FOUND,"礼包商品数据不存在。"
RESULT_TYPE.INVALID_ITEM_INDEX,"无效的道具编号。"
RESULT_TYPE.INVALID_ITEM_DATA,"无效的道具数据。"
RESULT_TYPE.INVALID_ACCOUNT_ID,"无效的账号编号。"
RESULT_TYPE.REWARD_TIME_ENDED,"奖励收取时效已过。"
RESULT_TYPE.CHECKING_INTEGRITY,"正在处理战斗结果，请稍后再次尝试。"
RESULT_TYPE.BATTLE_SERVER_NOT_FOUND,"目前网络环境不稳定，请前往讯号稳定的地方重新登录游戏。"
RESULT_TYPE.TOWER_DATA_NOT_FOUND,"该塔的信息不存在。"
RESULT_TYPE.TOWER_FLOOR_DATA_NOT_FOUND,"该层信息不存在。"
RESULT_TYPE.CANNOT_ENTER_TOWER_FLOOR,"无法进入该层。"
RESULT_TYPE.TOWER_CHAPTER_MISMATCH,"该塔的章节不一致。"
RESULT_TYPE.TOWER_DUNGEON_MISMATCH,"该塔的副本不一致。"
RESULT_TYPE.TOWER_TEAM_LEVEL_LIMIT,"队伍等级过低，无法进入该层。"
RESULT_TYPE.TOWER_REQ_DUNGEON_NOT_COMPLETED,"尚未完成先行副本才能进入该塔。"
RESULT_TYPE.NOT_ENOUGH_TOWER_COST,"物品不足，无法进入该塔。"
RESULT_TYPE.DIED_HERO_CACHE,"英雄已死亡。"
RESULT_TYPE.MISSING_BATTLE_LOG,"战斗Log未输入。"
RESULT_TYPE.MISSING_CREATURE_INFO,"英雄信息未输入。"
RESULT_TYPE.REQUEST_INTEGRITY_CHECK_ERROR,"完整性确认邀请发生错误。"
RESULT_TYPE.MISSING_TOWER_CREATURE_INFO,"该塔的英雄信息未输入。"
RESULT_TYPE.PARSING_TOWER_CREATURE_INFO_ERROR,"无法解析该塔的英雄信息。"
RESULT_TYPE.EMPTY_TOWER_ENTER_HEROES,"未输入进入该塔的英雄信息。"
RESULT_TYPE.TOWER_NOT_PLAYED,"未进行的塔。"
RESULT_TYPE.PLAYER_TOWER_NOT_FOUND,"找不到进行中的该塔信息。"
RESULT_TYPE.CANNOT_RESET_MORE,"无法再重置。"
RESULT_TYPE.NOT_ENOUGH_COST,"物品不足。"
RESULT_TYPE.CLOSED_DUNGEON,"已关闭的副本。"
RESULT_TYPE.OPENED_DUNGEON,"已开放的副本。"
RESULT_TYPE.QUEST_DATA_NOT_FOUND,"任务数据不存在。"
RESULT_TYPE.NOT_ACCEPTABLE,"无法接受。"
RESULT_TYPE.CANNOT_GIVEUP,"无法放弃。"
RESULT_TYPE.NOT_REWARDABLE,"无法收取奖励。"
RESULT_TYPE.EQUIP_FULL,"装备已满。"
RESULT_TYPE.VIPLEVEL_DATA_NOT_FOUND,"VIP数据不存在。"
RESULT_TYPE.MISSING_LANGUAGE,"未输入语言。"
RESULT_TYPE.CANNOT_LINK_GUEST,"无法连动游客账号。"
RESULT_TYPE.ALREADY_LINKED_ID,"已绑定的账号。"
RESULT_TYPE.SERVER_CLOSING,"服务器正在关闭。"
RESULT_TYPE.INVALID_SHOP_INDEX,"无效的商店编号。"
RESULT_TYPE.EXCEEDED_PURCHASABLE_COUNT,"超过购买次数上限。"
RESULT_TYPE.INVALID_REWARD_DATA,"无效的奖励数据。"
RESULT_TYPE.TOWER_NPC_NOT_FOUND,"该塔的NPC不存在。"
RESULT_TYPE.TOWER_NPC_SLOT_NOT_FOUND,"该层的NPC不存在。"
RESULT_TYPE.TOWER_NPC_INFO_NOT_FOUND,"该层的NPC信息不存在。"
RESULT_TYPE.WRONG_TOWER_REWARD_NO,"该塔的奖励编号无效。"
RESULT_TYPE.WRONG_DIFFICULTY,"无效的难度。"
RESULT_TYPE.DIFFICULTY_MISMATCH,"难度不一致。"
RESULT_TYPE.MISSING_BATTLE_TYPE,"战斗类型未输入。"
RESULT_TYPE.NOT_YET_CLEARED,"尚未完成。"
RESULT_TYPE.INVALID_DUNGEON_DIFFICULTY,"无效的副本难度。"
RESULT_TYPE.WRONG_DUNGEON_DIFFICULTY,"无效的副本难度。"
RESULT_TYPE.MAX_UNDERGROUND_PRISON_KEY,"钥匙已满。"
RESULT_TYPE.EQUIP_GRADE_DATA_NOT_FOUND,"装备级别数据不存在。"
RESULT_TYPE.NOT_FOR_SALE,"无法贩卖。"
RESULT_TYPE.EQUIP_CREATURE_ERROR,"没有可装备的英雄。"
RESULT_TYPE.UPGRADE_DATA_NOT_FOUND,"强化数据不存在。"
RESULT_TYPE.MATERIAL_ITEM_INDEX_MISMATCH,"材料道具的编号不一致。"
RESULT_TYPE.MATERIAL_ITEM_COUNT_MISMATCH,"材料道具的数量不一致。"
RESULT_TYPE.NOT_ENOUGH_MATERIAL_ITEM,"材料不足。"
RESULT_TYPE.INVALID_REQ_GOLD,"所需的金币不足。"
RESULT_TYPE.NO_UPGRADABLE_OPTION_SLOT,"无法强化的属性栏位。"
RESULT_TYPE.INVALID_ITEM_CODE,"无效的道具代码。"
RESULT_TYPE.INVALID_EQUIP_STAR_RATE,"无效的星等概率。"
RESULT_TYPE.MY_FRIEND_FULL,"好友清单已满。"
RESULT_TYPE.TARGET_FRIEND_FULL,"对方的好友清单已满。"
RESULT_TYPE.TARGET_FRIEND_WAIT_FULL,"对方的邀请清单已满。"
RESULT_TYPE.ENHANCE_ITEM_INDEX_ERROR,"无效的突破石编号。"
RESULT_TYPE.NOT_ENOUGH_ENHANCE_ITEM,"突破石的数量不足。"
RESULT_TYPE.CANNOT_ENHANCE_MORE,"已达突破上限。"
RESULT_TYPE.AWAKE_CHALLENGE_DATA_ERROR,"找不到觉醒石的信息。"
RESULT_TYPE.AWAKE_ITEM_DATA_ERROR,"找不到觉醒石的道具数据。"
RESULT_TYPE.NOT_ENOUGH_AWAKE_ITEM,"觉醒石的数量不足。"
RESULT_TYPE.HERO_SELECT_DATA_NOT_FOUND,"找不到英雄选择数据。"
RESULT_TYPE.INVALID_HERO_EXP,"无效的英雄经验值。"
RESULT_TYPE.HERO_NOT_OWNED,"未拥有的英雄。"
RESULT_TYPE.MAX_HERO_LEVEL,"已达英雄的等级上限。"
RESULT_TYPE.MAIL_NOT_FOUND,"信件不存在。"
RESULT_TYPE.MISSING_COUPON_CODE,"未输入兑换序号。"
RESULT_TYPE.MISSING_COUNTRY_CODE,"未输入国码。"
RESULT_TYPE.COUPON_NOT_FOUND,"兑换序号不正确。"
RESULT_TYPE.ALREADY_RECEIVED,"已领取。"
RESULT_TYPE.COUNTRY_CODE_MISMATCH,"国码不一致。"
RESULT_TYPE.COUPON_EXPIRED,"已逾期失效。"
RESULT_TYPE.PROMOTION_NOT_FOUND,"找不到促销信息。"
RESULT_TYPE.ALREADY_USED_PROMOTION,"已参与促销。"
