KEY,"ChineseSimplified"
CONVERSATION_TU_305,"那些神器其实都被下了诅咒，"
CONVERSATION_TU_306,"一种能使生物欲望增强的诅咒！"
CONVERSATION_TU_307,"为了能取得更多的神器，人们在塔内互相争夺，"
CONVERSATION_TU_308,"所有人都喊著「我的宝贝！」，场面十分的混乱，"
CONVERSATION_TU_309,"在这场争夺之下，曾被视为目标的神器也全数被摧毁殆尽，"
CONVERSATION_TU_310,"然而那些丧心病狂的人至今仍未踏出那座塔。"
CONVERSATION_TU_311,"这座塔真是太可怕了。"
CONVERSATION_TU_312,"所以我们皇室最后决定要接管这座塔，"
CONVERSATION_TU_313,"我们把门关上，不让任何人进入，"
CONVERSATION_TU_314,"到目前为止，这么长的时间内都由我们皇室的成员轮流守护这座塔。"
CONVERSATION_TU_315,"一世纪前恶魔入侵时，"
CONVERSATION_TU_316,"奥勒贝利亚的王－凯尔为了获得足以与魔族抗衡的强大力量"
CONVERSATION_TU_317,"而要求进入挑战之塔，"
CONVERSATION_TU_318,"并从那些依旧喊着「我的宝贝！」的丧失心智的人的手中"
CONVERSATION_TU_319,"拿走了神器碎片，并将其复原。"
CONVERSATION_TU_320,"看来凯尔王似乎没有受到诅咒的影响呢。"
CONVERSATION_TU_321,"用凯尔王取得的神器碎片中无法复原的碎片所进行的研究结果显示，"
CONVERSATION_TU_322,"当神器碎裂时，上头被赋予的诅咒也将随之消失。"
CONVERSATION_TU_323,"看来即使神器复原，诅咒也没有重新生效呢。"
CONVERSATION_TU_324,"比起复原，完整的神器只有被放在塔内时诅咒才会生效。"
CONVERSATION_TU_325,"现在似乎已经没有完整的神器了，但这点也尚未经证实，"
CONVERSATION_TU_326,"再加上那些受诅咒还是没死，喊着「我的宝贝！」的危险的家伙，"
CONVERSATION_TU_327,"所以我们才决定把门关上，并且守护这座塔。"
CONVERSATION_TU_328,"但现在状况改变了，圣剑出现就代表这个世界陷入了危机。"
CONVERSATION_TU_329,"所以我们今天就把大门打开，让你们开始进行挑战。"
CONVERSATION_CHPT01,"第1章，启程"
CONVERSATION_1,"公历700年，奥勒贝利亚王国，王之平原"
CONVERSATION_SILENCE,"......"
CONVERSATION_SURPRISE,"！！！"
CONVERSATION_FLINCH,"...！"
CONVERSATION_INTRO_51,"大约一百年前，自从某位魔法师开启了魔界之门后，"
CONVERSATION_INTRO_52,"魔族便倾巢而出，入侵了整片大陆。"
CONVERSATION_INTRO_53,"而备受魔族尊崇的魔王－央格文"
CONVERSATION_INTRO_54,"则视自己为这世界真正的王者，"
CONVERSATION_INTRO_55,"他让大地陷入一片由血、泪，及悲鸣交织而成的世界。"
CONVERSATION_INTRO_56,"就在一片绝望之中，有一支队伍正朝着魔王央格文的堡垒迈进，"
CONVERSATION_INTRO_57,"他们就是来自人类王国奥勒贝利亚的凯尔王以及他的同伴们，"
CONVERSATION_INTRO_58,"他们在央格文的堡垒前浴血奋战，"
CONVERSATION_INTRO_59,"当同伴们在与暗黑爪牙缠斗时，"
CONVERSATION_INTRO_60,"独自进入暗黑领主的堡垒的凯尔"
CONVERSATION_INTRO_61,"终于将圣剑埃亚刺入了央格文的心脏，"
CONVERSATION_INTRO_62,"事后却仅有圣剑埃亚留在原地，"
CONVERSATION_INTRO_63,"凯尔与央格文则不知所踪。"
CONVERSATION_INTRO_64,"在失去领导者的魔族迅速溃败后，"
CONVERSATION_INTRO_65,"原先居住于此地的各个种族取得了胜利。"
CONVERSATION_INTRO_66,"时光飞逝，就在战争的伤痛逐渐愈合之际，"
CONVERSATION_INTRO_67,"一股不明的黑暗气息却悄悄地找上了圣剑埃亚。"
CONVERSATION_INTRO_68,"曾与凯尔并肩作战的英雄们"
CONVERSATION_INTRO_69,"将圣剑埃亚封印于受到光之女神祝福的世界树之中，"
CONVERSATION_INTRO_70,"祈祷世界树能提供永恒的庇护，使其免受黑暗的侵扰。"
CONVERSATION_INTRO_71,"在魔界之门开启一百年后的现在，"
CONVERSATION_INTRO_72,"人类王国奥勒贝利亚早已找不到丝毫战争的痕迹，"
CONVERSATION_INTRO_73,"而人们也坚信这份和平能永久地持续下去，"
CONVERSATION_INTRO_74,"然而世界树的周围却又再次被黑暗所笼罩。"
CONVERSATION_INTRO_75,"露亚教团的大祭司艾莉丝"
CONVERSATION_INTRO_76,"感受到了原先以为已被消灭的央格文的力量"
CONVERSATION_INTRO_77,"尽管微弱却正在逐渐地复苏，"
CONVERSATION_INTRO_78,"因此，奥勒贝利亚王国派出了远征队来进行调查..."
CONVERSATION_5000,"再过不久就能成为正式骑士了，怎么偏偏在这时候..."
CONVERSATION_5001,"哈哈哈，你是觉得很可惜不能加入远征队吗？"
CONVERSATION_5002,"果然是我的弟弟！虽然现在还只是个见习骑士，但已经这么勇敢了。"
CONVERSATION_5003,"我不是觉得可惜，我是因为担心才想参加的，"
CONVERSATION_5004,"听说这种规模的远征队，自跟魔王军的战争以后还是第一次呢。"
CONVERSATION_5005,"哈哈哈，一个见习骑士竟然会担心正规骑士团，"
CONVERSATION_5006,"前辈们听了一定会自尊心受创的，那你又会被敲头了。"
CONVERSATION_5007,"我愿意被打一百下，只要能跟你们一起去。"
CONVERSATION_5008,"凯瑟，我已经说过了，"
CONVERSATION_5009,"你现在要做的就是在我们不在的期间内保护好奥勒贝尔的人们。"
CONVERSATION_5010,"对于骑士来说，没有什么比保护百姓和国家更重要的事了。千万别忘记这一点。"
CONVERSATION_5011,"好吧，身为一个见习骑士...只能相信远征队然后在这里做自己该做的事了。"
CONVERSATION_5012,"凯瑟，挺起胸膛，你很快也能成为一位堂堂正正的骑士的，"
CONVERSATION_5013,"而且如果是你，一定能够胜任为国为民的重责大任，"
CONVERSATION_5014,"到那时候，我也会跟你一起行动的。"
CONVERSATION_5015,"突然变得这么认真还真不像你，让我有点坐立不安。"
CONVERSATION_5016,"这个嘛，我也是偶尔会讲这些帅气的话啊，哈哈哈！"
CONVERSATION_5017,"哈哈，是也没那么帅气啦。"
CONVERSATION_5018,"很好，就保持这种笑容，等我完成任务平安归来，"
CONVERSATION_5019,"为了我们奥勒贝利亚皇家骑士团的名誉！"
CONVERSATION_5020,"是呀，有哥在，我相信你们会平安归来的！"
CONVERSATION_2302,"28天后......"
CONVERSATION_5021,"不管怎么等都等不到远征队的消息，"
CONVERSATION_5022,"只有关于远征队的不祥传闻甚嚣尘上，"
CONVERSATION_5023,"据说远征队此次并非只为了调查，而是为了和再次现身的魔族战斗。"
CONVERSATION_5024,"我不能再坐以待毙了，"
CONVERSATION_5025,"假如真的是魔族..."
CONVERSATION_5026,"就必须得出发了，"
CONVERSATION_5027,"我不能让唯一的哥哥陷入危险！"
CONVERSATION_5028,"远征队目前似乎正朝东南方前进，"
CONVERSATION_5029,"只要跟着那条路走应该就能跟哥碰头了吧。"
CONVERSATION_5030,"凯瑟，你要去哪？"
CONVERSATION_5031,"哎？芙莱儿，你明明是在教堂..."
CONVERSATION_5032,"从今天开始放假啰。"
CONVERSATION_5033,"如果是要去找克劳斯哥哥的话就一起去吧。"
CONVERSATION_5034,"你怎么知道..."
CONVERSATION_5035,"如果我身上有剑...我也会这么做的。"
CONVERSATION_5036,"这是什么话！以实习牧师的身份出城的话太危险了！"
CONVERSATION_5037,"而且骑士团一点消息也没有，也无从得知外面发生了什么事。"
CONVERSATION_5038,"哈，凯瑟，你了解牧师这个职业吗？"
CONVERSATION_5039,"虽然牧师单独前往冒险是很危险没错，"
CONVERSATION_5040,"但任何职业只要少了牧师也一样危险，你不知道吗？"
CONVERSATION_5041,"但是..."
CONVERSATION_5042,"凯瑟，你没有拒绝的理由，"
CONVERSATION_5043,"并不是只有你在担心他，"
CONVERSATION_5044,"况且若连你也回不来的话..."
CONVERSATION_5045,"..."
CONVERSATION_5046,"知道了，一起出发吧。"
CONVERSATION_5047,"但是你要紧紧地跟在我身边。"
CONVERSATION_5048,"毕竟不知道外面有什么危险在等着我们。"
CONVERSATION_5049,"芙莱儿，你今天必须离开教堂。"
CONVERSATION_5050,"大祭司，您这话是什么意思，是我做错什么了吗？"
CONVERSATION_5051,"不，只是你必须完成一些事。"
CONVERSATION_5052,"你心之所向的地方会成为露亚指引的道路。"
CONVERSATION_5053,"我的心唯有追随光之女神露亚。"
CONVERSATION_5054,"我了解你内心深处的信仰，还有你眼中满满的担忧..."
CONVERSATION_5055,"大祭司大人..."
CONVERSATION_5056,"离开教堂到首都的入口去，那里就是你要去的道路。"
CONVERSATION_5058,"虽然露亚会指引你前进的道路，但是苦难和逆境也会随之而来。"
CONVERSATION_5059,"为了与黑暗对抗的他，请务必用光照亮他的道路。"
CONVERSATION_5060,"您说苦难...该不会是克劳斯哥哥..."
CONVERSATION_5061,"离开教堂后，你会在首都的入口处遇见他，"
CONVERSATION_5062,"你得帮助他让他免于受到黑暗的侵袭。"
CONVERSATION_5063,"竟然是一条伴随着苦难的道路..."
CONVERSATION_5064,"我能够遵循正确的道路吗？"
CONVERSATION_5065,"外面到底发生了什么事呢...？"
CONVERSATION_5066,"芙莱儿，还在那里干什么呢！快来啊！"
CONVERSATION_5067,"等等，凯瑟！一起走！"
CONVERSATION_5068,"露亚大人，请您务必照亮我们前进的道路。"
CONVERSATION_5069,"愿光与我们一路同行。"
CONVERSATION_5070,"我们好像已经走了大半天了...远征队会安然无恙吗？"
CONVERSATION_5071,"别太担心了，凯瑟，很快就会追上的。"
CONVERSATION_2356,"罗伊，你回去啦！"
CONVERSATION_2357,"唉..."
CONVERSATION_2358,"唉...克丽欧，别这样。塔里出乱子了。"
CONVERSATION_2359,"塔里都已经乱成一团了。"
CONVERSATION_2360,"啊！～～～～真是的！ ～～～～～"
CONVERSATION_2361,"我不是不知道你的想法，可我也一样很为难。"
CONVERSATION_2362,"但我也有事要做啊..."
CONVERSATION_2363,"想想正在担心你的那个人..."
CONVERSATION_2364,"吵死了！吵死了！吵死了！回去！我叫你回去！"
CONVERSATION_2367,"啊！那个，路过的骑士大人！"
CONVERSATION_2368,"凯瑟，好像是在叫你耶？"
CONVERSATION_2369,"嗯？我吗？"
CONVERSATION_2370,"请帮帮我！有...有色狼！"
CONVERSATION_2371,"唉，克丽欧..."
CONVERSATION_2372,"凯瑟，她说有色狼耶！我们快帮帮她吧！"
CONVERSATION_2373,"啧，真让人头疼...我话先说在前头，这是误会！"
CONVERSATION_2374,"话说在前头，这只是一场误会罢了，"
CONVERSATION_2375,"我只是...！"
CONVERSATION_2376,"啊！请帮帮我！"
CONVERSATION_2377,"虽然不知道你是谁，但请不要再纠缠这位小姐了！"
CONVERSATION_2378,"离这位小姐远一点！"
CONVERSATION_2380,"啊...真是的..."
CONVERSATION_2381,"你们三个注意一下周围。"
CONVERSATION_2382,"是狼群？什么时候出现的...！"
CONVERSATION_2383,"看来我们真的是太吵了。"
CONVERSATION_2384,"也没办法了，"
CONVERSATION_2385,"管他是色狼还是什么，先解决要紧的事吧。"
CONVERSATION_2386,"没办法了...先解燃眉之急吧！"
CONVERSATION_2387,"啊！呃呃...这些小狗真不会挑时候！"
CONVERSATION_2388,"这些小狗还不会看时机呢！！"
CONVERSATION_2389,"大家小心！"
CONVERSATION_2390,"都解决掉了吗..."
CONVERSATION_2392,"不要太早松懈。"
CONVERSATION_2393,"啊！又过来了！"
CONVERSATION_2394,"那个大块头的家伙好像是领头的。"
CONVERSATION_2395,"看来是狼群首领。"
CONVERSATION_5595,"这样看来只要解决那家伙，应该就不会再涌上来了吧？"
CONVERSATION_5596,"大概吧。"
CONVERSATION_5597,"村庄附近竟然有这种狼群..."
CONVERSATION_5598,"应该是因为连村庄的卫兵也被召进远征队的关系吧。"
CONVERSATION_5599,"我上啰，小心点，芙莱儿。"
CONVERSATION_5072,"吁...大家都平安无事真是太好了。"
CONVERSATION_5073,"如果没有这位先生的提醒，真不知道会发生什么事。"
CONVERSATION_5074,"可惜他是个色狼。"
CONVERSATION_5075,"喂喂...小姐，把一个好端端的人看成那样可不好。"
CONVERSATION_2406,"我刚才也说了，我只是来带克丽欧回家的。"
CONVERSATION_2407,"对吧，克丽欧？"
CONVERSATION_2408,"绝对不可以相信那个色狼的话！"
CONVERSATION_2409,"克丽欧...别再胡闹了行吗？"
CONVERSATION_2410,"非得要我因为你的固执和他们拔刀相向你才会满意吗？"
CONVERSATION_2411,"不要再闹了。"
CONVERSATION_2412,"走，我们回去吧。"
CONVERSATION_2413,"...那我也不要回去！我可是下了狠心才出来的！"
CONVERSATION_2414,"我可是下定决心出来的！"
CONVERSATION_2415,"可不是像平常一样出来晃晃而已。"
CONVERSATION_2416,"我...！"
CONVERSATION_2417,"唉...我知道，你想要自己找线索，但是..."
CONVERSATION_2418,"一定要找到线索...对吧..."
CONVERSATION_2419,"那...那个，"
CONVERSATION_2420,"那个...虽然不知道两位发生了什么事，但看起来您好像真的不是色狼，"
CONVERSATION_2421,"那么我们就先离开了。"
CONVERSATION_2422,"对不起，我们还以为真的是..."
CONVERSATION_2423,"不必介怀，比起那个..."
CONVERSATION_2424,"虽非本意，但还是给他们添麻烦了，不觉得应该道个歉吗？"
CONVERSATION_2425,"哼！"
CONVERSATION_5076,"哈哈...不不，没关系。"
CONVERSATION_5077,"我们才该因为误会向您道歉呢。"
CONVERSATION_5078,"呵呵...没关系，话说回来，你说你叫克丽欧吗？"
CONVERSATION_5079,"虽然我不知道你在找什么线索，但我会祈祷你赶快找到的。"
CONVERSATION_5080,"但是这位一直在担心你的先生..."
CONVERSATION_5081,"请问您贵姓大名？"
CONVERSATION_5082,"我叫罗伊。"
CONVERSATION_5083,"应该不要让担心您的罗伊为难比较好吧？"
CONVERSATION_2430,"呃呃...对不起！都是因为我..."
CONVERSATION_2431,"对不起！都是因为我才让你碰到这些危险的事..."
CONVERSATION_2432,"咦？居然真的道歉了...明天太阳会从西边升起吗？"
CONVERSATION_2433,"妳竟然会道歉。"
CONVERSATION_2434,"但是呢，罗伊，我是绝对不会回去的。"
CONVERSATION_2435,"就算你硬拉我回去，不管几次我都会再出来的！"
CONVERSATION_2436,"因为我有必须要做的事..."
CONVERSATION_2437,"不管是十次还是一百次，我都会再出来的，我有必须要做的事。"
CONVERSATION_5084,"克丽欧，那..."
CONVERSATION_5085,"两位要前往何处呢？依方向来看，似乎是刚从奥勒贝尔出来呢。"
CONVERSATION_5086,"喂，不要打断我的话..."
CONVERSATION_5087,"啊，对了！你们好像是从反方向来的，"
CONVERSATION_5088,"有没有看见从奥勒贝尔派出的远征队呢？"
CONVERSATION_5089,"嘿，可以一个一个轮流说..."
CONVERSATION_5090,"真的很抱歉，我们正在寻找从奥勒贝尔派出的远征队。"
CONVERSATION_5091,"已经过了一个月却一点消息也没有才..."
CONVERSATION_5092,"唔...现在想来，来的路上有驻扎的痕迹。"
CONVERSATION_5093,"是的，家人......是家人没错。"
CONVERSATION_5094,"我和凯瑟是在同一个孤儿院里长大的......"
CONVERSATION_5095,"嗯..."
CONVERSATION_5096,"这么一想，来的路上是有看过扎营的痕迹。"
CONVERSATION_5097,"啊，我也看见了！一起走吧！我给你们指路。"
CONVERSATION_5098,"一起走吧！我为你们带路。"
CONVERSATION_5099,"什么呀，你什么时候那么亲切了..."
CONVERSATION_5100,"原来如此，难道这就是在贤者之塔中从未感受过的温暖吗......"
CONVERSATION_5101,"回去的话应该要建议雇用一位牧师了。"
CONVERSATION_5102,"你一个人在自言自语些什么呀？"
CONVERSATION_5103,"虽然不知道你在打什么鬼主意，但你还是快走吧。"
CONVERSATION_5104,"我要留下帮助这两位。"
CONVERSATION_5105,"我要帮他们。"
CONVERSATION_5106,"唉...好吧，你的脾气谁能劝阻得了呢..."
CONVERSATION_5107,"骑士大人，我与你们同行应该也可以吧？"
CONVERSATION_2466,"骑士先生，那我就暂时跟你们一起行动吧，"
CONVERSATION_2467,"我现在也有理由得跟你们一起行动了。"
CONVERSATION_2468,"咦？罗伊...？"
CONVERSATION_2469,"我无法轻易违背向贤者之塔许下的诺言..."
CONVERSATION_5108,"谢谢，若找到我哥，我一定会报答你们的。"
CONVERSATION_5109,"太好了，凯瑟。"
CONVERSATION_2472,"正式向你们自我介绍，我是来自贤者之塔的魔法师克丽欧。"
CONVERSATION_5110,"我是从贤者之塔来的魔法师克丽欧。"
CONVERSATION_2474,"我..."
CONVERSATION_5111,"我是这家伙的护卫，罗伊。"
CONVERSATION_2476,"我叫罗伊。"
CONVERSATION_2477,"我是奥勒贝尔的见习骑士凯瑟。"
CONVERSATION_2478,"我是露亚教团的见习牧师芙莱儿。"
CONVERSATION_5112,"你们两位..都还是学徒吗？"
CONVERSATION_5113,"什么啊，罗伊，你现在是因为他们两位还是学徒就瞧不起人家吗？"
CONVERSATION_5114,"不，我只是有点惊讶，单就见习生来说实力也太好了吧。"
CONVERSATION_5115,"哈哈，是吗？"
CONVERSATION_5116,"那牧师，居然能让克丽欧服服帖帖的...应该很有用吧。"
CONVERSATION_5117,"感化能力真是惊人，感觉很有用喔，呵呵呵..."
CONVERSATION_5118,"什么...竟然看着芙莱儿笑得那么阴险。"
CONVERSATION_5119,"那个...他真的不是色狼吗？克丽欧。"
CONVERSATION_5120,"我真的不是。"
CONVERSATION_5121,"哈哈哈，我可以保证，罗伊再怎么讨人厌，也不是会做坏事的人。"
CONVERSATION_5122,"不过，嗯...我好像可以理解那个阴险的笑了...嗯..."
CONVERSATION_5123,"一直盯着身体的一部分看很失礼，"
CONVERSATION_5123_GF,"这样直勾勾的盯着人家看也很失礼。"
CONVERSATION_5124,"什么，你这家伙！ ？还不都是因为你那个阴险的笑容才会造成误会！"
CONVERSATION_5125,"才不是，一开始可是你先叫我色狼的。"
CONVERSATION_5126,"那个...现在可以出发了吗？"
CONVERSATION_5127,"我们必须要尽快见到他们。"
CONVERSATION_5128,"啊，是啊、是啊！我们赶紧出发吧～！"
CONVERSATION_2483,"呜哇，那些是什么呢"
CONVERSATION_2484,"哎呀，是史莱姆！是不是很可爱？"
CONVERSATION_2485,"你说...它们可爱？"
CONVERSATION_2486,"曾经想试着做出宠物史莱姆，但..."
CONVERSATION_2487,"竟然连用来装它的罐子也融化了。"
CONVERSATION_2488,"最后当然也由我来收拾掉了。"
CONVERSATION_2489,"罗伊，一直记仇的话会不受欢迎的。"
CONVERSATION_2490,"两位关系真好呢。"
CONVERSATION_2491,"你说谁关系好！"
CONVERSATION_5129,"为什么要那么仔细地观察史莱姆呢？"
CONVERSATION_5130,"当然是凯瑟也发觉到史莱姆的魅力啦～！"
CONVERSATION_5131,"嵌在史莱姆身上的武器...我看看是否是我们骑士团还是其他远征队的武器"
CONVERSATION_5132,"不过幸好不是呢。"
CONVERSATION_5133,"这次是妳没掌握好气氛呢，克丽欧。"
CONVERSATION_5134,"啊，不是的。不好意思让您丢脸了。"
CONVERSATION_5135,"是呀，克丽欧。凯瑟也是有点担心......"
CONVERSATION_5136,"看吧，罗伊。"
CONVERSATION_5137,"唉...果然还是我不会看脸色。"
CONVERSATION_5137_0,"不是的，罗伊。罗伊也是考虑到凯瑟的心情才会这么说的。"
CONVERSATION_5137_1,"啊，我没事的。说不定我应该要像你们对待克丽欧一样对待她还比较好。"
CONVERSATION_5137_2,"我又怎么了？"
CONVERSATION_5137_3,"再这样下去吵不完了。现在史莱姆的观察结束了吗，凯瑟。"
CONVERSATION_5137_4,"是的。现在我做好准备了。"
CONVERSATION_2507,"欸，那史莱姆是怎么一回事？"
CONVERSATION_2508,"好巨大的史莱姆呀！"
CONVERSATION_2509,"我也是第一次看到那样的史莱姆。"
CONVERSATION_2510,"我一直都想养看看那种史莱姆呢！"
CONVERSATION_5138,"罗伊，之后可以帮我把那个史莱姆带回贤者之塔吗？"
CONVERSATION_2512,"我要拒绝妳。"
CONVERSATION_2513,"若那家伙不赶快过去的话，我们也无法前进的。"
CONVERSATION_2514,"那么把它砍了就行了吧。"
CONVERSATION_2515,"不可以杀死它呀罗伊-！"
CONVERSATION_2516,"他好像没听到。"
CONVERSATION_2517,"哼！笨蛋罗伊！"
CONVERSATION_2518,"罗伊你这个笨蛋！怎么可以杀掉它！？"
CONVERSATION_5139,"嗯，史莱姆果然是不太好切呢。"
CONVERSATION_5140,"喔，克丽欧，我很遗憾。"
CONVERSATION_5141,"这么大的史莱姆应该克丽欧跟罗伊都是第一次看到吧？"
CONVERSATION_5142,"对啊，到底是谁会创造..."
CONVERSATION_5143,"这么大的史莱姆啊？"
CONVERSATION_5144,"说不定那个传言..."
CONVERSATION_5145,"什么传言？"
CONVERSATION_5146,"啊，是那个恶魔再度出现的传闻吗？"
CONVERSATION_5147,"克丽欧也听说过吗？"
CONVERSATION_5148,"在奥勒贝尔有稍微听说过？"
CONVERSATION_5149,"若不是那笨蛋罗伊追过来的话，我就能听到更多了。"
CONVERSATION_5150,"我都不知道有这样的传闻正在散播。"
CONVERSATION_5151,"若传言是真的，我怀疑恶魔们是否会浪费他们的时间来制造史莱姆..."
CONVERSATION_5152,"史莱姆可能不是任何人创造的。"
CONVERSATION_5153,"他们可能只是因为受到魔法影响所以自己变大的吧。"
CONVERSATION_5154,"不管是哪一种状况，这都不太寻常啊。"
CONVERSATION_5155,"我希望克劳斯一切安好..."
CONVERSATION_2536,"呃呃...真恶心！这种地方为什么会有蜘蛛？"
CONVERSATION_2537,"明明觉得史莱姆很可爱，竟然会讨厌蜘蛛。"
CONVERSATION_2538,"真是令人无法理解的家伙。"
CONVERSATION_2539,"不过！很恶心不是嘛！"
CONVERSATION_2540,"看看牠们的脚！"
CONVERSATION_2541,"还有那眼睛！"
CONVERSATION_2542,"不过，那种吸血蜘蛛烤来吃可是很美味的！"
CONVERSATION_2543,"你说吃那东西？！"
CONVERSATION_2544,"嗯...妳没听说过吗？"
CONVERSATION_2545,"...我也是第一次听说会吃那种东西。"
CONVERSATION_2546,"我的师父在训练结束后告诉我这很美味，并烤了那蜘蛛脚给我吃呢。"
CONVERSATION_2547,"师父？"
CONVERSATION_2548,"..."
CONVERSATION_2549,"嗯，以后再慢慢聊。"
CONVERSATION_2550,"蜘蛛们似乎在往这个方向看呢。"
CONVERSATION_2551,"过来试试看！我要把你们都烧了！"
CONVERSATION_2552,"数量比想象的还要多。大家要小心。"
CONVERSATION_2553,"不要烤太熟啊！"
CONVERSATION_2554,"呃啊啊～太多了！"
CONVERSATION_2555,"必须一次全部都烧死！"
CONVERSATION_2556,"耶！实在是太爽快了！"
CONVERSATION_2557,"差点连我们都烧了呢。"
CONVERSATION_2558,"反正就是不懂什么叫节制..."
CONVERSATION_2559,"不过也真是了不起呀。"
CONVERSATION_2560,"那么多的蜘蛛，一次就..."
CONVERSATION_2561,"啊！凯瑟！"
CONVERSATION_2562,"凯瑟！凯瑟！"
CONVERSATION_2563,"噫！竟然有那么巨大的蜘蛛！"
CONVERSATION_2564,"好险只是晕了过去。没有受什么伤。"
CONVERSATION_2565,"没办法嘛。眼前出现的是讨厌的东西嘛！"
CONVERSATION_2566,"对蜘蛛来说一定很痛。"
CONVERSATION_2567,"看这样牠们还敢不敢追来。"
CONVERSATION_2568,"真了不起！竟然能避开那些攻击！"
CONVERSATION_2569,"虽然罗伊看起来不怎麽样～"
CONVERSATION_2570,"但他可是贤者之塔认可的傢伙呢～"
CONVERSATION_2571,"若有时间闲聊可以来帮忙吗？"
CONVERSATION_2566_P,"啧！还在不断地攻过来啊。"
CONVERSATION_2567_P,"好，看看是不是这样也能打中！"
CONVERSATION_2568_P,"太厉害了！那些攻击都能全部避开！"
CONVERSATION_2569_P,"别看罗伊表面那样，其实～"
CONVERSATION_2570_P,"他在贤者之塔也是个公认的厉害家伙～"
CONVERSATION_2571_P,"别啰嗦了，快来帮我好吗？"
