KEY,"French"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,"Crit P."
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,"Crit M."
OPERATION_TYPE.MOD_CRITICAL_CHANCE,"Crit"
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,"Esquive P."
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,"Esquive M."
OPERATION_TYPE.MOD_DODGE_CHANCE,"Esquive"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,"Blocage P."
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,"Blocage M."
OPERATION_TYPE.MOD_BLOCK_CHANCE,"Blocage"
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,"Pénétration P."
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,"Pénétration M."
OPERATION_TYPE.MOD_PIERCE_POWER,"Pénétration"
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,"Précision P."
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,"Précision M."
OPERATION_TYPE.MOD_HIT_CHANCE,"Précision"
OPERATION_TYPE.MOD_HP_STEAL_POWER,"Vol de vie"
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,"Résist. Contrôles"
OPERATION_TYPE.MOD_HEAL_POWER,"Soin"
OPERATION_TYPE.MOD_RECOVER_POWER,"Récupération"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,"DEG P. Crit"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,"DEG M.Crit"
OPERATION_TYPE.MOD_CRITICAL_POWER,"DEG Crit"
OPERATION_TYPE.MOD_ATTACK_SPEED,"Vit. ATQ"
OPERATION_TYPE.MOD_ATTACK_SPEED_R,"Vit. ATQ"
OPERATION_TYPE.MOD_MP_ON_KILL,"Récupération PM/Elimination"
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,"Récupération PV/Bataille"
OPERATION_TYPE.MOD_MP_ON_WAVE,"Récupération PM/Bataille"
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,"Resist P. Faible"
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,"Resist P. Forte"
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,"Resist M. Faible"
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,"Resist M. Forte"
OPERATION_TYPE.MOD_TOUGHNESS,"Solidité"
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,"Récupération PM/Attaque"
OPERATION_TYPE.MOD_MP_ON_TIME_R,"Récupération PM/Sec"
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,"Resist. Crit"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,"Résistance Crit P."
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,"Résistance Crit M."
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,"Récupération de Mana en Combat"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_POWER,"Réduction des DEG par Blocage P."
OPERATION_TYPE.MOD_MAGICAL_BLOCK_POWER,"Réduction des DEG par Blocage M."
OPERATION_TYPE.MOD_BLOCK_POWER,"DEF Blocage P."
OPERATION_TYPE.MOD_HIT_CC_CHANCE,"Affaiblissement Précision"
ITEM_ACTION_TYPE.RECOVER_STAMINA,"Récupération Endurance"
SELECT_REWARD.RECEIVED_SELECTED_REWARD,"Obtenir Récompense Sélectionnée"
MAIL.RECEIVED_MAIL_ATTACHMENT,"Pièce jointe Mail"
COMMON.PARENTHESES_NUMBER,"({1})"
PORTAL.LAST_BATTLE_POSITION,"Dernière\nposition"
COMMON.COMMON_OPEN,"Ouvrir"
ITEM.NOT_FOR_SALE,"Pas à Vendre"
INVENTORY.OPEN_PACKAGE_COUNT,"Ouvrir {1} pack(s)"
INVENTORY.PACKAGE_RANDOM_SELECT,"Aléatoire {1}"
INVENTORY.SELECT_OPTION_NOTIFICATION_TEXT,"Aucune option à sélectionner.\nTouchez Réinitialiser les options pour modifier les options."
HERO_SKILL.GET_SKILL_HERO_LEVEL,"Apprenez au Niv. {1}"
ITEM_TYPE.AWAKE_CHALLENGE,"Fragment"
ACHIEVEMENT.ACHIEVEMENT_REWARD_TITLE,"Récompense de Succès"
EQUIP.EQUIP_OPEN_OPTION_LEVEL,"Améliorer +{1}:"
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,"Améliorer +{1}: Stats Additionnelles"
EQUIP.EQUIP_OPTION_STAT_TEXT,"Stats Additionnelles"
EQUIP_ENCHANT.SET_OPTION,"Sélectionner option"
EQUIP.EQUIP_SET_OPTION_NUMBER,"{1}Sélectionné:"
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,"Cet équipement a un niveau d'étoiles important. Voulez-vous l'utiliser comme composant?"
HERO_STAT.NOT_ENOUGH_AWAKE_MATERIAL,"Pas assez de composants pour l'Éveil."
HERO_STAT.NOT_ENOUGH_TRANSCEND_MATERIAL,"Pas assez de composants pour la Transcendance."
HERO_STAT.ENOUGH_AWAKE_MATERIAL,"Apte à entrer dans la Chambre des Épreuves."
HERO_STAT.ENOUGH_TRANSCEND_MATERIAL,"Vous pouvez transcender le héros\ndans la Chambre des Épreuves."
HERO_STAT.IN_BATTLE,"Il y a une bataille en cours dans la Chambre des Épreuves."
HERO_STAT.IN_PURIFYING,"Purification"
HERO_STAT.IN_TRANSCEND_PURIFYING,"Vous pouvez transcender le Héros dans la Chambre de Purification."
HERO_NOTIFY_TRANSCEND_PURIFY,"Vous pouvez transcender le Héros dans la Chambre de Purification."
HERO_STAT.FULLY_AWAKEN,"Héros éveillé."
HERO_STAT.STATE_AWAKENING,"Éveil en cours"
HERO_STAT.STATE_TRANSCENDING,"Transcendance en cours"
HERO_STAT.STATE_FULLY_AWAKEN,"Éveil Max"
HERO_STAT.STATE_FULLY_TRANSCENDED,"Transcendance Max"
DUNGEON_DIFFICULTY_TYPE.EASY,"Easy"
DUNGEON_DIFFICULTY_TYPE.NORMAL,"Normal"
DUNGEON_DIFFICULTY_TYPE.HARD,"Hard"
DUNGEON_DIFFICULTY_TYPE.HELL,"Hell"
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,"Besoin de compléter {1} - {2}."
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,"Besoin de compléter {1} - {2}."
NODE_FUNCTION.NOT_READY,"Contenu en préparation."
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,"{3} min restantes"
RUNE.EQUIP_INFO_TAKEOFF,"Retirer"
RUNE.RUNE_ALERT_SELECT_EQUIP,"Sélectionnez l'équipement sur lequel insérer la rune."
RUNE.RUNE_EQUIP_ASK_MESSAGE,"Voulez-vous insérer la rune dans l'emplacement?"
RUNE.RUNE_EQUIP_ASK_TITLE,"Insérer Rune"
RUNE.RUNE_STAT,"Options Rune"
RUNE.RUNE_TYPE_ACCESSORY_ONLY,"Runes (Accessoires)"
RUNE.RUNE_TYPE_ARMOR_ONLY,"Runes (Armures)"
RUNE.RUNE_TYPE_WEAPON_ONLY,"Runes (Armes)"
RUNE.RUNE_WEAPON_ARMOR,"Runes pour armes et armures"
RUNE.RUNE_WEAPON_SECONDGEAR,"Runes pour armes et équipement secondaire"
RUNE.RUNE_ARMOR_SECONDGEAR,"Runes pour armures et équipement secondaire"
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,"Runes pour armes, armures et équipement secondaire"
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,"Voulez-vous retirer la rune?\n(Si la rune est retirée, elle sera détruite.)"
RUNE.RUNE_UNEQUIP_ASK_TITLE,"Conserver Rune"
RUNE.RUNE_PRESERVE_ASK_MESSAGE,250,"Rubis insuffisants.\nVoulez-vous aller à la Boutique Spéciale?"
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,"Aucun emplacement vide pour mettre cette.\nRetirez d'abord une rune existante."
RUNE.RUNE_PRESERVE_ASK_MESSAGE,"Voulez-vous utiliser {1} Rubis pour conserver\n la rune dans cet emplacement?"
ITEM.COMMON_GROWTH_REWARD_COUNT,"Possédé:{1}"
ITEM.BOOSTER_END_DURATION_TIME,"Temps restant: {1} h {2} m"
ITEM.BOOSTER_END_MESSAGE,"Temps expiré, l'effet du booster va s'arrêter."
BATTLE.AUTO_BUTTON_DISABLED,"Pour activer AUTO, vous devez compléter le niveau une fois."
BATTLE.CANNOT_REMOVE_FORCED_HERO,"Dans ce donjon, vous ne pouvez pas retirer ce héros du groupe."
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,"(Bonus basique)"
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,"(Tous les 30 jours)"
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,"(Bonus Premier Achat)"
PAY_SHOP.BUY_GEM_DAY_BONUS,"(Bonus Jour{1})"
PAY_SHOP.RUBY_MONTHLY_BENEFIT,"{2} Rubis fournis chaque jour pour {1} jours. Obtenez un total de {3} Rubis\n(Bonus Compris)"
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,"{2} Effet appliqué pour {1}jour(s)\nDes Effects Similaires ne peuvent pas fonctionner en même temps."
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,"(Appliquer immediatemment après achat)"
SCENARIO_QUEST.REWARD_TITLE,"Quête Terminée!"
GACHA.FREE_GACHA_ITEM_COUNT,"{1} Ticket(s) d'Invocation"
GUILD.GUILD_RANK_NEW_MEMBER,"Nouveau Membre"
GUILD.GUILD_CHAT_NEW_MEMBER,"{1} a rejoint la guilde. Accueillez chaleureusement notre nouveau membre!"
GUILD.GUILD_CHAT_WITHDRAW,"{1} a quiitté la guilde."
GUILD.GUILD_CHAT_CHANGE_RANK,"La position de {1} a changé en {2}."
GUILD.GUILD_RANK_GHOST_MEMBER,"Fantôme"
GUILD.GUILD_JOIN_REQUEST_COMPLETED,"[FF7F00]Vous avez envoyé une requête pour rejoindre la guilde.\nVous serez admis si votre demande d'adhésion est acceptée."
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,"Vous avez une requête d'adhésion en attente."
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,"Vous avez un délais d'attente avant la prochaine demande d'adhésion."
SYSTEM.LABEL_REMAIN_DAY_HOUR,"{1}j {2}h"
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,"{1}h {2}min"
SYSTEM.LABEL_REMAIN_MIN_SEC,"{1}min {2}sec"
SYSTEM.LABEL_REMAIN_SEC,"{1}sec"
SYSTEM.LABEL_REMAIN_DAY,"{1}j"
SYSTEM.LABEL_REMAIN_HOUR,"{1}h"
SYSTEM.LABEL_REMAIN_MIN,"{1}min"
GUILD.GUILD_CONFIRM_KICK,"Voulez-vous exclure {1} de la Guilde?"
GUILD.GUILD_CONFIRM_RANK,"Voulez-vous nommer {1} comme {2}?"
GUILD.GUILD_LEVELUP_MAXLEVEL,"Niveau de guilde déjà au maximum."
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,"AP insuffisants. {1} AP requis pour le niveau suivant."
SYSTEM.REMAIN_TIME_DAY_HOUR,"{1}j {2}h"
SYSTEM.REMAIN_TIME_HOUR_MINUTE,"{1}h {2}min"
SYSTEM.REMAIN_TIME_MIN_SEC,"{1}min {2}sec"
SYSTEM.REMAIN_TIME_SEC,"{1}sec"
SYSTEM.REMAIN_TIME_DAY,"{1}j"
SYSTEM.REMAIN_TIME_HOUR,"{1}h"
SYSTEM.REMAIN_TIME_MIN,"{1}min"
CurrentMaxTranscended,"Au Niv. Maximum de Transcendance"
SELECT_TRANSCEND_ATTR,"Sélectionnez Avantage de Transcendance"
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,"Impossible de Traiter 'Bouton Retour'"
RESULT_TYPE.INVALID_PARTY,"Le groupe n'existe pas."
RESULT_TYPE.PARTY_FULL,"Le groupe est plein."
RESULT_TYPE.SLOT_FULL,"Le groupe est plein."
RESULT_TYPE.BANNED,"Vous avez été exclu."
INVEN_USE_STAMINA3,"Combien de {1} allez-vous utiliser?"
STAMINA_TYPE.CHALLENGE_TOWER_KEY,"Cube"
STAMINA_TYPE.CHICKEN,"Endurance"
STAMINA_TYPE.HIDEOUT_KEY,"Clé du Donjon Supérieur"
STAMINA_TYPE.EVENT_DUNGEON_TICKET,"Ticket d'entrée du festival"
