KEY,Portuguese
STAT_TYPE.MP_ON_KILL,Recuperação de PM/Eliminação
STAT_TYPE.MP_ON_WAVE,Recuperação de PM/Batalha
STAT_TYPE.MP_ON_SECOND,Recuperação de PM/Seg
STAT_TYPE.ATTACK_SPEED,VEL de ATQ
STAT_TYPE.MOVE_SPEED_MMS,Deslocamento
STAT_TYPE.PHYSICAL_CRITICAL_DODGE_CHANCE,Resistência a Crit F.
STAT_TYPE.MAGICAL_CRITICAL_DODGE_CHANCE,Resistência a Crit M.
STAT_TYPE.HP,PV Atual
STAT_TYPE.CCACCURACY,Penalidade de PREC
STAT_TEAMLEVEL,Nv. do Time
STAT_TEAMEXP,XP de Time
STAT_VIPLEVEL,Nv. VIP
STAT_VIPEXP,XP VIP
STAT_LEVEL,Nv.
STAT_EXP,EXP
STAT_STAR,Estrelas
STAT_GRADE,Classificação
STAT_TYPE.ADD_MP_ON_DAMAGE_R,Recuperação de PM/DAN
STAT_TYPE.ADD_MP_ON_ATTACK_R,Rec. de PM/Ataque
STAT_TYPE.ADD_MP_ON_TIME_R,Recuperação de PM/Seg
EQUIP_SORT_TYPE.STAR_UP,Número de Estrelas (+)
EQUIP_SORT_TYPE.STAR_DOWN,Número de Estrelas (-)
EQUIP_SORT_TYPE.LEVEL_UP,Nível de Aperfeicoamento (+)
EQUIP_SORT_TYPE.LEVEL_DOWN,Nível de Aperfeicoamento (-)
EQUIP_SORT_TYPE.GRADE_UP,Classificação (+)
EQUIP_SORT_TYPE.GRADE_DOWN,Classificação (-)
ITEM_SORT_TYPE.GRADE_UP,Classificação (+)
ITEM_SORT_TYPE.GRADE_DOWN,Classificação (-)
ITEM_SORT_TYPE.LEVEL_UP,Por nível (+)
ITEM_SORT_TYPE.LEVEL_DOWN,Por nível (-)
MATCH_TIER_TYPE.BRONZE,Bronze
MATCH_TIER_TYPE.SILVER,Prata
MATCH_TIER_TYPE.GOLD,Ouro
MATCH_TIER_TYPE.PLATINUM,Platina
MATCH_TIER_TYPE.DIAMOND,Diamante
MATCH_TIER_TYPE.MASTER,Mestre
MATCH_TIER_TYPE.ROYAL_MASTER,Mestre Real
MATCH_TIER_TYPE.CHALLENGER,Desafiante
MATCH_TIER_TYPE.CHAMPION,Campeão
OPERATION_TYPE.MOD_POWER_R,ATQ
OPERATION_TYPE.MOD_PHYSICAL_POWER,ATQ F.
OPERATION_TYPE.MOD_PHYSICAL_POWER_R,ATQ F.
OPERATION_TYPE.MOD_MAGICAL_POWER,ATQ M.
OPERATION_TYPE.MOD_MAGICAL_POWER_R,ATQ M.
OPERATION_TYPE.MOD_MAX_HP,PV Máx.
OPERATION_TYPE.MOD_MAX_HP_R,PV Máx.
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE,DEF F.
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE_R,DEF F.
OPERATION_TYPE.MOD_MAGICAL_DEFENCE,DEF M.
OPERATION_TYPE.MOD_MAGICAL_DEFENCE_R,DEF M.
OPERATION_TYPE.MOD_DEFENCE_R,DEF
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,Crit F.
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,Crit M.
OPERATION_TYPE.MOD_CRITICAL_CHANCE,Crít
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,Esquiva F.
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,Esquiva M.
OPERATION_TYPE.MOD_DODGE_CHANCE,Esquiva
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,Bloqueio F.
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,Bloqueio M.
OPERATION_TYPE.MOD_BLOCK_CHANCE,Bloqueio
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,Penetração F.
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,Penetração M.
OPERATION_TYPE.MOD_PIERCE_POWER,Penetração
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,PREC F.
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,PREC M.
OPERATION_TYPE.MOD_HIT_CHANCE,PREC
OPERATION_TYPE.MOD_HP_STEAL_POWER,Roubo de Vida
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,Resistir a CM
OPERATION_TYPE.MOD_HEAL_POWER,Curar
OPERATION_TYPE.MOD_RECOVER_POWER,Recuperação de Energia
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,DAN Crit F.
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,DAN Crit M.
OPERATION_TYPE.MOD_CRITICAL_POWER,DANO CRÍT
OPERATION_TYPE.MOD_ATTACK_SPEED,VEL de ATQ
OPERATION_TYPE.MOD_ATTACK_SPEED_R,VEL de ATQ
OPERATION_TYPE.MOD_MP_ON_KILL,Recuperação de PM/Eliminação
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,Recuperação de PV/Batalha
OPERATION_TYPE.MOD_MP_ON_WAVE,Recuperação de PM/Batalha
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,Fraqueza F.
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,Resistência F.
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,Fraqueza M.
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,Resistência M.
OPERATION_TYPE.MOD_TOUGHNESS,Resistente
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,Recuperação de PM/Ataque
OPERATION_TYPE.MOD_MP_ON_TIME_R,Recuperação de PM/Seg
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,Resistência Crit
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,Resistência Crit F.
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,Resistência Crit M.
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,Recuperação de Mana ao receber DAN
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_POWER,Redução de DAN após Bloq.F
OPERATION_TYPE.MOD_MAGICAL_BLOCK_POWER,Redução de DAN após Bloq.M
OPERATION_TYPE.MOD_BLOCK_POWER,Redução de DAN após Bloqueio
OPERATION_TYPE.MOD_HIT_CC_CHANCE,PREC Bônus
ITEM_ACTION_TYPE.RECOVER_STAMINA,Recuperação de energia
SELECT_REWARD.RECEIVED_SELECTED_REWARD,Adquirir recompensa selecionada
MAIL.RECEIVED_MAIL_ATTACHMENT,Anexo de Correio
COMMON.PARENTHESES_NUMBER,({1})
PORTAL.LAST_BATTLE_POSITION,Última\nLocalização
COMMON.COMMON_OPEN,Abrir
ITEM.NOT_FOR_SALE,Não está a venda
INVENTORY.OPEN_PACKAGE_COUNT,Abrir {1} pacote(s)
INVENTORY.PACKAGE_RANDOM_SELECT,Aleatória {1}
INVENTORY.SELECT_OPTION_NOTIFICATION_TEXT,"Não há opções selecionáveis.\nPara alterar as opções, aperte em Reverter Opção."
HERO_SKILL.GET_SKILL_HERO_LEVEL,Aprender em Nv.{1}
ITEM_TYPE.AWAKE_CHALLENGE,Fragmento
ACHIEVEMENT.ACHIEVEMENT_REWARD_TITLE,Recompensa por Conquista
EQUIP.EQUIP_OPEN_OPTION_LEVEL,Realçar (+) {1}
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,Realçar (+) {1}: Atributos Adicionais
EQUIP.EQUIP_OPTION_STAT_TEXT,Estatísticas adicionais
EQUIP_ENCHANT.SET_OPTION,Configurar Opção
EQUIP.EQUIP_SET_OPTION_NUMBER,{1} conjuntos:
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,Esse equipamento tem uma alta classificação de estrelas. Deseja usá-lo como material?
HERO_STAT.NOT_ENOUGH_AWAKE_MATERIAL,Não há materiais de despertar suficientes.
HERO_STAT.NOT_ENOUGH_TRANSCEND_MATERIAL,Não há materiais de transcedência suficientes.
HERO_STAT.ENOUGH_AWAKE_MATERIAL,Pode entrar na Sala das Provacães
HERO_STAT.ENOUGH_TRANSCEND_MATERIAL,Você pode transcender o herói na Sala das Provacões
HERO_STAT.IN_BATTLE,Há uma batalha em andamento na Sala das Provacões
HERO_STAT.IN_PURIFYING,Purificacão
HERO_STAT.IN_TRANSCEND_PURIFYING,Você pode transcender o herói na Sala da purificação.
HERO_NOTIFY_TRANSCEND_PURIFY,Você pode transcender o herói na Sala da Purificação.
HERO_STAT.FULLY_AWAKEN,O herói despertou.
HERO_STAT.STATE_AWAKENING,Despertar em andamento
HERO_STAT.STATE_TRANSCENDING,Transcendência em andamento
HERO_STAT.STATE_FULLY_AWAKEN,Despertar máximo
HERO_STAT.STATE_FULLY_TRANSCENDED,Transcendência máxima
DUNGEON_DIFFICULTY_TYPE.EASY,Fácil
DUNGEON_DIFFICULTY_TYPE.NORMAL,Normal
DUNGEON_DIFFICULTY_TYPE.HARD,Difícil
DUNGEON_DIFFICULTY_TYPE.HELL,Inferno
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,É necessário concluir {1}-{2}.
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,É necessário concluir {1}-{2}.
NODE_FUNCTION.NOT_READY,O conteúdo está sendo preparado.
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,{3} mins restantes
RUNE.EQUIP_INFO_TAKEOFF,Desequipar
RUNE.RUNE_ALERT_SELECT_EQUIP,Selecione um equipamento para equipar uma runa.
RUNE.RUNE_EQUIP_ASK_MESSAGE,Deseja equipar uma runa para o espaço?
RUNE.RUNE_EQUIP_ASK_TITLE,Equipar Runa
RUNE.RUNE_STAT,Opções Runa
RUNE.RUNE_TYPE_ACCESSORY_ONLY,Runas para Acessórios
RUNE.RUNE_TYPE_ARMOR_ONLY,Runas para Armaduras Protetoras
RUNE.RUNE_TYPE_WEAPON_ONLY,Runas para Armas
RUNE.RUNE_WEAPON_ARMOR,Runas para Armas e Armaduras.
RUNE.RUNE_WEAPON_SECONDGEAR,Runas para Armas e Equipamentos Secundários
RUNE.RUNE_ARMOR_SECONDGEAR,Runas para Armaduras e Equipamentos Secundários
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,"Runas para Armas, Armaduras e Equipamentos Secundários"
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,"Deseja remover a runa?\n(Se a runa for removida, será destruída.)"
RUNE.RUNE_UNEQUIP_ASK_TITLE,Manter a runa
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,Sem espaços vazios para equipar esta runa.\nRemova a outra runa primeiro.
RUNE.RUNE_PRESERVE_ASK_MESSAGE,Deseja usar {1} Rubis para manter\n a runa neste espaço?
ITEM.COMMON_GROWTH_REWARD_COUNT,Possui: {1}
ITEM.BOOSTER_END_DURATION_TIME,Tempo Restante:{1} h {2} m
ITEM.BOOSTER_END_MESSAGE,"O tempo expirou, então o efeito de reforço se encerrará."
BATTLE.AUTO_BUTTON_DISABLED,"Para ativar AUTO, é necessário concluir a fase uma vez."
BATTLE.CANNOT_REMOVE_FORCED_HERO,Esse Herói não pode ser removido da equipe nesta Masmorra.
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,(Bônus básicos)
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,(A cada 30 dias)
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,(Primeiro bônus de compra)
PAY_SHOP.BUY_GEM_DAY_BONUS,(Dia Bônus {1})
PAY_SHOP.RUBY_MONTHLY_BENEFIT,"Por {1} dias, para cada dia de login, ganhe {2} rubis. Total de {3} rubis incluindo bônus."
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,{2} O efeito aplica-se a {1}dia(s)\nMesmo efeitos podem funcionar coincidentemente
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,(Aplicar imediatamente após a compra)
PAY_SHOP.BUY_GEM_BLACKFRIDAY_BONUS_ADD_MSG,Black Friday Bonus
SCENARIO_QUEST.REWARD_TITLE,Busca Concluída!
GACHA.FREE_GACHA_ITEM_COUNT,{1} Convocar bilhete(s)
GUILD.GUILD_RANK_NEW_MEMBER,Novo membro
GUILD.GUILD_CHAT_NEW_MEMBER,{1} aliou-se a você. Saúde o novo membro!
GUILD.GUILD_CHAT_WITHDRAW,{1} deixou essa aliança.
GUILD.GUILD_CHAT_CHANGE_RANK,A posição de {1} mudou para {2}.
GUILD.GUILD_RANK_GHOST_MEMBER,Fantasma
GUILD.GUILD_JOIN_REQUEST_COMPLETED,[FF7F00] Você enviou uma requisição para entrar na guilda. \n Você será admitido assim que sua requisição for aceita.
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,Você tem uma solicitação aguardando.
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,Você tem um tempo de espera até a proxima solicitação.
SYSTEM.LABEL_REMAIN_DAY_HOUR,{1}d {2}h
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,{1}h {2}min
SYSTEM.LABEL_REMAIN_MIN_SEC,{1}min {2}seg
SYSTEM.LABEL_REMAIN_SEC,{1}seg
SYSTEM.LABEL_REMAIN_DAY,{1}d
SYSTEM.LABEL_REMAIN_HOUR,{1}h
SYSTEM.LABEL_REMAIN_MIN,{1}min
GUILD.GUILD_CONFIRM_KICK,Você vai expulsar {1} da Guilda?
GUILD.GUILD_CONFIRM_RANK,Você nomeará {1} para {2}?
GUILD.GUILD_LEVELUP_MAXLEVEL,Nível da Guilda está no Máx.
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,AP de Guilda Insuficiente. {1} AP necessário para subir de nível.
SYSTEM.REMAIN_TIME_DAY_HOUR,{1}d {2}h
SYSTEM.REMAIN_TIME_HOUR_MINUTE,{1}h {2}min
SYSTEM.REMAIN_TIME_MIN_SEC,{1}min {2}seg
SYSTEM.REMAIN_TIME_SEC,{1}seg
SYSTEM.REMAIN_TIME_DAY,{1}d
SYSTEM.REMAIN_TIME_HOUR,{1}h
SYSTEM.REMAIN_TIME_MIN,{1}min
CurrentMaxTranscended,No nível máx transcendente
SELECT_TRANSCEND_ATTR,Selecionar vantagem transcedente
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,Não e possível processar 'Botão Voltar'
RESULT_TYPE.INVALID_PARTY,Partido não existe.
RESULT_TYPE.PARTY_FULL,A equipe está cheia.
RESULT_TYPE.SLOT_FULL,A equipe está cheia.
RESULT_TYPE.BANNED,Você foi expulso.
INVEN_USE_STAMINA3,Quantos {1} você vai usar?
STAMINA_TYPE.CHALLENGE_TOWER_KEY,Cubo
STAMINA_TYPE.CHICKEN,Vigor
STAMINA_TYPE.HIDEOUT_KEY,Chave da Masmorra Superior
STAMINA_TYPE.EVENT_DUNGEON_TICKET,Bilhete de Entrada do Festival
