KEY,English
MONTHLYHERO_ODDY_BIRTHDAY_TITLE,- The Best Gift Is Friendship -
MONTHLYHERO_ODDY_BIRTHDAY_DESC,"Oddy gets a break from his bothersome companions on his birthday. While watching a beautiful scenery, he soon realizes how precious those friends are."
MONTHLYHERO_REQUINA_BIRTHDAY_TITLE,- Lucky Birthday Girl -
MONTHLYHERO_REQUINA_BIRTHDAY_DESC,Requina always prays to the goddess Lua on her birthday. Apparently it's good luck. What could be in store for her this year?
MONTHLYHERO_REINA_BIRTHDAY_TITLE,- Daddy Long Legs -
MONTHLYHERO_REINA_BIRTHDAY_DESC,"Reina received a gift from a special someone when she was just a little kid. A secret never to be told, just between her and her special person."
MONTHLYHERO_AISHA_BIRTHDAY_TITLE,- What I Want the Most -
MONTHLYHERO_AISHA_BIRTHDAY_DESC,"A grand party is held at the house of Daphnel for Aisha's birthday. Seeing Aisha swamped with greeting guests, Priscilla is a bit concerned..."
MONTHLYHERO_MAY_BIRTHDAY_TITLE,- Not a Coincidence! -
MONTHLYHERO_MAY_BIRTHDAY_DESC,May cannot hide her excitement as her birthday draws near. Juno and Luna try to fill her lucky day with presents.
MONTHLYHERO_JUNO_BIRTHDAY_TITLE,- Monster Food for Stamina -
MONTHLYHERO_JUNO_BIRTHDAY_DESC,"In celebration of Juno’s birthday, Yanne attempts to cook monster food for Juno. Will she succeed in making a dish for Juno, who detests monster food?"
MONTHLYHERO_NIA_BIRTHDAY_TITLE,- What Makes a Great Chief? -
MONTHLYHERO_NIA_BIRTHDAY_DESC,"Sorrow invades Nia as she reminisces the past. Yanne, who was watching Nia, hears from Requina that it is Nia’s birthday today..."
MONTHLYHERO_BERNHEIM_BIRTHDAY_TITLE,- The Best Birthday Present Ever -
MONTHLYHERO_BERNHEIM_BIRTHDAY_DESC,"Bernheim was banished from Penteonia on his birthday. But he keeps lingering around the borders of Penteonia despite Targarios' ridicule. Meanwhile, Artemia escapes the palace for something..."
MONTHLYHERO_CHASE_BIRTHDAY_TITLE,- Something That I like -
MONTHLYHERO_CHASE_BIRTHDAY_DESC,Scarlet asks Chase what he wants for his birthday. But he just can't seem to think of anything. What could be the right gift for him?
MONTHLYHERO_RODINA_BIRTHDAY_TITLE,- Snow Drop -
MONTHLYHERO_RODINA_BIRTHDAY_DESC,"Years ago, Rodina received a new mission on her birthday. She goes to the snow-covered mountain for her mission, and she encounters a wizard that has the expression resembling the icy wind..."
MONTHLYHERO_MITRA_BIRTHDAY_TITLE,- A Wolf's Nest -
MONTHLYHERO_MITRA_BIRTHDAY_DESC,A letter finds Mitra as he stares at his speedloader and reminisces the past.
MONTHLYHERO_PAVEL_BIRTHDAY_TITLE,- Someone Who Understands and Will Stay With Me -
MONTHLYHERO_PAVEL_BIRTHDAY_DESC,"Pavel adorns Arlette's grave with flowers. As he reminisces memories of her, he is riddled with emotions."
MONTHLYHERO_ESKER_BIRTHDAY_TITLE,- A Rather Joyful Day -
MONTHLYHERO_ESKER_BIRTHDAY_DESC,"Celebrating his birthday, Esker spends a normal day at the town, not a secret gambling house. While he's in town, he receives an unusually fun present."
MONTHLYHERO_VISKA_BIRTHDAY_TITLE,- Death and Revival -
MONTHLYHERO_VISKA_BIRTHDAY_DESC,"The being called Viska doesn't really have an exact date for a birthday. But what did her birthday look like as a form of a Demon, possessed into a young girl?"
MONTHLYHERO_NAILA_BIRTHDAY_TITLE,- Tempest Pride -
MONTHLYHERO_NAILA_BIRTHDAY_DESC,"As Naila realizes her need for more power, she reminisces Himmullis and decides to overcome the wind itself to honor the dignity of the Harpies."
