KEY,German
BATTLE.EXIT_REPLAY_CONFIRM,Wiederholung abbrechen?
MATCH_PICKBAN_WEEKLY_REWARD_SENDERNAME,Arenaverwalter
MATCH_PICKBAN_WEEKLY_REWARD_TITLE,Ehrenliga-Wochenbelohnung (Serverrangliste)
MATCH_PICKBAN_WEEKLY_REWARD_CONTENT,Ehrenliga-Wochenbelohnung (Serverrangliste). Serverstufe {1} Phase {2}. Rang {3}
MATCH_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,Ehrenliga-Wochenbelohnung (Serverrangliste). Serverstufe {1}. Rang {2}
MATCH_PICKBAN_SEASON_REWARD_SENDERNAME,Saison-Verwalter
MATCH_PICKBAN_SEASON_REWARD_TITLE,Ehrenliga-Saisonbelohnung (Serverrangliste)
MATCH_PICKBAN_SEASON_REWARD_CONTENT,Ehrenliga-Saisonbelohnung (Serverrangliste). Serverstufe {1} Phase {2}. Rang {3}
MATCH_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,Ehrenliga-Saisonbelohnung (Serverrangliste). Serverstufe {1}. Rang {2}
MATCH_PICKBAN_DAILY_REWARD_SENDERNAME,Arenaverwalter
MATCH_PICKBAN_DAILY_REWARD_TITLE,Ehrenliga-Tagesbelohnung (Serverrangliste)
MATCH_PICKBAN_DAILY_REWARD_CONTENT,Ehrenliga-Tagesbelohnung (Serverrangliste). Serverstufe {1} Phase {2}. Rang {3}
MATCH_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,Ehrenliga-Tagesbelohnung (Serverrangliste). Serverstufe {1}. Rang {2}
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_SENDERNAME,Arenaverwalter
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_TITLE,Ehrenliga-Wochenbelohnung (Weltrangliste)
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_CONTENT,Ehrenliga-Wochenbelohnung (Weltrangliste). Weltstufe {1} Phase {2}. Rang {3}
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,Ehrenliga-Wochenbelohnung (Weltrangliste). Weltstufe {1}. Rang {2}
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_SENDERNAME,Saison-Verwalter
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_TITLE,Ehrenliga-Saisonbelohnung (Weltrangliste)
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_CONTENT,Ehrenliga-Saisonbelohnung (Weltrangliste). Weltstufe {1} Phase {2}. Rang {3}
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,Ehrenliga-Saisonbelohnung (Weltrangliste). Weltstufe {1}. Rang {2}
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_SENDERNAME,Arenaverwalter
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_TITLE,Ehrenliga-Tagesbelohnung (Weltrangliste)
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_CONTENT,Ehrenliga-Tagesbelohnung (Weltrangliste). Weltstufe {1} Phase {2}. Rang {3}
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,Ehrenliga-Tagesbelohnung (Weltrangliste). Weltstufe {1}. Rang: {2}
FRIEND_BECOME_FRIEND,Du bist nun mit [FFFF00]{1}[-] [FFFF00]befreundet[-].
FRIEND_ASK_ACCEPT_FRIEND,Die [FFFF00]Freundschaftsanfrage[-] von [FFFF00]{1}[-] [FFFF00]annehmen[-]?
FRIEND_ASK_DENY_FRIEND,Die [FFFF00]Freundschaftsanfrage[-] von [FFFF00]{1}[-] [FFFF00]ablehnen[-]?
FRIEND_ASK_DELETE_FRIEND,[FFFF00]{1}[-] aus deiner [FFFF00]Freundesliste[-] entfernen?
FRIEND_ASK_INVITE_FRIEND,Willst du [FFFF00]{1}[-] eine [FFFF00]Freundschaftsanfrage[-] senden?
FRIEND_ASK_INVITE_PARTY,[FFFF00]{1}[-] in deine Gruppe [FFFF00]einladen[-]?
MAIL_DELETE_DAYS_AFTER,Nach {1} T. löschen.
MAIL_DELETE_HOURS_AFTER,Nach {1} Std. löschen.
MAIL_DELETE_MINUTES_AFTER,Nach {1} Min. löschen.
FirstClearRuby_Mail_Title,Erste Etappen-Abschließen Belohnung
FirstClearRuby_Mail_Desc,Hiermit erhältst du die Erste Abschließen Belohnungen für die beendeten Schwierigkeitsstufen und Etappen.
LANGUAGE_CHANGE_CONFIRM,"King's Raid wird neu gestartet, um die Sprache auf {1} zu wechseln.\nBitte warten."
MAP_CANNOT_MOVE_CHAPTER_NOT_EXIST,Kapitel existiert nicht - Bewegung nicht möglich.
MAP_CANNOT_MOVE_CHAPTER_NOT_COMPLETED,Du kannst nicht fortfahren - Kapitel ist nicht abgeschlossen.
MAP_MOVE_CHAPTER_CONFIRM,Zum nächsten Gebiet reisen?\n{1}
DAILYMISSION_NAME,Tagesmission
MISSION_NAME,Missionserfolge
MISSION_PROGRESSING,Im Gange
MISSION_COMPLETE,Abgeschlossene Missionen
MISSION_SUBTYPE_ACCOUNT,Konto
MISSION_SUBTYPE_BRAVERY,Tapferkeit
MISSION_SUBTYPE_GOODS,Güter
MISSION_SUBTYPE_GUILD,Gilde
MISSION_SUBTYPE_HERO,Helden
MISSION_SUBTYPE_ITEM,Gegenstände
MISSION_SUBTYPE_CONTENTS,Inhalt
DUNGEON_REWARD_ITEM,Belohnung
DUNGEON_REWARD_DESC,{1} erhältlich
DUNGEON_REMAIN_ENTERCOUNT,{1}-mal verbleiben
UI_ENDBATTLE_GAINEXP,EP erhalten
UI_ENDBATTLE_GAINGOLD,Gold erhalten
UI_ENDBATTLELOSE_ANNOUNCEMENT,Verstärke deine Helden und Ausrüstungen und versuche es erneut!
UI_COMMON_RETRY,Wiederholen
UI_ENDCAMPAIGN_REWARDTEXT,Beute
UI_ENDBATTLEREWARD_ITEMCOUNT,Gesamt: {1}
DUNGEON_GOLD_REWARD,Erhaltenes Gold
COMMON_TOTAL,Gesamt
MYHERO_LIST,Heldenliste
HEROLIST_GUILD_MERCENARY,Gildensöldner-Liste
COMMON_EQUIP,Ausrüstung
COMMON_HERO_SKILL,Skills
EQUIP_REBUILD_COMPLETE,Neubewertung abgeschlossen
DO_APPLY,Anwenden
DO_NOT_APPLY,Nicht anwenden
COMMON_SELLPRICE,Verkaufspreis
EQUIP_INFO_TAKEOFF,Ablegen
EQUIP_UPGRADE,Ausrüstung verstärken
EQUIP_LEVELUP_CONFIRM1,Verstärken
HERO_SKILL_INFO,Skill-Info
HERO_SKILL_INFO_LINE,Skill-Info
HERO_INFO_UPGRADE_CONFIRM1,Upgraden
UI_VIEW_HERO,Heldenansicht
FRIEND_REQUEST,Anfreunden
ITEM_CONSUMABLE,Verbrauch
ITEM_MATERIAL,Material
ITEM_SOULSTONE,Seelenstein
ITEM_UPGRADEBOOK,Upgrade-Buch
INVENTORY_RECIPE_TITLE,Herstellungsrezept
UI_RECIPE_CREATE,Herstellen
UI_SELL_PRICE,Verkaufspreis
UI_MAIL_ATTACHMENT,Anhänge
UI_RECEIVE,Annehmen
CONTENT_MAILBOX,Postfach
UI_MAILBOX_EMPTY,Postfach ist leer.
PVP_CURRENT_LEAGUE_RANK,Derz. Ligarang
COMMON_WINNING_RATE,Siegesquote
UI_PVP_REWARD_TITLE,Arena-Belohnung
PVP_FIRST_REWARD,Erfolgsbelohnung
HERO_IS_COLLECTING,Expeditions-Mission
HERO_IS_DEAD,Gefallen
GUILD_MEMMERMANAGE_LASTLOGIN,Zuletzt eingeloggt
VIPLEVEL_TOO_LOE,VIP-Level unzureichend
UI_RETURN_TO_CITY,Zur Stadt
UI_ENTER_TOWN,Dorf betreten
ARENA,Arena
EVENT_DUNGEON,Event-Dungeon
TRIAL_DUNGEON,Raum der Prüfungen
UI_KOREAN,Koreanisch
UI_SELECT_AVATAR,Anführer Helden wählen
PROFILE,Profil
LANGUAGE,Sprache
COMMON_BUYAGAIN,Wieder kaufen
GUILD_CREATE_COST1,Gildenerstellungskosten
GUILD_CREATE_BUTTON,Gilde erstellen
GUILD_NAME_POSSIBLE,Verfügbar
GUILD_NAME_NOT_POSSIBLE,Nicht verfügbar
GUILD_TEAMLEVEL_LIMIT,Levelbegrenzung
GUILD_DISMISS_ADMIN,Verwalter entlassen
INVENTORY_USE_EFFECT,Effekte
INVENTORY_USE_ITEM,Benutzen
PLUNDER_LOG,Kampfbericht
PLUNDER_NEW_MATCHING,Neue Suche
COMMON_REFIND,Neu suchen
TITLE_PLUNDER,Raid
PLUNDER_ITEM,Beute
PLUNDER_AMOUNT,Beutemenge
COLLECT_ITEM,Sammel-Gegenstände
COLLECT_COUNT,Gesammelt:
COLLECT_QUICK_COMPLETE,Sofort abschließen
COLLECT_GET_ITEM,Resource erhalten
VIEW_PLUNDER,Beute anzeigen
VIEW_COLLECT,Expedition-Status
TITLE_PLUNDER1,Suche unterbrechen
PLUNDER_DESCRIPTION,"Durch Plünderung kannst du Spielern, die in diesem Gebiet Suchaktivitäten durchführen, Resourcen entreißen."
PLUNDER_TYPE_ITEM,Normal—Gegenstand
TITLE_SELECT_COLLECT_RESOURCE,Suchaktivität
RESOURCE_COLLECT_DESCRIPTION,Mit der Suchfunktion kannst du zufällige Gegenstände in dieser Gegend finden.
SHOP_RESTOCK1,Zurücks.
SHOP_INVENTORY_ITEM_COUNT,Besitzmenge
SHOP_TOTAL_SELL_PRICE,Gesamter Verkaufspreis
MISSION_TODAY,Tagesmission
MISSON_ACHIEVEMENT,Missionserfolge
MISSION_HERO,Heldenmission
MISSION_COMPLETED,Abschlossene Missionen
MISSION_INPROGRESS,Im Gange
MISSION_STATUS_COMPLETED,Mission abgeschlossen
NICK_CREATE_TITLE,Nutzernamen erstellen
MESSAGE_REWARDED,Du hast die obigen Belohnungen erhalten.
DUNGEON_REWARD,Erhaltene Gegenstände
COMMON_REWARD,Belohnung
TRIAL_CHALLENGABLE,Herausforderung möglich
COMMON_INIT,Zurücksetzen
UI_RANKERS_EMPTY,Es gehören keine Nutzer zu dieser Liga.
NO_PARTY_HEROES,Keine erstellten Gruppenmitglieder. Erstelle eine Gruppe.
NO_REQ_HEROES,Die Bedingungen zum Betreten sind nicht erfüllt. Bitte erfülle erst die Bedingungen.
NO_TEAM_HEROS,Du hast noch kein Team zusammengestellt. Suche deine Helden aus.
NOT_REQ_HEROES,"Der Held erfüllt die Zugangsbedingungen nicht. Bitte wähle einen Helden aus, der die Bedingungen erfüllt."
INSUFFICIENT_PARTY_HEROES_CONFIRM,Ungenügende Gruppenmitglieder. Fortfahren?
LOGIN_PATCH,Updates werden heruntergeldaden ...{1}/{2}
MAP_CITY_ENTRY,Stadt betreten
MAP_CITY_EXIT,Zur Weltkarte
UI_MOVE_PORTAL,Portal
BATTLE_REWARD_NUMBER,Insgesamt {1}
UI_FRIEND_RECOMMEND_TITLE,Empfohlene Freunde
FRIEND_NOT_RESULT,Dieser Freund existiert nicht.
GUILD_MEMBER_MANAGE_LASTLOGINTIME,Zuletzt eingeloggt
UI_MOVE_CHAPTER,Zum Kapitel\ngehen
WORLDMAP_CANNOT_VISIT_NODE,Du kannst noch nicht dorthin.
BATTLE_TIME_LIMIT,Zeit übrig
SKILL_USE_RESULT_NOT_BATTLE,Nicht im Kampf
SKILL_USE_RESULT_DEAD,Gefallen
SKILL_USE_RESULT_CASTING,Übertragung...
SKILL_USE_RESULT_RESERVE,Reserviert
SKILL_USE_RESULT_INVALID_STATE,Massenkontrolle
SKILL_USE_RESULT_COOLTIME,Cooldown
SKILL_USE_RESULT_INVALID_TARGET,Kein Ziel
SKILL_USE_RESULT_INVALID_SKILL_LEVEL,Fehler
SKILL_USE_RESULT_TARGET_TOO_FAR,Außer Reichw.
SKILL_USE_RESULT_TARGET_TOO_NEAR,Zu nah
MOVE_TO_DUNGEON_ASK_MESSAGE,Dungeon betreten?
MOVE_TO_DUNGEON_ASK_TITLE,Zum Dungeon
CHANNEL_CHATTING_CONNECTED,Du bist Kanal {1} beigetreten.
CHANNEL_CHATTING_DISCONNECTED,Du hast das Kanal verlassen.
CHAT_ASK_REMOVE_WHISPER_USER,Deinen Chatverlauf mit {1} löschen?
SKILL_TYPE_PASSIVE,Passiv
SKILL_TYPE_ACTIVE,Aktiv
SKILL_TYPE_AUTO,Auto
COMMON_ETC,Sonstiges
RESULT_DAMAGE_STATISTICS,Statistik
MOVE_GOLD_SHOP_CONFIRM,Nicht genug Gold.\nZum Spezial-Shop gehen?
MOVE_GUILD_MENU_CONFIRM,Nicht genug Gildenmünzen.\nGildenmünzen erhälst du durch Gildenaktivitäten.\nZur Gilde gehen?
MOVE_MATCH_MENU_CONFIRM,Nicht genug Duellmünzen.\nDuellmünzen erhälst du in der Arena.\nJetzt der Arena beitreten?
MOVE_GEM_SHOP_CONFIRM,Nicht genug Rubine.\nZum Rubin-Shop gehen?
SHOP_MAX_STOCK,Anzahl der Artikel: {1}
SHOP_GOODS_LIST,Artikel-Liste: {1}
SHOP_RESTOCK_CONFIRM,"{1} verwenden, um das Gegenstandangebot im Shop aufzufrischen.\nAufstocken?"
RESULT_DAMAGE_STATISTICS_PLAYER,Schaden von [00FF00]Verbündeten[-]
RESULT_DAMAGE_STATISTICS_ENEMY,Schaden von [FF0000]Feinden[-]
RESULT_DAMAGE_STATISTICS_NUMBER,{1}
UI_CHATING,Chat
DUNGEON_CHALLENGE_CHANCE,Herausforderungschance
LOADING_TIP_SKILL_LEVEL,※ Skill-Kapazität basierend auf Level {1}.
RESULT_TYPE_NO_GUILD,Gilde existiert nicht.
GUILD_NAME_INPUT_ERROR,Unzulässiger Gildenname.
GUILD_INVITE_NOT_PLAYER,Keine Beitrittsgesuche vorhanden.
ARENA_BATTLE_WIN,{1} Siege
ARENA_BATTLE_LOSE,{1} Niederlagen
ARENA_RANKING,Rang {1}
COMMON_RECOVER,Erholung
MISSION_NO_COMPLETED_MISSION,Keine Mission abgeschlossen.
GUILD_NO_SEARCH_GUILD,Kann Gildennamen nicht finden.
MISSION_REWARD_COMPLETED,Annehmen
MISSION_STATUS_REWARD_COMPLETED,Abgeschlossen
MISSION_STATUS_REWARD_COMPLETED2,(Abgeschlossen)
COMMON_MOVE,Los
BATTLE_STATS,Kampf-Statistik
STATISTICS,Statistik
COMMON_CHANNEL,Kanal
GUILD_CHATTING,Gildenchat
CHATTING_SEND,Senden
COMMON_RECENT,Aktuell
GUILD_NOT_JOINED,"Kann die Gilde, der du beigetreten bist, nicht finden."
SHOP_NAME_NORMAL,Gemischtwarenladen
SHOP_NAME_GUILD,Gilden-Shop
SHOP_NAME_ARENA,Siegesliga-Shop
SHOP_NAME_ROYAL,Kaiserl. Shop
SHOP_NAME_RAID,Raid-Shop
SHOP_NAME_BLACKMARKET,Schwarzmarkt
SHOP_NAME_GOBLIN,Goblin-Shop
MONEY_TYPE_GUILD,Gildenmünze
MONEY_TYPE_ARENA,Arenamünze
MONEY_TYPE_ROYAL,Kaiserl. Münze
MONEY_TYPE_RAID,Raidmünze
SHOP_SELECT_ITEM,Wähle gewünschten Artikel.
SHOP_ALL_SOLDOUT,Alles ausverkauft
COST_TYPE_GUILDPOINT,Gildenpunkte
SHOP_LIST,Shop-Liste
COST_TYPE_KEY,Schlüssel
COST_TYPE_SWORD,Schwert
COST_TYPE_STAMINA,Ausdauer
RECOLLECT_SEARCH_RESULT,Die Suche hat {1} ergeben!
RECOLLECT_PLUNDER_RESULT,{1} durch Plünderung erhalten.
RECOLLECT_INVENTORY_STORAGE,"Bildschirm berühren, um sie im Inventar aufzubewahren."
RESULT_TYPE_EQUIP_ITEM_FULL,Inventar ist voll.
SHOP_ROYAL_COIN_MESSAGE,Nicht genug königl. Münzen.\nDu erhältst königliche Münzen durch die Festungsmauer-Verteidigung.\nDer Verteidigung beitreten?
SHOP_GOBLIN_EXIT_MESSAGE,"Wenn du jetzt gehst, wird es nicht mehr verfügbar sein,\nbis wie uns wiedersehen."
SHOP_PRODUCT_RESTOCK,Artikel aufgestockt
REPLAY_PLAY,Wiederholung nochmal ansehen?
REPLAY,Nochmal ansehen
BATTLE_PARTY_LEADER_SELECT,Wähle einen Anführer.
BATTLE_PARTY_LEADER_POTENCY,Anführer-Skills.
GUILD_JOIN_MESSAGE,{1} ist der Gilde beigetreten.
GUILD_GAME_JOIN_MESSAGE,{1} ist nun online.
GUILD_WITHDRAWAL_MESSAGE,{1} hat die Gilde verlassen
CLASS_ATTRIBUTE,Klasse
BATTLE_RECORD_NOT_FOUND,Es existiert kein Kampfbericht.
OPEN_HERO_SHOP_SLOT_CONFIRM,Willst du dieses Fach freischalten?
BUY_RUBY_COUNT,{1} Rubin(e)
RUBY_MONTHLY_REMAIN_DAY,Verbleibende Zeit\n{1} Tag(e)
BUY_GOLD_COUNT,{1} Gold
VIP_LEVEL_ADD_MSG,Beim Kauf dieser Artikel erhälst du zus. {1} als VIP-Vorteil.
BUY_RUBY_CONFIRM,Dieses Produkt kaufen?
BUY_GOLD_CONFIRM,Dieses Produkt kaufen?
BUY_HERO_CONFIRM,Diesen Helden anheuern?
HERO_DUPLICATED_NOT_ALLOWED,Du hast diesen Helden bereits in deinem Deck.
CLASS_TAG_MELEE,Attribut: Starker körperlicher Angriff
CLASS_TAG_RANGE,Attribut: Starker körperlicher Fernangriff
CLASS_TAG_MAGIC,Attribut: Starker magischer Angriff
CLASS_TAG_BUFF,Attribut: Heilung und Schutz für Verbündete
