KEY,French
MONTHLYHERO_FREY_BIRTHDAY_DESC,"Depuis des années, Frey s'éclipse le matin de son anniversaire. Qui sait ce qu'elle fabrique ?"
MONTHLYHERO_TANYA_BIRTHDAY_DESC,"À force de courir après Roi, Tanya oublie ses devoirs d'assassin. Le souvenir d'un anniversaire qu'elle a passé avec en sa compagnie lui revient soudainement."
MONTHLYHERO_LOMAN_BIRTHDAY_DESC,"C'est son anniversaire, mais Loman accomplit son devoir comme tous les autres jours. Quelques personnes prévoient de marquer le coup."
MONTHLYHERO_PRISCILLA_BIRTHDAY_DESC,"Aisha, notable royal, se rend dans la boutique de May aux côtés de Priscilla ! Mais que lui a-t-elle demandé de préparer ?"
MONTHLYHERO_DEMIA_BIRTHDAY_DESC,"Demia voudrait passer son anniversaire au calme, mais le capitaine des Chevaliers gardiens mérite une fête digne de ce nom."
MONTHLYHERO_LEWISIA_BIRTHDAY_DESC,"Pendant une nuit de pleine lune au bord d'un lac, un petit groupe de personnes très festives se réunit."
MONTHLYHERO_SONIA_BIRTHDAY_DESC,Mirianne a disparu depuis ce matin et Sonia se donne du mal pour la retrouver ! Trouvez la cachette de Mirianne !
MONTHLYHERO_VERONICA_BIRTHDAY_DESC,"C'est son anniversaire, mais Veronica a autant de choses à faire qu'un jour ordinaire. Une âme charitable lui viendra-t-elle en aide ?"
MONTHLYHERO_KAULAH_BIRTHDAY_DESC,Kaulah profite de son anniversaire sur une île paradisiaque. Que peut-il lui arriver pendant un congé si tranquille ?
MONTHLYHERO_YURIA_BIRTHDAY_DESC,"Yuria revient d'un long voyage, mais quelque chose se trame dans sa chambre."
MONTHLYHERO_ARTEMIA_BIRTHDAY_DESC,"Artemia est invitée dans la Taverne du héros pour son anniversaire, mais quel est cet admirateur secret qui l'attend ?"
MONTHLYHERO_LEO_BIRTHDAY_DESC,Leo est tout seul le jour de son anniversaire. Quelqu'un va-t-il le sauver de cette fâcheuse posture ?
MONTHLYHERO_CASSANDRA_BIRTHDAY_DESC,"Cassandra est la propriétaire de la Barre d'or, le plus grand bar de l'empire. Qui sait comment cette femme fête son anniversaire ?"
MONTHLYHERO_ROI_BIRTHDAY_DESC,Il se passe toujours quelque chose d'inhabituel pendant les anniversaires de Roi. Qui sait quel sera l'incident de cette année ?
MONTHLYHERO_MEDIANA_BIRTHDAY_DESC,"Mediana mène des expériences toute la journée, tous les jours. Profite-t-elle d'un traitement spécial pour son anniversaire ?"
MONTHLYHERO_MORRAH_BIRTHDAY_DESC,Le passé et le présent... Morrah souffre de la contradiction entre ce qu'elle était et ce qu'elle est devenue.
MONTHLYHERO_THEO_BIRTHDAY_DESC,Quelqu'un a demandé à Theo quand était son anniversaire. Il a répondu « aujourd'hui même ».
MONTHLYHERO_ANNETTE_BIRTHDAY_DESC,"Le jour de son anniversaire, Annette se réveille et une connaissance frappe à sa porte."
MONTHLYHERO_JANE_BIRTHDAY_DESC,Il était une fois...
MONTHLYHERO_GLENWYS_BIRTHDAY_DESC,Glenwys se rend dans ce restaurant qu'elle aime tant. C'est là qu'elle rencontre...
MONTHLYHERO_LAKRAK_BIRTHDAY_DESC,"Lakrak déteste la façon dont Roi manipule la poudre à canon. Pourtant, ce dernier lui prépare une fête surprise pour son anniversaire."
MONTHLYHERO_LUCIAS_BIRTHDAY_DESC,"Lucias a droit à un congé pour son anniversaire, mais il a une bonne raison pour ne pas se détendre tout de suite."
MONTHLYHERO_LORRAINE_BIRTHDAY_DESC,"Des dryades et des tréants se réunissent avec Selene pour célébrer l'anniversaire de Lorraine, la savante. C'est alors qu'un autre groupe veut se mêler à la fête."
MONTHLYHERO_LAVRIL_BIRTHDAY_DESC,"Lavril vient de découvrir l'existence des anniversaires, mais celui de Lavril est..."
MONTHLYHERO_KARA_BIRTHDAY_DESC,Kara l'androïde étudie les émotions et l'esprit humains. Qui sait ce qu'Annette lui a préparé pour son anniversaire ?
MONTHLYHERO_MIRURU_BIRTHDAY_DESC,C'est l'anniversaire tant attendu du capitaine ! Les pirates de Miruru lui ont offert le cadeau qu'ils ont préparé et...
MONTHLYHERO_SHAMILLA_BIRTHDAY_DESC,"Tapi dans l'ombre, le démon des malédictions attend une opportunité. C'est alors que Shamilla demande l'aide d'une personne inattendue."
MONTHLYHERO_EZEKIEL_BIRTHDAY_DESC,"De la crème brûlée en plein milieu du désert, vraiment ?"
MONTHLYHERO_FLUSS_BIRTHDAY_DESC,"Un nouveau jour se lève sur la montagne enneigée Terre-venteuse, et les notables de l'empire se rassemblent pour répondre à une demande mystérieuse. Celui qui a organisé cette rencontre n'est autre que Fluss !"
MONTHLYHERO_DIMAEL_BIRTHDAY_DESC,"Dimael rêve des hommes avec qui il fut déployé dans le désert. Epigael le réveille, inquiété par son sommeil agité."
MONTHLYHERO_SHEA_BIRTHDAY_DESC,"Shea a toujours été trop timide pour se produire sur scène. Mais cette année, elle a décidé d'exécuter un numéro de rue sur la place pour fêter son 16e anniversaire."
MONTHLYHERO_NICKY_BIRTHDAY_DESC,Que peut-il bien se passer dans l'arène souterraine au beau milieu de la nuit ?
MONTHLYHERO_YANNE_BIRTHDAY_DESC,"Pour son anniversaire, Yanne a décidé d'exhiber ses talents culinaires. Elle propose des plats d'exception, réalisés avec des ingrédients raffinés issus de ses sessions de chasse."
MONTHLYHERO_SERIA_BIRTHDAY_TITLE,- Cauchemar -
MONTHLYHERO_ERZE_BIRTHDAY_TITLE,- Gâteau sanglant -
MONTHLYHERO_OPHELIA_BIRTHDAY_TITLE,- Trésor dans la forêt -
MONTHLYHERO_CROW_BIRTHDAY_TITLE,- Cuisine infernale -
MONTHLYHERO_LAIAS_BIRTHDAY_TITLE,~ La 2nde Guerre de l'Autel des Flots ~
MONTHLYHERO_SELENE_BIRTHDAY_TITLE,- Une courte pause -
MONTHLYHERO_MARIA_BIRTHDAY_TITLE,- Double célébration -
MONTHLYHERO_ZAFIR_BIRTHDAY_TITLE,- Un présent des Hoabis -
MONTHLYHERO_SERIA_BIRTHDAY_DESC,Seria était perdue dans ses souvenirs et sa sœur est venue fêter son anniversaire.
MONTHLYHERO_ERZE_BIRTHDAY_DESC,"Erze a reçu du sang suave comme cadeau, mais elle n'est jamais satisfaite."
MONTHLYHERO_OPHELIA_BIRTHDAY_DESC,Ophelia se rend à la forêt mystique avec Esker. Où Esker l'emmène-t-elle et pourquoi ce sourire rusé ?
MONTHLYHERO_CROW_BIRTHDAY_DESC,Mitra et Pansirone tentent de préparer un gâteau d'anniversaire pour Crow. Pourront-ils réussir le gâteau sans soucis ?
MONTHLYHERO_LAIAS_BIRTHDAY_DESC,Lilia et Neraxis s'allient pour l'anniversaire de Laias. Que va-t-il arriver cette année ?
MONTHLYHERO_SELENE_BIRTHDAY_DESC,Les habitants de la forêt se réunissent pour fêter l'anniversaire de la princesse et un invité inattendu se joint à eux.
MONTHLYHERO_MARIA_BIRTHDAY_DESC,"Morrah prépare un petit cadeau d'anniversaire pour Maria. Cependant, Maria s'énerve contre Morrah après avoir reçu le cadeau."
MONTHLYHERO_ZAFIR_BIRTHDAY_DESC,Les Hoabis ont préparé quelque chose pour l'anniversaire de Zafir le jour de leur arrivée à Orvel !
MONTHLYHERO_CLEO_BIRTHDAY_TITLE,- Être ensemble est le plus grand des cadeaux -
MONTHLYHERO_PHILLOP_BIRTHDAY_TITLE,- Une Étrange Journée -
MONTHLYHERO_LUNA_BIRTHDAY_TITLE,- Le Mythe du Champ Enneigé -
MONTHLYHERO_EPIS_BIRTHDAY_TITLE,- Je veux remercier -
MONTHLYHERO_CECILIA_BIRTHDAY_TITLE,- Pas de Jour de Repos pour les Méchants -
MONTHLYHERO_RICARDO_BIRTHDAY_TITLE,- La Retraite Repoussée -
MONTHLYHERO_DOSARTA_BIRTHDAY_TITLE,- Tout visiteur est le bienvenu -
MONTHLYHERO_GLADI_BIRTHDAY_TITLE,- Bienvenue à la Boutique de l'Arène ! -
MONTHLYHERO_CLEO_BIRTHDAY_DESC,"Cleo pense que Kasel et les amis sont en train de préparer sa fête d'anniversaire. Elle sort pour leur laisser le champ libre, mais à son retour..."
MONTHLYHERO_PHILLOP_BIRTHDAY_DESC,"Pour célébrer l'anniversaire de Phillop, Yanne et Gau l'invitent à une soirée arrosée exceptionnelle. Mais plus le temps passe, plus son état se dégrade..."
MONTHLYHERO_LUNA_BIRTHDAY_DESC,"Yanne et Juno partent à la recherche du cadeau d'anniversaire de Luna, en secret. Cependant, la route menant à la carotte légendaire est bien périlleuse..."
MONTHLYHERO_EPIS_BIRTHDAY_DESC,"Epis est de sortie, voulant s'amuser le jour de son anniversaire. Après son départ, Jane se prépare à se rendre quelque part..."
MONTHLYHERO_CECILIA_BIRTHDAY_DESC,"Cecilia est toujours en patrouille, malgré le fait que ce soit le jour de son anniversaire..."
MONTHLYHERO_RICARDO_BIRTHDAY_DESC,"À son 71ème anniversaire, Ricardo s'apprête à prendre sa retraite. Mais ce qui l'attend en retour est..."
MONTHLYHERO_DOSARTA_BIRTHDAY_DESC,"Alors que Dosarta est en train d'attendre Selene, un visiteur inattendu fait son apparition. Ravie, alors qu'elle lui fabrique des reliques..."
MONTHLYHERO_GLADI_BIRTHDAY_DESC,"Aujourd'hui aussi, tout semble bien calme à la Boutique de l'Arène... Mais non ! Gladi se retrouve face à des épreuves inattendues !"
MONTHLYHERO_ARCH_BIRTHDAY_TITLE,- Soyez le Bienvenu -
MONTHLYHERO_SCARLET_BIRTHDAY_TITLE,- Cœur Perdu au fond du Lac -
MONTHLYHERO_ARCH_BIRTHDAY_DESC,"Le doux souvenir sur un jeune garçon, souhaitant bon anniversaire pour la première fois à Arch, qui lui n'a jamais accordé de signification particulière au jour de sa naissance."
MONTHLYHERO_SCARLET_BIRTHDAY_DESC,"C'est l'anniversaire de Scarlet, qui est enfin devenue une adulte. Pour la princesse qui semble bien lasse toute la journée, Chase et Clause ont préparé un cadeau mûrement réfléchi..."
MONTHLYHERO_GAU_BIRTHDAY_TITLE,- Digne d'être Félicité -
MONTHLYHERO_GAU_BIRTHDAY_DESC,"Gau paraît morose toute la journée, malgré le fait que ce soit son anniversaire. Pour lui, ses amis préparent une fête surprise..."
MONTHLYHERO_CHRISHA_BIRTHDAY_TITLE,- Jour du Congé ?! -
MONTHLYHERO_CHRISHA_BIRTHDAY_DESC,Glenwys et Fluss sont venus célébrer l'anniversaire de Chrisha. Mais Chrisha est toujours en train de travailler...
MONTHLYHERO_BAUDOUIN_BIRTHDAY_TITLE,- Une Histoire Inoubliable -
MONTHLYHERO_BAUDOUIN_BIRTHDAY_DESC,"Baudouin est considéré comme le prêtre le plus vaurien de l'Ordre de Lua. Mais par un joyeux soir, tout en restant sobre, il se dirige vers un endroit vide de toute présence."
MONTHLYHERO_LILIA_BIRTHDAY_TITLE,- Une Magnifique Journée pour l'Enfant de l'Eau -
MONTHLYHERO_LILIA_BIRTHDAY_DESC,"C'est le jour de l'anniversaire de Lilia, tant attendu par cette dernière. Un cadeau inespéré parvient à Lilia, bien plus enjouée que d'habitude..."
MONTHLYHERO_NYX_BIRTHDAY_TITLE,- Le Temps est largement Suffisant ! -
MONTHLYHERO_NYX_BIRTHDAY_DESC,"Rephy et Oddy préparent une célébration spéciale pour l'anniversaire de Nyx, qui ne se préoccupe nullement du jour de sa naissance."
MONTHLYHERO_ASELICA_BIRTHDAY_TITLE,- Le Jour où l'Ange s'est réveillé -
MONTHLYHERO_ASELICA_BIRTHDAY_DESC,"Aselica, qui s'acharne à s'entraîner même le jour de son anniversaire, entend un chant familier et se rappelle de souvenirs anciens."
MONTHLYHERO_CLAUSE_BIRTHDAY_TITLE,- Vous êtes les meilleurs -
MONTHLYHERO_CLAUSE_BIRTHDAY_DESC,"Le jour de l'anniversaire de Clause, Kasel et Frey souhaitent lui adresser des félicitations, mais n'y parviennent pas, à cause de nombreux visiteurs qui viennent le rencontrer. Pendant ce temps, Clause se remémore des souvenirs d'antan en regardant les cadeaux offerts par Kasel et Frey quand ils étaient enfants..."
MONTHLYHERO_KASEL_BIRTHDAY_TITLE,- Le meilleur anniversaire -
MONTHLYHERO_KASEL_BIRTHDAY_DESC,"Alors que leur voyage arrive à son terme, Kasel et Frey se rappellent de l'anniversaire de Kasel. Pour réconforter celui qui porte le lourd fardeau d'être le Héros de l'Épée-Sacrée, Frey discute avec les amis. Et Roi finit par proposer quelque chose..."
MONTHLYHERO_MIRIANNE_BIRTHDAY_TITLE,"- Le souvenir, le cadeau et la guérison -"
MONTHLYHERO_MIRIANNE_BIRTHDAY_DESC,"Pendant qu'elle voyage en compagnie de Sonia, Mirianne fête son anniversaire. Son souvenir et le cadeau."
MONTHLYHERO_LAUDIA_BIRTHDAY_TITLE,- L'histoire des temps anciens du désert -
MONTHLYHERO_LAUDIA_BIRTHDAY_DESC,"Cette année aussi, Laudia souhaite passer un anniversaire tranquille. Elle se rend dans un endroit rempli de souvenirs, et y rencontre un visiteur inattendu."
MONTHLYHERO_NERAXIS_BIRTHDAY_TITLE,- Une magnifique journée pour la Foudre Noire -
MONTHLYHERO_NERAXIS_BIRTHDAY_DESC,"Neraxis est de mauvaise humeur, alors que c'est le matin de son anniversaire. Quelqu'un lui apporte un cadeau spécial, et célèbre son anniversaire d'une manière particulièrement insolite."
MONTHLYHERO_REPHY_BIRTHDAY_TITLE,- L'anniversaire fêté en compagnie de tout le monde -
MONTHLYHERO_REPHY_BIRTHDAY_DESC,"Pendant qu'il purifie les âmes corrompues par les ténèbres sur les plaines Galluah, Rephy s'écroule, épuisé. Alors qu'il sombre dans l'inconscience, le chef de la tribu Tamian, qui est un membre de sa famille, apparaît devant lui afin de l'encourager..."
MONTHLYHERO_ODDY_BIRTHDAY_TITLE,- L'amitié est le meilleur cadeau au monde -
MONTHLYHERO_ODDY_BIRTHDAY_DESC,"Pour son anniversaire, Oddy fuit au loin de ses amis qu'il trouve encombrants. Mais en admirant de magnifiques paysages, il finit par se rendre compte de l'importance de ses amis."
MONTHLYHERO_REQUINA_BIRTHDAY_TITLE,- Que je suis chanceuse le jour de mon anniversaire -
MONTHLYHERO_REQUINA_BIRTHDAY_DESC,"Requina adresse toujours une prière à Lua le jour de son anniversaire. Il paraît que cela porte chance... Quel événement fabuleux l'attend-il, cette année ?"
MONTHLYHERO_REINA_BIRTHDAY_TITLE,- Papa longues jambes -
MONTHLYHERO_REINA_BIRTHDAY_DESC,"Durant son enfance, Reina a reçu un cadeau de la part de quelqu'un. Un secret, entre elle et ce dernier, qu'elle ne peut partager avec personne."
MONTHLYHERO_AISHA_BIRTHDAY_TITLE,- Ce qu'elle souhaite recevoir de tout cœur -
MONTHLYHERO_AISHA_BIRTHDAY_DESC,"L'anniversaire d'Aisha est célébré dans le manoir de la famille Daphnel. En voyant Aisha occupée à accueillir les invités, Priscilla réfléchit..."
MONTHLYHERO_MAY_BIRTHDAY_TITLE,- Rien n'est dû au hasard -
MONTHLYHERO_MAY_BIRTHDAY_DESC,"Plus May voit le jour de son anniversaire s'approcher, plus elle est survoltée. En l'observant de près, Juno et Luna préparent une journée chanceuse en guise de cadeau..."
MONTHLYHERO_JUNO_BIRTHDAY_TITLE,- Des plats aux monstres pour revigorer -
MONTHLYHERO_JUNO_BIRTHDAY_DESC,"Yanne s'apprête à cuisiner les plats aux monstres pour l'anniversaire de Juno. Alors que cette dernière a une sainte horreur des plats à base de monstres, Yanne parviendra-t-elle à lui faire accepter son cadeau de plat spécial aux monstres ?"
MONTHLYHERO_NIA_BIRTHDAY_TITLE,- Être un bon chef -
MONTHLYHERO_NIA_BIRTHDAY_DESC,"Nia est déprimée par les anciens souvenirs. Alors que Yanne observe la jeune fille, elle entend de la part de Requina que c'est son anniversaire..."
MONTHLYHERO_BERNHEIM_BIRTHDAY_TITLE,- Le meilleur Cadeau de ma Vie -
MONTHLYHERO_BERNHEIM_BIRTHDAY_DESC,"Bernheim fut banni de Penteonia le jour de son anniversaire. Le voyant errer près de la frontière, ne pouvant se résoudre à s'éloigner, Targarios se moque de ce dernier. D'un autre côté, Artemia s'échappe du palais pour une raison particulière..."
MONTHLYHERO_CHASE_BIRTHDAY_TITLE,- Ce que j'aime -
MONTHLYHERO_CHASE_BIRTHDAY_DESC,"Scarlet demande à Chase de réfléchir sur le cadeau qu'il souhaite recevoir. Cependant, rien ne lui vient en tête... Qu'est-ce qui pourrait lui convenir ?"
MONTHLYHERO_RODINA_BIRTHDAY_TITLE,- Tombe la Neige -
MONTHLYHERO_RODINA_BIRTHDAY_DESC,"Il y a des années, le jour de son anniversaire, une nouvelle mission a été confiée à Rodina. La montagne enneigée qu'elle visite pour accomplir la mission, est habitée par un mage d'un air de vent glacial..."
MONTHLYHERO_MITRA_BIRTHDAY_TITLE,- La Tanière du Loup -
MONTHLYHERO_MITRA_BIRTHDAY_DESC,"Voyant le chargeur rapide, Mitra est perdu dans ses souvenirs, jusqu'au moment où il reçoit une lettre..."
MONTHLYHERO_PAVEL_BIRTHDAY_TITLE,"- La Personne qui pourra me comprendre, et qui sera à mes côtés -"
MONTHLYHERO_PAVEL_BIRTHDAY_DESC,"Pavel décore la tombe d'Arlette avec des fleurs. Se remémorant des souvenirs qu'il garde d'elle, il est assailli de multiples sentiments..."
MONTHLYHERO_ESKER_BIRTHDAY_TITLE,- Une Journée heureuse sans raison particulière -
MONTHLYHERO_ESKER_BIRTHDAY_DESC,"Le jour de son anniversaire, Esker passe une journée tout à fait ordinaire dans le village, au lieu de se rendre dans un tripot clandestin.\nC'est à cet endroit qu'il reçoit un cadeau particulièrement intéressant..."
MONTHLYHERO_VISKA_BIRTHDAY_TITLE,- Mort et Résurrection -
MONTHLYHERO_VISKA_BIRTHDAY_DESC,"L'entité qui se nomme Viska ne possède pas de jour particulier comme anniversaire. Cependant, que pourrait-être le jour de l'anniversaire avec son apparence actuelle - c'est-à-dire, une petite fille possédée par un démon..."
MONTHLYHERO_NAILA_BIRTHDAY_TITLE,- La Fierté du Vent -
MONTHLYHERO_NAILA_BIRTHDAY_DESC,"Parce que Naila comprend son manque de puissance, elle se remémore de Himmullis et jure de surmonter le vent lui-même, afin de perpétuer la fierté des Harpies."
MONTHLYHERO_HANUS_BIRTHDAY_TITLE,- Là où je suis reconnue -
MONTHLYHERO_HANUS_BIRTHDAY_DESC,"Le jour de son anniversaire, Hanus est déprimée parce que son père a refusé sa réintégration à l'armée de l'Alliance des Guildes. Puis ses amis, Annette et Kara viennent la voir pour une affaire... Qu'est-ce que cela peut être ?!"
MONTHLYHERO_KAIN_BIRTHDAY_TITLE,"- Ce qui n'est pas important, ce qui est ordinaire -"
MONTHLYHERO_KAIN_BIRTHDAY_DESC,Cain veut passer un anniversaire tranquille. Mais Zafir et Laudia se met à réfléchir sérieusement sur le terme 'tranquille'...
MONTHLYHERO_DAKARIS_BIRTHDAY_TITLE,- Cadeau pour le Sage -
MONTHLYHERO_DAKARIS_BIRTHDAY_DESC,Cecilia et Rehartna pensent au cadeau qu'elles vont offrir à Dakaris pour son anniversaire...\nLes deux jeunes filles pourront-elles trouver à temps le cadeau qui lui convient ?
