KEY,"English"
GAME_GUIDE_0106_SUM,"You can make super powerful weapons through Gear Enhancement, Gear Awakening, Option Enhancement, Reforge, Enchant, and Tier Upgrade!"
GAME_GUIDE_0106_001_TITLE,"What is Gear Enhancement?"
GAME_GUIDE_0106_001_DESC,"Gear stats can be improved through Gear Enhancement.\nUse Gold to enhance the gear of your choice. The higher the grade of the gear, the higher the max enhancement level."
GAME_GUIDE_0106_002_TITLE,"How can I Awaken gear?"
GAME_GUIDE_0106_002_DESC,"Use an identical gear as material to increase the gear ★. You can Awaken a gear to max 5★.\nWhen you Awaken a gear, the stats will increase greatly.\nVisit the Forge → Improve Equipment → Awaken Gear."
GAME_GUIDE_0106_003_TITLE,"What is Option Enhancement?"
GAME_GUIDE_0106_003_DESC,"Consume Magic Powder and Gold to Enhance a gear option.\nVisit the Forge → Improve Equipment → Option Enhancement."
GAME_GUIDE_0106_004_TITLE,"What is Option Reforge?"
GAME_GUIDE_0106_004_DESC,"You can change one of the Additional Options of a Gear item using Rubies or a Reforge Ticket.\nThe selected option will be changed randomly, and the unforged options cannot be changed once reforging is done.\nReforging Gear can be done in Forge → Improve Gear → Reforge Gear.\nWhen Reforging a T7 or higher Gear item, a duplicate option can be applied.\nFor Treasures, both 2 Additional Options can be changed."
GAME_GUIDE_0106_005_TITLE,"What are Enchant Scrolls?"
GAME_GUIDE_0106_005_DESC,"Use Enchant Scroll and Gold to add new Option to gear.\nEnchant Scroll can be acquired from Raid(Hard), League of Honor, and various events.\nVisit the Forge → Improve Equipment → Enchant."
GAME_GUIDE_0106_006_TITLE,"What is Tier Upgrade?"
GAME_GUIDE_0106_006_DESC,"Consume a 5★ gear, Gear Tier Upgrade materials, Magic Powder and Gold to Upgrade the\nTier of your gear.\nGear Tier Upgrades are available at the Forge → Tier Upgrade."
GAME_GUIDE_0107,"Unique Weapon"
GAME_GUIDE_0107_SUM,"A special weapon for your special hero! Unique weapons have innate options that will make your hero stronger!"
GAME_GUIDE_0107_001_TITLE,"What are Unique Weapons?"
GAME_GUIDE_0107_001_DESC,"Each hero has a special weapon with powerful options only themselves can use. Such gear is called an Unique Weapon."
GAME_GUIDE_0107_002_TITLE,"Where can I get Unique Weapons?"
GAME_GUIDE_0107_002_DESC,"Use Special Item Summon or Unique Weapon Ticket to gain Unique Weapons.\nYou can also visit the League of Victory Shop and purchase Unique Weapons with Victory Medal gained from the Arena."
GAME_GUIDE_0108,"Artifact"
GAME_GUIDE_0108_SUM,"Get Artifact Piece from the Tower of Challenge to Restore and gain Artifacts!"
GAME_GUIDE_0108_001_TITLE,"What are Artifacts?"
GAME_GUIDE_0108_001_DESC,"Artifacts are special gear that can be equiped by heroes of all class, that possess special options."
GAME_GUIDE_0108_002_TITLE,"Where can I get Artifacts?"
GAME_GUIDE_0108_002_DESC,"Artifacts can be gained by Restoring the Artifact Pieces gained from Tower of Challenge."
GAME_GUIDE_0108_003_TITLE,"How can I equip Artifacts?"
GAME_GUIDE_0108_003_DESC,"Use 2,000,000 Gold to unlock the Artifact slot to equip an Artifact."
GAME_GUIDE_0109,"Costume"
GAME_GUIDE_0109_SUM,"Put on pretty costumes and get costume effects too!"
GAME_GUIDE_0109_001_TITLE,"Where can I get Costumes?"
GAME_GUIDE_0109_001_DESC,"Costumes can be purchased with Rubies from the Special Shop at the Costume category."
GAME_GUIDE_0109_002_TITLE,"What are Costume Effects?"
GAME_GUIDE_0109_002_DESC,"You can get special buff effects from costumes.\nSimply holding the costumes in possession will accumulte buff effects."
GAME_GUIDE_0110,"Guild"
GAME_GUIDE_0110_SUM,"Enjoy various benefits by participating in guild-exclusive activities with many different people!"
GAME_GUIDE_0110_001_TITLE,"What is Guild?"
GAME_GUIDE_0110_001_DESC,"You can form a community with other users to gain access to exclusive benefits and contents."
GAME_GUIDE_0110_002_TITLE,"How can I open a Guild?"
GAME_GUIDE_0110_002_DESC,"You can create a Guild using 3,000,000 Gold."
GAME_GUIDE_0110_003_TITLE,"How can I join a Guild?"
GAME_GUIDE_0110_003_DESC,"Look up a Guild from the Guild list or from Find Guild.\nYou need the Guild Master's approval to join a 'Approval' Guild, but a 'Free' Guild can be joined immediately."
GAME_GUIDE_0110_004_TITLE,"What are Guild Benefits?"
GAME_GUIDE_0110_004_DESC,"Upon joining a Guild, you can get various Guild buffs and go on Guild Raids and Guild Conquests.\nUse Guild Coins to purchase goods from the Guild Shop and Guild Raid Shop."
GAME_GUIDE_0110_005_TITLE,"What's Manage Construction for?"
GAME_GUIDE_0110_005_DESC,"You can increase the level of the buildings built for the Guild Domain."
GAME_GUIDE_0110_006_TITLE,"How can I increase the level of buildings?"
GAME_GUIDE_0110_006_DESC,"The Guild Master can use 3 types of Construction Resource Points (Wood, Stone, and Metal) to invest in the buildings they want.\nOnce the required resource points are met, the building can be upgraded to the next level."
GAME_GUIDE_0110_007_TITLE,"Where can I get Resource Points?"
GAME_GUIDE_0110_007_DESC,"You can get Resource Points by participating in Guild Raid and Guild Conquest.\nThe 3 types of Resource Points will be stored in the Guild automatically."
GAME_GUIDE_0110_008_TITLE,"What is good about increasing the level of buildings?"
GAME_GUIDE_0110_008_DESC,"Each building will have a different effect when leveled up.\nTraining Center: Higher max enhancement levels of guild skills.\nGuild Shop: Increases the types of items sold.\nGuild Raid: Better Guild Raid participation reward, and increases the type of reward gained on certain levels.\nGuild Conquest: More Construction Resource Points (Wood, Stone, and Metal) for building upgrades."
GAME_GUIDE_TITLE_02,"May's Guide to King's Raid currency"
GAME_GUIDE_DESC_02,"Learn about the various currencies of King's Raid and how to use them."
GAME_GUIDE_0201,"Gold"
GAME_GUIDE_0201_SUM,"The best way to earn lots of Gold is to defeat the monsters of the Ancient Royal Vault!"
GAME_GUIDE_0201_001_TITLE,"Why do I need Gold?"
GAME_GUIDE_0201_001_DESC,"Gold is needed for various purpose including: purchasing items from the shop, learning skills, Enhancing & Awakening gear."
GAME_GUIDE_0201_002_TITLE,"Where can I gain Gold?"
GAME_GUIDE_0201_002_DESC,"You can earn the most Gold from Ancient Royal Vault and Conquest Battle.\nAlso, more difficult the dungeon, more gold you can gain as loot."
GAME_GUIDE_0201_003_TITLE,"What is the most efficient way to consume Gold?"
GAME_GUIDE_0201_003_DESC,"At the start of game, Gear Enhancement is the most efficient way to use Gold.\nFeatures such as Gear Awakening and Option Enhancement require a lot of Gold, so you must be prepared."
GAME_GUIDE_0202,"Ruby"
GAME_GUIDE_0202_SUM,"There are so many ways to gain Rubies!"
GAME_GUIDE_0202_001_TITLE,"Why do I need Rubies?"
GAME_GUIDE_0202_001_DESC,"Rubies are required for purchasing various items and features such as: heroes from the Special Shop, Special Item Summon, Inventory Expansion, Option Reforge, special dungeon Keys, Loot Booster."
GAME_GUIDE_0202_002_TITLE,"Where can I gain Rubies?"
GAME_GUIDE_0202_002_DESC,"You can purchase Rubies or Ruby packages from the Special Shop.\nOr you can participate in Daily Mission, Weekly Mission, World Boss, Arena(League of Victory) to gain as reward."
GAME_GUIDE_0202_003_TITLE,"Tell me more about Rubies."
GAME_GUIDE_0202_003_DESC,"Daily Ruby' package from Special Shop is one of the most cost-effective way to gain many Rubies for a low price.\nThe Wold Boss & Arena gives out Ruby rewards every Season according to your ranking. Defeating Boss monsters from Guild Raid is another way of collecting Rubies."
GAME_GUIDE_0203,"Mileage"
GAME_GUIDE_0203_SUM,"Use the Special Shop and gain Unique Weapon Tickets!"
GAME_GUIDE_0203_001_TITLE,"Why do I need Mileage?"
GAME_GUIDE_0203_001_DESC,"You can use the Mileage to purchase Unique Weapon Tickets from the Special Shop."
GAME_GUIDE_0203_002_TITLE,"Where can I gain Mileage?"
GAME_GUIDE_0203_002_DESC,"Purchase goods from the Special Shop using Rubies to buy heroes, costumes, and Special Item Summons."
GAME_GUIDE_0203_003_TITLE,"What is an Unique Weapon Ticket?"
GAME_GUIDE_0203_003_DESC,"Upon using this ticket, you can select any single Unique Weapon you want, excluding new hero weapons."
GAME_GUIDE_0204,"Dragon Coin"
GAME_GUIDE_0204_SUM,"Dragon Raid will give you not only Legendary gear, but also Dragon Coins."
GAME_GUIDE_0204_001_TITLE,"Why do I need Dragon Coins?"
GAME_GUIDE_0204_001_DESC,"Use Dragon Coins to purchase Legendary gear from the shop at the Forge."
GAME_GUIDE_0204_002_TITLE,"Where can I gain Dragon Coins?"
GAME_GUIDE_0204_002_DESC,"You can gain Dragon Coins as rewards for clearing Dragon Raids.\nGain more Dragon Coins by forming a Party with more people or defeating Dragons of\nhigher Tier."
GAME_GUIDE_0205,"Victory Medal"
GAME_GUIDE_0205_SUM,"Challenge the League of Victory to gain Unique Weapons!"
GAME_GUIDE_0205_001_TITLE,"Why do I need Victory Medals?"
GAME_GUIDE_0205_001_DESC,"With the Victory Medal, you can purchase any Unique Weapon excluding Unique Weapons for new heroes."
GAME_GUIDE_0205_002_TITLE,"Where can I gain Victory Medals?"
GAME_GUIDE_0205_002_DESC,"Victory Medals are given as Daily Rewards and Season Rewards according to your League of Victory ranking."
GAME_GUIDE_0205_003_TITLE,"What is the most efficient way to use Victory Medals?"
GAME_GUIDE_0205_003_DESC,"Give presents to Gladi at the Arena to gain Kinship Rate and recruite as your hero. Once Gladi joins your team, you will get a 10% discount from the League of Victory Shop."
GAME_GUIDE_0206,"Medal of Honor"
GAME_GUIDE_0206_SUM,"You can ban the apponent's hero of your choice at the League of Honor."
GAME_GUIDE_0206_001_TITLE,"Why do I need Medal of Honor?"
GAME_GUIDE_0206_001_DESC,"Use the Medal of Honor to purchase Fragment, Essence, and Enchant Scroll from the League of Honor Shop."
GAME_GUIDE_0206_002_TITLE,"Where can I gain Medal of Honor?"
GAME_GUIDE_0206_002_DESC,"You can gain them from the League of Honor. To participate in the League of Honor, you must possess over 12 heroes."
GAME_GUIDE_0207,"Guild Coin"
GAME_GUIDE_0207_SUM,"Simply join a Guild and use Stamina to gain Guild Coins."
GAME_GUIDE_0207_001_TITLE,"Why do I need Guild Coins?"
GAME_GUIDE_0207_001_DESC,"Guild Coins are required to purchase Stamina Potion, Mysterious Fragment, and Legendary Gear from the Guild Shop."
GAME_GUIDE_0207_002_TITLE,"Where can I gain Guild Coins?"
GAME_GUIDE_0207_002_DESC,"You can gain Guild Coins from participating in Guild Raid, clearing Guild Raid, and consuming Stamina(max 1,000 Guild Coins)."
GAME_GUIDE_0207_003_TITLE,"When will goods be added to the 'Guild Raid' section from the Guild Shop?"
GAME_GUIDE_0207_003_DESC,"When you defeat Boss monsters from Guild Raid, you can purchase goods from the 'Guild Raid' section of the Guild Shop."
GAME_GUIDE_0208,"Crystallized Power"
GAME_GUIDE_0208_SUM,"Challenge the world boss to gain artifacts."
GAME_GUIDE_0208_001_TITLE,"Why do I need Crystallized Power?"
GAME_GUIDE_0208_001_DESC,"You can exchange Crystallized Power with Artifact or Rune at the Orvel Castle Shop."
GAME_GUIDE_0208_002_TITLE,"Where can I gain Crystallized Power?"
GAME_GUIDE_0208_002_DESC,"Participate in World Boss battles to gain Participation Reward, or gain Daily Reward and Seaon Reward of World Boss ranking."
GAME_GUIDE_TITLE_03,"Phillop's Encylopidia of King's Raid"
GAME_GUIDE_DESC_03,"A step by step guide for aspiring raiders."
GAME_GUIDE_0301,"Ancient Royal Vault"
GAME_GUIDE_0301_SUM,"Underneath the Orvel Kingdom, there are huge piles of gold. To gain them, you must defeat the monsters roaming within."
GAME_GUIDE_0301_001_TITLE,"What is an Ancient Royal Vault?"
GAME_GUIDE_0301_001_DESC,"The Ancient Royal Vault is a dungeon beneath the Orvel Kingdom. Defeat the monsters to gain huge amount of Gold.\nDaily entrance count is limited, and cannot be recharged with Rubies."
GAME_GUIDE_0301_002_TITLE,"What can I gain from higher floors?"
GAME_GUIDE_0301_002_DESC,"You can gain more Gold from higher floors. But higher floor means stronger monsters, so beware!"
GAME_GUIDE_0302,"Stockade"
GAME_GUIDE_0302_SUM,"You need to gain skill books from the Stockade to enhance hero's skill."
GAME_GUIDE_0302_001_TITLE,"What is Stockade?"
GAME_GUIDE_0302_001_DESC,"The Stockade is a dungeon full of various types of monsters. Upon clearing the Stockade, you can gain Skill Books for according hero class."
GAME_GUIDE_0302_002_TITLE,"Why do I need Skill Books?"
GAME_GUIDE_0302_002_DESC,"Skill Books are required for enhancing Skill Attributes. You need different types of Skill Books according to Hero class and Skill."
GAME_GUIDE_0302_003_TITLE,"Why are there different Grades of Skill Books?"
GAME_GUIDE_0302_003_DESC,"There are 4 different Grades of Skill Books: Beginner, Intermediate, Expert, and Master.\nBeginner ▶You can learn the first Skill Attribute\nIntermediate ▶You can learn the second Skill Attribute\nExpert ▶You can learn the third Skill Attribute\nMaster ▶You can learn the fourth Skill Attribute"
GAME_GUIDE_0302_004_TITLE,"Monster's HP won't decrease. Is this a bug?"
GAME_GUIDE_0302_004_DESC,"On Tuesdays and Wednesdays, monsters immune to physical or magical attacks appear in the Stockade.\nAlways double check to see if you are battling against monsters immune to physical/magical attacks."
GAME_GUIDE_0302_005_TITLE,"How can I gain Class specific Skill Books?"
GAME_GUIDE_0302_005_DESC,"Each day, different areas of the Stockade will open. Log in every day to collect all 7 types."
GAME_GUIDE_0303,"Dragon Raid"
GAME_GUIDE_0303_SUM,"Gather forces and challenge the Dragon Raid to gain legendary gear."
GAME_GUIDE_0303_001_TITLE,"What is Dragon Raid?"
GAME_GUIDE_0303_001_DESC,"Dragon Raid is a battle mode where you can form a party with 2~3 users to battle against Dragons in real time. Legendary gear with powerful set options can be gained as reward, which is a must for hero growth."
GAME_GUIDE_0303_002_TITLE,"What types of Dragon Raids are there?"
GAME_GUIDE_0303_002_DESC,"There are a total of 4 types of Dragons: Fire, Frost, Poison, and Black Dragon.\nFire Dragon ▶ Uses powerful wide range magic.\nFrost Dragon ▶ Watch out for Freeze CC.\nPoison Dragon ▶ Multiple Worms and Hatchling will attack you.\nBlack Dragon ▶ Hero will deal lesser damage from far away."
GAME_GUIDE_0303_003_TITLE,"What rewards can I receive?"
GAME_GUIDE_0303_003_DESC,"You can obtain Magic Crystals, Gold, Dragon Coins, and Legendary gear as a reward. Each Legendary gear has different set effects according to the type of Raid.\nFire Dragon ▶ Crit Chance increase\nFrost Dragon ▶ Max HP increase\nPoison Dragon ▶ Crit Resistance increase\nBlack Dragon ▶ Mana Recovery upon ATK increase"
GAME_GUIDE_0303_004_TITLE,"What is Dragon Raid Hard Mode?"
GAME_GUIDE_0303_004_DESC,"You can enter Dragon Raid Hard Mode upon clearing T7 or above Tier of Dragon Raid.\nAs rewards, you can gain Legendary Gear items as well as Enchant Scrolls that will strengthen your Gear items."
GAME_GUIDE_0303_005_TITLE,"What is Dragon Coin?"
GAME_GUIDE_0303_005_DESC,"Dragon Coins are used for purchasing items from the Raid Shop.\nYou can gain Dragon coins every time you defeat a Dragon. You can gain more Dragon\nCoins by defeating Dragons of higher Tier or forming a party with more players."
GAME_GUIDE_0303_005_DESC_BACK_UP,"Dragon Coins are used for purchasing items from the Raid Shop.\nYou can gain Dragon coins every time you defeat a Dragon. Defeat high-level Dragons, or form a party with more users to gain more Dragon Coins."
GAME_GUIDE_0304,"Challenge Raid"
GAME_GUIDE_0304_SUM,"You never know when the Challenge Raid will open."
GAME_GUIDE_0304_001_TITLE,"What is Challenge Raid?"
GAME_GUIDE_0304_001_DESC,"Challenge Raid is a nonperiodic Raid battle that offers different rewards and rules every season.\nThere are various rules including single/party play, or banning specific hero class/heroes."
GAME_GUIDE_0304_002_TITLE,"Challenge Raid monsters are too strong"
GAME_GUIDE_0304_002_DESC,"Similar to other Raids, you can view the monster's Skill info from Boss info popup.\nGather agreeable party members and reach for the top!"
GAME_GUIDE_0305,"Guild Raid"
GAME_GUIDE_0305_SUM,"If you are not a member of the Guild, you cannot take part in, or receive reward from the Guild Raid"
GAME_GUIDE_0305_001_TITLE,"What is Guild Raid?"
GAME_GUIDE_0305_001_DESC,"Guild Raid is a form of battle where you can cooperate with your Guild members to defeat the boss monster.\nDefeat powerful Guild Raid bosses to gain rewards."
GAME_GUIDE_0305_002_TITLE,"How can I participate in Guild Raid?"
GAME_GUIDE_0305_002_DESC,"First, you must be a member of a Guild. If the master of your Guild opens a Guild Raid, all members can participate in turn.\nHowever, upon leaving and rejoining a Guild, you cannot take part in Guild Raid for one week."
GAME_GUIDE_0305_003_TITLE,"What boss monsters will I encounter in Guild Raid?"
GAME_GUIDE_0305_003_DESC,"The order of the monsters' appearance and their strength will differ according to the Guild Raid's level of difficulty set by the Guild Master. View the Guild Raid info page for more information on Boss Skills and Raid rewards."
GAME_GUIDE_0305_004_TITLE,"What rewards can I receive from Guild Raid?"
GAME_GUIDE_0305_004_DESC,"You can obtain Rubies, Gold, Guild Coins, and Rune crafting materials whenever you defeat a Boss Monster. \nAlso, random items such as Skill Books and Fragments will be added to the Guild Raid category of the Guild Shop."
GAME_GUIDE_0306,"World Boss"
GAME_GUIDE_0306_SUM,"Remember, in World Boss battles, a total of 8 heroes can participate. You can manually control 4 heroes, but the other 4 will battle automatically."
GAME_GUIDE_0306_001_TITLE,"What is World Boss?"
GAME_GUIDE_0306_001_DESC,"World Boss is a type of battle where users from all servers fight against one monster. You can gain Daily Server Ranking, Weekly Server Ranking, Weekly World Ranking, and Inter-Server Ranking Rewards according to your contribution calculated by the accumulated damage you have dealt."
GAME_GUIDE_0306_002_TITLE,"What kinds of rewards can I receive from the World Boss Fight?"
GAME_GUIDE_0306_002_DESC,"Upon participating in World Boss battle, you can obtain a World Boss Box that provides various random rewards including Crystallized Power and Random Unique Weapon Ticket."
GAME_GUIDE_0306_003_TITLE,"What should I do in World Boss battle?"
GAME_GUIDE_0306_003_DESC,"Mountain Fortress is more vulnerable to Magic attacks, and Protianus is more vulnerable to Physical attacks. When forming a party, carefully check your heroes attack types. Also, you can find details for World Boss monsters' special skills on the World Boss info page. Don't forget to check it out!"
GAME_GUIDE_0306_004_TITLE,"When can I participate?"
GAME_GUIDE_0306_004_DESC,"You can participate in the World Boss battle when any one of your owned heroes reach level 60."
GAME_GUIDE_0307,"League of Victory"
GAME_GUIDE_0307_SUM,"In the League of Victory, raiders compete against each other for more rewards and higher rank."
GAME_GUIDE_0307_001_TITLE,"What is League of Victory?"
GAME_GUIDE_0307_001_DESC,"League of Victory is a real-time PvP battle where you can fight against other players.\nForm a party of 4 heroes to compete against other users with similar Ranking and Tier."
GAME_GUIDE_0307_002_TITLE,"My opponent from League of Victory is Offline."
GAME_GUIDE_0307_002_DESC,"If there are no adequate opponents ready for battle, and your rank is under Platinum, you will be matched with AI characters."
GAME_GUIDE_0307_003_TITLE,"What kind of rewards can I receive?"
GAME_GUIDE_0307_003_DESC,"You can gain Rubies and Victory Medals from the League of Victory. With Victory Medals, you can purchase Unique Weapons from the League of Victory Shop \nIf you go higher in Tier, you will receive more Daily and Weakly Season rewards."
GAME_GUIDE_0308,"League of Honor"
GAME_GUIDE_0308_SUM,"You must carefully Pick and Ban heroes with delicate tactics."
GAME_GUIDE_0308_002_TITLE,"Is this a different league from League of Victory?"
GAME_GUIDE_0308_002_DESC,"League of Honor is a tactical PvP battle where you can strategically Ban and Pick heroes at will.\nCarefully consider each hero's class and attack type to defeat your opponent tactically."
GAME_GUIDE_0308_001_TITLE,"I want to participate in the League of Honor. How can I participate?"
GAME_GUIDE_0308_001_DESC,"You can participate in the League of Honor if you own over 12 heroes.\n12 heroes are necessary in order to Ban 4 heroes and Pick 8 heroes."
GAME_GUIDE_0308_003_TITLE,"The League of Honor is not open."
GAME_GUIDE_0308_003_DESC,"The League of Honor is only open for a limited period of time, so please check the open hours carefully."
GAME_GUIDE_0309,"Tower of Challenge"
GAME_GUIDE_0309_SUM,"Don't forget to visit the Tower of Challenge if you want artifacts."
GAME_GUIDE_0309_001_TITLE,"What is Tower of Challenge?"
GAME_GUIDE_0309_001_DESC,"Tower of Challenge is a dungeon in Chapter 2, Elidora Forest. You can gain various items that will help hero growth, and Artifact Piece as reward.\nClear record resets on the 1st day of every month."
GAME_GUIDE_0309_002_TITLE,"What kind of rewards can I receive from Tower of Challenge?"
GAME_GUIDE_0309_002_DESC,"You can gain first clear reward upon clearing each floor for the first time, and can gain repeat reward upon clearing a floor more than once.\nWhen clearing a floor for the first time, you will receive various rewards that will help your gameplay. Clear a floor more than once to gain Artifact Pieces.\nWhen the clear record is reset every month, you can gain the first clear reward once more."
GAME_GUIDE_0309_003_TITLE,"How can I restore Artifacts?"
GAME_GUIDE_0309_003_DESC,"Collect 1,000 Artifact Pieces and visit the Tower of Challenge\nto gain 1 Artifact through Restore Artifacts."
GAME_GUIDE_0310,"Tower of Ordeals"
GAME_GUIDE_0310_SUM,"There's no place like the Tower of Ordeals if you need Transcendence materials."
GAME_GUIDE_0310_001_TITLE,"What is Tower of Ordeals?"
GAME_GUIDE_0310_001_DESC,"Upon reaching 5 star of a hero you own, you can enter the Tower of Ordeals from the Hall of Heroes.\nHere, you can gain 7 types of Fragments and Essence for Hero Awakening and Transcendence."
GAME_GUIDE_0310_002_TITLE,"Can I clear the Tower of Ordeals repeatedly?"
GAME_GUIDE_0310_002_DESC,"Tower of Ordeals resets every Monday at 00:00.\nWhen the clear record is reset, you can start over from floor 1 to gain the rewards again."
GAME_GUIDE_0311,"Conquest"
GAME_GUIDE_0311_SUM,"Challenge the Conquest if you want to gain more EXP."
GAME_GUIDE_0311_001_TITLE,"What is Conquest?"
GAME_GUIDE_0311_001_DESC,"You can find the Conquest throughout Chapter 2~7.\nThis is a place where you can gain the most EXP. You can enter the Conquest 5 times a day for each Chapter."
GAME_GUIDE_0311_002_TITLE,"I used up all the Keys for entering the Conquest. How can I gain more?"
GAME_GUIDE_0311_002_DESC,"The keys will reset upon 00:00 next day. Or you can instantly refill the keys with Rubies."
GAME_GUIDE_0311_003_TITLE,"I received EXP Potions from Conquest."
GAME_GUIDE_0311_003_DESC,"Use EXP Potions on your heroes to gain extra EXP.\nGo to Inventory - Consumables and select the EXP Potion to fill up EXP to the hero of your choice.\nYou can gain Potions containing more EXP if you clear Conquest with higher difficulty."
GAME_GUIDE_0312,"Upper Dungeon"
GAME_GUIDE_0312_SUM,"From the Upper Dungeon, you can get fragments necessary for hero awakening."
GAME_GUIDE_0312_001_TITLE,"What is Upper Dungeon?"
GAME_GUIDE_0312_001_DESC,"Upper Dungeon is a place where you can gain Fragments that are required for Hero Awakening.\nYou can receive more Fragments if you clear chapters of higher difficulty.\nEach chapter has 7 stages of Upper Dungeons, and you can only gain specific types of Fragments from each stage."
GAME_GUIDE_0312_002_TITLE,"Why are there 7 stages?"
GAME_GUIDE_0312_002_DESC,"There are 7 types of Fragments in total, and each Upper Dungeon stage offers different type of Fragments.\nYou don't have to clear each stage in order of sequence. Simply select the stage that will give you the Fragment you need."
GAME_GUIDE_0312_003_TITLE,"I need more Fragments."
