KEY,"English"
CS_CHE_H1_4_044,"Ah, hell with it. Hey~wait for me!"
CS_CHE_H1_4_045,"Ah! Luna, I already said it's dangerous to go alone!"
CS_CHE_H1_5_001,"That makes three! Three more to go, right?"
CS_CHE_H1_5_002,"Yeah, we're halfway there!"
CS_CHE_H1_5_003,"I still don't know why my clothes have this kind of power, though."
CS_CHE_H1_5_004,"The evil spirits turned into orbs of light and disappeared! The other monsters went with them too! Weird~"
CS_CHE_H1_5_005,"It's definitely an interesting phenomenon. Evil spirits usually don't just get purified this easily..."
CS_CHE_H1_5_006,"Well, that's not important. Right now, let's focus on getting back May's costumes and finding a way out."
CS_CHE_H1_5_007,"It seems to be a given that there are a lot of evil spirits converging around those with costumes, though."
CS_CHE_H1_5_008,"Let's try...that way, next."
CS_CHE_H1_6_001,"So this is the last group of monsters, correct?"
CS_CHE_H1_6_002,"We found 5 costumes so far, so yeah, this should be the last!"
CS_CHE_H1_6_003,"Already? I want to blast a few more pumpkins!"
CS_CHE_H1_6_004,"It's kind of worriying that we still have no clues to how to get back..."
CS_CHE_H1_6_005,"But well, let's first find that last costume."
CS_CHE_H1_7_001,"...? That is..."
CS_CHE_H1_7_002,"Wait, this is odd. May, that is one of your costumes, right?"
CS_CHE_H1_7_003,"Hm? Ah, yes! That's actually one of the first I made!"
CS_CHE_H1_7_004,"...Feels off...doesn't look like an evil spirit."
CS_CHE_H1_7_005,"Hm, that should be because I am no evil spirit. I am but a mere magus."
CS_CHE_H1_7_006,"...!!"
CS_CHE_H1_7_007,"Hahaha, no need to worry."
CS_CHE_H1_7_008,"Good to see you, May. I am sorry to get you involved with my mistakes."
CS_CHE_H1_7_009,"...Mr. Nyx? Mr. Nyx, is that you? Phew, and I thought an evil spirit had taken your shape, like those others..."
CS_CHE_H1_7_010,"Haha, I don't blame you for thinking so."
CS_CHE_H1_7_011,"Thank you for those costumes, by the way. They were just as I had asked for."
CS_CHE_H1_7_012,"You did an amazing job."
CS_CHE_H1_7_013,"Costumes?"
CS_CHE_H1_7_014,"Ah, actually, Mr. Nyx is a travelling magus who pops in every once in a while."
CS_CHE_H1_7_015,"He put in a request for a lot of costumes for the Halloween event, because of some experiment or something."
CS_CHE_H1_7_016,"He gave me a lot of high-quality materials and thread, and aside from a few specially requested designs, let me make whatever I want."
CS_CHE_H1_7_017,"So the costumes we saw so far..."
CS_CHE_H1_7_018,"were made with whatever materials he gave you?"
CS_CHE_H1_7_019,"That is so. Unfortunately, I needed some of the costumes urgently, so I was thinking of taking a few back with me early."
CS_CHE_H1_7_020,"However, due to unforseen events, I involved you all into this mess."
CS_CHE_H1_7_021,"I'm sorry for startling you all."
CS_CHE_H1_7_022,"Well, you paid me beforehand and also let me keep the leftover material for my own projects, so it's fine if you wanted to take some ahead of schedule..."
CS_CHE_H1_7_023,"But what exactly is going on...?"
CS_CHE_H1_7_024,"Hmm, sadly, I cannot explain right now."
CS_CHE_H1_7_025,"First, you must defeat me."
CS_CHE_H1_7_026,"Wait, what?"
CS_CHE_H1_7_027,"Due to a mixup in the experiment, my body isn't fully under my control."
CS_CHE_H1_7_028,"Evil spirit?"
CS_CHE_H1_7_029,"Yes, you are correct. I have been suppressing the spirit stuck to this costume, but without help, I cannot get rid of it."
CS_CHE_H1_7_030,"Hmm...by the way."
CS_CHE_H1_7_031,"At any rate, you're the one who got us all in danger, right?"
CS_CHE_H1_7_032,"...Yes, it is so. Once again, I am sor -"
CS_CHE_H1_7_033,"Can it. You can apologize after I get a few punches in."
CS_CHE_H1_7_034,"..Is tall sis angry?"
CS_CHE_H1_7_035,"Ahaha...."
CS_CHE_H1_8_001,"Enough, enough. The evil spirit has been purified, so put down that arrow. I'll die, you know."
CS_CHE_H1_8_002,"...Tch, you didn't even get hit properly one time."
CS_CHE_H1_8_003,"Hahaha...well, if I do get hit properly, I wouldn't be able to apologize properly."
CS_CHE_H1_8_004,"Isn't that so? The last female warrior of the Barbarian race, Dragon Slayer Yanne."
CS_CHE_H1_8_005,"...Hmph. Fine."
CS_CHE_H1_8_006,"The evil spirit is gone. Time for you to tell us how to get back to our world."
CS_CHE_H1_8_007,"Hm? If it's returning you want to do, I can help you anytime. This is a world I created with my magic, after all."
CS_CHE_H1_8_008,"Well, it's only possible because you helped me get rid of that evil spirit. Please put down that arrow."
CS_CHE_H1_8_009,"I created a portal behind myself, so if you wish to return, just walk through it."
CS_CHE_H1_8_010,"Wait! I have a question!"
CS_CHE_H1_8_011,"What kind of experiment were you doing, Mr. Odd Eyes?"
CS_CHE_H1_8_012,"...Haha, you're quite the curious one, little miss."
CS_CHE_H1_8_013,"Hm. You must know that Halloween has its roots in remembering those who have passed on, no?"
CS_CHE_H1_8_014,"Some evil spirits, instead of passing on, remain to harm people throughout the festival."
CS_CHE_H1_8_015,"So, I was thinking of creating a festival for only evil spirits, where no humans would be put at risk."
CS_CHE_H1_8_016,"The experiment was initially a failure, but thanks to you all, I managed to clean up the mess."
CS_CHE_H1_8_017,"Eh? So all this was just a really fun party for evil spirits?"
CS_CHE_H1_8_018,"Yes, that is so."
CS_CHE_H1_8_019,"One more question! What did May's costumes have to do with all this?"
CS_CHE_H1_8_020,"Oh, that was part of the things the evil spirits wanted to do for the festival."
CS_CHE_H1_8_021,"Some wanted to merely fight. Some wanted nice things to eat. Others wished for beautiful clothing."
CS_CHE_H1_8_022,"In the end, I requested special costumes with a Halloween vibe that would help fulfill their final wishes."
CS_CHE_H1_8_023,"Considering it made it into this world, I suppose your costume also fits the taste of a certain evil spirit, Yanne."
CS_CHE_H1_8_026,"....Hmm? Maybe I guessed wrong. Was that one of the costumes made from the remaining material..."
CS_CHE_H1_8_027,"Aha..ahahaha...Nooooooo!!"
CS_CHE_H1_8_028,"....Well, she did say making clothes was her hobby."
CS_CHE_H1_8_029,"I guess she is interested in...a wide variety of designs."
CS_CHE_H1_8_030,"How adventurous."
CS_CHE_H1_8_031,"Eh? Wait, but why did we have to wear May's costumes to defeat those costume-wearing spirits?"
CS_CHE_H1_8_032,"Hm? I never invoked such magic."
CS_CHE_H1_8_033,"Haha, well, perhaps the evil spirits had a strong desire to play with those who were also dressing up, while refusing to play with those without the Halloween spirit."
CS_CHE_H1_8_034,"Wow, and I thought I was the only one having fun! So...they were enjoying the fact that I was dunking their faces in carrots?"
CS_CHE_H1_8_035,"Hehe, hopefully they all pass on peacefully to carrot heaven."
CS_CCE_C1_1_001,"Hmm? My, if it isn't the lady of the Daphnel family. What brings you here?"
CS_CCE_C1_1_002,"CONVERSATION_SURPRISE"
CS_CCE_C1_1_003,"...The Queen of Penthe...!"
CS_CCE_C1_1_004,"Shh. I kept my identity a secret all this way to Orvelia, the Kingdom of Heroes."
CS_CCE_C1_1_005,"No need for the formalities in such a public area."
CS_CCE_C1_1_006,"Hmm, how about this."
CS_CCE_C1_1_007,"...?"
CS_CCE_C1_1_008,"For the day, you will be my friend."
CS_CCE_C1_1_009,"Let us redo our greetings, then."
CS_CCE_C1_1_010,"Hello, Aisha. What a beautiful morning it is."
CS_CCE_C1_1_011,"CONVERSATION_SILENCE"
CS_CCE_C1_1_012,"Ahem. Y...yes, Artemia. Good...morning."
CS_CCE_C1_1_013,"I don't think I have seen you around lately, ever since that party at the palace."
CS_CCE_C1_1_014,"What brings you to Orvelia?"
CS_CCE_C1_1_015,"Hmm, Christmas...was it? I'm not too sure what it's meant to celebrate."
CS_CCE_C1_1_016,"Still, I heard it was a day of meaningful festivities, and thus I have come to experience them first-hand."
CS_CCE_C1_1_017,"This year's festival was named...'The Secret Santa Festival', I assume?"
CS_CCE_C1_1_018,"Ah, yes. This year's festival is a bit different from the others before it."
CS_CCE_C1_1_019,"The staff are setting up artificial monsters the town. These monsters drop certain coins when caught..."
CS_CCE_C1_1_020,"and the participants can exchange those coins for presents to give to the children of the city."
CS_CCE_C1_1_021,"Hmm, so why are you, the daughter of an esteemed noble family, participating in such an event?"
CS_CCE_C1_1_022,"Noblesse Oblige. It is the duty of us nobles to do right for the people."
CS_CCE_C1_1_023,"Disregarding birth and blood, children are the future of the country. It is a given that we nobles take care of them, and bring them happiness."
CS_CCE_C1_1_024,"As expected from the Daphnel family."
CS_CCE_C1_1_025,"I am curious, though - is your maid not with you today?"
CS_CCE_C1_1_026,"Priscilla had to take care of some other business, so she couldn't come."
CS_CCE_C1_1_027,"I'll need someone else to fill in for the Rudolph position..."
CS_CCE_C1_1_028,"The event doesn't start until a few hours later...so I'll have to find someone to stand in."
CS_CCE_C1_1_029,"Rudolph? Ah, the red-nosed reindeer?"
CS_CCE_C1_1_030,"Yes, participants need to be in a team of at least one Santa and one Rudoph to take part."
CS_CCE_C1_1_031,"Of course, it doesn't matter if there are more than one Santa or Rudolph in a team."
CS_CCE_C1_1_032,"Hmm, I thought I didn't need an escort today, so I came alone..."
CS_CCE_C1_1_033,"A cute reindeer...hmm, what about that person over there?"
CS_CCE_C1_1_034,"CONVERSATION_SURPRISE"
CS_CCE_C1_1_035,"Let's go, before someone else takes him!"
CS_CCE_C1_2_001,"Hmm..that way? I see, that way!!"
CS_CCE_C1_2_002,"Looks like he's going somewhere in a busy fashion. I wonder why?"
CS_CCE_C1_2_003,"I don't know, but it seems he's in a hurry."
CS_CCE_C1_2_004,"Still, I see the monsters have been released already even though the festival hasn't begun."
CS_CCE_C1_2_005,"We need a Rudolph fast..."
CS_CCE_C1_2_006,"I found you, Fake Santa!!"
CS_CCE_C1_2_007,"CONVERSATION_SURPRISE"
CS_CCE_C1_2_008,"Eh? Fake Santa? How rude!"
CS_CCE_C1_2_009,"See? I even have my Rudolph right here!"
CS_CCE_C1_2_010,"That's a fake! Objects don't count!!"
CS_CCE_C1_2_011,"Also, the goal of this event is to give presents to the good kids!"
CS_CCE_C1_2_012,"You just want to steal all the snacks the people put out for Santa!"
CS_CCE_C1_2_013,"Eh? What do you take me for, a mere snack thief?"
CS_CCE_C1_2_014,"I am the Great Miruru! I wouldn't stoop so low!"
CS_CCE_C1_2_015,"Lies! The Spirits told me everything!"
CS_CCE_C1_2_016,"When you were changing back at May's,"
CS_CCE_C1_2_017,"you were reciting your plan to yourself and laughing 'wahahaha'!!"
CS_CCE_C1_2_018,"Tch, busted...wait, were you spying on me changing?!"
CS_CCE_C1_2_019,"What are you saying? Spirits are everywhere in the world."
CS_CCE_C1_2_020,"Aaaargh!! What's done is done!!"
CS_CCE_C1_2_021,"I'll turn you into Roast Rudolph for the sake of my sna...no, for the prosperity of the Miruru Pirates!!"
CS_CCE_C1_2_022,"Hmph, it surprises me to see such a bad Santa."
CS_CCE_C1_2_023,"I cannot let this happen. The Secret Santa Festival exists to bring happiness to the children,"
CS_CCE_C1_2_024,"not for some crook to steal all the food. For that, punishment is due."
CS_CCE_C1_2_025,"So, little Rudoph. Let us help you with this situation. Instead..."
CS_CCE_C1_2_026,"Hm? Oh, you want me to become your Rudolph?"
CS_CCE_C1_2_027,"OK! If you help me with my work, I'll help you too!"
CS_CCE_C1_2_028,"There's no rule saying that the Staff cannot participate in a team!"
CS_CCE_C1_2_029,"Good, that speeds things up."
CS_CCE_C1_2_030,"Now, let us kick out this rude little Santa."
CS_CCE_C1_3_001,"Out with you, Thief Santa!!"
CS_CCE_C1_3_002,"Noooooo!! My snaaaaaacks~~!!"
CS_CCE_C1_3_003,"Hmm, I do feel a bit bad. She was just a child..."
CS_CCE_C1_3_004,"It's fine! Her soul's age is like t...Eh? Oh, so I shouldn't say that?"
CS_CCE_C1_3_005,"Ok! I won't talk about a woman's age!"
CS_CCE_C1_3_006,"I have no idea what kind of magic you're using, but you must be very talented....um..."
CS_CCE_C1_3_007,"Er...Mr. Reindeer."
CS_CCE_C1_3_008,"Oh, my name is Rephy! I'm a Tamian Guide!"
CS_CCE_C1_3_009,"Nice to meet you, Artemia, Aisha!"
CS_CCE_C1_3_010,"The Tamia...if I'm correct, that is a rare race that lives in the Elidora Forest..."
CS_CCE_C1_3_011,"Wait, I don't think we introduced ourselves yet...?"
CS_CCE_C1_3_012,"Ah, the Spirits told me all about you!"
CS_CCE_C1_3_013,"My usual job is to guide wandering spirits towards the Otherworld,"
CS_CCE_C1_3_014,"but sometimes they don't leave and just stick to places, usually around me!"
CS_CCE_C1_3_015,"They tell me all sorts of things!"
CS_CCE_C1_3_016,"Aren't those kinds of spirits usually vengeful spirits or evil ghosts...?"
CS_CCE_C1_3_017,"Eh? No, these children are very nice!"
CS_CCE_C1_3_018,"They can be mischievous, but they don't hurt people!"
CS_CCE_C1_3_019,"I...I see. Good to meet you, Rephy."
CS_CCE_C1_3_020,"Why are you, a member of the staff, in such a rush to find people like that child, though?"
CS_CCE_C1_3_021,"Oh? That? There are some people that aren't taking this event seriously enough!"
CS_CCE_C1_3_022,"The Spirits told me of a Thief Santa, a Prankster Santa and a Drunk Santa!"
CS_CCE_C1_3_023,"I have to scold them and stop them from ruining the event!"
CS_CCE_C1_3_024,"Hmm, I see."
CS_CCE_C1_3_025,"Well, I have no wish to see the first event I participated in fall into ruin,"
CS_CCE_C1_3_026,"so I - no, we'll help you."
CS_CCE_C1_3_027,"In exchange, I hope you'll help us with the main festival, Rephy."
CS_CCE_C1_3_028,"Thanks! I'm in your care!"
CS_CCE_C1_4_001,"Now then, time to catch Prankster Santa!!"
CS_CCE_C1_4_002,"A Prankster...what kind of pranks does this Santa plan to pull?"
CS_CCE_C1_4_003,"Eh? Ah, this Santa wants to sneak into people's beds and play pranks on them while they sleep!"
CS_CCE_C1_4_004,"CONVERSATION_SURPRISE"
CS_CCE_C1_4_005,"I dunno what these pranks are, but people might be startled! So I can't allow this!"
CS_CCE_C1_4_006,"I mean, last Halloween was free of evil spirits and their evil pranks! And that was a relief for everyone!"
CS_CCE_C1_4_007,"Belated pranks can wait till the next Halloween!"
CS_CCE_C1_5_001,"Found you, Prankster Santa! No, Weird Demon!"
CS_CCE_C1_5_002,"Hm?! A Demon?!"
CS_CCE_C1_5_003,"My, what a cute little reindeer. Still, calling me a Prankster...and hey, I'm not weird at all!"
CS_CCE_C1_5_004,"I'm the kindest and least harmful Demon of them all!"
CS_CCE_C1_5_005,"But you're still going to sneak in people's beds and surprise them!"
CS_CCE_C1_5_006,"The Spirits heard you talk about this to some girl in a coffin! You know, the one who can't live or die!"
CS_CCE_C1_5_007,"Eh? How did you..."
CS_CCE_C1_5_008,"Vile Demon..."
CS_CCE_C1_5_009,"Not only did you bring an Undead to this city,"
CS_CCE_C1_5_010,"but you also now try to sneak into people's houses and harm the innocent?!"
CS_CCE_C1_5_011,"As I thought, Demons cannot be trusted."
CS_CCE_C1_5_012,"My ancestors paid with their blood to keep the Demons at bay,"
CS_CCE_C1_5_013,"and yet you still attempt to harm innocent civilians...!!"
CS_CCE_C1_5_014,"W...wait, you got it all wrong."
CS_CCE_C1_5_015,"I'm just trying to find people who will have nightmares, and swap those scary dreams for good and pleasant dreams!"
CS_CCE_C1_5_016,"Eh? You weren't just going to play pranks?"
CS_CCE_C1_5_017,"No! C'mon, I don't even have a Rudolph, so I can't participate normally."
CS_CCE_C1_5_018,"I just wanted to give presents to people in the way I'm best at, considering I'm a type of Dream Demon..."
CS_CCE_C1_5_019,"Eh...if that's the case..."
CS_CCE_C1_5_020,"Don't be fooled, Rephy. She's just playing you with her words."
CS_CCE_C1_5_021,"That's what Demons do best, after all. Fooling people with sweet words..."
CS_CCE_C1_5_022,"Well, I wouldn't deny that, at least in the case of Malduk and Angmund, but I..."
CS_CCE_C1_5_023,"Die, Demon!"
CS_CCE_C1_6_001,"How unfaaaaaaair!"
CS_CCE_C1_6_002,"Well, if she was just trying to stop people from having nightmares..."
CS_CCE_C1_6_003,"Perhaps what she was trying to do was noble, but her methods..."
CS_CCE_C1_6_004,"Right, people's lives could have been sucked dry..."
CS_CCE_C1_6_005,"Eh? Why would good dreams make people dry up?"
CS_CCE_C1_6_006,"CONVERSATION_SILENCE"
CS_CCE_C1_6_007,"Well, at least it wasn't a prank!"
CS_CCE_C1_6_008,"Next...let's go get Drunk Santa!!"
CS_CCE_C1_7_001,"Hohoho...*hic*! Ah, I haven't had a good drink in so long..."
CS_CCE_C1_7_002,"That huge barbarian keeled over a long time ago, what a pushover...hahaha..."
CS_CCE_C1_7_003,"Anyway, these clothes are really warm."
CS_CCE_C1_7_004,"I feel like I could just dig into the earth and go into hibernation wearing them....zzzzz...."
CS_CCE_C1_7_005,"Found you, Drunk Santa!"
CS_CCE_C1_7_006,"Yikes, you surprised me!!"
CS_CCE_C1_7_007,"I'm not drunk, anyway. I'm still sober!"
CS_CCE_C1_7_008,"I mean, I haven't drunk this much in a while, but still...*hic*"
CS_CCE_C1_7_009,"Ugh, you reek of alcohol!"
CS_CCE_C1_7_010,"What would the kids think! Go home and sleep it off already!"
CS_CCE_C1_7_011,"You don't have a Rudolph, so even if you look exactly like the Saint from the books, you can't participate!"
CS_CCE_C1_7_012,"Come to think of it, he really does look like the Saint."
CS_CCE_C1_7_013,"Aside from his height and size, anyway."
CS_CCE_C1_7_014,"The Saint in Red...who was that?"
CS_CCE_C1_7_015,"The books say he was a man who loved people more than anyone,"
CS_CCE_C1_7_016,"but hated Demons and 'Evil' more than anyone else."
CS_CCE_C1_7_017,"Some people think his clothes were red because they were stained in the blood of countless Demons."
CS_CCE_C1_7_018,"...That sounds more like a Hero, rather than a Saint."
CS_CCE_C1_7_019,"100 years ago, when my ancestors were fighting against the Demons,"
CS_CCE_C1_7_020,"perhaps the war would have gone better if we had more pople like him..."
CS_CCE_C1_7_021,"Ah, you mean that guy?"
CS_CCE_C1_7_022,"I did think these clothes looked like the ones Nicholas wore back in those days."
CS_CCE_C1_7_023,"Haha, the Slaughterer of Demons, the odd human from the Order of Lua, hailed as a Saint...what a funny joke, ahahaha..."
CS_CCE_C1_7_024,"Then there was Rudolph, eh? That gigantic reindeer that was as ripped as an ogre..."
CS_CCE_C1_7_025,"If I remember correctly, that reindeer didn't eat grass, but it ate Demons..."
CS_CCE_C1_7_026,"CONVERSATION_SILENCE"
CS_CCE_C1_7_027,"I don't care!"
CS_CCE_C1_7_028,"First, I'm going to have you go back to the Inn and sleep!"
CS_CCE_C1_8_001,"Zzzzz...."
CS_CCE_C1_8_002,"*pant pant*...How strong is this drunk Gramps, anyway?!"
CS_CCE_C1_8_003,"All those times he tried to accurately headbutt me...is this some kind of legendary Drunken Martial Arts?!"
CS_CCE_C1_8_004,"A Dwarf that knows of the Saint from 100 years ago..."
CS_CCE_C1_8_005,"It couldn't be...the King of Dwarves, one of the Hero's companions...?"
CS_CCE_C1_8_006,"...Most likely not. Dwarves all live far over 100 years, and the King wasn't the only one fighting a long ago..."
CS_CCE_C1_8_007,"Well, we can't just leave Gramps sleeping out in the snow!"
CS_CCE_C1_8_008,"I'll take him to the Inn!"
CS_CCE_C1_8_009,"Help me, Spirits!"
CS_CCE_C1_8_010,"...What a day."
CS_CCE_C1_8_011,"A lot happened, but we got our Rudolph."
CS_CCE_C1_8_012,"Now, we can participate in the event properly."
CS_CCE_C1_8_013,"Hopefully no other weird incidents happen."
CS_CCE_C1_8_014,"Ah, I hear fireworks from afar. Perhaps the festival has begun."
CS_CCE_C1_8_015,"We just need to wait for Rephy, and then..."
CS_CCE_C1_8_016,"*pant, pant*...I'm back! The event just started too, so I'll be a good Rudolph!"
CS_CCE_C1_8_017,"Also, I'm sorry to say..."
CS_CCE_C1_8_018,"There is a Santa-Rudolph duo hoarding the monster drops just as the festival began..."
CS_CCE_C1_8_019,"Hmm, they sound very capable."
CS_CCE_C1_8_020,"Yeah, they're catching all the monsters at a scary pace!"
CS_CCE_C1_8_021,"Although, I'm worried this might not leave much for the other Santas..."
CS_CCE_C1_8_022,"I see, then we have 2 options."
CS_CCE_C1_8_023,"First, we can go and stop the hoarders from getting everything,"
CS_CCE_C1_8_024,"or second, we can just go our way and try to catch some monsters on ourselves."
CS_CCE_C1_8_025,"Since those two aren't really breaking any rules, it's difficult..."
CS_CCE_C1_8_026,"still, this isn't a tournament, it's a festival. People should have fun together!"
CS_CCE_C1_8_027,"Still, no reason to fight between proper participants!"
CS_CCE_C1_8_028,"In the end, it's important that the children get their presents and are happy!"
E_S1_Main0_1,"Then, the next topic is the supervision of the Orvel Summer Festival."
E_S1_Main0_2,"The Orvel Summer Beach Festival is one of Orvel's 3 most popular festivals, with Halloween and Christmas being the other two."
E_S1_Main0_3,"But Your Highness, right now, we're dealing with the Demons and the Holy Sword that just have appeared."
E_S1_Main0_4,"I don't know if it's wise to hold such a big festival in a situation like this."
E_S1_Main0_5,"Hm, hm. As you all may know,"
E_S1_Main0_6,"the Orvel Summer Beach Festival is a major event held every year."
E_S1_Main0_7,"It's the only time of the year when anyone who's not a member of the royal family or an aristocrat can use the beach."
E_S1_Main0_8,"This festival also has great influence on Orvel's economy."
E_S1_Main0_9,"It's the only time when everyone can forget their worries and enjoy themselves."
E_S1_Main0_10,"Our people need this,"
E_S1_Main0_11,"especially in troubled times like this."
E_S1_Main0_12,"But Your Highness, are you sure you want to supervise the festival yourself?"
E_S1_Main0_13,"We can take care of it on our end."
E_S1_Main0_14,"I know you can, but I've made up my mind."
E_S1_Main0_15,"Events like this always attract unsavory people."
E_S1_Main0_16,"But you still don't have to do it. Honestly, I'm worried."
E_S1_Main0_17,"If something bad happens to you..."
E_S1_Main0_18,"Don't be."
E_S1_Main0_19,"I've fought beside you all this time."
E_S1_Main0_20,"Also, Chase will be with me. Won't you?"
E_S1_Main0_21,"I go where the Princess goes."
E_S1_Main0_22,"She doesn't really take care of herself."
E_S1_Main0_23,"That's why I have to take care of her."
E_S1_Main0_24,"Demia, Clause. You keep doing what you've been doing,"
E_S1_Main0_25,"maintaining public order in Orvel and keeping an eye on our neighbors and the Demons."
