KEY,ChineseSimplified
MANUAL_SUBCODE_PIT_REWARDRESET,深渊之牢：注意事项
MANUAL_SUBCODE_QUEST_INTRO,任务
MANUAL_SUBCODE_QUEST_OCCUR,任务：触发
MANUAL_SUBCODE_QUEST_ACCEPT,任务：接取
MANUAL_SUBCODE_QUEST_COMPLETE,任务：完成
MANUAL_SUBCODE_TOWER_INTRO,双塔
MANUAL_SUBCODE_TOWER_TOWEROFTRIAL,试炼之塔
MANUAL_SUBCODE_TOWER_TOWEROFTRAINING,修练之塔
MANUAL_SUBCODE_ARENA_INDIVIDUAL,竞技场：个人战
MANUAL_SUBCODE_ARENA_COOPERATIVE,竞技场：团体战
MANUAL_SUBCODE_ARENA_TOTAL,竞技场：大乱斗
MANUAL_SUBCODE_HEROINN,英雄旅馆
ACHIEVEMENT_TYPE_GOODS,物品
ACHIEVEMENT_TYPE_ITEM,道具
ACHIEVEMENT_TYPE_CONTENTS,内容
ACHIEVEMENT_TYPE_ACCOUNT,账号
ACHIEVEMENT_TYPE_GUILD,公会
ACHIEVEMENT_TYPE_GAMEPLAY,进行
ACHIEVEMENT_SCENARIO,故事线
ALL_INCLUDE_TEXT,全部{1}
ALL_FRAGMENTS,所有晶元
ASK_PACKAGE_ITEM_USE,确定要使用道具吗？
BILLING_CANCEL,已成功取消交易。
BOOSTER_DURATION_TIME,持续1小时
BOOSTER_TIME_DURATION,持续1小时
BUY_DUNGEON_PLAY_CHANCE_CONFIRM,您想再一次击败地下监牢里猖狂的敌人，并取得额外的奖励吗？
BUY_NOTY,交易通知
BUY_STAMINA_CONFIRM,是否购买体力？
BUY_STAMINA_COUNT,{1}体力
BOOSTER_ONETIME_REWARD_TITLE,获得2倍战利品
BOOSTER_ONETIME_REWARD_TEXT,1小时加成卷轴与Hot Time效果可重复套用
CAMPAIGN_REWARD,战利品
CANNOT_OPEN_PORTAL_MIN_NODE,需通关{1}-{2}地区才可使用。
CLASS_TRIAL_FORCE_OPEN_CONFIRM,确定要解锁并进入该副本吗？
CLASS_DESC_WARRIOR,战士
CLASS_DESC_ARCHER,弓箭手
CLASS_DESC_KNIGHT,骑士
CLASS_DESC_WIZARD,魔法师
CLASS_DESC_PRIEST,牧师
CLASS_DESC_ASSASSIN,刺客
CLASS_DESC_MECHANIC,机械工
CLASS_DESC_COMMON,共通
CREATURE_TAG_TYPE.WARRIOR,战士
CREATURE_TAG_TYPE.ARCHER,弓箭手
CREATURE_TAG_TYPE.KNIGHT,骑士
CREATURE_TAG_TYPE.WIZARD,魔法师
CREATURE_TAG_TYPE.PRIEST,牧师
CREATURE_TAG_TYPE.ASSASSIN,刺客
CREATURE_TAG_TYPE.MECHANIC,机械工
CLASS_TRIAL_REMAIN_TIME,{1}:{2}后关闭
CLASS_TRIAL_SELECT,选择关卡
CLASS_TRIAL_FORCE_OPEN,解锁
CHALLENGE_TRIAL_HERO_SELECT,请选择要进行觉醒的英雄。
CHAT_ACTION_PARTY_CREATED,{1}开始进行组队。（点击后可加入）
CHAT_ACTION_PARTY_ROOM_CREATED,{1}开始进行战斗。（点击后可加入）
CHAPTER_BASE,{1}临时据点
CHECK_ROYAL_QUEST,请检查王室任务
COLLECT_EXPLORE,探索
COLLECT_EXPLORE_EXTRAPOINT,[009900]额外点数
COLLECT_EXPLORE_PROGRESS,探索中…
COLLECT_EXPLORE_STATUS_TEXT,探索中…\n[FF7F00]{1}小时{2}分[-]后将回归
COLLECT_EXPLORE_CHAPTERITEM,探索特产
COLLECT_EXPLORE_CHAPTERITEM_TEXT,获得随机道具
COLLECT_EXPLORE_GOLD,探索金币
COLLECT_EXPLORE_GOLD_TEXT,获得金币
COLLECT_PLUNDER,掠夺
COLLECT_PLUNDER_CHAPTERITEM,掠夺特产
COLLECT_PLUNDER_CHAPTERITEM_TEXT,获得随机道具
COLLECT_PLUNDER_GOLD,掠夺金币
COLLECT_PLUNDER_GOLD_TEXT,获得金币
COLLECT_PLUNDER_AMOUNT,获得{1}个
COLLECT_PLUNDER_REFIND,重新寻找
COLLECT_PLUNDER_READY,掠夺预备
COLLECT_PLUNDER_START,开始掠夺
COLLECT_PLUNDER_REFIND_TEXT,是否搜寻新的对手？
COLLECT_PLUNDER_RECORD_LOSE_TEXT,[FF0000]防御失败，资源被掠夺了。
COLLECT_PLUNDER_RECORD_WIN_TEXT,[009900]防御成功，成功保护资源获得奖励。
COLLECT_PLUNDER_RECORD_TIME,{1}小时{2}分前
COLLECT_PLUNDER_RECORD_CHASE,追击
COLLECT_PLUNDER_RECORD_REWARD,领取
COLLECT_EXPLORE_REWARD,探索时发现有用的{1}
COLLECT_PLUNDER_REWARD,掠夺获得有用的{1}
COLLECT_ALL_REWARD,全部领取
COMMON_YES,是
COMMON_NO,否
COMMON_CONFIRM,确定
COMMON_CANCEL,取消
COMMON_CHANGE,变更
COMMON_INPUT,进入
COMMON_EDIT,编辑
COMMON_APPLY,套用
COMMON_AGREE,同意
COMMON_ACCEPT,接受
COMMON_DECLINE,拒绝
COMMON_NEXT,下一步
COMMON_PREV,返回
COMMON_REQUEST,申请
COMMON_REQUESTCANCEL,取消申请
COMMON_BATTLEREADY_BUTTON,准备战斗
COMMON_BATTLEREADY,准备战斗
COMMON_BATTLESTART,开始战斗
COMMON_RUBY_BATTLESTART,使用{1}红宝石开始战斗
COMMON_INFO,信息
COMMON_LOOK,查看
COMMON_NAMECHECK,检查重复名称
COMMON_FIND,查询
COMMON_MAX,最大
COMMON_BUY,购买
COMMON_SELL,卖出
COMMON_GOLD_BUY,购买{1}金币
COMMON_FREE_BUY,免费
COMMON_RUBY_BUY,购买{1}红宝石
COMMON_SELECT,选择
COMMON_USE,使用
COMMON_ERROR_DISCONNECT,返回
COMMON_ERROR_PARSING,无效的回复
COMMON_ERROR_SESSION,联机逾时
COMMON_ERROR_HTTP,网络请求失败
COMMON_ERROR_FAIL,失败
COMMON_ERROR_EQUIP_NOT_FOUND,装备不存在
COMMON_ERROR_HERO_NOT_FOUND,英雄不存在
COMMON_ERROR_MATERIAL_NOT_MATCH,无效的材料
COMMON_ERROR_ITEM_NOT_FOUND,物品不存在
COMMON_ERROR_ACOUNT,无效的账号
COMMON_ERROR_UNHANDLED,动作未被执行
COMMON_ERROR_EQUIP_NOT_OWNED,未拥有该装备
COMMON_ERROR_CODE_NOT_FOUND,兑换码不存在
COMMON_ERROR_LEVEL_DATA,无效的等级信息
COMMON_ERROR_STAR_DATA,无效的星等信息
COMMON_ERROR_GRADE_DATA,无效的级别信息
COMMON_ERROR,错误
COMMON_NOT_EXIST,不存在
COMMON_FAIL,失败
COMMON_SUCCESS,成功
COMMON_NOTIFICATION,提示
COMMON_RESULT,结果
COMMON_ALERT,警告
COMMON_EXIT,退出
COMMON_REQ,需要{1}
COMMON_LACK_INVENTORY,背包已满
COMMON_LACK_MATERIAL,材料不足
COMMON_LACK_SLOT,已达背包容量上限
COMMON_INPUTTEXT,请输入内容
COMMON_GET,取得
COMMON_ENEMY,登场敌人
COMMON_REWARDEXP,获得经验
COMMON_GOLDGET,获得金币
COMMON_GOLDGET_LABYRINTH,获得金币
COMMON_CLEARTIME,所需时间{1}:{2}
COMMON_RETRY,重试
COMMON_LOSE_TEXT,强化你的英雄与装备并再试一次！
COMMON_REWARDITEM,战利品
COMMON_SOON,内容准备中，敬请期待。
COMMON_REQ_VIPLEVEL,需要VIP等级{1}。
COMMON_REQ_TEAMLEVEL,需要队伍等级{1}。
COMMON_REQ_LEVEL,需要等级{1}。
COMMON_REQ_GOLD,金币不足。\n是否要购买呢？
COMMON_REQ_RUBY,红宝石不足。\n是否要购买呢？
COMMON_REQ_CHEESE,干酪不足。\n是否要购买呢？
COMMON_REQ_STAMINA,体力不足。\n是否要购买呢？
COMMON_REQ_KEY,钥匙不足。\n是否要购买呢？
COMMON_REQ_INVENTORY,背包空间不足。\n是否要购买呢？
COMMON_REQ_COIN,钱币不足。
COMMON_NOTFOUND,没有结果。
COMMON_NOT_AVAILABLE,准备中…
COMMON_COST,费用
COMMON_CONTINUE,继续
COMMON_SELECT_HERO,选择英雄
COMMON_ENTER,进入
COMMON_ENTER_MOVE,前往
COMMON_GENERAL_PORTAL,一般传送门
COMMON_TEAM_LEVEL,队伍等级
COMMON_REWARD_COMPLETE,奖励完成
COMMON_SEND,传送
COMMON_RACE,种族
CONFIRM_EXTEND_SKILL,确定要学习该项天赋吗？
CONTENT_HERO,英雄
CONTENT_INVENTORY,背包
CONTENT_FRIEND,朋友
CONTENT_MISSION,任务
CONTENT_DAILYMISSION,每日任务
CONTENT_MAIL,邮件
CONTENT_RETURN,返回
CONTENT_PVP,竞技场
CONTENT_SHOP,商店
CONTENT_CONFIG,设置
CONTENT_GAMECONFIG,游戏设置
CONTENT_MYINFO,关于我
CONTENT_CHEST,宝箱
CONTENT_TRIAL,试炼之房
CONTENT_WALL,护城墙
CONTENT_RECORD,战斗纪录
CONTENT_EVENT,活动
CONTENT_ATTENDANCE,签到
CONTENT_CHAT,聊天
CONTENT_WEEKLY,每日副本
CONTENT_EXPEDITION,远征
CONTENT_RANK,排行
CONTENT_WORLDMAP,世界地图
CONTENT_CHAPTER1,第1章
CONTENT_CHAPTER2,第2章
CONTENT_CHAPTER3,第3章
CONTENT_CHAPTER4,第4章
CONTENT_CHAPTER5,第5章
CONTENT_CHAPTER6,第6章
CONTENT_CHAPTER7,第7章
CONTENT_CHAPTER8,第8章
CONTENT_CHAPTER9,第9章
CONTENT_CHAPTER1_NAME,精怪之森
CONTENT_CHAPTER2_NAME,生命之森
CONTENT_CHAPTER3_NAME,部落山脉
CONTENT_CHAPTER4_NAME,死亡之森
CONTENT_CHAPTER5_NAME,谷地
CONTENT_CHAPTER6_NAME,沙漠
CONTENT_CHAPTER7_NAME,雪原
CONTENT_CHAPTER8_NAME,熔岩
CONTENT_CHAPTER_LOCK,锁定
CONTENT_EXCAVATION,挖掘
CONTENT_ACHIEVEMENT,成就
CONTENT_PUB,酒馆
CONTENT_FORGE,锻造所
CONTENT_CASTLE,王城
CONTENT_LANDING,传送门
CONTENT_QUEST,任务
COST_TYPE_GOLD,金币
COST_TYPE_RUBY,红宝石
COST_TYPE_GUILDCOIN,公会币
COST_TYPE_WALLCOIN,防护币
COST_TYPE_EVENTCOIN,活动代币
COST_TYPE_WEEKLYCOIN,每日币
COST_TYPE_PVPCOIN,竞技场币
COST_TYPE_CRUSADECOIN,圣战币
COMMON_MOVE_TASK_FAIL_TEXT,还无法进入的内容。
COMMON_MODE_CHOICE,选择模式
COMMON_SINGLE_MODE,单人模式
COMMON_MULTI_MODE,多人模式
DAILY_QUEST,每日任务
DAILY_RUBY_COUNT,每日红宝石
EVENT_GOODS,活动商品
EVENT_CALENDAR,活动月历
DAILY_QUEST_LOGIN_NAME,欢迎光临
DAILY_QUEST_LOGIN_DESC,每天登入1次
DAILY_QUEST_UNDERGROUND_DUNGEON_NAME,弭平暴动
DAILY_QUEST_UNDERGROUND_DUNGEON_DESC,通关{1}次地下监牢
DAILY_QUEST_STAMINA_NAME,精疲力竭
DAILY_QUEST_STAMINA_DESC,消耗{1}体力
DAILY_QUEST_EXCAVATION_DESC,挖掘完毕{1}次
DECIDE_RETURN_OR_START,你打算怎么做？
DELAYED_BILLING_COMPLETED,购买商品已发送
DOWDUNGEON_REWARD_TITLE,你忘了你的东西了
DOWDUNGEON_REWARD_CONTENT,我选了一个最赞的要送给你喔！
DIFFICULTY_EASY,简单
DIFFICULTY_NORMAL,一般传送门
DIFFICULTY_HARD,困难
DIFFICULTY_HELL,地狱
DUNGEON_RETRY_CHANCE,再试一次
DUNGEON_RECOMMENDED_LEVEL,建议等级
DUNGEON_MONSTER_INFO,怪物信息
DUNGEON_REWARD_INFO,奖励
DUNGEON_BOSS_SKILL,BOSS技能
DUNGEON_BOSS_FEATURE,BOSS特色
DUNGEON_BOSS_FEATURE_ATTACK,主动技
DUNGEON_BOSS_INFO,BOSS信息
DUNGEON_PORTAL,传送门
DUNGEON_HERO_COUNT,挑战英雄：{1}
SPECIAL_STAMINA_EXP,经验值加成50%
SPECIAL_STAMINA_GOLD,金币加成50%
SPECIAL_FOOD_EFFECT_1,特殊体力料理效果1
SPECIAL_FOOD_EFFECT_2,特殊体力料理效果2
EXP_BOOSTER_INFO,经验值加成\n100%
EXP_BOOSTER_BUNDLE_INFO,经验值加成卷轴\n12个套组
EXP_BOOSTER_SINGLE,经验值加成卷轴
EXP_BOOSTER_BUNDLE,经验值加成卷轴：套组
EXCAVATE_QUEST,探索任务
ELEMENTAL_TEXT,属性
ELEMENTAL_FIRE,火
ELEMENTAL_WATER,水
ELEMENTAL_EARTH,地
ELEMENTAL_LIGHT,光
ELEMENTAL_DARK,暗
EQUIP_INVENTORY,背包
EQUIP_INVENTORY_SLOTOPEN_WEAPON_CHECK,[FF7F00]你要解锁第一格武器栏位吗？
EQUIP_INVENTORY_SLOTOPEN_ARMOR_CHECK,[FF7F00]你要解锁第二格防具栏位吗？
EQUIP_INVENTORY_SLOTOPEN_CONFIRM,使用金币{1}解锁
EQUIP_INVENTORY_SORT,分类
EQUIP_INVENTORY_EXPAND_CHECK,你要扩充5格背包吗？
EQUIP_INVENTORY_EXPAND_CONFIRM,使用红宝石{1}扩充
EQUIP_INVENTORY_SORTTYPE_STAR_UP,星等（+）
EQUIP_INVENTORY_SORTTYPE_STAR_DOWN,星等（－）
EQUIP_INVENTORY_SORTTYPE_LEVEL_UP,强化等级（+）
EQUIP_INVENTORY_SORTTYPE_LEVEL_DOWN,强化等级（－）
EQUIP_INVENTORY_SORTTYPE_GRADE_UP,级别（+）
EQUIP_INVENTORY_SORTTYPE_GRADE_DOWN,级别（－）
EQUIP_INFO,装备信息
EQUIP_INFO_GETLOCATION,获取处
EQUIP_INFO_GETLOCATION_INFO,[FF7F00]{1}
EQUIP_INFO_LEVELLIMIT,等级限制
EQUIP_INFO_LEVELUP,强化
EQUIP_INFO_SELL,出售
EQUIP_INFO_SELL_CEHCK,[FF7F00]以此价格出售
EQUIP_INFO_SELL_COST,出售价格
EQUIP_INFO_REBUILD,洗炼
EQUIP_INFO_REBUILD_TEXT,选择欲更换的属性后进行洗炼可\n[FFD400]更换新属性[-]\n\n[FFD400]每日1次免费[-]进行喔
EQUIP_INFO_REBUILD_OPTION1,[FF7F00]属性1
EQUIP_INFO_REBUILD_OPTION2,[FF7F00]属性2
EQUIP_INFO_REBUILD_OPTION3,[FF7F00]属性3
EQUIP_INFO_REBUILD_NOOPTION,[808080]无属性
EQUIP_INFO_REBUILD_CHECK,[FF7F00]你要对此属性进行洗炼吗？
EQUIP_INFO_REBUILD_INFO,洗炼前[009900]{1}[-]属性\n洗炼后变更为[009900]{2}[-]属性
EQUIP_INFO_EQUIP,穿戴
EQUIP_INFO_EQUIP_SLOT_CHECK,你要装备在哪个栏位？
EQUIP_INFO_EQUIP_SLOT_FIRST,第一格
EQUIP_INFO_EQUIP_SLOT_SECOND,第二格
EQUIP_INFO_EQUIP_ALERT,[FF7F00]将现在穿戴中的装备破坏后才能穿戴。\n若要保护现有装备请脱下装备。\n\n是否直接穿戴？
EQUIP_INFO_EQUIP_CONFIRM,穿戴
EQUIP_INFO_TAKEOFF_TEXT,已解除装备\n一般解除时会破坏装备\n保护解除时会回到背包
EQUIP_INFO_TAKEOFF_CONFIRM,卸除
EQUIP_INFO_TAKEOFF_CONFIRM_RUBY,使用红宝石{1}保护
EQUIP_LEVELUP_TEXT1,请选择强化材料
EQUIP_LEVELUP_TEXT2,使用[FFD400]同阶相同装备[-]作为材料时[FFD400]星等[-]增加\n一般材料则会增加经验值
EQUIP_LEVELUP_EXPACT_STAR,增加星等
EQUIP_LEVELUP_EXPACT_LEVEL,增加数值
EQUIP_LEVELUP_CONFIRM,强化
EQUIP_LEVELUP_TARGET,[FFD400]强化中
EQUIP_LEVELUP_ALERT,[FF7F00]此装备为稀有级别。\n确定要作为合成材料使用吗？
EQUIP_ASK_UNLOCK_SECOND_GEAR_EQUIP,是否解锁辅助装备栏位？
EQUIP_PART_TYPE_SECONDGEAR,辅助
EXCAVATION_REWARD,挖掘奖励
FAIRY_NOT_SELECT_MESSAGE,未选择任何妖精，所以未获得任何属性加成
FRIEND_IS_IN_PARTY,朋友已在队伍中
FRIEND_TEXT,管理朋友
FRIEND_LIST,朋友清单
FRIEND_WHISPER,悄悄话
FRIEND_ADD,申请／同意
FRIEND_DELETE,删除
FRIEND_DELETE_TEXT,是否将[FF7F00]{1}[-]\n从朋友名单[FF7F00]删除[-]吗？
FRIEND_ADD_WAIT,待同意
FRIEND_RECOMMEND,好友推荐
FRIEND_ADD_FIND,寻找朋友
FRIEND_ADD_REQUEST,待同意
FRIEND_ADD_REQUEST_EMPTY,无好友申请
FRIEND_ADD_REQUEST_TEXT,是否向[FF7F00]{1}[-]提交\n[FF7F00]好友申请[-]呢？
FRIEND_ADD_ACCEPT_TEXT,是否[FF7F00]同意[-][FF7F00]{1}[-]的\n[FF7F00]好友申请[-]呢？
FRIEND_ADD_DECLINE_TEXT,是否[FF7F00]拒绝[-][FF7F00]{1}[-]的\n[FF7F00]好友申请[-]呢？
FRIEND_ADD_SUCCESS_TEXT,已将[FF7F00]{1}[-]\n[FF7F00]加入好友
FRIEND_ADD_FAIL_OTHER_FULL,[FF7F00]{1}[-]\n[好友已满
RESULT_TYPE.MY_FRIEND_FULL,好友已满
FRIEND_ADD_FIND_TEXT,请输入名字
FRIEND_ADD_FIND_NAME,好友名称
RESULT_TYPE.CANNOT_SEARCH_MY_FRIEND,已是好友
FRIEND_INVITE_PARTY,邀请组队
GACHA_NORMAL,一般宝箱
GACHA_HIGH,高级宝箱
GACHA_NORMAL_TEXT,购买10个最少可获得1个\n[0099FF]蓝色级别道具[0099FF]。
GACHA_HIGH_TEXT,购买10个最少可获得1个\n[800080]紫色级别道具[800080]。
GACHA_NORMAL_TIME,免费抽：{1}:{2}:{3}
GACHA_HIGH_TIME,免费抽：{1}:{2}:{3}
GACHA_BUY_ONE,购买1个
GACHA_BUY_TEN,购买10个
GUILD_NAME,公会名称
GUILD_LIST,公会目录
GUILD_LOGO,公会标志
GUILD_LOGO_TEXT,请确认\n标志种类
GUILD_JOINSYSTEM,等级限制
GUILD_JOINTYPE_FREE,自由加入
GUILD_JOINTYPE_ACCEPT,需审核
GUILD_JOINTYPE_FREE2,自由加入
GUILD_JOINTYPE_ACCEPT2,需审核
GUILD_INTRODUCEEDIT,编辑
GUILD_LOGO_SELECT,设置标志
GUILD_REFRESH,重新整理
GUILD_CREATE,创立公会
GUILD_CREATE_TEXT,透过公会可以组成一个[FF7F00]大型社交圈[-]\n积极[FF7F00]参与公会[-]享受各种[FF7F00]公会福利[-]\n\n[FFD400]你也想要建立社交圈，成为公会的一员吗？
GUILD_CREATE_COST,创立公会费用
GUILD_CREATE_FAIL_TEXT,无法创立公会\n[FF0000]费用[-]不足
GUILD_REQUEST_LIST,申请名单
GUILD_REQUEST_CANCEL,取消申请
GUILD_REQUEST_FAIL_TEXT,[FF7F00]已超过可申请次数\n请先取消部分公会申请
GUILD_REQUEST_SUCCESS_TEXT,[FF7F00]已发送加入公会申请\n请耐心等待审核
GUILD_FIND,搜寻公会
GUILD_FIND_TEXT,请输入公会名称
GUILD_JOIN,加入公会
GUILD_LEVELLIMIT,队伍限制
GUILD_LEVEL,公会等级
GUILD_MASTER,公会长
GUILD_ACTIVITY,活动近况
GUILD_FAMEPOINT,声望
GUILD_ACTIVITYPOINT,活跃值
