KEY,"English"
LOADING_TEXT_HERO_INTRO_COMMENT1,"Move out! We have to go!\nOr... We will just slash what gets in our way!"
LOADING_TEXT_HERO_INTRO_TITLE2,"Priestess of Light\nFrey"
LOADING_TEXT_HERO_INTRO_COMMENT2,"No way! Being alive is a blessing.\nI won't let the Dark Lord do\nany harm to them!"
LOADING_TEXT_HERO_INTRO_TITLE3,"Sorceress of Purgatory\nCleo"
LOADING_TEXT_HERO_INTRO_COMMENT3,"Stand aside. Kasel. I will burn them with my flame."
LOADING_TEXT_HERO_INTRO_TITLE4,"Swift Assassin\nRoi"
LOADING_TEXT_HERO_INTRO_COMMENT4,"I'm just doing my job."
LOADING_TEXT_HERO_INTRO_TITLE5,"Barbarian of Frozen Lands\nGau"
LOADING_TEXT_HERO_INTRO_COMMENT5,"Speaking of which,\nmay I test your capacity?"
LOADING_TEXT_HERO_INTRO_TITLE6,"King of Dwarves\nPhillop"
LOADING_TEXT_HERO_INTRO_TITLE7,"Hand Cannon's Hunter\nLakrak"
LOADING_TEXT_HERO_INTRO_COMMENT7,"You want to do this, right? (giggle)\nDon't you think I'm like an ordinary goblin...\nAll right, come on!"
LOADING_TEXT_HERO_INTRO_TITLE8,"Shaman of Lightning\nKaulah"
LOADING_TEXT_HERO_INTRO_COMMENT8,"Ugh. I won't die here!\nI do not abandon my tribe!\nSpirits, bring me power!"
LOADING_TEXT_HERO_INTRO_TITLE9,"Captivating Demon\nEpis"
LOADING_TEXT_HERO_INTRO_COMMENT9,"Hehe.You look so yummy!\nI cannot wait to chop you to pieces."
LOADING_TEXT_HERO_INTRO_TITLE10,"Wind-piercing Arrow\nSelene"
LOADING_TEXT_HERO_INTRO_COMMENT10,"Take out your sword.\nWe are the Elves of the forest.\nWe are not so cowardly as to shoot someone unarmed."
LOADING_TEXT_HERO_INTRO_TITLE11,"Fallen Witch\nMaria"
LOADING_TEXT_HERO_INTRO_TITLE12,"Cursed Pirate Empress\nMiruru"
LOADING_TEXT_HERO_INTRO_TITLE13,"Grand Elidoran Scholar\nLorraine"
LOADING_TEXT_HERO_INTRO_TITLE14,"Valiant Beastmaster\nMaya"
LOADING_TEXT_HERO_INTRO_TITLE15,"Knight of Iron Defense\nClause"
LOADING_TEXT_HERO_INTRO_COMMENT15,"That's right. Kasel. I will protect all of you!"
LOADING_TEXT_HERO_INTRO_TITLE16,"Spiritual Guide\nRephy"
LOADING_TEXT_HERO_INTRO_TITLE17,"Shadow Hunter\nDimael"
LOADING_TEXT_HERO_INTRO_TITLE18,"Lightning Flash\nReina"
LOADING_TEXT_HERO_INTRO_TITLE19,"Wizard of Ice Dragon\nPavel"
LOADING_TEXT_HERO_INTRO_TITLE20,"Fortress of Steel\nDemia"
LOADING_TEXT_HERO_INTRO_TITLE21,"Wind's Fighter\nNaila"
LOADING_TEXT_HERO_INTRO_TITLE22,"Blizard's Sniper\nRodina"
LOADING_TEXT_HERO_INTRO_TITLE23,"Devil's Flame\nMorrah"
LOADING_TEXT_HERO_INTRO_TITLE24,"Holy Ruffian\nBaudouin"
LOADING_TEXT_HERO_INTRO_TITLE25,"Alabaster Corpse\nJane"
LOADING_TEXT_HERO_INTRO_TITLE26,"The Violet Princess\nAisha"
LOADING_TEXT_HERO_INTRO_TITLE27,"Eternal Scribe\nLeo"
LOADING_TEXT_HERO_INTRO_TITLE28,"Fluttering Blade\nFluss"
LOADING_TEXT_HERO_INTRO_TITLE29,"Child of Moonlight\nLuna"
LOADING_TEXT_HERO_INTRO_TITLE30,"Holy Priestess of Water\nLaias"
LOADING_TEXT_HERO_INTRO_TITLE31,"Arrow of Purity\nArch"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY1,"Wizard of Purgatory"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY2,"Cleo"
LOADING_TEXT_HERO_INTRO_TITLE32,"The Royal Vermilion Blood\nLewisia"
LOADING_TEXT_HERO_INTRO_TITLE33,"Dimension Cleaver\nNyx"
LOADING_TEXT_HERO_INTRO_TITLE34,"Royal Technomagi\nAnnette"
LOADING_TEXT_HERO_INTRO_TITLE35,"The Silver Battle Wolf\nMitra"
LOADING_TEXT_HERO_INTRO_TITLE36,"Lua's Judgment\nRicardo"
LOADING_TEXT_HERO_INTRO_TITLE37,"The Silencing Blade\nTanya"
LOADING_TEXT_HERO_INTRO_TITLE38,"The Cursed Blood\nEzekiel"
LOADING_TEXT_HERO_INTRO_TITLE39,"Tempting Winds\nCassandra"
LOADING_TEXT_HERO_INTRO_TITLE40,"Knight of Loyalty\nTheo"
LOADING_TEXT_HERO_INTRO_TITLE41,"The Dangerous Doctor\nMediana"
LOADING_TEXT_HERO_INTRO_TITLE42,"Clocksmith of Eternal Life\nOddy"
LOADING_TEXT_HERO_INTRO_TITLE43,"Demon Eater\nViska"
LOADING_TEXT_HERO_INTRO_TITLE44,"Maid of Steel\nPriscilla"
LOADING_TEXT_HERO_INTRO_TITLE45,"Dragon Slayer\nYanne"
LOADING_TEXT_HERO_INTRO_TITLE46,"Prince of Sandstorms\nZafir"
LOADING_TEXT_HERO_INTRO_TITLE49,"Pathfinder of Fate\nOphelia"
LOADING_TEXT_HERO_INTRO_TITLE50,"Merchant of Poison\nRequina"
LOADING_TEXT_HERO_INTRO_TITLE51,"Guardian of the Sun\nAselica"
LOADING_TEXT_HERO_INTRO_TITLE52,"The Punishing Bullet\nCrow"
LOADING_TEXT_HERO_INTRO_TITLE53,"The Vessel of Curses\nShamilla"
LOADING_TEXT_HERO_INTRO_TITLE54,"Lovely Evil Spirit\nLavril"
LOADING_TEXT_HERO_INTRO_TITLE55,"Shadow of the Abyss\nSeria"
LOADING_TEXT_HERO_INTRO_TITLE56,"Endless Thirst\nErze"
LOADING_TEXT_HERO_INTRO_TITLE57,"The Daughter of Storm and Sea\nLilia"
LOADING_TEXT_HERO_INTRO_TITLE58,"Dancer of the Oasis\nLaudia"
LOADING_TEXT_HERO_INTRO_TITLE59,"Saint of Blessings\nLucias"
LOADING_TEXT_HERO_INTRO_TITLE60,"Inquisitor of Blood and Iron\nChrisha"
LOADING_TEXT_HERO_INTRO_TITLE61,"Obsidian Arrogance\nNeraxis"
LOADING_TEXT_HERO_INTRO_TITLE62,"Faith of Silver\nScarlet"
LOADING_TEXT_HERO_INTRO_TITLE63,"The Blue Hurricane\nSonia"
LOADING_TEXT_HERO_INTRO_TITLE64,"Empress of Light\nArtemia"
LOADING_TEXT_HERO_INTRO_TITLE65,"Servant of Blue\nMirianne"
LOADING_TEXT_HERO_INTRO_TITLE66,"Aria of Fantasy\nShea"
LOADING_TEXT_HERO_INTRO_TITLE67,"Epitome of Ancient Technomagic\nKara"
LOADING_TEXT_HERO_INTRO_TITLE68,"Darkness-swallowing Eyes\nNia"
LOADING_TEXT_HERO_INTRO_TITLE69,"The Illusion Gambler\nEsker"
LOADING_TEXT_HERO_INTRO_TITLE73,"Type. 0\nChase"
LOADING_TEXT_HERO_INTRO_TITLE90,"The Girl Dreaming of Riches\nMay"
LOADING_TEXT_HERO_INTRO_TITLE91,"Beast of the Arena\nGladi"
LOADING_TEXT_HERO_INTRO_TITLE92,"The Eye of Discernment\nVeronica"
LOADING_TEXT_HERO_INTRO_TITLE93,"The Gatekeeper of Trust\nLoman"
LOADING_TEXT_HERO_INTRO_TITLE94,"The Chef of Heroes\nJuno"
LOADING_TEXT_HERO_INTRO_TITLE95,"Chief Guard of Cruelty\nNicky"
LOADING_TEXT_TIP_1,"Stamina is recovered periodically over time."
LOADING_TEXT_TIP_2,"You can collect Rubies for clearing each battle area for the first time."
LOADING_TEXT_TIP_3,"5 stockade keys are replenished a day."
LOADING_TEXT_TIP_4,"You can get Team XP by purchasing heroes, upgrading heroes, and fighting battles."
LOADING_TEXT_TIP_5,"Each battle area on the World Map has four levels of difficulty: Easy, Normal, Hard and Hell."
LOADING_TEXT_TIP_6,"The performance and value of the gear increases as the grade changes from common to uncommon, rare, heroic, and legendary."
LOADING_TEXT_TIP_7,"The performance and value of the gear increases with more stars."
LOADING_TEXT_TIP_8,"If you grind gear, you can obtain magic powder that can be used to enhance your gear options."
LOADING_TEXT_TIP_9,"If you have two or more of the same gear, try Gear Awakening to raise its star rating."
LOADING_TEXT_TIP_10,"The maximum upgrade level for an item is determined by its grade."
LOADING_TEXT_TIP_11,"If you enhance your gear options, each value will rise."
LOADING_TEXT_TIP_12,"Unique weapons can be enhanced as high as the level of the hero."
LOADING_TEXT_TIP_13,"Once you open the Room of Ordeals, it will remain open until you clear it."
LOADING_TEXT_TIP_14,"The best way to get skill books is by clearing the Stockade."
LOADING_TEXT_TIP_15,"5 Ancient Royal Vault keys are replenished a day."
LOADING_TEXT_TIP_16,"You can loot a lot of gold from the Ancient Royal Vault."
LOADING_TEXT_TIP_17,"You can change battle-related options in Game Settings under the Misc. menu."
LOADING_TEXT_BROADCAST_WAITING,"Preparing for Stream.\nPlease wait!"
LOADING_TEXT_HERO_CONTENT_LEVELUP,"Your level goes up as you clear stages and\ngain XP. But remember! You cannot\nacquire any rewards if you fail to clear stages."
LOADING_TEXT_HERO_CONTENT_SKILL,"All heroes in King's Raid can learn four skills."
LOADING_TEXT_HERO_CONTENT_SKILL2,"You can use Active Skills\nby consuming Mana Points."
LOADING_TEXT_HERO_CONTENT_SKILL4,"Passive Skills have consistent effects during battle."
LOADING_TEXT_HERO_AWAKENING2,"The costume changes and stats increase\nsharply! Awakening can be done up to ★5!"
LOADING_TEXT_HERO_EQUIP_ENHANCE,"Enhance gear using unnecessary gear as material!\nCan be enhanced up to Lv. 3 (Common), Lv. 5 (Uncommon), Lv. 10 (Rare),\nLv. 15 (Heroic), Lv. 20 (Legendary)."
LOADING_TEXT_HERO_SKILL,"You can increase the skill levels of heroes by consuming Gold at any time.\nBut the skill levels cannot exceed the hero's level (max level 100).\nSo be sure to increase skill levels as heroes level up!"
LOADING_TEXT_TIP_8,"When higher quality gear is used as upgrade materials, more gear enhancement XP can be acquired."
