KEY,Russian
Sub1_Dimael_2_1_33,Что здесь происходит?
Sub1_Dimael_2_1_34,"Принцесса, один из темных эльфов выжил!"
Sub1_Dimael_2_1_35,О!
Sub1_Dimael_2_1_36,"Лорейн, один из жителей Аравины уцелел."
Sub1_Dimael_2_1_37,"Ха, даже эти никчемные эльфы уже здесь!"
Sub1_Dimael_2_1_38,"Уйдите с моей дороги, пока с вами не случилось чего плохого."
Sub1_Dimael_2_1_39,"Какой ты высокомерный и грубый. Такой же невоспитанный, как и все твои соплеменники."
Sub1_Dimael_2_1_40,Мы хотим поговорить.
Sub1_Dimael_2_1_41,Это очень важно.
Sub1_Dimael_2_1_42,"Заткнись, эльф. Я второй раз повторять не собираюсь."
Sub1_Dimael_2_1_43,"Убирайтесь из Аравины, немедленно!"
Sub1_Dimael_2_1_44,"Темный эльф, прошу, успокойся. Мы пришли сюда не со злым умыслом."
Sub1_Dimael_2_1_45,"Мы здесь, чтобы помочь."
Sub1_Dimael_2_1_46,Хватит пороть чушь. Ваше место в Элидоре – туда и валите!
Sub1_Dimael_2_1_47,"Будете мельтешить у меня перед глазами, и вас всех ждет смерть!"
Sub1_Dimael_2_1_48,"Ах ты грязный полукровка,"
Sub1_Dimael_2_2_1,да как ты смеешь говорить с Лорейн в таком тоне?
Sub1_Dimael_2_2_2,"Что бы такие, как вы, ни собирались сказать, вы меня не переубедите."
Sub1_Dimael_2_2_3,"И я уже устал от всех этих разговоров. Может, мне всех вас убить, да и дело с концом?"
Sub1_Dimael_2_2_4,"Пожалуйста, успокойся. Мы тебе не враги."
Sub1_Dimael_2_2_5,"Если хотите поговорить, идите к себе домой и поговорите там с себе подобными!"
Sub1_Dimael_2_2_6,Ты точно скоро договоришься.
Sub1_Dimael_2_3_1,Странно... Я чувствую какую-то необычную легкость в теле...
Sub1_Dimael_2_3_2,А?
Sub1_Dimael_2_3_3,Что?!
Sub1_Dimael_2_3_4,"Погоди, не надо!"
Sub1_Dimael_2_3_5,"Лорейн, такие, как он, не заслуживают жить."
Sub1_Dimael_2_3_6,Предавший раз предаст и снова. Нам не стоит иметь с ним дело...
Sub1_Dimael_2_3_7,"Принцесса Селена, ты обещала, что забудешь о разногласиях с ними."
Sub1_Dimael_2_3_8,Сейчас не время для сражений. Посмотри на его руку.
Sub1_Dimael_2_3_9,Ох!
Sub1_Dimael_3_1_1,"Вот те раз! В тебе же течет благородная кровь, как ты говоришь. И это все, на что ты способна?"
Sub1_Dimael_3_1_2,Убожество.
Sub1_Dimael_3_1_3,Ах ты!
Sub1_Dimael_3_1_4,Прекратите.
Sub1_Dimael_3_1_5,А тебе хватит уже испытывать наше терпение.
Sub1_Dimael_3_1_6,"Э, что? Не смей мне указывать."
Sub1_Dimael_3_1_7,"И ты действительно решил, что справился со всем сам?"
Sub1_Dimael_3_1_8,"Вы, нечистые, совсем же бесполезны."
Sub1_Dimael_3_1_9,"Да что ты говоришь? Посмотрим, как ты запоешь, когда нечистый сделает из тебя отбивную."
Sub1_Dimael_3_1_10,"Ты так могуч только потому, что наделен силой, которая тебе не принадлежит!"
Sub1_Dimael_3_1_11,"Ох, а вы, эльфы, сильны только языком чесать, правда?"
Sub1_Dimael_3_1_12,Твои комплексы по поводу эльфов меня уже начинают веселить.
Sub1_Dimael_3_1_13,Ты такой жалкий!
Sub1_Dimael_3_1_14,Что? Вот дура!
Sub1_Dimael_3_1_15,Ах ты фиалка драная!
Sub1_Dimael_3_1_16,...
Sub1_Dimael_3_1_17,Хватит!
Sub1_Dimael_3_1_18,Ох!
Sub1_Dimael_3_1_19,"Принцесса, прекрати его провоцировать."
Sub1_Dimael_3_1_20,"Прости, Лорейн. Не сдержалась."
Sub1_Dimael_3_1_21,"Темный эльф, ты прав. Мы вторглись на вашу территорию. За это ты нас прости."
Sub1_Dimael_3_1_22,"Но я вынуждена была прийти сюда. Я посылала в Аравину письмо, но ответа не получила."
Sub1_Dimael_3_1_23,"Я не знала, что здесь происходило..."
Sub1_Dimael_3_1_24,Хм...
Sub1_Dimael_3_1_25,"Не могу поверить, что неприступная Аравина пала так быстро."
Sub1_Dimael_3_1_26,"Они налетели внезапно и перебили многих из нас еще до того, как мы успели что-то предпринять."
Sub1_Dimael_3_1_27,"Если ад существует, он похож на то, что здесь творилось."
Sub1_Dimael_3_1_28,Кто-нибудь еще выжил?
Sub1_Dimael_3_1_29,Все выжившие укрылись в Черной крепости.
Sub1_Dimael_3_1_30,"Я остался, чтобы прикрыть их отступление."
Sub1_Dimael_3_1_31,Вот почему здесь никого нет.
Sub1_Dimael_3_1_32,"Я рада, что твои соплеменники уцелели."
Sub1_Dimael_3_1_33,"Да. Правда, я не знаю, жива ли еще моя семья."
Sub1_Dimael_3_1_34,"Если мы поговорили, то я пойду."
Sub1_Dimael_3_1_35,"Если ты идешь к крепости, то нам по пути."
Sub1_Dimael_3_1_36,"Мне есть еще что тебе сказать. Надеюсь, ты не будешь против нашей компании."
Sub1_Dimael_3_2_1,"Жаль, что мы не успели прибыть сюда раньше..."
Sub1_Dimael_3_2_2,Прости.
Sub1_Dimael_3_2_3,"Не стоит извиняться. Я не ожидал помощи от внешнего мира,"
Sub1_Dimael_3_2_4,тем более от эльфов.
Sub1_Dimael_3_2_5,Что ты так смотришь?
Sub1_Dimael_3_2_6,"Не думаю, что другие народы не помогли вам, потому что не захотели. Скорее всего они просто не смогли."
Sub1_Dimael_3_2_7,"Весь континент лежит в руинах. Включая мой дом, Элидору."
Sub1_Dimael_3_2_8,"Республика на просторах Галлуа на грани краха, от Огрии почти ничего не осталось."
Sub1_Dimael_3_2_9,"Зачем тогда вы пришли в Аравину, а не отправились помогать им?"
Sub1_Dimael_3_2_10,"Вы же не хуже меня знаете, что наши народы не очень-то ладят."
Sub1_Dimael_3_2_11,"Как я уже сказала, мы пришли сюда не воевать."
Sub1_Dimael_3_2_12,Ты вообще в курсе происходящих в последнее время событий?
Sub1_Dimael_3_2_13,"Воин Священного меча собирает войско, которое выступит походом на Ангмунда и положит ему конец."
Sub1_Dimael_3_2_14,"Я не интересуюсь тем, что происходит за пределами моей страны."
Sub1_Dimael_3_2_15,"Вы, полукровки, только о себе и думаете."
Sub1_Dimael_3_2_16,"Мы пробиваемся через толпы монстров, заполонивших весь континент,"
Sub1_Dimael_3_2_17,чтобы Лорейн могла присоединиться к этому походу.
Sub1_Dimael_3_2_18,Единственный способ добраться до места сбора – через Аравину.
Sub1_Dimael_3_2_19,Идти сейчас через Галлуа было бы самоубийством.
Sub1_Dimael_3_2_20,А принцессы эльфов всегда такие занудные?
Sub1_Dimael_3_2_21,"Только при общении с такими, как ты."
Sub1_Dimael_3_2_22,Хватит! Прекратите!
Sub1_Dimael_3_2_23,"Темный эльф, я отправляла много писем в Аравину до того, как мы сюда пришли."
Sub1_Dimael_3_2_24,Предлагала организовать совместную линию обороны для борьбы с нашествием монстров.
Sub1_Dimael_3_2_25,"И они, конечно, ни разу не ответили."
Sub1_Dimael_3_2_26,"Не могу поверить, что Аравина так быстро пала."
Sub1_Dimael_3_2_27,"Видимо, монстры решили, что Аравина – лакомый кусок."
Sub1_Dimael_3_2_28,"Ведь вы мало что могли им противопоставить, не имея союзников."
Sub1_Dimael_3_2_29,"Или они пришли сюда, чтобы завладеть темной энергией, которой вы обладаете."
Sub1_Dimael_3_2_30,Нам не нужна чья-либо помощь.
Sub1_Dimael_3_2_31,"Если бы не внезапность нападения, мы бы продержались гораздо дольше."
Sub1_Dimael_3_2_32,И за это унижение они ответят десятикратно.
Sub1_Dimael_3_2_33,Сначала разберись с этой жуткой штукой у тебя на теле.
Sub1_Dimael_3_2_34,Какой еще штукой?
Sub1_Dimael_3_2_35,Ха!
Sub1_Dimael_3_2_36,"Я еще выскажу все, что о тебе думаю, но у меня пока есть дела поважнее."
Sub1_Dimael_3_3_1,Эти мерзкие монстры еще бродят по Аравине.
Sub1_Dimael_3_3_2,"Ты... Кажется, ты не осознаешь, что с тобой творится."
Sub1_Dimael_3_3_3,"Когда ты пользовался своей силой, тебе не показалось, будто тебя затягивает куда-то? Ты сейчас не чувствуешь себя сильнее, чем прежде?"
Sub1_Dimael_3_3_4,"Хм... Да, есть такое."
Sub1_Dimael_3_3_5,С этого момента тебе больше нельзя сражаться.
Sub1_Dimael_3_3_6,Что? С чего это вдруг?
Sub1_Dimael_3_3_7,"Сила, которую ты используешь, исходит из семени зла!"
Sub1_Dimael_3_3_8,Это бесформенный сгусток злой энергии.
Sub1_Dimael_3_3_9,"Это семя очень редкое, оно создается только в нематериальном мире."
Sub1_Dimael_3_3_10,"Я видела лишь одного носителя этого семени, и то очень давно."
Sub1_Dimael_3_3_11,"Что, черт побери, ты пытаешься сказать?"
Sub1_Dimael_3_3_12,Твоя правая рука осквернена семенем зла.
Sub1_Dimael_3_3_13,Даже не думай вновь использовать эту силу.
Sub1_Dimael_3_3_14,"Ты скорее умрешь, чем вынесешь нестерпимую боль."
Sub1_Dimael_3_3_15,Ты можешь нормальным языком мне все объяснить?!
Sub1_Dimael_3_3_16,Не смей повышать голос на Лорейн!
Sub1_Dimael_3_3_17,"Я не знаю, кто с тобой это сделал,"
Sub1_Dimael_3_3_18,но ты в большой опасности.
Sub1_Dimael_3_3_19,Со временем семя зла пустит корни и захватит все твое тело.
Sub1_Dimael_3_3_20,"Другими словами, ты носитель этой заразы."
Sub1_Dimael_3_3_21,Ох!
Sub1_Dimael_3_3_22,"Я знаю, кто это со мной сделал!"
Sub1_Dimael_3_3_23,Черт с ним! Я отрежу себе руку!
Sub1_Dimael_3_3_24,"Носитель не видит семя,"
Sub1_Dimael_3_3_25,"и чем сильнее он старается от него избавиться, тем глубже оно прячется."
Sub1_Dimael_3_3_26,"Оно будет скрываться внутри при любой угрозе, причиняя твоему телу дикую боль."
Sub1_Dimael_3_3_27,"Я слышала о таком, но никогда еще не видела вживую."
Sub1_Dimael_3_3_28,"Насколько мне известно, обычное существо не может стать носителем этого семени."
Sub1_Dimael_3_3_29,В отличие от обычных растений семена зла растут в темноте.
Sub1_Dimael_3_3_30,"Темные эльфы отреклись от света и используют силу тьмы. Их тела, видимо, идеально подходят для развития этих семян."
Sub1_Dimael_3_3_31,Будь оно проклято!
Sub1_Dimael_3_3_32,"Чем сильнее прорастает семя, тем большее влияние оно оказывает на тело своего носителя."
Sub1_Dimael_3_3_33,"Ты почувствуешь прилив невероятной силы, подобно той, что чувствовал чуть ранее,"
Sub1_Dimael_3_3_34,"но эту силу семя дает тебе не просто так,"
Sub1_Dimael_3_3_35,взамен оно поглощает твою жизненную энергию.
Sub1_Dimael_3_3_36,...
Sub1_Dimael_3_3_37,"Чем больше силы ты расходуешь, тем быстрее прорастает семя."
Sub1_Dimael_3_3_38,И что ждет меня в конце? Оно меня убьет?
Sub1_Dimael_3_3_39,"Его корни оплетут твое сердце. Когда семя хорошо разрастется,"
Sub1_Dimael_3_3_40,"оно поглотит тебя, и из него вырастет цветок."
Sub1_Dimael_3_3_41,И этот цветок – чистое зло.
Sub1_Dimael_3_3_42,"Когда он расцветает, то создает невероятно мощную воронку, способную втянуть в себя целый континент."
Sub1_Dimael_3_3_43,"Хуже того, это семя очень плодовито."
Sub1_Dimael_3_3_44,"Как только оно полностью вырастет, то может существовать вне носителя, распространяя свои семена повсюду."
Sub1_Dimael_3_3_45,"Другими словами, ты можешь стать настоящим препятствием к уничтожению Ангмунда."
Sub1_Dimael_3_3_46,"Не могу поверить, что тот подонок сотворил со мной такое!"
Sub1_Dimael_3_3_47,"Но, скорее всего, ты умрешь раньше, чем семя даст цветок."
Sub1_Dimael_3_3_48,"Говорят, что никому не дано вынести боль, которую приносит семя, когда прорастает."
Sub1_Dimael_3_3_49,"И семя погибнет вместе с тобой, так как будет лишено питающей его жизненной энергии."
Sub1_Dimael_3_3_50,"Это что, должно меня утешить?"
Sub1_Dimael_3_3_51,"К сожалению, даже я не знаю, как избавиться от семени зла."
Sub1_Dimael_3_3_52,"Думаю, извлечь его по силам только верховным демонам."
Sub1_Dimael_3_3_53,Не подпитывай его. Постарайся замедлить его рост насколько это возможно.
Sub1_Dimael_3_3_54,После похода я могла бы отправиться в Орвелию и попросить помощи у полуросликов. Они знают обо всем на свете.
Sub1_Dimael_3_3_55,"Черт возьми, да не нужна мне твоя помощь."
Sub1_Dimael_3_3_56,Сейчас не время для гордыни!
Sub1_Dimael_3_3_57,"Спасибо за заботу, но я сам могу о себе позаботиться."
Sub1_Dimael_3_3_58,"Ну мы так-то не о тебе беспокоимся, а о всех других обитателях этого мира."
Sub1_Dimael_3_3_59,Тебе обязательно отпускать комментарии к каждому моему слову?
Sub1_Dimael_3_3_60,"Ладно, забудь. Не хочу препираться."
Sub1_Dimael_3_3_61,Крепость уже близко. И наши пути расходятся.
Sub1_Dimael_3_3_62,Здесь вам никто не будет рад.
Sub1_Dimael_3_3_63,Ты не понимаешь...
Sub1_Dimael_3_3_64,Идите своей дорогой.
Sub1_Dimael_3_3_65,Я дважды повторять не буду...
Sub1_Dimael_3_3_66,Мы собирались идти с тобой в крепость.
Sub1_Dimael_3_3_67,"Но раз ты так решил, тогда, прошу, передай своему королю это письмо."
Sub1_Dimael_3_3_68,"Я слышала много плохого о темных эльфах, но я не верю, что вы племя эгоистов."
Sub1_Dimael_3_3_69,Или что вы предатели.
Sub1_Dimael_3_3_70,Хм.
Sub1_Dimael_3_3_71,"Вы отреклись от света ради тьмы, но у нас с вами одни корни."
Sub1_Dimael_3_3_72,"Все, что от меня требуется, – передать ему это письмо?"
Sub1_Dimael_3_3_73,Да.
Sub1_Dimael_3_3_74,"Надеюсь, вы соберете уцелевших и поможете нам одолеть монстров."
Sub1_Dimael_3_3_75,Позже мы поможем вам восстановить Аравину.
Sub1_Dimael_3_3_76,Уничтожение монстров – долг всех выживших.
Sub1_Dimael_3_3_77,"Мне начхать на этот долг, о котором ты говоришь, но я хочу отомстить за своих товарищей."
Sub1_Dimael_3_3_78,"Как бы там ни было, раз вы не побрезговали прибыть сюда, я передам ваше послание его величеству."
Sub1_Dimael_3_3_79,Будь осторожен.
Sub1_Dimael_3_3_80,"И не забывай о том, что я тебе рассказала."
Sub1_Dimael_3_3_81,"Да, береги себя, фиолетовый. Если только тебя не прельщает идея стать монстром, конечно."
Sub1_Dimael_3_3_82,"Очень смешно. Надеюсь, я тебя больше никогда не увижу!"
Sub1_Dimael_3_3_83,Взаимно.
Sub1_Dimael_3_3_84,"В конце концов я добрался до крепости, и, хвала богам, Эфикаэль была жива."
Sub1_Dimael_3_3_85,"Мы наладили отношения с другими народами, которые помогли нам восстановить Аравину."
Sub1_Dimael_3_3_86,"Годы спустя я узнал, что Повелитель тьмы и воин внезапно куда-то исчезли."
Sub1_Dimael_3_3_87,Вскоре все вернулось в нормальное русло.
Sub1_Dimael_3_3_88,Неужели они задумали это еще тогда?
Sub1_Dimael_3_3_89,"Я думал, что все закончилось."
Sub1_Dimael_3_3_90,"Я молился, чтобы так и было."
Sub1_Dimael_4_1_1,Я скоро вернусь.
Sub1_Dimael_4_1_2,"Тимаэль, нет."
Sub1_Dimael_4_1_3,Не оставляй меня одну.
Sub1_Dimael_4_1_4,"Мой отъезд – дело решенное, Эфикаэль."
Sub1_Dimael_4_1_5,"Говорят, что королевская семья защитит семьи тех, кто ушел на войну."
Sub1_Dimael_4_1_6,"К тому же... Ладно, неважно."
Sub1_Dimael_4_1_7,Тимаэль...
Sub1_Dimael_4_1_8,"Сообщают, что монстры начали появляться вновь."
Sub1_Dimael_4_1_9,"Эфикаэль, прошло только несколько десятилетий, как наших родителей убили прямо у меня на глазах."
Sub1_Dimael_4_1_10,"Я не допущу, чтобы подобное горе случилось с кем-то еще в Аравине."
Sub1_Dimael_4_1_11,Я иду воевать за Аравину. И за тебя.
Sub1_Dimael_4_1_12,Но...
Sub1_Dimael_4_1_13,"Если что-то пойдет не так, попроси помощи у Сиэля."
Sub1_Dimael_4_1_14,"Он теперь один из командующих армией, поэтому не может отправиться в пустыню Аэгина со мной."
Sub1_Dimael_4_1_15,Я вернусь. Обещаю.
Sub1_Dimael_4_1_16,Не уходи. Умоляю!
Sub1_Dimael_4_1_17,"Ох, им нет ни конца, ни края."
Sub1_Dimael_4_1_18,"Капитан, вам плохо?"
Sub1_Dimael_4_1_19,Вы какой-то бледный.
Sub1_Dimael_4_1_20,И ваша рука...
Sub1_Dimael_4_1_21,Обо мне не беспокойся.
Sub1_Dimael_4_1_22,Врагов слишком много!
Sub1_Dimael_4_1_23,"К-капитан, они снова нападают со взгорья Аннес!"
Sub1_Dimael_4_1_24,Что? Но мы же зачистили этот район только пару дней назад!
Sub1_Dimael_4_1_25,Там появился еще один разлом?
Sub1_Dimael_4_1_26,Уф...
Sub1_Dimael_4_1_27,Вы запросили подкрепление из Аравины?
Sub1_Dimael_4_1_28,"Я продолжаю отправлять сообщения, но ответа нет."
Sub1_Dimael_4_1_29,Черт возьми. Неужели там что-то стряслось?
Sub1_Dimael_4_1_30,Они помогают нам уже больше десятилетия. Какой смысл ни с того ни с сего прекращать оказывать нам поддержку?
Sub1_Dimael_4_1_31,"Капитан, берегитесь!"
Sub1_Dimael_4_2_1,"Мне кажется, нам стоит отступить и сначала найти способ избавиться от этого разлома!"
Sub1_Dimael_4_2_2,"Если мы останемся, нас просто перебьют!"
Sub1_Dimael_4_2_3,Нет! Это последняя линия нашей обороны!
Sub1_Dimael_4_2_4,"Если мы отступим, враг сможет беспрепятственно напасть на Аравину!"
Sub1_Dimael_4_2_5,Ох!
Sub1_Dimael_4_2_6,Это рокочущее чувство где-то очень глубоко внутри меня...
Sub1_Dimael_4_2_7,Семя продолжает подстрекать меня.
Sub1_Dimael_4_2_8,"Сколько лет я провел здесь, проливая кровь?"
Sub1_Dimael_4_2_9,Эфикаэль...
Sub1_Dimael_4_2_10,Я могу перестать быть собой в любое время.
Sub1_Dimael_4_2_11,"Ты в большей безопасности под защитой королевской семьи, чем рядом со мной."
Sub1_Dimael_4_2_12,Капитан... У нас больше нет сил.
Sub1_Dimael_4_2_13,Молчать! Вы забыли уже тот день?
Sub1_Dimael_4_2_14,"Если не хотите опять увидеть Аравину в руинах, не дайте им прорваться даже ценой своей жизни!"
Sub1_Dimael_4_3_1,О-они опять наступают.
Sub1_Dimael_4_3_2,Мы обречены!
Sub1_Dimael_4_3_3,Держитесь!
Sub1_Dimael_4_3_4,Скоро прибудет подкрепление из Аравины!
Sub1_Dimael_4_3_5,Все кончено... Королевская семья бросила нас здесь умирать...
Sub1_Dimael_4_3_6,"Нет, они не могли так поступить!"
Sub1_Dimael_4_3_7,"Не отчаивайтесь! Обещаю, помощь уже на подходе!"
Sub1_Dimael_4_3_8,А-а-а!
Sub1_Dimael_4_3_9,Кха-а-а!
Sub1_Dimael_4_3_10,"Черт возьми, враги уже в нашем тылу!"
Sub1_Dimael_4_3_11,Всем собраться в центре!
Sub1_Dimael_4_4_1,Скорее!
Sub1_Dimael_4_4_2,"Капитан, нам действительно пора отступать!"
Sub1_Dimael_4_4_3,Нет!
Sub1_Dimael_4_4_4,Ха. Убожества.
Sub1_Dimael_4_4_5,Вам некуда бежать.
Sub1_Dimael_4_4_6,"Сейчас я отведаю вашего мяска, темные эльфы. Ха-ха!"
Sub1_Dimael_4_4_7,Ох!
Sub1_Dimael_4_4_8,"Давайте отступим, тогда у нас хотя бы будет еще один шанс!"
Sub1_Dimael_4_4_9,Хватит!
Sub1_Dimael_4_4_10,Кого же мне съесть первым? Ха-ха.
Sub1_Dimael_4_4_11,"Капитан, решайтесь!"
Sub1_Dimael_4_4_12,Молчать!
Sub1_Dimael_4_4_13,А-а!..
Sub1_Dimael_4_4_14,Капитан?
Sub1_Dimael_4_4_15,Нет! Только не сейчас!
Sub1_Dimael_4_4_16,Пожалуйста!..
Sub1_Dimael_4_4_17,"Чем сильнее прорастает семя, тем большее влияние оно оказывает на тело своего носителя."
Sub1_Dimael_4_4_18,"Ты почувствуешь прилив невероятной силы,"
Sub1_Dimael_4_4_19,"но эту силу семя дает тебе не просто так,"
Sub1_Dimael_4_4_20,взамен оно поглощает твою жизненную энергию.
Sub1_Dimael_4_4_21,К-капитан!
Sub1_Dimael_4_4_22,Моя рука меня не слушается!
Sub1_Dimael_4_4_23,А-а-а!
Sub1_Dimael_4_4_24,Хватит!
Sub1_Dimael_4_4_25,Нет... Не сейчас... Прошу... Не надо...
Sub1_Dimael_4_4_26,Умоляю... Остановись...
Sub1_Dimael_4_4_27,Умоляю...
Sub1_Dimael_5_1_1,Уф...
Sub1_Dimael_5_1_2,"Капитан! Слава богу, вы пришли в себя."
Sub1_Dimael_5_1_3,Что?
Sub1_Dimael_5_1_4,"У вас случился приступ, и вы потеряли сознание."
Sub1_Dimael_5_1_5,Где я?
Sub1_Dimael_5_1_6,У нас не было другого выхода.
Sub1_Dimael_5_1_7,"Нам пришлось сдаться, чтобы спастись."
Sub1_Dimael_5_1_8,Мы в плену... Простите.
Sub1_Dimael_5_1_9,О нет...
