KEY,"ChineseSimplified"
NEWBIE_ATTENDANCE_DESC_4_5,"使用战略晶元可使骑士、弓箭手、机械工觉醒至更高的阶段。\n觉醒可以在英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_4_6,"忍耐晶元"
NEWBIE_ATTENDANCE_DESC_4_6,"使用忍耐晶元可使骑士、刺客、牧师觉醒至更高的阶段。\n觉醒可以在英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_4_7,"和谐晶元"
NEWBIE_ATTENDANCE_DESC_4_7,"使用和谐晶元可使弓箭手、魔法师、牧师觉醒至更高的阶段。\n觉醒可以在英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_4_8,"幸运晶元"
NEWBIE_ATTENDANCE_DESC_4_8,"使用幸运晶元可使战士、刺客、机械工觉醒至更高的阶段。\n觉醒可以在英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_5_1,"T6神速的黑暗传说装备选择券"
NEWBIE_ATTENDANCE_DESC_5_1,"可从坦克／攻击手／助手中选择，并获得T6神速的黑暗传说装备宝箱。\nT6神速的黑暗传说装备宝箱由4种拥有对坦克／攻击手／助手有用的属性的T6神速的黑暗传说装备组成。"
NEWBIE_ATTENDANCE_NAME_5_2,"经验药水（最高级）"
NEWBIE_ATTENDANCE_DESC_5_2,"使用经验药水可以提升英雄等级。"
NEWBIE_ATTENDANCE_NAME_6_1,"神秘符石：英雄"
NEWBIE_ATTENDANCE_DESC_6_1,"将符石镶嵌在装备上可发挥更大的效果。"
NEWBIE_ATTENDANCE_NAME_6_2,"魔法粉末"
NEWBIE_ATTENDANCE_DESC_6_2,"使用魔法粉末强化装备属性或升阶装备，可使阶级得到提升。"
NEWBIE_ATTENDANCE_NAME_6_3,"1000万金币"
NEWBIE_ATTENDANCE_DESC_6_3,"购买道具与强化装备时可使用金币。"
NEWBIE_ATTENDANCE_NAME_7_1,"时装选择券（校园制服）"
NEWBIE_ATTENDANCE_DESC_7_1,"可以让英雄呈现不同的造型。"
NEWBIE_ATTENDANCE_NAME_7_2,"正义精华"
NEWBIE_ATTENDANCE_DESC_7_2,"对5星骑士、战士、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_7_3,"武力精华"
NEWBIE_ATTENDANCE_DESC_7_3,"对5星战士、弓箭手、魔法师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_7_4,"智慧精华"
NEWBIE_ATTENDANCE_DESC_7_4,"对5星刺客、机械工、魔法师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_7_5,"战略精华"
NEWBIE_ATTENDANCE_DESC_7_5,"对5星骑士、弓箭手、机械工英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_7_6,"忍耐精华"
NEWBIE_ATTENDANCE_DESC_7_6,"对5星骑士、刺客、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_7_7,"和谐精华"
NEWBIE_ATTENDANCE_DESC_7_7,"对5星弓箭手、魔法师、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_7_8,"幸运精华"
NEWBIE_ATTENDANCE_DESC_7_8,"对5星战士、刺客、机械工英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_8_1,"5星瑟琳"
NEWBIE_ATTENDANCE_DESC_8_1,"瑟琳欢迎各位。\n和5星瑟琳一起挑战吧！\n（已获得该英雄时，将发放250个专属武器碎片。）"
NEWBIE_ATTENDANCE_NAME_8_2,"瑟琳专属武器"
NEWBIE_ATTENDANCE_DESC_8_2,"此为瑟琳的专属武器\n「绿风诺托司」。\n为英雄们穿戴专属武器和专属宝物，体验更加强大且更具个性的英雄们吧！"
NEWBIE_ATTENDANCE_NAME_8_3,"米芮安专属武器"
NEWBIE_ATTENDANCE_DESC_8_3,"此为米芮安的专属武器\n「无限加速的黎文帝纳」。\n为英雄们穿戴专属武器和专属宝物，体验更加强大且更具个性的英雄们吧！"
NEWBIE_ATTENDANCE_NAME_9_1,"无限之石"
NEWBIE_ATTENDANCE_DESC_9_1,"使用无限之石和精华可以突破5星英雄。\n突破后将习得专属天赋。\n突破可以在英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_9_2,"正义精华"
NEWBIE_ATTENDANCE_DESC_9_2,"对5星骑士、战士、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_9_3,"武力精华"
NEWBIE_ATTENDANCE_DESC_9_3,"对5星战士、弓箭手、魔法师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_9_4,"智慧精华"
NEWBIE_ATTENDANCE_DESC_9_4,"对5星刺客、机械工、魔法师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_9_5,"战略精华"
NEWBIE_ATTENDANCE_DESC_9_5,"对5星骑士、弓箭手、机械工英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_9_6,"忍耐精华"
NEWBIE_ATTENDANCE_DESC_9_6,"对5星骑士、刺客、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_9_7,"和谐精华"
NEWBIE_ATTENDANCE_DESC_9_7,"对5星弓箭手、魔法师、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_9_8,"幸运精华"
NEWBIE_ATTENDANCE_DESC_9_8,"对5星战士、刺客、机械工英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_10_1,"经验药水(高浓缩)"
NEWBIE_ATTENDANCE_DESC_10_1,"使用经验药水可以提升英雄等级。"
NEWBIE_ATTENDANCE_NAME_10_2,"1000万金币"
NEWBIE_ATTENDANCE_DESC_10_2,"购买道具与强化装备时可使用金币。"
NEWBIE_ATTENDANCE_NAME_11_1,"体力药水"
NEWBIE_ATTENDANCE_DESC_11_1,"可以补充章节战斗、战役所需要的体力。"
NEWBIE_ATTENDANCE_NAME_11_2,"正义精华"
NEWBIE_ATTENDANCE_DESC_11_2,"对5星骑士、战士、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_11_3,"武力精华"
NEWBIE_ATTENDANCE_DESC_11_3,"对5星战士、弓箭手、魔法师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_11_4,"智慧精华"
NEWBIE_ATTENDANCE_DESC_11_4,"对5星刺客、机械工、魔法师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_11_5,"战略精华"
NEWBIE_ATTENDANCE_DESC_11_5,"对5星骑士、弓箭手、机械工英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_11_6,"忍耐精华"
NEWBIE_ATTENDANCE_DESC_11_6,"对5星骑士、刺客、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_11_7,"和谐精华"
NEWBIE_ATTENDANCE_DESC_11_7,"对5星弓箭手、魔法师、牧师英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_11_8,"幸运精华"
NEWBIE_ATTENDANCE_DESC_11_8,"对5星战士、刺客、机械工英雄使用精华和无限之石可使英雄突破。突破后将额外习得专属天赋。突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_12_1,"神器碎片"
NEWBIE_ATTENDANCE_DESC_12_1,"收集神器碎片并带往挑战之塔时，可通过复原获得神器。"
NEWBIE_ATTENDANCE_NAME_12_2,"无限之石"
NEWBIE_ATTENDANCE_DESC_12_2,"对5星英雄使用精华和无限之石可使英雄突破。\n突破后将额外习得专属天赋。\n突破可至英雄殿堂进行。"
NEWBIE_ATTENDANCE_NAME_13_1,"T7传说装备选择券－饰品"
NEWBIE_ATTENDANCE_DESC_13_1,"选择希望的属性以提高战斗效率。"
NEWBIE_ATTENDANCE_NAME_13_2,"T7传说装备选择券－辅助装备"
NEWBIE_ATTENDANCE_DESC_13_2,"选择希望的属性以提高战斗效率。"
NEWBIE_ATTENDANCE_NAME_13_3,"T7传说装备选择券－防具"
NEWBIE_ATTENDANCE_DESC_13_3,"选择希望的属性以提高战斗效率。"
NEWBIE_ATTENDANCE_NAME_13_4,"T7传说装备选择券－法珠"
NEWBIE_ATTENDANCE_DESC_13_4,"选择希望的属性以提高战斗效率。"
NEWBIE_ATTENDANCE_NAME_14_1,"武器符石宝箱 : 上古"
NEWBIE_ATTENDANCE_DESC_14_1,"在上古级别的符石中严选出了8种适合武器的符石！"
NEWBIE_ATTENDANCE_NAME_14_2,"重铸券"
NEWBIE_ATTENDANCE_DESC_14_2,"使用重铸券可以随机变更装备属性。"
NEWBIE_ATTENDANCE_NAME_15_1,"5星英雄选择券"
NEWBIE_ATTENDANCE_DESC_15_1,"可选取1位5星英雄。"
NEWBIE_ATTENDANCE_NAME_15_2,"新手用专属武器选择券2"
NEWBIE_ATTENDANCE_DESC_15_2,"可以指定获得一件特定英雄才能使用的专属武器。\n穿戴专属武器的英雄会变得更强。"
VERONICAS_SPECIAL_PACKAGE_1,"3星英雄\n选择券"
VERONICAS_SPECIAL_PACKAGE_2,"随机专属武器\n兑换券"
VERONICAS_SPECIAL_PACKAGE_3,"晶元组合"
VERONICAS_SPECIAL_PACKAGE_4,"神秘技能书"
VERONICAS_SPECIAL_PACKAGE_5,"金币"
VERONICAS_SPECIAL_PACKAGE_6,"经验药水\n（最高级）"
VERONICAS_SPECIAL_PACKAGE_7,"无限之石"
VERONICAS_SPECIAL_PACKAGE_8,"武器符石箱：上古"
VERONICAS_SPECIAL_PACKAGE_9,"精华组合"
VERONICAS_SPECIAL_PACKAGE_10,"特殊道具召唤10次"
VERONICAS_SPECIAL_PACKAGE_11,"经验药水\n（最高级）"
VERONICAS_SPECIAL_PACKAGE_12,"无限之石"
VERONICAS_SPECIAL_PACKAGE_13,"随机专属宝物召唤券"
VERONICAS_SPECIAL_PACKAGE_14,"专属武器选择券"
COMEBACK_ATTENDANCE_1,"晶元组合"
COMEBACK_ATTENDANCE_2,"金币"
COMEBACK_ATTENDANCE_3,"经验值加成卷轴（1日）"
COMEBACK_ATTENDANCE_4,"金币加成卷轴（1日）"
COMEBACK_ATTENDANCE_5,"无限之石"
COMEBACK_ATTENDANCE_6,"武器符石箱：上古\nx2"
COMEBACK_ATTENDANCE_7,"精华组合"
7DAYS_SPECIAL_ATTENDANCE_1,"晶元与召唤券"
7DAYS_SPECIAL_ATTENDANCE_2,"2种钥匙"
7DAYS_SPECIAL_ATTENDANCE_3,"随机专属武器兑换券"
7DAYS_SPECIAL_ATTENDANCE_4,"装备强化材料"
7DAYS_SPECIAL_ATTENDANCE_5,"时装选择券（校园制服）"
7DAYS_SPECIAL_ATTENDANCE_6,"2种神秘符石"
7DAYS_SPECIAL_ATTENDANCE_7,"5星英雄选择券"
8CHAPTER_SPECIAL_ATTENDANCE_1,"晶元选择券x200\n3000万金币"
8CHAPTER_SPECIAL_ATTENDANCE_2,"时装选择券（～世界服装）\n体力药水x15"
8CHAPTER_SPECIAL_ATTENDANCE_3,"T6传说装备选择券－防具\n无限之石"
8CHAPTER_SPECIAL_ATTENDANCE_4,"T6传说装备选择券－辅助装备\n神秘技能书x200"
8CHAPTER_SPECIAL_ATTENDANCE_5,"T6传说装备选择券－饰品\n无限之石"
8CHAPTER_SPECIAL_ATTENDANCE_6,"T6传说装备选择券－法珠\n精华选择券x30"
8CHAPTER_SPECIAL_ATTENDANCE_7,"随机专属武器券\n经验值加成卷轴1日x3\n金币加成卷轴1日x3"
MAY_SPECIAL_PACKAGE_1,"3星英雄\n选择券"
MAY_SPECIAL_PACKAGE_2,"随机专属武器\n兑换券"
MAY_SPECIAL_PACKAGE_3,"晶元组合"
MAY_SPECIAL_PACKAGE_4,"神秘技能书"
MAY_SPECIAL_PACKAGE_5,"金币"
MAY_SPECIAL_PACKAGE_6,"经验药水\n（最高级）"
MAY_SPECIAL_PACKAGE_7,"无限之石"
MAY_SPECIAL_PACKAGE_8,"武器符石箱：上古"
MAY_SPECIAL_PACKAGE_9,"精华组合"
MAY_SPECIAL_PACKAGE_10,"特殊道具召唤10次"
MAY_SPECIAL_PACKAGE_11,"经验药水\n（最高级）"
MAY_SPECIAL_PACKAGE_12,"无限之石"
MAY_SPECIAL_PACKAGE_13,"上古附魔箱"
MAY_SPECIAL_PACKAGE_14,"随机专属武器\n兑换券"
COMEBACK_ATTENDANCE_RENEWAL_1,"特殊道具召唤10次 x1\n20,000,000 金币"
COMEBACK_ATTENDANCE_RENEWAL_2,"所有晶元 x150\n所有技能书 x100"
COMEBACK_ATTENDANCE_RENEWAL_3,"所有精华 x50\n经验药水（特大）x2,500"
COMEBACK_ATTENDANCE_RENEWAL_4,"T7 传说装备选择券 （属性2）x4\n特殊道具召唤10次 x1"
COMEBACK_ATTENDANCE_RENEWAL_5,"T7 传说装备选择券 （属性2）x4\n神器碎片x1,000"
COMEBACK_ATTENDANCE_RENEWAL_6,"随机专属宝物召唤券x1\n无限之石x2"
COMEBACK_ATTENDANCE_RENEWAL_7,"3星英雄选择券（包含艾希莉卡、克洛、希娅）x1\n随机专属武器兑换券 x1a"
2019_MAY_NEWBIE_ATTENDANCE_1,"3星英雄\n选择券"
2019_MAY_NEWBIE_ATTENDANCE_2,"随机专属武器\n兑换券"
2019_MAY_NEWBIE_ATTENDANCE_3,"晶元组合"
2019_MAY_NEWBIE_ATTENDANCE_4,"神秘技能书"
2019_MAY_NEWBIE_ATTENDANCE_5,"金币"
2019_MAY_NEWBIE_ATTENDANCE_6,"经验药水\n（最高级）"
2019_MAY_NEWBIE_ATTENDANCE_7,"无限之石"
2019_MAY_NEWBIE_ATTENDANCE_8,"武器符石箱：上古"
2019_MAY_NEWBIE_ATTENDANCE_9,"精华组合"
2019_MAY_NEWBIE_ATTENDANCE_10,"特殊道具召唤10次"
2019_MAY_NEWBIE_ATTENDANCE_11,"经验药水\n（最高级）"
2019_MAY_NEWBIE_ATTENDANCE_12,"无限之石"
2019_MAY_NEWBIE_ATTENDANCE_13,"随机专属宝物召唤券"
2019_MAY_NEWBIE_ATTENDANCE_14,"专属武器选择券"
9TH_CHAPTER_ATTENDANCE_1,"3星英雄选择券\n所有晶元"
9TH_CHAPTER_ATTENDANCE_2,"时装选择券\n（～世界服装）"
9TH_CHAPTER_ATTENDANCE_3,"1000红宝石\n4种技能书选择券"
9TH_CHAPTER_ATTENDANCE_4,"无限之石\n所有精华"
9TH_CHAPTER_ATTENDANCE_5,"专属武器选择券\n经验药水\n（最高级）"
9TH_CHAPTER_ATTENDANCE_6,"特殊道具召唤\n10次"
9TH_CHAPTER_ATTENDANCE_7,"T6传说装备选择券（属性4）\n金币"
9TH_CHAPTER_ATTENDANCE_8,"随机专属宝物\n召唤券"
9TH_CHAPTER_ATTENDANCE_9,"经验药水（最高级）\nT7传说装备选择券\n（属性2）"
9TH_CHAPTER_ATTENDANCE_10,"1000红宝石\n武器符石宝箱：\n上古"
9TH_CHAPTER_ATTENDANCE_11,"3种加成卷轴\n组合包\n神器碎片"
9TH_CHAPTER_ATTENDANCE_12,"T8传说装备选择券\n（属性2）\n经验药水（最高级）"
9TH_CHAPTER_ATTENDANCE_13,"随机专属武器\n兑换券"
9TH_CHAPTER_ATTENDANCE_14,"专属宝物选择券"
LUCKY_SEVEN_ATTENDANCE_1,"时装选择券（～2019婚纱）"
LUCKY_SEVEN_ATTENDANCE_2,"所有晶元宝箱"
LUCKY_SEVEN_ATTENDANCE_3,"特殊道具召唤10次"
LUCKY_SEVEN_ATTENDANCE_4,"所有精华宝箱"
LUCKY_SEVEN_ATTENDANCE_5,"无限之石3个"
LUCKY_SEVEN_ATTENDANCE_6,"专属宝物选择券"
LUCKY_SEVEN_ATTENDANCE_7,"专属武器选择券"
