KEY,German
MISSION_HERO_ARENA_BATTLE_NAME,"{1}, Held der ehrenhaften Kämpfen in {2}"
MISSION_HERO_ARENA_BATTLE_DESC,{1} tritt der Arena als Gruppenmitglied bei {2}x
DAILYMISSION_ALL_CLEAR_NAME,Tagesmissionen erledigt!
DAILYMISSION_ALL_CLEAR_DESC,Erfülle alle Quests
DAILYMISSION_STAMINA_NAME,Außer Atem
DAILYMISSION_STAMINA_DESC,Benutze {1} Ausdauer
DAILY_QUEST_EXCAVATION_NAME,Kleinvieh macht auch Mist
MISSION_EVENT_STMAINA_NAME1,Erstes Ausdauer-Tagesbonus!
MISSION_EVENT_STMAINA_NAME2,Zweites Ausdauer-Tagesbonus!
MISSION_EVENT_STMAINA_NAME3,Letztes Ausdauer-Tagesbonus!
MISSION_EVENT_STMAINA_DESC1,Logge dich zw. 12 Uhr - 2 Uhr ein.
MISSION_EVENT_STMAINA_DESC2,Logge dich zw. 6 Uhr - 8 Uhr ein.
MISSION_EVENT_STMAINA_DESC3,Logge dich zw. 10 Uhr - 12 Uhr ein.
MISSION_EVENT_GOLD_NAME,Kaiseliche Gelder
MISSION_QUEST_CLEAR_NOTY_TITLE,Quest erfüllt!
MISSION_QUEST_CLEAR_NOTY_CONTENT1,Erfülle die Quest {1}.
MISSION_QUEST_CLEAR_NOTY_CONTENT2,Erhalte Belonungen für erfüllte Quests.
MISSION_ACHIEVEMENT_CLEAR_NOTY_TITLE,Erfolge abgeschlossen
MISSION_ACHIEVEMENT_CLEAR_NOTY_CONTENT1,Erreiche {1} Erfolg(e).
MISSION_ACHIEVEMENT_CLEAR_NOTY_CONTENT2,Erreiche Erfolge und erhalte Belohnungen.
MISSION_EXCAVATION_NAME,Jeden Tag Ausgrabungen {1}
MISSION_EXCAVATION_DESC,Ausgrabungen {1}x durchgeführt.
MISSION_ADDFRIEND_NAME,Magst du mein Freund sein? {1}
MISSION_ADDFRIEND_DESC,{1} Freunde hinzufügen
QUEST_ROYAL_SUPPORT_GOLD_9001_NAME,Bonus-Gold des Tages
QUEST_ROYAL_SUPPORT_GOLD_9001_DESC,Jeden Tag 1Mal einloggen
QUEST_DAILY_FREE_STAMINA_9002_NAME,Bonus-Ausdauer des Tages!
QUEST_DAILY_FREE_STAMINA_9002_DESC,Logge dich zw. {1} Uhr - {2} Uhr ein.
QUEST_DAILY_FREE_STAMINA_9003_NAME,Zweites Ausdauer-Tagesbonus!
QUEST_DAILY_FREE_STAMINA_9003_DESC,Logge dich zw. {1} Uhr - {2} Uhr ein.
QUEST_DAILY_FREE_STAMINA_9004_NAME,Drittes Ausdauer-Tagesbonus!
QUEST_DAILY_FREE_STAMINA_9004_DESC,Logge dich zw. {1} Uhr - {2} Uhr ein.
QUEST_DAILY_FREE_STAMINA_9005_NAME,Letztes Ausdauer-Tagesbonus!
QUEST_DAILY_FREE_STAMINA_9005_DESC,Logge dich zw. {1} Uhr - {2} Uhr ein.
MISSION_CHAPTER_CLEAR_DESC,Kläre alle Punkte in Kapitel {1}.
MISSION_ACCOUNT_CHANGE_NAME,Konten verbinden
MISSION_ACCOUNT_CHANGE_DESC,"Verbinde dein Konto mit FB, Game Center oder Google Play"
WEEKLYMISSION_DUNGEON_CLEAR_NAME,Endlose Abenteuer
WEEKLYMISSION_ITEM_ENHANCE_NAME,Übertrieben?!
WEEKLYMISSION_COMPLETEDAILYQUEST_NAME,"Fleißig, fleißig!"
WEEKLYMISSION_COMPLETEDAILYQUEST_DESC,Erfülle {1} Tagesquest(s).
WEEKLYMISSION_PVP_VICTORY_NAME,Habe ich gewonnen?
WEEKLYMISSION_PVP_VICTORY_DESC,Gewinne {1} Mal in der Siegesliga
WEEKLYMISSION_UPGRADEHEROSKILL_NAME,Training ist die Grundlage aller Kämpfe!
WEEKLYMISSION_UPGRADEHEROSKILL_DESC,Verstärke Helden-Skills {1}x
WEEKLYMISSION_BATTLEREWARDEQUIP_NAME,"Wow, so schwer!"
WEEKLYMISSION_BATTLEREWARDEQUIP_DESC,Finde Ausrüstung in Dungeons {1}x
WEEKLYMISSION_GETGOLD_NAME,Gold ist ALLES
WEEKLYMISSION_GETGOLD_DESC,Sammle {1} Gold
WEEKLYMISSION_TOWER_JOIN_NAME,Wann endet dieser Turm?
WEEKLYMISSION_UNDERGROUND_ALLCLEAR_NAME,Endlich etwas Ruhe und Frieden!
WEEKLYMISSION_UNDERGROUND_ALLCLEAR_DESC,Säubere alle Gebiete im Kerker
WEEKLYMISSION_ALL_CLEAR_NAME,Du bist aber fleißig!
WEEKLYMISSION_ALL_CLEAR_DESC,Erfülle alle Wochen-Quests.
MISSION_EQUIP_GET_STAR_ITEM,Hervorragende {1}★ Ausr.: {2}
MISSION_EQUIP_GET_STAR_ITEM_DESC,Erhalte {2}x {1}★ Ausr.
MISSION_EQUIP_GET_GRADE_ITEM_1,Hochwertige Ausrüstung für die Helden! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_1,Erhalte {1} hochwertige Ausrüstung(en)
MISSION_EQUIP_GET_GRADE_ITEM_2,Rare Ausrüstung für die Helden! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_2,Erhalte {1} rare Ausrüstung(en)
MISSION_EQUIP_GET_GRADE_ITEM_3,Heroische Ausrüstung für die Helden! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_3,Erhalte {1} heroische Ausrüstung(en)
MISSION_EQUIP_GET_GRADE_ITEM_4,Legendäre Ausrüstung für die Helden! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_4,Erhalte {1} legendäre Ausrüstung(en)
MISSION_EQUIP_PARTY_GRADE_1,Werde stärker mit hochw. Ausr. und einer Gruppe! {1}
MISSION_EQUIP_PARTY_GRADE_DESC_1,Rüste deine Helden mit {1} hochw. Ausr. aus.
MISSION_EQUIP_PARTY_GRADE_2,Werde stärker mit rarer Ausr. und einer Gruppe! {1}
MISSION_EQUIP_PARTY_GRADE_DESC_2,Rüste deine Helden mit {1} rarer Ausr. aus.
MISSION_EQUIP_PARTY_GRADE_3,Werde stärker mit heroisch. Ausr. und einer Gruppe! {1}
MISSION_EQUIP_PARTY_GRADE_DESC_3,Rüste deine Helden mit {1} heroisch. Ausr. aus.
MISSION_EQUIP_PARTY_GRADE_4,Werde stärker mit legend. Ausr. und einer Gruppe! {1}
MISSION_EQUIP_PARTY_GRADE_DESC_4,Rüste deine Helden mit {1} legend. Ausr. aus.
MISSION_UNDERGROUND_DUNGEON_CLEAR,Säubere den {1}-Kerkerbereich von Monstern! {2}
MISSION_UNDERGROUND_DUNGEON_CLEAR_DESC,Säubere Kerker {1} {2}x
MISSION_SHOP_BUY_HIGH_EQUIPMENT,Ausrüstung ist die beste Helden-Verstärkung! {1}
MISSION_SHOP_BUY_HIGH_EQUIPMENT_DESC,Spezialgegenst. Beschwörung {1}-mal
MISSION_SHOP_BUY_NORMAL_EQUIPMENT,Versuch dein Glück! {1}
MISSION_SHOP_BUY_NORMAL_EQUIPMENT_DESC,Gegenstand {1}x beschwören
MISSION_ARENA_WIN,Wer wagt einen Kampf gegen mich? {1}
MISSION_ARENA_WIN_DESC,Gewinne in der Arena {1}x
MISSION_GEM_DEPLETION_NAME,"Rubine? Versuch', mit mir mitzuhalten! {1}"
MISSION_GEM_DEPLETION_DESC,Gib insgesamt {1} Rubine aus!
MISSION_STAMINA_DEPLETION_NAME,Voller Ausdauer! {1}
MISSION_STAMINA_DEPLETION_NAME_2,Ausdauerrausch! {1}
MISSION_STAMINA_DEPLETION_DESC,Benutze insgesamt {1} Ausdauer!
MISSION_LABYRINTH_CLEAR_NAME_1,Behalte den Tresorraum im Auge!
MISSION_LABYRINTH_CLEAR_DESC_1,Kläre die Königl. Schatzkammer {1}x
MISSION_LABYRINTH_CLEAR_NAME_2,Ich ein mächtiger Tresorwächter!
MISSION_UPPERDUNGEON_CLEAR_NAME_1,Die Fragmenten-Suche geht weiter!
MISSION_UPPERDUNGEON_CLEAR_DESC_1,Kläre Großdungeon {1}x
MISSION_UPPERDUNGEON_CLEAR_NAME_2,Dieser Großdungeon war zu einfach!
MISSION_CLEARTOWER21_FLOOR_1,Die spannende Herausforderung {1}
MISSION_CLEARTOWER21_FLOOR_2,Die spannende Herausforderung {1}
MISSION_CLEARTOWER21_FLOOR_3,Die spannende Herausforderung {1}
MISSION_CLEARTOWER21_FLOOR_4,Die spannende Herausforderung {1}
MISSION_CLEARTOWER21_FLOOR_5,Die spannende Herausforderung {1}
MISSION_CLEARTOWER21_FLOOR_6,Die spannende Herausforderung {1}
MISSION_CLEARTOWER21_FLOOR_7,Die spannende Herausforderung {1}
MISSION_CLEARTOWER11_FLOOR_1,Bestehe die Prüfungen! {1}
MISSION_CLEARTOWER11_FLOOR_2,Bestehe die Prüfungen! {1}
MISSION_CLEARTOWER999_FLOOR_1,Eine friedliche Schatzkammer {1}
MISSION_CLEARTOWER999_FLOOR_2,Eine friedliche Schatzkammer {1}
MISSION_CLEARTOWER999_FLOOR_3,Eine friedliche Schatzkammer {1}
MISSION_CLEARTOWER21_FLOOR_1_DESC,Schließe Etage {1} im Turm der Herausforderung ab
MISSION_CLEARTOWER21_FLOOR_2_DESC,Schließe Etage {1} im Turm der Herausforderung ab
MISSION_CLEARTOWER21_FLOOR_3_DESC,Schließe Etage {1} im Turm der Herausforderung ab
MISSION_CLEARTOWER21_FLOOR_4_DESC,Schließe Etage {1} im Turm der Herausforderung ab
MISSION_CLEARTOWER21_FLOOR_5_DESC,Schließe Etage {1} im Turm der Herausforderung ab
MISSION_CLEARTOWER21_FLOOR_6_DESC,Schließe Etage {1} im Turm der Herausforderung ab
MISSION_CLEARTOWER21_FLOOR_7_DESC,Schließe Etage {1} im Turm der Herausforderung ab
MISSION_CLEARTOWER11_FLOOR_1_DESC,Schließe Etage {1} im Turm der Prüfungen ab
MISSION_CLEARTOWER11_FLOOR_2_DESC,Schließe Etage {1} im Turm der Prüfungen ab
MISSION_CLEARTOWER999_FLOOR_1_DESC,Schließe Etage {1} der Königl. Schatzkammer ab
MISSION_CLEARTOWER999_FLOOR_2_DESC,Schließe Etage {1} der Königl. Schatzkammer ab
MISSION_CLEARTOWER999_FLOOR_3_DESC,Schließe Etage {1} der Königl. Schatzkammer ab
MISSION_CLEARTOWER999_FLOOR_4_DESC,Schließe Etage {1} der Königl. Schatzkammer ab
MISSION_CLEARTOWER999_FLOOR_5_DESC,Schließe Etage {1} der Königl. Schatzkammer ab
MISSION_WORLDBOSS_PLAYTIME1_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME2_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME3_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME4_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME5_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME6_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME7_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME8_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME9_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME10_NAME,"Herausforderungen lohnen sich, mein Bester {1}"
MISSION_WORLDBOSS_PLAYTIME1_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME2_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME3_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME4_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME5_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME6_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME7_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME8_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME9_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_PLAYTIME10_DESC,Fordere den Weltboss {1}x heraus.
MISSION_WORLDBOSS_DAMAGE1_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE2_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE3_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE4_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE5_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE6_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE7_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE8_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE9_NAME,Freizeitheld!{1}
MISSION_WORLDBOSS_DAMAGE1_DESC,Verursache {1} Schaden in einem einzigen Kampf gegen den Weltboss.
MISSION_WORLDBOSS_DAMAGE2_DESC,Verursache {1} Schaden in einem einzigen Kampf gegen den Weltboss.
MISSION_WORLDBOSS_DAMAGE3_DESC,Verursache {1} Schaden in einem einzigen Kampf gegen den Weltboss.
