KEY,"English"
MISSION_EQUIP_DROP_GRADE_NAME,"Powerful Weapons for Heroes! {1}"
MISSION_EQUIP_DROP_GRADE_DESC,"Acquire {1} gear for the first time"
MISSION_EQUIP_DROP_RELEC_NAME,"Item with Secret Powers {1}"
MISSION_EQUIP_DROP_RELEC_DESC,"Acquire {1} artifact(s)"
MISSION_EQUIP_PARTY_NAME,"Stronger Party! {1}"
MISSION_EQUIP_PARTY_DESC,"Equip 4 {1} items to 4 or more heroes"
MISSION_BATTLE_MONSTER_NAME,"No mercy for the Dark Legion! {1}"
MISSION_BATTLE_MONSTER_DESC,"Kill {1} monster(s)"
MISSION_BATTLE_QUEST_NAME,"For the Peace of Everyone! {1}"
MISSION_BATTLE_QUEST_DESC,"Complete {1} conquest quest(s)"
DAILYMISSION_EXCAVATION_NAME,"Gold Rush"
DAILYMISSION_EXCAVATION_DESC,"Excavated x {1}"
MISSION_CHAPTER1_CLEAR_NAME,"Conquer Lamus Plains!"
MISSION_CHAPTER2_CLEAR_NAME,"Conquer Elidora Forrest!"
MISSION_CHAPTER3_CLEAR_NAME,"Conquer Drago Mountains!"
MISSION_CHAPTER4_CLEAR_NAME,"Conquer Krad Forest!"
MISSION_CHAPTER5_CLEAR_NAME,"Conquer Arrovina Shore!"
MISSION_CHAPTER1_CLEAR_DESC,"Clear all nodes in Chapter 1"
MISSION_CHAPTER2_CLEAR_DESC,"Clear all nodes in Chapter 2"
MISSION_CHAPTER3_CLEAR_DESC,"Clear all nodes in Chapter 3"
MISSION_CHAPTER4_CLEAR_DESC,"Clear all nodes in Chapter 4"
MISSION_CHAPTER5_CLEAR_DESC,"Clear all nodes in Chapter 5"
MISSION_ARENA_NAME,"Honorable Challenge"
MISSION_ARENA_DESC,"Try the League of Victory for the first time."
MISSION_ARENA_VICTORY_NAME,"May Victory be with You! {1}"
MISSION_ARENA_VICTORY_DESC,"Win splendidly x {1} in the Arena"
MISSION_ARENA_LOSE_NAME,"Sorry for Your Loss...{1}"
MISSION_ARENA_LOSE_DESC,"Lose pitifully x {1} in the Arena"
MISSION_ARENA_RANK_NAME,"Raise Your Honor!"
MISSION_ARENA_RANK_DESC,"Achieve {1} rank in the Arena for the first time"
MISSION_ARENA_FIRSTRANK_NAME,"Conquer the Arena!"
MISSION_ARENA_FIRSTRANK_DESC,"Become Season Champion"
MISSION_UNDERGROUND_DUNGEON_NAME,"Suppress the Monsters! {1}"
MISSION_UNDERGROUND_DUNGEON_DESC,"Clear {1} part of the Stockade for the first time"
MISSION_HERO_GROWTH_NAME,"{1}'s Unstoppable Growth {2}"
MISSION_HERO_GROWTH_DESC,"{1} reaches level {2}"
MISSION_HERO_AWAKENING_NAME,"{1}'s Ordeal {2}"
MISSION_HERO_AWAKENING_DESC,"{1} achieves Awakening phase {2}"
MISSION_HERO_TRANSCENDENCE_NAME,"{1}, transcend one's limit {2}"
MISSION_HERO_TRANSCENDENCE_DESC,"{1} achieves transcending phase {2}"
MISSION_HERO_EQUIP_SET_NAME,"Warrior's Spirit {1}"
MISSION_HERO_EQUIP_SET_DESC,"{1} equips 4 {2} gear"
MISSION_HERO_SKILL_NAME,"Skill Mastery {1}"
MISSION_HERO_SKILL_DESC,"Master {1} skill attributes"
MISSION_HERO_SKILL_ALL_NAME,"{1}, Master of All Skills"
MISSION_HERO_SKILL_ALL_DESC,"Master all skills attributes"
MISSION_HERO_EXCAVATION_NAME,"{1}'s Great Excavation Skill {2}"
MISSION_HERO_EXCAVATION_DESC,"Try excavating x {2} with {1} as the main hero"
MISSION_HERO_MERCENARY_NAME,"{1} on a Roll {2}"
MISSION_HERO_MERCENARY_DESC,"Register {1} as a guild mercenary and have him/her hired by guild members x {2}"
MISSION_HERO_PIT_MEMBER_NAME,"Painful Victory {1}"
MISSION_HERO_PIT_MEMBER_DESC,"Member who defeats the final boss in the pit in chapter {1}"
MISSION_HERO_UPPER_DUNGEON_NAME,"{1}, Hero of an Intense Battle {2}"
MISSION_HERO_UPPER_DUNGEON_DESC,"{1} joins a high-level dungeon as a member x {2}"
MISSION_HERO_ARENA_BATTLE_NAME,"{1}, Hero of an Honorable Battle {2}"
MISSION_HERO_ARENA_BATTLE_DESC,"{1} joins the Arena as a member x {2}"
DAILYMISSION_ALL_CLEAR_NAME,"Today's Tasks Finished!"
DAILYMISSION_ALL_CLEAR_DESC,"Complete all quests"
DAILYMISSION_STAMINA_NAME,"Running out of Breath"
DAILYMISSION_STAMINA_DESC,"Spend {1} stamina"
DAILY_QUEST_EXCAVATION_NAME,"Many Drops Make a Shower"
MISSION_EVENT_STMAINA_NAME1,"Today's First Bonus Stamina!"
MISSION_EVENT_STMAINA_NAME2,"Today's Second Bonus Stamina!"
MISSION_EVENT_STMAINA_NAME3,"Today's Last Bonus Stamina!"
MISSION_EVENT_STMAINA_DESC1,"Log on between 12 p.m. and 2 p.m."
MISSION_EVENT_STMAINA_DESC2,"Log on between 6 p.m. and 8 p.m."
MISSION_EVENT_STMAINA_DESC3,"Log on between 10 p.m. and 12 a.m."
MISSION_EVENT_GOLD_NAME,"Royal Funds"
MISSION_QUEST_CLEAR_NOTY_TITLE,"Quest Completed!"
MISSION_QUEST_CLEAR_NOTY_CONTENT1,"Completed {1} quest."
MISSION_QUEST_CLEAR_NOTY_CONTENT2,"Complete quests and receive rewards."
MISSION_ACHIEVEMENT_CLEAR_NOTY_TITLE,"Achievement Completed"
MISSION_ACHIEVEMENT_CLEAR_NOTY_CONTENT1,"Completed {1} achievement."
MISSION_ACHIEVEMENT_CLEAR_NOTY_CONTENT2,"Complete achievements and receive rewards."
MISSION_EXCAVATION_NAME,"Excavation is daily work {1}"
MISSION_EXCAVATION_DESC,"Excavated x {1}."
MISSION_ADDFRIEND_NAME,"Would you like to join me, friend?{1}"
MISSION_ADDFRIEND_DESC,"Add {1} friend(s)"
QUEST_ROYAL_SUPPORT_GOLD_9001_NAME,"Today's Bonus Gold"
QUEST_ROYAL_SUPPORT_GOLD_9001_DESC,"Log in Once Per Day"
QUEST_DAILY_FREE_STAMINA_9002_NAME,"Today's Bonus Stamina!"
QUEST_DAILY_FREE_STAMINA_9002_DESC,"Log in between {1} AM and {2} AM."
QUEST_DAILY_FREE_STAMINA_9003_NAME,"Today's Second Bonus Stamina!"
QUEST_DAILY_FREE_STAMINA_9003_DESC,"Log in between {1} PM. and {2} PM."
QUEST_DAILY_FREE_STAMINA_9004_NAME,"Today's Third Bonus Stamina!"
QUEST_DAILY_FREE_STAMINA_9004_DESC,"Log in between {1} PM. and {2} PM."
QUEST_DAILY_FREE_STAMINA_9005_NAME,"Today's Last Bonus Stamina!"
QUEST_DAILY_FREE_STAMINA_9005_DESC,"Log in between {1} PM. and {2} PM."
MISSION_CHAPTER_CLEAR_DESC,"Clear all nodes in chapter {1}."
MISSION_ACCOUNT_CHANGE_NAME,"Link Accounts"
MISSION_ACCOUNT_CHANGE_DESC,"Link account with Facebook, Game Center or Google Play"
WEEKLYMISSION_DUNGEON_CLEAR_NAME,"Endless Adventure"
WEEKLYMISSION_ITEM_ENHANCE_NAME,"Gone overboard?!"
WEEKLYMISSION_COMPLETEDAILYQUEST_NAME,"I'm a Diligent Person."
WEEKLYMISSION_COMPLETEDAILYQUEST_DESC,"Complete {1} daily quest(s)."
WEEKLYMISSION_PVP_VICTORY_NAME,"Did I Win?"
WEEKLYMISSION_PVP_VICTORY_DESC,"Win {1} times in the League of Victory"
WEEKLYMISSION_UPGRADEHEROSKILL_NAME,"Training is the Basics of Battle!"
WEEKLYMISSION_UPGRADEHEROSKILL_DESC,"Enhance hero skills {1} time(s)."
WEEKLYMISSION_BATTLEREWARDEQUIP_NAME,"Whoa, So Heavy!"
WEEKLYMISSION_BATTLEREWARDEQUIP_DESC,"Acquire gear from dungeons x {1}"
WEEKLYMISSION_GETGOLD_NAME,"Gold is Everything"
WEEKLYMISSION_GETGOLD_DESC,"Consume {1} Gold"
WEEKLYMISSION_TOWER_JOIN_NAME,"When Does the Tower End?"
WEEKLYMISSION_UNDERGROUND_ALLCLEAR_NAME,"Finally Some Peace and Quiet!"
WEEKLYMISSION_UNDERGROUND_ALLCLEAR_DESC,"Clear Stockade x {1}"
WEEKLYMISSION_ALL_CLEAR_NAME,"You are Very Diligent!"
WEEKLYMISSION_ALL_CLEAR_DESC,"Complete all weekly quests"
MISSION_EQUIP_GET_STAR_ITEM,"{2} {1}-star gear that gives great performance"
MISSION_EQUIP_GET_STAR_ITEM_DESC,"Acquire {2} {1}-star gear"
MISSION_EQUIP_GET_GRADE_ITEM_1,"Embrace High-quality Gear, Hero! {1}"
MISSION_EQUIP_GET_GRADE_ITEM_DESC_1,"Acquire {1} high-quality gear"
MISSION_EQUIP_GET_GRADE_ITEM_2,"Embrace Rare Gear, Hero! {1}"
MISSION_EQUIP_GET_GRADE_ITEM_DESC_2,"Acquire {1} rare gear"
MISSION_EQUIP_GET_GRADE_ITEM_3,"Embrace Heroic Gear, Hero! {1}"
MISSION_EQUIP_GET_GRADE_ITEM_DESC_3,"Acquire {1} heroic gear"
MISSION_EQUIP_GET_GRADE_ITEM_4,"Embrace Legendary Gear, Hero! {1}"
MISSION_EQUIP_GET_GRADE_ITEM_DESC_4,"Acquire {1} legendary gear"
MISSION_EQUIP_PARTY_GRADE_1,"Become stronger with high-quality gear and a party! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_1,"Equip your heroes with {1} high-quality gear."
MISSION_EQUIP_PARTY_GRADE_2,"Become stronger with rare gear and a party! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_2,"Equip your heroes with {1} rare gear."
MISSION_EQUIP_PARTY_GRADE_3,"Become stronger with heroic gear and a party! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_3,"Equip your heroes with {1} heroic gear."
MISSION_EQUIP_PARTY_GRADE_4,"Become stronger with legendary gear and a party! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_4,"Equip your heroes with {1} legendary gear."
MISSION_UNDERGROUND_DUNGEON_CLEAR,"Suppress the Stockade {1} Monster! {2}"
MISSION_UNDERGROUND_DUNGEON_CLEAR_DESC,"Clear Stockade {1} x {2}"
MISSION_SHOP_BUY_HIGH_EQUIPMENT,"Gear are the best at making heroes stronger! {1}"
MISSION_SHOP_BUY_HIGH_EQUIPMENT_DESC,"Summon Special Item x {1}"
MISSION_SHOP_BUY_NORMAL_EQUIPMENT,"Come on, try your luck! {1}"
MISSION_SHOP_BUY_NORMAL_EQUIPMENT_DESC,"Summon Item x {1}"
MISSION_ARENA_WIN,"Who dares to stand before me? {1}"
MISSION_ARENA_WIN_DESC,"Win in Arena x {1}"
MISSION_GEM_DEPLETION_NAME,"Rubies? Try spending as much as me! {1}"
MISSION_GEM_DEPLETION_DESC,"Spend {1} Rubies in total!"
MISSION_STAMINA_DEPLETION_NAME,"Full of Stamina! {1}"
MISSION_STAMINA_DEPLETION_NAME_2,"Stamina Rush! {1}"
MISSION_STAMINA_DEPLETION_DESC,"Use {1} Stamina in total!"
MISSION_LABYRINTH_CLEAR_NAME_1,"Keep the vault safe as always! "
MISSION_LABYRINTH_CLEAR_DESC_1,"Clear Ancient Royal Vault x {1}"
MISSION_LABYRINTH_CLEAR_NAME_2,"I am a strong vault Keeper!"
MISSION_UPPERDUNGEON_CLEAR_NAME_1,"Let me collect fragments today!"
MISSION_UPPERDUNGEON_CLEAR_DESC_1,"Clear Upper Dungeon x {1}"
MISSION_UPPERDUNGEON_CLEAR_NAME_2,"That was an easy Upper Dungeon! "
MISSION_CLEARTOWER21_FLOOR_1,"The Thrilling Challenge {1}"
MISSION_CLEARTOWER21_FLOOR_2,"The Thrilling Challenge {1}"
MISSION_CLEARTOWER21_FLOOR_3,"The Thrilling Challenge {1}"
MISSION_CLEARTOWER21_FLOOR_4,"The Thrilling Challenge {1}"
MISSION_CLEARTOWER21_FLOOR_5,"The Thrilling Challenge {1}"
MISSION_CLEARTOWER21_FLOOR_6,"The Thrilling Challenge {1}"
MISSION_CLEARTOWER21_FLOOR_7,"The Thrilling Challenge {1}"
MISSION_CLEARTOWER11_FLOOR_1,"Weather the Ordeals! {1}"
MISSION_CLEARTOWER11_FLOOR_2,"Weather the Ordeals! {1}"
MISSION_CLEARTOWER999_FLOOR_1,"A Peaceful Treasury {1}"
MISSION_CLEARTOWER999_FLOOR_2,"A Peaceful Treasury {1}"
MISSION_CLEARTOWER999_FLOOR_3,"A Peaceful Treasury {1}"
MISSION_CLEARTOWER21_FLOOR_1_DESC,"Clear Floor {1} of the Tower of Challenge"
MISSION_CLEARTOWER21_FLOOR_2_DESC,"Clear Floor {1} of the Tower of Challenge"
MISSION_CLEARTOWER21_FLOOR_3_DESC,"Clear Floor {1} of the Tower of Challenge"
MISSION_CLEARTOWER21_FLOOR_4_DESC,"Clear Floor {1} of the Tower of Challenge"
MISSION_CLEARTOWER21_FLOOR_5_DESC,"Clear Floor {1} of the Tower of Challenge"
MISSION_CLEARTOWER21_FLOOR_6_DESC,"Clear Floor {1} of the Tower of Challenge"
MISSION_CLEARTOWER21_FLOOR_7_DESC,"Clear Floor {1} of the Tower of Challenge"
MISSION_CLEARTOWER11_FLOOR_1_DESC,"Clear Floor {1} of the Tower of Ordeals"
MISSION_CLEARTOWER11_FLOOR_2_DESC,"Clear Floor {1} of the Tower of Ordeals"
MISSION_CLEARTOWER999_FLOOR_1_DESC,"Clear Floor {1} of the Royal Treasury"
MISSION_CLEARTOWER999_FLOOR_2_DESC,"Clear Floor {1} of the Royal Treasury"
MISSION_CLEARTOWER999_FLOOR_3_DESC,"Clear Floor {1} of the Royal Treasury"
MISSION_CLEARTOWER999_FLOOR_4_DESC,"Clear Floor {1} of the Royal Treasury"
MISSION_CLEARTOWER999_FLOOR_5_DESC,"Clear Floor {1} of the Royal Treasury"
MISSION_WORLDBOSS_PLAYTIME1_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME2_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME3_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME4_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME5_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME6_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME7_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME8_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME9_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME10_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME1_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME2_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME3_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME4_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME5_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME6_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME7_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME8_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME9_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_PLAYTIME10_DESC,"Challenge the World Boss {1} Times."
MISSION_WORLDBOSS_DAMAGE1_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE2_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE3_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE4_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE5_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE6_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE7_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE8_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE9_NAME,"A Hero by Hobby!{1}"
MISSION_WORLDBOSS_DAMAGE1_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE2_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE3_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE4_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE5_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE6_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE7_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE8_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_DAMAGE9_DESC,"Deal {1} DMG to the World Boss in a single battle."
MISSION_WORLDBOSS_PLAYTIME11_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME12_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME13_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME14_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME15_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME16_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME17_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME18_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME19_NAME,"Challenges are Golden, my Friend {1}"
MISSION_WORLDBOSS_PLAYTIME20_NAME,"Challenges are Golden, my Friend {1}"
