KEY,"Korean"
RESULT_TYPE_NOT_ENOUGH_GOLD,"골드가 부족합니다."
RESULT_TYPE_NOT_ENOUGH_GEM,"루비가 부족합니다."
RESULT_TYPE_INSUFFICIENT_ITEM,"재료아이템이 부족합니다."
RESULT_TYPE_GRADE_DATA_NOT_FOUND,"등급정보를 찾을 수 없습니다."
RESULT_TYPE_CANNOT_UPGRADE_YET,"아직 강화할 수 없습니다."
RESULT_TYPE_EQUIP_CODE_NOT_FOUND,"장비코드를 찾을 수 없습니다."
RESULT_TYPE_REQ_GOLD_NOT_FOUND,"필요한 골드정보를 찾을 수 없습니다."
RESULT_TYPE_REQ_ITEM_DATA_NOT_FOUND,"필요한 재료아이템정보를 찾을 수 없습니다."
RESULT_TYPE_SESSION_ERROR,"세션이 만료되었습니다."
RESULT_TYPE_ACCOUNT_ERROR,"잘못된 계정입니다."
RESULT_TYPE_UNHANDLED,"처리되지 않았습니다."
RESULT_TYPE_HTTP_ERROR,"웹요청이 실패하였습니다."
RESULT_TYPE_PARSING_ERROR,"응답구문이 잘못되었습니다."
RESULT_TYPE_MAX_JOIN_REQUEST,"가입 요청 횟수가 초과했습니다.\n일부 요청을 취소하고 계속 진행하세요"
RESULT_TYPE_MAX_GUILD_MAX_JOIN_REQUEST,"가입 요청 길드의 요청 수를 초과되었습니다."
RESULT_TYPE_MATERIAL_EQUIP_ITEM_PRICE_ERROR,"필요한 가격이 잘못되었습니다."
RESULT_TYPE_NO_UPGRADABLE_MATERIAL_EQUIP_ITEM,"잘못된 장비재료입니다."
RESULT_TYPE_NOT_OWNED_MATERIAL_EQUIP_ITEM,"소지하지 않은 장비재료입니다."
RESULT_TYPE_NOT_ENOUGH_TEAM_LEVEL,"팀레벨이 낮습니다."
RESULT_TYPE_MAX_MEMBER,"길드원 수가 최대입니다."
RESULT_TYPE_INVALID_RANK,"길드원 권한이 맞지 않습니다."
RESULT_TYPE_GUILD_JOIN_NOT_REQUESTED,"가입 요청 정보를 찾을 수 없습니다."
RESULT_TYPE_NAME_DUPLICATED,"중복된 이름입니다."
RESULT_TYPE_GUILD_MEMBER_EXIST,"길드원이 아직 존재합니다."
RESULT_TYPE_ALREADY_REGISTERED_MERCENARY,"이미 용병으로 등록한 영웅입니다."
RESULT_TYPE_MAX_MERCENARY,"최대 용병 등록 수를 초과하였습니다."
RESULT_TYPE_NOT_REGISTERED_MERCENARY,"등록되지 않은 용병입니다."
RESULT_TYPE_ALREADY_JOINED,"이미 길드에 가입되어 있습니다."
RESULT_TYPE_EQUIP_DATA_NOT_FOUND,"장비정보가 존재하지 않습니다."
RESULT_TYPE_EQUIPPED,"착용중인 장비입니다."
GUILD_INSUFFICIENT_TEAMLEVEL,"팀레벨 {1}이상일 때 이용할 수 있습니다."
GUILD_INSUFFICIENT_CREATE_GOLD,"길드를 창설할 수 없습니다.\n300,000 골드가 필요합니다."
GUILD_JOIN_REQUEST_COMPLETED,"해당길드에 가입을 요청했습니다.\n요청이 수락되면 즉시 가입됩니다."
GUILD_WITHDRAW_CONFIRM,"길드를 탈퇴하시겠습니까?"
GUILD_DESTROY_CONFIRM,"길드를 해체하면 지금까지의 노력이 물거품될 수 있습니다.\n그래도 정말 해체하겠습니까?"
GUILD_MERCENARY_RETURN_REWARD,"영웅이 임무 마치고 복귀했습니다.\n{1}골드 획득"
GUILD_DELEGATE_MASTER,"{1} 님에게\n마스터 직급을 이양하겠습니까?"
GUILD_FREE_JOIN,"자유 가입"
GUILD_ACCEPT_JOIN,"승인 가입"
GUILD_ACTIVITY_RANKING,"{1} 위"
GUILD_REQTEAMLEVEL,"팀레벨 {1}이상"
GUILD_RANK_MASTER,"마스터"
GUILD_RANK_ADMIN,"관리자"
GUILD_RANK_MEMBER,"길드원"
GUILD_LASTLOGINTIME_TODAY,"오늘"
GUILD_LASTLOGINTIME_DAY,"{1}일"
GUILD_MERCENARY_REGISTER_ELAPSED_HOUR,"{1}시간"
GUILD_MERCENARY_REGISTER_HOUR_NOT_ELAPSED,"1시간미만"
GUILD_MERCENARY_REGISTER_CONFIRM,"용병으로 등록된 영웅은 원정 임무에 참가할 수 없습니다.\n이 영웅을 용병으로 등록하겠습니까?"
SHOP_DEFAULT,"새로운 물건은 {1}에 들어올 예정이에요."
SHOP_BUY_WITH_GOLD,"꼭 필요할 거라 생각했어요."
SHOP_BUY_WITH_GEM,"와~ 오늘은 케이크를 사먹을 수 있겠어요."
ENTER_TRIAL_DUNGEON,"던전 입장"
TRIAL_DUNGEON_KEY_FULL,"회복됨"
TRIAL_DUNGEON_KEY_REMAIN_HOUR,"{1}H 후 회복"
TRIAL_DUNGEON_KEY_REMAIN_MINUTE,"{1}M 후 회복"
SKILL_DESCRIPTION_110,"검을 종으로 연속으로 돌려 찍어 두번째 공격에 빛이 터지며 데미지를 입힌다.\n 샘플 {1} 데미지, 샘플2 {2} 데미지"
RESCOLLECT_GOLD,"골드"
RESCOLLECT_COLLECTPERHOUR,"({1}개 / 시간)"
RESCOLLECT_ITEMCOUNT,"{1}개"
RESCOLLECT_COLLECTING_REMAIN_TIME,"탐색을 통해 자원 확보중..\n{1}시간 {2}분 후 귀환"
RESCOLLECT_COLLECT_COMPLETED,"탐색 완료"
RESCOLLECT_NOGUILD,"소속길드없음"
RESCOLLECT_COLLECTING,"채집중"
RESCOLLECT_PLUNDER_END_DAY_UNIT,"일"
RESCOLLECT_PLUNDER_END_HOUR_UNIT,"시간"
RESCOLLECT_PLUNDER_END_MINUTE_UNIT,"분"
RESCOLLECT_PLUNDER_END_BEFORE,"전"
RESCOLLECT_COLLECT_COMPLETE_MSG,"탐색을 통해 {1}을(를) 발견했습니다."
RESCOLLECT_COLLECT_RESULT_GOLD,"[FFFF00]골드[-]"
RESCOLLECT_PLUNDER_SUCCESS,"약탈 성공"
RESCOLLECT_PLUNDER_SUCCESS_MSG,"약탈을 통해 {1}을(를) 빼앗았습니다!"
RESCOLLECT_NO_TEAM,"원정 가능한 팀이 없습니다."
RESCOLLECT_COLLECT_STARTED,"원정 임무가 시작되었습니다."
RESCOLLECT_START_COLLECT,"임무 시작"
RESCOLLECT_START_PLUNDER,"약탈 시작"
RESCOLLECT_START_CHASE,"추격 시작"
RESULT_TYPE_LOG_NOT_FOUND,"존재하지 않는 전투기록입니다."
RESULT_TYPE_INVALID_PLUNDER_RESULT,"잘못된 전투기록입니다."
RESULT_TYPE_ALREADY_CHASED,"이미 추격을 했습니다."
RESULT_TYPE_INVALID_CHAPTER_INDEX,"잘못된 임무 장소입니다."
RESULT_TYPE_COLLECT_NODE_NOT_FOUND,"임무 대상 장소를 찾을 수 없습니다."
RESULT_TYPE_COLLECT_ENDED,"이미 채집이 종료되었습니다."
RESULT_TYPE_DEAD_HERO_EXIST,"사망한 영웅은 약탈을 할 수 없습니다."
RESULT_TYPE_USER_CHASE_INFO_NOT_FOUND,"추격 정보를 찾을 수 없습니다."
RESULT_TYPE_COLLECT_INFO_NOT_FOUND,"원정 임무 정보를 찾을 수 없습니다."
RESULT_TYPE_INVALID_TEAM_SLOT,"잘못된 원정 임무 파티입니다."
RESULT_TYPE_ALREADY_HARVESTED,"이미 임무가 완료되었습니다."
RESULT_TYPE_MAX_DAILY_QUICK_COMPLETE_COLLECT,"오늘 최대 빠른 완료 횟수에 도달했습니다."
RESULT_TYPE_COLLECT_NOT_ENDED,"아직 임무가 끝나지 않았습니다."
RESULT_TYPE_RECORD_NOT_FOUND,"존재하지 않는 리플레이 기록입니다."
RESULT_TYPE_ALREADY_DEFEND_REWARDED,"이미 약탈 방어 보상을 받았습니다."
RESULT_TYPE_MAX_PLUNDER_DEFEND_REWARD,"하루 최대 가능 약탈 방어 보상 횟수에 도달했습니다."
RESULT_TYPE_CHAPTER_NOT_COMPLETED,"해당 장이 아직 완료되지 않았습니다."
RESULT_TYPE_VIP_LEVEL_DATA_NOT_FOUND,"VIP 레벨 데이터를 찾을 수 없습니다."
RESULT_TYPE_MAX_RES_COLLECT_TEAM,"현재 모든 팀이 임무 중입니다."
RESULT_TYPE_NOW_COLLECTING,"현재 팀은 임무 중입니다."
RESULT_TYPE_INVALID_HERO_INDEX,"이미 임무 중이거나 없는 영웅입니다."
MOVE_WORLDMAP_CONFIRM,"다음 챕터로 이동하겠습니까?\n{1}"
CANNOT_MOVE_CHAPTER_NOT_COMPLETED,"아직 챕터를 클리어하지 않아서 이동할 수 없습니다."
CANNOT_MOVE_CHAPTER_NOT_EXIST,"다음 챕터를 기대해주세요."
