KEY,Portuguese
GUILD_MERCENARY_RETURN_REWARD_GUILDPOINT,Adquira {1} Pontos da Guilda
RESCOLLECT_PLUNDER_END_DAY_UNIT,Dia
RESCOLLECT_PLUNDER_END_HOUR_UNIT,Hora
RESCOLLECT_PLUNDER_END_MINUTE_UNIT,Minuto
RESCOLLECT_PLUNDER_END_BEFORE,Antes
RESCOLLECT_NO_TEAM,Não há equipes de expedição disponíveis.
RESCOLLECT_COLLECT_STARTED,A missão da expedição começou.
RESCOLLECT_START_COLLECT,Missão Iniciada
RESCOLLECT_START_PLUNDER,Comece a Pilhagem
RESCOLLECT_START_CHASE,Caçar
RESCOLLECT_COLLECT_RESULT_GOLD,[FFFF00]Ouro[-]
RESCOLLECT_NOGUILD,Não há Guildas
RESCOLLECT_ITEMCOUNT,{1}
RESCOLLECT_COLLECTPERHOUR,({1}/hr)
RESCOLLECT_COLLECTING_REMAIN_TIME,Recolher recursos por meio de pesquisa....\nRetorna após {1}h {2}m
RESCOLLECT_COLLECT_COMPLETED,Busca completa
RESCOLLECT_COLLECT_COMPLETE_MSG,Descoberto {1} por meio de pesquisa!
RESCOLLECT_COLLECTING,Buscando...
RESCOLLECT_PLUNDER_SUCCESS,Pilhagem com sucesso
RESCOLLECT_PLUNDER_SUCCESS_MSG,Adquiriu {1} por pilhagem.
RESCOLLECT_BUY_CHEESE,Comprar {1} Vigor de Pilhagem.
RESCOLLECT_GIVEUP_PLUNDER_CONFIRM,Quer desistir da pilhagem que você descobriu?
ENTER_TRIAL_DUNGEON,Entrar na masmorra
TRIAL_DUNGEON_HERO_KNIGHT,Provações do cavaleiro
TRIAL_DUNGEON_HERO_WARRIOR,Provações do guerreiro
TRIAL_DUNGEON_HERO_ASSASSIN,Provações do assassino
TRIAL_DUNGEON_HERO_ARCHER,Provações do arqueiro
TRIAL_DUNGEON_HERO_MECHANIC,Provações do maquinista
TRIAL_DUNGEON_HERO_WIZARD,Provações do feiticeiro
TRIAL_DUNGEON_HERO_PRIEST,Provações do sacerdote
TRIAL_RESET_CHALLENGE_CHANCE_CONFIRM,Você usou todas as oportunidades de desafio disponíveis para {1}. \nVocê quer desafiar a provação novamente?
TRIAL_RESET_PLAY_KEY_CONFIRM,Não é possível entrar devido a chaves insuficientes.\nVocê quer recarregar as chaves?
TRIAL_RESET_PLAY_KEY_CONFIRM_COUNT,Não foi possível entrar devido a chaves insuficientes.\nDeseja recarregar as {1} chaves?
INVENTORY_ITEM_ACTION_SELL,Vender
INVENTORY_ASK_SELL_COUNT_MESSAGE,Decida a quantidade a vender.
INVENTORY_ORIGIN_DESC,{1} Capítulo {2}
EQUIP_ASK_UNLOCK_WEAPON_EQUIP,Você quer abrir o segundo espaço da arma?
EQUIP_ASK_UNLOCK_ARMOR_EQUIP,Você quer abrir o segundo espaço da proteção do equipamento?
EQUIP_UNLOCK_ACTION,Desbloquear
EQUIP_ASK_EXTEND_MESSAGE,Deseja adicionar {1} espaços ao seu Inventário?
EQUIP_ASK_EXTEND_MESSAGE_1,É possível expandir até no máximo {1} espaços.
EQUIP_ASK_EXTEND_MESSAGE_2,(Espaços no Inventário: {1}/{2})
EQUIP_EXTEND_ACTION,Expandir
EQUIP_ASK_SELL,Vende {1}
EQUIP_ASK_EQUIP_TITLE,Equipar
EQUIP_ASK_UNEQUIP_TITLE,Remover
EQUIP_ASK_EQUIP,Deseja equipar {1}?
EQUIP_ERROR_ALREADY_EQUIPPED,Um equipamento já está equipado.
EQUIP_ASK_SELECT_EQUIP_MESSAGE,Selecionar o espaço que você quer equipar o equipamento.
EQUIP_ASK_SELECT_EQUIP_FIRST,Espaço básico
EQUIP_ASK_SELECT_EQUIP_SECOND,Espaço expandido
EQUIP_ASK_EQUIP_OVERWRITE_MESSAGE,Um equipamento já está equipado.\nDeseja equipar esse equipamento depois de remover o atual?
EQUIP_ASK_EQUIP_REMOVE,Remover
EQUIP_ASK_EQUIP_PRESERVE,Manter
EQUIP_ASK_EQUIP_PRESERVE_CONFIRM,Você quer manter o equipamento que você está vestindo\ne equipar o novo equipamento?
EQUIP_ASK_EQUIP_REMOVE_CONFIRM,Você quer remover o equipamento que você está vestindo\ne equipar o novo equipamento?
EQUIP_ASK_UNEQUIP_MESSAGE,Você pode remover ou manter o equipamento.
EQUIP_ASK_UNEQUIP_PRESERVE_CONFIRM,Deseja manter o equipamento?
EQUIP_ASK_UNEQUIP_REMOVE_CONFIRM,Deseja remover o equipamento?
EQUIP_ERROR_NOT_EQUIPPED,O equipamento não está equipado.
EQUIP_ASK_ENCHANT_OPTION_TITLE,Reavaliar
EQUIP_ASK_ENCHANT_OPTION,Deseja reavaliar a opção?
EQUIP_ASK_ENCHANT_OPTION_CONFIRM_TITLE,Opções de uso
EQUIP_ASK_ENCHANT_OPTION_CONFIRM,Deseja usar a opção?
EQUIP_ASK_ENCHANT_OPTION_CANCEL_TITLE,Reverter opção?
EQUIP_ASK_ENCHANT_OPTION_CANCEL,Deseja reverter a opção?
EQUIP_ASK_ENCHANT_RESULT_MESSAGE,[FFF8000][00FF00]{1}[-] [FFFFFF]{2}[-] mudou para\n[00FF00]{3}[-] [FFFFFF]{4}[-] \ndepois da reavaliação
EQUIP_UPGRADE_PROGRESSING,[FFFF00]Realçando[-]
EQUIP_ERROR_UPGRADE_EXP_FULL,Excedeu o EXP necessário para realçar.
EQUIP_ERROR_MATERIAL_FULL,Não é possível colocar mais materiais.
RANDOM_OPTION,Opções adicionais
EQUIP_RANDOM_OPTION_COUNT,Opções adicionais
START_BATTLE,Iniciar batalha
MATCH_START_BUTTON_LABEL,Registrar partida
MATCH_TOP_PERCENTAGE,Top {1}%
MATCH_SEASON_REMAIN_LABEL,{1}d{2}h restantes
MATCH_BATTLE_SERVER_CONNECT_FAIL,Falha na conexão do servidor de batalha
MATCH_BATTLE_SERVER_DISCONNECTED,Servidor de batalha desconectado
MATCH_BATTLE_SERVER_START_FAIL,Falha no início da batalha.
MATCH_OFFLINE_PVP_RESULT_FAILED,Falha na solicitação de resultado de correspondência.
MATCH_DAILY_REWARD_SENDERNAME,Gerente de arena
MATCH_DAILY_REWARD_TITLE,Recompensa diária da Liga da Vitória.
MATCH_DAILY_REWARD_CONTENT,Recompensa diária da Liga da Vitória. Série: {1} {2}. Classificação: {3}
MATCH_DAILY_REWARD_NOLEVEL_CONTENT,Recompensa diária da Liga da Vitória. Série: {1}. Classificação: {2}
MATCH_SEASON_REWARD_SENDERNAME,Temporadora
MATCH_SEASON_REWARD_TITLE,Recompensa da temporada da Liga da Vitória.
MATCH_SEASON_REWARD_CONTENT,Recompensa da temporada da Liga da Vitória. Série: {1} {2}. Classificação: {3}
MATCH_SEASON_REWARD_NOLEVEL_CONTENT,Recompensa da temporada da Liga da Honra. Série: {1}. Classificação: {2}
MATCH_HISTORY_WIN_SCORE,Seus pontos aumentaram em [FFFF20] {1} pontos [-] por vencer a batalha.
MATCH_HISTORY_WIN,Ganhou a batalha.
MATCH_HISTORY_LOSE_SCORE,Seus pontos diminuíram em [FFFF20] {1} pontos [-] por perder a batalha.
MATCH_HISTORY_LOSE,Perdeu a batalha
MATCH_HISTORY_TIME_MINUTE,{1} min atrás
MATCH_HISTORY_TIME_HOUR,{1} hr atrás
MATCH_HISTORY_TIME_DAY,{1} dia atrás
MATCH_RANKING_SCORE,{1} pontos
MATCH_FINDING_TARGET,Procurando um oponente.
MATCH_FOUND_TARGET,Encontrado um oponente.
BATTLE.EXIT_REPLAY_CONFIRM,Você vai desligar o replay?
MATCH_PICKBAN_WEEKLY_REWARD_SENDERNAME,Administrador da Arena
MATCH_PICKBAN_WEEKLY_REWARD_TITLE,Recompensa semanal da Classificação no Servidor da Liga da Honra.
MATCH_PICKBAN_WEEKLY_REWARD_CONTENT,Recompensa semanal da Classificação no Servidor da Liga da Honra. Série de Servidor {1} Etapa {2}. Classificação: {3}
MATCH_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,Recompensa semanal da Classificação no Servidor da Liga da Honra. Série de Servidor {1}. Classificação: {2}
MATCH_PICKBAN_SEASON_REWARD_SENDERNAME,Administrador de Temporada
MATCH_PICKBAN_SEASON_REWARD_TITLE,Recompensa da temporada da Classificação no Servidor da Liga da Honra.
MATCH_PICKBAN_SEASON_REWARD_CONTENT,Recompensa da temporada da Classificação no Servidor da Liga da Honra. Série de Servidor {1} Etapa {2}. Classificação: {3}
MATCH_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,Recompensa da temporada da Classificação no Servidor da Liga da Honra. Série de Servidor {1}. Classificação: {2}
MATCH_PICKBAN_DAILY_REWARD_SENDERNAME,Administrador da Arena
MATCH_PICKBAN_DAILY_REWARD_TITLE,Recompensa diária da Classificação no Servidor da Liga da Honra.
MATCH_PICKBAN_DAILY_REWARD_CONTENT,Recompensa diária da Classificação no Servidor da Liga da Honra. Série de Servidor {1} Etapa {2}. Classificação: {3}
MATCH_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,Recompensa diária da Classificação no Servidor da Liga da Honra. Série de Servidor {1}. Classificação: {2}
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_SENDERNAME,Administrador da Arena
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_TITLE,Recompensa semanal da Classificação no Mundo da Liga da Honra.
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_CONTENT,Recompensa semanal da Classificação no Mundo da Liga da Honra. Série de Mundo {1} Etapa {2}. Classificação: {3}
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,Recompensa semanal da Classificação no Mundo da Liga da Honra. Série de Mundo {1}. Classificação: {2}
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_SENDERNAME,Administrador de Temporada
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_TITLE,Recompensa da temporada da Classificação no Mundo da Liga da Honra.
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_CONTENT,Recompensa da temporada da Classificação no Mundo da Liga da Honra. Série de Mundo {1} Etapa {2}. Classificação: {3}
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,Recompensa da temporada da Classificação no Mundo da Liga da Honra. Série de Mundo {1}. Classificação: {2}
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_SENDERNAME,Administrador da Arena
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_TITLE,Recompensa diária da Classificação no Mundo da Liga da Honra.
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_CONTENT,Recompensa diária da Classificação no Mundo da Liga da Honra. Série de Mundo {1} Etapa {2}. Classificação: {3}
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,Recompensa diária da Classificação no Mundo da Liga da Honra. Série de Mundo {1}. Classificação: {2}
FRIEND_BECOME_FRIEND,Você se tornou [FFFF00] amigo [-] de [FFFF00]{1}[-]
FRIEND_ASK_ACCEPT_FRIEND,Deseja [FFFF00]aceitar[-] o [FFFF00]pedido de amizade[-] de [FFFF00]{1}[-]?
FRIEND_ASK_DENY_FRIEND,Deseja [FFFF00]recusar[-] o [FFFF00]pedido de amizade[-] de [FFFF00]{1}[-]?
FRIEND_ASK_DELETE_FRIEND,Deseja remover [FFFF00]{1}[-] da sua [FFFF00]lista de amigos[-]?
FRIEND_ASK_INVITE_FRIEND,Deseja enviar [FFFF00]{1}[-] um [FFFF00]pedido de amizade[-]?
FRIEND_ASK_INVITE_PARTY,Você [FFFF00]convidaria[-] [FFFF00]{1}[-] para a sua equipe?
MAIL_DELETE_DAYS_AFTER,Excluir após {1} d
MAIL_DELETE_HOURS_AFTER,Excluir após {1} hr
MAIL_DELETE_MINUTES_AFTER,Excluir após {1} min
FirstClearRuby_Mail_Title,Recompensa em lote pela primeira conclusão de Fase
FirstClearRuby_Mail_Desc,Receba a recompensa em lote por concluir uma fase pela primeira vez e pela eliminação dos níveis de dificuldade.
LANGUAGE_CHANGE_CONFIRM,O King's Raid será reiniciado para alterar o idioma para {1}.\nAguarde.
MAP_CANNOT_MOVE_CHAPTER_NOT_EXIST,Nao é possível mover porque o capítulo não existe.
MAP_CANNOT_MOVE_CHAPTER_NOT_COMPLETED,Não é possível mover porque você ainda não concluiu o capítulo.
MAP_MOVE_CHAPTER_CONFIRM,Deseja seguir para o próximo local?\n{1}
DAILYMISSION_NAME,Missão de hoje
MISSION_NAME,Conquistas da missão
MISSION_PROGRESSING,Em progresso
MISSION_COMPLETE,Missao concluída
MISSION_SUBTYPE_ACCOUNT,Conta
MISSION_SUBTYPE_BRAVERY,Bravura
MISSION_SUBTYPE_GOODS,Bens
MISSION_SUBTYPE_GUILD,Guilda
MISSION_SUBTYPE_HERO,Heróis
MISSION_SUBTYPE_ITEM,Item
MISSION_SUBTYPE_CONTENTS,Conteúdo
DUNGEON_REWARD_ITEM,Recompensa
DUNGEON_REWARD_DESC,Pode adquirir {1}
DUNGEON_REMAIN_ENTERCOUNT,{1} vezes restantes
UI_ENDBATTLE_GAINEXP,EXP adquirido
UI_ENDBATTLE_GAINGOLD,Ouro adquirido
UI_ENDBATTLELOSE_ANNOUNCEMENT,Tente novamente depois de melhorar seus heróis e equipamentos!
UI_COMMON_RETRY,Tentar novamente
UI_ENDCAMPAIGN_REWARDTEXT,Saque
UI_ENDBATTLEREWARD_ITEMCOUNT,Um total de {1}
DUNGEON_GOLD_REWARD,Ouro adquirido
COMMON_TOTAL,Todos
MYHERO_LIST,Lista de heróis
HEROLIST_GUILD_MERCENARY,Lista de mercenários da guilda
COMMON_EQUIP,Equipamento
COMMON_HERO_SKILL,Poderes
EQUIP_REBUILD_COMPLETE,Reavaliação completa
DO_APPLY,Aplicar
DO_NOT_APPLY,Não aplique
COMMON_SELLPRICE,Preço de venda
EQUIP_INFO_TAKEOFF,Desequipar
EQUIP_UPGRADE,Realçar Equipamento
EQUIP_LEVELUP_CONFIRM1,Melhorar
HERO_SKILL_INFO,Info de Poder
HERO_SKILL_INFO_LINE,Info de Poder
HERO_INFO_UPGRADE_CONFIRM1,Atualização
UI_VIEW_HERO,Ver heróis
FRIEND_REQUEST,Pedido de amizade
ITEM_CONSUMABLE,Consumíveis
ITEM_MATERIAL,Materiais
ITEM_SOULSTONE,Pedra da Alma
ITEM_UPGRADEBOOK,Atualizar o livro
INVENTORY_RECIPE_TITLE,Fabricar com receita
UI_RECIPE_CREATE,Fabricar
UI_SELL_PRICE,Preço de venda
UI_MAIL_ATTACHMENT,Anexos
UI_RECEIVE,Reivindicar
CONTENT_MAILBOX,Caixa de correio
UI_MAILBOX_EMPTY,A caixa de correio está vazia
PVP_CURRENT_LEAGUE_RANK,Classificação atual da liga
COMMON_WINNING_RATE,Taxa de vitória
UI_PVP_REWARD_TITLE,Recompensas da arena
PVP_FIRST_REWARD,Recompensa de realização
HERO_IS_COLLECTING,Missão de expedição
HERO_IS_DEAD,Morto
GUILD_MEMMERMANAGE_LASTLOGIN,Último login
VIPLEVEL_TOO_LOE,Nível VIP insuficiente
UI_RETURN_TO_CITY,Ir para a cidade
UI_ENTER_TOWN,Entrar na cidade
ARENA,Arena
EVENT_DUNGEON,Evento na masmorra
TRIAL_DUNGEON,Sala das Provações
UI_KOREAN,Inglês
UI_SELECT_AVATAR,Selecione o herói líder
PROFILE,Perfil
LANGUAGE,Idioma
COMMON_BUYAGAIN,Recompra
GUILD_CREATE_COST1,Custo do estabelecimento da Guilda
GUILD_CREATE_BUTTON,Fundar Guilda
GUILD_NAME_POSSIBLE,Disponível
GUILD_NAME_NOT_POSSIBLE,Indisponível
GUILD_TEAMLEVEL_LIMIT,Limite de nível
GUILD_DISMISS_ADMIN,Ignorar gerente
INVENTORY_USE_EFFECT,Efeitos
INVENTORY_USE_ITEM,Usar
PLUNDER_LOG,Recorde de batalha
PLUNDER_NEW_MATCHING,Nova Partida
COMMON_REFIND,Procurar novamente
TITLE_PLUNDER,Ataque
PLUNDER_ITEM,Saque
PLUNDER_AMOUNT,Quantidade de saque
COLLECT_ITEM,Itens colecionados
COLLECT_COUNT,Numero coletado
COLLECT_QUICK_COMPLETE,Termina agora
COLLECT_GET_ITEM,Adquirir recurso
VIEW_PLUNDER,Ver saque
VIEW_COLLECT,Status da expedição
TITLE_PLUNDER1,Interromper pesquisa
PLUNDER_DESCRIPTION,Você pode tirar recursos de usuários que estão fazendo atividades de pesquisa nesta área.
PLUNDER_TYPE_ITEM,Item comum
TITLE_SELECT_COLLECT_RESOURCE,Atividade de pesquisa
RESOURCE_COLLECT_DESCRIPTION,"Por meio de uma atividade de pesquisa, você pode adquirir itens aleatórios disponíveis nesta área."
SHOP_RESTOCK1,Redefinir lista
SHOP_INVENTORY_ITEM_COUNT,Quantidade de propriedade
SHOP_TOTAL_SELL_PRICE,Preço de venda total
MISSION_TODAY,Missão de hoje
MISSON_ACHIEVEMENT,Conquistas da missão
MISSION_HERO,Missão do herói
MISSION_COMPLETED,Missão concluída
MISSION_INPROGRESS,Em progresso
MISSION_STATUS_COMPLETED,Missão completa
NICK_CREATE_TITLE,Criar apelido
MESSAGE_REWARDED,Recompensas adquiridas acima.
DUNGEON_REWARD,Itens adquiridos
COMMON_REWARD,Recompensa
TRIAL_CHALLENGABLE,Possível desafiar
COMMON_INIT,Restabelecer
UI_RANKERS_EMPTY,Não há usuários que pertencem a esse campeonato.
NO_PARTY_HEROES,Não há membros de equipe configurada. Forme uma equipe.
NO_REQ_HEROES,Condições para entrar não foram cumpridas. Adeque-se às condições de entrada e tente novamente.
NO_TEAM_HEROS,Não há nenhuma equipe configurada. Configure sua equipe.
NOT_REQ_HEROES,Este herói não se enquadra nas condições de entrada. Selecione um herói que se enquadre nas condições de entrada.
INSUFFICIENT_PARTY_HEROES_CONFIRM,Membros do partido insuficientes. Deseja prosseguir?
LOGIN_PATCH,Recebendo atualizações...{1}/{2}
MAP_CITY_ENTRY,Entre na cidade
MAP_CITY_EXIT,Pelo mapa
UI_MOVE_PORTAL,Portal
BATTLE_REWARD_NUMBER,Um total de {1}
UI_FRIEND_RECOMMEND_TITLE,Amigos sugeridos
FRIEND_NOT_RESULT,O amigo não pode ser encontrado.
GUILD_MEMBER_MANAGE_LASTLOGINTIME,Ignorar gerente
UI_MOVE_CHAPTER,Ir ao capítulo
WORLDMAP_CANNOT_VISIT_NODE,Você não pode ir até lá ainda.
BATTLE_TIME_LIMIT,Tempo restante
SKILL_USE_RESULT_NOT_BATTLE,Não na batalha
SKILL_USE_RESULT_DEAD,Morto
SKILL_USE_RESULT_CASTING,Lançando...
SKILL_USE_RESULT_RESERVE,Reservado
SKILL_USE_RESULT_INVALID_STATE,Penalidade
SKILL_USE_RESULT_COOLTIME,Recarga
SKILL_USE_RESULT_INVALID_TARGET,Sem alvos
SKILL_USE_RESULT_INVALID_SKILL_LEVEL,Erro
SKILL_USE_RESULT_TARGET_TOO_FAR,Fora de alcance
SKILL_USE_RESULT_TARGET_TOO_NEAR,Muito perto
MOVE_TO_DUNGEON_ASK_MESSAGE,Deseja ir para a masmorra?
MOVE_TO_DUNGEON_ASK_TITLE,Ir para masmorra
CHANNEL_CHATTING_CONNECTED,Você entrou no Canal {1}
CHANNEL_CHATTING_DISCONNECTED,Você saiu do Canal.
CHAT_ASK_REMOVE_WHISPER_USER,Deseja excluir seu histórico de conversa com {1}
SKILL_TYPE_PASSIVE,Passivo
SKILL_TYPE_ACTIVE,Ativo
SKILL_TYPE_AUTO,Auto
COMMON_ETC,Outros
RESULT_DAMAGE_STATISTICS,Estatísticas
MOVE_GOLD_SHOP_CONFIRM,Ouro insuficiente.\nDeseja ir para a loja especial?
MOVE_GUILD_MENU_CONFIRM,Moedas da guilda insuficientes.\nVocê pode adquirir moedas da guilda por meio de suas atividades.\nDeseja ir para a Guilda?
MOVE_MATCH_MENU_CONFIRM,Moedas de duelo insuficientes.\nVocê pode adquirir moedas de duelo por meio da arena.\nDeseja participar da arena agora?
MOVE_GEM_SHOP_CONFIRM,Rubis insuficientes.\nDeseja ir para a loja de Rubi?
SHOP_MAX_STOCK,Número de produtos: {1}
SHOP_GOODS_LIST,Itens da lista: {1}
SHOP_RESTOCK_CONFIRM,Traz novos itens para a Loja consumindo {1}.\nDeseja reabastecer?
RESULT_DAMAGE_STATISTICS_PLAYER,Danos causados por [00FF00]aliados[-]
RESULT_DAMAGE_STATISTICS_ENEMY,Danos causados por [FF0000]inimigos[-]
RESULT_DAMAGE_STATISTICS_NUMBER,{1}
UI_CHATING,Bate-papo
DUNGEON_CHALLENGE_CHANCE,Oportunidade de desafio
LOADING_TIP_SKILL_LEVEL,※ O desempenho dos poderes é baseado no nível {1}.
RESULT_TYPE_NO_GUILD,A guilda não existe.
GUILD_NAME_INPUT_ERROR,Nome de guilda inválido.
GUILD_INVITE_NOT_PLAYER,Nenhum usuário esperando para admissão.
ARENA_BATTLE_WIN,{1} Vitórias
ARENA_BATTLE_LOSE,{1} Derrotas
ARENA_RANKING,Classificado em {1}
COMMON_RECOVER,Recuperação
MISSION_NO_COMPLETED_MISSION,Nenhuma missão concluída.
GUILD_NO_SEARCH_GUILD,Não é possível encontrar uma guilda com esse nome.
MISSION_REWARD_COMPLETED,Afirmação
MISSION_STATUS_REWARD_COMPLETED,Concluído
MISSION_STATUS_REWARD_COMPLETED2,(Concluído)
COMMON_MOVE,Mover
BATTLE_STATS,Estatísticas da batalha
STATISTICS,Estatísticas
COMMON_CHANNEL,Via
GUILD_CHATTING,Bate-papo da Guilda
CHATTING_SEND,Transmitir
COMMON_RECENT,Agora
GUILD_NOT_JOINED,Não é possível encontrar a guilda a qual você se juntou.
SHOP_NAME_NORMAL,Loja geral
SHOP_NAME_GUILD,Loja da Guilda
SHOP_NAME_ARENA,Loja da Liga da Vitória
SHOP_NAME_ROYAL,Loja real
SHOP_NAME_RAID,Loja de Incursão
SHOP_NAME_BLACKMARKET,Mercado negro
SHOP_NAME_GOBLIN,Loja Goblin
MONEY_TYPE_GUILD,Moeda da guilda
MONEY_TYPE_ARENA,Moeda da arena
MONEY_TYPE_ROYAL,Moeda real
MONEY_TYPE_RAID,Moeda de Incursão
SHOP_SELECT_ITEM,Selecione os itens desejados.
SHOP_ALL_SOLDOUT,Tudo esgotado
COST_TYPE_GUILDPOINT,Pontos da guilda
SHOP_LIST,Lista de lojas
COST_TYPE_KEY,Chave
COST_TYPE_SWORD,Espada
COST_TYPE_STAMINA,Vigor
RECOLLECT_SEARCH_RESULT,Descobriu {1} na pesquisa!
RECOLLECT_PLUNDER_RESULT,Adquiriu {1} por pilhagem.
RECOLLECT_INVENTORY_STORAGE,Toque na tela para guardar no Inventário.
RESULT_TYPE_EQUIP_ITEM_FULL,O inventário está cheio.
SHOP_ROYAL_COIN_MESSAGE,Moedas reais insuficientes.\nVocê pode adquirir Moedas Reais através do Muro de defesa do Castelo.\nDeseja se juntar ao Muro de defesa do Castelo agora?
SHOP_GOBLIN_EXIT_MESSAGE,"Se sair agora, ele não estará disponível\naté nos encontrarmos novamente."
SHOP_PRODUCT_RESTOCK,Itens reabastecidos
REPLAY_PLAY,Deseja assistir a repetição novamente?
REPLAY,Assista novamente
BATTLE_PARTY_LEADER_SELECT,Selecione um líder
BATTLE_PARTY_LEADER_POTENCY,Poderes do líder
GUILD_JOIN_MESSAGE,{1} se juntou à guilda.
GUILD_GAME_JOIN_MESSAGE,{1} iniciou sessão no jogo.
GUILD_WITHDRAWAL_MESSAGE,{1} saiu da guilda.
CLASS_ATTRIBUTE,Classe
BATTLE_RECORD_NOT_FOUND,O recorde de batalha não existe.
OPEN_HERO_SHOP_SLOT_CONFIRM,Deseja desbloquear o espaço?
BUY_RUBY_COUNT,{1} Rubi
RUBY_MONTHLY_REMAIN_DAY,Tempo restante\n{1} dias
BUY_GOLD_COUNT,{1} Ouro
VIP_LEVEL_ADD_MSG,"Quando você compra esse item, um {1} adicional será fornecido de acordo com os benefícios VIP."
BUY_RUBY_CONFIRM,Deseja comprar esse produto?
BUY_GOLD_CONFIRM,Deseja comprar esse produto?
BUY_HERO_CONFIRM,Deseja contratar esse herói?
HERO_DUPLICATED_NOT_ALLOWED,Você já tem o mesmo herói no seu baralho.
CLASS_TAG_MELEE,Atributo alto de ataque físico
CLASS_TAG_RANGE,Especialidade de longa distância com ataque físico elevado
CLASS_TAG_MAGIC,Especialidade de ataque mágico
CLASS_TAG_BUFF,Atributos que curam e protegem os aliados.
CLASS_TAG_DEBUFF,Especialidade de causas debilitação e pragas sobre o inimigo
CLASS_TAG_TANK,Alto PV e defesa especial
TRANSCEND_HERO_STAT_CONFIRM,Deseja aplicar pontos de transcendência neste estado?
TRANSCEND_HERO_SKILL_CONFIRM,O nível de habilidade aumenta permanentemente em + 1.\nDeseja transcender esse poder?
MOVE_HERO_SHOP_CONFIRM,Deseja ir para a loja comprar heróis?
RETURN_TO_CITY_CONFIRM,Deseja ir para cidade?
COMMON_HERO_INFO,Geral
HERO_TRANSCEND_NOT_RECOVERED,"(Selecione cuidadosamente, pois não pode ser revertido)"
PAY_SHOP_VIP_POINT,Os pontos VIP aumentam em {1}
COMMON_VIP_BENEFIT,Benefício VIP
HERO_UPGRADE_STAR_POSSIBLE,Possível despertar
EQUIP_STARUP_TEXT,Use os mesmos itens que o alvo\npara despertar o equipamento.\n\nCada despertar aumenta os atributos em {1}%.
EQUIP_AWAKEN_MATERIAL,Materiais de Despertar
HERO_UPGRADE_STAR_EFFECT,Efeitos de Despertar
EQUIP_AWAKEN_TEXT,Selecione os materiais necessários para despertar.
STAT_AWAKEN_CONFIRM,Deseja continuar com o despertar?
EQUIP_UPGRADE_LEVEL,Fase de Realce
