KEY,"English"
CREATURE_TAG_TYPE.WIZARD,"Wizard"
CREATURE_TAG_TYPE.PRIEST,"Priest"
CREATURE_TAG_TYPE.ASSASSIN,"Assassin"
CREATURE_TAG_TYPE.MECHANIC,"Mechanic"
CLASS_TRIAL_REMAIN_TIME,"Will close in {1}:{2}"
CLASS_TRIAL_SELECT,"Select Ordeal"
CLASS_TRIAL_FORCE_OPEN,"Force Open"
CLOSE,"Close"
CHALLENGE_TRIAL_HERO_SELECT,"Select a hero to undertake the ordeal for the Awakening."
CHAT_ACTION_PARTY_CREATED,"{1} has formed a party. (Tap to join.)"
CHAT_ACTION_PARTY_ROOM_CREATED,"{1} has opened a battle. (Tap to join.)"
CHAPTER_BASE,"{1} Temporary Base"
CHECK_ROYAL_QUEST,"Please check the Royal Quest."
COLLECT_EXPLORE,"Search"
COLLECT_EXPLORE_EXTRAPOINT,"[009900]Extra Points"
COLLECT_EXPLORE_PROGRESS,"Searching…"
COLLECT_EXPLORE_STATUS_TEXT,"Searching...\nReturns [FF7F00]{1} h {2} m[-] later."
COLLECT_EXPLORE_CHAPTERITEM,"Search for Special Products"
COLLECT_EXPLORE_CHAPTERITEM_TEXT,"Acquire Random Items"
COLLECT_EXPLORE_GOLD,"Search for Gold"
COLLECT_EXPLORE_GOLD_TEXT,"Acquire Gold"
COLLECT_PLUNDER,"Plunder"
COLLECT_PLUNDER_CHAPTERITEM,"Plunder for Special Products"
COLLECT_PLUNDER_CHAPTERITEM_TEXT,"Acquire Random Items"
COLLECT_PLUNDER_GOLD,"Plunder for Gold"
COLLECT_PLUNDER_GOLD_TEXT,"Acquire Gold"
COLLECT_PLUNDER_AMOUNT,"Found {1}"
COLLECT_PLUNDER_REFIND,"Try Again"
COLLECT_PLUNDER_READY,"Ready to Plunder"
COLLECT_PLUNDER_START,"Start Plunder"
COLLECT_PLUNDER_REFIND_TEXT,"Search for a new opponent?"
COLLECT_PLUNDER_RECORD_LOSE_TEXT,"[FF0000]Resources were taken away because you failed to block the plunder."
COLLECT_PLUNDER_RECORD_WIN_TEXT,"[009900]By blocking the plunder, you protected your resources and received rewards."
COLLECT_PLUNDER_RECORD_TIME,"{1} h {2} m remaining"
COLLECT_PLUNDER_RECORD_CHASE,"Chase"
COLLECT_PLUNDER_RECORD_REWARD,"Claim"
COLLECT_EXPLORE_REWARD,"Discovered {1}, which is quite useful, by searching."
COLLECT_PLUNDER_REWARD,"Gained {1}, which is quite useful, by plundering."
COLLECT_ALL_REWARD,"Claim All"
COMMON_YES,"Yes"
COMMON_NO,"No"
COMMON_CONFIRM,"OK"
COMMON_CANCEL,"Cancel"
COMMON_CHANGE,"Change"
COMMON_INPUT,"Enter"
COMMON_EDIT,"Edit"
COMMON_APPLY,"Apply"
COMMON_AGREE,"Agree"
COMMON_ACCEPT,"Accept"
COMMON_DECLINE,"Decline"
COMMON_NEXT,"Next"
COMMON_PREV,"Back"
COMMON_REQUEST,"Request"
COMMON_REQUESTCANCEL,"Cancel Request"
COMMON_BATTLEREADY_BUTTON,"Prepare Battle"
COMMON_BATTLEREADY,"Get Ready for Battle"
COMMON_BATTLESTART,"Start Battle"
COMMON_RUBY_BATTLESTART,"{1} Rubies to Start Battle"
COMMON_ENTER,"Enter"
COMMON_INFO,"Info"
COMMON_LOOK,"View"
COMMON_NAMECHECK,"Check for Duplicate"
COMMON_FIND,"Find"
COMMON_MAX,"Max"
COMMON_BUY,"Buy"
COMMON_SELL,"Sell"
COMMON_GOLD_BUY,"Buy {1} Gold"
COMMON_FREE_BUY,"Free"
COMMON_RUBY_BUY,"Buy {1} Rubies"
COMMON_SELECT,"Select"
COMMON_USE,"Use"
COMMON_BACK,"Return"
COMMON_ERROR_DISCONNECT,"The connection has been ended."
COMMON_ERROR_PARSING,"Invalid reply."
COMMON_ERROR_SESSION,"Session has expired."
COMMON_ERROR_HTTP,"Web request has failed."
COMMON_ERROR_FAIL,"Failed"
COMMON_ERROR_EQUIP_NOT_FOUND,"The gear does not exist."
COMMON_ERROR_HERO_NOT_FOUND,"The hero does not exist."
COMMON_ERROR_MATERIAL_NOT_MATCH,"Invalid material."
COMMON_ERROR_ITEM_NOT_FOUND,"The item does not exist."
COMMON_ERROR_ACOUNT,"Invalid account."
COMMON_ERROR_UNHANDLED,"It has not been processed."
COMMON_ERROR_EQUIP_NOT_OWNED,"You do not have the gear."
COMMON_ERROR_CODE_NOT_FOUND,"This code does not exist."
COMMON_ERROR_LEVEL_DATA,"Invalid level info."
COMMON_ERROR_STAR_DATA,"Invalid star info."
COMMON_ERROR_GRADE_DATA,"Invalid rank info."
COMMON_ERROR,"Error"
COMMON_NOT_EXIST,"None"
COMMON_FAIL,"Failed"
COMMON_SUCCESS,"Success"
COMMON_NOTIFICATION,"Notice"
COMMON_RESULT,"Result"
COMMON_ALERT,"Warning"
COMMON_EXIT,"Exit"
COMMON_REQ,"{1} Required"
COMMON_LACK_INVENTORY,"Inventory is full."
COMMON_LACK_MATERIAL,"Insufficient materials."
COMMON_LACK_SLOT,"Inventory slots are full."
COMMON_INPUTTEXT,"Please enter the content."
COMMON_GET,"Acquire"
COMMON_ENEMY,"Enemies"
COMMON_REWARDEXP,"XP Acquired"
COMMON_GOLDGET,"Gold Acquired"
COMMON_GOLDGET_LABYRINTH,"Gold Acquired"
COMMON_CLEARTIME,"Time Required {1}:{2}"
COMMON_RETRY,"Retry"
COMMON_LOSE_TEXT,"Enhance your hero and gear and try again!"
COMMON_REWARDITEM,"Loot"
COMMON_SOON,"Content is being prepared."
COMMON_REQ_VIPLEVEL,"VIP level {1} is required."
COMMON_REQ_TEAMLEVEL,"Team level {1} is required."
COMMON_REQ_LEVEL,"Level {1} is required."
COMMON_REQ_GOLD,"Insufficient Gold. \nDo you want to buy more?"
COMMON_REQ_RUBY,"Insufficient Rubies.\nDo you want to buy more?"
COMMON_REQ_CHEESE,"Insufficient cheese.\nDo you want to buy more?"
COMMON_REQ_STAMINA,"Insufficient stamina.\nDo you want to buy more?"
COMMON_REQ_KEY,"Insufficient keys.\nDo you want to buy more?"
COMMON_REQ_INVENTORY,"Insufficient inventory.\nDo you want to buy more?"
COMMON_REQ_COIN,"Insufficient coins."
COMMON_NOTFOUND,"No results."
COMMON_NOT_AVAILABLE,"Preparing..."
COMMON_COST,"Cost"
COMMON_CONTINUE,"Continue"
COMMON_SELECT_HERO,"Select Hero"
COMMON_ENTER,"Enter"
COMMON_ENTER_MOVE,"Go to then Enter"
COMMON_GENERAL_PORTAL,"Normal Portal"
COMMON_TEAM_LEVEL,"Team Level"
COMMON_REWARD_COMPLETE,"Reward Complete"
COMMON_SEND,"Send"
COMMON_RACE,"Race"
CONFIRM_EXTEND_SKILL,"Do you want to acquire the selected attribute?"
CONTENT_HERO,"Heroes"
CONTENT_INVENTORY,"Inventory"
CONTENT_FRIEND,"Friend"
CONTENT_MISSION,"Mission"
CONTENT_DAILYMISSION,"Daily Mission"
CONTENT_MAIL,"Mail"
CONTENT_RETURN,"Return"
CONTENT_PVP,"Arena"
CONTENT_SHOP,"Shop"
CONTENT_CONFIG,"Settings"
CONTENT_GAMECONFIG,"Game Settings"
CONTENT_MYINFO,"My Info"
CONTENT_CHEST,"Treasure Chest"
CONTENT_TRIAL,"Room of Ordeals"
CONTENT_WALL,"Castle Wall Defense"
CONTENT_RECORD,"Battle Record"
CONTENT_EVENT,"Event"
CONTENT_ATTENDANCE,"Attendance "
CONTENT_CHAT,"Chat"
CONTENT_WEEKLY,"Daily Dungeon"
CONTENT_EXPEDITION,"Expedition"
CONTENT_RANK,"Ranking"
CONTENT_WORLDMAP,"World Map"
CONTENT_CHAPTER1,"Chapter 1"
CONTENT_CHAPTER2,"Chapter 2"
CONTENT_CHAPTER3,"Chapter 3"
CONTENT_CHAPTER4,"Chapter 4"
CONTENT_CHAPTER5,"Chapter 5"
CONTENT_CHAPTER6,"Chapter 6"
CONTENT_CHAPTER7,"Chapter 7"
CONTENT_CHAPTER8,"Chapter 8"
CONTENT_CHAPTER9,"Chapter 9"
CONTENT_CHAPTER1_NAME,"Forest of Spirits"
CONTENT_CHAPTER2_NAME,"Forest of Life"
CONTENT_CHAPTER3_NAME,"Tribal Mountains"
CONTENT_CHAPTER4_NAME,"Forest of Death"
CONTENT_CHAPTER5_NAME,"Valley"
CONTENT_CHAPTER6_NAME,"Desert"
CONTENT_CHAPTER7_NAME,"Snowfield"
CONTENT_CHAPTER8_NAME,"Lava"
CONTENT_CHAPTER_LOCK,"Locked"
CONTENT_EXCAVATION,"Excavation"
CONTENT_ACHIEVEMENT,"Achievements"
CONTENT_PUB,"Pub"
CONTENT_FORGE,"Forge"
CONTENT_CASTLE,"Castle"
CONTENT_LANDING,"Portal"
CONTENT_QUEST,"Quests"
COST_TYPE_GOLD,"Gold"
COST_TYPE_RUBY,"Ruby"
COST_TYPE_GUILDCOIN,"Guild Coin"
COST_TYPE_WALLCOIN,"Protection Coin"
COST_TYPE_EVENTCOIN,"Event Coin"
COST_TYPE_WEEKLYCOIN,"Daily Coin"
COST_TYPE_PVPCOIN,"Arena Coin"
COST_TYPE_CRUSADECOIN,"Crusade Coin"
COMMON_MOVE_TASK_FAIL_TEXT,"You cannot use this content yet."
COMMON_MODE_CHOICE,"Select Mode"
COMMON_SINGLE_MODE,"Single Mode"
COMMON_MULTI_MODE,"Multi Mode"
DAILY_QUEST,"Daily Quest"
DAILY_RUBY_COUNT,"Daily Ruby"
EVENT_GOODS,"Event Goods"
EVENT_CALENDAR,"Event Calendar"
DAILY_QUEST_LOGIN_NAME,"Hero's Visit"
DAILY_QUEST_LOGIN_DESC,"Log on once a day"
DAILY_QUEST_UNDERGROUND_DUNGEON_NAME,"Suppress Insurgency"
DAILY_QUEST_UNDERGROUND_DUNGEON_DESC,"Clear Stockade x {1}"
DAILY_QUEST_STAMINA_NAME,"Running out of Breath"
DAILY_QUEST_STAMINA_DESC,"Spend {1} stamina."
DAILY_QUEST_EXCAVATION_DESC,"Excavated x {1}."
DAILY_QUEST_EXCAVATION_DESC,"Excavated x {1}."
DECIDE_RETURN_OR_START,"What do you want to do?"
DELAYED_BILLING_COMPLETED,"Your payment has been made."
DOWDUNGEON_REWARD_TITLE,"You have forgotten your item."
DOWDUNGEON_REWARD_CONTENT,"I have picked up a couple and wanted to give you the best one!"
DIFFICULTY_EASY,"Easy"
DIFFICULTY_NORMAL,"Normal"
DIFFICULTY_HARD,"Hard"
DIFFICULTY_HELL,"Hell"
DUNGEON_RETRY_CHANCE,"Retry Opportunity"
DUNGEON_RECOMMENDED_LEVEL,"Recommended Level"
DUNGEON_MONSTER_INFO,"Monster Info"
DUNGEON_REWARD_INFO,"Rewards"
DUNGEON_BOSS_INFO,"Boss Info"
DUNGEON_BOSS_SKILL,"Boss Skill"
DUNGEON_BOSS_FEATURE,"Boss Characteristics"
DUNGEON_BOSS_FEATURE_ATTACK,"Main Attack"
DUNGEON_BOSS_INFO,"Boss Info"
DUNGEON_HERO_COUNT,"(Heroes: {1})"
DUNGEON_PORTAL,"Dungeon Portal"
DUNGEON_HERO_COUNT,"(Heroes: {1})"
SPECIAL_STAMINA_EXP,"EXP Boost of 50%"
SPECIAL_STAMINA_GOLD,"Gold Boost of 50%"
SPECIAL_FOOD_EFFECT_1,"Special Stamina Food Effect 1"
SPECIAL_FOOD_EFFECT_2,"Special Stamina Food Effect 2"
EXP_BOOSTER_INFO,"Increases XP gain\nby 100%"
EXP_BOOSTER_BUNDLE_INFO,"A bundle of\n12 XP Boosters"
EXP_BOOSTER_SINGLE,"XP Booster"
EXP_BOOSTER_BUNDLE,"XP Booster: Bundle"
EXCAVATE_QUEST,"Search Quest"
ELEMENTAL_TEXT,"Attribute"
ELEMENTAL_FIRE,"Fire"
ELEMENTAL_WATER,"Water"
ELEMENTAL_EARTH,"Earth"
ELEMENTAL_LIGHT,"Light"
ELEMENTAL_DARK,"Darkness"
EQUIP_INVENTORY,"Inventory"
EQUIP_INVENTORY_SLOTOPEN_WEAPON_CHECK,"[FF7F00]Do you want to unlock the first weapon slot?"
EQUIP_INVENTORY_SLOTOPEN_ARMOR_CHECK,"[FF7F00]Do you want to open the second armor slot?"
EQUIP_INVENTORY_SLOTOPEN_CONFIRM,"Unlock with {1} Gold"
EQUIP_INVENTORY_SORT,"Sort"
EQUIP_INVENTORY_EXPAND_CHECK,"Do you want to add 5 slots to expand Inventory?"
EQUIP_INVENTORY_EXPAND_CONFIRM,"Expand with {1} Rubies"
EQUIP_INVENTORY_SORTTYPE_STAR_UP,"Number of Stars (+)"
EQUIP_INVENTORY_SORTTYPE_STAR_DOWN,"Number of Stars (-)"
EQUIP_INVENTORY_SORTTYPE_LEVEL_UP,"Enhancement Level (+)"
EQUIP_INVENTORY_SORTTYPE_LEVEL_DOWN,"Enhancement Level (-)"
EQUIP_INVENTORY_SORTTYPE_GRADE_UP,"Rank (+)"
EQUIP_INVENTORY_SORTTYPE_GRADE_DOWN,"Rank (-)"
EQUIP_INFO,"Gear Info"
EQUIP_INFO_GETLOCATION,"Acquire in"
EQUIP_INFO_GETLOCATION_INFO,"[FF7F00]{1}"
EQUIP_INFO_LEVELLIMIT,"Level Limit"
EQUIP_INFO_LEVELUP,"Enhance"
EQUIP_INFO_SELL,"Sell"
EQUIP_INFO_SELL_CEHCK,"[FF7F00]Sell at this price."
EQUIP_INFO_SELL_COST,"Sale Price"
EQUIP_INFO_REBUILD,"Re-assess"
EQUIP_INFO_REBUILD_TEXT,"If you select an option to re-assess,\nit will [FFD400]change to a new option[-].\n\nYou can re-assess[FFD400]once a day for free[-]."
EQUIP_INFO_REBUILD_OPTION1,"[FF7F00]Option 1"
EQUIP_INFO_REBUILD_OPTION2,"[FF7F00]Option 2"
EQUIP_INFO_REBUILD_OPTION3,"[FF7F00]Option 3"
EQUIP_INFO_REBUILD_NOOPTION,"[808080]No option"
EQUIP_INFO_REBUILD_CHECK,"[FF7F00]Do you want to re-assess this option?"
EQUIP_INFO_REBUILD_INFO,"[009900] {1}[-] option\nhas changed to [009900] {2}[-] option\nafter re-assessment."
EQUIP_INFO_EQUIP,"Equip"
EQUIP_INFO_EQUIP_SLOT_CHECK,"[FF7F00]Which slot do you want to equip it in?"
EQUIP_INFO_EQUIP_SLOT_FIRST,"First Slot"
EQUIP_INFO_EQUIP_SLOT_SECOND,"Second Slot"
EQUIP_INFO_EQUIP_ALERT,"[FF7F00]Equipping the new gear destroys the one that is currently equipped.\nRemove the gear if you want to preserve it.\n\nDo you want to proceed anyway?"
EQUIP_INFO_EQUIP_CONFIRM,"Equip"
EQUIP_INFO_TAKEOFF_TEXT,"The gear is removed.\nIf you remove it normally, the gear you are equipped with is destroyed.\nKeeping the gear moves it to an Inventory slot."
EQUIP_INFO_TAKEOFF_CONFIRM,"Unequip"
EQUIP_INFO_TAKEOFF_CONFIRM_RUBY,"Keep {1} Rubies"
EQUIP_LEVELUP_TEXT1,"Please select the materials needed for enhancement."
EQUIP_LEVELUP_TEXT2,"The number of [FFD400]stars[-] increase when you use [FFD400]gear of the same grade[-] as materials.\nGeneral materials are used as enhancement XP."
EQUIP_LEVELUP_EXPACT_STAR,"Expected Number of Stars"
EQUIP_LEVELUP_EXPACT_LEVEL,"Expected Enhancement Number"
EQUIP_LEVELUP_CONFIRM,"Enhance"
EQUIP_LEVELUP_TARGET,"[FFD400]Enhancing..."
EQUIP_LEVELUP_ALERT,"[FF7F00]This gear is of a rare grade.\nDo you want to use it as material?"
EQUIP_ASK_UNLOCK_SECOND_GEAR_EQUIP,"Do you want to open a secondary gear slot?"
EQUIP_PART_TYPE_SECONDGEAR,"Secondary"
EXCAVATION_REWARD,"Excavation Reward"
FAIRY_NOT_SELECT_MESSAGE,"No fairy has been selected, so no effects will be applied."
FRIEND_IS_IN_PARTY,"You are in a party with this friend."
FRIEND_TEXT,"Manage Friends"
FRIEND_LIST,"Friends List"
FRIEND_WHISPER,"Whisper"
FRIEND_ADD,"Accept/Request"
FRIEND_DELETE,"Delete"
