KEY,"Spanish"
SCENARIO_QUEST_GROUP_TITLE_36,"Desierto Aegina - 6"
SCENARIO_QUEST_GROUP_TITLE_37,"Montaña Nevada Tierra del Viento - 1"
SCENARIO_QUEST_GROUP_TITLE_38,"Montaña Nevada Tierra del Viento - 2"
SCENARIO_QUEST_GROUP_TITLE_39,"Montaña Nevada Tierra del Viento - 3"
SCENARIO_QUEST_GROUP_TITLE_40,"Volcán Dragia - 1"
SCENARIO_QUEST_GROUP_TITLE_41,"Volcán Dragia - 2"
SCENARIO_QUEST_GROUP_TITLE_42,"Volcán Dragia - 3"
SCENARIO_QUEST_GROUP_TITLE_43,"Volcán Dragia - 4"
SCENARIO_QUEST_GROUP_TITLE_44,"Volcán Dragia - 5"
SCENARIO_QUEST_GROUP_TITLE_45,"Volcán Dragia - 6"
SCENARIO_QUEST_GROUP_TITLE_46,"Pantanos de Gargoss - 1"
SCENARIO_QUEST_GROUP_TITLE_47,"Pantanos de Gargoss - 2"
SCENARIO_QUEST_GROUP_TITLE_48,"Pantanos de Gargoss - 3"
SCENARIO_QUEST_GROUP_TITLE_49,"Pantanos de Gargoss - 4"
SCENARIO_QUEST_GROUP_TITLE_50,"Pantanos de Gargoss - 5"
SCENARIO_QUEST_GROUP_TITLE_51,"Pantanos de Gargoss - 6"
QUEST_DETAIL_INFO_TITLE,"Detalles de la misión"
SCENARIO_QUEST_TITLE_101_RE,"Terminar 1-4 Easy Mode"
SCENARIO_QUEST_TITLE_102_RE,"Equipar 3 Equipos Fuera de lo Comun"
SCENARIO_QUEST_TITLE_103_RE,"Eleva 1 héroe al nivel 4"
SCENARIO_QUEST_TITLE_104_RE,"Ganar Cualquier Batalla x1"
SCENARIO_QUEST_TITLE_105_RE,"Mejorar 2 Equiposa +1"
SCENARIO_QUEST_TITLE_106_RE,"Terminar 1-11Easy Mode"
SCENARIO_QUEST_TITLE_201_RE,"Terminar 1-13Easy Mode"
SCENARIO_QUEST_TITLE_202_RE,"Eleva 1 héroe al nivel 5"
SCENARIO_QUEST_TITLE_203_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_204_RE,"Despertar 1 Heroe a 2 Estrellas"
SCENARIO_QUEST_TITLE_205_RE,"Mejorar 1 Equipo a +3"
SCENARIO_QUEST_TITLE_206_RE,"Terminar 1-16 Easy Mode"
SCENARIO_QUEST_TITLE_301_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_302_RE,"Aprovisionar equipo avanzado 1 o superior"
SCENARIO_QUEST_TITLE_303_RE,"Eleva 2 héroes al nivel 6"
SCENARIO_QUEST_TITLE_304_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_305_RE,"Aprender Atributo de Habilidad Ⅱ x1"
SCENARIO_QUEST_TITLE_306_RE,"Terminar 1-20 Easy Mode"
SCENARIO_QUEST_TITLE_401_RE,"Ingresar Boveda Antigua Real x1"
SCENARIO_QUEST_TITLE_402_RE,"Comprar un Articulo de la Tienda General de May x1"
SCENARIO_QUEST_TITLE_403_RE,"Destruir Articulos x1"
SCENARIO_QUEST_TITLE_404_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_405_RE,"Eleva 2 héroes al nivel 9"
SCENARIO_QUEST_TITLE_406_RE,"Ingresar Arena x1"
SCENARIO_QUEST_TITLE_501_RE,"Terminar 1-1 Normal Mode"
SCENARIO_QUEST_TITLE_502_RE,"Mejorar 1 Equipo a +5"
SCENARIO_QUEST_TITLE_503_RE,"Mejorar Opciones del Equipo x1"
SCENARIO_QUEST_TITLE_504_RE,"Ingresar Prision Militar x1"
SCENARIO_QUEST_TITLE_505_RE,"Terminar 1-11 Hard Mode"
SCENARIO_QUEST_TITLE_506_RE,"Aprovisionar equipo avanzado 4 o superior"
SCENARIO_QUEST_TITLE_601_RE,"Terminar Deposito Polvora Negra 1"
SCENARIO_QUEST_TITLE_602_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_603_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_604_RE,"Eleva 2 héroes al nivel 17"
SCENARIO_QUEST_TITLE_605_RE,"Mejorar 3 Equipo a +5"
SCENARIO_QUEST_TITLE_606_RE,"Despertar 3 Heroe a 2 Estrellas"
SCENARIO_QUEST_TITLE_701_RE,"Terminar 2-1 Easy Mode"
SCENARIO_QUEST_TITLE_702_RE,"Mejorar 1 Equipo a +7"
SCENARIO_QUEST_TITLE_703_RE,"Comprar un artículo de la Tienda general de May x1"
SCENARIO_QUEST_TITLE_704_RE,"Reiniciar lista de la Tienda general de May x1"
SCENARIO_QUEST_TITLE_705_RE,"Eleva 2 héroes al nivel 19"
SCENARIO_QUEST_TITLE_706_RE,"Terminar 2-5 Easy Mode"
SCENARIO_QUEST_TITLE_801_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_802_RE,"Aprovisionar equipo excepcional 6o superior"
SCENARIO_QUEST_TITLE_803_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_804_RE,"Agregar amigo o enviar 1 solicitudes de amistad"
SCENARIO_QUEST_TITLE_805_RE,"Intercambiar Puntos de Armonía con 1 amigos"
SCENARIO_QUEST_TITLE_806_RE,"Terminar 2-10 Easy Mode"
SCENARIO_QUEST_TITLE_901_RE,"Mejorar 3 Equipo a +6"
SCENARIO_QUEST_TITLE_902_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_903_RE,"Ingresar Prision Militar x1"
SCENARIO_QUEST_TITLE_904_RE,"Mejorar Opciones del Equipo x2"
SCENARIO_QUEST_TITLE_905_RE,"Eleva 2 héroes al nivel 21"
SCENARIO_QUEST_TITLE_906_RE,"Terminar 2-15 Easy Mode"
SCENARIO_QUEST_TITLE_1001_RE,"Mejorar 4 Equipo a +6"
SCENARIO_QUEST_TITLE_1002_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_1003_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_1004_RE,"Aprovisionar equipo excepcional 8o superior"
SCENARIO_QUEST_TITLE_1005_RE,"Aprender Atributo de Habilidad Ⅱ x2"
SCENARIO_QUEST_TITLE_1006_RE,"Terminar 2-21 Easy Mode"
SCENARIO_QUEST_TITLE_1101_RE,"Terminar 2-1 Normal Mode"
SCENARIO_QUEST_TITLE_1102_RE,"Ingresar Boveda Antigua Real x1"
SCENARIO_QUEST_TITLE_1103_RE,"Mejorar 1 Equipo a +7"
SCENARIO_QUEST_TITLE_1104_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_1105_RE,"Ingresar Arena x2"
SCENARIO_QUEST_TITLE_1106_RE,"Terminar 2-21 Hard Mode"
SCENARIO_QUEST_TITLE_1201_RE,"Terminar Puesto de Avanzada Tribal Alas Sangrientas 1"
SCENARIO_QUEST_TITLE_1202_RE,"Aprender Atributo de Habilidad Ⅱ x3"
SCENARIO_QUEST_TITLE_1203_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_1204_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_1205_RE,"Eleva 2 héroes al nivel 25"
SCENARIO_QUEST_TITLE_1206_RE,"Despertar 2 Heroe a 3 Estrellas"
SCENARIO_QUEST_TITLE_1301_RE,"Terminar 3-1 Easy Mode"
SCENARIO_QUEST_TITLE_1302_RE,"Agregar amigo o enviar 2 solicitudes de amistad"
SCENARIO_QUEST_TITLE_1303_RE,"Intercambiar Puntos de Armonía con 2 amigos"
SCENARIO_QUEST_TITLE_1304_RE,"Aprovisionar equipo heroico 4o superior"
SCENARIO_QUEST_TITLE_1305_RE,"Comprar un Articulo de la Tienda General de May x1"
SCENARIO_QUEST_TITLE_1306_RE,"Terminar 3-6 Easy Mode"
SCENARIO_QUEST_TITLE_1401_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_1402_RE,"Terminar 3-10 Easy Mode"
SCENARIO_QUEST_TITLE_1403_RE,"Destruir Articulos x3"
SCENARIO_QUEST_TITLE_1404_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_1405_RE,"Mejorar Opciones del Equipo x2"
SCENARIO_QUEST_TITLE_1406_RE,"Terminar 3-11 Easy Mode"
SCENARIO_QUEST_TITLE_1501_RE,"Eleva 3 héroes al nivel 30"
SCENARIO_QUEST_TITLE_1502_RE,"Mejorar 3 Equipo a +8"
SCENARIO_QUEST_TITLE_1503_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_1504_RE,"Equipar Botella Vacía de la Experiencia"
SCENARIO_QUEST_TITLE_1505_RE,"Usar un artículo amplificador de EXP x1"
SCENARIO_QUEST_TITLE_1506_RE,"Terminar 3-16 Easy Mode"
SCENARIO_QUEST_TITLE_1601_RE,"Ingresar Arena x2"
SCENARIO_QUEST_TITLE_1602_RE,"Terminar 3-18-1 Easy Mode"
SCENARIO_QUEST_TITLE_1603_RE,"Ingresar Prision Militar x1"
SCENARIO_QUEST_TITLE_1604_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_1605_RE,"Usar un artículo amplificador de oro x1"
SCENARIO_QUEST_TITLE_1606_RE,"Terminar 3-22 Easy Mode"
SCENARIO_QUEST_TITLE_1701_RE,"Terminar 3-1 Normal Mode"
SCENARIO_QUEST_TITLE_1702_RE,"Usar un artículo amplificador de EXP x1"
SCENARIO_QUEST_TITLE_1703_RE,"Terminar 3-1 Hard Mode"
SCENARIO_QUEST_TITLE_1704_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_1705_RE,"Mejorar 2 Equipo a +9"
SCENARIO_QUEST_TITLE_1706_RE,"Terminar 3-22 Hard Mode"
SCENARIO_QUEST_TITLE_1801_RE,"Aprender Atributo de Habilidad Ⅲ x1"
SCENARIO_QUEST_TITLE_1802_RE,"Terminar Valle de la Tierra Roja 1"
SCENARIO_QUEST_TITLE_1803_RE,"Eleva 3 héroes al nivel 35"
SCENARIO_QUEST_TITLE_1804_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_1805_RE,"Mejorar 3 Equipo a +9"
SCENARIO_QUEST_TITLE_1806_RE,"Despertar 3 Heroes a 3 Estrellas"
SCENARIO_QUEST_TITLE_1901_RE,"Terminar 4-1 Easy Mode"
SCENARIO_QUEST_TITLE_1902_RE,"Usar un artículo para recuperar energía"
SCENARIO_QUEST_TITLE_1903_RE,"Aprender Atributo de Habilidad Ⅲ x2"
SCENARIO_QUEST_TITLE_1904_RE,"Mejorar 1 Equipo a +10"
SCENARIO_QUEST_TITLE_1905_RE,"Ingresar Boveda Antigua Real x1"
SCENARIO_QUEST_TITLE_1906_RE,"Terminar 4-6 Easy Mode"
SCENARIO_QUEST_TITLE_2001_RE,"Mejorar 2 Equipo a +10"
SCENARIO_QUEST_TITLE_2002_RE,"Mejorar Opciones del Equipo x3"
SCENARIO_QUEST_TITLE_2003_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_2004_RE,"Comprar un Articulo de la Tienda General de May x1"
SCENARIO_QUEST_TITLE_2005_RE,"Reiniciar lista de la Tienda general de May x1"
SCENARIO_QUEST_TITLE_2006_RE,"Terminar 4-11 Easy Mode"
SCENARIO_QUEST_TITLE_2101_RE,"Aprovisionar equipo heroico 11o superior"
SCENARIO_QUEST_TITLE_2102_RE,"Agregar amigo o enviar 2 solicitudes de amistad"
SCENARIO_QUEST_TITLE_2103_RE,"Intercambiar Puntos de Armonía con 2 amigos"
SCENARIO_QUEST_TITLE_2104_RE,"Terminar 4-11-1 Easy Mode"
SCENARIO_QUEST_TITLE_2105_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_2106_RE,"Terminar 4-16 Easy Mode"
SCENARIO_QUEST_TITLE_2201_RE,"Destruir Articulos x3"
SCENARIO_QUEST_TITLE_2202_RE,"Terminar 4-16-1 Easy Mode"
SCENARIO_QUEST_TITLE_2203_RE,"Despertar 1 Heroe a 4 Estrellas"
SCENARIO_QUEST_TITLE_2204_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_2205_RE,"Eleva 3 héroes al nivel 40"
SCENARIO_QUEST_TITLE_2206_RE,"Terminar 4-21 Easy Mode"
SCENARIO_QUEST_TITLE_2301_RE,"Terminar 4-1 Normal Mode"
SCENARIO_QUEST_TITLE_2302_RE,"Eleva 3 héroes al nivel 43"
SCENARIO_QUEST_TITLE_2303_RE,"Ingresar Arena x3"
SCENARIO_QUEST_TITLE_2304_RE,"Terminar 4-21 Normal Mode"
SCENARIO_QUEST_TITLE_2305_RE,"Mejorar 2 Equipos a +11"
SCENARIO_QUEST_TITLE_2306_RE,"Terminar 4-21 Hard Mode"
SCENARIO_QUEST_TITLE_2401_RE,"Terminar Altar de los Muertos Vivos 1"
SCENARIO_QUEST_TITLE_2402_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_2403_RE,"Mejorar 3 Equipo a +12"
SCENARIO_QUEST_TITLE_2404_RE,"Ingresar Prision Militar x1"
SCENARIO_QUEST_TITLE_2405_RE,"Eleva 3 héroes al nivel 45"
SCENARIO_QUEST_TITLE_2406_RE,"Despertar 4 Heroes a 4 Estrellas"
SCENARIO_QUEST_TITLE_2501_RE,"Terminar 5-1 Easy Mode"
SCENARIO_QUEST_TITLE_2502_RE,"Usar un artículo para recuperar energía"
SCENARIO_QUEST_TITLE_2503_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_2504_RE,"Convocar Articulo x1"
SCENARIO_QUEST_TITLE_2505_RE,"Comprar un Articulo de la Tienda General de May x1"
SCENARIO_QUEST_TITLE_2506_RE,"Terminar 5-9 Easy Mode"
SCENARIO_QUEST_TITLE_2601_RE,"Usar un artículo amplificador de EXP x1"
SCENARIO_QUEST_TITLE_2602_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_2603_RE,"Mejorar 4 Equipo a +12"
SCENARIO_QUEST_TITLE_2604_RE,"Usar un artículo amplificador de oro x1"
SCENARIO_QUEST_TITLE_2605_RE,"Ingresar Boveda Antigua Real x2"
SCENARIO_QUEST_TITLE_2606_RE,"Terminar 5-9-1 Easy Mode"
SCENARIO_QUEST_TITLE_2701_RE,"Aprovisionar equipo heroico 12o superior"
SCENARIO_QUEST_TITLE_2702_RE,"Mejorar Opciones del Equipo x5"
SCENARIO_QUEST_TITLE_2703_RE,"Equipar Botella Vacía de la Experiencia"
SCENARIO_QUEST_TITLE_2704_RE,"Despertar 1 Heroe a 5 Estrellas"
SCENARIO_QUEST_TITLE_2705_RE,"Intenta elaborar Fragmento del infinito x 1"
SCENARIO_QUEST_TITLE_2706_RE,"Terminar 5-15 Easy Mode"
SCENARIO_QUEST_TITLE_2801_RE,"Eleva 3 héroes al nivel 47"
SCENARIO_QUEST_TITLE_2802_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_2803_RE,"Ingresar al Raid del dragón de fuego x1"
SCENARIO_QUEST_TITLE_2804_RE,"Comprar un Articulo de la Tienda General de May x1"
SCENARIO_QUEST_TITLE_2805_RE,"Terminar 5-12-1 Easy Mode"
SCENARIO_QUEST_TITLE_2806_RE,"Terminar 5-21 Easy Mode"
SCENARIO_QUEST_TITLE_2901_RE,"Terminar 5-1 Normal Mode"
SCENARIO_QUEST_TITLE_2902_RE,"Usar un artículo para recuperar energía"
SCENARIO_QUEST_TITLE_2903_RE,"Ganar Cualquier Batalla x2"
SCENARIO_QUEST_TITLE_2904_RE,"Ingresar al Raid del dragón de escarcha x1"
SCENARIO_QUEST_TITLE_2905_RE,"Ingresar al Raid del dragón venenoso x1"
SCENARIO_QUEST_TITLE_2906_RE,"Terminar 5-21 Hard Mode"
SCENARIO_QUEST_TITLE_3001_RE,"Terminar Entrada a la Fortaleza Espina Negra 1"
SCENARIO_QUEST_TITLE_3002_RE,"Ingresar Arena x2"
SCENARIO_QUEST_TITLE_3003_RE,"Equipar Botella Vacía de la Experiencia"
SCENARIO_QUEST_TITLE_3004_RE,"Mejorar 3 Equipo a +13"
SCENARIO_QUEST_TITLE_3005_RE,"Despertar 4 Heroes a 5 Estrellas"
SCENARIO_QUEST_TITLE_3006_RE,"Ingresar al Raid del dragón negro x1"
SCENARIO_QUEST_TITLE_3101_RE,"Terminar 6-1 Easy Mode"
SCENARIO_QUEST_TITLE_3102_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_3103_RE,"Destruir Articulo x2"
SCENARIO_QUEST_TITLE_3104_RE,"Aprender Atributo de Habilidad Ⅲ x4"
SCENARIO_QUEST_TITLE_3105_RE,"Ingresar al Raid de cualquier dragón x1"
SCENARIO_QUEST_TITLE_3106_RE,"Mejorar Opciones del Equipo x3"
SCENARIO_QUEST_TITLE_3201_RE,"Terminar 6-11 Easy Mode"
SCENARIO_QUEST_TITLE_3202_RE,"Intenta elaborar Piedra del infinito x 1"
SCENARIO_QUEST_TITLE_3203_RE,"Ingresar al Raid de cualquier dragón x2"
SCENARIO_QUEST_TITLE_3204_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_3205_RE,"Trascender 1 heroe"
SCENARIO_QUEST_TITLE_3206_RE,"Eleva 4 héroes al nivel 60"
SCENARIO_QUEST_TITLE_3301_RE,"Terminar 6-5 Normal Mode"
SCENARIO_QUEST_TITLE_3302_RE,"Comprar un Articulo de la Tienda General de May x1"
SCENARIO_QUEST_TITLE_3303_RE,"Reiniciar lista de la Tienda general de May x1"
SCENARIO_QUEST_TITLE_3304_RE,"Aprender Atributo de Habilidad Ⅳ x2"
SCENARIO_QUEST_TITLE_3305_RE,"Terminar 6-11 Normal Mode"
SCENARIO_QUEST_TITLE_3306_RE,"Elaborar cualquier artículo x2"
SCENARIO_QUEST_TITLE_3401_RE,"Terminar 6-16 Normal Mode"
SCENARIO_QUEST_TITLE_3402_RE,"Destruir Articulos x3"
SCENARIO_QUEST_TITLE_3403_RE,"Agregar amigo o enviar 1 solicitudes de amistad"
SCENARIO_QUEST_TITLE_3404_RE,"Terminar 6-21 Normal Mode"
SCENARIO_QUEST_TITLE_3405_RE,"Ingresar al Raid de cualquier dragón x2"
SCENARIO_QUEST_TITLE_3406_RE,"Trascender 2 heroes"
SCENARIO_QUEST_TITLE_3501_RE,"Terminar 6-5 Hard Mode"
SCENARIO_QUEST_TITLE_3502_RE,"Equipar Botella Vacía de la Experiencia"
SCENARIO_QUEST_TITLE_3503_RE,"Ganar Cualquier Batalla x5"
SCENARIO_QUEST_TITLE_3504_RE,"Convocar Articulos x2"
SCENARIO_QUEST_TITLE_3505_RE,"Terminar 6-11 Hard Mode"
SCENARIO_QUEST_TITLE_3506_RE,"Eleva 4 héroes al nivel 63"
SCENARIO_QUEST_TITLE_3601_RE,"Terminar 6-16 Hard Mode"
SCENARIO_QUEST_TITLE_3602_RE,"Ganar Cualquier Batalla x3"
SCENARIO_QUEST_TITLE_3603_RE,"Mejorar 2 Equipo a +15"
SCENARIO_QUEST_TITLE_3604_RE,"Terminar 6-21 Hard Mode"
SCENARIO_QUEST_TITLE_3605_RE,"Aprender Atributo de Habilidad Ⅳ x3"
SCENARIO_QUEST_TITLE_3606_RE,"Trascender 3 heroe"
SCENARIO_QUEST_TITLE_3701_RE,"Terminar 7-4 Easy Mode"
SCENARIO_QUEST_TITLE_3702_RE,"Eleva 5 héroes al nivel 68"
SCENARIO_QUEST_TITLE_3703_RE,"Despertar 6 Heroes a 5 Estrellas"
SCENARIO_QUEST_TITLE_3704_RE,"Ingresar Arena x3"
SCENARIO_QUEST_TITLE_3705_RE,"Mejorar 4 Equipo a +20"
SCENARIO_QUEST_TITLE_3706_RE,"Terminar 7-9 Normal Mode"
SCENARIO_QUEST_TITLE_3801_RE,"Eleva 1 Heroe a Trascendencia 3"
SCENARIO_QUEST_TITLE_3802_RE,"Elaborar cualquier artículo x10"
SCENARIO_QUEST_TITLE_3803_RE,"Mejorar 1 Equipo a +73"
SCENARIO_QUEST_TITLE_3804_RE,"Mejorar Opciones del Equipo x10"
SCENARIO_QUEST_TITLE_3805_RE,"Eleva 1 Heroe a Trascendencia 4"
SCENARIO_QUEST_TITLE_3806_RE,"Terminar 7-6 Hard Mode"
SCENARIO_QUEST_TITLE_3901_RE,"Terminar 7-12 Hard Mode"
SCENARIO_QUEST_TITLE_3902_RE,"Eleva 3 Heroes a Trascendencia 4"
SCENARIO_QUEST_TITLE_3903_RE,"Mejorar 2 Equipo a +80"
SCENARIO_QUEST_TITLE_3904_RE,"Ingresar al Raid de cualquier dragón x5"
SCENARIO_QUEST_TITLE_3905_RE,"Eleva 6 héroes al nivel 80"
SCENARIO_QUEST_TITLE_3906_RE,"Eleva 7 Heroe a Trascendencia 5"
SCENARIO_QUEST_TITLE_4001_RE,"Terminar 8-1 en Modo fácil"
SCENARIO_QUEST_TITLE_4002_RE,"Destruir artículo x3"
SCENARIO_QUEST_TITLE_4003_RE,"Ingresar a cualquier Raid de dragón x3"
SCENARIO_QUEST_TITLE_4004_RE,"Ingresar a la Arena x3"
SCENARIO_QUEST_TITLE_4005_RE,"Intento de elaborar la Piedra del infinito x1"
SCENARIO_QUEST_TITLE_4006_RE,"Encantar artículo x1"
SCENARIO_QUEST_TITLE_4101_RE,"Terminar 8-7 en Modo fácil"
SCENARIO_QUEST_TITLE_4102_RE,"Intento de Despertar equipo x3"
SCENARIO_QUEST_TITLE_4103_RE,"Invocar artículo x1"
SCENARIO_QUEST_TITLE_4104_RE,"Mejorar 1 equipo a +81"
SCENARIO_QUEST_TITLE_4105_RE,"Encantar artículo x1"
SCENARIO_QUEST_TITLE_4106_RE,"Terminar 8-26 en modo fácil"
