KEY,Russian
E_C19_Oct_Clause01_14,"Ох-ох, Клаус. Даже в день рождения такой же непоколебимый, как и всегда."
E_C19_Oct_Clause01_15,"Поэтому и такой привлекательный, хи-хи! С днём рождения!"
E_C19_Oct_Clause01_16,"Понемногу становится лучше, не думаешь?"
E_C19_Oct_Clause01_17,"Да, а теперь..."
E_C19_Oct_Clause01_18,Командир! Вас что-то привело сюда?
E_C19_Oct_Clause01_19,"Я пришла тебя проведать. Вижу, у тебя все так же много друзей."
E_C19_Oct_Clause01_20,"Вот собственноручно написанное письмо от принцессы и подарок, держи."
E_C19_Oct_Clause01_21,"С днём рождения, Клаус."
E_C19_Oct_Clause01_22,Прими мои искренние поздравления!
E_C19_Oct_Clause01_23,"Я подготовил похожую на тебя деревянную фигурку, вот, держи."
E_C19_Oct_Clause01_24,"А-ха-ха.. Спасибо, Ломан."
E_C19_Oct_Clause01_25,"Командир, и Вам спасибо. Я потом лично навещу принцессу."
E_C19_Oct_Clause01_26,Хорошо. Принцесса тоже будет очень рада тебя видеть.
E_C19_Oct_Clause01_27,И ещё...
E_C19_Oct_Clause01_28,Я думаю назначить тебя командиром рыцарей начиная с сегодняшнего дня...
E_C19_Oct_Clause01_29,"Ха, ха-ха-ха! Простите, но я, пожалуй, откажусь и в этот раз, командир!"
E_C19_Oct_Clause01_30,"Я хочу помогать людям, будучи на своём нынешнем посту."
E_C19_Oct_Clause01_31,"Именно в этом, я считаю, и заключается моя работа. "
E_C19_Oct_Clause01_32,Эх.... Снова провал...
E_C19_Oct_Clause01_33,"Ого, в этот раз командир..."
E_C19_Oct_Clause01_34,"Я же говорю, Клаус очень популярен."
E_C19_Oct_Clause01_35,Может подождём ещё?...
E_C19_Oct_Clause01_36,"Хорошо, да времени ещё много."
E_C19_Oct_Clause01_37,Клаус... Выглядит счастливым.
E_C19_Oct_Clause01_38,В детстве мы отмечали дни рождения лишь втроём.
E_C19_Oct_Clause01_39,"Тебе что, грустно?"
E_C19_Oct_Clause01_40,Ха-ха... Попался.
E_C19_Oct_Clause01_41,Но все в порядке. Ведь Клаус - мой брат.
E_C19_Oct_Clause01_42,"Хотя мне немного грустно, что мы проводим всё меньше времени вместе."
E_C19_Oct_Clause01_43,Да...
E_C19_Oct_Clause01_44,Ха-ха-ха... В этом году этот день выдался таким же безумным.
E_C19_Oct_Clause01_45,"Но что более важно, я, кажется, не видел ни Касселя, ни Фрэй... Может, они заняты?"
E_C19_Oct_Clause01_46,Кассель лишь недавно стал оруженосцем...
E_C19_Oct_Clause01_47,И Фрэй наверняка очень занята обучением.
E_C19_Oct_Clause01_48,"Они тоже уже выросли. Да, да."
E_C19_Oct_Clause01_49,"А ведь раньше были, по сравнению со мной, такими маленькими..."
E_C19_Oct_Clause01_50,"О, Клаус!"
E_C19_Oct_Clause01_51,Ты один? А где Кассель и Фрэй?
E_C19_Oct_Clause01_52,"Они, кажется, только что тебя искали!"
E_C19_Oct_Clause01_53,Что?
E_C19_Oct_Clause01_54,"Я определённо думала, что вы вместе... Видимо, не заметили друг друга."
E_C19_Oct_Clause01_55,"Быстрее иди, поищи их! Они наверняка ещё ждут тебя."
E_C19_Oct_Clause01_56,Ох!
E_C19_Oct_Clause01_57,Брат!\nКлаус!
E_C19_Oct_Clause01_58,Вы... Вы все это время ждали здесь?!
E_C19_Oct_Clause01_59,"Хи-хи, конечно! Это ведь твой день рождения! Мы подумали, что если подождать, то ты обязательно появишься!"
E_C19_Oct_Clause01_60,Прости... Мы немного опоздали... Ты ведь не обидишься на нас?
E_C19_Oct_Clause01_61,Кассель... Фрэй...
E_C19_Oct_Clause01_62,Конечно нет! День рождения без вас - это не праздник!
E_C19_Oct_Clause01_63,"Ах-ха, Клаус, да ну тебя."
E_C19_Oct_Clause01_64,От всей души поздравляем тебя с днём рождения!!
E_C19_Oct_Clause01_65,.....Без вас праздник был бы неполноценным.
E_C19_Oct_Clause01_66,Поэтому я сейчас пойду к вам.
E_C19_Oct_Clause01_67,Подождите немного.
E_C19_Oct_Neraxis01_01,Вот и наступил это день. Сегодня.
E_C19_Oct_Neraxis01_02,День рождения дурачка!
E_C19_Oct_Neraxis01_03,Ради этого дня я два раза всё обдумала и так старалась... Ха-ха-ха...
E_C19_Oct_Neraxis01_04,Двумя днями ранее.
E_C19_Oct_Neraxis01_05,"Ох, скоро день рождения дурачка... Надоело..."
E_C19_Oct_Neraxis01_06,"Но что ж делать, нужно расплатиться за полученное. Ведь я дракон с принципами!"
E_C19_Oct_Neraxis01_07,"О, сестричка!"
E_C19_Oct_Neraxis01_08,А?
E_C19_Oct_Neraxis01_09,"Лайас, что ты подаришь ду... Ой, я имею ввиду, Нераксису на день рождения?"
E_C19_Oct_Neraxis01_10,"Я? Ну, так как он хочет побыстрее стать сильным..."
E_C19_Oct_Neraxis01_11,"Думаю, стоит подарить что-нибудь полезное для сражений, не так ли?"
E_C19_Oct_Neraxis01_12,Хм...
E_C19_Oct_Neraxis01_13,Ты ещё не определилась? Тебе помочь?
E_C19_Oct_Neraxis01_14,"Не, нет! Я могу сама выбрать!"
E_C19_Oct_Neraxis01_15,"Хорошо. Но если вдруг передумаешь, дай мне знать, ладно?"
E_C19_Oct_Neraxis01_16,Хмм... Все-таки сестричка очень добрая. В моем деле она не поможет...
E_C19_Oct_Neraxis01_17,"Конечно, такой обычный подарок тоже хорош,"
E_C19_Oct_Neraxis01_18,"но если подарить что-то действительно хорошее, настроение испортится..."
E_C19_Oct_Neraxis01_19,"О, придумала! Так и сделаю!"
E_C19_Oct_Neraxis01_20,Днем ранее.
E_C19_Oct_Neraxis01_21,Лаудия.
E_C19_Oct_Neraxis01_22,"О, Лилия, входите, пожалуйста. Что Вас привело сюда?"
E_C19_Oct_Neraxis01_23,У меня есть один вопрос.
E_C19_Oct_Neraxis01_24,"Вопрос? Если я смогу на него ответить, то пожалуйста, задавайте."
E_C19_Oct_Neraxis01_25,"Ты не знаешь, может есть какие-то предметы, которые классно выглядят, но совершенно бесполезны?"
E_C19_Oct_Neraxis01_26,"Классно выглядят, но совершенно бесполезны?"
E_C19_Oct_Neraxis01_27,"Так Вы выбираете подарок для Нераксиса. Классный, но бесполезный..."
E_C19_Oct_Neraxis01_28,"Может, что-то вроде статуи, которую Вы получили на день рождения от короля-бога..."
E_C19_Oct_Neraxis01_29,"В целом, ценная и с виду очень красивая,"
E_C19_Oct_Neraxis01_30,"но для того, кто получил подарок, достаточно бесполезная."
E_C19_Oct_Neraxis01_31,"Очень красивая, но бесполезная для того, кто получил подарок..."
E_C19_Oct_Neraxis01_32,"Оо, спасибо! Хорошая информация!"
E_C19_Oct_Neraxis01_33,И вот наступило сегодня.
E_C19_Oct_Neraxis01_34,...
E_C19_Oct_Neraxis01_35,Что с ним? Чего это у него с утра дня рождения такое лицо.
E_C19_Oct_Neraxis01_36,"Уж не о прежней семье он думает? Может, лучше не давать подарок сейчас?"
E_C19_Oct_Neraxis01_37,"Аааа! О нет, нельзя, чтобы сестричка первой увидела!!"
E_C19_Oct_Neraxis01_38,"С днём рождения, дурачок!"
E_C19_Oct_Neraxis01_39,Уф!
E_C19_Oct_Neraxis01_40,"Что ты делаешь, малявка!"
E_C19_Oct_Neraxis01_41,"Тебя поздравляют, а ты что-то тут разговорился!!"
E_C19_Oct_Neraxis01_42,"В общем, с днём рождения!"
E_C19_Oct_Neraxis01_43,........?!
E_C19_Oct_Neraxis01_44,А... Ага... Спасибо.......?
E_C19_Oct_Neraxis01_45,Эй.
E_C19_Oct_Neraxis01_46,Чего?
E_C19_Oct_Neraxis01_47,Это ещё что?..
E_C19_Oct_Neraxis01_48,"Эх, каменная ты голова, не можешь даже этого понять?"
E_C19_Oct_Neraxis01_49,"Понял, как только увидел! Но я не об этом спрашиваю!"
E_C19_Oct_Neraxis01_50,"Что это ты, ни с того ни с сего, даришь мне украшение в виде цыплёнка?!"
E_C19_Oct_Neraxis01_51,В смысле что? Разве оно не миленькое? К тому же из лимитированного выпуска!
E_C19_Oct_Neraxis01_52,"Доброе утро! С днём рождения, Нераксис."
E_C19_Oct_Neraxis01_53,"О боже, Лилия, неужели ты нашла это?"
E_C19_Oct_Neraxis01_54,Конечно! Я уже не маленькая! Даже я могу это сделать!
E_C19_Oct_Neraxis01_55,Наша Лилия так выросла.... Где же ты его нашла?
E_C19_Oct_Neraxis01_56,Напротив Крепости Орвел есть один антикварный магазин...
E_C19_Oct_Neraxis01_57,......
E_C19_Oct_Neraxis01_58,?..
E_C19_Oct_Neraxis01_59,"Эй, малявка, то есть Лилия, тут изнутри издаётся какой-то звук..."
E_C19_Oct_Neraxis01_60,Ч-что? Те-тебе почудилось!
E_C19_Oct_Neraxis01_61,"Се-сестричка, пойдём накроем стол! Ты же приготовила что-то вкусное?"
E_C19_Oct_Neraxis01_62,Как-то подозрительно... Ты опять что-то задумала?
E_C19_Oct_Neraxis01_63,Эй!!!!!!! Малявка!!!!!!! Что это ещё за!!!!!!!!!
E_C19_Oct_Kasel01_1,Кассель?
E_C19_Oct_Kasel01_2,Кассель!
E_C19_Oct_Kasel01_3,А... Фрэй...
E_C19_Oct_Kasel01_4,О чём ты думаешь?
E_C19_Oct_Kasel01_5,"Я все звала и звала, а ты не откликаешься. Я уже начала беспокоиться."
E_C19_Oct_Kasel01_6,"Ха-ха, да так, ничего особенного."
E_C19_Oct_Kasel01_7,"Может, из-за того, что мы уже почти завершили странствие... Иногда всплывают воспоминания о том, что мы пережили."
E_C19_Oct_Kasel01_8,"Надеюсь, не грустные воспоминания?"
E_C19_Oct_Kasel01_9,"Ха-ха, вовсе нет."
E_C19_Oct_Kasel01_10,"Например, воспоминания о первой встрече с Клео и Роем."
E_C19_Oct_Kasel01_11,"Или о дне, когда мы спасли Нейлу и Селену..."
E_C19_Oct_Kasel01_12,Подобные воспоминания.
E_C19_Oct_Kasel01_13,Вот как.
E_C19_Oct_Kasel01_14,"Действительно, так много всего произошло. Стольких людей мы встретили..."
E_C19_Oct_Kasel01_15,"Кстати, вспоминается и твой день рождения."
E_C19_Oct_Kasel01_16,"Да, ха-ха-ха."
E_C19_Oct_Kasel01_17,"Когда мы только ещё познакомились с Клео и Роем, да?"
E_C19_Oct_Kasel01_18,"Да, верно. В тот день..."
E_C19_Oct_Kasel01_19,День рождения Касселя
E_C19_Oct_Kasel01_20,Ты правда в порядке? Меня любой вариант устроит...
E_C19_Oct_Kasel01_21,"Конечно. Достаточно уже того, что ты так об этом заботишься. "
E_C19_Oct_Kasel01_22,Но...
E_C19_Oct_Kasel01_23,Но сейчас нам в первую очередь нужно завершить наше дело.
E_C19_Oct_Kasel01_24,"Для начала, хотелось бы решить, как быть со Священным мечом."
E_C19_Oct_Kasel01_25,Ладно... Хорошо.
E_C19_Oct_Kasel01_26,(Но именно поэтому я хочу что-нибудь сделать...)
E_C19_Oct_Kasel01_27,"(О, придумала!)"
E_C19_Oct_Kasel01_28,"Ох, время-то уже... Я ненадолго отойду, Фрэй."
E_C19_Oct_Kasel01_29,Сегодня моя очередь идти за дровами.
E_C19_Oct_Kasel01_30,"Хорошо, не задерживайся."
E_C19_Oct_Kasel01_31,"Охо, день рождения Касселя?"
E_C19_Oct_Kasel01_32,Тогда мой подарок уже решён!
E_C19_Oct_Kasel01_33,Как насчёт великого короля слизи? Или огромного прекрасного голема?
E_C19_Oct_Kasel01_34,"Подарок - это не то, что ты сама хочешь получить."
E_C19_Oct_Kasel01_35,"Никто, кроме тебя, не будет рад такому."
E_C19_Oct_Kasel01_36,"Чего, дурак! Я же очень усердно думала над подарком!"
E_C19_Oct_Kasel01_37,"Ха-ха-ха... Ну да, ну да. Похоже на это."
E_C19_Oct_Kasel01_38,Не смейся ты так!
E_C19_Oct_Kasel01_39,"Так... Тебя же Клаус зовут, да? Я понимаю, почему Фрэй тебя позвала..."
E_C19_Oct_Kasel01_40,"Но мы с вами встретились совсем недавно, поэтому не знаем, сможем ли мы чем-то помочь."
E_C19_Oct_Kasel01_41,"Извините, если мы приносим вам неудобства."
E_C19_Oct_Kasel01_42,Просто по этому случаю хотелось бы с вами обоими подружиться...
E_C19_Oct_Kasel01_43,"Кроме того, вы уже знаете ситуацию Касселя..."
E_C19_Oct_Kasel01_44,Поэтому хотелось бы отпраздновать всем вместе и поднять ему настроение.
E_C19_Oct_Kasel01_45,"Хе-хе. То, что ты добавила, ты ведь серьёзно?"
E_C19_Oct_Kasel01_46,"Мда... Не надо это так подчёркивать, просто прими это... Эх."
E_C19_Oct_Kasel01_47,"Ха-ха-ха, а ты зоркая девочка."
E_C19_Oct_Kasel01_48,Но... Я полностью согласен с Фрэй. 
E_C19_Oct_Kasel01_49,"То, что Кассель является хозяином Священного меча,"
E_C19_Oct_Kasel01_50,и что впредь его ждет долгий путь...
E_C19_Oct_Kasel01_51,Об этом знаем только мы.
E_C19_Oct_Kasel01_52,"И я хочу хоть как-нибудь подбодрить Касселя, ведь он несёт такую тяжелую ношу."
E_C19_Oct_Kasel01_53,Я надеюсь на вас. Даже самый маленький подарок подойдет.
E_C19_Oct_Kasel01_54,"Надеюсь, вы отпразднуете день рождения с нами."
E_C19_Oct_Kasel01_55,Клаус...
E_C19_Oct_Kasel01_56,Мм... Раз уж все так серьёзно...
E_C19_Oct_Kasel01_57,...Мм...
E_C19_Oct_Kasel01_58,Хмм... Как насчёт этого?
E_C19_Oct_Kasel01_59,"О, Рой! Что это? Что это?"
E_C19_Oct_Kasel01_60,"О, было бы здорово! Не знаю, правда, получится ли все хорошо сделать!"
E_C19_Oct_Kasel01_61,Ха-ха. Начиная с данной минуты придется немного попотеть.
E_C19_Oct_Kasel01_62,Так слизь не подойдет?
E_C19_Oct_Kasel01_63,"... Если ты уверена, что у тебя получится, делай как знаешь."
E_C19_Oct_Kasel01_64,Ураа~!
E_C19_Oct_Kasel01_65,Хозяин Священного меча... Я...
E_C19_Oct_Kasel01_66,Смогу ли я выполнить эту роль? Ведь я пока всего лишь оруженосец...
E_C19_Oct_Kasel01_67,...
E_C19_Oct_Kasel01_68,"Эхх... Ну все, надо перестать уже. А то Клаус и Фрэй будут переживать. "
E_C19_Oct_Kasel01_69,"Ничего не остается, кроме как потихоньку, не спеша, принять этот факт."
E_C19_Oct_Kasel01_70,Странно... Что это за дым? Неужели пожар?!
E_C19_Oct_Kasel01_71,Я так и знал...
E_C19_Oct_Kasel01_72,"Чего? Я тоже, между прочим, очень старалась!"
E_C19_Oct_Kasel01_73,"Конечно. К тому же, очень хорошо прожарился."
E_C19_Oct_Kasel01_74,Ну да... Что ещё могу сказать.
E_C19_Oct_Kasel01_75,"О, Кассель! Вернулся!"
E_C19_Oct_Kasel01_76,Я уж хотел потихоньку отправиться за тобой.
E_C19_Oct_Kasel01_77,Ой... Неужели я так опоздал?
E_C19_Oct_Kasel01_78,"Ха-ха, нет, ты как раз вовремя."
E_C19_Oct_Kasel01_79,"Ну ладно, не время для этого. Пошли быстрее. Все уже ждут."
E_C19_Oct_Kasel01_80,Что? Хорошо...
E_C19_Oct_Kasel01_81,Чт-что это?..
E_C19_Oct_Kasel01_82,Кассель! Идём быстрее!
E_C19_Oct_Kasel01_83,"Мы постарались его приготовить, но не знаю, понравится ли тебе."
E_C19_Oct_Kasel01_84,"Мы положили другие специи, не как обычно... Но все равно вкусно!"
E_C19_Oct_Kasel01_85,"Э... Фрэй, ты сама это приготовила? Откуда же ты достала ингредиенты?"
E_C19_Oct_Kasel01_86,"Хи, я, великий маг, немного постаралась!"
E_C19_Oct_Kasel01_87,"Ага, и сожгла всю слизь так, что пришлось ее выбросить."
E_C19_Oct_Kasel01_88,Угрх! Заткнись! А то я тебя поджарю и украшу тобой праздничный стол!
E_C19_Oct_Kasel01_89,Откуда у тебя такие идеи... Хотя чёрт с тобой. Лучше не разговаривать.
E_C19_Oct_Kasel01_90,"Кстати, я думал, не многовато ли всего..."
E_C19_Oct_Kasel01_91,... Но говорят ты всегда ешь столько.
E_C19_Oct_Kasel01_92,Ха-ха-ха-ха-ха! У моего братишки отменный аппетит.
E_C19_Oct_Kasel01_93,Ну как? Нравится? Это твой подарок на день рождения!
E_C19_Oct_Kasel01_94,Это... Все это?
E_C19_Oct_Kasel01_95,"Я для вас ничего не сделал... Не знаю, смогу ли принять такой огромный подарок...."
E_C19_Oct_Kasel01_96,Ты забыл? 
E_C19_Oct_Kasel01_97,Ты уже один раз спас нас от опасности.
E_C19_Oct_Kasel01_98,"Верно, верно! И впредь ты ведь всегда будешь с нами."
E_C19_Oct_Kasel01_99,"Поэтому мы конечно можем такое сделать для тебя. Хм, хм."
E_C19_Oct_Kasel01_100,Мы ведь друзья!
E_C19_Oct_Kasel01_101,"В конце концов, вот что она хотела сказать..."
E_C19_Oct_Kasel01_102,Ха-ха-ха.
E_C19_Oct_Kasel01_103,"Ну... Как бы то ни было... Поводов для беспокойства, конечно, много."
E_C19_Oct_Kasel01_104,"Но хотя бы это ты можешь принять, не беспокоясь о чем-либо."
E_C19_Oct_Kasel01_105,"Вот именно. Ведь, как-никак, день рождения случается лишь раз в год."
E_C19_Oct_Kasel01_106,"Все очень старались, пока готовили подарок. Расслабься и прими его."
E_C19_Oct_Kasel01_107,Клаус... Ребята...
E_C19_Oct_Kasel01_108,(Да... Если мы будем вместе...)
E_C19_Oct_Kasel01_109,(Если они будут со мной... Я...)
E_C19_Oct_Kasel01_110,"С днём рождения, Кассель!"
E_C19_Oct_Kasel01_111,"...Спасибо... Правда, спасибо вам!"
E_C19_Oct_Kasel01_112,Я никогда не забуду этот день рождения!!
E_C19_Oct_Kasel01_113,В итоге ты смог все съесть. Клео и Рой были в шоке.
E_C19_Oct_Kasel01_114,"Тогда было немного стыдно... Но теперь они, кажется, привыкли. Ха-ха."
E_C19_Oct_Kasel01_115,....Мы ведь тоже к ним привыкли?
E_C19_Oct_Kasel01_116,Да. С тех самых пор они уже стали нашими дорогими друзьями.
E_C19_Oct_Kasel01_117,В следующий раз давай снова отпразднуем твой день рождения.
E_C19_Oct_Kasel01_118,"С Клео, с Роем, с Клаусом..."
E_C19_Oct_Kasel01_119,"И вместе со всеми, кого мы встретили. Устроим пир на весь мир!"
E_C19_Oct_Kasel01_120,Ха-ха-ха. Было бы очень весело.
E_C19_Oct_Kasel01_121,"Тогда и в следующий раз надеюсь на твою вкусную готовку, Фрэй."
E_C19_Oct_Kasel01_122,Конечно!!
E_C19_Oct_Kasel01_123,Что это! Вы тут секретничаете вдвоем?
E_C19_Oct_Kasel01_124,Давайте быстрее! Рой и Клаус хотят что-то обсудить!
E_C19_Oct_Kasel01_125,Хорошо! Уже идем!
E_C19_Oct_Kasel01_126,"Идем, Кассель."
E_C19_Oct_Kasel01_127,"Хорошо, Фрэй."
E_C19_Oct_Mirianne01_01,Восемь лет назад
E_C19_Oct_Mirianne01_02,Я почти не помню тот день.
E_C19_Oct_Mirianne01_03,"Я плакала под покровами тёмного тумана, и ко мне"
E_C19_Oct_Mirianne01_04,приблизился огромный сгусток света...
E_C19_Oct_Mirianne01_05,Только воспоминания о тёплых объятиях
E_C19_Oct_Mirianne01_06,Остались в моей памяти.
E_C19_Oct_Mirianne01_07,Мириам...
E_C19_Oct_Mirianne01_08,"Ты все ещё ребенок, но мир не будет относиться к тебе, как к маленькой девочке."
E_C19_Oct_Mirianne01_09,"Я могу стать твоим щитом и крепостью,"
E_C19_Oct_Mirianne01_10,но ты должна научиться защищать себя.
E_C19_Oct_Mirianne01_11,Возьми.
E_C19_Oct_Mirianne01_12,"Хорошо, дедушка."
E_C19_Oct_Mirianne01_13,"Мириам, что делаешь?"
E_C19_Oct_Mirianne01_14,О! Соня.
E_C19_Oct_Mirianne01_15,"Я просто вспомнила день, когда дедушка передал мне кинжал."
E_C19_Oct_Mirianne01_16,"Покинув приют, в котором я так долго жила,"
E_C19_Oct_Mirianne01_17,"и после долгих путешествий вместе с тобой,"
E_C19_Oct_Mirianne01_18,"я, видимо, все же скучаю по дедушке."
E_C19_Oct_Mirianne01_19,"Ооо, а кинжал-то обветшал."
E_C19_Oct_Mirianne01_20,"Да, с того самого дня, когда дедушка начал учить меня обращаться с кинжалом,"
E_C19_Oct_Mirianne01_21,"я всегда использовала его, вот он и обветшал."
E_C19_Oct_Mirianne01_22,"Сейчас я использую другой кинжал,"
E_C19_Oct_Mirianne01_23,но это мой первый подарок от дедушки.
E_C19_Oct_Mirianne01_24,Поэтому я всегда ношу его с собой.
E_C19_Oct_Mirianne01_25,"Ооо, завидую я ему."
E_C19_Oct_Mirianne01_26,Но теперь и я не могу уступить дедушке!
E_C19_Oct_Mirianne01_27,Это мой подарок тебе!
E_C19_Oct_Mirianne01_28,Дедушка настоятельно попросил перед отправлением в путь...
E_C19_Oct_Mirianne01_29,"Соня, послушай."
E_C19_Oct_Mirianne01_30,"Будучи в пути, долг опекуна - это забота о семье."
E_C19_Oct_Mirianne01_31,Поэтому не забывай о дне рождения Мириам и позаботься о ней. Ха-ха-ха!
E_C19_Oct_Mirianne01_32,"Можешь положиться на меня, дедушка!"
E_C19_Oct_Mirianne01_33,"Он сказал, что нужно заботиться о семье."
E_C19_Oct_Mirianne01_34,Это Ривентина.
E_C19_Oct_Mirianne01_35,"Волшебный меч, на который наложена магия ускорения и возвращения..."
E_C19_Oct_Mirianne01_36,"Спасибо, Соня!"
