KEY,German
HERO_GROUP_48,Cecilia & Leo
HERO_GROUP_49,Dosarta & Leo
HERO_GROUP_50,Dosarta & Mitra
HERO_GROUP_51,Clause & Demia
HERO_GROUP_52,Clause & Frey
NPC_KYLE_NAME,Kyle
NPC_BLACKKNIGHT_NAME,Schwarzer Ritter
NPC_MALDUK_NAME,Malduk
NPC_IzakerrR_NAME,Izakerr
NPC_TARKAS_NAME,Tarcas
NPC_SIEG_NAME,Sieg
NPC_KINGOFSPIRIT_NAME,Feenkönig
NPC_UNCONFIRMED_NAME,?????
NPC_UNCONFIRMED_GROUP_NAME,??? & ???
NPC_ELROSED_NAME,El Rosed
NPC_EPIGAEL_NAME,Epigael
FAIRY_RHILL,Rhill
NPC_KAREN_NAME,Karen
NPC_LUA_NAME,Lua
NPC_CROWD_NAME,Menschenmenge
NPC_HALLHERO_NAME,Hillia
NPC_HARPY,Harpie
NPC_ORC,Ork
NPC_DARKELF,Dunkelelf
NPC_DARKNESS,Stimme aus der Dunkelheit
NPC_GNOLL,Gnoll
NPC_AGAMEMNON,Agamemnon
NPC_DRYAD,Dryade
NPC_MASK_NAME,Lachende Maske
NPC_IRIS,Iris
NPC_LEI,Lei
NPC_SOLDIER,Soldat
NPC_SOLDIER1,Soldat 1
NPC_SOLDIER2,Soldat 2
NPC_SOLDIER3,Soldat 3
NPC_SOLDIER4,Soldat 4
NPC_SOLDIER5,Soldat 5
NPC_SKELETONGIANT,Riesenskelett
NPC_SKELETON,Skelett
NPC_INFIRA,Infira
NPC_DRACONIA,Draconics
NPC_TEMERER_QUESTION,Temeraire (?)
NPC_UNDEADORC,Untoter Ork
NPC_GOAT,Ziege (?)
NPC_MIRURUPIRATES,Miruru-Piraten
NPC_DarkElf_SOLDIER,Dunkelelfen-Soldat
NPC_DarkElf_SOLDIER1,Dunkelelfen-Soldat 1
NPC_DarkElf_SOLDIER2,Dunkelelfen-Soldat 2
NPC_DarkElf_FRIEND,Dunkelelfen-Gefährte
NPC_DarkElf_FRIEND1,Dunkelelfen-Gefährte 1
NPC_DarkElf_FRIEND2,Dunkelelfen-Gefährte 2
NPC_DarkElf_FRIEND3,Dunkelelfen-Gefährte 3
NPC_DarkElf_FRIEND4,Dunkelelfen-Gefährte 4
NPC_DarkElf_FRIEND5,Dunkelelfen-Gefährte 5
NPC_DarkElf_FRIEND6,Dunkelelfen-Gefährte 6
NPC_DarkElf_FRIEND7,Dunkelelfen-Gefährte 7
NPC_DARKFORCES_SOLDIER,Dunkle Macht
NPC_SIEL,Siel
NPC_DEVIL,Dämonische Kreatur
NPC_ANCIENTMONSTER_HELTANIOS,Heltanios
NPC_GATEKEEPER1,Torwächter 1
NPC_GATEKEEPER2,Torwächter 2
NPC_CHORUS,Chor
NPC_LIZARDMAN,Echsenmensch
NPC_LIZARDMAN_GOLD,Goldener Träger
NPC_VILLAGEHEAD,Häuptling
NPC_DARKSOUL,Finstere Seele
NPC_GUARD,Wache
NPC_WOMAN_1,1. Frau
NPC_WOMAN_2,2. Frau
NPC_WOMAN_3,3. Frau
NPC_WOMAN_4,4. Frau
NPC_WOMAN_5,5. Frau
NPC_MAN_1,1. Mann
NPC_MAN_2,2. Mann
NPC_MAN_3,3. Mann
NPC_MAN_4,4. Mann
NPC_MAN_5,5. Mann
NPC_UNDEAD,Untoter
NPC_UNDEADS,Untotenarmee
NPC_HUMANEZE,Ezekiel (Mensch)
NPC_DEMONEZE,Ezekiel (Dämon)
NPC_ALTERVISKA,Viska (?)
NPC_VI,Vi
NPC_COLDNIGHTKING,Herzloser König der Nacht
NPC_SAVAGENIGHTKING,Brutaler König der Nacht
NPC_CAT1,Schelmische Katze
NPC_CAT2,Scheue Katze
NPC_SONGWITCH,Singende Hexe
NPC_FIREWITCH,Flammenhexe
NPC_DARKPRIEST,Gefallener Glaube
NPC_DARKQUEEN,Gefallene Brillanz
NPC_CRAZEDKNIGHT,Dunkler Ritter der Raserei
NPC_SILENTKNIGHT,Dunkler Ritter des Schweigens
NPC_VALANCE,Valance
NPC_REINHART,Reinhart
NPC_ROA,Loah
NPC_ROZE,Rose
NPC_ESOLDIER,Kaiserlicher Soldat
NPC_ESOLDIER1,Kaiserlicher Soldat1
NPC_ESOLDIER2,Kaiserlicher Soldat2
NPC_QVOICE,Mysteriöse Stimme
NPC_YMVOICE,Stimme eines jungen Mannes
NPC_YWOFFICER,Junge Offizierin
NPC_MSGIRL,Geheimnisvolles Mädchen
NPC_MSOUND,Maschinengeräusch
NPC_OLDGENTLEMAN,Alter Gentleman
NPC_PANCIRONNE,Pansirone
NPC_LUCIKIEL,Lucikiel
NPC_ELMORY,El Moriham
NPC_TURAN,Turan
NPC_HANUS,Hanus
NPC_KUMURO,Kumuro
NPC_HAVELOCK,Havelock
NPC_Villager,Stadtbewohner
NPC_CATSOLDIER1,Katze Nr. 1
NPC_CATSOLDIER2,Katze Nr. 2
NPC_CATSOLDIER3,Katze Nr. 3
NPC_EVERYONE,Alle
NPC_ORPHANS,Waisenhaus-Kinder
NPC_TOWNCHILDREN,Dorfkinder
NPC_TOWNPEOPLE,Stadtbewohner
NPC_CHILD1,Dorfkind 1
NPC_CHILD2,Dorfkind 2
NPC_CHILD3,Dorfkind 3
NPC_SCHTE,Schute
NPC_MC,Showmaster
NPC_ALIAS1,Wikingerin-Schönheit
NPC_AUDIENCE,Publikum
NPC_ALIAS2,Frühlingsbraut
NPC_ALIAS3,Blonde Piratin
NPC_ALIAS4,Katzenminze-Liebhaber
NPC_Golem,Golem
NPC_EmpireOfficer,Imperialer Offizier
NPC_Hoabis,Hoabis
NPC_Kain,Cain
NPC_Kurtel,Kurtel
NPC_CHILDREN,Kinder
NPC_BOY,Junge
NPC_NOBLE1,Adelige I
NPC_NOBLE2,Adelige II
NPC_TARGARIOS,Targarios
NPC_SCHWANHEITE,Schwanheite
NPC_HEXIPOLIA,Hexipolia
NPC_BERMAN,Berman
NPC_CLERK,Sekretär
NPC_DUNNNEMICIA,Dunn Nemecia
NPC_TWISTEDDARK,Verdrehte Dunkelheit
NPC_TRIBESMEN1,Stammesangehörige(r) 1
NPC_TRIBESMEN2,Stammesangehörige(r) 2
NPC_SHAKMEH,Shakmeh
CHAPTER1_BOSS1_NAME,Marrik
CHAPTER1_BOSS1_TITLE,Rasend
CHAPTER1_BOSS1_DESC,"Ein professioneller Goblin-Plünderer, der es leicht mit menschlichen Rittern aufnehmen kann."
CHAPTER1_BOSS2_NAME,Tarokki
CHAPTER1_BOSS2_TITLE,Wahnsinniger Dämon
CHAPTER1_BOSS2_DESC,"Ein gerissener, scharfsinniger Goblin mit einer Gabe für Schießpulver-Herstellung."
CHAPTER1_BOSS3_NAME,Bodakka
CHAPTER1_BOSS3_TITLE,Wildschwein-Reiter
CHAPTER1_BOSS3_DESC,"Ein brutaler und grausamer Goblin-Krieger, der eine Horde Goblins im Namen der Dunkelheit anführt."
CHAPTER2_BOSS1_NAME,Lafairy
CHAPTER2_BOSS1_TITLE,Speer des Vertrauens
CHAPTER2_BOSS1_DESC,Ehrenhafter Anführer der Dryaden.
CHAPTER2_BOSS2_NAME,Himmullis
CHAPTER2_BOSS2_TITLE,Flügel der Freiheit
CHAPTER2_BOSS2_DESC,"Eine Harpien-Windmeisterin, die männliche Feinde in ihr Nest lockt und sie tötet, indem sie ihre Lebensenergie aussaugt."
CHAPTER2_BOSS3_NAME,Balalaika
CHAPTER2_BOSS3_TITLE,Abgrund des Zenits
CHAPTER2_BOSS3_DESC,"Jene, die ihrer Verführung verfallen vergessen ihre Todesfurcht und sterben frohen Herzens."
CHAPTER3_BOSS1_NAME,Thron
CHAPTER3_BOSS1_TITLE,Sturmtruppenführer
CHAPTER3_BOSS1_DESC,"Ein grausamer und wilder Elite-Orkkrieger, der als Siegs rechte Hand dient."
CHAPTER3_BOSS2_NAME,Dain
CHAPTER3_BOSS2_TITLE,Der Grollende
CHAPTER3_BOSS2_DESC,"Ein mächtiger Schamane des Roterden-Stammes, einst Häuptling des Stammes."
CHAPTER3_BOSS3_NAME,Sieg
CHAPTER3_BOSS3_TITLE,Träger des Gram
CHAPTER3_BOSS3_DESC,"Einst bekannt als Nachkomme des Drachentöters, gilt er als mächtigster Orkkrieger."
CHAPTER4_BOSS1_NAME,Ursula
CHAPTER4_BOSS1_TITLE,Tödliches Großschwert
CHAPTER4_BOSS1_DESC,"Ein Elite-Level Skelett, das mit Malduk durch das Dimensionstor kam. Es führt die Skelett-Infanterie an."
CHAPTER4_BOSS2_NAME,Kellsticks
CHAPTER4_BOSS2_TITLE,Wachmann
CHAPTER4_BOSS2_DESC,"Ein Riesen-Skelett, das mit Malduk durch das Dimensionstor kam. Es wacht über den Krad-Wald von oben herab."
CHAPTER4_BOSS3_TITLE,Seelendieb
CHAPTER4_BOSS3_DESC,"Ein loyaler Diener des dunklen Lords, der dem König durch das Dimensionstor folgte. Er herrscht als Vater der Untoten."
CHAPTER5_BOSS0_TITLE,Hybrid-Pilz
CHAPTER5_BOSS0_DESC,Eine widernatürliche Pilz-Kreuzung.
CHAPTER5_BOSS1_NAME,RoboGnoll
CHAPTER5_BOSS1_TITLE,Gnoll-Sucher
CHAPTER5_BOSS1_DESC,"Ein Gnoll-Urschamane. Er benutzt verbotene Zaubersprüche, die das Leben anderer Kreaturen absorbiert. Diese Sprüche sind mächtiger als andere oder normale Zaubersprüche."
CHAPTER5_BOSS2_NAME,Bascos
CHAPTER5_BOSS2_TITLE,Späher-Oberhaupt
CHAPTER5_BOSS2_DESC,Hauptmann der Dunkelelf-Bogenschützen. Streckt mehrere Ziele mit magischen Pfeilen nieder.
CHAPTER5_BOSS3_NAME,El Rosed
CHAPTER5_BOSS3_TITLE,Königin der Alpträume
CHAPTER5_BOSS3_DESC,"Einst die Drahtzieherin der Dunkelelfen, ging sie auf ein Bündnis mit dem Teufel ein und benutzt nun mächtige Schwarze- und Mondlicht-Magie."
CHAPTER6_BOSS0_NAME,Tamak
CHAPTER6_BOSS1_NAME,Aguianat
CHAPTER6_BOSS1_TITLE,Eidechsen-Sandmeister
CHAPTER6_BOSS2_NAME,Balutan
CHAPTER6_BOSS2_TITLE,Antiker kaiserlicher Priester
CHAPTER6_BOSS3_TITLE,Licht hinterm Horizont
CHAPTER7_BOSS0_NAME,Radeline
CHAPTER7_BOSS0_TITLE,Lied der Kälte
CHAPTER7_BOSS1_NAME,Karad
CHAPTER7_BOSS1_TITLE,Frostiger Wind
CHAPTER7_BOSS2_NAME,Rubelion
CHAPTER7_BOSS2_TITLE,Verbleibender Groll
CHAPTER7_BOSS3_NAME,Tarcas
CHAPTER7_BOSS3_TITLE,Der Frostkönig
CHAPTER7_BOSS4_TITLE,Eisfestung
CHAPTER8_BOSS0_NAME,Igue
CHAPTER8_BOSS0_TITLE,Schwert des Drachentöters
CHAPTER8_BOSS1_NAME,Ragorlis
CHAPTER8_BOSS1_TITLE,Lavaschmelzer
CHAPTER8_BOSS2_NAME,Nicia
CHAPTER8_BOSS2_TITLE,Drachen verbrennende Flamme
CHAPTER8_BOSS3_NAME,Infira
CHAPTER8_BOSS3_TITLE,Drachenblutdurst
CHAPTER8_BOSS4_NAME,Nyogtha
CHAPTER8_BOSS4_TITLE,Infernobestie
CHAPTER9_BOSS4_NAME,Kibeord
CHAPTER9_BOSS4_TITLE,Wächter des Turms
GOBLIN_SHIELD_SUPERELITE_TITLE_1,Stahl
GOBLIN_SHIELD_SUPERELITE_NAME_1,Crocky
GOBLIN_SHIELD_SUPERELITE_DESC_1,Ein voll gepanzerter Goblin. Zerschmettert Feinde mit dem Gewicht seiner Rüstung.
HARPY_ARCHER_SUPERELITE_TITLE_1,Klingenpfeil
HARPY_ARCHER_SUPERELITE_NAME_1,Perella
HARPY_ARCHER_SUPERELITE_DESC_1,"Schießt Klingen-ähnliche Pfeile aus Federn, um Feinde in einer Linie anzugreifen."
ORC_SHAMAN_SUPERELITE_TITLE_1,Roter Fluch
ORC_SHAMAN_SUPERELITE_NAME_1,Tash
ORC_SHAMAN_SUPERELITE_DESC_1,"Gefallener Häuptlingspriester des Ork-Stammes, der mächtige magische Flüche beherrscht. Wirft gigantische Totenköpfe, um seine Flüche zu wirken."
SKELETON_GIANT_SUPERELITE_TITLE_1,Henker
SKELETON_GIANT_SUPERELITE_NAME_1,Zaikel
SKELETON_GIANT_SUPERELITE_DESC_1,"Ein ungewöhnlich mächtiges Skelett unter den Riesen-Skeletten.\nBenutzt seinen gigantischen Körper, um den Boden zum Beben zu bringen und Feinde niederzutrampeln."
GOBLIN_SHIELD_SUPERELITE_TITLE_2,Eiserner Lord
GOBLIN_SHIELD_SUPERELITE_NAME_2,Drakka
ORC_SHAMAN_SUPERELITE_TITLE_2,Blutrage
ORC_SHAMAN_SUPERELITE_NAME_2,Garuk
GOLEM_SUPERELITE_TITLE_1,Visions-Wächter
GOLEM_SUPERELITE_NAME_1,Parus
GOLEM_SUPERELITE_DESC_1,"Ein Golem, erschaffen mit antiker, arkaner Magie. Benutzt beide Arme, um in den Boden zu schmettern und mysteriöse Explosionen herbeizurufen."
SPIDER_SUPERELITE_TITLE_1,Giftige Spinnenmutter
SPIDER_SUPERELITE_NAME_1,Eraune
SPIDER_SUPERELITE_DESC_1,"Eine giftige Spinnenmutter. Kämpft, indem sie Gift in alle Himmelsrichtungen speit."
GIANTWORM_SUPERELITE_TITLE_1,Wut der Erde
GIANTWORM_SUPERELITE_NAME_1,Durad
GIANTWORM_SUPERELITE_DESC_1,Ein Riesenwurm mit einem Drachenkopf. Ruft Riesenwürmer in der Nähe herbei.
SKELETON_WARRIOR_SUPERELITE_TITLE_1,Rostiges Großschwert
SKELETON_WARRIOR_SUPERELITE_NAME_1,Calliope
SKELETON_WARRIOR_SUPERELITE_DESC_1,Trotz des rostigen Großschwertes ist es ein gefährliches Skelett.\nStößt Feinde mit mächtigen Schwert-Skills zurück.
SKELETON_GIANT_SUPERELITE_TITLE_2,Todeskeule
SKELETON_GIANT_SUPERELITE_NAME_2,Helthar
DRYAD_SPEAR_SUPERELITE_TITLE_1,Speer der Erde
DRYAD_SPEAR_SUPERELITE_NAME_1,Raffriu
DRYAD_SPEAR_SUPERELITE_DESC_1,"Der Dryade, der sogenannte Richter der Erde. Wirft Speere, um die Energie der Erde zu explodieren."
WASP_SUPERELITE_TITLE_1,Raubtier
WASP_SUPERELITE_NAME_1,Spisha
WASP_SUPERELITE_DESC_1,Sieht Feinde als Beute und jagt sie mit einer mächtigen Sense und einem giftigem Schwanz.
WOLF_SUPERELITE_TITLE_1,Frostiges Gebrüll
WOLF_SUPERELITE_NAME_1,Kiril
WOLF_SUPERELITE_DESC_1,"Der Anführer des Wolfspacks, mit einem riesigen, weißen Körper. Lenkt seine Wölfe mit seinem frostigen Gebrüll."
HORNEDBEAR_SUPERELITE_TITLE_1,Stahlklaue
HORNEDBEAR_SUPERELITE_NAME_1,Gust
HORNEDBEAR_SUPERELITE_DESC_1,Grausamer Anführer der gehörnten Bären. Zerschmettert Feinde mit Eisen-harten Klauen und Hörnern.
BOSS_WARTROLL_TITLE_1,Hammer des Todes
BOSS_WARTROLL_NAME_1,Argo
BOSS_GOATWARRIOR_TITLE_1,Frenzied
BOSS_GOATWARRIOR_NAME_1,Favios
BOSS_MADASSASSIN_TITLE_1,der Flut
BOSS_MADASSASSIN_NAME_1,Orléans
BOSS_SCORPION_TITLE_1,Wüsten-Tyrann
BOSS_SCORPION_NAME_1,Tarsil
RAID_DRAGON_FIRE_TITLE_1,Katastrophales Inferno
RAID_DRAGON_FIRE_NAME_1,Temeraire
RAID_DRAGON_BLACK_TITLE_1,Sturmhafter Obsidianspeer
RAID_DRAGON_BLACK_NAME_1,Armarta
RAID_DRAGON_BLUE_TITLE_1,Tyrannischer Perma-Frost
RAID_DRAGON_BLUE_NAME_1,Scalaxia
RAID_DRAGON_GREEN_TITLE_1,Katastrophe der Todesebenen
RAID_DRAGON_GREEN_NAME_1,Zyrrkinoth
CHAPTER9_CONQUEST_TITLE,Faulsumpfräuber
CHAPTER9_CONQUEST_NAME,Ka’shal
CONVERSATION_TU_7,Argh...verdammt...
CONVERSATION_TU_8,"Bist du in Ordnung, Kyle?"
CONVERSATION_TU_9,"Ja, mir geht's gut. Aber ich mach' mir Sorgen um alle Zurückgelassenen, verdammt."
CONVERSATION_TU_10,"Es ist okay, sie werden so leicht nicht fallen. Sie sind stark."
CONVERSATION_TU_11,"Wenn du es sagst, Tarcas."
CONVERSATION_TU_12,"Puh...das ist nicht einfach, nicht einmal für mich."
CONVERSATION_TU_12B,"Obwohl ich wusste, wie zäh Dämonen sind,"
CONVERSATION_TU_13,"habe ich nicht erwartet, dass sie so hartnäckig wären. Kletten mag ich nicht..."
CONVERSATION_TU_14,"Es ist eine Schande, du Verräter."
CONVERSATION_TU_15,!
CONVERSATION_TU_16,Malduk...Natürlich.
CONVERSATION_TU_17,"Grr, dass ich dir in die Falle getappt bin, ist beschämend."
CONVERSATION_TU_18,"Mein Name ist nicht Dämonen-Stratege, wenn ich euch hier nicht aufhalten kann."
CONVERSATION_TU_19,"Ihr habt euch bisher gut vorgekämpft, aber euer Vormarsch endet hier!"
CONVERSATION_TU_20,"Ahh! Ihr Insekten...! Wartet bloß, es ist noch nicht vorbei!"
CONVERSATION_TU_21,"Verschwinde, Malduk! Was für ein schlechter Verlierer."
CONVERSATION_TU_22,"Ha ha, bis hierhin und nicht weiter.."
CONVERSATION_TU_22B,"Vorwärts, ihr verlorenen Seelen!"
CONVERSATION_TU_23,"Sie marschieren wieder auf uns zu, Kyle!"
CONVERSATION_TU_24,Wir sind in der Unterzahl. Es sind einfach zu viele.
CONVERSATION_TU_25,Ack...Ich bin auch am Ende.
CONVERSATION_TU_26,"Wir sollten uns zurückziehen, Kyle."
CONVERSATION_TU_26B,"Wenn wir hierbleiben, dann...!"
CONVERSATION_TU_27,Das können wir nicht! So eine Chance kommt so schnell nicht wieder.
CONVERSATION_TU_27B,"Mach' den Weg frei, ich werde mich selbst um den Dunklen Lord kümmern!"
CONVERSATION_TU_28,Kyle!
CONVERSATION_TU_29,"Nun, dein Wunsch ist mir Befehl, mein Geliebter."
CONVERSATION_TU_30,"Ich verstehe, was du willst. Du bist mein einziger Freund."
CONVERSATION_TU_31,"Tarcas, Epis! Nein, Kyle! Alleine schaffst du es nie!"
CONVERSATION_TU_32,"Ich bin der einzige, der es tun kann, Maria. Das weißt du, richtig?"
CONVERSATION_TU_33,"Nein, du wirst sterben, wenn du gehst!"
CONVERSATION_TU_33B,Wie willst du denn den Dunklen Lord in diesem Zustand besiegen!
CONVERSATION_TU_34,"Ich würde mich nicht als den besten Schwertkämpfer aller Zeiten bezeichnen, wenn ich nicht einmal dazu fähig wäre."
CONVERSATION_TU_35,"Können wir uns etwas beeilen, bitte? Sie kommen!"
CONVERSATION_TU_36,"Ok, ich brech' durch! Bitte helft mir!"
CONVERSATION_TU_37,"Kyle! Nein, Kyle! Bitte!"
CONVERSATION_TU_61,"Wer ist da? Wie wagt ihr es, ohne Erlaubnis hier einzutreten..."
CONVERSATION_TU_62,Wer bist du?
CONVERSATION_TU_63,"Ich bin Gadra, mächtiger Trollkrieger."
CONVERSATION_TU_64,Was macht ein Trollkrieger hier?
CONVERSATION_TU_65,Hmpf. Das geht dich nichts an.
CONVERSATION_TU_66,Was macht ihr hier?
CONVERSATION_TU_67,Dies hier ist die Grube.
CONVERSATION_TU_68,"Im Gegensatz zur Arena, geht's hier um Leben und Tod."
CONVERSATION_TU_69,Hehehe...dafür sind die Belohnungen viel besser.
CONVERSATION_TU_70,"Probier' es 'mal aus, wenn du dich traust."
CONVERSATION_TU_71,Halt! Identifizieren Sie sich!
CONVERSATION_TU_72,"Mein Name ist Kasel, ein Knappe im Dienste Orvelias."
CONVERSATION_TU_73,Ich wurde herbeigerufen.
CONVERSATION_TU_74,"Ah, ihr seid also Kasel."
CONVERSATION_TU_75,Wir haben euch erwartet.
CONVERSATION_TU_76,Wir haben eine versteckte Gruft unter den kaiserlichen Kammern gefunden.
CONVERSATION_TU_77,"Die Gruft ist voller Gold, aber es tauchen ständig Monster auf."
CONVERSATION_TU_78,"Im Namen der Sicherheit Orvelias bitten wir euch, die Monsterplage zu beenden."
CONVERSATION_TU_79,"Zu euren Diensten, mein Herr."
CONVERSATION_TU_87,Halloo! Junger und gut aussehnder Herr Ritter!
CONVERSATION_TU_88,"Dich ruft da jemand, glaube ich, Kasel."
CONVERSATION_TU_89,Ach komm...
CONVERSATION_TU_90,"Hallo, mein Name ist May und ich arbeite in diesem Gemischtwarenladen."
CONVERSATION_TU_91,"Um unsere Neueröffnung zu feiern, vergeben wir diese Geschenke."
CONVERSATION_TU_92,"Wenn ihr uns besucht, feiner Herr, werden wir euch was ganz besonderes schenken!"
CONVERSATION_TU_93,D...danke sehr...
CONVERSATION_TU_94,"Hehe, lass' uns den Laden mal anschauen, schmucker Ritter!"
CONVERSATION_TU_95,"Frey, das ist mir schon peinlich genug, also bitte..."
CONVERSATION_TU_96,Willkommen in Mays Gemischtwarenladen!
CONVERSATION_TU_97,"Wir haben Waffen und Rüstungen, speziell für gutaussehende Ritter!"
CONVERSATION_TU_98,"Berührt den Shop-Knopf, un zum Shop zu gelangen!"
CONVERSATION_TU_99,"Um die Gegenstand-Liste zu aktualisieren, können auch Rubine verwendet werden!"
CONVERSATION_TU_100,"Aber wenn ihr hier nur schaut und geht, ohne etwas zu kaufen..."
CONVERSATION_TU_101,Wird May sehr enttäuscht sein!
CONVERSATION_TU_102,"Hehe, scheinbar hast du keine andere Wahl, du junger, attraktiver Ritter, du."
CONVERSATION_TU_103,"Cleo, bitte.. hör auf damit.."
CONVERSATION_TU_104,"Vor ungefähr einem Jahrhundert öffnete ein einsamer Magier das Dämonentor\nund erlaubte es Dämonen, in unsere Länder einzufallen."
CONVERSATION_TU_105,"Als das Land in Flammen aufging, erschienen Helden, die sich gegen der Dämonenhorde stellten."
CONVERSATION_TU_106,Den Helden brachen durch die Dämonenfront\nund erreichten die Festung des Dunklen Lords.
CONVERSATION_TU_107,"Kyle streckte den Dunklen Lord mit dem Heiligen Schwert Aea nieder,\nund verschwand. Nur das heilige Schwert war zu finden."
CONVERSATION_TU_108,"Die führungslosen Dämonen verstreuten sich über das Kontinent,"
CONVERSATION_TU_108A,und die Helden versiegelten das heile Schwert im Weltenbaum.
CONVERSATION_TU_109,"Über die nächsten 100 Jahre kehrte Frieden auf dem Kontinent ein,\nund die Wunden des alten Krieges wurden vergessen."
CONVERSATION_TU_110,Aber eines friedlichen Tages fand man Dämonen-Aktivitäten nahe des Weltenbaums.
CONVERSATION_TU_111,"Orvel, das Reich der Menschen, schickte eine Expeditionsgruppe,\num die Dämonensituation zu untersuchen."
CONVERSATION_TU_114,"Kasel, deine Schwertklinge sieht abgenutzt aus."
CONVERSATION_TU_115,"Ah, ja. Ich benutz' das Ding, seitdem ich der Stadtwache beigetreten bin."
CONVERSATION_TU_116,Hast du nicht ein zweites Schwert? Warum benutzt du es nicht?
CONVERSATION_TU_117,Ähm...wie mach' ich das denn?
CONVERSATION_TU_118,"Berühre zuerst den Helden-Knopf und wähle einen Helden, um zum Helden-Info Fenster zu gelangen."
CONVERSATION_TU_119,"Berühre den Gegenstand, den du anlegen willst, und berühre den 'Anlegen' Knopf."
CONVERSATION_TU_120,"Es ist nicht schwierig, versuche es einmal!"
CONVERSATION_TU_121,"Hmm, das Schwert ist nicht schlecht, aber irgendwas fehlt hier."
CONVERSATION_TU_122,Vielleicht solltest du den Gegenstand verstärken.
CONVERSATION_TU_123,Verstärken?
CONVERSATION_TU_124,"Alle Gegenstände können verstärkt werden, unabhängig von der Art des Gegenstands."
CONVERSATION_TU_125,"Wenn du ein Gegenstand verstärkst, steigen alle Gegenstand-Werte."
CONVERSATION_TU_126,Verstärken funktioniert ähnlich wie das Anlegen von Gegenständen. Berühre diesmal den 'Verstärken' Knopf.
CONVERSATION_TU_127,"Lass' uns loslegen, Kasel!"
