KEY,"Vietnamese"
RESULT_TYPE.INVALID_RANK,"Không đúng quyền hạn Guild."
RESULT_TYPE.GUILD_JOIN_NOT_REQUESTED,"Không thể tìm thấy thông tin yêu cầu gia nhập."
RESULT_TYPE.NAME_DUPLICATED,"Tên bị trùng."
RESULT_TYPE.GUILD_MEMBER_EXIST,"Thành viên Guild vẫn còn tồn tại."
RESULT_TYPE.ALREADY_REGISTERED_MERCENARY,"Anh hùng đã đăng kí làm lính thuê."
RESULT_TYPE.MAX_MERCENARY,"Vượt quá số đăng kí làm lính thuê tối đa."
RESULT_TYPE.NOT_REGISTERED_MERCENARY,"Lính thuê chưa được đăng kí."
RESULT_TYPE.ALREADY_JOINED,"Đã gia nhập vào Guild."
RESULT_TYPE.LOG_NOT_FOUND,"Kỉ lục trận đấu không tồn tại."
RESULT_TYPE.INVALID_PLUNDER_RESULT,"Kỉ lục trận đấu không đúng."
RESULT_TYPE.ALREADY_CHASED,"Đã đi truy kích."
RESULT_TYPE.INVALID_CHAPTER_INDEX,"Nơi làm nhiệm vụ không đúng."
RESULT_TYPE.COLLECT_NODE_NOT_FOUND,"Không thể tìm thấy địa điểm mục tiêu nhiệm vụ."
RESULT_TYPE.COLLECT_ENDED,"Đã kết thúc việc thu thập."
RESULT_TYPE.DEAD_HERO_EXIST,"Anh hùng đã tử mạng không thể cướp được."
RESULT_TYPE.USER_CHASE_INFO_NOT_FOUND,"Không thể tìm thấy thông tin truy kích."
RESULT_TYPE.COLLECT_INFO_NOT_FOUND,"Không thể tìm thấy thông tin nhiệm vụ viễn chinh. "
RESULT_TYPE.INVALID_TEAM_SLOT,"Thành viên nhóm nhiệm vụ viễn chinh không chính xác."
RESULT_TYPE.ALREADY_HARVESTED,"Nhiệm vụ đã hoàn thành."
RESULT_TYPE.MAX_DAILY_QUICK_COMPLETE_COLLECT,"Hôm nay bạn đã đạt được số lần hoàn thành nhanh nhất."
RESULT_TYPE.COLLECT_NOT_ENDED,"Nhiệm vụ vẫn chưa hết."
RESULT_TYPE.RECORD_NOT_FOUND,"Kỉ lục chơi lại không tồn tại."
RESULT_TYPE.ALREADY_DEFEND_REWARDED,"Đã nhận phần thưởng chống cướp đoạt."
RESULT_TYPE.MAX_PLUNDER_DEFEND_REWARD,"Bạn đã đạt đủ số phần thưởng chống cướp đoạt tối đa có thể nhận được."
RESULT_TYPE.CHAPTER_NOT_COMPLETED,"Chương này vẫn chưa hoàn thành."
RESULT_TYPE.VIP_LEVEL_DATA_NOT_FOUND,"Không thể tìm thấy dữ liệu cấp VIP."
RESULT_TYPE.MAX_RES_COLLECT_TEAM,"Hiện tại tất cả các đội đang làm nhiệm vụ."
RESULT_TYPE.NOW_COLLECTING,"Hiện nay đội đang làm nhiệm vụ."
RESULT_TYPE.INVALID_HERO_INDEX,"Anh hùng đang làm nhiệm vụ hoặc không có."
RESULT_TYPE.CHAPTER_NOT_FOUND,"Chương không tồn tại."
RESULT_TYPE.DUNGEON_NOT_FOUND,"Trận dungeon không tồn tại."
RESULT_TYPE.EMPTY_HERO_INDICES,"Anh hùng đang để trống."
RESULT_TYPE.CANNOT_PLAY_DUNGEON,"Không thể chơi trận này được. "
RESULT_TYPE.NOT_ENOUGH_STAMINA,"Thiếu Stamina."
RESULT_TYPE.NOT_ENOUGH_PLAY_KEY,"Thiếu chìa khóa."
RESULT_TYPE.INVALID_DIFF,"Mức độ khó không đúng."
RESULT_TYPE.VERIFY_FAILED,"Thất bại trong việc xác nhận."
RESULT_TYPE.CHECK_FAILED,"Thất bại trong việc kiểm tra."
RESULT_TYPE.USER_CAMPAIGN_INFO_NOT_FOUND,"Do có lỗi mạng nên máy chủ chậm trễ khi xử lý thông tin người dùng. Vui lòng thử lại sau."
RESULT_TYPE.WRONG_CHAPTER_INDEX,"Không thể sử dụng tính năng này."
RESULT_TYPE.WRONG_DUNGEON_INDEX,"Không thể sử dụng tính năng này."
RESULT_TYPE.INVALID_STAR,"Thông tin sao không đúng."
RESULT_TYPE.ENCHANT_RESULT_NOT_FOUND,"Thông tin đánh giá lại không tồn tại."
RESULT_TYPE.EQUIP_ITEM_SLOT_INDEX_MISMATCH,"Đối tượng đánh giá lại khác nhau."
RESULT_TYPE.OPTION_SLOT_INDEX_MISMATCH,"Ô trống tùy chọn để đánh giá lại khác nhau."
RESULT_TYPE.OPTION_INDEX_MISMATCH,"Kết quả tùy chọn để đánh giá lại khác nhau."
RESULT_TYPE.PREV_OPTION_INDEX_MISMATCH,"Tùy chọn đè lên khác với lần thử trước."
RESULT_TYPE.INVALID_OPTION_SLOT,"Ô trống tùy chọn không đúng."
RESULT_TYPE.RANDOM_OPTION_DATA_ERROR,"Thông tin tùy chọn ngẫu nhiên không đúng."
RESULT_TYPE.NO_HERO,"Anh hùng không tồn tại."
RESULT_TYPE.HERO_DATA_NOT_FOUND,"Không tồn tại thông tin anh hùng."
RESULT_TYPE.ALREADY_OTHER_HERO_EQUIPPED,"Bạn đã mặc cho anh hùng khác."
RESULT_TYPE.ITEM_DATA_NOT_FOUND,"Thông tin vật phẩm không tồn tại."
RESULT_TYPE.EQUIP_ITEM_DATA_NOT_FOUND,"Thông tin trang bị không tồn tại."
RESULT_TYPE.EQUIP_TAG_ERROR,"Việc gắn trang bị không đúng."
RESULT_TYPE.TOO_LOW_GRADE,"Thứ hạng quá thấp."
RESULT_TYPE.TOO_LOW_LEVEL,"Cấp độ quá thấp."
RESULT_TYPE.LOCKED_PART_INDEX,"Ô tróng trang bị đã khóa."
RESULT_TYPE.EQUIP_PART_ERROR,"Ô trống trang bị không thể đeo."
RESULT_TYPE.REMOVE_FAILED,"Thất bại trong việc gỡ bỏ."
RESULT_TYPE.INVALID_HERO_PART_INDEX,"Ô trống trang bị không đúng."
RESULT_TYPE.ALREADY_UNLOCKED,"Đã mở."
RESULT_TYPE.UNLOCK_FAILED,"Thất bại trong việc mở."
RESULT_TYPE.EQUIP_ITEM_NOT_FOUND,"Trang bị không tồn tại."
RESULT_TYPE.UNEQUIP_FAILED,"Thất bại trong việc gỡ trang bị."
RESULT_TYPE.STAT_DATA_NOT_FOUND,"Thông tin stat không tồn tại."
RESULT_TYPE.EMPTY_MATERIAL_EQUIP_ITEM,"Nguyên liệu còn trống."
RESULT_TYPE.INVALID_MATERIAL_EQUIP_ITEM,"Trang bị nguyên liệu không đúng."
RESULT_TYPE.FRIEND_NOT_FOUND,"Người chơi không tồn tại."
RESULT_TYPE.REQUEST_MYSELF,"Không thể yêu cầu với bản thân người chơi."
RESULT_TYPE.CANNOT_SEARCH_MYSELF,"Không thể tìm chính bản thân người chơi."
RESULT_TYPE.GACHA_DATA_NOT_FOUND,"Thông tin Gacha không tồn tại."
RESULT_TYPE.WRONG_GACHA_INDEX,"Số Gacha không đúng."
RESULT_TYPE.WRONG_GACHA_COUNT,"Số lượng Gacha không đúng."
RESULT_TYPE.NO_MERCENARIES,"Không có lính thuê."
RESULT_TYPE.NO_GUILD,"Không có Guild."
RESULT_TYPE.INVAILID_RANK,"Thứ tự xếp hạng không đúng."
RESULT_TYPE.GUILD_MAX_JOIN_REQUEST,"Vượt quá giới hạn về số lượng yêu cầu tối đa của Guild."
RESULT_TYPE.TRIAL_DUNGEON_DATA_NOT_FOUND,"Thông tin trận ở phòng thử thách không tồn tại. "
RESULT_TYPE.NOT_PLAYER_HERO,"Không phải trang bị bạn đang sở hữu."
RESULT_TYPE.ITEM_NOT_OWNED,"Không phải trang bị bạn đang sở hữu."
RESULT_TYPE.ITEM_TYPE_MISMATCH,"Chủng loại vật phẩm không giống nhau."
RESULT_TYPE.POTION_DATA_NOT_FOUND,"Thông tin nước phép không tồn tại."
RESULT_TYPE.INVALID_ACTION,"Động tác không đúng."
RESULT_TYPE.RECIPE_DATA_NOT_FOUND,"Thông tin công thức không tồn tại."
RESULT_TYPE.MATERIAL_DATA_NOT_FOUND,"Thông tin nguyên liệu không tồn tại."
RESULT_TYPE.NOT_ENOUGH_MATERIAL,"Nguyên liệu không đủ."
RESULT_TYPE.MATCH_RESULT_NOT_FOUND,"Kết quả trận đấu không tồn tại."
RESULT_TYPE.MATCH_UID_MISMATCH,"Số trận đấu không khớp."
RESULT_TYPE.MATCHING_DISABLED,"Đang tổng hợp kết quả trận đấu."
RESULT_TYPE.NOT_ENOUGH_SWORD,"Bạn đã dùng hết nguyên liệu vào trận nên không thể vào được nữa."
RESULT_TYPE.MATCH_USER_NOT_FOUND,"Không có thông tin người chơi tham gia."
RESULT_TYPE.NPC_INFO_NOT_FOUND,"Không có thông tin NPC."
RESULT_TYPE.WAIT_MORE,"Do có lỗi mạng nên máy chủ chậm trễ khi xử lý thông tin trận chiến. Vui lòng nhấn lại vào OK."
RESULT_TYPE.NOT_ENOUGH_CHEESE,"Thiếu phô mai."
RESULT_TYPE.USER_PLUNDER_INFO_NOT_FOUND,"Thông tin cướp đoạt không tồn tại."
RESULT_TYPE.COLLECT_NODE_DATA_NOT_FOUND,"Thông tin điểm vị trí thu thập không tồn tại."
RESULT_TYPE.PLAYER_NOT_FOUND,"Không tồn tại người chơi."
RESULT_TYPE.V_I_P_LEVEL_DATA_NOT_FOUND,"Thông tin cấp độ VIP không tồn tại."
RESULT_TYPE.SHOP_DATA_NOT_FOUND,"Thông tin cửa hàng không tồn tại."
RESULT_TYPE.SHOP_ITEM_DATA_NOT_FOUND,"Thông tin vật phẩm cửa hàng không tồn tại."
RESULT_TYPE.PLAYER_SHOP_ITEM_NOT_FOUND,"Không có thông tin vật phẩm cửa hàng của người chơi."
RESULT_TYPE.SOLD_OUT,"Đã bán."
RESULT_TYPE.INVALID_COST,"Giá không đúng."
RESULT_TYPE.NO_ITEM_DATA,"Thông tin vật phẩm không tồn tại."
RESULT_TYPE.NOT_OWNED,"Không sở hữu."
RESULT_TYPE.INVALID_ITEM_COUNT,"Số lượng vật phẩm không đúng."
RESULT_TYPE.NOT_ENOUGH_STONE,"Thiếu Tinh chất cường hóa."
RESULT_TYPE.HERO_LEVEL_LIMIT,"Cấp độ của anh hùng còn thiếu."
RESULT_TYPE.SKILL_LEVEL_NOT_FOUND,"Không có thông tin cấp độ kĩ năng."
RESULT_TYPE.SKILL_PRICE_NOT_FOUND,"Không có thông tin giá cả kĩ năng."
RESULT_TYPE.TEAM_LEVEL_LIMIT,"Cấp độ của anh hùng không thể vượt quá giới hạn."
RESULT_TYPE.SKILL_NOT_FOUND,"Kĩ năng không tồn tại."
RESULT_TYPE.REQ_GOLD_ERROR,"Số vàng cần dùng không đúng."
RESULT_TYPE.STAR_DATA_NOT_FOUND,"Thông tin sao không đúng."
RESULT_TYPE.NO_TARGET_ACCOUNT_ID,"Mã số của đối tượng người chơi không có."
RESULT_TYPE.VERSION_ERROR,"Phiên bản không đúng."
RESULT_TYPE.MATCH_NOT_FOUND,"Trận đấu không tồn tại."
RESULT_TYPE.EQUIP_ITEM_FULL,"Trang bị đầy."
RESULT_TYPE.INVALID_GUILD_LEVEL,"Cấp độ Guild không đúng."
RESULT_TYPE.ALREADY_JOIN_REQUESTED,"Đã yêu cầu tham gia."
RESULT_TYPE.MIN_REGISTER_TIME_NOT_ELAPSED,"Thời gian đăng kí tối thiểu chưa hết."
RESULT_TYPE.RESULT_ITEM_DATA_NOT_FOUND,"Thông tin vật phẩm kết quả không có."
RESULT_TYPE.RESULT_EQUIP_ITEM_DATA_NOT_FOUND,"Thông tin trang bị kết quả không có."
RESULT_TYPE.MISSION_NOT_COMPLETED,"Nhiệm vụ chưa hoàn thành."
RESULT_TYPE.TYPE_ERROR,"Nhập thông tin sai."
RESULT_TYPE.INFO_ERROR,"Thông tin không đúng."
RESULT_TYPE.ACCOUNT_IDS_ERROR,"Số tài khoản không đúng."
RESULT_TYPE.NOT_ENOUGH_PVP_COIN,"Thiếu điểm PVP."
RESULT_TYPE.EMPTY_NICK,"Tên còn để trống."
RESULT_TYPE.INVALID_NICK,"Tên không thể sử dụng được."
RESULT_TYPE.ALREADY_EXIST,"Tên đã tồn tại."
RESULT_TYPE.TOO_SHORT_NICK,"Tên quá ngắn."
RESULT_TYPE.TOO_LONG_NICK,"Tên quá dài."
RESULT_TYPE.CENSORED_WORD,"Tên có chứa từ lóng."
RESULT_TYPE.NOT_ENOUGH_CHALLENGE_CHANCE,"Không thể thử thêm được."
RESULT_TYPE.NOT_ENOUGH_DUNGEON_KEY,"Thiếu chìa khóa vào trận."
RESULT_TYPE.NOT_OPENED_DUNGEON,"Trận đấu đang không mở."
RESULT_TYPE.REQ_GEM_ERROR,"Không có ruby cần dùng."
RESULT_TYPE.WAITER_NOT_FOUND,"Không thể tìm thấy thông tin đang đợi."
RESULT_TYPE.MISSION_NOT_CLEARED,"Nhiệm vụ chưa hoàn thành."
RESULT_TYPE.DUNGEON_DATA_NOT_FOUND,"Thông tin trận đấu không tồn tại."
RESULT_TYPE.NO_AVAILABLE_SERVER,"Không có server nào có thể vào."
RESULT_TYPE.UNEQUIP_OLD_FAILED,"Không thể gỡ bỏ trang bị đang có."
RESULT_TYPE.EQUIP_FAILED,"Mặc trang bị thất bại."
RESULT_TYPE.NO_SHOP_DATA,"Không thể tìm thấy thông tin cửa hàng."
BASE_RESULT_TYPE.TIMEOUT,"Không có hồi đáp từ server."
BASE_RESULT_TYPE.SEQUENCE_ERROR,"Do có lỗi mạng nên máy chủ chậm trễ khi xử lý thông tin người dùng. Vui lòng thử lại sau."
BASE_RESULT_TYPE.INTERNAL_ERROR,"Lỗi nội bộ."
BASE_RESULT_TYPE.EMPTY_HOST,"Host không tồn tại."
RESULT_TYPE.ACHIEVEMENT_NOT_CLEARED,"Chưa hoàn thành Thành tựu."
RESULT_TYPE.INVALID_STEP,"Bạn đã nhận phần thưởng này."
RESULT_TYPE.NO_PRIVILEGE,"Không có quyền hạn."
RESULT_TYPE.INVALID_HOST,"Host không đúng."
RESULT_TYPE.MASTER_NOT_FOUND,"Chủ phòng không tồn tại."
RESULT_TYPE.MULTIPLAY_INFO_NOT_FOUND,"Thông tin chơi của thành viên không tồn tại."
RESULT_TYPE.WRONG_MEMBER,"Thành viên nhóm không đúng."
RESULT_TYPE.ALREADY_REWARD_CALCULATED,"Phần thưởng đã được quyết định."
RESULT_TYPE.LINKED_DUNGEON_NOT_FOUND,"Trận liên kết không tồn tại."
RESULT_TYPE.ALREADY_COMPLETED,"Đã hoàn thành."
RESULT_TYPE.DUNGEON_TYPE_ERROR,"Loại hình trận đấu không đúng."
RESULT_TYPE.CANNOT_VISIT_DUNGEON,"Trận đấu không thể vào xem được."
RESULT_TYPE.INVALID_TRIAL_HERO,"Anh hùng trận thử thách không đúng."
RESULT_TYPE.WORLD_MAP_EVENT_NOT_FOUND,"Sự kiện bản đồ thế giới không tồn tại."
RESULT_TYPE.EVENT_DUNGEON_INDEX_MISMATCH,"Số trận sự kiện không đúng."
RESULT_TYPE.NOT_ENOUGH_MULTIPLAY_MEMBERS,"Thiếu thành viên."
RESULT_TYPE.NOT_CALCULATED,"Chưa quyết định xong."
RESULT_TYPE.ALREADY_REWARDED,"Phần thưởng đã phát."
RESULT_TYPE.NOT_SAME_DEVELOPER_PAYLOAD,"Thông tin thanh toán (DeveloperPayload) không nhất trí nên đã bị hủy."
RESULT_TYPE.NOT_SAME_PRODUCT_ID,"Thông tinh thanh toán (ProductId) không nhất trí nên thanh toán đã bị hủy."
RESULT_TYPE.WRONG_PURCHASE_STATUS,"Thanh toán đã bị hủy vi thông tin thanh toán (PurchaseStatus) không đúng."
RESULT_TYPE.VERIFICATION_FAILED,"Thanh toán bị hủy vì thất bại trong việc kiểm chứng thanh toán."
RESULT_TYPE.INVALID_CONSUMPTION_STATE,"Thanh toán bị hủy vì thông tin thanh toán (ConsumptionState) không đúng."
RESULT_TYPE.NOT_MONTHLY_ENDED,"Chưa thể mua gói hàng tháng."
RESULT_TYPE.HAVE_PLAY_CHANCE,"Hiện tại vẫn còn cơ hội để thử nên không thể mua được."
RESULT_TYPE.INVALID_DUNGEON_INDEX,"Số trận không đúng."
RESULT_TYPE.CANNOT_AWAKEN_YET,"Chưa thể cường hóa được. "
RESULT_TYPE.CANNOT_AWAKEN_MORE,"Không thể cường hóa thêm."
RESULT_TYPE.RUNE_ITEM_NOT_OWNED,"Vật phẩm cổ tự không sở hữu."
RESULT_TYPE.SAME_RUNE_EQUIPPED,"Đang trang bị cổ tự đồng nhất."
RESULT_TYPE.ALEADY_OCCUPIED,"Đã phân chia."
RESULT_TYPE.PRESERVE_PRICE_ERROR,"Giá lưu trữ không đúng."
RESULT_TYPE.RUNE_ITEM_DATA_NOT_FOUND,"Thông tin vật phẩm cổ tự không tồn tại."
RESULT_TYPE.RUNE_DATA_NOT_FOUND,"Thông tin cổ tự không tồn tại."
RESULT_TYPE.PART_TYPE_ERROR,"Bộ phận không đúng."
RESULT_TYPE.NO_EQUIPPED_RUNE,"Cổ tự không được trang bị."
RESULT_TYPE.HERO_ALREADY_EXIST,"Anh hùng đã tồn tại."
RESULT_TYPE.SKILL_NOT_LEARNED,"Bạn chưa học kĩ năng này."
RESULT_TYPE.INVALID_SKILL_EXTEND,"Mở rộng kĩ năng không đúng."
RESULT_TYPE.NOT_ENOUGH_ITEM,"Thiếu vật phẩm."
RESULT_TYPE.BOOK_ITEM_DATA_NOT_FOUND,"Thông tin vật phẩm sách không tồn tại."
RESULT_TYPE.SKILL_ALREADY_LEARNED,"Kĩ năng đã học."
RESULT_TYPE.MAX_PURIFIED,"Bạn đã thanh tẩy tối đa."
RESULT_TYPE.MAX_HERO_STAR,"Anh hùng đang ở trạng thái cường hóa tối đa."
RESULT_TYPE.NO_AWAKE_MATERIAL,"Không có nguyên liệu cường hóa."
RESULT_TYPE.PURIFY_DATA_NOT_FOUND,"Thông tin thanh tẩy không tồn tại."
RESULT_TYPE.INVALID_PURIFY_DATA,"Dữ liệu thanh tẩy không đúng."
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_DATA_NOT_FOUND,"Dữ liệu siêu việt kĩ năng không tồn tại."
RESULT_TYPE.MAX_TRANSCEND_SKILL_LEVEL,"Kĩ năng đã được siêu việt tối đa."
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_PRICE_DATA_NOT_FOUND,"Giá siêu việt kĩ năng không tồn tại."
RESULT_TYPE.NOT_MAX_HERO_STAR,"Anh hùng chưa được cường hóa tới mức tối đa."
RESULT_TYPE.INVALID_TRANSCEND_COUNT,"Số lượng siêu việt không đúng."
RESULT_TYPE.GRADE_TOO_LOW,"Thứ hạng quá thấp."
RESULT_TYPE.CREATURE_DATA_NOT_FOUND,"Thông tin anh hùng không tồn tại."
RESULT_TYPE.UPGRADE_BOOK_DATA_NOT_FOUND,"Thông tin sách cường hóa không tồn tại."
RESULT_TYPE.MATCH_PLAYER_NOT_FOUND,"Đối tượng quyết đấu không tồn tại."
RESULT_TYPE.INVALID_SHOP_DATA,"Thông tin cửa hàng không đúng."
RESULT_TYPE.NOT_GUILD_MEMBER,"Không phải thành viên Guild."
RESULT_TYPE.NOT_ENOUGH_GUILD_POINT,"Thiếu điểm Guild."
RESULT_TYPE.INVALID_SHOP_ITEM_LIST_INDEX,"Số mục lục cửa hàng không đúng."
RESULT_TYPE.INVALID_ITEM_TYPE,"Chủng loại vật phẩm không đúng."
RESULT_TYPE.HERO_SHOP_SLOT_EXCEEDED,"Vị trí cửa hàng anh hùng vượt quá mức tối đa."
RESULT_TYPE.INVALID_HERO_SHOP_SLOT,"Vị trí cửa hàng anh hùng không đúng."
RESULT_TYPE.NO_SHOP_ITEM_INFO,"Thông tin vật phẩm cửa hàng không tồn tại."
RESULT_TYPE.NO_SHOP_ITEM_DATA,"Dữ liệu vật phẩm cửa hàng không tồn tại."
RESULT_TYPE.NO_SELL_COUNT,"Không có số lượng bán ra."
RESULT_TYPE.ALREADY_OPENED_CLASS,"Class đã được mở."
RESULT_TYPE.NOT_OPENED_CLASS_DUNGEON,"Trận đấu của class này chưa được mở."
RESULT_TYPE.ALREADY_GET_CHALLENGE,"Bạn đã thử thách rồi."
RESULT_TYPE.ALREADY_HAVE_MATERIAL,"Bạn đã có nguyên liệu này."
RESULT_TYPE.INVALID_HERO_CLASS,"Class không đúng."
RESULT_TYPE.TUTORIAL_DATA_NOT_FOUND,"Dữ liệu hướng dẫn không tồn tại."
RESULT_TYPE.RETRY,"Thử lại"
RESULT_TYPE.NOT_IMPLEMENTED_METHOD,"Phương thức không thể thực hiện được."
RESULT_TYPE.INVALID_QUEST_INDEX,"Số nhiệm vụ không đúng."
RESULT_TYPE.QUEST_INFO_NOT_FOUND,"Không thể tìm thấy thông tin nhiệm vụ."
RESULT_TYPE.QUEST_NOT_CLEARED,"Bạn vẫn chưa hoàn thành nhiệm vụ."
RESULT_TYPE.NOT_COMPLETED,"Chưa hoàn thành."
RESULT_TYPE.EMPTY_DUNGEON_INDICES,"Số trận còn trống."
RESULT_TYPE.EVENT_INDEX_COUNT_MISMATCH,"Số lượng sự kiện không đồng nhất."
RESULT_TYPE.MAX_DAILY_COUNT,"Vượt quá số lần trong ngày."
RESULT_TYPE.ALREADY_VISITED,"Đã ghé thăm."
RESULT_TYPE.INVALID_MATERIAL_ITEM,"Vật phẩm nguyên vật liệu không đúng."
RESULT_TYPE.INVALID_REQ_ITEM_EXP_DATA,"Điểm kinh nghiệm vật phẩm cần dùng không đúng."
RESULT_TYPE.SAME_BOOSTER_APPLIED,"Hiệu quá bộ tăng đồng nhất có tồn tại."
RESULT_TYPE.PACKAGE_DATA_NOT_FOUND,"Dữ liệu sản phẩm Gói không tồn tại."
RESULT_TYPE.INVALID_ITEM_INDEX,"Số vật phẩm không đúng."
RESULT_TYPE.INVALID_ITEM_DATA,"Dữ liệu vật phẩm không đúng."
RESULT_TYPE.INVALID_ACCOUNT_ID,"Số tài khoản không đúng."
RESULT_TYPE.REWARD_TIME_ENDED,"Đã quá thời gian nhận phần thưởng."
RESULT_TYPE.CHECKING_INTEGRITY,"Kết quả trận chiến vẫn đang được xử lý. Vui lòng thử lại sau."
RESULT_TYPE.BATTLE_SERVER_NOT_FOUND,"Tình trạng mạng không ổn định. Vui lòng đến nơi có chất lượng tín hiệu tốt hơn và kết nối lại với trò chơi."
RESULT_TYPE.TOWER_DATA_NOT_FOUND,"Thông tin tháp không tồn tại."
RESULT_TYPE.TOWER_FLOOR_DATA_NOT_FOUND,"Thông tin của tầng này không tồn tại."
RESULT_TYPE.CANNOT_ENTER_TOWER_FLOOR,"Không thể vào tầng này."
RESULT_TYPE.TOWER_CHAPTER_MISMATCH,"Chương tháp không đồng nhất."
RESULT_TYPE.TOWER_DUNGEON_MISMATCH,"Trận tháp không tồn tại."
RESULT_TYPE.TOWER_TEAM_LEVEL_LIMIT,"Cấp độ nhóm còn thấp nên không thể vào tầng này."
RESULT_TYPE.TOWER_REQ_DUNGEON_NOT_COMPLETED,"Bạn vẫn chưa hoàn thành trận trước đó để vào tháp."
RESULT_TYPE.NOT_ENOUGH_TOWER_COST,"Thiếu hàng hóa để vào tháp."
RESULT_TYPE.DIED_HERO_CACHE,"Anh hùng đã tử mạng."
RESULT_TYPE.MISSING_BATTLE_LOG,"Kỉ lục trận đấu chưa được nhập vào."
RESULT_TYPE.MISSING_CREATURE_INFO,"Thông tin anh hùng chưa được cập nhật."
RESULT_TYPE.REQUEST_INTEGRITY_CHECK_ERROR,"Lỗi yêu cầu xác nhận toàn vẹn dữ liệu."
RESULT_TYPE.MISSING_TOWER_CREATURE_INFO,"Thông tin anh hùng ở tháp chưa được cập nhật."
RESULT_TYPE.PARSING_TOWER_CREATURE_INFO_ERROR,"Không thể giải nghĩa thông tin anh hùng ở tháp."
RESULT_TYPE.EMPTY_TOWER_ENTER_HEROES,"Thông tin anh hùng vào tháp chưa được nhập."
RESULT_TYPE.TOWER_NOT_PLAYED,"Tháp không hoạt động."
RESULT_TYPE.PLAYER_TOWER_NOT_FOUND,"Không thể tìm thấy thông tin tháp đang tiến hành."
RESULT_TYPE.CANNOT_RESET_MORE,"Không thể khởi tạo lại thêm được."
