KEY,Vietnamese
NEWBIE_ATTENDANCE_NAME_4_4,Mảnh ghép trí tuệ
NEWBIE_ATTENDANCE_DESC_4_4,"Nếu sử dụng mảnh ghép trí tuệ, có thể thức tỉnh cho các anh hùng Sát thủ, Thợ máy, Phù thủy lên cấp độ cao hơn.\n Thức tỉnh có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_4_5,Mảnh ghép chiến thuật
NEWBIE_ATTENDANCE_DESC_4_5,"Nếu sử dụng mảnh ghép chiến thuật, có thể thức tỉnh cho các anh hùng Hiệp sĩ, Cung thủ, Thợ máy lên cấp độ cao hơn.\n Thức tỉnh có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_4_6,Mảnh ghép kiên nhẫn
NEWBIE_ATTENDANCE_DESC_4_6,"Nếu sử dụng mảnh ghép kiên nhẫn, có thể thức tỉnh cho các anh hùng Hiệp sĩ, Sát thủ, Linh mục lên cấp độ cao hơn.\n Thức tỉnh có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_4_7,Mảnh ghép hài hòa
NEWBIE_ATTENDANCE_DESC_4_7,"Nếu sử dụng mảnh ghép hài hòa, có thể thức tỉnh cho các anh hùng Cung thủ, Phù thủy, Linh mục lên cấp độ cao hơn.\n Thức tỉnh có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_4_8,Mảnh ghép may mắn
NEWBIE_ATTENDANCE_DESC_4_8,"Nếu sử dụng mảnh ghép may mắn, có thể thức tỉnh cho các anh hùng Chiến binh, Sát thủ, Thợ máy lên cấp độ cao hơn.\n Thức tỉnh có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_5_1,Thẻ chọn trang bị bóng tối tốc độ huyền thoại T6
NEWBIE_ATTENDANCE_DESC_5_1,"Bạn có thể nhận được một Hộp trang bị bóng tối tốc độ huyền thoại T6 khi chọn một trong các loại Anh hùng sau: Phòng thủ/Tấn công/Phụ trợ.\nHộp trang bị bóng tối tốc độ huyền thoại T6 chứa 4 loại Trang bị bóng tối tốc độ huyền thoại T6, với các tùy chọn cố định và tối ưu cho loại Anh hùng đã chọn."
NEWBIE_ATTENDANCE_NAME_5_2,Bình XP (Deluxe)
NEWBIE_ATTENDANCE_DESC_5_2,"Khi sử dụng nước phép kinh nghiệm, bạn có thể nâng cấp level của anh hùng."
NEWBIE_ATTENDANCE_NAME_6_1,Cổ tự huyền bí: Anh hùng
NEWBIE_ATTENDANCE_DESC_6_1,"Khi gắn Cổ tự vào trang bị, bạn sẽ thấy được hiệu quả lớn mạnh hơn nhiều."
NEWBIE_ATTENDANCE_NAME_6_2,Bột phép thuật
NEWBIE_ATTENDANCE_DESC_6_2,Bạn có thể sử dụng bột phép thuật để cường hóa các tùy chọn và nâng cấp bậc của trang bị.
NEWBIE_ATTENDANCE_NAME_6_3,10.000.000 Vàng
NEWBIE_ATTENDANCE_DESC_6_3,Vàng được sử dụng vào việc cường hóa trang bị và mua vật phẩm.
NEWBIE_ATTENDANCE_NAME_7_1,Vé chọn trang phục(Học đường)
NEWBIE_ATTENDANCE_DESC_7_1,Bạn có thể xem hình ảnh khác lạ của anh hùng đang chơi cùng.
NEWBIE_ATTENDANCE_NAME_7_2,Tinh chất công lý
NEWBIE_ATTENDANCE_DESC_7_2,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Chiến binh, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_7_3,Tinh chất thần lực
NEWBIE_ATTENDANCE_DESC_7_3,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Chiến binh, Cung thủ, Phù thủy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_7_4,Tinh chất trí tuệ
NEWBIE_ATTENDANCE_DESC_7_4,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Sát thủ, Thợ máy, Phù thủy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_7_5,Tinh chất chiến thuật
NEWBIE_ATTENDANCE_DESC_7_5,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Cung thủ, Thợ máy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_7_6,Tinh chất kiên nhẫn
NEWBIE_ATTENDANCE_DESC_7_6,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Sát thủ, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_7_7,Tinh chất hài hòa
NEWBIE_ATTENDANCE_DESC_7_7,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Cung thủ, Phù thủy, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_7_8,Tinh chất may mắn
NEWBIE_ATTENDANCE_DESC_7_8,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Chiến binh, Sát thủ, Thợ máy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_8_1,Selene 5 sao
NEWBIE_ATTENDANCE_DESC_8_1,Selene chào mừng bạn. Hãy để Selene 5 sao đồng hành cùng bạn trên hành trình của bạn!\n(Nếu đã có anh hùng thì bạn sẽ nhận được 250 mảnh vũ khí chuyên dụng.)
NEWBIE_ATTENDANCE_NAME_8_2,Vũ khí chuyên dụng của Selene
NEWBIE_ATTENDANCE_DESC_8_2,"Đây là vũ khí chuyên dụng của Selene, Làn gió xanh lục, Notos.\nHãy trang bị bảo vật và vũ khí chuyên dụng cho các anh hùng của bạn để giúp họ mạnh hơn và nhìn ngầu hơn!"
NEWBIE_ATTENDANCE_NAME_8_3,Vũ khí chuyên dụng của Mirianne
NEWBIE_ATTENDANCE_DESC_8_3,"Đây là vũ khí chuyên dụng của Mirianne, Gia tốc vô hạn Riventina.\nHãy trang bị bảo vật và vũ khí chuyên dụng cho các anh hùng của bạn để giúp họ mạnh hơn và nổi bật hơn!"
NEWBIE_ATTENDANCE_NAME_9_1,Đá Vô cực
NEWBIE_ATTENDANCE_DESC_9_1,Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng.
NEWBIE_ATTENDANCE_NAME_9_2,Tinh chất công lý
NEWBIE_ATTENDANCE_DESC_9_2,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Chiến binh, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_9_3,Tinh chất thần lực
NEWBIE_ATTENDANCE_DESC_9_3,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Chiến binh, Cung thủ, Phù thủy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_9_4,Tinh chất trí tuệ
NEWBIE_ATTENDANCE_DESC_9_4,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Sát thủ, Thợ máy, Phù thủy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_9_5,Tinh chất chiến thuật
NEWBIE_ATTENDANCE_DESC_9_5,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Cung thủ, Thợ máy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_9_6,Tinh chất kiên nhẫn
NEWBIE_ATTENDANCE_DESC_9_6,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Sát thủ, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_9_7,Tinh chất hài hòa
NEWBIE_ATTENDANCE_DESC_9_7,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Cung thủ, Phù thủy, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_9_8,Tinh chất may mắn
NEWBIE_ATTENDANCE_DESC_9_8,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Chiến binh, Sát thủ, Thợ máy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_10_1,Bình kinh nghiệm (Cô đọng)
NEWBIE_ATTENDANCE_DESC_10_1,"Khi sử dụng nước phép kinh nghiệm, bạn có thể nâng cấp level của anh hùng."
NEWBIE_ATTENDANCE_NAME_10_2,10.000.000 Vàng
NEWBIE_ATTENDANCE_DESC_10_2,Vàng được sử dụng vào việc cường hóa trang bị và mua vật phẩm.
NEWBIE_ATTENDANCE_NAME_11_1,Nước phép thể lực
NEWBIE_ATTENDANCE_DESC_11_1,Nước phép thể lực có thể làm đầy lượng stamina cần dùng tại trận đấu chương và Raid.
NEWBIE_ATTENDANCE_NAME_11_2,Tinh chất công lý
NEWBIE_ATTENDANCE_DESC_11_2,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Chiến binh, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_11_3,Tinh chất thần lực
NEWBIE_ATTENDANCE_DESC_11_3,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Chiến binh, Cung thủ, Phù thủy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_11_4,Tinh chất trí tuệ
NEWBIE_ATTENDANCE_DESC_11_4,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Sát thủ, Thợ máy, Phù thủy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_11_5,Tinh chất chiến thuật
NEWBIE_ATTENDANCE_DESC_11_5,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Cung thủ, Thợ máy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_11_6,Tinh chất kiên nhẫn
NEWBIE_ATTENDANCE_DESC_11_6,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Hiệp sĩ, Sát thủ, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_11_7,Tinh chất hài hòa
NEWBIE_ATTENDANCE_DESC_11_7,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Cung thủ, Phù thủy, Linh mục .\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_11_8,Tinh chất may mắn
NEWBIE_ATTENDANCE_DESC_11_8,"Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao Chiến binh, Sát thủ, Thợ máy.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng."
NEWBIE_ATTENDANCE_NAME_12_1,Mảnh cổ vật
NEWBIE_ATTENDANCE_DESC_12_1,Có thể khôi phục các Mảnh ghép cổ vật thành Cổ vật ở Tháp thách thức.
NEWBIE_ATTENDANCE_NAME_12_2,Đá Vô cực
NEWBIE_ATTENDANCE_DESC_12_2,Có thể siêu việt khi sử dụng đá vô cực và tinh chất lên các anh hùng 5 sao.\n Có thể nhận thêm đặc tính chuyên dụng nếu siêu việt.\n Siêu việt có thể tiến hành tại Đại lộ anh hùng.
NEWBIE_ATTENDANCE_NAME_13_1,Thẻ chọn trang bị huyền thoại T7 - Phụ kiện
NEWBIE_ATTENDANCE_DESC_13_1,Bạn có thể chọn một tùy chọn bạn muốn và tiến hành trận đấu hiệu quả hơn.
NEWBIE_ATTENDANCE_NAME_13_2,Thẻ chọn trang bị huyền thoại T7 - Trang bị phụ
NEWBIE_ATTENDANCE_DESC_13_2,Bạn có thể chọn một tùy chọn bạn muốn và tiến hành trận đấu hiệu quả hơn.
NEWBIE_ATTENDANCE_NAME_13_3,Thẻ chọn trang bị huyền thoại T7 - Giáp
NEWBIE_ATTENDANCE_DESC_13_3,Bạn có thể chọn một tùy chọn bạn muốn và tiến hành trận đấu hiệu quả hơn.
NEWBIE_ATTENDANCE_NAME_13_4,Thẻ chọn trang bị huyền thoại T7 - Quả cầu
NEWBIE_ATTENDANCE_DESC_13_4,Bạn có thể chọn một tùy chọn bạn muốn và tiến hành trận đấu hiệu quả hơn.
NEWBIE_ATTENDANCE_NAME_14_1,Hòm cổ tự vũ khí: cổ đại
NEWBIE_ATTENDANCE_DESC_14_1,8 Cổ tự cổ đại cho vũ khí được chọn cẩn thận!
NEWBIE_ATTENDANCE_NAME_14_2,Vé Nâng cấp
NEWBIE_ATTENDANCE_DESC_14_2,"Khi sử dụng Vé nâng cấp, bạn có thể thay đổi ngẫu nhiên tùy chọn của trang bị."
NEWBIE_ATTENDANCE_NAME_15_1,Vé chọn anh hùng 5 sao
NEWBIE_ATTENDANCE_DESC_15_1,Bạn có thể chơi cùng 1 anh hùng trong số anh hùng 5 sao.
NEWBIE_ATTENDANCE_NAME_15_2,Thẻ chọn vũ khí chuyên dụng dành riêng cho người mới 2
NEWBIE_ATTENDANCE_DESC_15_2,Có thể nhận ngẫu nhiên 1 trong các vũ khí chuyên dụng chỉ có thể sử dụng cho một số anh hùng nhất định.\nAnh hùng sở hữu vũ khí chuyên dụng sẽ mạnh hơn rất nhiều.
VERONICAS_SPECIAL_PACKAGE_1,Thẻ anh hùng
VERONICAS_SPECIAL_PACKAGE_2,Thẻ Vũ khí chuyên dụng ngẫu nhiên
VERONICAS_SPECIAL_PACKAGE_3,Tất cả Mảnh ghép
VERONICAS_SPECIAL_PACKAGE_4,Sách kĩ năng bí ẩn
VERONICAS_SPECIAL_PACKAGE_5,Vàng
VERONICAS_SPECIAL_PACKAGE_6,Nước phép kinh nghiệm (Deluxe)
VERONICAS_SPECIAL_PACKAGE_7,Đá vô cực
VERONICAS_SPECIAL_PACKAGE_8,Hộp Cổ tự Vũ khí : Cổ Đại
VERONICAS_SPECIAL_PACKAGE_9,Tất cả Tinh chất
VERONICAS_SPECIAL_PACKAGE_10,Triệu hồi vật phẩm đặc biệt 10 lần
VERONICAS_SPECIAL_PACKAGE_11,Nước phép kinh nghiệm (Deluxe)
VERONICAS_SPECIAL_PACKAGE_12,Đá Vô cực
VERONICAS_SPECIAL_PACKAGE_13,Thẻ triệu hồi bảo vật chuyên dụng ngẫu nhiên
VERONICAS_SPECIAL_PACKAGE_14,Vé Vũ khí Độc nhất
COMEBACK_ATTENDANCE_1,Tất cả mảnh ghép
COMEBACK_ATTENDANCE_2,Vàng
COMEBACK_ATTENDANCE_3,Bộ tăng EXP 1 ngày
COMEBACK_ATTENDANCE_4,Bộ tăng vàng 1 ngày
COMEBACK_ATTENDANCE_5,Đá vô cực
COMEBACK_ATTENDANCE_6,Hộp Cổ tự Vũ khí : Cổ Đại\nx2
COMEBACK_ATTENDANCE_7,Tất cả Tinh chất
7DAYS_SPECIAL_ATTENDANCE_1,Mảnh ghép và Phiếu triệu hồi
7DAYS_SPECIAL_ATTENDANCE_2,2 loại khóa
7DAYS_SPECIAL_ATTENDANCE_3,Coupon Vũ khí chuyên dụng ngẫu nhiên
7DAYS_SPECIAL_ATTENDANCE_4,Nguyên liệu cường hóa trang bị
7DAYS_SPECIAL_ATTENDANCE_5,Vé chọn trang phục\n(Học đường)
7DAYS_SPECIAL_ATTENDANCE_6,2 loại Cổ tự bí ẩn
7DAYS_SPECIAL_ATTENDANCE_7,Vé chọn anh hùng 5 sao
8CHAPTER_SPECIAL_ATTENDANCE_1,"Thẻ chọn Mảnh ghép thức tỉnhx200\n30,000,000 Vàng"
8CHAPTER_SPECIAL_ATTENDANCE_2,Thẻ chọn trang phục (~bộ global)\nNước phép thể lựcx15
8CHAPTER_SPECIAL_ATTENDANCE_3,Thẻ chọn trang bị huyền thoại T6 - Giáp\nĐá vô cực
8CHAPTER_SPECIAL_ATTENDANCE_4,Thẻ chọn trang bị huyền thoại T6 - Trang bị phụ\nSách kĩ năng bí ẩnx200
8CHAPTER_SPECIAL_ATTENDANCE_5,Thẻ chọn trang bị huyền thoại T6 - Phụ kiện\nĐá vô cực
8CHAPTER_SPECIAL_ATTENDANCE_6,Thẻ chọn trang bị huyền thoại T6 - Quả cầu\nThẻ chọn Tinh chấtx30
8CHAPTER_SPECIAL_ATTENDANCE_7,Coupon Vũ khí chuyên dụng ngẫu nhiên\nBộ tăng EXP 1 ngàyx3\nBộ tăng vàng 1 ngàyx3
MAY_SPECIAL_PACKAGE_1,Thẻ anh hùng 3 sao
MAY_SPECIAL_PACKAGE_2,Thẻ Vũ khí chuyên dụng ngẫu nhiên
MAY_SPECIAL_PACKAGE_3,Tất cả Mảnh ghép
MAY_SPECIAL_PACKAGE_4,Sách kĩ năng bí ẩn
MAY_SPECIAL_PACKAGE_5,Vàng
MAY_SPECIAL_PACKAGE_6,Nước phép kinh nghiệm (Deluxe)
MAY_SPECIAL_PACKAGE_7,Đá vô cực
MAY_SPECIAL_PACKAGE_8,Hộp Cổ tự Vũ khí : Cổ Đại
MAY_SPECIAL_PACKAGE_9,Tất cả Tinh chất
MAY_SPECIAL_PACKAGE_10,Triệu hồi vật phẩm đặc biệt 10 lần
MAY_SPECIAL_PACKAGE_11,Nước phép kinh nghiệm (Deluxe)
MAY_SPECIAL_PACKAGE_12,Đá Vô cực
MAY_SPECIAL_PACKAGE_13,Hộp Phù phép Cổ đại
MAY_SPECIAL_PACKAGE_14,Thẻ Vũ khí chuyên dụng ngẫu nhiên
COMEBACK_ATTENDANCE_RENEWAL_1,Triệu hồi vật phẩm đặc biệt 10 lần x1\n20.000.000 Vàng
COMEBACK_ATTENDANCE_RENEWAL_2,Tất cả mảnh ghép x150\nTất cả Sách kỹ năng x100
COMEBACK_ATTENDANCE_RENEWAL_3,Tất cả Tinh chất x50\nNước phép kinh nghiệm (Cực lớn) x2.500
COMEBACK_ATTENDANCE_RENEWAL_4,Thẻ chọn trang bị huyền thoại T7 (2 tùy chọn) x4\nTriệu hồi vật phẩm đặc biệt 10 lần x1
COMEBACK_ATTENDANCE_RENEWAL_5,Thẻ chọn trang bị huyền thoại T7 (2 tùy chọn) x4\nMảnh cổ vật x1.000
COMEBACK_ATTENDANCE_RENEWAL_6,Thẻ triệu hồi bảo vật chuyên dụng ngẫu nhiên x1\nĐá vô cực x2
COMEBACK_ATTENDANCE_RENEWAL_7,"Thẻ anh hùng 3 sao (~Aselica, Crow và Shea) x1\nCoupon Vũ khí chuyên dụng ngẫu nhiên x1"
2019_MAY_NEWBIE_ATTENDANCE_1,Thẻ anh hùng 3 sao
2019_MAY_NEWBIE_ATTENDANCE_2,Thẻ Vũ khí chuyên dụng ngẫu nhiên
2019_MAY_NEWBIE_ATTENDANCE_3,Tất cả Mảnh ghép
2019_MAY_NEWBIE_ATTENDANCE_4,Sách kĩ năng bí ẩn
2019_MAY_NEWBIE_ATTENDANCE_5,Vàng
2019_MAY_NEWBIE_ATTENDANCE_6,Nước phép kinh nghiệm (Deluxe)
2019_MAY_NEWBIE_ATTENDANCE_7,Đá vô cực
2019_MAY_NEWBIE_ATTENDANCE_8,Hộp Cổ tự Vũ khí : Cổ Đại
2019_MAY_NEWBIE_ATTENDANCE_9,Tất cả Tinh chất
2019_MAY_NEWBIE_ATTENDANCE_10,Triệu hồi vật phẩm đặc biệt 10 lần
2019_MAY_NEWBIE_ATTENDANCE_11,Nước phép kinh nghiệm (Deluxe)
2019_MAY_NEWBIE_ATTENDANCE_12,Đá Vô cực
2019_MAY_NEWBIE_ATTENDANCE_13,Thẻ triệu hồi bảo vật chuyên dụng ngẫu nhiên
2019_MAY_NEWBIE_ATTENDANCE_14,Vé Vũ khí Độc nhất
9TH_CHAPTER_ATTENDANCE_1,Thẻ chọn anh hùng 3 sao\nMảnh đủ loại
9TH_CHAPTER_ATTENDANCE_2,Thẻ chọn trang phục\n(~bộ global)
9TH_CHAPTER_ATTENDANCE_3,1000 Ruby\n4 loại Thẻ chọn sách kỹ năng
9TH_CHAPTER_ATTENDANCE_4,Đá vô cực\nTất cả tinh chất
9TH_CHAPTER_ATTENDANCE_5,Thẻ vũ khí chuyên dụng\nBình kinh nghiệm (Cao cấp)
9TH_CHAPTER_ATTENDANCE_6,Triệu hồi vật phẩm đặc biệt 10 lần
9TH_CHAPTER_ATTENDANCE_7,Thẻ chọn trang bị huyền thoại T6 (4 tùy chọn)\nVàng
9TH_CHAPTER_ATTENDANCE_8,Thẻ triệu hồi bảo vật chuyên dụng ngẫu nhiên
9TH_CHAPTER_ATTENDANCE_9,Bình kinh nghiệm (Cao cấp) \nThẻ chọn trang bị huyền thoại T7 (2 tùy chọn)
9TH_CHAPTER_ATTENDANCE_10,1000 Ruby\nHộp cổ tự vũ khí: Cổ đại
9TH_CHAPTER_ATTENDANCE_11,Gói 3 bộ tăng\nMảnh cổ vật
9TH_CHAPTER_ATTENDANCE_12,Thẻ chọn trang bị huyền thoại T8 (2 tùy chọn)\nBình kinh nghiệm (Cao cấp)
9TH_CHAPTER_ATTENDANCE_13,Coupon Vũ khí chuyên dụng ngẫu nhiên
9TH_CHAPTER_ATTENDANCE_14,Thẻ chọn bảo vật chuyên dụng
