KEY,"Russian"
SKILL_DESC_91007524,"[Позаимствую силу!!] снижает время перезарядки на 5сек. и увеличивает исцеление, а также восст. маны на 42%"
SKILL_DESC_91007525,"[Позаимствую силу!!] снижает время перезарядки на 5сек. и увеличивает исцеление, а также восст. маны на 50%"
SKILL_DESC_91007530,"[Прекращу страдания!!] увеличивает урон на 20%. При убийстве врага навык используется снова."
SKILL_DESC_91007531,"[Прекращу страдания!!] увеличивает урон на 24%. При убийстве врага навык используется снова."
SKILL_DESC_91007532,"[Прекращу страдания!!] увеличивает урон на 29%. При убийстве врага навык используется снова."
SKILL_DESC_91007533,"[Прекращу страдания!!] увеличивает урон на 35%. При убийстве врага навык используется снова."
SKILL_DESC_91007534,"[Прекращу страдания!!] увеличивает урон на 42%. При убийстве врага навык используется снова."
SKILL_DESC_91007535,"[Прекращу страдания!!] увеличивает урон на 50%. При убийстве врага навык используется снова."
SKILL_DESC_91007540,"[Покажу силу предков!!] щит усиливается на 20% и применяется на всех союзников."
SKILL_DESC_91007541,"[Покажу силу предков!!] щит усиливается на 24% и применяется на всех союзников."
SKILL_DESC_91007542,"[Покажу силу предков!!] щит усиливается на 29% и применяется на всех союзников."
SKILL_DESC_91007543,"[Покажу силу предков!!] щит усиливается на 35% и применяется на всех союзников."
SKILL_DESC_91007544,"[Покажу силу предков!!] щит усиливается на 42% и применяется на всех союзников."
SKILL_DESC_91007545,"[Покажу силу предков!!] щит усиливается на 50% и применяется на всех союзников."
