KEY,German
RESULT_TYPE.NO_TARGET_ACCOUNT_ID,Die Nr. des Zielspielers existiert nicht.
RESULT_TYPE.VERSION_ERROR,Ungültige Version.
RESULT_TYPE.MATCH_NOT_FOUND,Match nicht vorhanden.
RESULT_TYPE.EQUIP_ITEM_FULL,Ausr. ist voll.
RESULT_TYPE.INVALID_GUILD_LEVEL,Ungültiges Gildenlevel.
RESULT_TYPE.ALREADY_JOIN_REQUESTED,Beitrittsgesuch bereits gesendet...
RESULT_TYPE.MIN_REGISTER_TIME_NOT_ELAPSED,Min. Registrationszeit noch nicht abgelaufen.
RESULT_TYPE.RESULT_ITEM_DATA_NOT_FOUND,Ergebnis-Gegenstand Info nicht vorhanden.
RESULT_TYPE.RESULT_EQUIP_ITEM_DATA_NOT_FOUND,Ergebnis-Ausr. Info nicht vorhanden.
RESULT_TYPE.MISSION_NOT_COMPLETED,Mission noch nicht abgeschlossen.
RESULT_TYPE.TYPE_ERROR,Ungültiger Typ.
RESULT_TYPE.INFO_ERROR,Ungültige Info.
RESULT_TYPE.ACCOUNT_IDS_ERROR,Ungültige Kontonummer.
RESULT_TYPE.NOT_ENOUGH_PVP_COIN,Ungenügende PVP-Münzen.
RESULT_TYPE.EMPTY_NICK,Nutzername nicht eingegeben.
RESULT_TYPE.INVALID_NICK,Dieser Nutzername ist unzulässig.
RESULT_TYPE.ALREADY_EXIST,Nutzername existiert bereits.
RESULT_TYPE.TOO_SHORT_NICK,Nutzername ist zu kurz.
RESULT_TYPE.TOO_LONG_NICK,Nutzername ist zu lang.
RESULT_TYPE.CENSORED_WORD,Fluchwort inkludiert.
RESULT_TYPE.NOT_ENOUGH_CHALLENGE_CHANCE,Keine Herausforderungen mehr möglich.
RESULT_TYPE.NOT_ENOUGH_DUNGEON_KEY,Ungenügende Dungeon-Schlüssel.
RESULT_TYPE.NOT_OPENED_DUNGEON,Dungeon ist nicht offen.
RESULT_TYPE.REQ_GEM_ERROR,Keine Rubine benötigt.
RESULT_TYPE.WAITER_NOT_FOUND,Kann die erwartete Info nicht finden.
RESULT_TYPE.MISSION_NOT_CLEARED,Mission ist noch nicht abgeschlossen.
RESULT_TYPE.DUNGEON_DATA_NOT_FOUND,Dungeon-Info nicht vorhanden.
RESULT_TYPE.NO_AVAILABLE_SERVER,Keine verfügbaren Server vorhanden.
RESULT_TYPE.UNEQUIP_OLD_FAILED,Kann derz. Ausr. nicht ablegen.
RESULT_TYPE.EQUIP_FAILED,Ausr. anlegen ist fehlgeschlagen.
RESULT_TYPE.NO_SHOP_DATA,Shop-Info nicht vorhanden.
BASE_RESULT_TYPE.TIMEOUT,Keine Antwort vom Server.
BASE_RESULT_TYPE.SEQUENCE_ERROR,Aufgrund eines Netzwerkfehlers kommt es zu einer Server-Verzögerung beim Verarbeiten von Benutzerinformationen. Versuche es später erneut.
BASE_RESULT_TYPE.INTERNAL_ERROR,Interner Fehler.
BASE_RESULT_TYPE.EMPTY_HOST,Host existiert nicht.
RESULT_TYPE.ACHIEVEMENT_NOT_CLEARED,Erfolg ist noch nicht abgeschlossen.
RESULT_TYPE.INVALID_STEP,Du hast diese Belohnung bereits erhalten.
RESULT_TYPE.NO_PRIVILEGE,Du hast nicht die benötigten Rechte.
RESULT_TYPE.INVALID_HOST,Falscher Host.
RESULT_TYPE.MASTER_NOT_FOUND,Raumleiter nicht vorhanden.
RESULT_TYPE.MULTIPLAY_INFO_NOT_FOUND,Gruppenspiel-Info nicht vorhanden.
RESULT_TYPE.WRONG_MEMBER,Ungültiges Mitglied.
RESULT_TYPE.ALREADY_REWARD_CALCULATED,Belohnung wurde bereits entschieden.
RESULT_TYPE.LINKED_DUNGEON_NOT_FOUND,Verbundenes Dungeon nicht vorhanden.
RESULT_TYPE.ALREADY_COMPLETED,Bereits abgeschlossen.
RESULT_TYPE.DUNGEON_TYPE_ERROR,Falscher Dungeon-Typ.
RESULT_TYPE.CANNOT_VISIT_DUNGEON,Kann dieses Dungeon nicht betreten.
RESULT_TYPE.INVALID_TRIAL_HERO,Falscher Held für das Dungeon der Prüfungen.
RESULT_TYPE.WORLD_MAP_EVENT_NOT_FOUND,Weltkarten-Event nicht vorhanden.
RESULT_TYPE.EVENT_DUNGEON_INDEX_MISMATCH,Ungültige Event-Dungeon-Nummer.
RESULT_TYPE.NOT_ENOUGH_MULTIPLAY_MEMBERS,Nicht genug Mitglieder.
RESULT_TYPE.NOT_CALCULATED,Entscheidung noch nicht getroffen.
RESULT_TYPE.ALREADY_REWARDED,Belohnung wurde bereits ausgegeben.
RESULT_TYPE.NOT_SAME_DEVELOPER_PAYLOAD,Zahlungsinfo (DeveloperPayload) stimmt nicht überein. Zahlung abgebrochen.
RESULT_TYPE.NOT_SAME_PRODUCT_ID,Zahlungsinfo (ProductId) stimmt nicht überein. Zahlung abgebrochen.
RESULT_TYPE.WRONG_PURCHASE_STATUS,Zahlungsinfo (PurchaseStatus) ist falsch. Zahlung abgebrochen.
RESULT_TYPE.VERIFICATION_FAILED,Zahlung konnte nicht bestätigt werden. Zahlung abgebrochen.
RESULT_TYPE.INVALID_CONSUMPTION_STATE,Ungültige Zahlungsinfo (ConsumptionState). Zahlung abgebrochen.
RESULT_TYPE.NOT_MONTHLY_ENDED,Du kannst das Monatspaket noch nicht kaufen.
RESULT_TYPE.HAVE_PLAY_CHANCE,Kann aufgrund verbl. Chancen nicht gekauft werden.
RESULT_TYPE.INVALID_DUNGEON_INDEX,Ungültige Dungeonnummer.
RESULT_TYPE.CANNOT_AWAKEN_YET,Erweckung noch nicht möglich.
RESULT_TYPE.CANNOT_AWAKEN_MORE,Weitere Erweckung nichg möglich.
RESULT_TYPE.RUNE_ITEM_NOT_OWNED,Du besitzt diese Rune nicht.
RESULT_TYPE.SAME_RUNE_EQUIPPED,Die selbe Rune ist bereits angelegt.
RESULT_TYPE.ALEADY_OCCUPIED,Bereits zugewiesen.
RESULT_TYPE.PRESERVE_PRICE_ERROR,Ungültiger Erhaltungspreis.
RESULT_TYPE.RUNE_ITEM_DATA_NOT_FOUND,Runen-Gegenstandinfo nicht vorhanden.
RESULT_TYPE.RUNE_DATA_NOT_FOUND,Runen-Info nicht vorhanden.
RESULT_TYPE.PART_TYPE_ERROR,Ungültige Teile.
RESULT_TYPE.NO_EQUIPPED_RUNE,Diese Rune ist nicht angelegt.
RESULT_TYPE.HERO_ALREADY_EXIST,Held bereits vorhanden.
RESULT_TYPE.SKILL_NOT_LEARNED,Du hast diesen Skill nicht erlernt.
RESULT_TYPE.INVALID_SKILL_EXTEND,Ungültige Skill-Erweiterung.
RESULT_TYPE.NOT_ENOUGH_ITEM,Unzureichende Gegenstände.
RESULT_TYPE.BOOK_ITEM_DATA_NOT_FOUND,Buch-Gegenstandinfo nicht vorhanden.
RESULT_TYPE.SKILL_ALREADY_LEARNED,Skill bereits erlernt.
RESULT_TYPE.MAX_PURIFIED,Max. Reinigung erreicht.
RESULT_TYPE.MAX_HERO_STAR,Held hat max. Erweckung erreicht.
RESULT_TYPE.NO_AWAKE_MATERIAL,Kein Erweckungs-Material.
RESULT_TYPE.PURIFY_DATA_NOT_FOUND,Keine Reinigungs-Daten verfügbar.
RESULT_TYPE.INVALID_PURIFY_DATA,Ungültige Reinigungs-Daten.
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_DATA_NOT_FOUND,Skill-Trasnzendenz-Daten nicht vorhanden.
RESULT_TYPE.MAX_TRANSCEND_SKILL_LEVEL,Skill hat bereits Transzendenz-Llimit erreicht.
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_PRICE_DATA_NOT_FOUND,Preis für Skill-Transzendenz nicht vorhanden.
RESULT_TYPE.NOT_MAX_HERO_STAR,Held hat max. Erweckungsstufe noch nicht erreicht.
RESULT_TYPE.INVALID_TRANSCEND_COUNT,Ungültige Transzendenz-Anzahl.
RESULT_TYPE.GRADE_TOO_LOW,Rang zu niedrig.
RESULT_TYPE.CREATURE_DATA_NOT_FOUND,Heldeninfo nicht vorhanden.
RESULT_TYPE.UPGRADE_BOOK_DATA_NOT_FOUND,Verstärkungs-Buchinfo nicht vorhanden.
RESULT_TYPE.MATCH_PLAYER_NOT_FOUND,Gegner existiert nicht.
RESULT_TYPE.INVALID_SHOP_DATA,Ungültige Shop-Info.
RESULT_TYPE.NOT_GUILD_MEMBER,Kein Gildenmitglied.
RESULT_TYPE.NOT_ENOUGH_GUILD_POINT,Gildenpunkte unzureichend.
RESULT_TYPE.INVALID_SHOP_ITEM_LIST_INDEX,Ungültige Shopnummer.
RESULT_TYPE.INVALID_ITEM_TYPE,Ungültiger Gegenstand-Typ.
RESULT_TYPE.HERO_SHOP_SLOT_EXCEEDED,Heldenshop-Fach Limits überschritten.
RESULT_TYPE.INVALID_HERO_SHOP_SLOT,Ungültiges Heldenshop-Fach.
RESULT_TYPE.NO_SHOP_ITEM_INFO,Shop-Artikel-Info nicht vorhanden.
RESULT_TYPE.NO_SHOP_ITEM_DATA,Shop-Artikel-Daten nicht vorhanden.
RESULT_TYPE.NO_SELL_COUNT,Verkaufsmenge nicht vorhanden.
RESULT_TYPE.ALREADY_OPENED_CLASS,Klasse bereits freigeschaltet.
RESULT_TYPE.NOT_OPENED_CLASS_DUNGEON,Dungeon für diese Klasse ist nicht offen.
RESULT_TYPE.ALREADY_GET_CHALLENGE,Bereits unternommen.
RESULT_TYPE.ALREADY_HAVE_MATERIAL,Material bereits im Besitz.
RESULT_TYPE.INVALID_HERO_CLASS,Falsche Klasse.
RESULT_TYPE.TUTORIAL_DATA_NOT_FOUND,Tutorial-Daten nicht vorhanden.
RESULT_TYPE.RETRY,Wiederholen
RESULT_TYPE.NOT_IMPLEMENTED_METHOD,Ungültige Methode.
RESULT_TYPE.INVALID_QUEST_INDEX,Ungültige Questnummer.
RESULT_TYPE.QUEST_INFO_NOT_FOUND,Kann Quest-Info nicht finden.
RESULT_TYPE.QUEST_NOT_CLEARED,Quest ist noch nicht abgeschlossen.
RESULT_TYPE.NOT_COMPLETED,Noch nicht abgeschlossen.
RESULT_TYPE.EMPTY_DUNGEON_INDICES,Dungeonnummer leer.
RESULT_TYPE.EVENT_INDEX_COUNT_MISMATCH,Event-Nummer stimmt nicht überein.
RESULT_TYPE.MAX_DAILY_COUNT,Tageslimit überschritten.
RESULT_TYPE.ALREADY_VISITED,Bereits besucht.
RESULT_TYPE.INVALID_MATERIAL_ITEM,Ungültige Materialien.
RESULT_TYPE.INVALID_REQ_ITEM_EXP_DATA,Ungültige EP benötigter Gegenstände.
RESULT_TYPE.SAME_BOOSTER_APPLIED,Derselbe Booster-Effekt bereits aktiv.
RESULT_TYPE.PACKAGE_DATA_NOT_FOUND,Keine Paketprodukt-Daten.
RESULT_TYPE.INVALID_ITEM_INDEX,Ungültiger Gegenstand Index.
RESULT_TYPE.INVALID_ITEM_DATA,Ungültige Gegenstand-Daten.
RESULT_TYPE.INVALID_ACCOUNT_ID,Ungültige Kontonummer.
RESULT_TYPE.REWARD_TIME_ENDED,Belohnungszeit abgelaufen.
RESULT_TYPE.CHECKING_INTEGRITY,Das Kampfergebnis wird übertragen. Bitte versuche es später erneut.
RESULT_TYPE.BATTLE_SERVER_NOT_FOUND,Das Netzwerk ist im Moment nicht stabil. Bitte wechsle an einen Ort mit besserer Signalqualität und verbinde dich erneut mit dem Spiel.
RESULT_TYPE.TOWER_DATA_NOT_FOUND,Turm-Info nicht vorhanden.
RESULT_TYPE.TOWER_FLOOR_DATA_NOT_FOUND,Etagen-Info nicht vorhanden.
RESULT_TYPE.CANNOT_ENTER_TOWER_FLOOR,Kann Etage nicht betreten.
RESULT_TYPE.TOWER_CHAPTER_MISMATCH,Turm-Kapitel stimmt nicht überein.
RESULT_TYPE.TOWER_DUNGEON_MISMATCH,Turm-Dungeon stimmt nicht überein.
RESULT_TYPE.TOWER_TEAM_LEVEL_LIMIT,Unzureichendes Team-Level - Kann Etage nicht betreten.
RESULT_TYPE.TOWER_REQ_DUNGEON_NOT_COMPLETED,Benötigte Dungeons vor dem Turmzugang nicht abgeschlossen.
RESULT_TYPE.NOT_ENOUGH_TOWER_COST,Nicht genug Währung für Turmzugang.
RESULT_TYPE.DIED_HERO_CACHE,Dieser Held ist gefallen.
RESULT_TYPE.MISSING_BATTLE_LOG,Kampfaufzeichnung nicht eingetragen.
RESULT_TYPE.MISSING_CREATURE_INFO,Helden-Info nicht eingegeben.
RESULT_TYPE.REQUEST_INTEGRITY_CHECK_ERROR,Fehler während der Integrität-Überprüfungsanforderung.
RESULT_TYPE.MISSING_TOWER_CREATURE_INFO,Turm-Heldeninfo nicht eingegeben.
RESULT_TYPE.PARSING_TOWER_CREATURE_INFO_ERROR,Kann Turm-Heldeninfo nicht importieren.
RESULT_TYPE.EMPTY_TOWER_ENTER_HEROES,"Info der Helden, die den Turm betreten haben, wurde nicht eingetragen."
RESULT_TYPE.TOWER_NOT_PLAYED,Du hast mit diesem Turm noch nicht begonnen.
RESULT_TYPE.PLAYER_TOWER_NOT_FOUND,Keine Infos über aktive Türme vorhanden.
RESULT_TYPE.CANNOT_RESET_MORE,Zurücksetzung nicht mehr möglich.
RESULT_TYPE.NOT_ENOUGH_COST,Nicht genug Geld.
RESULT_TYPE.CLOSED_DUNGEON,Dungeon ist geschlossen.
RESULT_TYPE.OPENED_DUNGEON,Dungeon ist offen.
RESULT_TYPE.QUEST_DATA_NOT_FOUND,Quest-Daten nicht vorhanden.
RESULT_TYPE.NOT_ACCEPTABLE,Kann nicht annehmen.
RESULT_TYPE.CANNOT_GIVEUP,Aufgabe nicht möglich.
RESULT_TYPE.NOT_REWARDABLE,Kann Belohnungen nicht erhalten.
RESULT_TYPE.EQUIP_FULL,Invetar ist voll.
RESULT_TYPE.VIPLEVEL_DATA_NOT_FOUND,Keine VIP-Daten verfügbar.
