KEY,Russian
BOSS_DUNGEON_CHAPTER4_BOSS3,База в лесу у Глубокой бездны
BOSS_DUNGEON_CHAPTER5_BOSS0,Равнины Кайлан
BOSS_DUNGEON_CHAPTER5_BOSS1,База на болотах Эйлан
BOSS_DUNGEON_CHAPTER5_BOSS2,Сторожевой пункт Кносос
BOSS_DUNGEON_CHAPTER5_BOSS3,Крепость Трой
BOSS_DUNGEON_CHAPTER6_BOSS0,База пустынных пиратов
BOSS_DUNGEON_CHAPTER6_BOSS1,Место отдыха мучимых жаждой
BOSS_DUNGEON_CHAPTER6_BOSS2,Сумеречная граница
BOSS_DUNGEON_CHAPTER6_BOSS3,"Подземный ход, о котором все говорили"
BOSS_DUNGEON_CHAPTER7_BOSS0,Заснеженная тропа со следами
BOSS_DUNGEON_CHAPTER7_BOSS1,Древнее логово Ледяного дракона
BOSS_DUNGEON_CHAPTER7_BOSS2,Северный конец света
BOSS_DUNGEON_CHAPTER7_BOSS3,Ледяной трон
BOSS_DUNGEON_CHAPTER7_STORY,Пещерная тьма
BOSS_DUNGEON_CHAPTER8_BOSS0,"Северный край, вулкан Драгия"
BOSS_DUNGEON_CHAPTER8_BOSS1,"Западная граница, вулкан Драгия"
BOSS_DUNGEON_CHAPTER8_BOSS2,Проход в вулкан Драгия
BOSS_DUNGEON_CHAPTER8_BOSS3,Крепость пылающей лавы
BOSS_DUNGEON_CHAPTER9_BOSS0,Туманная трясина
BOSS_DUNGEON_CHAPTER9_BOSS1,Непроходимые топи
BOSS_DUNGEON_CHAPTER9_BOSS2,Место раскопок имперских войск
BOSS_DUNGEON_CHAPTER9_BOSS3,Руины крепости Повелителя тьмы
BOSS_DUNGEON_CHAPTER9_BOSS4,Башня телепортации в техномагических руинах
NODE_MULTIDUNGEON_NAME,Искаженное измерение
NODE_EVENT_NAME,Странный сундук с сокровищами
NODE_HUNTING_NAME,Карательная битва
NODE_WORLDTREE_NAME,Древо мира
NODE_TEMPLE_NAME,Зал героев
NODE_PRISON_NAME,Темница
NODE_PIT_NAME,Ринг
NODE_PIT_CHAPTER3_NAME,Ринг крови
NODE_PIT_CHAPTER5_NAME,Ринг смерти
NODE_PIT_CHAPTER7_NAME,Ринг покоя
NODE_LANDING_NAME,Место для посадки
NODE_FORGE_NAME,Кузница
NODE_PUB_NAME,Таверна\nгероев
NODE_SANCTUM_NAME,Алтарь Луа
NODE_SCENARIO_NAME,Сценарий
CONTENT_GUILD,Гильдия
PVP_TEXT,Арена
NODE_SHOP_TOWN,Лавка
NODE_SHOP_CHAPTER2,Передвижная библиотека
NODE_SHOP_CHAPTER3,Фургон с антиквариатом
NODE_SHOP_CHAPTER4,Магазин редких товаров
NODE_SHOP_CHAPTER5,Хижина с рунами
NODE_CASTLE_NAME,Крепость Орвел
PARTY_DUNGEON_CHAPTER1,Склад черного пороха
PARTY_DUNGEON_CHAPTER1_NODE8,Склад черного пороха 1-8
PARTY_DUNGEON_CHAPTER2,Аванпост племени Алых крыльев
PARTY_DUNGEON_CHAPTER2_NODE8,Аванпост племени Алых крыльев 2-8
PARTY_DUNGEON_CHAPTER3,Красное ущелье
PARTY_DUNGEON_CHAPTER3_NODE8,Красное ущелье 3-8
PARTY_DUNGEON_CHAPTER4,Алтарь нежити
PARTY_DUNGEON_CHAPTER4_NODE8,Алтарь нежити 4-8
PARTY_DUNGEON_CHAPTER5,Вход в Крепость черного шипа
PARTY_DUNGEON_CHAPTER5_NODE8,Вход в Крепость черного шипа 5-8
PARTY_DUNGEON_CHAPTER6,Забытые пещеры самума
PARTY_DUNGEON_CHAPTER7,Кристально-ледяная пещера
PARTY_DUNGEON_CHAPTER8,Логово Темерера
PARTY_DUNGEON_CHAPTER9,Разрушенная установка маны
NODE_SQUARE_NAME,Площадь Орвела
SQUARE_NAME_NORMAL_SUB,Центральный Орвел
MANUAL_CATEGORY_BATTLE,Рожденные для боя воины
MANUAL_CATEGORY_SKILL,Давайте выучим навыки
MANUAL_CATEGORY_EQUIPMENT,Что вы знаете о снаряжении?
MANUAL_CATEGORY_AWAKEHERO,Секретные умения героя
MANUAL_CATEGORY_VILLAGE,Добро пожаловать в город!
MANUAL_CATEGORY_PARTYDUNGEON,Вместе с такими друзьями
MANUAL_CATEGORY_PIT,Боссы - источник хороших предметов
MANUAL_CATEGORY_QUEST,Вы уже играли в RPG?
MANUAL_CATEGORY_TOWER,Высокие и красивые башни
MANUAL_CATEGORY_ARENA,"Вчера - друг, сегодня - враг"
MANUAL_SUBCODE_BATTLE_BATTLEINFO,Вход в подземелье
MANUAL_SUBCODE_BATTLE_PARTYSETTING,Собрать группу
MANUAL_SUBCODE_SKILL_GETSKILL,Выучить навык
MANUAL_SUBCODE_SKILL_UPGRADESKILL,Усилить навык
MANUAL_SUBCODE_SKILL_AWAKESKILL,Пробудить навык
MANUAL_SUBCODE_EQUIPMENT_EQUIP,Надеть
MANUAL_SUBCODE_EQUIPMENT_UPGRADEEQUIPMENT,Улучшить снаряжение
MANUAL_SUBCODE_EQUIPMENT_EQUIPRUNE,Установить руну
MANUAL_SUBCODE_AWAKEHERO_HALLOFHERO,Зал героев
MANUAL_SUBCODE_AWAKEHERO_CLASSSELECT,Комната испытаний: выбрать уровень
MANUAL_SUBCODE_AWAKEHERO_UNLOCKSEAL,Комната испытаний: снять печать
MANUAL_SUBCODE_AWAKEHERO_SELECTHERO,Комната очищения: выбрать героя
MANUAL_SUBCODE_AWAKEHERO_PURIFYHERO,Комната очищения: очистить
MANUAL_SUBCODE_VILLAGE_INTRO,Город
MANUAL_SUBCODE_VILLAGE_SHOP,Магазин
MANUAL_SUBCODE_VILLAGE_PRISON,Темница
MANUAL_SUBCODE_VILLAGE_ARENA,Арена
MANUAL_SUBCODE_PARTYDUNGEON_PARTYMATCH,Группа: поиск
MANUAL_SUBCODE_PARTYDUNGEON_PARTYDUNGEON,Группа: подземелье
MANUAL_SUBCODE_PARTYDUNGEON_PARTYREADY,Группа: подготовка к бою
MANUAL_SUBCODE_PARTYDUNGEON_BID,Группа: сделать ставку
MANUAL_SUBCODE_PIT_INTRO,Ринг
MANUAL_SUBCODE_PIT_SELECTAREA,Ринг: выбрать уровень
MANUAL_SUBCODE_PIT_PARTYSETTING,Ринг: собрать группу
MANUAL_SUBCODE_PIT_CONTINUE,Ринг: продолжить
MANUAL_SUBCODE_PIT_REWARDRESET,Ринг: меры предосторожности
MANUAL_SUBCODE_QUEST_INTRO,Задания
MANUAL_SUBCODE_QUEST_OCCUR,Задание: появление
MANUAL_SUBCODE_QUEST_ACCEPT,Задание: принято
MANUAL_SUBCODE_QUEST_COMPLETE,Задание: завершено
MANUAL_SUBCODE_TOWER_INTRO,2 башни
MANUAL_SUBCODE_TOWER_TOWEROFTRIAL,Башня испытаний
MANUAL_SUBCODE_TOWER_TOWEROFTRAINING,Башня тренировок
MANUAL_SUBCODE_ARENA_INDIVIDUAL,Арена: 1 на 1
MANUAL_SUBCODE_ARENA_COOPERATIVE,Арена: групповой бой
MANUAL_SUBCODE_ARENA_TOTAL,Арена: общий бой
MANUAL_SUBCODE_HEROINN,Таверна героев
ACHIEVEMENT_TYPE_GOODS,Товары
ACHIEVEMENT_TYPE_ITEM,Предметы
ACHIEVEMENT_TYPE_CONTENTS,Содержание
ACHIEVEMENT_TYPE_ACCOUNT,Аккаунт
ACHIEVEMENT_TYPE_GUILD,Гильдия
ACHIEVEMENT_TYPE_GAMEPLAY,Прогресс
ACHIEVEMENT_SCENARIO,Сценарий
ALL_INCLUDE_TEXT,Всего {1}
ALL_FRAGMENTS,Все фрагменты
ASK_PACKAGE_ITEM_USE,Использовать предмет?
BILLING_CANCEL,Платеж отменен.
BOOSTER_DURATION_TIME,Действует 1 ч.
BOOSTER_TIME_DURATION,Действует 1 ч.
BUY_DUNGEON_PLAY_CHANCE_CONFIRM,Хотите выгнать сбежавших монстров из Темницы и получить доп. награды?
BUY_NOTY,Чек покупки
BUY_STAMINA_CONFIRM,Купить выносливость?
BUY_STAMINA_COUNT,Выносливость: {1}
BOOSTER_ONETIME_REWARD_TITLE,Получить Трофеи х2
BOOSTER_ONETIME_REWARD_TEXT,Может быть использовано с Множителем Трофеев (1 час) и Горячим Временем.
CAMPAIGN_REWARD,Трофеи
CANNOT_OPEN_PORTAL_MIN_NODE,"Можно использовать, завершив {1}-{2}."
CLASS_TRIAL_FORCE_OPEN_CONFIRM,Хотите открыть подземелье и войти?
CLASS_DESC_WARRIOR,Воин
CLASS_DESC_ARCHER,Лучник
CLASS_DESC_KNIGHT,Рыцарь
CLASS_DESC_WIZARD,Маг
CLASS_DESC_PRIEST,Жрец
CLASS_DESC_ASSASSIN,Убийца
CLASS_DESC_MECHANIC,Механик
CLASS_DESC_COMMON,Обычн.
CREATURE_TAG_TYPE.WARRIOR,Воин
CREATURE_TAG_TYPE.ARCHER,Лучник
CREATURE_TAG_TYPE.KNIGHT,Рыцарь
CREATURE_TAG_TYPE.WIZARD,Маг
CREATURE_TAG_TYPE.PRIEST,Жрец
CREATURE_TAG_TYPE.ASSASSIN,Убийца
CREATURE_TAG_TYPE.MECHANIC,Механик
CLASS_TRIAL_REMAIN_TIME,Закрытие через {1}:{2}
CLASS_TRIAL_SELECT,Выбор испытания
CLASS_TRIAL_FORCE_OPEN,Принудит. открытие
CLOSE,Закрыть
CHALLENGE_TRIAL_HERO_SELECT,"Выберите героя, чтобы провести испытание для пробуждения."
CHAT_ACTION_PARTY_CREATED,"{1} создает группу. (Коснитесь, чтобы присоединиться)"
CHAT_ACTION_PARTY_ROOM_CREATED,"{1} начинает битву. (Коснитесь, чтобы присоединиться)"
CHAPTER_BASE,Временная база: {1}
CHECK_ROYAL_QUEST,Проверьте Королевское задание.
COLLECT_EXPLORE,Поиск
COLLECT_EXPLORE_EXTRAPOINT,[009900]Доп. очки
COLLECT_EXPLORE_PROGRESS,Поиск...
COLLECT_EXPLORE_STATUS_TEXT,Идет поиск...\n[FF7F00]Возврат через {1} ч. {2} мин.[-]
COLLECT_EXPLORE_CHAPTERITEM,Поиск особых предметов
COLLECT_EXPLORE_CHAPTERITEM_TEXT,Получить случайные предметы
COLLECT_EXPLORE_GOLD,Поиск золота
COLLECT_EXPLORE_GOLD_TEXT,Получить золото
COLLECT_PLUNDER,Мародерство
COLLECT_PLUNDER_CHAPTERITEM,Мародерство особых предметов
COLLECT_PLUNDER_CHAPTERITEM_TEXT,Получить случайные предметы
COLLECT_PLUNDER_GOLD,Мародерство золота
COLLECT_PLUNDER_GOLD_TEXT,Получить золото
COLLECT_PLUNDER_AMOUNT,Получить: {1}
COLLECT_PLUNDER_REFIND,Попробовать еще раз
COLLECT_PLUNDER_READY,Подготовка к мародерству
COLLECT_PLUNDER_START,Начать мародерство
COLLECT_PLUNDER_REFIND_TEXT,Найти нового противника?
COLLECT_PLUNDER_RECORD_LOSE_TEXT,"[FF0000]Защита от мародерства не сработала, ваши ресурсы отняли."
COLLECT_PLUNDER_RECORD_WIN_TEXT,"[009900]Вы успешно защитились от мародерства, сохранили ресурсы и получили награду."
COLLECT_PLUNDER_RECORD_TIME,Осталось: {1} ч. {2} мин.
COLLECT_PLUNDER_RECORD_CHASE,Преследование
COLLECT_PLUNDER_RECORD_REWARD,Получение
COLLECT_EXPLORE_REWARD,Поиск принес: {1}. Очень полезный предмет!
COLLECT_PLUNDER_REWARD,Мародерство принесло: {1}. Очень полезный предмет!
COLLECT_ALL_REWARD,Получить все
COMMON_YES,Да
COMMON_NO,Нет
COMMON_CONFIRM,ОК
COMMON_CANCEL,Отмена
COMMON_CHANGE,Изменить
COMMON_INPUT,Ввод
COMMON_EDIT,Редактировать
COMMON_APPLY,Применить
COMMON_AGREE,Согласиться
COMMON_ACCEPT,Принять
COMMON_DECLINE,Отказаться
COMMON_NEXT,Далее
COMMON_PREV,Назад
COMMON_REQUEST,Запрос
COMMON_REQUESTCANCEL,Отменить запрос
COMMON_BATTLEREADY_BUTTON,подготовка\nк бою
COMMON_BATTLEREADY,Подготовка к бою
COMMON_BATTLESTART,Начало боя
COMMON_RUBY_BATTLESTART,Бой начнется за рубины: {1}
COMMON_INFO,Данные
COMMON_LOOK,Просмотр
COMMON_NAMECHECK,Проверить на совпадение
COMMON_FIND,Поиск
COMMON_MAX,Макс.
COMMON_BUY,Покупка
COMMON_SELL,Продажа
COMMON_GOLD_BUY,Купить золото: {1}
COMMON_FREE_BUY,Бесплатно
COMMON_RUBY_BUY,Купить рубины: {1}
COMMON_SELECT,Выбор
COMMON_USE,Использовать
COMMON_ERROR_DISCONNECT,Соединение прервано.
COMMON_ERROR_PARSING,Неверный ответ.
COMMON_ERROR_SESSION,Сессия закончена.
COMMON_ERROR_HTTP,Ошибка веб-запроса.
COMMON_ERROR_FAIL,Неудача
COMMON_ERROR_EQUIP_NOT_FOUND,Нет снаряжения.
COMMON_ERROR_HERO_NOT_FOUND,Нет героя.
COMMON_ERROR_MATERIAL_NOT_MATCH,Неподходящий материал.
COMMON_ERROR_ITEM_NOT_FOUND,Предмет не существует.
COMMON_ERROR_ACOUNT,Неверный аккаунт.
COMMON_ERROR_UNHANDLED,Не обработано.
COMMON_ERROR_EQUIP_NOT_OWNED,Нет снаряжения.
COMMON_ERROR_CODE_NOT_FOUND,Код не существует.
COMMON_ERROR_LEVEL_DATA,Неверные данные об уровне.
COMMON_ERROR_STAR_DATA,Неверные данные о звездах.
COMMON_ERROR_GRADE_DATA,Неверные данные о классе.
COMMON_ERROR,Ошибка
COMMON_NOT_EXIST,Отсутствует
COMMON_FAIL,Неудача
COMMON_SUCCESS,Успех
COMMON_NOTIFICATION,Уведомление
COMMON_RESULT,Результат
COMMON_ALERT,Предупреждение
COMMON_EXIT,Выход
COMMON_REQ,Нужно: {1}
COMMON_LACK_INVENTORY,Инвентарь переполнен
COMMON_LACK_MATERIAL,Недостаточно материалов
COMMON_LACK_SLOT,Нет места в инвентаре.
COMMON_INPUTTEXT,Введите содержание.
COMMON_GET,Получить
COMMON_ENEMY,Враги
COMMON_REWARDEXP,Получаемый\nопыт
COMMON_GOLDGET,Получаемое\nзолото
COMMON_GOLDGET_LABYRINTH,Получаемое\nзолото
COMMON_CLEARTIME,Требуемое время {1}:{2}
COMMON_RETRY,Повторить
COMMON_LOSE_TEXT,Улучшите снаряжение и героя и попытайтесь еще!
COMMON_REWARDITEM,Трофеи
COMMON_SOON,Подготовка содержания.
COMMON_REQ_VIPLEVEL,Нужен {1} ур. VIP.
COMMON_REQ_TEAMLEVEL,Нужен {1} ур. команды.
COMMON_REQ_LEVEL,Нужен {1} ур.
COMMON_REQ_GOLD,Не хватает золота.\nКупить?
COMMON_REQ_RUBY,Не хватает рубинов.\nКупить?
COMMON_REQ_CHEESE,Не хватает сыра.\nКупить?
COMMON_REQ_STAMINA,Не хватает выносливости.\nКупить?
COMMON_REQ_KEY,Не хватает ключей.\nКупить?
COMMON_REQ_INVENTORY,Не хватает ячеек в инвентаре.\nКупить?
COMMON_REQ_COIN,Не хватает монет.
COMMON_NOTFOUND,Нет результатов.
COMMON_NOT_AVAILABLE,Подготовка
COMMON_COST,Цена
COMMON_CONTINUE,Продолжить
COMMON_SELECT_HERO,Выбрать героя
COMMON_ENTER,Вход
COMMON_ENTER_MOVE,Переместиться и войти
COMMON_GENERAL_PORTAL,Обычный портал
COMMON_TEAM_LEVEL,Ур. группы
COMMON_REWARD_COMPLETE,Награда доступна
COMMON_SEND,Отправить
COMMON_RACE,Раса
CONFIRM_EXTEND_SKILL,Получить выбранное свойство?
CONTENT_HERO,Герои
CONTENT_INVENTORY,Инвентарь
CONTENT_FRIEND,Друзья
CONTENT_MISSION,Задачи
CONTENT_DAILYMISSION,Ежедн. задачи
CONTENT_MAIL,Почта
CONTENT_RETURN,Возврат
CONTENT_PVP,Арена
CONTENT_SHOP,Магазин
CONTENT_CONFIG,Настройки
CONTENT_GAMECONFIG,Настройки игры
CONTENT_MYINFO,Мои данные
CONTENT_CHEST,Сундук с сокровищами
CONTENT_TRIAL,Комната испытаний
CONTENT_WALL,Защита крепости
CONTENT_RECORD,История битв
CONTENT_EVENT,Событие
CONTENT_ATTENDANCE,Посещение
CONTENT_CHAT,Чат
CONTENT_WEEKLY,Ежедн. подземелье
CONTENT_EXPEDITION,Поход
CONTENT_RANK,Место
CONTENT_WORLDMAP,Карта мира
CONTENT_CHAPTER1,Глава 1
CONTENT_CHAPTER2,Глава 2
CONTENT_CHAPTER3,Глава 3
CONTENT_CHAPTER4,Глава 4
CONTENT_CHAPTER5,Глава 5
CONTENT_CHAPTER6,Глава 6
CONTENT_CHAPTER7,Глава 7
CONTENT_CHAPTER8,Глава 8
CONTENT_CHAPTER9,Глава 9
CONTENT_CHAPTER1_NAME,Лес духов
CONTENT_CHAPTER2_NAME,Лес жизни
CONTENT_CHAPTER3_NAME,Горы племен
CONTENT_CHAPTER4_NAME,Лес мертвых
CONTENT_CHAPTER5_NAME,Ущелье
CONTENT_CHAPTER6_NAME,Пустыня
CONTENT_CHAPTER7_NAME,Снежные равнины
CONTENT_CHAPTER8_NAME,Лава
CONTENT_CHAPTER_LOCK,Закрыто
CONTENT_EXCAVATION,Раскопки
CONTENT_ACHIEVEMENT,Достижения
CONTENT_PUB,Бар
CONTENT_FORGE,Кузница
CONTENT_CASTLE,Крепость
CONTENT_LANDING,Портал
CONTENT_QUEST,Задания
COST_TYPE_GOLD,Золото
COST_TYPE_RUBY,Рубины
COST_TYPE_GUILDCOIN,Монеты гильдии
COST_TYPE_WALLCOIN,Монеты защиты
COST_TYPE_EVENTCOIN,Монеты события
COST_TYPE_WEEKLYCOIN,Ежедн. монеты
COST_TYPE_PVPCOIN,Монеты арены
COST_TYPE_CRUSADECOIN,Монеты походов
COMMON_MOVE_TASK_FAIL_TEXT,Данная особенность игры пока вам недоступна.
COMMON_MODE_CHOICE,Выбор режима
COMMON_SINGLE_MODE,Одиночный режим
COMMON_MULTI_MODE,Коллективный режим
DAILY_QUEST,Ежедн. задания
DAILY_RUBY_COUNT,Ежедн. рубины
EVENT_GOODS,Товары события
EVENT_CALENDAR,Календарь событий
DAILY_QUEST_LOGIN_NAME,Визит героя
DAILY_QUEST_LOGIN_DESC,Подключиться 1 раз в день
DAILY_QUEST_UNDERGROUND_DUNGEON_NAME,Подавить восстание
DAILY_QUEST_UNDERGROUND_DUNGEON_DESC,Пройти Темницу {1} р.
DAILY_QUEST_STAMINA_NAME,Сбилось дыхание
DAILY_QUEST_STAMINA_DESC,Использовать выносливость: {1}
DAILY_QUEST_EXCAVATION_DESC,Провести раскопки {1} р.
DECIDE_RETURN_OR_START,Как вы поступите?
DELAYED_BILLING_COMPLETED,Платеж за товар выполнен.
DOWDUNGEON_REWARD_TITLE,Вы забыли свои вещи.
DOWDUNGEON_REWARD_CONTENT,Я даю вам самое лучшее!
DIFFICULTY_EASY,Легкий
DIFFICULTY_NORMAL,Обычный
DIFFICULTY_HARD,Сложный
DIFFICULTY_HELL,Адский
DUNGEON_RETRY_CHANCE,Попробовать снова
DUNGEON_RECOMMENDED_LEVEL,Рекомендуемый ур.
DUNGEON_MONSTER_INFO,Данные о монстрах
DUNGEON_REWARD_INFO,Список наград
DUNGEON_BOSS_SKILL,Навыки боссов
DUNGEON_BOSS_FEATURE,Особенности боссов
DUNGEON_BOSS_FEATURE_ATTACK,Главная атака
DUNGEON_BOSS_INFO,О боссе
DUNGEON_PORTAL,Портал в подземелье
DUNGEON_HERO_COUNT,Герои: {1}
SPECIAL_STAMINA_EXP,50% Множитель Опыта
SPECIAL_STAMINA_GOLD,50% Множитель Золота
SPECIAL_FOOD_EFFECT_1,Специальный Положительный Эффект Выносливости 1
SPECIAL_FOOD_EFFECT_2,Специальный Положительный Эффект Выносливости 2
EXP_BOOSTER_INFO,Увеличивает получение\nопыта на 100%
EXP_BOOSTER_BUNDLE_INFO,Комплект из 12\nмножителей опыта
EXP_BOOSTER_SINGLE,Множитель опыта
EXP_BOOSTER_BUNDLE,Множитель опыта: комплект
EXCAVATE_QUEST,Задание на исследование
ELEMENTAL_TEXT,Свойства
ELEMENTAL_FIRE,Огонь
ELEMENTAL_WATER,Вода
ELEMENTAL_EARTH,Земля
ELEMENTAL_LIGHT,Свет
ELEMENTAL_DARK,Тьма
EQUIP_INVENTORY,Инвентарь со снаряжением
EQUIP_INVENTORY_SLOTOPEN_WEAPON_CHECK,[FF7F00]Открыть 1-ю ячейку оружия?
EQUIP_INVENTORY_SLOTOPEN_ARMOR_CHECK,[FF7F00]Открыть 2-ю ячейку брони?
EQUIP_INVENTORY_SLOTOPEN_CONFIRM,Открыть за золото: {1}
EQUIP_INVENTORY_SORT,Сортировка
EQUIP_INVENTORY_EXPAND_CHECK,Расширить инвентарь со снаряжением на 5 ячеек?
EQUIP_INVENTORY_EXPAND_CONFIRM,Увеличить за рубины: {1}
EQUIP_INVENTORY_SORTTYPE_STAR_UP,Кол-во звезд (+)
EQUIP_INVENTORY_SORTTYPE_STAR_DOWN,Кол-во звезд (-)
EQUIP_INVENTORY_SORTTYPE_LEVEL_UP,Ур. улучшения (+)
EQUIP_INVENTORY_SORTTYPE_LEVEL_DOWN,Ур. улучшения (-)
EQUIP_INVENTORY_SORTTYPE_GRADE_UP,Класс (+)
EQUIP_INVENTORY_SORTTYPE_GRADE_DOWN,Класс (-)
EQUIP_INFO,Данные о снаряжении
EQUIP_INFO_GETLOCATION,Место получения:
EQUIP_INFO_GETLOCATION_INFO,[FF7F00]{1}
EQUIP_INFO_LEVELLIMIT,Мин. ур.
EQUIP_INFO_LEVELUP,Улучшить
EQUIP_INFO_SELL,Продажа
EQUIP_INFO_SELL_CEHCK,[FF7F00]Продать по этой цене.
EQUIP_INFO_SELL_COST,Цена
EQUIP_INFO_REBUILD,Переоценка
EQUIP_INFO_REBUILD_TEXT,"Если вы выбираете переоценку опции,\nона [FFD400]меняется на новую опцию[-].Переоценку можно провести\n\n[FFD400]бесплатно 1 раз в сутки[-]."
EQUIP_INFO_REBUILD_OPTION1,[FF7F00]Опция 1
EQUIP_INFO_REBUILD_OPTION2,[FF7F00]Опция 2
EQUIP_INFO_REBUILD_OPTION3,[FF7F00]Опция 3
EQUIP_INFO_REBUILD_NOOPTION,[808080]Нет опции
EQUIP_INFO_REBUILD_CHECK,[FF7F00]Провести переоценку этой опции?
EQUIP_INFO_REBUILD_INFO,Опция [009900]{1}[-]\nпосле переоценки станет\nопцией [009900]{2}[-].
EQUIP_INFO_EQUIP,Установить
EQUIP_INFO_EQUIP_SLOT_CHECK,В какую ячейку установить снаряжение?
EQUIP_INFO_EQUIP_SLOT_FIRST,Первая ячейка
EQUIP_INFO_EQUIP_SLOT_SECOND,Вторая ячейка
EQUIP_INFO_EQUIP_ALERT,"[FF7F00]Установка нового снаряжения разрушает уже используемое.\nУдалите снаряжение, если хотите сохранить его.\n\nУстановить?"
EQUIP_INFO_EQUIP_CONFIRM,Установить
EQUIP_INFO_TAKEOFF_TEXT,"Снаряжение удалено.\nПри обычном удалении снаряжение разрушается,\nпри сохранении перемещается в инвентарь."
EQUIP_INFO_TAKEOFF_CONFIRM,Удалить
EQUIP_INFO_TAKEOFF_CONFIRM_RUBY,Сохранить за рубины: {1}
EQUIP_LEVELUP_TEXT1,Выберите материалы для улучшения.
EQUIP_LEVELUP_TEXT2,При использ. [FFD400]снаряжения того же класса[-] в кач-ве материала увелич. кол-во [FFD400]звезд[-].\nОбычные материалы использ. как оч. опыта улучшения.
EQUIP_LEVELUP_EXPACT_STAR,Ожидаемое кол-во звезд
EQUIP_LEVELUP_EXPACT_LEVEL,Ожидаемое кол-во улучшений
EQUIP_LEVELUP_CONFIRM,Улучшить
EQUIP_LEVELUP_TARGET,[FFD400]Идет улучшение
EQUIP_LEVELUP_ALERT,[FF7F00]Это снаряжение редкого класса.\nИспользовать как материал?
EQUIP_ASK_UNLOCK_SECOND_GEAR_EQUIP,Открыть ячейку доп. снаряжения?
EQUIP_PART_TYPE_SECONDGEAR,Доп.
EXCAVATION_REWARD,Награда за раскопки
FAIRY_NOT_SELECT_MESSAGE,"Нет выбранной феи, эффекты недоступны."
FRIEND_IS_IN_PARTY,Вы состоите в группе с другом.
FRIEND_TEXT,Настройки друзей
FRIEND_LIST,Список друзей
FRIEND_WHISPER,ЛС
FRIEND_ADD,Принять/Запрос
FRIEND_DELETE,Удалить
FRIEND_DELETE_TEXT,[FF7F00]Удалить[-] игрока\n[FF7F00]{1}[-] из друзей?
FRIEND_ADD_WAIT,Запрос в друзья
FRIEND_RECOMMEND,Рекомендованные друзья
FRIEND_ADD_FIND,Найти друга
FRIEND_ADD_REQUEST,Запрос в друзья
FRIEND_ADD_REQUEST_EMPTY,Запросов в друзья нет.
FRIEND_ADD_REQUEST_TEXT,[FF7F00]{1}[-] получит \n[FF7F00]запрос в друзья[-]. Отправить?
FRIEND_ADD_ACCEPT_TEXT,[FF7F00]{1}[-] просит\n[FF7F00]принять в друзья[-]. [FF7F00]Принять[-]?
FRIEND_ADD_DECLINE_TEXT,[FF7F00]{1}[-] просит\n[FF7F00]принять в друзья[-]. [FF7F00]Отказаться[-]?
FRIEND_ADD_SUCCESS_TEXT,[FF7F00]{1}[-] теперь\nу вас в [FF7F00]друзьях.
FRIEND_ADD_FAIL_OTHER_FULL,[FF7F00]Список друзей[-] игрока\n[FF7F00]{1}[-] полон.
RESULT_TYPE.MY_FRIEND_FULL,Ваш список друзей полон.
FRIEND_ADD_FIND_TEXT,Введите имя друга для поиска.
FRIEND_ADD_FIND_NAME,Имя друга
