BILLING.INIT_FAILED,""
BILLING.INPROCESSING_PURCHASE_EXIST,""
BILLING.ONESTORE_CONSUME_FAILED,""
BILLING.ONESTORE_PURCHASE_FAILED,""
BILLING.ONESTORE_QUERYINVENTORY_FAILED,""
BILLING.PURCHASE_ERROR,""
BILLING.QUERY_INVENTORY_ERROR,"QUERY_INVENTORY_ERROR"
BILLING.RESUMEBILLING_END,""
BILLING.RESUMEBILLING_NEXT,""
BILLING.SCENE_ERROR_DBSELECTERROR,""
BILLING.SCENE_ERROR_DISABLE,""
BILLING.SCENE_ERROR_IAPINFONOTFOUND,""
BILLING.SCENE_SKIP_AND_GAMEPLAY_BUTTON,""
BILLING.SCENE_SKIP_AND_GAMEPLAY_MSG,""
BOOSTER_BONUS_TYPE.BONUSTYPE_EXP,"USE_EFFECT_EXP_BUFF"
BOOSTER_BONUS_TYPE.BONUSTYPE_GOLD,"USE_EFFECT_GOLD_BUFF"
BOOSTER_BONUS_TYPE.BONUSTYPE_ITEM,"USE_EFFECT_ITEM_BUFF"
BOOSTER_BONUS_TYPE.BONUSTYPE_SAVESTAMINA,""
BROADCAST.BROADCAST_ADD_FAVORITE,""
BROADCAST.BROADCAST_ALREADY_JOIN_BROADCAST,""
BROADCAST.BROADCAST_BAN_BY_MASTER_MESSAGE,""
BROADCAST.BROADCAST_BAN_BY_MASTER_TITLE,""
BROADCAST.BROADCAST_BUTTON_BROADCAST_CHANGE,""
BROADCAST.BROADCAST_BUTTON_BROADCAST_OFF,""
BROADCAST.BROADCAST_BUTTON_BROADCAST_ON,""
BROADCAST.BROADCAST_BUTTON_MIC_OFF,""
BROADCAST.BROADCAST_BUTTON_MIC_ON,""
BROADCAST.BROADCAST_BUTTON_VOICE_OFF,""
BROADCAST.BROADCAST_BUTTON_VOICE_ON,""
BROADCAST.BROADCAST_CHAT_SYSTEM_BROADCAST_OFF,""
BROADCAST.BROADCAST_CHAT_SYSTEM_BROADCAST_ON,""
BROADCAST.BROADCAST_CHAT_SYSTEM_JOIN_ROOM,""
BROADCAST.BROADCAST_CHAT_SYSTEM_LEAVE_ROOM,""
BROADCAST.BROADCAST_CHAT_SYSTEM_MAKE_ROOM,""
BROADCAST.BROADCAST_CHAT_SYSTEM_MIC_OFF,""
BROADCAST.BROADCAST_CHAT_SYSTEM_MIC_ON,""
BROADCAST.BROADCAST_CONFIRM_ADD_BAN_USER_MESSAGE,""
BROADCAST.BROADCAST_CONFIRM_ADD_BAN_USER_TITLE,""
BROADCAST.BROADCAST_CONFIRM_CANCEL_BAN_USER_MESSAGE,""
BROADCAST.BROADCAST_CONFIRM_CANCEL_BAN_USER_TITLE,""
BROADCAST.BROADCAST_CONFIRM_KICK_USER_MESSAGE,""
BROADCAST.BROADCAST_CONFIRM_KICK_USER_TITLE,""
BROADCAST.BROADCAST_CONFIRM_MASTER_EXIT_ROOM_MESSAGE,""
BROADCAST.BROADCAST_CONFIRM_MASTER_EXIT_ROOM_TITLE,""
BROADCAST.BROADCAST_CONFIRM_VIEWER_EXIT_ROOM_MESSAGE,""
BROADCAST.BROADCAST_CONFIRM_VIEWER_EXIT_ROOM_TITLE,""
BROADCAST.BROADCAST_CREATE_ROOM_DEFAULT_NAME,""
BROADCAST.BROADCAST_CREATE_ROOM_MESSAGE,""
BROADCAST.BROADCAST_CREATE_ROOM_TITLE,""
BROADCAST.BROADCAST_ERROR_DISCONNECT_ROOM,""
BROADCAST.BROADCAST_ERROR_JOIN_ROOM_FAIL,""
BROADCAST.BROADCAST_ERROR_OVER_BAN_MESSAGE,""
BROADCAST.BROADCAST_ERROR_ROOM_NAME_NOT_EXSIT_MESSAGE,""
BROADCAST.BROADCAST_ERROR_ROOM_NAME_UNDER_MESSAGE,""
BROADCAST.BROADCAST_ERROR_ROOM_NOT_EXIST,""
BROADCAST.BROADCAST_FAILED_NAME_CENSORED,""
BROADCAST.BROADCAST_FAILED_NAME_EMPTY,""
BROADCAST.BROADCAST_FAILED_NAME_TOO_LONG,""
BROADCAST.BROADCAST_INVITE_FRIEND_USER_CENTER_MSG,""
BROADCAST.BROADCAST_INVITE_GUILD_USER_CENTER_MSG,""
BROADCAST.BROADCAST_INVITE_NOTY_NAME,""
BROADCAST.BROADCAST_INVITE_USER_CENTER_MSG,""
BROADCAST.BROADCAST_KICK_BY_MASTER_MESSAGE,""
BROADCAST.BROADCAST_KICK_BY_MASTER_TITLE,""
BROADCAST.BROADCAST_LABEL_RECOMMAND_COUNT,""
BROADCAST.BROADCAST_LABEL_VIEWER_COUNT,""
BROADCAST.BROADCAST_MASTER_LEAVE_MESSAGE,""
BROADCAST.BROADCAST_MASTER_LEAVE_TITLE,""
BROADCAST.BROADCAST_NOT_FOUND_ROOM_MESSAGE,""
BROADCAST.BROADCAST_NOT_FOUND_ROOM_TITLE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_BATTLE_RECORD_MESSAGE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_BATTLE_RECORD_TITLE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_CONTENT_MESSAGE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_CONTENT_TITLE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_ENTER_DUGEON_MESSAGE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_ENTER_DUGEON_TITLE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_FAVORITE_MESSAGE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_FAVORITE_TITLE,""
BROADCAST.BROADCAST_NOTICE_DISABLE_PAYSHOP,""
BROADCAST.BROADCAST_OPTION_CHANGE_MESSAGE,""
BROADCAST.BROADCAST_OPTION_CHANGE_TITLE,""
BROADCAST.BROADCAST_RECOMMEND_COUNT,""
BROADCAST.BROADCAST_REMOVE_FAVORITE,""
BROADCAST.BROADCAST_SELECT_JOIN_DESC,""
BROADCAST.BROADCAST_SELECT_JOIN_TITLE,""
BROADCAST.BROADCAST_SORT_DEFAULT,""
BROADCAST.BROADCAST_SORT_MEMBER_COUNT,""
BROADCAST.BROADCAST_SORT_RECOMMEND,""
BROADCAST.BROADCAST_SORT_TEAM_LEVEL,""
BROADCAST.BROADCAST_TAG_ALL,""
BROADCAST.BROADCAST_TAG_ARENA,""
BROADCAST.BROADCAST_TAG_CHALLENGERAID,""
BROADCAST.BROADCAST_TAG_ETC,""
BROADCAST.BROADCAST_TAG_GUILDRAID,""
BROADCAST.BROADCAST_TAG_HARDRAID,""
BROADCAST.BROADCAST_TAG_RAID,""
BROADCAST.BROADCAST_TAG_WORLDBOSS,""
CALENDAR_MONTH.MONTH_APRIL,""
CALENDAR_MONTH.MONTH_AUGUST,""
CALENDAR_MONTH.MONTH_DECEMBER,""
CALENDAR_MONTH.MONTH_FEBRUARY,""
CALENDAR_MONTH.MONTH_JANUARY,""
CALENDAR_MONTH.MONTH_JULY,""
CALENDAR_MONTH.MONTH_JUNE,""
CALENDAR_MONTH.MONTH_MARCH,""
CALENDAR_MONTH.MONTH_MAY,""
CALENDAR_MONTH.MONTH_NOVEMBER,""
CALENDAR_MONTH.MONTH_OCTOBER,""
CALENDAR_MONTH.MONTH_SEPTEMBER,""
CHAPTER_REWARD.CHAPTER_CLEAR_TITLE,""
CHAPTER_REWARD.REWARD_CLEAR_CHAPTER_TITLE,""
CHATTING.CHANNEL_CHATTING_CONNECTED,"CHANNEL_CHATTING_CONNECTED"
CHATTING.CHANNEL_CHATTING_DISCONNECTED,"CHANNEL_CHATTING_DISCONNECTED"
CHATTING.CHAT_ASK_REMOVE_WHISPER_USER,"CHAT_ASK_REMOVE_WHISPER_USER"
CHATTING.CHAT_CHANNEL_IS_FULL,""
CHATTING.CHAT_REMAIN_ENABLE_TIME,""
CHATTING.CHAT_UNDEFINED_LANGUAGE,""
COMMON.ASCENDING_ORDER,""
COMMON.BAN,""
COMMON.BUY,"BUY"
COMMON.CHAPTER,""
COMMON.COMMON_CANCEL,"COMMON_CANCEL"
COMMON.COMMON_CONFIRM,"COMMON_CONFIRM"
COMMON.COMMON_ETC,"COMMON_ETC"
COMMON.COMMON_INIT,"COMMON_INIT"
COMMON.COMMON_MOVE,"COMMON_MOVE"
COMMON.COMMON_NO,"COMMON_NO"
COMMON.COMMON_NOT_EXIST,"COMMON_NOT_EXIST"
COMMON.COMMON_OPEN,""
COMMON.COMMON_YES,"COMMON_YES"
COMMON.COST_TYPE_RUBY,"COST_TYPE_RUBY"
COMMON.COST_TYPE_STAMINA,"COST_TYPE_STAMINA"
COMMON.DESCENDING_ORDER,""
COMMON.DIFFICULTY_EASY,""
COMMON.DIFFICULTY_HARD,""
COMMON.DIFFICULTY_HELL,""
COMMON.DIFFICULTY_NORMAL,""
COMMON.ERROR,"ERROR"
COMMON.GOLD_COUNT,"BUY_GOLD_COUNT"
COMMON.GUIDE_MENU,""
COMMON.INFORM,"INFORM"
COMMON.LUA_POINT_COUNT,""
COMMON.MILEAGE_COUNT,""
COMMON.NUMBER_COUNT,"NUMBER_COUNT"
COMMON.NUMBER_COUNT2,""
COMMON.PARENTHESES_NUMBER,""
COMMON.REQ_STAMINA,"COMMON_REQ_STAMINA"
COMMON.RUBY_COUNT,"BUY_RUBY_COUNT"
COMMON.SELECT,""
COMMON.STAMINA_COUNT,""
COMMON.TIME_DAY,""
COMMON.TIME_HOUR,""
COMMON.TIME_MINUTE,""
COMMON.TIME_SECOND,""
COMMON.UNDER_POSTFIX,"UNDER_POSTFIX"
COMMON.UNKNOWN,"UNKNOWN"
COMMON.USE,""
COMMON.WARNING,"COMMON_ALERT"
COSTUME.COSTUME_BUY_GEM_CONFIRM_MSG,""
COSTUME.COSTUME_BUY_GEM_CONFIRM_MSG_RENEW,""
COSTUME.COSTUME_BUY_GEM_TITLE,""
COSTUME.COSTUME_BUY_GOLD_CONFIRM_MSG,""
COSTUME.COSTUME_BUY_GOLD_CONFIRM_MSG_RENEW,""
COSTUME.COSTUME_BUY_GOLD_TITLE,""
COSTUME.COSTUME_BUY_MILEAGE_CONFIRM_MSG,""
COSTUME.COSTUME_BUY_MILEAGE_CONFIRM_MSG_RENEW,""
COSTUME.COSTUME_BUY_MILEAGE_TITLE,""
COSTUME.COSTUME_GEM_MSG_TITLE,"COSTUME_GEM_MSG_TITLE"
COSTUME.COSTUME_GET_MSG,"COSTUMECHOICE_GET_MESSAGE"
COSTUME.COSTUME_REQUIREMENT,""
COSTUME.COSTUME_UNIQUEWEAPON_OFF,"COSTUME_UNIQUEWEAPON_OFF"
COSTUME.COSTUME_UNIQUEWEAPON_ON,"COSTUME_UNIQUEWEAPON_ON"
CREATURE_RACE_TYPE.BARRICADE,""
CREATURE_RACE_TYPE.BEAST,""
CREATURE_RACE_TYPE.BOAR,""
CREATURE_RACE_TYPE.BOSS,""
CREATURE_RACE_TYPE.DARK_ELF,""
CREATURE_RACE_TYPE.DARKNESS,""
CREATURE_RACE_TYPE.DEVIL,""
CREATURE_RACE_TYPE.DRACONIAN,""
CREATURE_RACE_TYPE.DRAGON,""
CREATURE_RACE_TYPE.DRYAD,""
CREATURE_RACE_TYPE.ELEMENT,""
CREATURE_RACE_TYPE.END,"END"
CREATURE_RACE_TYPE.ENT,""
CREATURE_RACE_TYPE.FAIRY,""
CREATURE_RACE_TYPE.FROST_GIANT,""
CREATURE_RACE_TYPE.GHOST,""
CREATURE_RACE_TYPE.GIANT_WORM,""
CREATURE_RACE_TYPE.GNOLL,""
CREATURE_RACE_TYPE.GOBLIN,""
CREATURE_RACE_TYPE.GOLEM,""
CREATURE_RACE_TYPE.HARPY,""
CREATURE_RACE_TYPE.HELL_HOUND,""
CREATURE_RACE_TYPE.HERO,""
CREATURE_RACE_TYPE.HORNED_BEAR,""
CREATURE_RACE_TYPE.HUMAN,""
CREATURE_RACE_TYPE.HYDRA,""
CREATURE_RACE_TYPE.LAUGHING_MASK,""
CREATURE_RACE_TYPE.LIVING_WEAPON,""
CREATURE_RACE_TYPE.LIZARDMAN,""
CREATURE_RACE_TYPE.MIMIC,""
CREATURE_RACE_TYPE.MUHROOM,""
CREATURE_RACE_TYPE.MUMMY,""
CREATURE_RACE_TYPE.NEPENTHES,""
CREATURE_RACE_TYPE.NONE,"NONE"
CREATURE_RACE_TYPE.NPC,""
CREATURE_RACE_TYPE.ORC,""
CREATURE_RACE_TYPE.PET,""
CREATURE_RACE_TYPE.PLANTS,""
CREATURE_RACE_TYPE.POSSESSED_OBJECT,""
CREATURE_RACE_TYPE.SCORPION,""
CREATURE_RACE_TYPE.SKELETON,""
CREATURE_RACE_TYPE.SLIME,""
CREATURE_RACE_TYPE.SPIDER,""
CREATURE_RACE_TYPE.SPIRIT,""
CREATURE_RACE_TYPE.STRUCTURE,""
CREATURE_RACE_TYPE.SUMMONED_CONSTRUCTS,""
CREATURE_RACE_TYPE.TORTOISE,""
CREATURE_RACE_TYPE.TROLL,""
CREATURE_RACE_TYPE.UNDEAD,""
CREATURE_RACE_TYPE.WASP,""
CREATURE_RACE_TYPE.WOLF,""
CS.SEND_MAIL_CANCEL,""
CS.SEND_MAIL_CONFIRM,""
DISPATCH_BATTLE.DISPATCH_BATTLE_COMPLETE,""
DISPATCH_BATTLE.DISPATCH_BATTLE_PREPAREING,""
DISPATCH_BATTLE.DISPATCH_BATTLE_PROGRESSING,""
DISPATCH_BATTLE.DISPATCH_CANCEL,""
DISPATCH_BATTLE.DISPATCH_CANCEL_POPUP_DESC,""
DISPATCH_BATTLE.DISPATCH_COUNT,""
DISPATCH_BATTLE.DISPATCH_COUNT_DONE,""
DISPATCH_BATTLE.DISPATCH_COUNT_PROGRESSING,""
DISPATCH_BATTLE.DISPATCH_COUNT_SUMMARY,""
DISPATCH_BATTLE.DISPATCH_DETACHMENT,""
DISPATCH_BATTLE.DISPATCH_DETACHMENT_BATTLEPOINT,""
DISPATCH_BATTLE.DISPATCH_EQUIP_FORGE_MSG,""
DISPATCH_BATTLE.DISPATCH_EQUIP_REMOVE_MSG,""
DISPATCH_BATTLE.DISPATCH_EQUIP_REPLACE_MSG,""
DISPATCH_BATTLE.DISPATCH_HEROINFO_MSG,""
DISPATCH_BATTLE.DISPATCH_REMAIN_TIME_HH_MM,""
DISPATCH_BATTLE.DISPATCH_REMAIN_TIME_HH_MM_SS,""
DISPATCH_BATTLE.DISPATCH_REMAIN_TIME_MM_SS,""
DISPATCH_BATTLE.DISPATCH_REMAININGTIME,""
DISPATCH_BATTLE.DISPATCH_WIN_RATE,""
DISPATCH_BATTLE.PREFIX_UNTIL_COMPLETE_BATTLE,""
DISPATCH_BATTLE.PREFIX_UNTIL_COMPLETE_READY,""
DISPATCH_BATTLE.WARNNING_ALREADY_FULL_PARTY,""
DISPATCH_BATTLE.WARNNING_NOT_ENOUGH_PARTY,""
DUEL.DUEL_CANCEL,""
DUEL.DUEL_REJECT,""
DUEL.DUEL_RESPONSE_BUSY,""
DUNGEON_DIFFICULTY_TYPE.EASY,""
DUNGEON_DIFFICULTY_TYPE.HARD,""
DUNGEON_DIFFICULTY_TYPE.HELL,""
DUNGEON_DIFFICULTY_TYPE.NORMAL,""
EQUIP.COMMON_EQUIP,"COMMON_EQUIP"
EQUIP.EQUIP_ASK_ENCHANT_RESULT_MESSAGE,"EQUIP_ASK_ENCHANT_RESULT_MESSAGE"
EQUIP.EQUIP_ASK_EQUIP_OVERWRITE_MESSAGE,"EQUIP_ASK_EQUIP_OVERWRITE_MESSAGE"
EQUIP.EQUIP_ASK_EQUIP_PRESERVE,"EQUIP_ASK_EQUIP_PRESERVE"
EQUIP.EQUIP_ASK_EQUIP_REMOVE,"EQUIP_ASK_EQUIP_REMOVE"
EQUIP.EQUIP_ASK_SELECT_EQUIP_FIRST,"EQUIP_ASK_SELECT_EQUIP_FIRST"
EQUIP.EQUIP_ASK_SELECT_EQUIP_MESSAGE,"EQUIP_ASK_SELECT_EQUIP_MESSAGE"
EQUIP.EQUIP_ASK_SELECT_EQUIP_SECOND,"EQUIP_ASK_SELECT_EQUIP_SECOND"
EQUIP.EQUIP_ASK_UNEQUIP_MESSAGE,"EQUIP_ASK_UNEQUIP_MESSAGE"
EQUIP.EQUIP_ASK_UNLOCK_EQUIP,""
EQUIP.EQUIP_ASK_UNLOCK_SECOND_GEAR_EQUIP,"EQUIP_ASK_UNLOCK_SECOND_GEAR_EQUIP"
EQUIP.EQUIP_CLASS_TAG_TYPE_ERROR,"EQUIP_TAG_TYPE_ERROR"
EQUIP.EQUIP_CREATURE_LIMIT_TREASURE,""
EQUIP.EQUIP_CREATURE_LIMIT_WEAPON,""
EQUIP.EQUIP_ERROR_ALREADY_EQUIPPED,"EQUIP_ERROR_ALREADY_EQUIPPED"
EQUIP.EQUIP_ERROR_NOT_EQUIPPED,"EQUIP_ERROR_NOT_EQUIPPED"
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,""
EQUIP.EQUIP_INFO_LEVELLIMIT,"EQUIP_INFO_LEVELLIMIT"
EQUIP.EQUIP_OPEN_OPTION_ALL,""
EQUIP.EQUIP_OPEN_OPTION_LEVEL,""
EQUIP.EQUIP_OPTION_STAT_TEXT,""
EQUIP.EQUIP_SET_OPTION_NUMBER,""
EQUIP.EQUIP_UNLOCK_ACTION,"EQUIP_UNLOCK_ACTION"
EQUIP.EQUIP_UNLOCK_REQ_HERO_LEVEL,""
EQUIP.MAX_EQUIP_REQ_LEVEL,"MAX_EQUIP_REQ_LEVEL"
EQUIP_AWAKEN.EQUIP_AWAKEN_AWAKEN_MAX,"EQUIPSTARUPGRADE_MAX"
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,""
EQUIP_AWAKEN.EQUIP_AWAKEN_MSG_SELECT_MATERIAL,"EQUIPSTARUPGRADE_MSG_SELECT_MATERIAL"
EQUIP_AWAKEN.EQUIP_AWAKEN_MSG_SELECT_TARGET,"EQUIPSTARUPGRADE_MSG_SELECT_TARGET"
EQUIP_ENCHANT.CAN_DO_ENCHANT_OPTION,""
EQUIP_ENCHANT.CANNOT_DO_ENCHANT_OPTION,""
EQUIP_ENCHANT.CURRENT_ENCHANT_OPTION,""
EQUIP_ENCHANT.EMPTY_ENCHANT_OPTION,""
EQUIP_ENCHANT.ENCHANT_OPTION,""
EQUIP_ENCHANT.EQUIP_ASK_ENCHANT_OPTION,"EQUIP_ASK_ENCHANT_OPTION"
EQUIP_ENCHANT.EQUIP_ASK_ENCHANT_OPTION_CANCEL,"EQUIP_ASK_ENCHANT_OPTION_CANCEL"
EQUIP_ENCHANT.EQUIP_ASK_ENCHANT_OPTION_CANCEL_TITLE,"EQUIP_ASK_ENCHANT_OPTION_CANCEL_TITLE"
EQUIP_ENCHANT.EQUIP_ASK_ENCHANT_OPTION_CONFIRM,"EQUIP_ASK_ENCHANT_OPTION_CONFIRM"
EQUIP_ENCHANT.EQUIP_ASK_ENCHANT_OPTION_CONFIRM_TITLE,"EQUIP_ASK_ENCHANT_OPTION_CONFIRM_TITLE"
EQUIP_ENCHANT.EQUIP_ASK_ENCHANT_OPTION_TITLE,"EQUIP_ASK_ENCHANT_OPTION_TITLE"
EQUIP_ENCHANT.EQUIP_UPGRADE_RANDOM_OPTION,"EQUIP_UPGRADE_RANDOM_OPTION"
EQUIP_ENCHANT.EQUIP_UPGRADE_RANDOM_OPTION2,""
EQUIP_ENCHANT.FIXED_OPTION,""
EQUIP_ENCHANT.NOTY_EQUIP_UPGRADE_CHECK_MESSAGE,""
EQUIP_ENCHANT.NOTY_EQUIP_UPGRADE_RUNE_CHECK_MESSAGE,""
EQUIP_ENCHANT.OBTAINABLE_ENCHANT_OPTION,""
EQUIP_ENCHANT.RANDOM_OPTION,"RANDOM_OPTION"
EQUIP_ENCHANT.RANDOM_OPTION_COUNT,"RANDOM_OPTION_COUNT"
EQUIP_ENCHANT.SELECT_ENCHANT_OPTION_ITEM,""
EQUIP_ENCHANT.SELECT_ITEM_TO_ENCHANT,""
EQUIP_ENCHANT.SET_OPTION,""
EQUIP_OPTION_RENEW.ACTION,""
EQUIP_OPTION_RENEW.ASK_RENEW_OPTION_MESSAGE,""
EQUIP_OPTION_RENEW.ASK_RENEW_OPTION_TITLE,""
EQUIP_OPTION_RENEW.ASK_RENEW_OPTION_WITH_COUPON_MESSAGE,""
EQUIP_OPTION_RENEW.CONFIRM_FIRST_RENEW_OPTION_MESSAGE,""
EQUIP_OPTION_RENEW.CONFIRM_FIRST_RENEW_OPTION_TITLE,""
EQUIP_OPTION_UPGRADE.EQUIP_OPTION_UPGRADE_COUNT,""
EQUIP_TIER_UPGRADE.NOT_ENOUGH_MATERIAL_ITEM,""
EQUIP_TIER_UPGRADE.SELECT_5_STAR_EQUIPMENT,""
EQUIP_TIER_UPGRADE.TIER_UPGRADE_ONLY_5_STAR_EQUIPMENT,""
EQUIP_TIER_UPGRADE.TIER_UPGRADE_SUCCESS_TITLE,""
EQUIP_TIER_UPGRADE.TOUCH_TIER_UPGRADE_BUTTON,""
EQUIP_UPGRADE.EQUIP_ERROR_MATERIAL_FULL,"EQUIP_ERROR_MATERIAL_FULL"
EQUIP_UPGRADE.EQUIP_ERROR_UPGRADE_EXP_FULL,"EQUIP_ERROR_UPGRADE_EXP_FULL"
EQUIP_UPGRADE.EQUIP_UPGRADE_PROGRESSING,"EQUIP_UPGRADE_PROGRESSING"
EVENT_CALENDAR.EVENT_OFTEN_TITLE,""
EVENT_CALENDAR.EVENT_REGULAR_TITLE,""
EVENT_DUNGEON.CHALLENGE_RESET_MESSAGE,"CHALLENGE_RESET_MESSAGE"
EVENT_DUNGEON.CHALLENGE_RESET_TITLE,"CHALLENGE_RESET_TITLE"
EVENT_DUNGEON.CLASS_TRIAL_REMAIN_TIME,"CLASS_TRIAL_REMAIN_TIME"
EVENT_DUNGEON.DAY_OF_WEEK_FRI,"DAY_OF_WEEK_FRI"
EVENT_DUNGEON.DAY_OF_WEEK_MON,"DAY_OF_WEEK_MON"
EVENT_DUNGEON.DAY_OF_WEEK_SAT,"DAY_OF_WEEK_SAT"
EVENT_DUNGEON.DAY_OF_WEEK_SUN,"DAY_OF_WEEK_SUN"
EVENT_DUNGEON.DAY_OF_WEEK_THU,"DAY_OF_WEEK_THU"
EVENT_DUNGEON.DAY_OF_WEEK_TUE,"DAY_OF_WEEK_TUE"
EVENT_DUNGEON.DAY_OF_WEEK_WED,"DAY_OF_WEEK_WED"
EVENT_DUNGEON.DOW_DUNGEON_OPEN,"DOW_DUNGEON_OPEN"
EVENT_DUNGEON.EVENTDUNGEON_RESET_MESSAGE,""
EVENT_DUNGEON.INVALID_DOW_VALUE,"INVALID_DOW_VALUE"
EVENT_DUNGEON.INVESTIGATE_UNDERGROUNDPRISON,"INVESTIGATE_UNDERGROUNDPRISON"
EVENT_DUNGEON.INVESTIGATE_UNDERGROUNDPRISON_CONFIRM,"INVESTIGATE_UNDERGROUNDPRISON_CONFIRM"
