KEY,"ChineseSimplified"
STAT_TYPE.MAGICAL_BLOCK_CHANCE,"魔法格挡率"
STAT_TYPE.MAGICAL_BLOCK_POWER,"魔法格挡防御"
STAT_TYPE.MAGICAL_HIT_CHANCE,"命中率"
STAT_TYPE.MAGICAL_PIERCE_POWER,"防御穿透力"
STAT_TYPE.HEAL_POWER,"治疗"
STAT_TYPE.RECOVER_POWER,"回复"
STAT_TYPE.ANTI_CC_CHANCE,"状态异常抵抗"
STAT_TYPE.HIT_CC_CHANCE,"状态异常命中率"
STAT_TYPE.ANTI_DEBUFF_CHANCE,"负面效果抵抗"
STAT_TYPE.PHYSICAL_WEAKNESS,"物理弱点"
STAT_TYPE.PHYSICAL_TOUGHNESS,"物理抵抗"
STAT_TYPE.MAGICAL_WEAKNESS,"魔法弱点"
STAT_TYPE.MAGICAL_TOUGHNESS,"魔法抵抗"
STAT_TYPE.HP_STEAL_POWER,"生命吸取"
STAT_TYPE.HP_ON_DAMAGE,"受伤时生命值回复量"
STAT_TYPE.HP_ON_ATTACK,"攻击时生命值回复量"
STAT_TYPE.HP_ON_KILL,"击杀时生命值回复量"
STAT_TYPE.HP_ON_WAVE,"终战时生命值回复量"
STAT_TYPE.HP_ON_SECOND,"每秒时生命值回复量"
STAT_TYPE.HP_RATIO_ON_DAMAGE,"受伤时生命值回复率"
STAT_TYPE.HP_RATIO_ON_ATTACK,"攻击时生命值回复率"
STAT_TYPE.HP_RATIO_ON_KILL,"击杀时生命值回复率"
STAT_TYPE.HP_RATIO_ON_WAVE,"终战时生命值回复率"
STAT_TYPE.HP_RATIO_ON_SECOND,"每秒时生命值回复率"
STAT_TYPE.MAX_MP,"最大魔力"
STAT_TYPE.MP_ON_DAMAGE,"受伤时魔力回复量"
STAT_TYPE.MP_ON_ATTACK,"攻击时魔力回复量"
STAT_TYPE.MP_ON_KILL,"击杀时魔力回复量"
STAT_TYPE.MP_ON_WAVE,"终战时魔力回复量"
STAT_TYPE.MP_ON_SECOND,"每秒魔力回复量"
STAT_TYPE.ATTACK_SPEED,"攻击速度"
STAT_TYPE.MOVE_SPEED_MMS,"移动速度"
STAT_TYPE.PHYSICAL_CRITICAL_DODGE_CHANCE,"物理暴击抵抗"
STAT_TYPE.MAGICAL_CRITICAL_DODGE_CHANCE,"魔法暴击抵抗"
STAT_TYPE.HP,"目前生命值"
STAT_TYPE.CCACCURACY,"状态异常命中率"
STAT_TEAMLEVEL,"队伍等级"
STAT_TEAMEXP,"队伍经验值"
STAT_VIPLEVEL,"VIP等级"
STAT_VIPEXP,"VIP经验"
STAT_LEVEL,"等级"
STAT_EXP,"经验"
STAT_STAR,"星等"
STAT_GRADE,"级别"
STAT_TYPE.ADD_MP_ON_DAMAGE_R,"受伤时魔力回复量"
STAT_TYPE.ADD_MP_ON_ATTACK_R,"攻击时魔力回复量"
STAT_TYPE.ADD_MP_ON_TIME_R,"每秒魔力回复量"
EQUIP_SORT_TYPE.STAR_UP,"星等数量（+）"
EQUIP_SORT_TYPE.STAR_DOWN,"星等数量（-）"
EQUIP_SORT_TYPE.LEVEL_UP,"强化等级（+）"
EQUIP_SORT_TYPE.LEVEL_DOWN,"强化等级（-）"
EQUIP_SORT_TYPE.GRADE_UP,"级别（+）"
EQUIP_SORT_TYPE.GRADE_DOWN,"级别（-）"
ITEM_SORT_TYPE.GRADE_UP,"级别（+）"
ITEM_SORT_TYPE.GRADE_DOWN,"级别（-）"
ITEM_SORT_TYPE.LEVEL_UP,"依等级（+）"
ITEM_SORT_TYPE.LEVEL_DOWN,"依等级（-）"
MATCH_TIER_TYPE.BRONZE,"青铜"
MATCH_TIER_TYPE.SILVER,"白银"
MATCH_TIER_TYPE.GOLD,"黄金"
MATCH_TIER_TYPE.PLATINUM,"白金"
MATCH_TIER_TYPE.DIAMOND,"钻石"
MATCH_TIER_TYPE.MASTER,"大师"
MATCH_TIER_TYPE.ROYAL_MASTER,"皇家大师"
MATCH_TIER_TYPE.CHALLENGER,"精英"
MATCH_TIER_TYPE.CHAMPION,"冠军"
OPERATION_TYPE.MOD_POWER_R,"攻击"
OPERATION_TYPE.MOD_PHYSICAL_POWER,"物理攻击力"
OPERATION_TYPE.MOD_PHYSICAL_POWER_R,"物理攻击力"
OPERATION_TYPE.MOD_MAGICAL_POWER,"魔法攻击力"
OPERATION_TYPE.MOD_MAGICAL_POWER_R,"魔法攻击力"
OPERATION_TYPE.MOD_MAX_HP,"生命值上限"
OPERATION_TYPE.MOD_MAX_HP_R,"生命值上限"
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE,"物理防御"
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE_R,"物理防御"
OPERATION_TYPE.MOD_MAGICAL_DEFENCE,"魔法防御"
OPERATION_TYPE.MOD_MAGICAL_DEFENCE_R,"魔法防御"
OPERATION_TYPE.MOD_DEFENCE_R,"所有防御力"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,"物理暴击"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,"魔法暴击"
OPERATION_TYPE.MOD_CRITICAL_CHANCE,"暴击率"
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,"物理回避率"
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,"魔法回避率"
OPERATION_TYPE.MOD_DODGE_CHANCE,"所有回避率"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,"物理格挡率"
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,"魔法格挡率"
OPERATION_TYPE.MOD_BLOCK_CHANCE,"所有格挡率"
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,"物理防御穿透力"
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,"魔法防御穿透力"
OPERATION_TYPE.MOD_PIERCE_POWER,"防御穿透力"
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,"物理命中率"
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,"魔法命中率"
OPERATION_TYPE.MOD_HIT_CHANCE,"命中率"
OPERATION_TYPE.MOD_HP_STEAL_POWER,"生命吸取"
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,"状态异常"
OPERATION_TYPE.MOD_HEAL_POWER,"治疗"
OPERATION_TYPE.MOD_RECOVER_POWER,"回复"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,"物理暴击伤害量"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,"魔法暴击伤害量"
OPERATION_TYPE.MOD_CRITICAL_POWER,"暴击伤害量"
OPERATION_TYPE.MOD_ATTACK_SPEED,"攻击速度"
OPERATION_TYPE.MOD_ATTACK_SPEED_R,"攻击速度"
OPERATION_TYPE.MOD_MP_ON_KILL,"击杀时魔力回复量"
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,"终战时生命值回复量"
OPERATION_TYPE.MOD_MP_ON_WAVE,"终战时魔法回复量"
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,"物理弱点"
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,"物理抵抗"
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,"魔法弱点"
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,"魔法抵抗"
OPERATION_TYPE.MOD_TOUGHNESS,"所有伤害降低"
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,"攻击时魔力回复量"
OPERATION_TYPE.MOD_MP_ON_TIME_R,"每秒魔力回复量"
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,"所有暴击抵抗"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,"物理暴击抵抗"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,"魔法暴击抵抗"
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,"受伤时魔力回复量"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_POWER,"物理格挡使伤害减少"
OPERATION_TYPE.MOD_MAGICAL_BLOCK_POWER,"魔法格挡使伤害减少"
OPERATION_TYPE.MOD_BLOCK_POWER,"所有格挡时伤害降低"
OPERATION_TYPE.MOD_HIT_CC_CHANCE,"状态异常命中率"
ITEM_ACTION_TYPE.RECOVER_STAMINA,"体力回复"
SELECT_REWARD.RECEIVED_SELECTED_REWARD,"取得选择奖励"
MAIL.RECEIVED_MAIL_ATTACHMENT,"取得随信物品"
COMMON.PARENTHESES_NUMBER,"（{1}）"
PORTAL.LAST_BATTLE_POSITION,"最后地点"
COMMON.COMMON_OPEN,"打开"
ITEM.NOT_FOR_SALE,"非卖品"
INVENTORY.OPEN_PACKAGE_COUNT,"开启{1}个"
INVENTORY.PACKAGE_RANDOM_SELECT,"随机{1}"
INVENTORY.SELECT_OPTION_NOTIFICATION_TEXT,"属性选择已达上限，\n如需修改属性请点击属性重置按钮。"
HERO_SKILL.GET_SKILL_HERO_LEVEL,"等级{1}时习得"
ITEM_TYPE.AWAKE_CHALLENGE,"晶元"
ACHIEVEMENT.ACHIEVEMENT_REWARD_TITLE,"成就奖励"
EQUIP.EQUIP_OPEN_OPTION_LEVEL,"强化+{1}："
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,"强化+{1}：额外属性"
EQUIP.EQUIP_OPTION_STAT_TEXT,"额外属性"
EQUIP_ENCHANT.SET_OPTION,"套装效果"
EQUIP.EQUIP_SET_OPTION_NUMBER,"{1}件套装"
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,"这是高星等的装备，确定要把它当成素材吗？"
HERO_STAT.NOT_ENOUGH_AWAKE_MATERIAL,"没有足够的觉醒素材。"
HERO_STAT.NOT_ENOUGH_TRANSCEND_MATERIAL,"点击缺少的素材将会前往制作台。"
HERO_STAT.ENOUGH_AWAKE_MATERIAL,"可进入试炼之房进行觉醒。"
HERO_STAT.ENOUGH_TRANSCEND_MATERIAL,"可进入试炼之房进行突破。"
HERO_STAT.IN_BATTLE,"试炼之房的战斗尚未完成。"
HERO_STAT.IN_PURIFYING,"进入净化之房使英雄觉醒中。"
HERO_STAT.IN_TRANSCEND_PURIFYING,"进入净化之房使英雄突破中。"
HERO_NOTIFY_TRANSCEND_PURIFY,"进入净化之房使英雄突破中。"
HERO_STAT.FULLY_AWAKEN,"英雄已觉醒。"
HERO_STAT.STATE_AWAKENING,"进行觉醒中"
HERO_STAT.STATE_TRANSCENDING,"进行突破中"
HERO_STAT.STATE_FULLY_AWAKEN,"觉醒上限"
HERO_STAT.STATE_FULLY_TRANSCENDED,"突破上限"
DUNGEON_DIFFICULTY_TYPE.EASY,"简单"
DUNGEON_DIFFICULTY_TYPE.NORMAL,"普通"
DUNGEON_DIFFICULTY_TYPE.HARD,"困难"
DUNGEON_DIFFICULTY_TYPE.HELL,"地狱"
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,"需要通关{1}-{2}。"
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,"需要通关{1}-{2}。"
NODE_FUNCTION.NOT_READY,"内容准备中，敬请期待。"
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,"尚余{3}分钟"
RUNE.EQUIP_INFO_TAKEOFF,"卸除"
RUNE.RUNE_ALERT_SELECT_EQUIP,"选择要镶嵌符石的装备"
RUNE.RUNE_EQUIP_ASK_MESSAGE,"确定要将符石镶嵌至该栏位吗？"
RUNE.RUNE_EQUIP_ASK_TITLE,"镶嵌符石"
RUNE.RUNE_STAT,"符石属性"
RUNE.RUNE_TYPE_ACCESSORY_ONLY,"饰品专属符石"
RUNE.RUNE_TYPE_ARMOR_ONLY,"防具专属符石"
RUNE.RUNE_TYPE_WEAPON_ONLY,"武器专属符石"
RUNE.RUNE_WEAPON_ARMOR,"武器、防具专属符石"
RUNE.RUNE_WEAPON_SECONDGEAR,"武器、辅助装备专属符石"
RUNE.RUNE_ARMOR_SECONDGEAR,"防具、辅助装备专属符石"
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,"武器、防具、辅助装备专属符石"
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,"确定要卸除这个符石吗？\n（符石将于卸除后消失。）"
RUNE.RUNE_UNEQUIP_ASK_TITLE,"保存符石"
RUNE.RUNE_PRESERVE_ASK_MESSAGE,250,"红宝石不足。\n需要前往特殊商店吗？"
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,"没有空的嵌孔可镶符石。\n先移除现有的符石。"
RUNE.RUNE_PRESERVE_ASK_MESSAGE,"确定要使用{1}红宝石来保留这个嵌孔的符石吗？"
ITEM.COMMON_GROWTH_REWARD_COUNT,"拥有：{1}"
ITEM.BOOSTER_END_DURATION_TIME,"时间剩余：{1}小时{2}分"
ITEM.BOOSTER_END_MESSAGE,"时限已到，加倍效果将结束。"
BATTLE.AUTO_BUTTON_DISABLED,"你必须先过关一次后，才能启用自动战斗。"
BATTLE.CANNOT_REMOVE_FORCED_HERO,"在这个副本中不能将该英雄排除在队伍之外。"
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,"（基本红利）"
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,"（30日登入）"
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,"（首购红利）"
PAY_SHOP.BUY_GEM_DAY_BONUS,"第{1})日红利"
PAY_SHOP.RUBY_MONTHLY_BENEFIT,"{1}日内，\n每日登入时可获得{2}红宝石\n包含红利共可获得{3}红宝石"
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,"{2}效果持续{1}天\n同样的效果可以共存。"
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,"（购买后立即生效）"
PAY_SHOP.BUY_GEM_BLACKFRIDAY_BONUS_ADD_MSG,"黑色星期五红利"
SCENARIO_QUEST.REWARD_TITLE,"任务完成"
GACHA.FREE_GACHA_ITEM_COUNT,"{1}召唤卷"
GUILD.GUILD_RANK_NEW_MEMBER,"新成员"
GUILD.GUILD_CHAT_NEW_MEMBER,"{1}加入你的公会。热烈欢迎你的新会员。"
GUILD.GUILD_CHAT_WITHDRAW,"{1}离开你的公会"
GUILD.GUILD_CHAT_CHANGE_RANK,"{1}的职位调整为{2}。"
GUILD.GUILD_RANK_GHOST_MEMBER,"幽灵会员"
GUILD.GUILD_JOIN_REQUEST_COMPLETED,"[FF7F00]您提出了入会申请。\n并将于申请被同意后进入公会。"
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,"您已提出入会申请。"
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,"您必须等到下次可提出入会申请的时间。"
SYSTEM.LABEL_REMAIN_DAY_HOUR,"{1}天{2}小时"
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,"{1}小时{2}分钟"
SYSTEM.LABEL_REMAIN_MIN_SEC,"{1}分钟{2}秒"
SYSTEM.LABEL_REMAIN_SEC,"{1}秒"
SYSTEM.LABEL_REMAIN_DAY,"{1}天"
SYSTEM.LABEL_REMAIN_HOUR,"{1}小时"
SYSTEM.LABEL_REMAIN_MIN,"{1}分钟"
GUILD.GUILD_CONFIRM_KICK,"你要把{1}踢出公会吗？"
GUILD.GUILD_CONFIRM_RANK,"你要指派{1}到{2}吗？"
GUILD.GUILD_LEVELUP_MAXLEVEL,"公会等级已达上限。"
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,"公会活动点数不足。需要{1}活动点数才能升级。"
SYSTEM.REMAIN_TIME_DAY_HOUR,"{1}天{2}小时"
SYSTEM.REMAIN_TIME_HOUR_MINUTE,"{1}小时{2}分钟"
SYSTEM.REMAIN_TIME_MIN_SEC,"{1}分钟{2}秒"
SYSTEM.REMAIN_TIME_SEC,"{1}秒"
SYSTEM.REMAIN_TIME_DAY,"{1}天"
SYSTEM.REMAIN_TIME_HOUR,"{1}小时"
SYSTEM.REMAIN_TIME_MIN,"{1}分钟"
CurrentMaxTranscended,"突破已达上限"
SELECT_TRANSCEND_ATTR,"选择突破专长"
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,"无法处理「返回键」"
RESULT_TYPE.INVALID_PARTY,"队伍不存在。"
RESULT_TYPE.PARTY_FULL,"队伍已满。"
RESULT_TYPE.SLOT_FULL,"队伍已满。"
RESULT_TYPE.BANNED,"已被逐出队伍。"
INVEN_USE_STAMINA3,"您要使用多少{1}？"
STAMINA_TYPE.CHALLENGE_TOWER_KEY,"魔方"
STAMINA_TYPE.CHICKEN,"体力"
STAMINA_TYPE.HIDEOUT_KEY,"高级副本之钥"
STAMINA_TYPE.EVENT_DUNGEON_TICKET,"庆典入场券"
