KEY,"Vietnamese"
EQUIP_SORT_TYPE.LEVEL_UP,"Cấp độ cường hóa (+)"
EQUIP_SORT_TYPE.LEVEL_DOWN,"Cấp độ cường hóa (-)"
EQUIP_SORT_TYPE.GRADE_UP,"Xếp hạng (+)"
EQUIP_SORT_TYPE.GRADE_DOWN,"Xếp hạng (-)"
ITEM_SORT_TYPE.GRADE_UP,"Xếp hạng (-)"
ITEM_SORT_TYPE.GRADE_DOWN,"Xếp hạng (+)"
ITEM_SORT_TYPE.LEVEL_UP,"Xếp hạng (-)"
ITEM_SORT_TYPE.LEVEL_DOWN,"Theo cấp độ (+)"
MATCH_TIER_TYPE.BRONZE,"Đồng"
MATCH_TIER_TYPE.SILVER,"Bạc"
MATCH_TIER_TYPE.GOLD,"Vàng"
MATCH_TIER_TYPE.PLATINUM,"Bạch kim"
MATCH_TIER_TYPE.DIAMOND,"Kim cương"
MATCH_TIER_TYPE.MASTER,"Chủ guild"
MATCH_TIER_TYPE.ROYAL_MASTER,"Cao thủ hoàng gia"
MATCH_TIER_TYPE.CHALLENGER,"Thách đấu"
MATCH_TIER_TYPE.CHAMPION,"Quán quân"
OPERATION_TYPE.MOD_POWER_R,"ATK"
OPERATION_TYPE.MOD_PHYSICAL_POWER,"P.ATK"
OPERATION_TYPE.MOD_PHYSICAL_POWER_R,"P.ATK"
OPERATION_TYPE.MOD_MAGICAL_POWER,"M.ATK"
OPERATION_TYPE.MOD_MAGICAL_POWER_R,"M.ATK"
OPERATION_TYPE.MOD_MAX_HP,"Max HP"
OPERATION_TYPE.MOD_MAX_HP_R,"Max HP"
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE,"P.DEF"
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE_R,"P.DEF"
OPERATION_TYPE.MOD_MAGICAL_DEFENCE,"M.DEF"
OPERATION_TYPE.MOD_MAGICAL_DEFENCE_R,"M.DEF"
OPERATION_TYPE.MOD_DEFENCE_R,"Lực phòng thủ"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,"P.Crit"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,"M.Crit"
OPERATION_TYPE.MOD_CRITICAL_CHANCE,"Crit"
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,"P.Dodge"
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,"M.Dodge"
OPERATION_TYPE.MOD_DODGE_CHANCE,"Tỉ lệ né"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,"P.Block"
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,"M.Block"
OPERATION_TYPE.MOD_BLOCK_CHANCE,"Tỉ lệ chặn"
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,"P.Penetration"
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,"M.Penetration"
OPERATION_TYPE.MOD_PIERCE_POWER,"Penetration"
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,"P.ACC"
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,"M.ACC"
OPERATION_TYPE.MOD_HIT_CHANCE,"ACC"
OPERATION_TYPE.MOD_HP_STEAL_POWER,"Lifesteal"
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,"CC Resist"
OPERATION_TYPE.MOD_HEAL_POWER,"Heal"
OPERATION_TYPE.MOD_RECOVER_POWER,"Recovery"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,"P.Crit DMG"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,"M.Crit DMG"
OPERATION_TYPE.MOD_CRITICAL_POWER,"Crit DMG"
OPERATION_TYPE.MOD_ATTACK_SPEED,"ATK Spd"
OPERATION_TYPE.MOD_ATTACK_SPEED_R,"ATK Spd"
OPERATION_TYPE.MOD_MP_ON_KILL,"MP Recovery/Elimination"
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,"HP Recovery/Battle"
OPERATION_TYPE.MOD_MP_ON_WAVE,"MP Recovery/Battle"
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,"P.Weak"
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,"P.Tough"
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,"M.Weak"
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,"M.Tough"
OPERATION_TYPE.MOD_TOUGHNESS,"Giảm sát thương"
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,"Hồi điểm mana mỗi lần tấn công"
OPERATION_TYPE.MOD_MP_ON_TIME_R,"MP Recovery/Sec"
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,"Kháng chí mạng"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,"Kháng cự đòn chi mạng vật lý"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,"Kháng cự đòn chí mạng ma thuật"
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,"Lượng hồi phục mana khi bị tấn công"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_POWER,"Giảm sát thương khi block vật lý"
OPERATION_TYPE.MOD_MAGICAL_BLOCK_POWER,"Giảm sát thương khi block phép thuật"
OPERATION_TYPE.MOD_BLOCK_POWER,"Giảm sát thương khi chặn"
OPERATION_TYPE.MOD_HIT_CC_CHANCE,"Debuff ACC"
ITEM_ACTION_TYPE.RECOVER_STAMINA,"Hồi thể lực"
SELECT_REWARD.RECEIVED_SELECTED_REWARD,"Thu được phần thưởng đã chọn"
MAIL.RECEIVED_MAIL_ATTACHMENT,"Đính kèm thư"
COMMON.PARENTHESES_NUMBER,"({1})"
PORTAL.LAST_BATTLE_POSITION,"Vị trí\ncuối"
COMMON.COMMON_OPEN,"Mở"
ITEM.NOT_FOR_SALE,"Không bán"
INVENTORY.OPEN_PACKAGE_COUNT,"Mở {1} gói"
INVENTORY.PACKAGE_RANDOM_SELECT,"Ngẫu nhiên {1}"
INVENTORY.SELECT_OPTION_NOTIFICATION_TEXT,"Không có tùy chọn nào có thể chọn.\nĐể thay đổi tùy chọn, hãy vào tab Đặt lại tùy chọn."
HERO_SKILL.GET_SKILL_HERO_LEVEL,"Học tại Lv. {1}"
ITEM_TYPE.AWAKE_CHALLENGE,"Mảnh nâng cấp"
ACHIEVEMENT.ACHIEVEMENT_REWARD_TITLE,"Phần thưởng Thành tích"
EQUIP.EQUIP_OPEN_OPTION_LEVEL,"Cường hóa + {1}:"
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,"Cường hóa + {1}: Chỉ số bổ sung"
EQUIP.EQUIP_OPTION_STAT_TEXT,"Số liệu thống kê bổ sung"
EQUIP_ENCHANT.SET_OPTION,"Tùy chọn Set"
EQUIP.EQUIP_SET_OPTION_NUMBER,"Set {1}:"
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,"Trang bị này có nhiều sao. Bạn có muốn dùng nó làm nguyên liệu?"
HERO_STAT.NOT_ENOUGH_AWAKE_MATERIAL,"Không đủ nguyên liệu thức tỉnh."
HERO_STAT.NOT_ENOUGH_TRANSCEND_MATERIAL,"Chạm vào Nguyên liệu thiếu để di chuyển tới Điều chế"
HERO_STAT.ENOUGH_AWAKE_MATERIAL,"Có thể vào Phòng Thử thách."
HERO_STAT.ENOUGH_TRANSCEND_MATERIAL,"Bạn có thể cường hóa Siêu việt \nanh hùng trong Phòng thử thách"
HERO_STAT.IN_BATTLE,"Có một trận chiến đang diễn ra trong Phòng thử thách"
HERO_STAT.IN_PURIFYING,"Đang thanh lọc."
HERO_STAT.IN_TRANSCEND_PURIFYING,"Bạn có thể cường hóa Siêu việt \nanh hùng trong Phòng Thanh tẩy."
HERO_NOTIFY_TRANSCEND_PURIFY,"Bạn có thể cường hóa Siêu việt \nanh hùng trong Phòng Thanh tẩy."
HERO_STAT.FULLY_AWAKEN,"Anh hùng đã được thức tỉnh."
HERO_STAT.STATE_AWAKENING,"Đang trong quá trình \nthức tỉnh."
HERO_STAT.STATE_TRANSCENDING,"Đang trong quá trình \nthử thách siêu việt."
HERO_STAT.STATE_FULLY_AWAKEN,"Thức tỉnh tối đa"
HERO_STAT.STATE_FULLY_TRANSCENDED,"Cấp độ siêu việt tối đa."
DUNGEON_DIFFICULTY_TYPE.EASY,"Dễ"
DUNGEON_DIFFICULTY_TYPE.NORMAL,"Thường"
DUNGEON_DIFFICULTY_TYPE.HARD,"Khó"
DUNGEON_DIFFICULTY_TYPE.HELL,"Địa ngục"
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,"Cần hoàn thành {1} - {2}."
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,"Cần hoàn thành {1} - {2}."
NODE_FUNCTION.NOT_READY,"Nội dung đang được chuẩn bị."
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,"Còn lại {3} phút"
RUNE.EQUIP_INFO_TAKEOFF,"Bỏ trang bị"
RUNE.RUNE_ALERT_SELECT_EQUIP,"Chọn đồ nâng cấp để trang bị Cổ tự."
RUNE.RUNE_EQUIP_ASK_MESSAGE,"Bạn có muốn trang bị cổ tự vào vị trí này?"
RUNE.RUNE_EQUIP_ASK_TITLE,"Trang bị Cổ tự"
RUNE.RUNE_STAT,"Tùy chọn Cổ tự"
RUNE.RUNE_TYPE_ACCESSORY_ONLY,"Cổ tự cho phụ kiện"
RUNE.RUNE_TYPE_ARMOR_ONLY,"Cổ tự cho giáp bảo vệ"
RUNE.RUNE_TYPE_WEAPON_ONLY,"Cổ tự cho vũ khí"
RUNE.RUNE_WEAPON_ARMOR,"Cổ tự cho vũ khí và giáp"
RUNE.RUNE_WEAPON_SECONDGEAR,"Cổ tự cho vũ khí và trang bị phụ"
RUNE.RUNE_ARMOR_SECONDGEAR,"Cổ tự cho giáp bảo vệ và trang bị phụ"
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,"Cổ tự cho vũ khí, giáp và trang bị phụ"
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,"Bạn có muốn gỡ bỏ Cổ tự không? \n(Nếu gỡ bỏ Cổ tự, nó sẽ bị phá hủy.)"
RUNE.RUNE_UNEQUIP_ASK_TITLE,"Giữ Cổ tự"
RUNE.RUNE_PRESERVE_ASK_MESSAGE,250,"Không đủ Ruby. \nBạn có muốn đi đến Cửa hàng đặc biệt không?"
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,"Không có chỗ trống để trang bị cổ tự này. \nHãy gỡ bỏ Cổ tự đang có."
RUNE.RUNE_PRESERVE_ASK_MESSAGE,"Bạn có muốn sử dụng {1} Ruby để giữ cổ tự?"
ITEM.COMMON_GROWTH_REWARD_COUNT,"Sở hữu: {1}"
ITEM.BOOSTER_END_DURATION_TIME,"Thời gian còn lại: {1} h {2} m"
ITEM.BOOSTER_END_MESSAGE,"Thời gian đã hết hạn vì Bộ tăng trưởng sẽ hết tác dụng."
BATTLE.AUTO_BUTTON_DISABLED,"Để kích hoạt auto, bạn phải hoàn thành chương."
BATTLE.CANNOT_REMOVE_FORCED_HERO,"Không thể loại Anh hùng này khỏi nhóm trong Ngục tối này."
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,"(Thưởng cơ bản)"
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,"(Trong 30 ngày, kể từ khi đăng nhập)"
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,"(Thưởng mua lần đầu)"
PAY_SHOP.BUY_GEM_DAY_BONUS,"(Thưởng ngày {1})"
PAY_SHOP.RUBY_MONTHLY_BENEFIT,"Nhận {2} ruby trong {1} ngày, cho mỗi ngày đăng nhập\n Tổng cộng {3} ruby bao gồm cả thưởng."
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,"Hiệu ứng {2} được áp dụng cho {1} ngày\nHiệu ứng tương tự có thể có tác dụng cùng lúc."
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,"(Áp dụng ngay sau khi mua hàng)"
SCENARIO_QUEST.REWARD_TITLE,"Hoàn thành nhiệm vụ!"
GACHA.FREE_GACHA_ITEM_COUNT,"{1} Vé triệu hồi"
GUILD.GUILD_RANK_NEW_MEMBER,"Thành viên mới"
GUILD.GUILD_CHAT_NEW_MEMBER,"{1} đã gia nhập guild của bạn. Vui mừng chào đón thành viên mới của bạn!"
GUILD.GUILD_CHAT_WITHDRAW,"{1} đã rời khỏi guild của bạn."
GUILD.GUILD_CHAT_CHANGE_RANK,"Vị trí của {1} đã thay đổi thành {2}."
GUILD.GUILD_RANK_GHOST_MEMBER,"Bóng ma"
GUILD.GUILD_JOIN_REQUEST_COMPLETED,"[FF7F00] Bạn đã gửi yêu cầu gia nhập guild. \nBạn sẽ được nhận ngay khi yêu cầu được chấp nhận."
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,"Bạn đã tham gia chờ duyệt."
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,"Bạn phải đợi cho đến lượt yêu cầu gia nhập tiếp theo."
SYSTEM.LABEL_REMAIN_DAY_HOUR,"{1} ngày {2} giờ"
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,"{1} giờ {2} phút"
SYSTEM.LABEL_REMAIN_MIN_SEC,"{1} phút {2} giây"
SYSTEM.LABEL_REMAIN_SEC,"{1} giây"
SYSTEM.LABEL_REMAIN_DAY,"{1} ngày"
SYSTEM.LABEL_REMAIN_HOUR,"{1} giờ"
SYSTEM.LABEL_REMAIN_MIN,"{1} phút"
GUILD.GUILD_CONFIRM_KICK,"Bạn sẽ đá {1} khỏi Guild?"
GUILD.GUILD_CONFIRM_RANK,"Bạn sẽ chỉ định {1} làm {2}?"
GUILD.GUILD_LEVELUP_MAXLEVEL,"Cấp độ Guild đã đạt mức tối đa."
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,"Không đủ điểm năng động Guild. Cần {1} điểm năng động để lên cấp."
SYSTEM.REMAIN_TIME_DAY_HOUR,"{1} ngày {2} giờ"
SYSTEM.REMAIN_TIME_HOUR_MINUTE,"{1} giờ {2} phút"
SYSTEM.REMAIN_TIME_MIN_SEC,"{1} phút {2} giây"
SYSTEM.REMAIN_TIME_SEC,"{1} giây"
SYSTEM.REMAIN_TIME_DAY,"{1} ngày"
SYSTEM.REMAIN_TIME_HOUR,"{1} giờ"
SYSTEM.REMAIN_TIME_MIN,"{1} phút"
CurrentMaxTranscended,"Đạt cấp độ siêu việt tối đa"
SELECT_TRANSCEND_ATTR,"Chọn Thuộc tính siêu việt"
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,"Không thể thực hiện Trở về "
RESULT_TYPE.INVALID_PARTY,"Nhóm không tồn tại."
RESULT_TYPE.PARTY_FULL,"Nhóm đã đầy."
RESULT_TYPE.SLOT_FULL,"Nhóm đã đầy."
RESULT_TYPE.BANNED,"Bạn đã bị đá ra ngoài."
INVEN_USE_STAMINA3,"Bạn sẽ sử dụng bao nhiêu {1}?"
STAMINA_TYPE.CHALLENGE_TOWER_KEY,"Khối lập phương"
STAMINA_TYPE.CHICKEN,"Thể lực"
STAMINA_TYPE.HIDEOUT_KEY,"Khóa Ngục tối trên cao"
STAMINA_TYPE.EVENT_DUNGEON_TICKET,"Thẻ tham gia lễ hội"
