KEY,"English"
STAT_TYPE.HP_RATIO_ON_WAVE,"HP Recovery Rate/Battle"
STAT_TYPE.HP_RATIO_ON_SECOND,"HP Recovery Rate/Sec"
STAT_TYPE.MAX_MP,"MAX MP"
STAT_TYPE.MP_ON_DAMAGE,"MP Recovery/DMG"
STAT_TYPE.MP_ON_ATTACK,"MP Recovery/Attack"
STAT_TYPE.MP_ON_KILL,"MP Recovery/Elimination"
STAT_TYPE.MP_ON_WAVE,"MP Recovery/Battle"
STAT_TYPE.MP_ON_SECOND,"MP Recovery/Sec"
STAT_TYPE.ATTACK_SPEED,"ATK Spd"
STAT_TYPE.MOVE_SPEED_MMS,"Move Spd"
STAT_TYPE.PHYSICAL_CRITICAL_DODGE_CHANCE,"P.Crit Resistance"
STAT_TYPE.MAGICAL_CRITICAL_DODGE_CHANCE,"M.Crit Resistance"
STAT_TYPE.HP,"Current HP"
STAT_TYPE.CCACCURACY,"Debuff ACC"
STAT_TEAMLEVEL,"Team Lv."
STAT_TEAMEXP,"Team XP"
STAT_VIPLEVEL,"VIP Lv."
STAT_VIPEXP,"VIP XP"
STAT_LEVEL,"Lv."
STAT_EXP,"XP"
STAT_STAR,"Stars"
STAT_GRADE,"Rank"
STAT_TYPE.ADD_MP_ON_DAMAGE_R,"MP Recovery/DMG"
STAT_TYPE.ADD_MP_ON_ATTACK_R,"MP Recovery/Attack"
STAT_TYPE.ADD_MP_ON_TIME_R,"MP Recovery/Sec"
EQUIP_SORT_TYPE.STAR_UP,"Number of Stars (+)"
EQUIP_SORT_TYPE.STAR_DOWN,"Number of Stars (-)"
EQUIP_SORT_TYPE.LEVEL_UP,"Enhancement Level (+)"
EQUIP_SORT_TYPE.LEVEL_DOWN,"Enhancement Level (-)"
EQUIP_SORT_TYPE.GRADE_UP,"Rank (+)"
EQUIP_SORT_TYPE.GRADE_DOWN,"Rank (-)"
ITEM_SORT_TYPE.GRADE_UP,"Rank (+)"
ITEM_SORT_TYPE.GRADE_DOWN,"Rank (-)"
ITEM_SORT_TYPE.LEVEL_UP,"By Level (+)"
ITEM_SORT_TYPE.LEVEL_DOWN,"By Level (-)"
MATCH_TIER_TYPE.BRONZE,"Bronze"
MATCH_TIER_TYPE.SILVER,"Silver"
MATCH_TIER_TYPE.GOLD,"Gold"
MATCH_TIER_TYPE.PLATINUM,"Platinum"
MATCH_TIER_TYPE.DIAMOND,"Diamond"
MATCH_TIER_TYPE.MASTER,"Master"
MATCH_TIER_TYPE.ROYAL_MASTER,"Royal Master"
MATCH_TIER_TYPE.CHALLENGER,"Challenger"
MATCH_TIER_TYPE.CHAMPION,"Champion"
OPERATION_TYPE.MOD_POWER_R,"ATK"
OPERATION_TYPE.MOD_PHYSICAL_POWER,"P.ATK"
OPERATION_TYPE.MOD_PHYSICAL_POWER_R,"P.ATK"
OPERATION_TYPE.MOD_MAGICAL_POWER,"M.ATK"
OPERATION_TYPE.MOD_MAGICAL_POWER_R,"M.ATK"
OPERATION_TYPE.MOD_MAX_HP,"Max HP"
OPERATION_TYPE.MOD_MAX_HP_R,"Max HP"
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE,"P.DEF"
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE_R,"P.DEF"
OPERATION_TYPE.MOD_MAGICAL_DEFENCE,"M.DEF"
OPERATION_TYPE.MOD_MAGICAL_DEFENCE_R,"M.DEF"
OPERATION_TYPE.MOD_DEFENCE_R,"DEF"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,"P.Crit"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,"M.Crit"
OPERATION_TYPE.MOD_CRITICAL_CHANCE,"Crit"
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,"P.Dodge"
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,"M.Dodge"
OPERATION_TYPE.MOD_DODGE_CHANCE,"Dodge"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,"P.Block"
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,"M.Block"
OPERATION_TYPE.MOD_BLOCK_CHANCE,"Block"
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,"P.Penetration"
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,"M.Penetration"
OPERATION_TYPE.MOD_PIERCE_POWER,"Penetration"
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,"P.ACC"
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,"M.ACC"
OPERATION_TYPE.MOD_HIT_CHANCE,"ACC"
OPERATION_TYPE.MOD_HP_STEAL_POWER,"Lifesteal"
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,"CC Resist"
OPERATION_TYPE.MOD_HEAL_POWER,"Heal"
OPERATION_TYPE.MOD_RECOVER_POWER,"Recovery"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,"P.Crit DMG"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,"M.Crit DMG"
OPERATION_TYPE.MOD_CRITICAL_POWER,"Crit DMG"
OPERATION_TYPE.MOD_ATTACK_SPEED,"ATK Spd"
OPERATION_TYPE.MOD_ATTACK_SPEED_R,"ATK Spd"
OPERATION_TYPE.MOD_MP_ON_KILL,"MP Recovery/Elimination"
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,"HP Recovery/Battle"
OPERATION_TYPE.MOD_MP_ON_WAVE,"MP Recovery/Battle"
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,"P.Weakness"
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,"P.Resistance"
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,"M.Weakness"
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,"M.Resistance"
OPERATION_TYPE.MOD_TOUGHNESS,"Tough"
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,"MP Recovery/Attack"
OPERATION_TYPE.MOD_MP_ON_TIME_R,"MP Recovery/Sec"
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,"Crit Resistance"
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,"P.Crit Resistance"
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,"M.Crit Resistance"
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,"Mana Recovery upon taking DMG"
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_POWER,"DMG Reduction upon P.Block"
OPERATION_TYPE.MOD_MAGICAL_BLOCK_POWER,"DMG Reduction upon M.Block"
OPERATION_TYPE.MOD_BLOCK_POWER,"DMG Reduction upon Block"
OPERATION_TYPE.MOD_HIT_CC_CHANCE,"Debuff ACC"
ITEM_ACTION_TYPE.RECOVER_STAMINA,"Stamina Recovery"
SELECT_REWARD.RECEIVED_SELECTED_REWARD,"Acquire Selected Reward"
MAIL.RECEIVED_MAIL_ATTACHMENT,"Mail Attachment"
COMMON.PARENTHESES_NUMBER,"({1})"
PORTAL.LAST_BATTLE_POSITION,"Last\nlocation"
COMMON.COMMON_OPEN,"Open"
ITEM.NOT_FOR_SALE,"Not for Sale"
INVENTORY.OPEN_PACKAGE_COUNT,"Open {1} package(s)"
INVENTORY.PACKAGE_RANDOM_SELECT,"Random {1}"
INVENTORY.SELECT_OPTION_NOTIFICATION_TEXT,"There are no selectable options.\nTo change options, tab Reset Option."
HERO_SKILL.GET_SKILL_HERO_LEVEL,"Learn at Lv. {1}"
ITEM_TYPE.AWAKE_CHALLENGE,"Fragment"
ACHIEVEMENT.ACHIEVEMENT_REWARD_TITLE,"Achievement Reward"
EQUIP.EQUIP_OPEN_OPTION_LEVEL,"Enhance +{1}:"
EQUIP.EQUIP_HIDE_GRADE_STAT_TEXT,"Enhance +{1}: Additional Stats"
EQUIP.EQUIP_OPTION_STAT_TEXT,"Additional Stats"
EQUIP_ENCHANT.SET_OPTION,"Set Option"
EQUIP.EQUIP_SET_OPTION_NUMBER,"{1}Set:"
EQUIP_AWAKEN.EQUIP_AWAKEN_CONFIRM_USE_MATERIAL_MSG,"This gear has a high star rating. Do you want to use it as material?"
HERO_STAT.NOT_ENOUGH_AWAKE_MATERIAL,"Not enough awakening materials."
HERO_STAT.NOT_ENOUGH_TRANSCEND_MATERIAL,"Pressing the lacking materials will move you to the Crafting Tab."
HERO_STAT.ENOUGH_AWAKE_MATERIAL,"Able to enter the Room of Ordeals."
HERO_STAT.ENOUGH_TRANSCEND_MATERIAL,"You can transcend the hero in Room of Ordeals. "
HERO_STAT.IN_BATTLE,"There is a battle in progress in the Room of Ordeals."
HERO_STAT.IN_PURIFYING,"Purifying."
HERO_STAT.IN_TRANSCEND_PURIFYING,"You can transcend the hero in Room of Purification."
HERO_NOTIFY_TRANSCEND_PURIFY,"You can transcend the hero in Room of Purification."
HERO_STAT.FULLY_AWAKEN,"Hero has awakened."
HERO_STAT.STATE_AWAKENING,"Awakening in Progress"
HERO_STAT.STATE_TRANSCENDING,"Transcendence in Progress"
HERO_STAT.STATE_FULLY_AWAKEN,"Max Awakening"
HERO_STAT.STATE_FULLY_TRANSCENDED,"Max Transcendence"
DUNGEON_DIFFICULTY_TYPE.EASY,"Easy"
DUNGEON_DIFFICULTY_TYPE.NORMAL,"Normal"
DUNGEON_DIFFICULTY_TYPE.HARD,"Hard"
DUNGEON_DIFFICULTY_TYPE.HELL,"Hell"
NODE_FUNCTION.ALL_NODE_FUNCTION_LOCKED,"Need to clear {1} - {2}."
NODE_FUNCTION.CURRENT_NODE_FUNCTION_LOCKED,"Need to clear {1} - {2}."
NODE_FUNCTION.NOT_READY,"Content is being prepared."
MATCH.MATCH_SEASON_REMAIN_LABEL_MINUTE,"{3} mins remaining"
RUNE.EQUIP_INFO_TAKEOFF,"Unequip"
RUNE.RUNE_ALERT_SELECT_EQUIP,"Select the gear to equip a rune to."
RUNE.RUNE_EQUIP_ASK_MESSAGE,"Do you want to equip a rune to the slot?"
RUNE.RUNE_EQUIP_ASK_TITLE,"Equip Rune"
RUNE.RUNE_STAT,"Rune Options"
RUNE.RUNE_TYPE_ACCESSORY_ONLY,"Runes for Accessories"
RUNE.RUNE_TYPE_ARMOR_ONLY,"Runes for Protective Armor"
RUNE.RUNE_TYPE_WEAPON_ONLY,"Runes for Weapons"
RUNE.RUNE_WEAPON_ARMOR,"Runes for Weapons and Armors"
RUNE.RUNE_WEAPON_SECONDGEAR,"Runes for Weapons and Secondary Gear"
RUNE.RUNE_ARMOR_SECONDGEAR,"Runes for Armor and Secondary Gear"
RUNE.RUNE_WEAPON_ARMOR_SECONDGEAR,"Runes for Weapons, Armor, and Secondary Gear"
RUNE.RUNE_UNEQUIP_ASK_MESSAGE,"Do you want to remove the rune?\n(If the rune is removed, it will be destroyed.)"
RUNE.RUNE_UNEQUIP_ASK_TITLE,"Keep Rune"
RUNE.RUNE_PRESERVE_ASK_MESSAGE,250,"Insufficient Rubies.\nDo you want to go to the Special Shop?"
RUNE.RUNE_ALERT_NO_EMPTY_SLOT,"No empty slots to equip this rune.\nRemove an existing rune first."
RUNE.RUNE_PRESERVE_ASK_MESSAGE,"Do you want to use {1} Rubies to keep\n the rune in this slot?"
ITEM.COMMON_GROWTH_REWARD_COUNT,"Own:{1}"
ITEM.BOOSTER_END_DURATION_TIME,"Time Remain: {1} h {2} m"
ITEM.BOOSTER_END_MESSAGE,"Time has expired so the booster effect will end."
BATTLE.AUTO_BUTTON_DISABLED,"To activate AUTO, you must clear the stage once."
BATTLE.CANNOT_REMOVE_FORCED_HERO,"This Hero cannot be removed from the party in this Dungeon."
PAY_SHOP.BUY_GEM_BASIC_BONUS_ADD_MSG,"(Basic Bonus)"
PAY_SHOP.BUY_GEM_DAILY_ADD_MSG,"(For 30 days, upon login)"
PAY_SHOP.BUY_GEM_FIRST_BONUS_ADD_MSG,"(First Purchase Bonus)"
PAY_SHOP.BUY_GEM_DAY_BONUS,"(Bonus Day{1})"
PAY_SHOP.RUBY_MONTHLY_BENEFIT,"For {1} days, gain {2} rubies upon login. Gain a total of {3} Rubies.\n(Bonus included)"
PAY_SHOP.BOOSTER_MONTHLY_BENEFIT,"{2} Effect applies for {1}day(s)\nSame Effects can work coincidently "
PAY_SHOP.BUY_BOOSTER_APPLY_IMMEDIATELY,"(Apply immediately after purchase)"
PAY_SHOP.BUY_GEM_BLACKFRIDAY_BONUS_ADD_MSG,"Black Friday Bonus"
SCENARIO_QUEST.REWARD_TITLE,"Quest Completed!"
GACHA.FREE_GACHA_ITEM_COUNT,"{1} Summon Ticket(s)"
GUILD.GUILD_RANK_NEW_MEMBER,"New Member"
GUILD.GUILD_CHAT_NEW_MEMBER,"{1} has joined your guild. Warmly welcome your new member!"
GUILD.GUILD_CHAT_WITHDRAW,"{1} has left your guild."
GUILD.GUILD_CHAT_CHANGE_RANK,"{1}'s position has changed to {2}."
GUILD.GUILD_RANK_GHOST_MEMBER,"Ghost"
GUILD.GUILD_JOIN_REQUEST_COMPLETED,"[FF7F00]You have sent a request to join the guild.\nYou will be admitted as soon as your admission request has been accepted."
RESULT_TYPE.GUILD_JOIN_REQUEST_EXIST,"You have join request awaiting."
RESULT_TYPE.NOT_ELAPSED_GUILD_REQUEST_COOL_TIME,"You have waiting time until next join request. "
SYSTEM.LABEL_REMAIN_DAY_HOUR,"{1}d {2}h"
SYSTEM.LABEL_REMAIN_HOUR_MINUTE,"{1}h {2}min"
SYSTEM.LABEL_REMAIN_MIN_SEC,"{1}min {2}sec"
SYSTEM.LABEL_REMAIN_SEC,"{1}sec"
SYSTEM.LABEL_REMAIN_DAY,"{1}d"
SYSTEM.LABEL_REMAIN_HOUR,"{1}h"
SYSTEM.LABEL_REMAIN_MIN,"{1}min"
GUILD.GUILD_CONFIRM_KICK,"Will you kick {1} from the Guild?"
GUILD.GUILD_CONFIRM_RANK,"Will you appoint {1} to {2}?"
GUILD.GUILD_LEVELUP_MAXLEVEL,"Guild level is already at Max."
GUILD.GUILD_LEVELUP_NOT_ENOUGH_AP,"Insufficient Guild AP. {1} AP is required to level up."
SYSTEM.REMAIN_TIME_DAY_HOUR,"{1}d {2}h"
SYSTEM.REMAIN_TIME_HOUR_MINUTE,"{1}h {2}min"
SYSTEM.REMAIN_TIME_MIN_SEC,"{1}min {2}sec"
SYSTEM.REMAIN_TIME_SEC,"{1}sec"
SYSTEM.REMAIN_TIME_DAY,"{1}d"
SYSTEM.REMAIN_TIME_HOUR,"{1}h"
SYSTEM.REMAIN_TIME_MIN,"{1}min"
CurrentMaxTranscended,"At Max Transcendence Lvl"
SELECT_TRANSCEND_ATTR,"Select Transcendence Perk"
TUTORIAL.TUTORIAL_BACKBUTTON_WARNING,"Cannot Process 'Back Button'"
RESULT_TYPE.INVALID_PARTY,"Party does not exist."
RESULT_TYPE.PARTY_FULL,"Party is full."
RESULT_TYPE.SLOT_FULL,"Party is full."
RESULT_TYPE.BANNED,"You were kicked out."
INVEN_USE_STAMINA3,"How many of {1} will you use?"
STAMINA_TYPE.CHALLENGE_TOWER_KEY,"Cube"
STAMINA_TYPE.CHICKEN,"Stamina"
STAMINA_TYPE.HIDEOUT_KEY,"Upper Dungeon Key"
STAMINA_TYPE.EVENT_DUNGEON_TICKET,"Festival Entry Ticket"
