KEY,"Spanish"
LOADING_TEXT_HERO_INTRO_TITLE6,"Rey de los Enanos\nPhillop"
LOADING_TEXT_HERO_INTRO_TITLE7,"Cazador Cañon de Mano\nLakrak"
LOADING_TEXT_HERO_INTRO_COMMENT7,"Deseas hacer esto, verdad? (risa)\n No creas que soy un duende ordinario...\n Perfecto, ven!"
LOADING_TEXT_HERO_INTRO_TITLE8,"Chaman del Relampago\nKaulah"
LOADING_TEXT_HERO_INTRO_COMMENT8,"Ugh. No morire aqui!\n No abandono a mi tribu!\n Espiritus, denme poder!"
LOADING_TEXT_HERO_INTRO_TITLE9,"Demonio Cautivante\nEpis"
LOADING_TEXT_HERO_INTRO_COMMENT9,"Hehe. Te ves bien sabroso!\n No puedo esperar para cortarte en pedazos."
LOADING_TEXT_HERO_INTRO_TITLE10,"Flecha rompe Viento\nSelena"
LOADING_TEXT_HERO_INTRO_COMMENT10,"Saca tu espada.\n Somos los Elfos del bosque.\n No somos cobardes para dispararle a alguien desarmado."
LOADING_TEXT_HERO_INTRO_TITLE11,"Bruja Caida\nMaria"
LOADING_TEXT_HERO_INTRO_TITLE12,"Emperatriz Pirata Maldita\nMiruru"
LOADING_TEXT_HERO_INTRO_TITLE13,"Gran Erudita\nLorraine"
LOADING_TEXT_HERO_INTRO_TITLE14,"Valiente Amo de las Bestias\nMaya"
LOADING_TEXT_HERO_INTRO_TITLE15,"Caballero Defensa de Hierro\nClause"
LOADING_TEXT_HERO_INTRO_COMMENT15,"Tienes razon. Kasel. Yo los protegere a todos!"
LOADING_TEXT_HERO_INTRO_TITLE16,"Guia Espiritual\nRephy"
LOADING_TEXT_HERO_INTRO_TITLE17,"Cazador de Sombras\nDimael"
LOADING_TEXT_HERO_INTRO_TITLE18,"Relampago\nReina"
LOADING_TEXT_HERO_INTRO_TITLE19,"Hechicero Dragon de Hielo\nPavel"
LOADING_TEXT_HERO_INTRO_TITLE20,"Fortaleza de Acero\nDemia"
LOADING_TEXT_HERO_INTRO_TITLE21,"Guerrero del Viento\nNaila"
LOADING_TEXT_HERO_INTRO_TITLE22,"Francotirador Tormenta de Nieve\nRodina"
LOADING_TEXT_HERO_INTRO_TITLE23,"Llama del Diablo\nMorrah"
LOADING_TEXT_HERO_INTRO_TITLE24,"Rufian Sagrado\nBaudouin"
LOADING_TEXT_HERO_INTRO_TITLE25,"Cadaver de Porcelana\nJane"
LOADING_TEXT_HERO_INTRO_TITLE26,"La Princesa Morada\nAisha"
LOADING_TEXT_HERO_INTRO_TITLE27,"Escriba Eterno\nLeo"
LOADING_TEXT_HERO_INTRO_TITLE28,"Cuchilla Ondeante\nFluss"
LOADING_TEXT_HERO_INTRO_TITLE29,"Niño luz de Luna\nLuna"
LOADING_TEXT_HERO_INTRO_TITLE30,"Cleriga Sagrada de Agua\nLaias"
LOADING_TEXT_HERO_INTRO_TITLE31,"Flecha de Pureza\nArch"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY1,"Hechicero del Purgatorio"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY2,"Cleo"
LOADING_TEXT_HERO_INTRO_TITLE32,"La Sangre Real Bermellon\nLewisia"
LOADING_TEXT_HERO_INTRO_TITLE33,"Destructor de Dimension\nNyx"
LOADING_TEXT_HERO_INTRO_TITLE34,"Tecnico Real\nAnnette"
LOADING_TEXT_HERO_INTRO_TITLE35,"Lobo Batalla Plateada\nMitra"
LOADING_TEXT_HERO_INTRO_TITLE36,"El Jucio de Lua\nRicardo"
LOADING_TEXT_HERO_INTRO_TITLE37,"La Cuchilla Silenciosa\nTanya"
LOADING_TEXT_HERO_INTRO_TITLE38,"La Sangre Maldita\nEzekiel"
LOADING_TEXT_HERO_INTRO_TITLE39,"Vientos de Tentacion\nCassandra"
LOADING_TEXT_HERO_INTRO_TITLE40,"Caballero de la Lealtad\nTheo"
LOADING_TEXT_HERO_INTRO_TITLE41,"La Doctora Peligrosa\nMediana"
LOADING_TEXT_HERO_INTRO_TITLE42,"Relojero de Vida Eterna\nOddy"
LOADING_TEXT_HERO_INTRO_TITLE43,"Devorador de Demonios\nViska"
LOADING_TEXT_HERO_INTRO_TITLE44,"Doncella de Acero\nPriscila"
LOADING_TEXT_HERO_INTRO_TITLE45,"Cazador de Dragones\nYanne"
LOADING_TEXT_HERO_INTRO_TITLE46,"Príncipe de las tormentas de arena\nZafir"
LOADING_TEXT_HERO_INTRO_TITLE47,"Sastre misteriosa\nYuria"
LOADING_TEXT_HERO_INTRO_TITLE49,"Exploradora del Destino\nOphelia"
LOADING_TEXT_HERO_INTRO_TITLE50,"Mercader del Veneno\nRequina"
LOADING_TEXT_HERO_INTRO_TITLE51,"Guardiana del Sol\nAselica"
LOADING_TEXT_HERO_INTRO_TITLE52,"La bala del castigo\nCrow"
LOADING_TEXT_HERO_INTRO_TITLE53,"El recipiente de las maldiciones\nShamilla"
LOADING_TEXT_HERO_INTRO_TITLE54,"Espíritu maligno adorable\nLavril"
LOADING_TEXT_HERO_INTRO_TITLE55,"Sombra del abismo\nSeria"
LOADING_TEXT_HERO_INTRO_TITLE56,"Sed insaciable\nErze"
LOADING_TEXT_HERO_INTRO_TITLE57,"La hija de la tormenta y el mar\nLilia"
LOADING_TEXT_HERO_INTRO_TITLE58,"Bailarina del oasis\nLaudia"
LOADING_TEXT_HERO_INTRO_TITLE59,"Santo de las bendiciones\nLucias"
LOADING_TEXT_HERO_INTRO_TITLE60,"Inquisidora de sangre y hierro\nChrisha"
LOADING_TEXT_HERO_INTRO_TITLE61,"Arrogancia de obsidiana\nNeraxis"
LOADING_TEXT_HERO_INTRO_TITLE62,"La Fé de Plata\nScarlet"
LOADING_TEXT_HERO_INTRO_TITLE63,"El Huracán Azul\nSonia"
LOADING_TEXT_HERO_INTRO_TITLE64,"Emperatriz de Luz\nArtemia"
LOADING_TEXT_HERO_INTRO_TITLE65,"Sirviente de Azul\nMirianne"
LOADING_TEXT_HERO_INTRO_TITLE66,"Aria de fantasía\nShea"
LOADING_TEXT_HERO_INTRO_TITLE67,"Paradigma de la antigua tecnomagia\nKara"
LOADING_TEXT_HERO_INTRO_TITLE68,"Ojos que absorben la oscuridad\nNia"
LOADING_TEXT_HERO_INTRO_TITLE69,"El apostador de ilusiones\nEsker"
LOADING_TEXT_HERO_INTRO_TITLE70,"Viento rojo de justicia\nCecilia"
LOADING_TEXT_HERO_INTRO_TITLE73,"Clase 0\nChase"
LOADING_TEXT_HERO_INTRO_TITLE78,"Espada destructiva\nBernheim"
LOADING_TEXT_HERO_INTRO_TITLE87,"Escudo del Imperio\nGlenwys"
LOADING_TEXT_HERO_INTRO_TITLE90,"La Muchacha que Sueña con Riquezas\nMay"
LOADING_TEXT_HERO_INTRO_TITLE91,"Bestia de la Arena \nGladi"
LOADING_TEXT_HERO_INTRO_TITLE92,"El ojo de la perspicacia\nVeronica"
LOADING_TEXT_HERO_INTRO_TITLE93,"Guardián de la confianza\nLoman"
LOADING_TEXT_HERO_INTRO_TITLE94,"La chef de los héroes\nJuno"
LOADING_TEXT_HERO_INTRO_TITLE95,"Jefa de la guardia de la crueldad\nNicky"
LOADING_TEXT_HERO_INTRO_TITLE96,"Viento de la pureza\nDosarta"
LOADING_TEXT_TIP_1,"La Energia se recupera periodicamente a lo largo del tiempo"
LOADING_TEXT_TIP_2,"Puedes recolectar Rubies para despejar un area de batalla por primera vez"
LOADING_TEXT_TIP_3,"3 llaves de prision militar se reponen por dia."
LOADING_TEXT_TIP_4,"Puedes obtener EXP de Equipo comprando heroes, mejorando heroes y peleando en batallas"
LOADING_TEXT_TIP_5,"Cada area de batalla en el Mapa Mundial tiene cuatro niveles de dificultad: Easy, Normal, Hard y Hell"
LOADING_TEXT_TIP_6,"El rendim. Y valor del equipo aumenta con el cambio de las categ. de comun a avanzado, excepcional, heroico y legendario"
LOADING_TEXT_TIP_7,"El rendimiento y valor del equipo aumenta con mas estrellas."
LOADING_TEXT_TIP_8,"Si desarmas tu equipo, puedes obtener polvo magico que se puede utilizar para mejorar las opciones del equipo."
LOADING_TEXT_TIP_9,"Si posees dos o mas equipos iguales, intenta el Despertar de Equipo para aumentar su puntaje de estrella."
LOADING_TEXT_TIP_10,"El nivel de mejora maxima en un articulo, esta sujeto a la clase del mismo."
LOADING_TEXT_TIP_11,"Si mejoras tus opciones de equipo, cada valor del mismo aumentara"
LOADING_TEXT_TIP_12,"Las armas Especiales pueden ser mejoradas tan alto como el nivel del heroe."
LOADING_TEXT_TIP_13,"Una vez que abres el Cuarto de Pruebas, quedara abierto hasta que lo finalices."
LOADING_TEXT_TIP_14,"La mejor manera de obtener libros de habilidades es, finalizando la Prision Militar"
LOADING_TEXT_TIP_15,"3 llaves de la Antigua Boveda Real se reponen por dia."
LOADING_TEXT_TIP_16,"Puedes saquear mucho oro de la Antigua Boveda Real."
LOADING_TEXT_TIP_17,"Puedes cambiar las opciones relacionadas con la batalla en Configuración del juego bajo el menú Misc."
LOADING_TEXT_BROADCAST_WAITING,"Preparando la Transmisión.\nPor favor espera!"
LOADING_TEXT_HERO_CONTENT_LEVELUP,"Tu nivel aumenta mientras finalices los escenarios y \nobtienes EXP. Pero recuerda! No puedes\n adquirir ninguna recompensa si fallas en finalizar los escenarios."
LOADING_TEXT_HERO_CONTENT_SKILL,"Todos los Heroes en King's Raid pueden aprender cuatro habilidades"
LOADING_TEXT_HERO_CONTENT_SKILL2,"Puedes utilizar Habilidades Activas \n consumiendo Puntos Mana."
LOADING_TEXT_HERO_CONTENT_SKILL4,"las Habilidades Pasivas tienen efectos constantes durante la batalla."
LOADING_TEXT_HERO_AWAKENING2,"El traje cambia y las capacidades aumentan\nrapido! El Despertar se puede realizar con ★5!"
LOADING_TEXT_HERO_EQUIP_ENHANCE,"Mejora el equipo utilizando equipos sin uso como material!\n Se pueden mejorar hasta Niv. 3 (Comun), Niv. 5 (Poco comun), Niv. 10 (Raro),\n Niv. 15 (Heroico), Niv. 20 (Legendario)."
LOADING_TEXT_HERO_SKILL,"Puedes aumentar los niveles de habilidad de los heroes, consumiendo Oro en cualquier momento.\n Pero los niveles de habilidad no pueden exceder los niveles del heroe (max nivel 100).\n Asegurate de aumentar los niveles de habilidad mientras los niveles del heroe aumentan!"
