KEY,"Russian"
MONTHLYHERO_LOMAN_BIRTHDAY_DESC,"У Ломана сегодня день рождения, а он все на посту. Как и всегда. Но друзья не бросят и сделают этот день особенным."
MONTHLYHERO_PRISCILLA_BIRTHDAY_DESC,"Аиша, одна из самых привилегированных покупательниц, заглянула в лавку Мэй вместе с Присциллой! О чем же она договорилась с Мэй?"
MONTHLYHERO_DEMIA_BIRTHDAY_DESC,"Дэмия хотела скромно отметить день рождения, но капитан рыцарей-защитников заслуживает настоящего праздника."
MONTHLYHERO_LEWISIA_BIRTHDAY_DESC,"В эту ночь над озером видна полная луна, а на его берегу собралась небольшая, но замечательная компания."
MONTHLYHERO_SONIA_BIRTHDAY_DESC,"Мириам куда-то запропастилась с самого утра, и Соня изо всех сил пытается ее найти! Какой секрет скрывает Мириам?"
MONTHLYHERO_VERONICA_BIRTHDAY_DESC,"У Вероники сегодня день рождения, но у нее, как и всегда, полно дел. Но этот день станет особенным благодаря неожиданной помощи."
MONTHLYHERO_KAULAH_BIRTHDAY_DESC,"Свой день рождения Каула проводит в уединении на тропическом острове. Что может пойти не так в этот спокойный день?"
MONTHLYHERO_YURIA_BIRTHDAY_DESC,"Юрия возвращается домой после долгого путешествия, и что же она там видит?"
MONTHLYHERO_ARTEMIA_BIRTHDAY_DESC,"На свой день рождения Артемиа получила приглашение в Таверну героев. Что за тайная личность ждет ее там?"
MONTHLYHERO_LEO_BIRTHDAY_DESC,"Лео остался в библиотеке совсем один. Может, какой-нибудь посетитель скрасит его одиночество в этот особенный день?"
MONTHLYHERO_CASSANDRA_BIRTHDAY_DESC,"Кассандра владеет «Золотым слитком», самой крупной таверной в империи. Интересно, как она отмечает свой день рождения?"
MONTHLYHERO_ROI_BIRTHDAY_DESC,"Каждый день рождения Рой попадает в какие-нибудь странные переделки. Что же будет в этом году? Очередное неожиданное приключение?"
MONTHLYHERO_MEDIANA_BIRTHDAY_DESC,"Медиана вечно проводит какие-то опыты. И день рождения – это не повод расслабляться."
MONTHLYHERO_MORRAH_BIRTHDAY_DESC,"Прошлое и настоящее. Мора с болью думает о том, кем она была и кем стала."
MONTHLYHERO_THEO_BIRTHDAY_DESC,"У Тэо спросили, когда у него день рождения, и выяснилось, что именно сегодня."
MONTHLYHERO_ANNETTE_BIRTHDAY_DESC,"Аннет проснулась утром в свой день рождения от чьего-то стука в дверь."
MONTHLYHERO_JANE_BIRTHDAY_DESC,"Давным-давно..."
MONTHLYHERO_GLENWYS_BIRTHDAY_DESC,"Гленвис отправилась в свой любимый ресторан, и кого же она там встретила..."
MONTHLYHERO_LAKRAK_BIRTHDAY_DESC,"Рой приготовил подарок Лакраку на день рождения, но Лакрак недоволен, что Рой потратил порох на какую-то «ерунду»."
MONTHLYHERO_LUCIAS_BIRTHDAY_DESC,"Люций получил выходной в свой день рождения, но ему пока не до отдыха."
MONTHLYHERO_LORRAINE_BIRTHDAY_DESC,"У мудреца Лорейн сегодня день рождения. Ее пришли поздравить дриады, энты и Селена. Затем к празднованию присоединилась еще одна немалая компания."
MONTHLYHERO_LAVRIL_BIRTHDAY_DESC,"Лавриль впервые узнала о днях рождения. Но когда же день рождения у самой Лавриль?.."
MONTHLYHERO_KARA_BIRTHDAY_DESC,"Андроид Кара постигает человеческие эмоции и сознание. Что же Аннет приготовила на день рождения Кары?"
MONTHLYHERO_MIRURU_BIRTHDAY_DESC,"Наконец-то наступил долгожданный день рождения капитана! Пираты Мируру вручили ей свой подарок и еще кое-что..."
MONTHLYHERO_SHAMILLA_BIRTHDAY_DESC,"Демон проклятий прячется в тени, выжидая подходящего момента. Но затем обращается за помощью... И к кому бы вы думали?"
MONTHLYHERO_EZEKIEL_BIRTHDAY_DESC,"Крем-брюле посреди пустыни? Да ладно!"
MONTHLYHERO_FLUSS_BIRTHDAY_DESC,"В Заснеженных горах Виндланда начался новый день. И сегодня здесь собрались лучшие стрелки империи. А организовал эту встречу не кто иной, как Флусс!"
MONTHLYHERO_DIMAEL_BIRTHDAY_DESC,"Тимаэлю снятся товарищи по оружию, вместе с которыми он воевал в пустыне Аэгина. Эфикаэль будит его, так как ей кажется, что ему снится что-то плохое."
MONTHLYHERO_SHEA_BIRTHDAY_DESC,"Ши всегда испытывала страх перед выступлениями на публике. В этом году она решила выступить на площади в честь своего 16-летия."
MONTHLYHERO_NICKY_BIRTHDAY_DESC,"Под покровом ночи на тайной арене происходит что-то невероятное!"
MONTHLYHERO_YANNE_BIRTHDAY_DESC,"На свой день рождения Янни решила продемонстрировать всем свои кулинарные способности. Она приготовила изысканные блюда из трофеев, которые ей удалось раздобыть во время охоты."
MONTHLYHERO_SERIA_BIRTHDAY_TITLE,"- Кошмар -"
MONTHLYHERO_ERZE_BIRTHDAY_TITLE,"- Кровавый торт -"
MONTHLYHERO_OPHELIA_BIRTHDAY_TITLE,"- Сокровище в лесу -"
MONTHLYHERO_CROW_BIRTHDAY_TITLE,"- Адская кухня -"
MONTHLYHERO_LAIAS_BIRTHDAY_TITLE,"~ 2я Война в храме Потока ~"
MONTHLYHERO_SELENE_BIRTHDAY_TITLE,"- Короткая передышка -"
MONTHLYHERO_MARIA_BIRTHDAY_TITLE,"- Двойной праздник -"
MONTHLYHERO_ZAFIR_BIRTHDAY_TITLE,"- Подарок от Хоабис -"
MONTHLYHERO_SERIA_BIRTHDAY_DESC,"Серия совсем забыла о своем дне рождения, но ее сестра пришла отпраздновать его вместе с ней."
MONTHLYHERO_ERZE_BIRTHDAY_DESC,"Эрза получила сладкую кровь в качестве подарка, но ее жажду не так просто утолить."
MONTHLYHERO_OPHELIA_BIRTHDAY_DESC,"Офелия отправилась с Эскером в таинственный лес. Куда Эскер ее ведет с этой коварной улыбкой на лице?"
MONTHLYHERO_CROW_BIRTHDAY_DESC,"Митра и Пансирона пытаются приготовить Кроу на день рождения праздничный торт. Обойдется ли эта затея без лишних хлопот?"
MONTHLYHERO_LAIAS_BIRTHDAY_DESC,"Лилия и Нераксис заключили перемирие ради дня рождения Лайас. Что же произойдет в этом году?"
MONTHLYHERO_SELENE_BIRTHDAY_DESC,"Обитатели леса собрались отпраздновать день рождения принцессы, и к ним присоединился неожиданный гость."
MONTHLYHERO_MARIA_BIRTHDAY_DESC,"Мора приготовила небольшой подарок на день рождения Марии. Но Марии этот подарок пришелся не по душе."
MONTHLYHERO_ZAFIR_BIRTHDAY_DESC,"Хоабис приготовила Зафиру подарок на день рождения, когда они прибыли в Орвел!"
