KEY,Vietnamese
Sub1_Theo_2_10_8,Có vẻ như hắn khá bất ngờ trước ngoại hình của ngươi... Ha ha.
Sub1_Theo_2_10_9,Cũng đúng thôi... Ha ha ha! May mà ta giấu ngươi đi.
Sub1_Theo_2_10_10,"Nếu hắn tìm được ngươi, hắn đã dùng ngươi làm thí nghiệm rồi."
Sub1_Theo_2_10_11,"Ngươi biết đấy, cái bản tính nghiêm chỉnh của ngươi vẫn không hề thay đổi."
Sub1_Theo_2_10_12,Nghiêm túc đấy... Trông ngươi... Ha ha ha! Ta xúc động quá!
Sub1_Theo_2_10_13,...Ngươi cản ta làm gì?
Sub1_Theo_2_10_14,"Malduk, quân khốn đó! Đồ phản bội bất trung của Công quốc."
Sub1_Theo_2_10_15,"Ồ, gương mặt kinh hãi đó là sao...?"
Sub1_Theo_2_10_16,Tiếc quá. He. Nhưng ta có việc dùng đến hắn rồi.
Sub1_Theo_2_10_17,Cách hắn biến thành Ác quỷ ngay khi cánh cửa mở ra cũng khá thú vị đấy. 
Sub1_Theo_2_10_18,Ta không thể để hắn chết dưới tay ngươi ngay bây giờ được.
Sub1_Theo_2_10_19,Nhưng ta sẽ tiết lộ cho ngươi một tin tốt.
Sub1_Theo_3_1_1,"Đông qua, xuân cũng đã đến."
Sub1_Theo_3_1_2,"Một mùa đông nữa qua đi, rồi nhiều mùa xuân khác lại đến..."
Sub1_Theo_3_1_3,Nhưng ta vẫn không thể nào quên ngày xuân đó khi ta gặp nàng.
Sub1_Theo_3_2_1,Mắt ta mờ đi vì cơn bão tuyết.
Sub1_Theo_3_2_2,Cơn gió dữ lạnh buốt
Sub1_Theo_3_2_3,"càn quét qua ta, khiến thân thể mệt mỏi của ta lại đau nhức."
Sub1_Theo_3_2_4,Đã hơn ngày rưỡi trôi qua kể từ lúc anh bắt đầu hành trình leo lên đỉnh núi. 
Sub1_Theo_3_2_5,"Được nửa đường, dường như chính ngọn núi đang cản trở không cho anh tiếp cận,"
Sub1_Theo_3_2_6,và bắt đầu đẩy Theo lùi bước.
Sub1_Theo_3_2_7,"Gió dữ không ngừng cản bước, cào rách má anh,"
Sub1_Theo_3_2_8,và nền đất đầy tuyết khiến bước chân anh mệt nhoài. 
Sub1_Theo_3_2_9,"Gò má xanh xao của Theo ửng hồng vì lạnh,"
Sub1_Theo_3_2_10,tóc anh rối tung giữa trận bão tuyết thét gào.
Sub1_Theo_3_3_1,Mỗi bước chân của Theo đập tan băng tuyết lạnh lẽo bao phủ con đường. 
Sub1_Theo_3_3_2,"Tuyết rơi dày phủ kín mọi dấu chân anh, không thể nhìn ra đoạn đường đã đi. "
Sub1_Theo_3_3_3,"Nếu con đường quá sâu không thể băng qua được, anh chọn cách đi vòng."
Sub1_Theo_3_3_4,"Theo tiếp tục hành trình, mặc kệ mọi thách thức núi tuyết quăng ra để cản bước anh. "
Sub1_Theo_3_3_5,Mùi hương của chủ nhân mà ngươi đang tìm kiếm xuất phát từ Núi tuyết Windland.
Sub1_Theo_3_3_6,"Ta mong là ngươi sẽ mang đến chút vui nhộn cho ta khi đến đó, ha ha."
Sub1_Theo_3_3_7,Tiếng cười của Shamilla như vang vọng theo cơn gió. 
Sub1_Theo_3_4_1,Trần hang cao đến mức cả hai mươi người đứng chồng lên nhau mới có thể chạm đến.
Sub1_Theo_3_4_2,Hang này cũng rộng đến mức chạy hàng giờ liền cũng không hết được.
Sub1_Theo_3_4_3,Nơi này không thể gọi là hang động được.
Sub1_Theo_3_4_4,"Trong lòng hang là vô số nhũ băng lấp lánh như pha lê,"
Sub1_Theo_3_4_5,cộng thêm các trụ sương giá tự nhiên khiến nơi này càng thêm phần huyền bí. 
Sub1_Theo_3_5_1,...Đúng là ở đây rồi. Cô ấy nói đúng.
Sub1_Theo_3_5_2,Kẻ phàm tục kia đến đây làm gì?
Sub1_Theo_3_5_3,!?
Sub1_Theo_3_5_4,Giọng nói đó... Giọng nói ớn lạnh vang vọng khắp hang động.
Sub1_Theo_3_5_5,Suối tóc bạc trắng phủ lấp phần gáy xanh xao của người đó. 
Sub1_Theo_3_5_6,"Hai sừng trên đầu càng tôn lên thái độ tách biệt của cậu,"
Sub1_Theo_3_5_7,và ánh mắt lãnh đạm khiến Theo đứng bất động tại chỗ.
Sub1_Theo_3_5_8,"Ngươi là... Một phù thủy... Không, ngươi không phải người phàm. Một Ác quỷ... ?"
Sub1_Theo_3_5_9,Ta hỏi tại sao ngươi ở đây.
Sub1_Theo_3_5_10,Ta đang tìm kiếm... Ta muốn gặp một người...
Sub1_Theo_3_5_11,"Ta đã ngủ rất lâu, và ta vẫn chưa gặp được nàng ấy."
Sub1_Theo_3_5_12,Thế sao ngươi lại đến đây tìm nàng ấy?
Sub1_Theo_3_5_13,Ta được mách rằng có một cô gái say ngủ ở đây.
Sub1_Theo_3_5_14,...
Sub1_Theo_3_5_15,"Ta không biết là ngươi nghe từ đâu, nhưng nàng ấy không phải là người ngươi đang tìm đâu."
Sub1_Theo_3_5_16,...
Sub1_Theo_3_5_17,Chỉ một lần thôi... 
Sub1_Theo_3_5_18,Ta chỉ muốn gặp mặt nàng ấy một lần thôi. Xin hãy cho ta được tận mắt nhìn nàng ấy.
Sub1_Theo_3_5_19,Xin ngươi.
Sub1_Theo_3_5_20,Tại sao ta lại phải làm theo lời ngươi chứ?
Sub1_Theo_3_5_21,Ta xin lỗi nếu như thái độ này của ta làm ngươi phật lòng. Xin ngươi. Chỉ cần cho ta gặp mặt nàng ấy một lần thôi. 
Sub1_Theo_3_5_22,Ta đã liều mình để đến được đây.
Sub1_Theo_3_5_23,Ta sẽ nói lại điều này một lần nữa. Nàng ấy không phải là người ngươi đang tìm.
Sub1_Theo_3_5_24,...
Sub1_Theo_3_5_25,...
Sub1_Theo_3_5_26,...Ngươi nỡ lòng từ chối ta hay sao? Đã quá lâu rồi...
Sub1_Theo_3_5_27,Từ lần cuối cùng ta gặp nàng... Rất nhiều năm rồi.
Sub1_Theo_3_5_28,Ta không hứng thú với vấn đề của bất kỳ kẻ phàm nào và cũng không quan tâm đến thời gian ngươi đã lãng phí.
Sub1_Theo_3_5_29,...
Sub1_Theo_3_5_30,Ta không kiên nhẫn đến thế đâu.
Sub1_Theo_3_5_31,Giờ thì mau quên đi những gì ngươi thấy và xuống núi đi.
Sub1_Theo_3_5_32,Có những thứ con người có thể biết mà thậm chí không cần phải động đến gươm đao. 
Sub1_Theo_3_5_33,Cậu trai ấy rất mạnh mẽ.
Sub1_Theo_3_5_34,"Hiển nhiên, cậu ta mạnh hơn anh nhiều."
Sub1_Theo_3_5_35,Nhưng...
Sub1_Theo_3_5_36,Ngươi sẽ chết.
Sub1_Theo_3_5_37,Ta... vốn đã chết rồi.
Sub1_Theo_3_5_38,Chẹp.
Sub1_Theo_3_5_39,Cậu biết rằng một kẻ
Sub1_Theo_3_5_40,dám vứt bỏ mạng sống của mình chính là người nguy hiểm nhất.
Sub1_Theo_3_5_41,Và cậu cảm nhận được ở kẻ đó thứ tình cảm mà cậu vốn đã lãng quên. 
Sub1_Theo_3_5_42,Thứ tình cảm đó... Có lẽ là... Khao khát... 
Sub1_Theo_3_5_43,"Ít nhất, đó là thứ cậu đã gọi tên cách đây rất lâu. "
Sub1_Theo_3_5_44,Thế thì ta sẽ lại giết ngươi.
Sub1_Theo_3_6_1,Andarta! Andraste!
Sub1_Theo_3_7_1,"Không, không đủ..."
Sub1_Theo_3_7_2,"Khóc lên đi, hỡi Legios!"
Sub1_Theo_3_8_1,!?
Sub1_Theo_3_8_2,Hử...?
Sub1_Theo_3_8_3,...Phiền quá.
Sub1_Theo_3_8_4,...Thực sự rất phiền. 
Sub1_Theo_3_8_5,Chuyện này phiền phức đến nỗi
Sub1_Theo_3_8_6,cậu cũng phải quên đi sự tách biệt của mình.
Sub1_Theo_3_8_7,Không ngờ kẻ kia có thể đánh lại được cậu... 
Sub1_Theo_3_8_8,Chưa từng có ai trên lục địa này dám làm như vậy cả. 
Sub1_Theo_3_8_9,Ngay cả đế chế đang giám sát cậu cũng không thể bắt cậu làm bất cứ việc gì.
Sub1_Theo_3_8_10,"Vậy mà giờ kẻ này lại làm được, chỉ vì người con gái đó ư? "
Sub1_Theo_3_8_11,Ta không hiểu...
Sub1_Theo_3_8_12,"Được rồi, chỉ một lần thôi đấy. Nếu ngươi dám manh động..."
Sub1_Theo_3_8_13,Ta sẽ đóng băng ngươi lại khiến ngươi muốn chết cũng không xong.
Sub1_Theo_3_9_1,"Khi ta tỉnh dậy, trời đã bước sang mùa đông thứ 90 rồi. \nNgày hôm nay có lẽ vừa đánh dấu mùa đông thứ 100."
Sub1_Theo_3_9_2,Thứ duy nhất ta tìm thấy trong sự trống trải đó là hầm đá lạnh lẽo và khoảng trống nàng để lại...
Sub1_Theo_3_9_3,Ta không quan tâm làm sao mình tỉnh lại.
Sub1_Theo_3_9_4,"...Ta phải tìm nàng, để lại được nghe tiếng nàng chào ta mỗi độ xuân về, ngay khi mùa đông đi qua."
Sub1_Theo_3_9_5,...
Sub1_Theo_3_9_6,Người con gái mà lần đầu tiên ta gặp trong đời... 
Sub1_Theo_3_9_7,"Nàng nằm trong băng, đôi mắt nhắm nghiền như đang say giấc. "
Sub1_Theo_3_9_8,Ta đã bảo ngươi là đó không phải nàng ấy.
Sub1_Theo_3_9_9,Ta hiểu...
Sub1_Theo_3_9_10,Ta cũng biết vậy. Có lẽ là cậu trai đó nói đúng. 
Sub1_Theo_3_9_11,"Ta dám chắc là cậu ấy đúng,"
Sub1_Theo_3_9_12,"nhưng ta không muốn buông bỏ chút hi vọng đó,"
Sub1_Theo_3_9_13,và có lẽ ta đã van lơn như một đứa trẻ tuyệt vọng.
Sub1_Theo_3_9_14,Cảm ơn ngươi vì đã lắng nghe lời thỉnh cầu ngoan cố của ta.
Sub1_Theo_3_9_15,Hừm.
Sub1_Theo_3_9_16,Ngươi có biết gì về nàng ấy không...?
Sub1_Theo_3_9_17,... Ta không quan tâm.
Sub1_Theo_3_9_18,Nàng là nữ chủ của Công quốc Gray cách đây 100 năm.
Sub1_Theo_3_9_19,Ta đã bảo ngươi là ta không quan tâm rồi cơ mà.
Sub1_Theo_3_9_20,"Tên nàng là Jane Gray, một cô gái mình hạc xương mai với mái tóc trắng như tuyết và đôi mắt đỏ rực. "
Sub1_Theo_3_9_21,Xin ngươi... Thậm chí chỉ chút manh mối thôi cũng có ích với ta.
Sub1_Theo_3_9_22,Ta mệt mỏi cả thân xác lẫn tâm hồn này. 
Sub1_Theo_3_9_23,Chuyến đi này như thể kéo dài đến bất tận...
Sub1_Theo_3_9_24,"Nó đang bào mòn ta, từng chút một."
Sub1_Theo_3_9_25,Ta không hứng thú với một công quốc đã sụp đổ.
Sub1_Theo_3_9_26,Và ta cũng không quan tâm đến một phàm nhân bé nhỏ.
Sub1_Theo_3_9_27,... Ta cứ nghĩ là...
Sub1_Theo_3_9_28,Ngươi là một kẻ bất diệt...
Sub1_Theo_3_9_29,Sinh mạng của chúng ta chỉ như những hạt cát nhỏ trong tay ngươi.
Sub1_Theo_3_9_30,...
Sub1_Theo_3_9_31,"Hỡi đấng quý nhân, xin hãy thứ tha cho sự thất lễ của ta ban nãy."
Sub1_Theo_3_9_32,Hừm. Lời ngươi nói đầy vẻ châm biếm đấy.
Sub1_Theo_3_9_33,Lại còn nói như kiểu ngươi biết ta là ai.
Sub1_Theo_3_9_34,"Đúng thế, ngoại hình của ngài và sức mạnh vĩ đại đó... Thì làm sao ta có thể không biết cho được."
Sub1_Theo_3_9_35,Ta cũng biết rõ mạng sống của mình đang nằm trong tay ngài.
Sub1_Theo_3_9_36,... (Ngươi biết thế mà vẫn còn chĩa mũi giáo vào ta...)
Sub1_Theo_3_9_37,Ta sẽ hỏi ngươi một điều.
Sub1_Theo_3_9_38,Xin ngài cứ hỏi.
Sub1_Theo_3_9_39,Tại sao ngươi lại phải khắc khổ đến cùng cực như thế chỉ để tìm kiếm cô gái kia?
Sub1_Theo_3_9_40,Ta đã hứa với nàng ấy.
Sub1_Theo_3_9_41,Hứa rằng ta sẽ bảo vệ nàng...
Sub1_Theo_3_9_42,Nhưng... Ta vẫn chưa thể giữ lời hứa đó.
Sub1_Theo_3_9_43,....
Sub1_Theo_3_9_44,....
Sub1_Theo_3_9_45,"Ngươi nói ngươi đã dành nhiều mùa đông tìm kiếm như thế này, đúng chứ?"
Sub1_Theo_3_9_46,"Khi ta tỉnh dậy, trời đã bước sang mùa đông thứ 90 rồi."
Sub1_Theo_3_9_47,Và...
Sub1_Theo_3_9_48,hôm nay chính là mùa đông thứ 100.
Sub1_Theo_3_9_49,Ta hiểu...
Sub1_Theo_3_9_50,...100 mùa đông...
Sub1_Theo_3_9_51,Cậu trai nhắc lại cụm từ đó vài lần.
Sub1_Theo_3_9_52,100 mùa đông... 100 năm đợi chờ...
Sub1_Theo_3_9_53,Quả là một quãng thời gian dài với một kẻ phàm trần...
Sub1_Theo_3_9_54,Arlette... Lần cuối cùng ta gặp ngươi...
Sub1_Theo_3_9_55,Ta... Khi ngươi cố liều mạng cứu đứa trẻ đó đến cùng...
Sub1_Theo_3_9_56,Mau tìm Epis.
Sub1_Theo_3_9_57,Epis...
Sub1_Theo_3_9_58,Một Ác quỷ. Gần đây ả đã mang về một cô gái.
Sub1_Theo_3_9_59,Ta không nhìn cô ta vì ta không hứng thú. 
Sub1_Theo_3_9_60,Nhưng ta có thể thấy một số điều ngươi vừa nói. 
Sub1_Theo_3_9_61,Nhưng...
Sub1_Theo_3_9_62,Nhưng...?
Sub1_Theo_3_9_63,...Không.
Sub1_Theo_3_9_64,"(Theo cố cất lời sau khi thấy người kia do dự, nhưng cuối cùng thì anh lại cúi đầu im lặng trước cậu ta.)"
Sub1_Theo_3_9_65,Cảm ơn ngài.
Sub1_Theo_3_9_66,Vì đã lượng thứ cho hành vi xấc xược của kẻ phàm nhân.
Sub1_Theo_3_9_67,Ta biết ơn sâu sắc lòng nhân từ và ơn huệ tuyệt đẹp như tuyết của ngài.
Sub1_Theo_3_9_68,.. Hừm. Khua môi múa mép với ta bây giờ cũng chẳng ích gì đâu...
Sub1_Theo_3_9_69,Pavel.
Sub1_Theo_3_9_70,??
Sub1_Theo_3_9_71,Tên ta đấy.
Sub1_Theo_3_9_72,Ngươi đã dành cả 100 mùa đông.
Sub1_Theo_3_9_73,"Ta hi vọng ngươi sẽ được toại nguyện, sau chừng ấy thời gian."
Sub1_Theo_3_9_74,...
Sub1_Theo_3_9_75,100 mùa đông...
Sub1_Theo_3_9_76,Chẳng ai có thể chịu đựng tình cảnh như gã cả trăm năm liền như thế... 
Sub1_Theo_3_9_77,"Ta là Theo Phil Grayum, hiệp sĩ kiêm tùy tùng của Jane Gray, nữ chủ Công quốc Gray. "
Sub1_Theo_3_9_78,"Nếu ngài cho phép, ta xin kể lại câu chuyện của ta và nàng."
Sub1_Theo_4_1_1,Ngày hôm đó...
Sub1_Theo_4_1_2,Ta đã thay đổi quỹ đạo của vũ khí khổng lồ nhắm thẳng đến Công quốc và sẵn sàng phục tùng mọi người.
Sub1_Theo_4_1_3,"Ta đã chiến đấu không ngừng nghỉ hàng giờ, hàng ngày, bằng tất cả những gì mình có."
Sub1_Theo_4_1_4,"Ta vung giáo liên tục, đến khi máu ở vết thương khô lại."
Sub1_Theo_4_1_5,...Nhưng rốt cục ta vẫn không thể bảo vệ nàng ấy.
Sub1_Theo_4_1_6,Ta muốn bảo vệ nàng ấy.
Sub1_Theo_4_1_7,Ta có thể làm mọi việc...
Sub1_Theo_4_1_8,Ta rất muốn...
Sub1_Theo_4_1_9,Ta muốn bảo vệ nàng ấy.
Sub1_Theo_4_2_1,Dừng lại!
Sub1_Theo_4_2_2,!?
Sub1_Theo_4_3_1,Chẹp. Đúng là kẻ yếu đuối.
Sub1_Theo_4_3_2,!?
Sub1_Theo_4_3_3,"Hmm, giờ thì sao?"
Sub1_Theo_4_3_4,Sao người nhìn ta chằm chằm thế? Ngươi muốn chết đấy à?
Sub1_Theo_4_3_5,Kia là... Cánh tay!?
Sub1_Theo_4_3_6,(Không... Không đời nào. Không thể là hắn được...)
Sub1_Theo_4_3_7,Ngươi dám đứng kiểu đó trước mặt ta ư?
Sub1_Theo_4_3_8,Quả là to gan đấy!
Sub1_Theo_4_4_1,Ngươi khá cừ đấy!
Sub1_Theo_4_4_2,"Được rồi, cứ thế đi!"
Sub1_Theo_4_4_3,Đỡ đòn đi!
Sub1_Theo_4_4_4,Thêm đòn này nữa! 
Sub1_Theo_4_5_1,"(Quả nhiên là thế! Chính cảm xúc này, sức mạnh này!)"
Sub1_Theo_4_5_2,"(Đúng, hắn chính là một trong số những kẻ đã khiến Công quốc Gray sụp đổ!)"
Sub1_Theo_4_5_3,...Ha... Ha ha ha! Ha ha ha ha!!!
Sub1_Theo_4_5_4,Chết đi! Chết đi! Chết đi!
Sub1_Theo_4_5_5,Sức mạnh tia chớp!
Sub1_Theo_4_5_6,Haaa!
Sub1_Theo_4_6_1,*Hự... Hự...* Gã này... Mạnh thật...
Sub1_Theo_4_6_2,"*Hự...* *Hự...* Quân khốn này... Hắn khá mạnh, nhưng..."
Sub1_Theo_4_6_3,Thanh giáo lạ kia là gì thế nhỉ...?
Sub1_Theo_4_6_4,Krrrr! Kwah!
Sub1_Theo_4_6_5,!?
Sub1_Theo_4_6_6,Chết tiệt! Đừng có cản đường!
Sub1_Theo_4_7_1,Cánh tay đó của ngươi...
Sub1_Theo_4_7_2,Đây ư? Sao nào? Ngươi chưa bao giờ thấy cánh tay của Ác quỷ ư?
Sub1_Theo_4_7_3,Ngươi có trách tội ta tò mò không?
Sub1_Theo_4_7_4,Ôi! Đừng có lộ diện khi vừa mới... vui chút thế chứ.
Sub1_Theo_4_7_5,??
Sub1_Theo_4_7_6,*Hự...* *Hự...* Đa tạ.
Sub1_Theo_4_7_7,"Sức mạnh của gã đã suy yếu, vậy là ta có thể lộ diện lần nữa rồi."
Sub1_Theo_4_7_8,Hm...
Sub1_Theo_4_7_9,Ha ha... Thật khó mà tin nổi.
Sub1_Theo_4_7_10,Nhưng ta còn có một bản ngã khác nữa.
Sub1_Theo_4_7_11,"Gã đó lộ diện khi ta phải ứng phó với nguồn sức mạnh lớn,"
Sub1_Theo_4_7_12,hoặc là khi nguồn sức mạnh của Ác quỷ bùng phát.
Sub1_Theo_4_7_13,Vậy là ngươi có hai hiện thân trong một cơ thể...
Sub1_Theo_4_7_14,Là như vậy sao?
Sub1_Theo_4_7_15,He he!
Sub1_Theo_4_7_16,Lần này thì là a-ai thế?
Sub1_Theo_4_7_17,(Hắn ắt đã cảm nhận được năng lượng Ác quỷ... Tính cách của gã lại thay đổi nữa rồi.)
Sub1_Theo_4_7_18,"Đợi đã, đợi đã. "
Sub1_Theo_4_7_19,Ta đến đây vì các ngươi rất hài hước. 
Sub1_Theo_4_7_20,"Nhưng nếu các ngươi muốn, ta không ngại giao chiến đâu đấy nhé!"
Sub1_Theo_4_7_21,Ta đã gặp không thiếu loại Ác quỷ nào rồi.
Sub1_Theo_4_7_22,"Nếu ngươi làm trò, ta sẽ giết ngươi ngay lập tức."
Sub1_Theo_4_7_23,Ồ? Ta thích cái giọng điệu đó của ngươi đấy. 
Sub1_Theo_4_7_24,...Và ta có thể cảm nhận được mùi hương của ả đó trên người ngươi.
Sub1_Theo_4_7_25,Mùi hương của nữ Ác quỷ với sở thích đáng kinh tởm đó.
Sub1_Theo_4_7_26,Và thứ đó.
Sub1_Theo_4_7_27,Legios ư?
Sub1_Theo_4_7_28,He... Thứ đó được gọi là Legios ư?
