KEY,Russian
MISSION_HERO_TRIAL_CLEAR5_NAME,{1} преодолевает пределы
MISSION_HERO_TRIAL_CLEAR_DESC,{1} проходит Комнату испытаний {2} в первый раз
MISSION_COLLECT_EXPLORE_NAME,Создание поискового отряда! {1}
MISSION_COLLECT_EXPLORE_DESC,Отправьте отряд на поиски: {1} р.
MISSION_COLLECT_PLUNDER_NAME,Побеждает сильнейший {1}
MISSION_COLLECT_PLUNDER_DESC,Успех отряда в мародерстве: {1} р.
MISSION_WALL_NAME,Великая победа над монстрами! {1}
MISSION_WALL_DESC,Уничтожьте охрану крепостных стен: {1}
MISSION_PVP_COUNT_NAME,К званию сильнейшего! {1}
MISSION_PVP_COUNT_DESC,Примите участие в поединке: {1} р.
MISSION_GUILD_JOIN_NAME,Вступаем в гильдию!
MISSION_GUILD_JOIN_DESC,Впервые вступите в гильдию
MISSION_GUILD_CREATE_NAME,Создаем гильдию!
MISSION_GUILD_CREATE_DESC,Впервые создайте гильдию
MISSION_GUILD_MERCENARY_USE_NAME,Гильдии нужны наемники! {1}
MISSION_GUILD_MERCENARY_USE_DESC,Используйте наемников гильдии: {1} р.
MISSION_GUILD_MERCENARY_REGISTER_NAME,Наемники на подработке {1}
MISSION_GUILD_MERCENARY_REGISTER_DESC,Другие использовали ваших наемников: {1} р.
MISSION_TEAMLEVEL_NAME,Окрепший Кассель и товарищи {1}
MISSION_TEAMLEVEL_DESC,Команда достигла {1} ур.
MISSION_VIPLEVEL_NAME,К ур. VIP!
MISSION_VIPLEVEL_DESC,Команда достигла {1} ур. VIP
MISSION_TIERINDEX11_NAME,Достижение ранга: Bronze
MISSION_TIERINDEX11_DESC,Достигните ранга: Bronze
MISSION_TIERINDEX21_NAME,Достижение ранга: Silver
MISSION_TIERINDEX21_DESC,Достигните ранга: Silver
MISSION_TIERINDEX31_NAME,Достижение ранга: Gold
MISSION_TIERINDEX31_DESC,Достигните ранга: Gold
MISSION_TIERINDEX41_NAME,Достижение ранга: Platinum
MISSION_TIERINDEX41_DESC,Достигните ранга: Platinum
MISSION_TIERINDEX51_NAME,Достижение ранга: Diamond
MISSION_TIERINDEX51_DESC,Достигните ранга: Diamond
MISSION_TIERINDEX60_NAME,Достижение ранга: Master
MISSION_TIERINDEX60_DESC,Достигните ранга: Master
MISSION_TIERINDEX70_NAME,Достижение ранга: Challenger
MISSION_TIERINDEX70_DESC,Достигните ранга: Challenger
DAILYMISSION_MONTHLY_RUBY_NAME,Плата за месяц в рубинах
DAILYMISSION_MONTHLY_RUBY_DESC,Получите рубины за месяц
MISSION_GOLD_BATTLE_NAME,Подготовка ресурсов для героя {1}
MISSION_GOLD_BATTLE_DESC,Добудьте золото в битвах: {1}
MISSION_GOLD_ACCUMULATIVE_DESC,Накопите золота: {1}
MISSION_GOLD_SHOP_BUY_NAME,Умеешь экономить {1}
MISSION_GOLD_SHOP_BUY_DESC,Потратьте золото в магазине: {1}
MISSION_GOLD_DEPLETION_NAME,Все деньги в оборот! {1}
MISSION_GOLD_DEPLETION_DESC,Потратьте золото: {1}
MISSION_EQUIP_UPGRADE_TRY_NAME,Снаряжение улучшено. Полегчало? {1}
MISSION_EQUIP_UPGRADE_TRY_DESC,Попытайтесь улучшить снаряжение: {1} р.
MISSION_EQUIP_UPGRADE_NAME,Отличное снаряжение своими руками! {1}
MISSION_EQUIP_UPGRADE_DESC,Улучшите снаряжение: {1} р.
MISSION_EQUIP_DROP_STAR_NAME,Исключительное снаряжение {1}
MISSION_EQUIP_DROP_STAR_DESC,Впервые добудьте снаряжение: {1}
MISSION_EQUIP_DROP_GRADE_NAME,Мощное оружие - признак героя! {1}
MISSION_EQUIP_DROP_GRADE_DESC,Впервые добудьте снаряжение: {1}
MISSION_EQUIP_DROP_RELEC_NAME,Предмет с тайной силой {1}
MISSION_EQUIP_DROP_RELEC_DESC,Добудьте реликвию: {1}
MISSION_EQUIP_PARTY_NAME,"Друзья, вы - сила! {1}"
MISSION_EQUIP_PARTY_DESC,Более 4 героев применяют снаряжение: {1}
MISSION_BATTLE_MONSTER_NAME,Нет пощады Темным силам! {1}
MISSION_BATTLE_MONSTER_DESC,Устраните монстров: {1}
MISSION_BATTLE_QUEST_NAME,Все во имя мира! {1}
MISSION_BATTLE_QUEST_DESC,Завершите карательных заданий: {1}
DAILYMISSION_EXCAVATION_NAME,Есть здесь руда?
DAILYMISSION_EXCAVATION_DESC,Завершите раскопки: {1}
MISSION_CHAPTER1_CLEAR_NAME,Принесем мир на равнины Ламус!
MISSION_CHAPTER2_CLEAR_NAME,Принесем мир в лес Элидоры!
MISSION_CHAPTER3_CLEAR_NAME,Принесем мир на Хребет дракона!
MISSION_CHAPTER4_CLEAR_NAME,Принесем мир в лес Крад!
MISSION_CHAPTER5_CLEAR_NAME,Принесем мир на побережье Аравины!
MISSION_CHAPTER1_CLEAR_DESC,Пройдите все части главы 1
MISSION_CHAPTER2_CLEAR_DESC,Пройдите все части главы 2
MISSION_CHAPTER3_CLEAR_DESC,Пройдите все части главы 3
MISSION_CHAPTER4_CLEAR_DESC,Пройдите все части главы 4
MISSION_CHAPTER5_CLEAR_DESC,Пройдите все части главы 5
MISSION_ARENA_NAME,Вызов на бой ради славы
MISSION_ARENA_DESC,Впервые примите участие в Лиге победы
MISSION_ARENA_VICTORY_NAME,Восхваляем ваши победы! {1}
MISSION_ARENA_VICTORY_DESC,Победите на арене: {1} р.
MISSION_ARENA_LOSE_NAME,Сожалеем о вашем поражении… {1}
MISSION_ARENA_LOSE_DESC,Проиграйте бой на арене: {1} р.
MISSION_ARENA_RANK_NAME,"Продолжай, добывай славу!"
MISSION_ARENA_RANK_DESC,Получите {1} класс на арене
MISSION_ARENA_FIRSTRANK_NAME,Покори арену!
MISSION_ARENA_FIRSTRANK_DESC,Достигните титула чемпиона сезона
MISSION_UNDERGROUND_DUNGEON_NAME,Угомонить монстров! {1}
MISSION_UNDERGROUND_DUNGEON_DESC,Впервые очистите {1} локацию Темницы
MISSION_HERO_GROWTH_NAME,{1} в непрерывном росте {2}
MISSION_HERO_GROWTH_DESC,{1} достигает ур. {2}
MISSION_HERO_AWAKENING_NAME,"{1}, испытания делают нас сильнее {2}"
MISSION_HERO_AWAKENING_DESC,{1} достигает ступени пробуждения {2}
MISSION_HERO_TRANSCENDENCE_NAME,{1} на вершине превосходства {2}
MISSION_HERO_TRANSCENDENCE_DESC,{1} достигает ступени превосходства {2}
MISSION_HERO_EQUIP_SET_NAME,Дух отваги {1}
MISSION_HERO_EQUIP_SET_DESC,{1} владеет 4 видами снаряжения: {2}
MISSION_HERO_SKILL_NAME,Достигнуто мастерство {1}
MISSION_HERO_SKILL_DESC,Улучшите свойства навыка: {1}
MISSION_HERO_SKILL_ALL_NAME,{1} теперь мастер во всем
MISSION_HERO_SKILL_ALL_DESC,Улучшите все свойства навыка
MISSION_HERO_EXCAVATION_NAME,{1} успешно осваивает лопату {2}
MISSION_HERO_EXCAVATION_DESC,Попытки раскопок за героя ({1}): {2}
MISSION_HERO_MERCENARY_NAME,Успешный герой {1} {2}
MISSION_HERO_MERCENARY_DESC,{1} - наемник гильдии. Героя наняли после регистрации: {2} р.
MISSION_HERO_PIT_MEMBER_NAME,Победа ценой ранений - {1}
MISSION_HERO_PIT_MEMBER_DESC,"Участник, устранивший последнего босса на ринге главы {1}"
MISSION_HERO_UPPER_DUNGEON_NAME,Герой жестокой битвы {1} {2}
MISSION_HERO_UPPER_DUNGEON_DESC,{1} - участие в группах в Высшем Подземелье: {2} р.
MISSION_HERO_ARENA_BATTLE_NAME,Герой славной битвы {1} {2}
MISSION_HERO_ARENA_BATTLE_DESC,{1} - участие в группах на арене: {2} р.
DAILYMISSION_ALL_CLEAR_NAME,На сегодня все!
DAILYMISSION_ALL_CLEAR_DESC,Завершите все задания дня
DAILYMISSION_STAMINA_NAME,Пора перевести дыхание
DAILYMISSION_STAMINA_DESC,Используйте выносливости: {1}
DAILY_QUEST_EXCAVATION_NAME,Высокая гора из пылинок сложена
MISSION_EVENT_STMAINA_NAME1,Первый бонус выносливости сегодня!
MISSION_EVENT_STMAINA_NAME2,Второй бонус выносливости сегодня!
MISSION_EVENT_STMAINA_NAME3,Последний бонус выносливости сегодня!
MISSION_EVENT_STMAINA_DESC1,Войдите в игру с 12:00 до 14:00
MISSION_EVENT_STMAINA_DESC2,Войдите в игру с 18:00 до 20:00
MISSION_EVENT_STMAINA_DESC3,Войдите в игру с 22:00 до 0:00
MISSION_EVENT_GOLD_NAME,Королевский грант
MISSION_QUEST_CLEAR_NOTY_TITLE,Задание выполнено!
MISSION_QUEST_CLEAR_NOTY_CONTENT1,Выполните задание {1}
MISSION_QUEST_CLEAR_NOTY_CONTENT2,Получите награду за задание.
MISSION_ACHIEVEMENT_CLEAR_NOTY_TITLE,Достижение получено
MISSION_ACHIEVEMENT_CLEAR_NOTY_CONTENT1,получите достижение {1}
MISSION_ACHIEVEMENT_CLEAR_NOTY_CONTENT2,Примите награду.
MISSION_EXCAVATION_NAME,Раскопки каждый день {1}
MISSION_EXCAVATION_DESC,Завершите раскопки: {1}
MISSION_ADDFRIEND_NAME,"Присоединишься ко мне, друг? {1}"
MISSION_ADDFRIEND_DESC,Добавьте друзей: {1}
QUEST_ROYAL_SUPPORT_GOLD_9001_NAME,Бонус золота сегодня!
QUEST_ROYAL_SUPPORT_GOLD_9001_DESC,Подключитесь 1 раз в день
QUEST_DAILY_FREE_STAMINA_9002_NAME,Бонус выносливости сегодня!
QUEST_DAILY_FREE_STAMINA_9002_DESC,Войдите в игру с {1} до {2}
QUEST_DAILY_FREE_STAMINA_9003_NAME,Второй бонус выносливости сегодня!
QUEST_DAILY_FREE_STAMINA_9003_DESC,Войдите в игру с {1} до {2}
QUEST_DAILY_FREE_STAMINA_9004_NAME,Третий бонус выносливости сегодня!
QUEST_DAILY_FREE_STAMINA_9004_DESC,Войдите в игру с {1} до {2}
QUEST_DAILY_FREE_STAMINA_9005_NAME,Последний бонус выносливости сегодня!
QUEST_DAILY_FREE_STAMINA_9005_DESC,Войдите в игру с {1} до {2}
MISSION_CHAPTER_CLEAR_DESC,Пройдите все части главы {1}
MISSION_ACCOUNT_CHANGE_NAME,Привязать аккаунт
MISSION_ACCOUNT_CHANGE_DESC,"Привяжите аккаунт к Facebook, Game Center или Google Play."
WEEKLYMISSION_DUNGEON_CLEAR_NAME,Бесконечное приключение
WEEKLYMISSION_ITEM_ENHANCE_NAME,Такой сильный ушиб?
WEEKLYMISSION_COMPLETEDAILYQUEST_NAME,Я - само усердие.
WEEKLYMISSION_COMPLETEDAILYQUEST_DESC,Завершите заданий дня: {1}
WEEKLYMISSION_PVP_VICTORY_NAME,Мне удалось?
WEEKLYMISSION_PVP_VICTORY_DESC,Победите {1} раз в Лиге Победы
WEEKLYMISSION_UPGRADEHEROSKILL_NAME,В бою главное - подготовка!
WEEKLYMISSION_UPGRADEHEROSKILL_DESC,Улучшите навыки героя: {1} р.
WEEKLYMISSION_BATTLEREWARDEQUIP_NAME,Высока самооценка!
WEEKLYMISSION_BATTLEREWARDEQUIP_DESC,Добудьте снаряжение в подземелье: {1} р.
WEEKLYMISSION_GETGOLD_NAME,Помни о силе золота
WEEKLYMISSION_GETGOLD_DESC,Потратьте золота: {1}
WEEKLYMISSION_TOWER_JOIN_NAME,Где выход из Башни?
WEEKLYMISSION_UNDERGROUND_ALLCLEAR_NAME,Теперь тут безопасно!
WEEKLYMISSION_UNDERGROUND_ALLCLEAR_DESC,Выполните задания в Темнице: {1} р.
WEEKLYMISSION_ALL_CLEAR_NAME,Какое усердие!
WEEKLYMISSION_ALL_CLEAR_DESC,Завершите все задания недели
MISSION_EQUIP_GET_STAR_ITEM,Отменное снаряжение с {1} зв. {2}
MISSION_EQUIP_GET_STAR_ITEM_DESC,Добудьте снаряжение с {1} зв.: {2}
MISSION_EQUIP_GET_GRADE_ITEM_1,Снаряжение выс. класса - признак героя! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_1,Добудьте снаряжение выс. класса: {1}
MISSION_EQUIP_GET_GRADE_ITEM_2,Редкое снаряжение - признак героя! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_2,Добудьте снаряжение редкого класса: {1}
MISSION_EQUIP_GET_GRADE_ITEM_3,Героич. снаряжение - признак героя! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_3,Добудьте снаряжение героич. класса: {1}
MISSION_EQUIP_GET_GRADE_ITEM_4,Легенд. снаряжение - признак героя! {1}
MISSION_EQUIP_GET_GRADE_ITEM_DESC_4,Добудьте снаряжение легенд. класса: {1}
MISSION_EQUIP_PARTY_GRADE_1,"Друзья, снаряжение выс. класса - ваша сила! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_1,Герой применяет снаряжения выс. класса: {1}
MISSION_EQUIP_PARTY_GRADE_2,"Друзья, редкое снаряжение - ваша сила! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_2,Герой применяет снаряжения редкого класса: {1}
MISSION_EQUIP_PARTY_GRADE_3,"Друзья, героич. снаряжение - ваша сила! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_3,Герой применяет снаряжения героич. класса: {1}
MISSION_EQUIP_PARTY_GRADE_4,"Друзья, легенд. снаряжение - ваша сила! {1}"
MISSION_EQUIP_PARTY_GRADE_DESC_4,Герой применяет снаряжения легенд. класса: {1}
MISSION_UNDERGROUND_DUNGEON_CLEAR,Уничтожение монстров в {1} локации Темницы! {2}
MISSION_UNDERGROUND_DUNGEON_CLEAR_DESC,Выполните задания в {1} локации Темницы: {2}
MISSION_SHOP_BUY_HIGH_EQUIPMENT,Снаряжение - вот что делает героя сильнее! {1}
MISSION_SHOP_BUY_HIGH_EQUIPMENT_DESC,Призовите особый предмет: {1} р.
MISSION_SHOP_BUY_NORMAL_EQUIPMENT,Испытай свою удачу! {1}
MISSION_SHOP_BUY_NORMAL_EQUIPMENT_DESC,Призовите предмет: {1} р.
MISSION_ARENA_WIN,Никому меня не одолеть! {1}
MISSION_ARENA_WIN_DESC,Победите на арене: {1} р.
MISSION_GEM_DEPLETION_NAME,Рубины? Хочу и трачу! {1}
MISSION_GEM_DEPLETION_DESC,Потратьте рубины: {1}
MISSION_STAMINA_DEPLETION_NAME,Невероятная выносливость! {1}
MISSION_STAMINA_DEPLETION_NAME_2,Жажда Выносливости! {1}
MISSION_STAMINA_DEPLETION_DESC,Используйте выносливость: {1}
MISSION_LABYRINTH_CLEAR_NAME_1,А сегодня будем Тайник охранять?
MISSION_LABYRINTH_CLEAR_DESC_1,Выполните задание в Тайнике древних королей: {1} р.
MISSION_LABYRINTH_CLEAR_NAME_2,Я страж Тайника!
MISSION_UPPERDUNGEON_CLEAR_NAME_1,Отправимся за фрагментами пробуждения!
MISSION_UPPERDUNGEON_CLEAR_DESC_1,Выполните задания в Высшем Подземелье: {1} р.
MISSION_UPPERDUNGEON_CLEAR_NAME_2,"Ха-ха-ха, и это вы называете Высшим Подземельем?!"
MISSION_CLEARTOWER21_FLOOR_1,Волнительный вызов {1}
MISSION_CLEARTOWER21_FLOOR_2,Волнительный вызов {1}
MISSION_CLEARTOWER21_FLOOR_3,Волнительный вызов {1}
MISSION_CLEARTOWER21_FLOOR_4,Волнительный вызов {1}
MISSION_CLEARTOWER21_FLOOR_5,Волнительный вызов {1}
MISSION_CLEARTOWER21_FLOOR_6,Волнительный вызов {1}
MISSION_CLEARTOWER21_FLOOR_7,Волнительный вызов {1}
MISSION_CLEARTOWER11_FLOOR_1,В эпицентре испытаний! {1}
MISSION_CLEARTOWER11_FLOOR_2,В эпицентре испытаний! {1}
MISSION_CLEARTOWER999_FLOOR_1,Безопасный Тайник {1}
MISSION_CLEARTOWER999_FLOOR_2,Безопасный Тайник {1}
MISSION_CLEARTOWER999_FLOOR_3,Безопасный Тайник {1}
MISSION_CLEARTOWER21_FLOOR_1_DESC,Выполните задание этажа {1} Башни вызова
MISSION_CLEARTOWER21_FLOOR_2_DESC,Выполните задание этажа {1} Башни вызова
MISSION_CLEARTOWER21_FLOOR_3_DESC,Выполните задание этажа {1} Башни вызова
MISSION_CLEARTOWER21_FLOOR_4_DESC,Выполните задание этажа {1} Башни вызова
MISSION_CLEARTOWER21_FLOOR_5_DESC,Выполните задание этажа {1} Башни вызова
MISSION_CLEARTOWER21_FLOOR_6_DESC,Выполните задание этажа {1} Башни вызова
MISSION_CLEARTOWER21_FLOOR_7_DESC,Выполните задание этажа {1} Башни вызова
MISSION_CLEARTOWER11_FLOOR_1_DESC,Выполните задание этажа {1} Башни испытаний
MISSION_CLEARTOWER11_FLOOR_2_DESC,Выполните задание этажа {1} Башни испытаний
MISSION_CLEARTOWER999_FLOOR_1_DESC,Выполните задание этажа {1} Тайника древних королей
MISSION_CLEARTOWER999_FLOOR_2_DESC,Выполните задание этажа {1} Тайника древних королей
MISSION_CLEARTOWER999_FLOOR_3_DESC,Выполните задание этажа {1} Тайника древних королей
MISSION_CLEARTOWER999_FLOOR_4_DESC,Выполните задание этажа {1} Тайника древних королей
MISSION_CLEARTOWER999_FLOOR_5_DESC,Выполните задание этажа {1} Тайника древних королей
MISSION_WORLDBOSS_PLAYTIME1_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME2_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME3_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME4_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME5_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME6_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME7_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME8_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME9_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME10_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME1_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME2_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME3_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME4_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME5_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME6_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME7_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME8_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME9_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_PLAYTIME10_DESC,Бросьте вызов мировому боссу {1} р.
MISSION_WORLDBOSS_DAMAGE1_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE2_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE3_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE4_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE5_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE6_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE7_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE8_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE9_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE1_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE2_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE3_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE4_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE5_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE6_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE7_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE8_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_DAMAGE9_DESC,Нанесите {1} ед. урона мировому боссу за одну битву.
MISSION_WORLDBOSS_PLAYTIME11_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME12_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME13_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME14_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME15_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME16_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME17_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME18_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME19_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME20_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME21_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_PLAYTIME22_NAME,"Дружище, испытания - это золото {1}"
MISSION_WORLDBOSS_DAMAGE10_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE11_NAME,Люблю быть героем! {1}
MISSION_WORLDBOSS_DAMAGE12_NAME,Люблю быть героем! {1}
