KEY,Vietnamese
Sub1_Prisila_2_1_31,nhưng con số ấy giảm dần sau những trận chiến bất tận
Sub1_Prisila_2_1_32,mà không hề có quân tiếp viện đến ứng cứu.
Sub1_Prisila_2_1_33,"Chúng tôi bị điều đến những nơi nguy hiểm hơn,"
Sub1_Prisila_2_1_34,buộc phải liều mình chiến đấu.
Sub1_Prisila_2_1_35,"Chúng tôi những tưởng sẽ tham gia các cuộc chinh phạt,"
Sub1_Prisila_2_1_36,mà ngờ đâu chỉ toàn là những trận chiến sinh tồn.
Sub1_Prisila_2_1_37,Mọi người có ổn không?
Sub1_Prisila_2_1_38,Ổn chứ. Cô nghĩ chúng tôi là ai nào?
Sub1_Prisila_2_1_39,Kẻ nào chẳng đã kinh qua hàng trăm trận.
Sub1_Prisila_2_1_40,Giọng điệu trả lời hào sảng đến nỗi
Sub1_Prisila_2_1_41,"tôi chẳng biết đáp lại gì,"
Sub1_Prisila_2_1_42,chỉ đành nhìn trân trân vào thuộc hạ của mình.
Sub1_Prisila_2_1_43,Chiến binh vừa mới trả lời
Sub1_Prisila_2_1_44,cũng bị thương và phải quấn băng kín đầu.
Sub1_Prisila_2_1_45,"Hừ, cái thứ ếch như ngươi mà đòi tỏ ra nguy hiểm hả."
Sub1_Prisila_2_1_46,"Haha, thôi nào."
Sub1_Prisila_2_1_47,"Nhìn các chiến binh gãi đầu và cười đầy ngượng ngùng,"
Sub1_Prisila_2_1_48,trái tim tôi như thắt lại.
Sub1_Prisila_2_1_49,Ta chưa từng rơi vào nơi nào khốc liệt như ở đây.
Sub1_Prisila_2_1_50,Tôi e chiến sự sẽ sớm bùng nổ ở khắp mọi nơi.
Sub1_Prisila_2_1_51,Giống như là 100 năm trước...
Sub1_Prisila_2_1_52,Này! Đừng có trù ẻo!
Sub1_Prisila_2_1_53,Baaaam!
Sub1_Prisila_2_1_54,"Một hồi kèn dài,"
Sub1_Prisila_2_1_55,"rồi đến hai tiếng nữa cách nhau quãng ngắn, sau đó là một hồi kèn dài cuối cùng."
Sub1_Prisila_2_1_56,"Tức là kẻ địch đã xuất hiện, số lượng rất lớn."
Sub1_Prisila_2_1_57,"Ah, thôi nào! Tại ngươi trù ẻo đấy!"
Sub1_Prisila_2_1_58,Ngươi đổ lỗi cho ta đấy à?
Sub1_Prisila_2_1_59,Ai mà biết chuyện ấy chứ.
Sub1_Prisila_2_1_60,Cuộc điều tra lúc trước
Sub1_Prisila_2_1_61,không phát hiện bất kỳ dấu vết nào gợi ý rằng chuyện này có thể xảy ra.
Sub1_Prisila_2_1_62,"Tuy nhiên,"
Sub1_Prisila_2_1_63,tôi có thể đoán biết điều gì đang xảy ra.
Sub1_Prisila_2_1_64,Điều này là có chủ đích.
Sub1_Prisila_2_1_65,Có tính toán...
Sub1_Prisila_2_1_66,Tôi có thể nghe thấy giọng nói văng vẳng trong đầu mình.
Sub1_Prisila_2_1_67,Giọng nói cao ngạo của gã đàn ông đang coi thường mình.
Sub1_Prisila_2_1_68,"Các chiến binh của cô không có lỗi, họ chỉ tuân theo mệnh lệnh của cô mà thôi."
Sub1_Prisila_2_1_69,"Từ giờ, đừng trông đợi bất kỳ sự hỗ trợ nào nữa."
Sub1_Prisila_2_1_70,Chúng ta không muốn phí thời gian và sức lực cho một kẻ phản bội.
Sub1_Prisila_2_1_71,Hắn điều chúng ta đi mà chỉ mong tất cả bị giết ngay từ đầu...
Sub1_Prisila_2_1_72,"Khốn kiếp, bao giờ thì những chuyện này mới chấm dứt đây...?"
Sub1_Prisila_2_1_73,"Các chiến binh đứng dậy, phủi bụi trên y phục,"
Sub1_Prisila_2_1_74,nhưng bàn tay họ khẽ run rẩy.
Sub1_Prisila_2_1_75,"Priscilla đứng trước mặt họ,"
Sub1_Prisila_2_1_76,và bắt đầu cất giọng nhẹ nhàng.
Sub1_Prisila_2_1_77,Cảm ơn các ngươi vì mọi việc đã làm.
Sub1_Prisila_2_1_78,Cô đang nói gì thế?
Sub1_Prisila_2_1_79,Cô phải trấn tĩnh lại đi.
Sub1_Prisila_2_1_80,Máu me be bét nên cô ấy bị choáng đấy à?
Sub1_Prisila_2_1_81,"Tôi biết, ai mà chịu nổi máu của đám Ác quỷ đó."
Sub1_Prisila_2_1_82,Tôi nghĩ là mình bị sốt nữa.
Sub1_Prisila_2_1_83,"Này, đừng có ngớ ngẩn nữa, mau đi kiếm chút nước đi!"
Sub1_Prisila_2_1_84,Xem ra lần này bọn chúng kéo đến không ít đâu.
Sub1_Prisila_2_1_85,Ngươi đừng làm trò gì ngu ngốc thì chẳng vấn đề gì đâu.
Sub1_Prisila_2_1_86,Haha. Xem đứa nào thùng rỗng kêu to kìa!
Sub1_Prisila_2_1_87,...
Sub1_Prisila_2_1_88,"Chỉ huy, nước đây."
Sub1_Prisila_2_1_89,Cảm ơn.
Sub1_Prisila_2_1_90,Máu dần được rửa trôi khi Priscilla đổ nước lên đầu mình.
Sub1_Prisila_2_1_91,"Dòng nước chảy từ tóc cô dọc xuống cổ,"
Sub1_Prisila_2_1_92,để lộ làn da trắng muốt.
Sub1_Prisila_2_1_93,Chà...
Sub1_Prisila_2_1_94,Priscilla chẳng khác nào nữ thần hiện thân trên chiến trường.
Sub1_Prisila_2_1_95,Đừng lo lắng. Rồi mọi chuyện sẽ ổn cả thôi.
Sub1_Prisila_3_1_1,!?
Sub1_Prisila_3_1_2,Đồng minh?!
Sub1_Prisila_3_1_3,Tránh mau! Chúng không phải đâu...
Sub1_Prisila_3_1_4,Grrrr.
Sub1_Prisila_3_1_5,Gugh!
Sub1_Prisila_3_1_6,Th-thế này là sao!?
Sub1_Prisila_3_1_7,Kyaa!
Sub1_Prisila_3_1_8,Keng!
Sub1_Prisila_3_1_9,Kự!
Sub1_Prisila_3_2_1,Một kẻ sống sót ư?
Sub1_Prisila_3_2_2,"Tránh ra, ngươi đang gây cản trở đấy."
Sub1_Prisila_3_2_3,!?
Sub1_Prisila_3_2_4,"Tránh ra, ngươi đang gây cản trở đấy."
Sub1_Prisila_3_2_5,...
Sub1_Prisila_3_3_1,Cô ấy đã mai táng họ
Sub1_Prisila_3_3_2,để thi hài họ không bị đám quạ lao vào xâu xé.
Sub1_Prisila_3_3_3,"Hứa sẽ có ngày quay lại,"
Sub1_Prisila_3_3_4,Priscilla chôn cất tất cả các chiến binh đã ngã xuống.
Sub1_Prisila_3_3_5,Họ là người của ngươi ư?
Sub1_Prisila_3_3_6,Đúng là câu hỏi ngu ngốc.
Sub1_Prisila_3_3_7,Đó là đề án Hiệp sĩ tàn ác.
Sub1_Prisila_3_3_8,...Ta biết.
Sub1_Prisila_3_3_9,...Ngươi biết ư?
Sub1_Prisila_3_3_10,Ta hiểu rồi. Vậy ra họ làm việc này là để bịt miệng ngươi.
Sub1_Prisila_3_3_11,(Một thanh đại kích... Vậy ra đây chính là người được mệnh danh là Bão tố xứ Orvelia. Một cô gái còn rất trẻ...)
Sub1_Prisila_3_3_12,Ta sẽ không hỏi sao ngươi biết chuyện.
Sub1_Prisila_3_3_13,Nhưng hãy kể cho ta mọi điều mà ngươi biết.
Sub1_Prisila_3_3_14,Tại sao ta phải làm thế?
Sub1_Prisila_3_3_15,Những việc này sẽ còn tái diễn.
Sub1_Prisila_3_3_16,"Trước tiên là trong những trận đại chiến mà ai cũng có thể bỏ mạng,"
Sub1_Prisila_3_3_17,sau là trong những trận chiến nhỏ
Sub1_Prisila_3_3_18,và tiếp nữa là ở bất kỳ đâu. Mục tiêu duy nhất của chúng là tước đi mạng sống.
Sub1_Prisila_3_3_19,"Và cuối cùng, ngươi sẽ phải chĩa mũi đao của mình vào những người mà ngươi đã thề sẽ bảo vệ."
Sub1_Prisila_3_3_20,Ta tin là giờ ngươi đã hiểu ra.
Sub1_Prisila_3_3_21,...
Sub1_Prisila_3_3_22,...Ngươi là ai?
Sub1_Prisila_3_3_23,Biết nhiều không tốt đâu. Đừng hỏi.
Sub1_Prisila_3_3_24,Ta chưa bao giờ nhìn thấy vũ khí nào như thế trong suốt thời gian tòng quân.
Sub1_Prisila_3_3_25,"À, sản phẩm thí nghiệm của một người bạn lập dị của ta."
Sub1_Prisila_3_3_26,Thế còn bộ y phục đó... Ngươi là người ở đế quốc ư?
Sub1_Prisila_3_3_27,...
Sub1_Prisila_3_3_28,Từ bỏ ý định trả thù đi. Việc ngươi đang làm chẳng khác nào châu chấu đá xe.
Sub1_Prisila_3_3_29,Ngươi cũng đơn thương độc mã còn gì?
Sub1_Prisila_3_3_30,Những người chẳng còn gì để mất lại khác...
Sub1_Prisila_3_3_31,Tất cả những gì ta quan tâm cũng đều bị vùi lấp nơi đây rồi.
Sub1_Prisila_3_3_32,"Không, ta và ngươi khác nhau về bản chất. Ngươi mang trong mình sứ mệnh bảo vệ."
Sub1_Prisila_3_3_33,...
Sub1_Prisila_3_3_34,"Ngươi thừa biết là không thể trông đợi quân đội làm được điều gì đó ở đây, đúng chứ?"
Sub1_Prisila_3_3_35,Không đời nào ta lại trông chờ điều gì từ lũ khốn đó.
Sub1_Prisila_3_3_36,Heh. Tốt.
Sub1_Prisila_3_3_37,Chỗ này đã biến thành nơi thí nghiệm của chúng rồi.
Sub1_Prisila_3_3_38,Ta sẽ chỉ ngươi lối thoát. Hãy dẫn đám người của ngươi rời khỏi nơi này đi.
Sub1_Prisila_3_3_39,Nhưng ngươi phải nói cho ta những gì mình biết về đám Hiệp sĩ tàn ác trước đã.
Sub1_Prisila_3_3_40,"Tôi kể cho gã ta mọi chuyện,"
Sub1_Prisila_3_3_41,"tất cả những gì tôi đã nghe thấy và chứng kiến,"
Sub1_Prisila_3_3_42,"cách tôi đã bóc trần sự bất công đang lan tràn trong quân đội,"
Sub1_Prisila_3_3_43,và cả việc tôi cùng đám thuộc hạ bị dồn ép vào tình thế tử chiến thế nào.
Sub1_Prisila_3_3_44,Người đàn ông lặng lẽ nghe câu chuyện của tôi.
Sub1_Prisila_3_3_45,"Sau khi trả lời sơ qua câu hỏi cuối cùng của tôi,"
Sub1_Prisila_3_3_46,gã lại mất hút nơi chiến trường.
Sub1_Prisila_3_3_47,"Ta sẽ tự mình trả thù,"
Sub1_Prisila_3_3_48,những kẻ cướp đi thế giới của ta sẽ phải trả giá.
Sub1_Prisila_3_3_49,Tòa án cáo buộc cô tội lạm dụng thị uy
Sub1_Prisila_3_3_50,"theo Khoản 1, Mục 23 của Quân chế, vì đã ép các binh lính tham chiến."
Sub1_Prisila_3_3_51,Tòa án cũng cáo buộc cô tội phản loạn
Sub1_Prisila_3_3_52,"theo Khoản 2, Mục 3 trong Điều khoản An ninh Quốc gia của Quân chế"
Sub1_Prisila_3_3_53,vì đã thông đồng với địch gieo rắc sự ngờ vực trong quân đội.
Sub1_Prisila_3_3_54,"Trung úy Priscilla, lẽ ra cô phải nhận án tử hình,"
Sub1_Prisila_3_3_55,"nhưng xét đến những công trạng cô đã làm được cho đất nước,"
Sub1_Prisila_3_3_56,"cùng với việc cô đã từ chức trong tiếc nuối,"
Sub1_Prisila_3_3_57,và quan trọng nhất là Vua Veroglance đệ nhị trị vì Orvelia
Sub1_Prisila_3_3_58,"đã ban cho cô một đặc ân, nên cô sẽ bị tước hết quyền uy và bị trục xuất khỏi đất nước."
Sub1_Prisila_4_1_1,Nhiều năm đã trôi qua kể từ sau sự hi sinh của Vua Kyle và thanh Kiếm thánh của Nữ chúa Lua
Sub1_Prisila_4_1_2,"giúp con người chiến thắng bầy Ác quỷ,"
Sub1_Prisila_4_1_3,nhưng đất nước ngày càng trở nên cuồng loạn hơn.
Sub1_Prisila_4_1_4,Cuồng loạn đến mức mà toàn quốc cùng truy sát một bé gái.
Sub1_Prisila_4_1_5,Bé gái đó là niềm hi vọng duy nhất của dòng tộc tôi.
Sub1_Prisila_4_1_6,Con bé phải đến được Tháp phù thủy thì cả cô và chúng tôi mới có thể sống sót.
Sub1_Prisila_4_1_7,"Đúng thế, mọi biến cố đều từ quyền lực mà ra."
Sub1_Prisila_4_1_8,Bụp-bụp-bụp!
Sub1_Prisila_4_1_9,Keeeng!
Sub1_Prisila_4_1_10,Keng!
Sub1_Prisila_4_1_11,Keng!!
Sub1_Prisila_4_2_1,Kyaaaaa!!!
Sub1_Prisila_4_2_2,Có vẻ như sức mạnh của địch đã tăng lên kể từ lần giao chiến trước.
Sub1_Prisila_4_2_3,"Thường thì tôi có khả năng kiểm soát tình thế vô cùng dễ dàng,"
Sub1_Prisila_4_2_4,nhưng giờ đến việc cầm chắc cây kích cũng đã khá vất vả với tôi.
Sub1_Prisila_4_2_5,!?
Sub1_Prisila_4_2_6,Kự... Kự... Kyaaa!
Sub1_Prisila_4_2_7,Priscilla Le Aviutz?
Sub1_Prisila_4_2_8,Và... hmm... một chiến binh nổi loạn ư?
Sub1_Prisila_4_2_9,Kự...
Sub1_Prisila_4_2_10,"Chiến binh nổi loạn đó bật khóc ngay trước mặt người đàn ông,"
Sub1_Prisila_4_2_11,nhưng lại không hề làm bất kỳ điều gì khác.
Sub1_Prisila_4_2_12,"À, thực ra là chẳng thể làm gì."
Sub1_Prisila_4_2_13,Sức mạnh áp đảo ư?
Sub1_Prisila_4_2_14,Hay một nỗi sợ hãi đến mức khiến chân tay run rẩy?
Sub1_Prisila_4_2_15,Có vẻ không phải như thế.
Sub1_Prisila_4_2_16,"Ánh mắt của anh như xé tan lớp vỏ bọc bên ngoài,"
Sub1_Prisila_4_2_17,thâm nhập thật sâu để quan sát những điều còn ẩn khuất.
Sub1_Prisila_4_2_18,Loại ánh nhìn đó khiến người ta cảm thấy hoàn toàn trần trụi và vô dụng.
Sub1_Prisila_4_2_19,Được rồi. Ngươi chẳng liên quan gì đến ta. Mau biến đi.
Sub1_Prisila_4_2_20,K-Kwah?
Sub1_Prisila_4_2_21,"Ta mới nói rồi, đừng để ta phải đào hố chôn nhà ngươi."
Sub1_Prisila_4_2_22,Tôi vừa mới đuổi hắn đi để chúng ta không bị gián đoạn.
Sub1_Prisila_4_2_23,...Anh là ai?
Sub1_Prisila_4_2_24,Chỉ là một anh chàng phù thủy bình thường thích ngao du thôi.
Sub1_Prisila_4_2_25,"Xin lỗi chứ, anh là gã phù thủy ít bình thường nhất mà tôi từng thấy thì đúng hơn."
Sub1_Prisila_4_2_26,"Hừm, nếu cô thấy kích động thế thì cứ việc,"
Sub1_Prisila_4_2_27,tôi cũng chẳng ở đây để ru ngủ cô đâu.
Sub1_Prisila_4_2_28,Thế thì anh đến đây làm gì?
Sub1_Prisila_4_2_29,Tôi nhận được một yêu cầu nên phải đến đây để thực hiện thôi.
Sub1_Prisila_4_2_30,"Nói đoạn, anh lấy ra một phong thư nhỏ."
Sub1_Prisila_4_2_31,Có khi chúng ta nên cứu nguy cho đám người phía kia rồi hãy bắt đầu nói chuyện.
Sub1_Prisila_4_2_32,Hãy nhìn sinh vật gớm guốc mà họ cử đến kìa.
Sub1_Prisila_4_2_33,Một kẻ phàm mà lại có sức mạnh khủng đến vậy sao...?
Sub1_Prisila_4_2_34,"Khỏi khen đi, tôi tự biết là mình rất có sức hút rồi."
Sub1_Prisila_4_2_35,Giờ thì hãy quay lại vấn đề khi nãy.
Sub1_Prisila_4_2_36,Bì thư làm bằng loại giấy thượng hạng
Sub1_Prisila_4_2_37,cùng với dấu triện đỏ rực trên đó chứng tỏ rằng chủ nhân của bức thư thuộc giới quý tộc.
Sub1_Prisila_4_2_38,"Thật lạ lùng, vì tôi chẳng quen biết người nào trong giới quý tộc cả,"
Sub1_Prisila_4_2_39,làm sao có thể có người viết thư cho tôi được chứ.
Sub1_Prisila_4_2_40,...
Sub1_Prisila_4_2_41,Priscilla nhướn mày khi mở bức thư ra.
Sub1_Prisila_4_2_42,Cô nhìn trân trân người đàn ông đó.
Sub1_Prisila_4_2_43,Chuyện này là sao đây...?
Sub1_Prisila_4_2_44,"Tôi hiểu, nhưng chuyện này hệ trọng đó."
Sub1_Prisila_4_2_45,Không đời nào thế được.
Sub1_Prisila_4_2_46,"Chậc, biết ngay cô sẽ thế mà."
Sub1_Prisila_4_2_47,...
Sub1_Prisila_4_2_48,Tôi biết là chuyện này nghe thật nực cười.
Sub1_Prisila_4_2_49,"Ai đời lại đi đề nghị cựu sĩ quan xứ Orvelia, một trong những nhân vật tuổi trẻ tài cao được đám chóp bu trong quân đội công nhận, đi làm tỳ nữ bao giờ."
Sub1_Prisila_4_2_50,"Kể cả đó là thỉnh cầu của dòng tộc Daphnel danh giá, thì cũng thật đáng nực cười mà."
Sub1_Prisila_4_2_51,Chính tôi cũng thấy cạn lời với yêu cầu này.
Sub1_Prisila_4_2_52,...
Sub1_Prisila_4_2_53,"Xem nào, chắc cô cũng đoán được rồi đấy,"
Sub1_Prisila_4_2_54,tỳ nữ chỉ là vỏ bọc để cô có thể ở sát bên người cần bảo vệ mà thôi.
Sub1_Prisila_4_2_55,"Cô sẽ là lá chắn cho người quan trọng nhất của Đề án Hiệp sĩ tàn ác, nguồn cơn cho mọi rắc rối của cô."
Sub1_Prisila_4_2_56,"Hơn nữa, nếu cô trở thành một phần trong dòng tộc Daphnel, họ sẽ khó có thể ra tay hạ sát cô."
Sub1_Prisila_4_2_57,Vớ vẩn.
Sub1_Prisila_4_2_58,...Được thôi. Tôi sẽ báo với khách hàng rằng cô từ chối nhiệm vụ này.
Sub1_Prisila_4_2_59,"Người đàn ông giật lá thư từ tay Priscilla, đốt bỏ lá thư, rồi quay đi."
Sub1_Prisila_4_2_60,Thế thì cứ tiếp tục chuỗi ngày đương đầu với đám người muốn truy sát cô nhé.
Sub1_Prisila_4_2_61,"Priscilla này, cô đã rời quân ngũ bao lâu rồi?"
Sub1_Prisila_4_2_62,Được một tháng chưa? Đã có đêm nào cô được yên giấc chưa?
Sub1_Prisila_4_2_63,...
Sub1_Prisila_4_2_64,13 tuổi.
Sub1_Prisila_4_2_65,...?
Sub1_Prisila_4_2_66,Đứa con gái cưng của dòng tộc Daphnel...
Sub1_Prisila_4_2_67,"Nếu đứa trẻ này rơi vào tay chúng, thì mana gần như vô hạn bên trong người cô bé sẽ bị vắt kiệt"
Sub1_Prisila_4_2_68,cho đến khi cô bé đó tàn hơi.
Sub1_Prisila_4_2_69,Một nhân vật quý tộc nhưng có số mệnh đáng buồn...
Sub1_Prisila_4_2_70,Chỉ cần một khoảnh khắc lơ đễnh là cô bé sẽ biến thành nguyên liệu thí nghiệm.
Sub1_Prisila_4_2_71,Không còn thời gian nữa đâu.
Sub1_Prisila_4_2_72,Chúng đã bắt đầu hành động rồi.
Sub1_Prisila_4_3_1,Một làn gió thổi cuốn theo hương cà phê nóng hổi.
Sub1_Prisila_4_3_2,"Mặt trời chói chang quá, thưa tiểu thư."
Sub1_Prisila_4_3_3,Cây lọng có vẻ đắt giá được bật lên để che ánh nắng.
Sub1_Prisila_4_3_4,Nắng thế này chưa đủ giết được em đâu.
Sub1_Prisila_4_3_5,"Một tiểu thư dễ thương với búi tóc vàng,"
Sub1_Prisila_4_3_6,nhìn vào tỳ nữ của mình khi cây lọng che đi ánh nắng bỏng rát.
Sub1_Prisila_4_3_7,Làm gì có tiểu thư nào phơi mặt dưới nắng như em thế chứ.
Sub1_Prisila_4_3_8,Chậc. Chị lại thuyết giáo nữa rồi.
Sub1_Prisila_4_3_9,Tiểu thư quyền quý sao có thể ăn nói như thế.
Sub1_Prisila_4_3_10,Hứ!
Sub1_Prisila_4_3_11,"Cô bé khịt mũi,"
Sub1_Prisila_4_3_12,chẳng khác nào một cô em bướng bỉnh đang giận lẫy chị gái mình.
Sub1_Prisila_4_3_13,Priscilla lặng cười và nhìn cô bé.
Sub1_Prisila_4_3_14,Tiểu thư của ta.
Sub1_Prisila_4_3_15,Hửm?
Sub1_Prisila_4_3_16,Lúc này ta thực sự rất vui. Ta muốn được ở bên cạnh em thật lâu.
Sub1_Prisila_4_3_17,Dĩ nhiên rồi! Chị sẽ mãi ở cạnh em mà Priscilla!!
Sub1_Prisila_4_3_18,Một tiểu thư sẽ không lớn giọng như thế đâu nhé.
Sub1_Prisila_4_3_19,Thôi nào!
Sub1_Prisila_4_3_20,Priscilla càng cười tươi hơn khi nghe cô bé càu nhàu.
Sub1_Prisila_4_3_21,"Ngước mắt lên nhìn vầng dương rực rỡ và bầu trời xanh biếc,"
Sub1_Prisila_4_3_22,cô lại nhớ về khoảnh khắc cuối cùng khi nhìn thấy người đàn ông với đôi mắt lạ lùng đó.
Sub1_Prisila_4_3_23,Tôi muốn hỏi một chuyện. Tại sao lại là tôi chứ?
Sub1_Prisila_4_3_24,Bởi vì lòng can trường dám hi sinh mọi thứ để bảo vệ chính nghĩa của cô thực sự rất đáng trân trọng.
Sub1_Prisila_4_3_25,Ai trân trọng chứ?
Sub1_Prisila_4_3_26,"Chà, ha ha..."
Sub1_Prisila_5_1_1,Cô có thể lộ diện rồi đấy.
Sub1_Prisila_5_1_2,Lẽ ra tôi không muốn xen ngang cuộc trò chuyện quan trọng đến vậy đâu.
Sub1_Prisila_5_1_3,Cô sẽ trở lại hình dáng thực vào lúc trăng tròn.
Sub1_Prisila_5_1_4,Chỉ một ngày thôi.
Sub1_Prisila_5_1_5,Tôi sẽ có thể lấy lại toàn bộ sức mạnh trong vài năm nữa.
Sub1_Prisila_5_1_6,Vậy ra cô ở đây. Thế nghĩa là cô đã rời khỏi trại trẻ mồ côi của Barbarian
Sub1_Prisila_5_1_7,hay là vì hai chị em của dòng tộc Shadow Hilt đây?
Sub1_Prisila_5_1_8,"Chà, xem anh giống từ điển sống chưa kìa, cái quái gì cũng biết."
Sub1_Prisila_5_1_9,À thì tôi rất tò mò.
Sub1_Prisila_5_1_10,"Hừm, có thể nói là vì cả hai. Nhưng quả thực tôi không nghĩ là sẽ gặp anh ở đây đâu."
Sub1_Prisila_5_1_11,"Ắt hẳn anh biết tại sao tôi lại ở đây, đúng không nào?"
Sub1_Prisila_5_1_12,Đúng là một gã lập dị.
Sub1_Prisila_5_1_13,Đến tôi cũng không thể hiểu rốt cuộc anh là ai.
Sub1_Prisila_5_1_14,"Anh không phải Thiên thần, cũng không phải Ác quỷ... Trông anh giống người phàm, nhưng lại có điều gì đó rất khác."
Sub1_Prisila_5_1_15,"Chà, hi vọng là điều đó không khiến cô khó chịu."
Sub1_Prisila_5_1_16,Haha. Tôi thậm chí còn không biết anh bao nhiêu tuổi.
