KEY,Vietnamese
ACHIEVEMENT_TYPE_ACCOUNT,Tài khoản
ACHIEVEMENT_TYPE_GUILD,Guild
ACHIEVEMENT_TYPE_GAMEPLAY,Quá trình
ACHIEVEMENT_SCENARIO,Kịch bản
ALL_INCLUDE_TEXT,Tất cả {1}
ALL_FRAGMENTS,Tất cả mảnh ghép
ASK_PACKAGE_ITEM_USE,Bạn có muốn sử dụng vật phẩm không?
BILLING_CANCEL,Thanh toán đã bị huỷ.
BOOSTER_DURATION_TIME,Kéo dài trong 1 giờ
BOOSTER_TIME_DURATION,Kéo dài trong 1 giờ
BUY_DUNGEON_PLAY_CHANCE_CONFIRM,Bạn có muốn thoát khỏi lũ quái vật trốn ra từ Nhà ngục và có một cơ hội khác nhận phần thưởng bổ sung?
BUY_NOTY,Thông báo mua hàng
BUY_STAMINA_CONFIRM,Bạn có muốn mua thể lực?
BUY_STAMINA_COUNT,{1} thể lực
BOOSTER_ONETIME_REWARD_TITLE,Nhận gấp đôi chiến lợi phẩm
BOOSTER_ONETIME_REWARD_TEXT,Bộ tăng 1 giờ có thể áp dụng trùng với hiệu ứng hottime.
CAMPAIGN_REWARD,Chiến lợi phẩm
CANNOT_OPEN_PORTAL_MIN_NODE,Bạn có thể sử dụng tính năng này sau khi hoàn thànhkhu vực.{1} - {2}
CLASS_TRIAL_FORCE_OPEN_CONFIRM,Bạn có muốn buộc mở ngục tối để vào?
CLASS_DESC_WARRIOR,Chiến binh
CLASS_DESC_ARCHER,Cung thủ
CLASS_DESC_KNIGHT,Hiệp sỹ
CLASS_DESC_WIZARD,Phù thuỷ
CLASS_DESC_PRIEST,Linh mục
CLASS_DESC_ASSASSIN,Sát thủ
CLASS_DESC_MECHANIC,Thợ máy
CLASS_DESC_COMMON,Thường
CREATURE_TAG_TYPE.WARRIOR,Chiến binh
CREATURE_TAG_TYPE.ARCHER,Cung thủ
CREATURE_TAG_TYPE.KNIGHT,Hiệp sỹ
CREATURE_TAG_TYPE.WIZARD,Phù thuỷ
CREATURE_TAG_TYPE.PRIEST,Linh mục
CREATURE_TAG_TYPE.ASSASSIN,Sát thủ
CREATURE_TAG_TYPE.MECHANIC,Thợ máy
CLASS_TRIAL_REMAIN_TIME,Sẽ đóng trong {1}: {2}
CLASS_TRIAL_SELECT,Chọn thử thách
CLASS_TRIAL_FORCE_OPEN,Ép mở
CHALLENGE_TRIAL_HERO_SELECT,Chọn một anh hùng để thực hiện thử thách thức tỉnh.
CHAT_ACTION_PARTY_CREATED,{1} đã thành lập một nhóm (Nhấn để tham gia.)
CHAT_ACTION_PARTY_ROOM_CREATED,{1} đã mở một trận chiến. (Nhấn để tham gia.)
CHAPTER_BASE,{1} Căn cứ địa tạm thời
CHECK_ROYAL_QUEST,Hãy kiểm tra Nhiệm vụ Hoàng gia
COLLECT_EXPLORE,Tìm kiếm
COLLECT_EXPLORE_EXTRAPOINT,[009900] Các điểm bổ sung
COLLECT_EXPLORE_PROGRESS,Đang tìm kiếm…
COLLECT_EXPLORE_STATUS_TEXT,Tìm kiếm ... \nQuay lại trong [FF7F00] {1} h {2} ph [-] sau.
COLLECT_EXPLORE_CHAPTERITEM,Tìm kiếm các sản phẩm đặc biệt
COLLECT_EXPLORE_CHAPTERITEM_TEXT,Vật phẩm thu được ngẫu nhiên
COLLECT_EXPLORE_GOLD,Tìm vàng
COLLECT_EXPLORE_GOLD_TEXT,Thu vàng
COLLECT_PLUNDER,Cướp bóc
COLLECT_PLUNDER_CHAPTERITEM,Cướp bóc các sản phẩm đặc biệt
COLLECT_PLUNDER_CHAPTERITEM_TEXT,Vật phẩm thu được ngẫu nhiên
COLLECT_PLUNDER_GOLD,Cướp Vàng
COLLECT_PLUNDER_GOLD_TEXT,Mua vàng
COLLECT_PLUNDER_AMOUNT,Đã tìm thấy {1}
COLLECT_PLUNDER_REFIND,Thử lại
COLLECT_PLUNDER_READY,Sẵn sàng cho Cướp bóc
COLLECT_PLUNDER_START,Bắt đầu cướp bóc
COLLECT_PLUNDER_REFIND_TEXT,Tìm kiếm một đối thủ mới?
COLLECT_PLUNDER_RECORD_LOSE_TEXT,[FF0000]Tài nguyên bị lấy mất vì bạn không thể chặn tên cướp.
COLLECT_PLUNDER_RECORD_WIN_TEXT,"[009900]Chặn thành công tên cướp, bạn đã bảo vệ được các tài nguyên và nhận phần thưởng."
COLLECT_PLUNDER_RECORD_TIME,còn lại {1} h {2} ph
COLLECT_PLUNDER_RECORD_CHASE,Đuổi theo
COLLECT_PLUNDER_RECORD_REWARD,Nhận
COLLECT_EXPLORE_REWARD,"Qua tìm kiếm đã tìm thấy {1}, khá hữu ích"
COLLECT_PLUNDER_REWARD,"Qua Cướp bóc đã thu được {1}, khá hữu ích"
COLLECT_ALL_REWARD,Nhận hết
COMMON_YES,Có
COMMON_NO,Không
COMMON_CONFIRM,Ok
COMMON_CANCEL,Hủy
COMMON_CHANGE,Thay đổi
COMMON_INPUT,Vào
COMMON_EDIT,Chỉnh sửa
COMMON_APPLY,Áp dụng
COMMON_AGREE,Đồng ý
COMMON_ACCEPT,Chấp nhận
COMMON_DECLINE,Từ chối
COMMON_NEXT,Kế tiếp
COMMON_PREV,Trở lại
COMMON_REQUEST,Yêu cầu
COMMON_REQUESTCANCEL,Hủy yêu cầu
COMMON_BATTLEREADY_BUTTON,Chuẩn bị
COMMON_BATTLEREADY,Sẵn sàng xuất chiến
COMMON_BATTLESTART,Bắt đầu
COMMON_RUBY_BATTLESTART,{1} Ruby để bắt đầu trận chiến
COMMON_INFO,Thông tin
COMMON_LOOK,Xem
COMMON_NAMECHECK,Kiểm tra trùng lặp
COMMON_FIND,Tìm thấy
COMMON_MAX,Tối đa
COMMON_BUY,Mua
COMMON_SELL,Bán
COMMON_GOLD_BUY,Mua {1} Vàng
COMMON_FREE_BUY,Miễn phí
COMMON_RUBY_BUY,Mua {1} Ruby
COMMON_SELECT,Lựa chọn
COMMON_USE,Sử dụng
COMMON_ERROR_DISCONNECT,Kết nối đã kết thúc.
COMMON_ERROR_PARSING,Trả lời không hợp lệ.
COMMON_ERROR_SESSION,Phiên đã hết hạn.
COMMON_ERROR_HTTP,Yêu cầu trên web đã thất bại.
COMMON_ERROR_FAIL,Thất bại
COMMON_ERROR_EQUIP_NOT_FOUND,Trang bị không tồn tại.
COMMON_ERROR_HERO_NOT_FOUND,Anh hùng không tồn tại.
COMMON_ERROR_MATERIAL_NOT_MATCH,Nguyên liệu không hợp lệ.
COMMON_ERROR_ITEM_NOT_FOUND,Vật phẩm không tồn tại.
COMMON_ERROR_ACOUNT,Tài khoản không hợp lệ.
COMMON_ERROR_UNHANDLED,Chưa được xử lý.
COMMON_ERROR_EQUIP_NOT_OWNED,Bạn không có trang bị.
COMMON_ERROR_CODE_NOT_FOUND,Mã này không tồn tại.
COMMON_ERROR_LEVEL_DATA,Thông tin cấp độ không hợp lệ.
COMMON_ERROR_STAR_DATA,Thông tin số sao không hợp lệ.
COMMON_ERROR_GRADE_DATA,Thông tin xếp hạng không hợp lệ.
COMMON_ERROR,lỗi
COMMON_NOT_EXIST,Không
COMMON_FAIL,Thất bại
COMMON_SUCCESS,Thành công
COMMON_NOTIFICATION,Lưu ý
COMMON_RESULT,Kết quả
COMMON_ALERT,Cảnh báo
COMMON_EXIT,Thoát
COMMON_REQ,{1} Yêu cầu
COMMON_LACK_INVENTORY,Kho đã đầy.
COMMON_LACK_MATERIAL,Không đủ nguyên liệu.
COMMON_LACK_SLOT,Hết chỗ trong kho.
COMMON_INPUTTEXT,Vui lòng nhập nội dung.
COMMON_GET,Thu được
COMMON_ENEMY,Kẻ thù
COMMON_REWARDEXP,XP thu được
COMMON_GOLDGET,Vàng thu được
COMMON_GOLDGET_LABYRINTH,Vàng thu được
COMMON_CLEARTIME,Thời gian yêu cầu {1}: {2}
COMMON_RETRY,Thử lại
COMMON_LOSE_TEXT,Cường hoá anh hùng và thiết bị của bạn và thử lại!
COMMON_REWARDITEM,Chiến lợi phẩm
COMMON_SOON,Nội dung đang được chuẩn bị.
COMMON_REQ_VIPLEVEL,Yêu cầu cấp VIP {1}.
COMMON_REQ_TEAMLEVEL,Yêu cầu cấp độ của đội {1}.
COMMON_REQ_LEVEL,Yêu cầu cấp độ {1}.
COMMON_REQ_GOLD,Không đủ vàng. \nBạn có muốn mua thêm không?
COMMON_REQ_RUBY,Không đủ Ruby. \nBạn có muốn mua thêm không?
COMMON_REQ_CHEESE,Pho mát không đủ. \nBạn có muốn mua thêm không?
COMMON_REQ_STAMINA,Thể lực không đủ. \nBạn có muốn mua thêm không?
COMMON_REQ_KEY,Không đủ chìa khóa. \nBạn có muốn mua thêm không?
COMMON_REQ_INVENTORY,Kho đã đầy. \nBạn có muốn mua thêm không?
COMMON_REQ_COIN,Thiếu tiền.
COMMON_NOTFOUND,Ko có kết quả.
COMMON_NOT_AVAILABLE,Đang chuẩn bị ...
COMMON_COST,Chi phí
COMMON_CONTINUE,Tiếp tục
COMMON_SELECT_HERO,Chọn tướng
COMMON_ENTER,Vào
COMMON_ENTER_MOVE,Đi tới rồi vào
COMMON_GENERAL_PORTAL,Cổng thường
COMMON_TEAM_LEVEL,Cấp độ Đội
COMMON_REWARD_COMPLETE,Hoàn thành Phần thưởng
COMMON_SEND,Gửi
COMMON_RACE,Chủng tộc
CONFIRM_EXTEND_SKILL,Bạn có muốn nhận thuộc tính đã chọn?
CONTENT_HERO,Tướng
CONTENT_INVENTORY,Kho
CONTENT_FRIEND,Bạn bè
CONTENT_MISSION,Nhiệm vụ
CONTENT_DAILYMISSION,Nhiệm vụ hàng ngày
CONTENT_MAIL,Hòm thư
CONTENT_RETURN,Trở về
CONTENT_PVP,Đấu trường
CONTENT_SHOP,Cửa hàng
CONTENT_CONFIG,Cài đặt
CONTENT_GAMECONFIG,Cài đặt trò chơi
CONTENT_MYINFO,Thông tin của tôi
CONTENT_CHEST,Rương kho báu
CONTENT_TRIAL,Phòng thử thách
CONTENT_WALL,Tường phòng thủ lâu đài
CONTENT_RECORD,Thông tin trận đấu
CONTENT_EVENT,Sự kiện
CONTENT_ATTENDANCE,Đăng nhập
CONTENT_CHAT,Trò chuyện
CONTENT_WEEKLY,Ngục tối hàng ngày
CONTENT_EXPEDITION,Thám hiểm
CONTENT_RANK,Xếp hạng
CONTENT_WORLDMAP,Bản đồ thế giới
CONTENT_CHAPTER1,Chương 1
CONTENT_CHAPTER2,chương 2
CONTENT_CHAPTER3,Chương 3
CONTENT_CHAPTER4,Chương 4
CONTENT_CHAPTER5,Chương 5
CONTENT_CHAPTER6,Chương 6
CONTENT_CHAPTER7,Chương 7
CONTENT_CHAPTER8,Chương 8
CONTENT_CHAPTER9,Chương 9
CONTENT_CHAPTER1_NAME,Rừng Linh hồn
CONTENT_CHAPTER2_NAME,Rừng Sinh mệnh
CONTENT_CHAPTER3_NAME,Dãy núi bộ lạc
CONTENT_CHAPTER4_NAME,Rừng Chết chóc
CONTENT_CHAPTER5_NAME,Thung lũng
CONTENT_CHAPTER6_NAME,Sa mạc
CONTENT_CHAPTER7_NAME,Cánh đồng tuyết
CONTENT_CHAPTER8_NAME,Dung nham
CONTENT_CHAPTER_LOCK,Đã khóa
CONTENT_EXCAVATION,Khai quật
CONTENT_ACHIEVEMENT,Thành tựu
CONTENT_PUB,Quán rượu
CONTENT_FORGE,Lò rèn
CONTENT_CASTLE,Lâu đài
CONTENT_LANDING,Cổng trời
CONTENT_QUEST,Nhiệm vụ
COST_TYPE_GOLD,Vàng
COST_TYPE_RUBY,Ruby
COST_TYPE_GUILDCOIN,Guild Coin
COST_TYPE_WALLCOIN,XU bảo vệ
COST_TYPE_EVENTCOIN,Sự kiện xu
COST_TYPE_WEEKLYCOIN,Xu hàng ngày
COST_TYPE_PVPCOIN,Xu Arena
COST_TYPE_CRUSADECOIN,Xu viễn chinh
COMMON_MOVE_TASK_FAIL_TEXT,Bạn chưa thể sử dụng nội dung này.
COMMON_MODE_CHOICE,Chọn chế độ
COMMON_SINGLE_MODE,Chế độ một người chơi
COMMON_MULTI_MODE,Chế độ nhiều người chơi
DAILY_QUEST,Nhiệm vụ hàng ngày
DAILY_RUBY_COUNT,Ruby từng ngày một
EVENT_GOODS,Vật phẩm Event
EVENT_CALENDAR,Lịch Event
DAILY_QUEST_LOGIN_NAME,Anh hùng ghé thăm
DAILY_QUEST_LOGIN_DESC,Đăng nhập một lần mỗi ngày
DAILY_QUEST_UNDERGROUND_DUNGEON_NAME,Đàn áp nổi dậy
DAILY_QUEST_UNDERGROUND_DUNGEON_DESC,Hoàn thành Nhà ngục x {1}
DAILY_QUEST_STAMINA_NAME,Chạy bở hơi tai
DAILY_QUEST_STAMINA_DESC,Tiêu tốn {1} thể lực
DAILY_QUEST_EXCAVATION_DESC,Khai quật x {1}.
DECIDE_RETURN_OR_START,Bạn muốn làm gì?
DELAYED_BILLING_COMPLETED,Thanh toán của bạn đã được thực hiện.
DOWDUNGEON_REWARD_TITLE,Bạn đã quên đồ của mình.
DOWDUNGEON_REWARD_CONTENT,Tôi đã chọn một cặp và muốn tặng bạn cái tốt nhất!
DIFFICULTY_EASY,Dễ
DIFFICULTY_NORMAL,Thường
DIFFICULTY_HARD,Khó
DIFFICULTY_HELL,Địa ngục
DUNGEON_RETRY_CHANCE,Cơ hội thử lại
DUNGEON_RECOMMENDED_LEVEL,Cấp đồ đề xuất
DUNGEON_MONSTER_INFO,Thông tin về quái vật
DUNGEON_REWARD_INFO,Danh sách phần thưởng
DUNGEON_BOSS_SKILL,Kỹ năng Boss
DUNGEON_BOSS_FEATURE,Đặc điểm Boss
DUNGEON_BOSS_FEATURE_ATTACK,Tấn công chính
DUNGEON_BOSS_INFO,Thông tin Boss
DUNGEON_PORTAL,Cổng Ngục tối
DUNGEON_HERO_COUNT,(Anh hùng: {1})
SPECIAL_STAMINA_EXP,Tăng 50% lượng kinh nghiệm nhận được
SPECIAL_STAMINA_GOLD,Tăng 50% lượng vàng nhận được
SPECIAL_FOOD_EFFECT_1,Hiệu quả thức ăn thể lực đặc biệt 1
SPECIAL_FOOD_EFFECT_2,Hiệu quả thức ăn thể lực đặc biệt 2
EXP_BOOSTER_INFO,Tăng thu XP \n100%
EXP_BOOSTER_BUNDLE_INFO,Một gói \n12 bộ tăng XP
EXP_BOOSTER_SINGLE,Bộ tăng XP
EXP_BOOSTER_BUNDLE,Gói bộ tăng XP
EXCAVATE_QUEST,Tìm kiếm nhiệm vụ
ELEMENTAL_TEXT,Thuộc tính
ELEMENTAL_FIRE,Lửa
ELEMENTAL_WATER,Nước
ELEMENTAL_EARTH,Đất
ELEMENTAL_LIGHT,Ánh sáng
ELEMENTAL_DARK,Bóng tối
EQUIP_INVENTORY,Kho
EQUIP_INVENTORY_SLOTOPEN_WEAPON_CHECK,[FF7F00] Bạn có muốn mở khóa ô vũ khí đầu tiên không?
EQUIP_INVENTORY_SLOTOPEN_ARMOR_CHECK,[FF7F00]Bạn có muốn mở ô trang bị bảo vệ thứ hai?
EQUIP_INVENTORY_SLOTOPEN_CONFIRM,Mở khóa với {1} Vàng
EQUIP_INVENTORY_SORT,Phân loại
EQUIP_INVENTORY_EXPAND_CHECK,Bạn có muốn thêm 5 ô trống để mở rộng kho?
EQUIP_INVENTORY_EXPAND_CONFIRM,Mở rộng bằng {1} Rubies
EQUIP_INVENTORY_SORTTYPE_STAR_UP,Số lượng Sao (+)
EQUIP_INVENTORY_SORTTYPE_STAR_DOWN,Số lượng Sao (-)
EQUIP_INVENTORY_SORTTYPE_LEVEL_UP,Nâng level (+)
EQUIP_INVENTORY_SORTTYPE_LEVEL_DOWN,Nâng level (-)
EQUIP_INVENTORY_SORTTYPE_GRADE_UP,Xếp hạng (+)
EQUIP_INVENTORY_SORTTYPE_GRADE_DOWN,Cấp (-)
EQUIP_INFO,Thông tin về vật phẩm
EQUIP_INFO_GETLOCATION,Thu được tại
EQUIP_INFO_GETLOCATION_INFO,[FF7F00] {1}
EQUIP_INFO_LEVELLIMIT,Level Limit
EQUIP_INFO_LEVELUP,Cường hoá
EQUIP_INFO_SELL,Bán
EQUIP_INFO_SELL_CEHCK,Bán ở mức giá này[FF7F00].
EQUIP_INFO_SELL_COST,Giá bán
EQUIP_INFO_REBUILD,Đánh giá lại
EQUIP_INFO_REBUILD_TEXT,"Nếu bạn chọn đánh giá lại 1 tuỳ chọn bất kỳ,\nthì sẽ [FFD400]thay đổi sang tùy chọn mới[-].\n\nMỗi ngày bạn có 1 lần đánh giá lại miễn phí [FFD400][-]."
EQUIP_INFO_REBUILD_OPTION1,[FF7F00] Phương án 1
EQUIP_INFO_REBUILD_OPTION2,[FF7F00] Phương án 2
EQUIP_INFO_REBUILD_OPTION3,[FF7F00] Phương án 3
EQUIP_INFO_REBUILD_NOOPTION,[808080] Không có tùy chọn
EQUIP_INFO_REBUILD_CHECK,[FF7F00] Bạn có muốn đánh giá lại tùy chọn này không?
EQUIP_INFO_REBUILD_INFO,Tùy chọn [009900] {1} [-] \nđã thay đổi thành tùy chọn [009900] {2} [-]\n sau khi đánh giá lại.
EQUIP_INFO_EQUIP,Trang bị
