KEY,"Portuguese"
LOADING_TEXT_HERO_INTRO_TITLE6,"Rei dos Anões\nPhillop"
LOADING_TEXT_HERO_INTRO_TITLE7,"Caçador de canhões de mão\nLakrak"
LOADING_TEXT_HERO_INTRO_COMMENT7,"Você quer continuar, não é? (Riso)\nVocê não acha que eu sou como um goblin normal...\nTudo bem, vamos lá!"
LOADING_TEXT_HERO_INTRO_TITLE8,"Xamã do Relâmpago\nKaulah"
LOADING_TEXT_HERO_INTRO_COMMENT8,"Ugh. Não morrerei aqui!\nNão abandono minha tribo!\nEspiritos, tragam-me poder!"
LOADING_TEXT_HERO_INTRO_TITLE9,"Demônio Sedutor\nEpis"
LOADING_TEXT_HERO_INTRO_COMMENT9,"Hehe. Você parece tão delicioso!\nNão posso esperar para cortar você em pedaços."
LOADING_TEXT_HERO_INTRO_TITLE10,"Flecha Corta-vento\nSelene"
LOADING_TEXT_HERO_INTRO_COMMENT10,"Saque sua espada.\nSomos os Elfos da Floresta.\nNão somos tão covardes para atirar em alguém desarmado."
LOADING_TEXT_HERO_INTRO_TITLE11,"Bruxa Caída\nMaria"
LOADING_TEXT_HERO_INTRO_TITLE12,"Imperatriz Pirata Maldita\nMiruru"
LOADING_TEXT_HERO_INTRO_TITLE13,"Grande Erudita Elidoran\nLorraine"
LOADING_TEXT_HERO_INTRO_TITLE14,"Domadora Valente\nMaya"
LOADING_TEXT_HERO_INTRO_TITLE15,"Cavaleiro da Defesa Férrea\nClause"
LOADING_TEXT_HERO_INTRO_COMMENT15,"Tudo bem, Kasel. Eu protegerei todos vocês!"
LOADING_TEXT_HERO_INTRO_TITLE16,"Guia Espiritual\nRephy"
LOADING_TEXT_HERO_INTRO_TITLE17,"Caçador da Sombra\nDimael"
LOADING_TEXT_HERO_INTRO_TITLE18,"Relâmpago\nReina"
LOADING_TEXT_HERO_INTRO_TITLE19,"Feiticeiro do Dragão de Gelo\nPavel"
LOADING_TEXT_HERO_INTRO_TITLE20,"Fortaleza de Aço\nDemia"
LOADING_TEXT_HERO_INTRO_TITLE21,"Lutadora de Vento\nNaila"
LOADING_TEXT_HERO_INTRO_TITLE22,"Atiradora da Nevasca\nRodina"
LOADING_TEXT_HERO_INTRO_TITLE23,"Chama do Diabo\nMorrah"
LOADING_TEXT_HERO_INTRO_TITLE24,"Rufião Sagrado\nBaudouin"
LOADING_TEXT_HERO_INTRO_TITLE25,"Cadáver do Alabastro\nJane"
LOADING_TEXT_HERO_INTRO_TITLE26,"Princesa Violeta\nAisha"
LOADING_TEXT_HERO_INTRO_TITLE27,"Escriba Eterno\nLeo"
LOADING_TEXT_HERO_INTRO_TITLE28,"Lâmina Esvoaçante\nFluss"
LOADING_TEXT_HERO_INTRO_TITLE29,"Criança do Luar\nLuna"
LOADING_TEXT_HERO_INTRO_TITLE30,"Sacerdotisa da Água\nLaias"
LOADING_TEXT_HERO_INTRO_TITLE31,"Flecha do Arco\nda Pureza"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY1,"Feiticeira do Purgatório"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY2,"Cleo"
LOADING_TEXT_HERO_INTRO_TITLE32,"Realeza de Sangue Vermelho\nLewisia"
LOADING_TEXT_HERO_INTRO_TITLE33,"O Cutelo das Dimensões,\nNyx"
LOADING_TEXT_HERO_INTRO_TITLE34,"Tecnomaga Real\nAnnette"
LOADING_TEXT_HERO_INTRO_TITLE35,"Lobo Prateado de Batalha\nMitra"
LOADING_TEXT_HERO_INTRO_TITLE36,"Julgamento de Lua\nRicardo"
LOADING_TEXT_HERO_INTRO_TITLE37,"Lâmina do Silêncio\nTanya"
LOADING_TEXT_HERO_INTRO_TITLE38,"O Sangue Amaldiçoado,\nEzekiel"
LOADING_TEXT_HERO_INTRO_TITLE39,"Ventos da Tentação\nCassandra"
LOADING_TEXT_HERO_INTRO_TITLE40,"Cavaleiro da Lealdade\nLeo"
LOADING_TEXT_HERO_INTRO_TITLE41,"A Perigosa Médic\nMediana"
LOADING_TEXT_HERO_INTRO_TITLE42,"Relojoeiro da Vida Eterna\nOddy"
LOADING_TEXT_HERO_INTRO_TITLE43,"Devoradora de Demônios\nViska"
LOADING_TEXT_HERO_INTRO_TITLE44,"Donzela de Aço\nPriscilla"
LOADING_TEXT_HERO_INTRO_TITLE45,"Caçadora de Dragões\nYanne"
LOADING_TEXT_HERO_INTRO_TITLE46,"Príncipe das Tempestades de Areia\nZafir"
LOADING_TEXT_HERO_INTRO_TITLE47,"Costureira Misteriosa\nYuria"
LOADING_TEXT_HERO_INTRO_TITLE49,"Desbravadora do Destino,\nOphelia"
LOADING_TEXT_HERO_INTRO_TITLE50,"Mercador de Veneno,\nRequina"
LOADING_TEXT_HERO_INTRO_TITLE51,"Guardiã do Sol\nAselica"
LOADING_TEXT_HERO_INTRO_TITLE52,"A Bala da Punição\nCrow"
LOADING_TEXT_HERO_INTRO_TITLE53,"A Hospedeira de Maldições\nShamilla"
LOADING_TEXT_HERO_INTRO_TITLE54,"Adorável Espírito Maligno\nLavril"
LOADING_TEXT_HERO_INTRO_TITLE55,"Sombra do Abismo,\nSeria"
LOADING_TEXT_HERO_INTRO_TITLE56,"Sede Eterna\nErze"
LOADING_TEXT_HERO_INTRO_TITLE57,"Filha da Tormenta e do Mar\nLilia"
LOADING_TEXT_HERO_INTRO_TITLE58,"Dançarina do Oásis\nLaudia"
LOADING_TEXT_HERO_INTRO_TITLE59,"Santo das Bênçãos\nLucias"
LOADING_TEXT_HERO_INTRO_TITLE60,"Inquisidora de Sangue e Ferro\nChrisha"
LOADING_TEXT_HERO_INTRO_TITLE61,"Arrogância Obsidiana\nNeraxis"
LOADING_TEXT_HERO_INTRO_TITLE62,"Fé de Prata\nScarlet"
LOADING_TEXT_HERO_INTRO_TITLE63,"O Furacão Azul\nSonia"
LOADING_TEXT_HERO_INTRO_TITLE64,"Imperatriz da Luz\nArtemia"
LOADING_TEXT_HERO_INTRO_TITLE65,"Serva do Azul\nMirianne"
LOADING_TEXT_HERO_INTRO_TITLE66,"Ária da Fantasia\nShea"
LOADING_TEXT_HERO_INTRO_TITLE67,"A Epítome da Tecnomagia Ancestral\nKara"
LOADING_TEXT_HERO_INTRO_TITLE68,"Olhos Devoradores da Escuridão\nNia"
LOADING_TEXT_HERO_INTRO_TITLE69,"O Apostador Ilusório\nEsker"
LOADING_TEXT_HERO_INTRO_TITLE70,"Vento Rubro da Justiça\nCecilia"
LOADING_TEXT_HERO_INTRO_TITLE73,"Tipo 0\nChase"
LOADING_TEXT_HERO_INTRO_TITLE78,"Espada Destrutiva\nBernheim"
LOADING_TEXT_HERO_INTRO_TITLE87,"Escudo do Império\nGlenwys"
LOADING_TEXT_HERO_INTRO_TITLE90,"Garota Sonhadora\nMay"
LOADING_TEXT_HERO_INTRO_TITLE91,"Fera da Arena\nGladi"
LOADING_TEXT_HERO_INTRO_TITLE92,"O Olho do Discernimento\nVeronica"
LOADING_TEXT_HERO_INTRO_TITLE93,"O Leal Guardião do Portão\nLoman"
LOADING_TEXT_HERO_INTRO_TITLE94,"A Chef dos Heróis\nJuno"
LOADING_TEXT_HERO_INTRO_TITLE95,"Guarda Chefe da Crueldade\nNicky"
LOADING_TEXT_HERO_INTRO_TITLE96,"Vento da Pureza\nDosarta"
LOADING_TEXT_TIP_1,"A energia é recuperada periodicamente ao longo do tempo."
LOADING_TEXT_TIP_2,"Você pode coletar Rubis para limpar cada área de batalha pela primeira vez."
LOADING_TEXT_TIP_3,"3 chaves de estacada são reabastecidas por dia."
LOADING_TEXT_TIP_4,"Você pode obter XP de equipe ao comprar e atualizar heróis e ao travar batalhas."
LOADING_TEXT_TIP_5,"Cada área de batalha no Mapa Mundial tem três níveis de dificuldade: Fácil, Normal e Difícil."
LOADING_TEXT_TIP_6,"O desempenho e o valor de equipamento aumentam à medida que o grau muda de comum para incomum, raro, heroico e lendário."
LOADING_TEXT_TIP_7,"O desempenho e o valor de equipamento aumentam com mais estrelas."
LOADING_TEXT_TIP_8,"Se triturar equipamentos, você pode obter pó mágico, que pode ser usado para realçar suas opções de equipamentos."
LOADING_TEXT_TIP_9,"Se você tiver dois ou mais do mesmo equipamento, tente despertar o equipamento para aumentar a classificação de estrelas."
LOADING_TEXT_TIP_10,"O nível máximo de atualização de um item é determinado por sua classificação."
LOADING_TEXT_TIP_11,"Se você melhorar suas opções de equipamento, cada valor aumentará."
LOADING_TEXT_TIP_12,"Armas únicas podem ser realçadas tão alto quanto o nível do herói."
LOADING_TEXT_TIP_13,"Uma vez que você abrir a Sala das Provações, permanecerá aberto até você concluir."
LOADING_TEXT_TIP_14,"A melhor maneira de obter grimórios é concluindo a Estacada."
LOADING_TEXT_TIP_15,"As 3 Chaves dos Cofres da Realeza Ancestral são reabastecidas uma vez por dia."
LOADING_TEXT_TIP_16,"Você pode saquear um monte de ouro do Cofre da Realeza Ancestral."
LOADING_TEXT_TIP_17,"Você pode alterar as opções de batalha nas Configurações do Jogo no menu Variados."
LOADING_TEXT_BROADCAST_WAITING,"Preparando a Transmissão.\nFique no aguardo!"
LOADING_TEXT_HERO_CONTENT_LEVELUP,"Seu nível sobe quando você conclui fases e\nganha XP. Mas lembre-se: você não pode\nadquirir recompensas se não conseguir finalizar as fases."
LOADING_TEXT_HERO_CONTENT_SKILL,"Todos os heróis de King's Raid podem aprender quatro poderes."
LOADING_TEXT_HERO_CONTENT_SKILL2,"Você pode usar poderes ativos\nao consumir pontos de mana."
LOADING_TEXT_HERO_CONTENT_SKILL4,"poderes passivos têm efeitos permanentes durante a batalha,"
LOADING_TEXT_HERO_AWAKENING2,"As mudanças de vestuário e os atributos aumentam\nnitidamente! Você pode Despertar até ★ 5!"
LOADING_TEXT_HERO_EQUIP_ENHANCE,"Realce equipamentos usando outros equipamentos como material! \nPode ser realçado até Nv. 3 (Comum), Nv. 5 (incomum), Nv. 10 (Raras),\nNv. 15 (Heroico), Nv. 20 (Lendário)."
LOADING_TEXT_HERO_SKILL,"Você pode aumentar os níveis de poderes dos heróis ao consumir ouro a qualquer momento.\nMas os níveis de poder não podem exceder o nível do herói (nível máximo: 100).\nPor isso, não deixe de aumentar os niveis de perícia enquanto os heróis sobem de nível!"
