KEY,Thai
RESULT_TYPE.ENCHANT_RESULT_NOT_FOUND,ไม่พบข้อมูลการปรับเปลี่ยนออฟชั่น
RESULT_TYPE.EQUIP_ITEM_SLOT_INDEX_MISMATCH,เป้าหมายการปรับเปลี่ยนออฟชั่นไม่ตรงกัน
RESULT_TYPE.OPTION_SLOT_INDEX_MISMATCH,ช่องออฟชั่นไม่ตรงกัน
RESULT_TYPE.OPTION_INDEX_MISMATCH,ผลจากการปรับเปลี่ยนค่าออฟชั่นเปลี่ยนไป
RESULT_TYPE.PREV_OPTION_INDEX_MISMATCH,ค่าออฟชั่นใหม่เปลี่ยนไปจากเดิม
RESULT_TYPE.INVALID_OPTION_SLOT,ช่องออฟชั่นผิดพลาด
RESULT_TYPE.RANDOM_OPTION_DATA_ERROR,ข้อมูลออฟชั่นจากการสุ่มผิดพลาด
RESULT_TYPE.NO_HERO,ไม่พบฮีโร่
RESULT_TYPE.HERO_DATA_NOT_FOUND,ไม่พบข้อมูลฮีโร่
RESULT_TYPE.ALREADY_OTHER_HERO_EQUIPPED,ฮีโร่อื่นได้ใส่ไอเทมนี้ไปแล้ว
RESULT_TYPE.ITEM_DATA_NOT_FOUND,ไม่พบข้อมูลไอเทม
RESULT_TYPE.EQUIP_ITEM_DATA_NOT_FOUND,ไม่พบข้อมูลอุปกรณ์
RESULT_TYPE.EQUIP_TAG_ERROR,ค่า Tag ของอุปกรณ์ผิดพลาด
RESULT_TYPE.TOO_LOW_GRADE,ระดับไม่ถึง
RESULT_TYPE.TOO_LOW_LEVEL,เลเวลไม่ถึง
RESULT_TYPE.LOCKED_PART_INDEX,ช่องอุปกรณ์ที่ปิดไว้
RESULT_TYPE.EQUIP_PART_ERROR,ช่องอุปกรณ์ที่ไม่สามารถใช้งานได้
RESULT_TYPE.REMOVE_FAILED,การลบผิดพลาด
RESULT_TYPE.INVALID_HERO_PART_INDEX,ช่องอุปกรณ์ผิดพลาด
RESULT_TYPE.ALREADY_UNLOCKED,ถูกเปิดไว้อยู่แล้ว
RESULT_TYPE.UNLOCK_FAILED,การเปิดผิดพลาด
RESULT_TYPE.EQUIP_ITEM_NOT_FOUND,ไม่พบอุปกรณ์
RESULT_TYPE.UNEQUIP_FAILED,การลบอุปกรณ์ผิดพลาด
RESULT_TYPE.STAT_DATA_NOT_FOUND,ไม่พบข้อมูล
RESULT_TYPE.EMPTY_MATERIAL_EQUIP_ITEM,ไม่มีวัตถุดิบ
RESULT_TYPE.INVALID_MATERIAL_EQUIP_ITEM,วัตถุดิบของอุปกรณ์ไม่ถูกต้อง
RESULT_TYPE.FRIEND_NOT_FOUND,ไม่พบเพื่อน
RESULT_TYPE.REQUEST_MYSELF,คุณไม่สามารถยื่นคำขอถึงตัวเองได้
RESULT_TYPE.CANNOT_SEARCH_MYSELF,คุณไม่สามารถค้นหาตัวเองได้
RESULT_TYPE.GACHA_DATA_NOT_FOUND,ไม่พบข้อมูลตู้ Gacha
RESULT_TYPE.WRONG_GACHA_INDEX,หมายเลข Gacha ผิดพลาด
RESULT_TYPE.WRONG_GACHA_COUNT,จำนวน Gacha ผิดพลาด
RESULT_TYPE.NO_MERCENARIES,ไม่พบทีมผจญภัย
RESULT_TYPE.NO_GUILD,ไม่พบกิลด์
RESULT_TYPE.INVAILID_RANK,อันดับ Ranking ผิดพลาด
RESULT_TYPE.GUILD_MAX_JOIN_REQUEST,คำขอเข้าร่วมกิลด์เต็มแล้ว
RESULT_TYPE.TRIAL_DUNGEON_DATA_NOT_FOUND,ไม่พบข้อมูลห้องพิสูจน์ตน
RESULT_TYPE.NOT_PLAYER_HERO,คุณไม่มีฮีโร่นี้
RESULT_TYPE.ITEM_NOT_OWNED,คุณไม่มีไอเทมนี้
RESULT_TYPE.ITEM_TYPE_MISMATCH,ประเภทไอเทมไม่ตรงกัน
RESULT_TYPE.POTION_DATA_NOT_FOUND,ไม่พบข้อมูลไอเทมฟื้นฟู
RESULT_TYPE.INVALID_ACTION,การกระทำผิดพลาด
RESULT_TYPE.RECIPE_DATA_NOT_FOUND,ไม่พบข้อมูลตำรา
RESULT_TYPE.MATERIAL_DATA_NOT_FOUND,ไม่พบข้อมูลวัตถุดิบ
RESULT_TYPE.NOT_ENOUGH_MATERIAL,วัตถุดิบไม่เพียงพอ
RESULT_TYPE.MATCH_RESULT_NOT_FOUND,ไม่พบผลการต่อสู้
RESULT_TYPE.MATCH_UID_MISMATCH,หมายเลขห้องต่อสู้ไม่ตรงกัน
RESULT_TYPE.MATCHING_DISABLED,กำลังรวบรวมผลการต่อสู้
RESULT_TYPE.NOT_ENOUGH_SWORD,มีดาบไม่เพียงพอ
RESULT_TYPE.MATCH_USER_NOT_FOUND,ไม่พบข้อมูลผู้ท้าชิง
RESULT_TYPE.NPC_INFO_NOT_FOUND,ไม่พบข้อมูล NPC
RESULT_TYPE.WAIT_MORE,เนื่องจากข้อผิดพลาดของเครือข่าย เซิร์ฟเวอร์จึงมีความล่าช้าในการประมวลผลข้อมูลการต่อสู้ โปรดแตะตกลงอีกครั้ง
RESULT_TYPE.NOT_ENOUGH_CHEESE,ชีสไม่เพียงพอ
RESULT_TYPE.USER_PLUNDER_INFO_NOT_FOUND,ไม่พบข้อมูลการขโมย
RESULT_TYPE.COLLECT_NODE_DATA_NOT_FOUND,ไม่พบข้อมูล Collection Node
RESULT_TYPE.PLAYER_NOT_FOUND,ไม่พบข้อมูลผู้เล่น
RESULT_TYPE.V_I_P_LEVEL_DATA_NOT_FOUND,ไม่พบข้อมูลเลเวลของ VIP
RESULT_TYPE.SHOP_DATA_NOT_FOUND,ไม่พบข้อมูลร้านค้า
RESULT_TYPE.SHOP_ITEM_DATA_NOT_FOUND,ไม่พบข้อมูลไอเทมในร้านค้า
RESULT_TYPE.PLAYER_SHOP_ITEM_NOT_FOUND,ไม่พบข้อมูลไอเทมในร้านค้าของผู้เล่น
RESULT_TYPE.SOLD_OUT,ถูกขายไปแล้ว
RESULT_TYPE.INVALID_COST,ราคาไม่ถูกต้อง
RESULT_TYPE.NO_ITEM_DATA,ไม่พบข้อมูลไอเทม
RESULT_TYPE.NOT_OWNED,ไม่ได้เป็นเจ้าของ
RESULT_TYPE.INVALID_ITEM_COUNT,จำนวนไอเทมไม่ถูกต้อง
RESULT_TYPE.NOT_ENOUGH_STONE,คริสตัลอัพเกรดไม่เพียงพอ
RESULT_TYPE.HERO_LEVEL_LIMIT,มีเลเวลของฮีโร่ไม่เพียงพอ
RESULT_TYPE.SKILL_LEVEL_NOT_FOUND,ไม่พบข้อมูลเลเวลของสกิล
RESULT_TYPE.SKILL_PRICE_NOT_FOUND,ไม่พบข้อมูลค่าอัพเกรดสกิล
RESULT_TYPE.TEAM_LEVEL_LIMIT,ไม่สามารถอัพเลเวลฮีโร่ได้มากกว่านี้
RESULT_TYPE.SKILL_NOT_FOUND,ไม่พบสกิล
RESULT_TYPE.REQ_GOLD_ERROR,ค่า Gold ที่จำเป็นต้องใช้ผิดพลาด
RESULT_TYPE.STAR_DATA_NOT_FOUND,ข้อมูล Star ผิดพลาด
RESULT_TYPE.NO_TARGET_ACCOUNT_ID,ไม่พบข้อมูลจำนวนผู้เล่น
RESULT_TYPE.VERSION_ERROR,เวอร์ชั่นไม่ถูกต้อง
RESULT_TYPE.MATCH_NOT_FOUND,ไม่พบการแข่งขัน
RESULT_TYPE.EQUIP_ITEM_FULL,อุปกรณ์เต็ม
RESULT_TYPE.INVALID_GUILD_LEVEL,เลเวลกิลด์ไม่ถูกต้อง
RESULT_TYPE.ALREADY_JOIN_REQUESTED,ได้ยื่นคำขอเข้าร่วมแล้ว...
RESULT_TYPE.MIN_REGISTER_TIME_NOT_ELAPSED,ระยะเวลาลงทะเบียนขั้นต่ำไม่ถูกต้อง
RESULT_TYPE.RESULT_ITEM_DATA_NOT_FOUND,ไม่พบข้อมูลไอเทมผลลัพธ์
RESULT_TYPE.RESULT_EQUIP_ITEM_DATA_NOT_FOUND,ไม่พบข้อมูลอุปกรณ์ผลลัพธ์
RESULT_TYPE.MISSION_NOT_COMPLETED,ภารกิจยังไม่สำเร็จ
RESULT_TYPE.TYPE_ERROR,ประเภทไม่ถูกต้อง
RESULT_TYPE.INFO_ERROR,ข้อมูลไม่ถูกต้อง
RESULT_TYPE.ACCOUNT_IDS_ERROR,ไอดีไม่ถูกต้อง
RESULT_TYPE.NOT_ENOUGH_PVP_COIN,PVP Coin ไม่เพียงพอ
RESULT_TYPE.EMPTY_NICK,โปรดใส่ชื่อที่ต้องการ
RESULT_TYPE.INVALID_NICK,ไม่สามารถใช้ชื่อนี้ได้
RESULT_TYPE.ALREADY_EXIST,ชื่อนี้ถูกใช้ไปแล้ว
RESULT_TYPE.TOO_SHORT_NICK,ชื่อสั้นเกินไป
RESULT_TYPE.TOO_LONG_NICK,ชื่อยาวเกินไป
RESULT_TYPE.CENSORED_WORD,รวมถึงคำสาปแช่ง
RESULT_TYPE.NOT_ENOUGH_CHALLENGE_CHANCE,ไม่สามารถประลองได้มากกว่านี้
RESULT_TYPE.NOT_ENOUGH_DUNGEON_KEY,มีกุญแจสำหรับลงดันเจี้ยนไม่เพียงพอ
RESULT_TYPE.NOT_OPENED_DUNGEON,ดันเจี้ยนยังไม่เปิดให้เข้า
RESULT_TYPE.REQ_GEM_ERROR,ไม่ต้องการ Ruby
RESULT_TYPE.WAITER_NOT_FOUND,ไม่พบข้อมูลการรอ
RESULT_TYPE.MISSION_NOT_CLEARED,ภารกิจยังไม่สำเร็จ
RESULT_TYPE.DUNGEON_DATA_NOT_FOUND,ไม่พบข้อมูลดันเจี้ยน
RESULT_TYPE.NO_AVAILABLE_SERVER,ไม่พบเซิร์ฟเวอร์
RESULT_TYPE.UNEQUIP_OLD_FAILED,ไม่สามารถนำอุปกรณ์ที่ใช้อยู่ออก
RESULT_TYPE.EQUIP_FAILED,พบความผิดพลาดในการใส่อุปกรณ์
RESULT_TYPE.NO_SHOP_DATA,ไม่พบข้อมูลร้านค้า
BASE_RESULT_TYPE.TIMEOUT,ไม่มีการตอบสนองจากเซิร์ฟเวอร์
BASE_RESULT_TYPE.SEQUENCE_ERROR,เนื่องจากข้อผิดพลาดของเครือข่าย เซิร์ฟเวอร์จึงมีความล่าช้าในการประมวลผลข้อมูลผู้ใช้ โปรดลองใหม่อีกครั้งในภายหลัง
BASE_RESULT_TYPE.INTERNAL_ERROR,ข้อผิดพลาดจากภายใน
BASE_RESULT_TYPE.EMPTY_HOST,ไม่มีโฮสต์
RESULT_TYPE.ACHIEVEMENT_NOT_CLEARED,จุดมุ่งหมายยังไม่สำเร็จ
RESULT_TYPE.INVALID_STEP,คุณได้รับรางวัลนี้ไปแล้ว
RESULT_TYPE.NO_PRIVILEGE,ท่านไม่ได้รับอนุญาต
RESULT_TYPE.INVALID_HOST,โฮสต์ผิด
RESULT_TYPE.MASTER_NOT_FOUND,ไม่มีผู้นำห้อง
RESULT_TYPE.MULTIPLAY_INFO_NOT_FOUND,ไม่มีข้อมูลผู้เข้าร่วมปาร์ตี้
RESULT_TYPE.WRONG_MEMBER,สมาชิกไม่ถูกต้อง
RESULT_TYPE.ALREADY_REWARD_CALCULATED,รางวัลที่ได้รับการตัดสินแล้ว
RESULT_TYPE.LINKED_DUNGEON_NOT_FOUND,ไม่สามารถเชื่อมต่อดันเจี้ยน
RESULT_TYPE.ALREADY_COMPLETED,เสร็จสิ้นแล้ว
RESULT_TYPE.DUNGEON_TYPE_ERROR,ประเภทดันเจี้ยนไม่ถูกต้อง
RESULT_TYPE.CANNOT_VISIT_DUNGEON,ไม่สามารถเข้าดันเจี้ยนนี้ได้
RESULT_TYPE.INVALID_TRIAL_HERO,เลือกฮีโร่สำหรับด่านดันเจี้ยนแห่งOrdealไม่ถูกต้อง
RESULT_TYPE.WORLD_MAP_EVENT_NOT_FOUND,ไม่มีแผนที่กิจกรรม
RESULT_TYPE.EVENT_DUNGEON_INDEX_MISMATCH,จำนวนดันเจี้ยนกิจกรรมไม่ถูกต้อง
RESULT_TYPE.NOT_ENOUGH_MULTIPLAY_MEMBERS,สมาชิกยังไม่เพียงพอ
RESULT_TYPE.NOT_CALCULATED,ยังไม่ได้ตัดสินใจ
RESULT_TYPE.ALREADY_REWARDED,รางวัลได้ถูกมอบไปแล้ว
RESULT_TYPE.NOT_SAME_DEVELOPER_PAYLOAD,ข้อมูลการชำระเงิน (DeveloperPayload) ไม่ตรง การชำระเงินได้รับการยกเลิก
RESULT_TYPE.NOT_SAME_PRODUCT_ID,ข้อมูลการชำระเงิน (productID) ไม่ตรง การชำระเงินได้รับการยกเลิก
RESULT_TYPE.WRONG_PURCHASE_STATUS,ข้อมูลการชำระเงิน (PurchaseStatus) ผิด การชำระเงินได้รับการยกเลิก
RESULT_TYPE.VERIFICATION_FAILED,ตรวจสอบการชำระเงินล้มเหลว การชำระเงินได้รับการยกเลิก
RESULT_TYPE.INVALID_CONSUMPTION_STATE,ข้อมูลการชำระเงินไม่ถูกต้อง (ConsumptionState) การชำระเงินได้รับการยกเลิก
RESULT_TYPE.NOT_MONTHLY_ENDED,ท่านยังไม่สามารถซื้อแพคเกจรายเดือนได้
RESULT_TYPE.HAVE_PLAY_CHANCE,ไม่สามารถทำการซื้อได้เนื่องจากโอกาสการท้าทายที่คงเหลือ
RESULT_TYPE.INVALID_DUNGEON_INDEX,จำนวนดันเจี้ยนไม่ถูกต้อง
RESULT_TYPE.CANNOT_AWAKEN_YET,ยังไม่สามารถ ปลุก ได้
RESULT_TYPE.CANNOT_AWAKEN_MORE,ไม่สามารถ ปลุกเพิ่มได้อีก
RESULT_TYPE.RUNE_ITEM_NOT_OWNED,ท่านไม่มีไอเทมรูน นี้
RESULT_TYPE.SAME_RUNE_EQUIPPED,รูนชนิดเดียวกันติดตั้งเรียบร้อยแล้ว
RESULT_TYPE.ALEADY_OCCUPIED,ได้รับมอบหมายแล้ว
RESULT_TYPE.PRESERVE_PRICE_ERROR,ค่ารักษาไม่ถูกต้อง
RESULT_TYPE.RUNE_ITEM_DATA_NOT_FOUND,ไม่มีข้อมูลไอเท็มรูน
RESULT_TYPE.RUNE_DATA_NOT_FOUND,ไม่มีข้อมูลรูน
RESULT_TYPE.PART_TYPE_ERROR,ชิ้นส่วนที่ไม่ถูกต้อง
RESULT_TYPE.NO_EQUIPPED_RUNE,ยังไม่ได้ติดตั้งรูน
RESULT_TYPE.HERO_ALREADY_EXIST,มีฮีโร่อยู่แล้ว
RESULT_TYPE.SKILL_NOT_LEARNED,ท่านยังไม่ได้เรียนรู้ทักษะ
RESULT_TYPE.INVALID_SKILL_EXTEND,การขยายสกิลที่ไม่ถูกต้อง
RESULT_TYPE.NOT_ENOUGH_ITEM,ไอเท็มไม่เพียงพอ
RESULT_TYPE.BOOK_ITEM_DATA_NOT_FOUND,ไม่มีไอเท็มหนั​​งสือ
RESULT_TYPE.SKILL_ALREADY_LEARNED,เรียนรู้ทักษะนี้แล้ว
RESULT_TYPE.MAX_PURIFIED,ถึงระดับการชำระล้างสูงสุดแล้ว
RESULT_TYPE.MAX_HERO_STAR,ฮีโร่ถึงระดับปลุกพลังสูงสุดแล้ว
RESULT_TYPE.NO_AWAKE_MATERIAL,ไม่มีวัตถุดิบสำหรับการปลุกพลัง
RESULT_TYPE.PURIFY_DATA_NOT_FOUND,ไม่มีข้อมูลการชำระล้าง
RESULT_TYPE.INVALID_PURIFY_DATA,ข้อมูลการชำระล้างผิดพลาด
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_DATA_NOT_FOUND,ค่าทักษะไม่มีในระบบ
RESULT_TYPE.MAX_TRANSCEND_SKILL_LEVEL,ค่าทักษะสูงสุดเกินกว่าที่จำกัด
RESULT_TYPE.TRANSCEND_SKILL_LEVEL_PRICE_DATA_NOT_FOUND,ค่าทักษะไม่มีในระบบ
RESULT_TYPE.NOT_MAX_HERO_STAR,ฮีโร่ยังไม่ถึงระดับการปลุกสูงสุด
RESULT_TYPE.INVALID_TRANSCEND_COUNT,ค่าวิชาผิดพลาด
RESULT_TYPE.GRADE_TOO_LOW,ระดับต่ำเกินไป
RESULT_TYPE.CREATURE_DATA_NOT_FOUND,ไม่มีข้อมูลของฮีโร่
RESULT_TYPE.UPGRADE_BOOK_DATA_NOT_FOUND,ไม่มีข้อมูลการอัพเกรดหนังสือ
RESULT_TYPE.MATCH_PLAYER_NOT_FOUND,ไม่มีฝ่ายตรงข้าม
RESULT_TYPE.INVALID_SHOP_DATA,ไม่มีข้อมูลร้านค้า
RESULT_TYPE.NOT_GUILD_MEMBER,ไม่ได้เป็นสมาชิกของกิลล์
RESULT_TYPE.NOT_ENOUGH_GUILD_POINT,คะแนนกิลล์ไม่เพียงพอ
RESULT_TYPE.INVALID_SHOP_ITEM_LIST_INDEX,เลขของร้านค้าผิดพลาด
RESULT_TYPE.INVALID_ITEM_TYPE,ไม่มีประเภทของไอเทม
RESULT_TYPE.HERO_SHOP_SLOT_EXCEEDED,จำนวนช่องของ hero shop ถูกจำกัด
RESULT_TYPE.INVALID_HERO_SHOP_SLOT,จำนวนช่องของ hero shop ผิดพลาด
RESULT_TYPE.NO_SHOP_ITEM_INFO,ไม่มีไอเทมร้านค้า
RESULT_TYPE.NO_SHOP_ITEM_DATA,ไม่มีข้อมูลของไอเทมร้านค้า
RESULT_TYPE.NO_SELL_COUNT,ไม่มีจำนวนขาย
RESULT_TYPE.ALREADY_OPENED_CLASS,ชั้นเรียนได้เปิดแล้ว
RESULT_TYPE.NOT_OPENED_CLASS_DUNGEON,ไม่ได้เปิดดันเจี้ยนสำหรับชั้นเรียนที่เจาะจง
RESULT_TYPE.ALREADY_GET_CHALLENGE,ถูกรับรองแล้ว
RESULT_TYPE.ALREADY_HAVE_MATERIAL,มีวัสดุเรียบร้อยแล้ว
RESULT_TYPE.INVALID_HERO_CLASS,ชั้นเรียนผิด
RESULT_TYPE.TUTORIAL_DATA_NOT_FOUND,ไม่มีข้อมูลของการติว
RESULT_TYPE.RETRY,ลองใหม่อีกครั้ง
RESULT_TYPE.NOT_IMPLEMENTED_METHOD,กระบวนการผิดพลาด
RESULT_TYPE.INVALID_QUEST_INDEX,เลขเควสผิดพลาด
RESULT_TYPE.QUEST_INFO_NOT_FOUND,ไม่พบข้อมูลเควส
RESULT_TYPE.QUEST_NOT_CLEARED,เควสยังไม่สมบูรณ์
RESULT_TYPE.NOT_COMPLETED,ยังไม่สมบูรณ์
RESULT_TYPE.EMPTY_DUNGEON_INDICES,จำนวนของดันเจี้ยนว่างเปล่า
RESULT_TYPE.EVENT_INDEX_COUNT_MISMATCH,จำนวนของกิจกรรมไม่ตรง
RESULT_TYPE.MAX_DAILY_COUNT,เกินกำหนดของลิมิตในแต่ละวัน
RESULT_TYPE.ALREADY_VISITED,เข้าไปแล้ว
RESULT_TYPE.INVALID_MATERIAL_ITEM,ไอเท็มวัตถุดิบผิดพลาด
RESULT_TYPE.INVALID_REQ_ITEM_EXP_DATA,ค่า EXP ที่ต้องการสำหรับไอเท็มผิดพลาด
RESULT_TYPE.SAME_BOOSTER_APPLIED,Booster เอฟเฟคเหมือนกับที่มีอยู่แล้ว
