KEY,"French"
Sub1_Dimael_2_1_7,"Je... suis en vie."
Sub1_Dimael_2_1_8,"Je suis en vie !"
Sub1_Dimael_2_1_9,"Epigael !"
Sub1_Dimael_2_1_10,"Ton frère est vivant."
Sub1_Dimael_2_1_11,"Accroche-toi, je t'en supplie..."
Sub1_Dimael_2_1_12,"Lorraine, on dirait qu'ils se sont aussi emparés d'Arrovina."
Sub1_Dimael_2_1_13,"On est dans le pétrin..."
Sub1_Dimael_2_1_14,"L'ennemi avance plus rapidement que prévu. Il faut se hâter."
Sub1_Dimael_2_1_15,"Je vais tenter de les retenir pour qu'ils ne puissent plus te faire obstacle."
Sub1_Dimael_2_1_16,"Ce qui s'est passé ici me préoccupe. Bientôt, tout le continent sera envahi par les monstres."
Sub1_Dimael_2_1_17,"Le plan consiste à rassembler les survivants pour former une ligne de défense temporaire."
Sub1_Dimael_2_1_18,"Je voudrais t'accompagner et apporter mon aide au Guerrier de l'Épée sacrée,"
Sub1_Dimael_2_1_19,"mais la priorité reste de sauver le plus de vies possible... Je m'occupe de cet endroit."
Sub1_Dimael_2_1_20,"Donne-moi quelques jours, je vais t'ouvrir un chemin jusqu'à ta destination, quoi qu'il m'en coûte."
Sub1_Dimael_2_1_21,"Merci, princesse. Allons-y."
Sub1_Dimael_2_1_22,"Hein ?"
Sub1_Dimael_2_1_23,"Une minute ! J'ai trouvé un survivant !"
Sub1_Dimael_2_1_24,"... ?"
Sub1_Dimael_2_1_25,"Qu'est-il arrivé ? Ont-ils réussi à s'emparer d'Arrovina ?"
Sub1_Dimael_2_1_26,"Écarte-toi."
Sub1_Dimael_2_1_27,"Nous ne te voulons pas de mal, mais il faut que tu rencontres ces personnes."
Sub1_Dimael_2_1_28,"Épargnez-moi vos balivernes et dégagez !"
Sub1_Dimael_2_1_29,"Hors de ma vue ! La seule personne dont j'ai besoin, c'est Epigael !"
Sub1_Dimael_2_1_30,"Il ne nous écoute pas... A-t-il succombé aux ténèbres, lui aussi ?"
Sub1_Dimael_2_1_31,"Attachons-le avant qu'il ne s'enfuie !"
Sub1_Dimael_2_1_32,"Ne me touchez pas, charognes !"
Sub1_Dimael_2_1_33,"Qu'est-ce qui se passe ?"
Sub1_Dimael_2_1_34,"Princesse, il reste un elfe noir en vie !"
Sub1_Dimael_2_1_35,"... !"
Sub1_Dimael_2_1_36,"Lorraine, j'ai trouvé un survivant d'Arrovina !"
Sub1_Dimael_2_1_37,"Ah, même ces enquiquineurs d'elfes sont là."
Sub1_Dimael_2_1_38,"Hors de mon chemin, ou il risque de vous arriver malheur."
Sub1_Dimael_2_1_39,"Primitif et arrogant. Mal élevé, comme tous les tiens."
Sub1_Dimael_2_1_40,"Nous voulons te parler."
Sub1_Dimael_2_1_41,"C'est très important."
Sub1_Dimael_2_1_42,"Silence ! Je ne me répéterai pas."
Sub1_Dimael_2_1_43,"Quittez Arrovina immédiatement !"
Sub1_Dimael_2_1_44,"Je t'en prie, elfe noir, calme-toi. Nous ne sommes pas venues nous battre."
Sub1_Dimael_2_1_45,"Nous sommes là pour vous aider."
Sub1_Dimael_2_1_46,"J'en ai assez de vos inepties pompeuses. Retournez à Elidora !"
Sub1_Dimael_2_1_47,"Mettez-vous en travers de mon chemin et je vous tuerai !"
Sub1_Dimael_2_1_48,"Sale bâtard au sang impur,"
Sub1_Dimael_2_2_1,"comment oses-tu t'adresser ainsi à Lorraine ?"
Sub1_Dimael_2_2_2,"Hmpf, inutile de vous fatiguer, votre sale engeance ne me fera pas changer d'avis."
Sub1_Dimael_2_2_3,"J'en ai assez d'écouter vos imbécilités. Je devrais tous vous tuer pour en finir."
Sub1_Dimael_2_2_4,"Calme-toi, je t'en prie. Nous ne sommes pas tes ennemies."
Sub1_Dimael_2_2_5,"Si vous voulez discuter, rentrez chez vous et adressez-vous aux vôtres !"
Sub1_Dimael_2_2_6,"Tu vas regretter de m'avoir tiré dessus."
Sub1_Dimael_2_3_1,"Bizarre... Mon corps est étrangement léger..."
Sub1_Dimael_2_3_2,"... ?"
Sub1_Dimael_2_3_3,"... !"
Sub1_Dimael_2_3_4,"Non, arrête !"
Sub1_Dimael_2_3_5,"Lorraine, ces barbares ne méritent pas de vivre."
Sub1_Dimael_2_3_6,"Traître un jour, traître toujours. On ne devrait pas le laisser..."
Sub1_Dimael_2_3_7,"Princesse Selene, vous m'aviez promis d'oublier votre vieille rancune contre eux."
Sub1_Dimael_2_3_8,"Ce n'est pas le moment de se battre. Regardez son bras."
Sub1_Dimael_2_3_9,"... !"
Sub1_Dimael_3_1_1,"Qu'est-ce que... Tu dis être de sang bleu, mais c'est tout ce que tu sais faire ?"
Sub1_Dimael_3_1_2,"Pathétique."
Sub1_Dimael_3_1_3,"Grr, espèce de..."
Sub1_Dimael_3_1_4,"Ça suffit."
Sub1_Dimael_3_1_5,"Toi, là. Tu ne devrais pas t'épuiser davantage."
Sub1_Dimael_3_1_6,"Hmpf ! Ne me dis pas ce que je dois faire."
Sub1_Dimael_3_1_7,"Tu crois vraiment que tu as fait ça tout seul ?"
Sub1_Dimael_3_1_8,"Vous autres, bâtards, ne servez jamais à rien."
Sub1_Dimael_3_1_9,"Dans ce cas, que dirais-tu de recevoir une raclée de la main d'un bâtard ?"
Sub1_Dimael_3_1_10,"Tu n'aurais jamais pu faire ça sans cette force qui ne t'appartient pas !"
Sub1_Dimael_3_1_11,"Hmpf. Vous les elfes, vous n'êtes bons qu'à bavasser."
Sub1_Dimael_3_1_12,"Tu me fais bien rire, toi qui ne fais qu'aboyer."
Sub1_Dimael_3_1_13,"Pathétique !"
Sub1_Dimael_3_1_14,"Comment ? Espèce de cruche !"
Sub1_Dimael_3_1_15,"Répète un peu, abruti violacé !"
Sub1_Dimael_3_1_16,"..."
Sub1_Dimael_3_1_17,"ÇA SUFFIT !"
Sub1_Dimael_3_1_18,"... !"
Sub1_Dimael_3_1_19,"Princesse, arrêtez de le provoquer."
Sub1_Dimael_3_1_20,"Désolée, Lorraine. C'était grossier de ma part."
Sub1_Dimael_3_1_21,"Tu as raison, elfe noir. Nous avons pénétré sur ton territoire, et je m'en excuse."
Sub1_Dimael_3_1_22,"Mais il le fallait. Les lettres que j'ai envoyées à Arrovina sont restées sans réponse."
Sub1_Dimael_3_1_23,"Je ne savais pas ce qui se passait ici..."
Sub1_Dimael_3_1_24,"Hmpf."
Sub1_Dimael_3_1_25,"Je n'arrive pas à croire qu'Arrovina l'imprenable soit tombée si vite."
Sub1_Dimael_3_1_26,"Nombreux sont ceux qui ont été tués lors du raid, ce jour-là. Nous n'avons rien pu faire."
Sub1_Dimael_3_1_27,"Si l'enfer existe, alors nous en avons eu un aperçu."
Sub1_Dimael_3_1_28,"Y a-t-il d'autres survivants ?"
Sub1_Dimael_3_1_29,"Les rescapés ont été évacués vers la forteresse Noire."
Sub1_Dimael_3_1_30,"Je suis resté pour protéger leurs arrières."
Sub1_Dimael_3_1_31,"C'est pour cela que toute la zone est déserte."
Sub1_Dimael_3_1_32,"Je suis heureuse de savoir que ton peuple a survécu."
Sub1_Dimael_3_1_33,"Oui. Mais je ne sais pas si ma famille est encore en vie."
Sub1_Dimael_3_1_34,"Si vous avez fini de jacasser, laissez-moi partir."
Sub1_Dimael_3_1_35,"Tu veux aller à la forteresse ? C'est aussi notre route."
Sub1_Dimael_3_1_36,"J'ai encore bien des choses à te dire. J'espère que ça ne te dérange pas qu'on vienne avec toi."
Sub1_Dimael_3_2_1,"Si seulement nous étions venues plus tôt..."
Sub1_Dimael_3_2_2,"Je suis désolée."
Sub1_Dimael_3_2_3,"Pas la peine de dire ça si tu n'es pas sincère. Je n'attendais aucune aide du monde extérieur,"
Sub1_Dimael_3_2_4,"et surtout pas des elfes."
Sub1_Dimael_3_2_5,"Qu'est-ce que tu regardes comme ça ?"
Sub1_Dimael_3_2_6,"Si les autres peuples ne sont pas venus, ce n'est pas parce qu'ils ne le voulaient pas, mais probablement parce qu'ils ne pouvaient pas."
Sub1_Dimael_3_2_7,"Le continent entier a sombré dans le chaos. Y compris ma patrie, Elidora."
Sub1_Dimael_3_2_8,"La république de Galluah est au bord de l'effondrement. Ogria a également succombé."
Sub1_Dimael_3_2_9,"Alors, pourquoi venir à Arrovina, plutôt que d'aller leur porter secours ?"
Sub1_Dimael_3_2_10,"Tu sais mieux que quiconque que nos peuples ne sont pas en bons termes."
Sub1_Dimael_3_2_11,"Je te l'ai dit, nous ne sommes pas venues nous battre."
Sub1_Dimael_3_2_12,"Tu n'as pas l'air au courant des derniers développements."
Sub1_Dimael_3_2_13,"Le Guerrier de l'Épée sacrée a pris la tête d'une expédition afin de vaincre Angmund."
Sub1_Dimael_3_2_14,"Je me fiche de ce qui se passe à l'étranger."
Sub1_Dimael_3_2_15,"Bande de sauvages égoïstes."
Sub1_Dimael_3_2_16,"Nous nous frayons un chemin au milieu des monstres qui submergent le continent"
Sub1_Dimael_3_2_17,"pour que Lorraine puisse se joindre à l'expédition."
Sub1_Dimael_3_2_18,"La seule façon d'y arriver est de passer par Arrovina."
Sub1_Dimael_3_2_19,"Nous n'avons aucune chance de traverser Galluah à l'heure actuelle."
Sub1_Dimael_3_2_20,"Ah ! On peut dire que la princesse elfe a la langue acerbe."
Sub1_Dimael_3_2_21,"Hmpf, c'est à cause de toi."
Sub1_Dimael_3_2_22,"Assez ! Ça suffit !"
Sub1_Dimael_3_2_23,"J'ai envoyé de nombreuses lettres à Arrovina avant de venir, elfe noir."
Sub1_Dimael_3_2_24,"Je demandais votre aide afin de constituer une ligne de défense contre les monstres."
Sub1_Dimael_3_2_25,"Mais ils n'ont jamais répondu."
Sub1_Dimael_3_2_26,"Je n'arrive pas à croire qu'on ait perdu Arrovina si vite."
Sub1_Dimael_3_2_27,"Les monstres ont peut-être pensé qu'Arrovina était une proie facile."
Sub1_Dimael_3_2_28,"Sans alliés, vous deviez avoir l'air vulnérable."
Sub1_Dimael_3_2_29,"Ou alors, ils cherchaient à accéder à cette énergie noire que vous possédez."
Sub1_Dimael_3_2_30,"Hmpf, nous n'avons pas besoin d'aide."
Sub1_Dimael_3_2_31,"Nous ne serions pas tombés si facilement, s'ils n'avaient pas lancé ce raid."
Sub1_Dimael_3_2_32,"Je leur ferai payer cette humiliation au centuple."
Sub1_Dimael_3_2_33,"Hmpf, tu devrais d'abord soigner cette abomination que tu as sur le corps."
Sub1_Dimael_3_2_34,"Mais de quoi tu parles, enfin ?"
Sub1_Dimael_3_2_35,"... !"
Sub1_Dimael_3_2_36,"Je passerais bien la journée à m'époumoner contre toi, mais j'ai une mission à accomplir."
Sub1_Dimael_3_3_1,"Ces créatures monstrueuses pullulent toujours en Arrovina."
Sub1_Dimael_3_3_2,"Tu... Je crois que tu ne te rends pas bien compte de ton état."
Sub1_Dimael_3_3_3,"N'as-tu pas eu la sensation d'être aspiré, quand tu as utilisé ton pouvoir ? Te sens-tu plus fort qu'avant ?"
Sub1_Dimael_3_3_4,"Hum... oui."
Sub1_Dimael_3_3_5,"Désormais, tu devrais arrêter de te battre. Pour toujours."
Sub1_Dimael_3_3_6,"Quoi ? Qu'est-ce qui te prend, d'un coup ?"
Sub1_Dimael_3_3_7,"Ton pouvoir provient de la graine du Mal."
Sub1_Dimael_3_3_8,"Une masse informe de malveillance..."
Sub1_Dimael_3_3_9,"Elles sont extrêmement rares et n'apparaissent que dans des environnements immatériels."
Sub1_Dimael_3_3_10,"Je n'ai connu qu'une seule autre personne qui en était atteinte, il y a longtemps."
Sub1_Dimael_3_3_11,"Mais qu'est-ce que tu essaies me dire ?"
Sub1_Dimael_3_3_12,"Ton bras droit est infecté par cette graine du Mal."
Sub1_Dimael_3_3_13,"Inutile de songer à utiliser à nouveau ce pouvoir."
Sub1_Dimael_3_3_14,"La douleur serait si intense que la mort te semblerait préférable."
Sub1_Dimael_3_3_15,"Explique-toi !"
Sub1_Dimael_3_3_16,"Surveille ta langue quand tu t'adresses à Lorraine !"
Sub1_Dimael_3_3_17,"Je ne sais pas qui a bien pu te faire ça,"
Sub1_Dimael_3_3_18,"mais c'est terriblement dangereux."
Sub1_Dimael_3_3_19,"Petit à petit, la graine du Mal va prendre racine et s'emparer de tout ton corps."
Sub1_Dimael_3_3_20,"Autrement dit, tu n'es plus que son hôte."
Sub1_Dimael_3_3_21,"... !"
Sub1_Dimael_3_3_22,"Cette ordure... C'est cette ordure qui m'a fait ça !"
Sub1_Dimael_3_3_23,"Bon sang ! Je n'ai qu'à me couper le bras !"
Sub1_Dimael_3_3_24,"Son hôte ne peut pas la voir"
Sub1_Dimael_3_3_25,"et plus tu tenteras de t'en débarrasser, plus elle s'insinuera profondément en toi."
Sub1_Dimael_3_3_26,"À la moindre menace, elle disparaîtra et endommagera ton corps."
Sub1_Dimael_3_3_27,"J'en avais entendu parler, mais c'est la première fois que j'en vois une."
Sub1_Dimael_3_3_28,"De ce que j'en sais, aucune personne ordinaire ne peut y survivre."
Sub1_Dimael_3_3_29,"Contrairement aux autres plantes, les graines du Mal poussent dans les endroits sombres."
Sub1_Dimael_3_3_30,"Les elfes noirs ont tourné le dos à la lumière au profit de l'ombre. Leur corps doit constituer l'hôte idéal."
Sub1_Dimael_3_3_31,"Bon sang... Bon sang !"
Sub1_Dimael_3_3_32,"Plus la graine se développe, plus son influence sur son porteur grandit."
Sub1_Dimael_3_3_33,"Comme tout à l'heure, tu te sentiras incroyablement puissant,"
Sub1_Dimael_3_3_34,"mais cette force n'est que ta propre énergie"
Sub1_Dimael_3_3_35,"que la graine consume pour se nourrir."
Sub1_Dimael_3_3_36,"..."
Sub1_Dimael_3_3_37,"Plus tu t'épuiseras, plus la graine poussera vite."
Sub1_Dimael_3_3_38,"Et qu'est-ce qui se passe si je la laisse tranquille ? Elle va me tuer ?"
Sub1_Dimael_3_3_39,"Ses racines vont s'implanter dans ton cœur. Quand ce sera fait,"
Sub1_Dimael_3_3_40,"elle te dévorera et produira une fleur."
Sub1_Dimael_3_3_41,"Et c'est là que les ennuis commencent."
Sub1_Dimael_3_3_42,"Lors de son éclosion, cette fleur engendrera un vortex assez puissant pour aspirer le continent tout entier."
Sub1_Dimael_3_3_43,"Pire, elle est particulièrement fertile."
Sub1_Dimael_3_3_44,"Une fois le stade de développement final atteint, elle peut survivre sans son hôte et répandre des graines un peu partout."
Sub1_Dimael_3_3_45,"En d'autres termes, tu pourrais bien devenir un sérieux obstacle dans notre combat contre Angmund."
Sub1_Dimael_3_3_46,"Cette ordure, je n'arrive pas à croire qu'il m'ait fait ça !"
Sub1_Dimael_3_3_47,"Quoi qu'il en soit, il est plus probable que tu meures avant qu'elle fleurisse."
Sub1_Dimael_3_3_48,"On raconte que personne n'a survécu à la douleur qu'elle provoque."
Sub1_Dimael_3_3_49,"Privée de l'énergie dont elle se nourrit, la graine périra avec toi."
Sub1_Dimael_3_3_50,"C'est censé me remonter le moral ?"
Sub1_Dimael_3_3_51,"Je suis désolée, mais je ne sais pas comment t'en débarrasser."
Sub1_Dimael_3_3_52,"Seuls les démons de haut rang doivent savoir comment la retirer."
Sub1_Dimael_3_3_53,"Évite de la nourrir. Tu dois retarder sa croissance le plus longtemps possible."
Sub1_Dimael_3_3_54,"Une fois l'expédition terminée, je pourrai aller à Orvelia et demander l'aide des gnomes. Ils possèdent de vastes connaissances."
Sub1_Dimael_3_3_55,"Je n'ai pas besoin de ton aide !"
Sub1_Dimael_3_3_56,"Ce n'est pas le moment d'écouter ton orgueil !"
Sub1_Dimael_3_3_57,"Merci de t'inquiéter, mais je peux gérer mes propres problèmes."
Sub1_Dimael_3_3_58,"Ce n'est pas pour toi qu'on s'inquiète, c'est pour le reste du monde."
Sub1_Dimael_3_3_59,"Es-tu vraiment obligée de me reprendre à chaque fois ?"
Sub1_Dimael_3_3_60,"Laisse tomber. Je ne veux plus ergoter avec toi."
Sub1_Dimael_3_3_61,"La forteresse n'est plus très loin. On devrait se séparer."
Sub1_Dimael_3_3_62,"Personne ne vous fera bon accueil, ici."
Sub1_Dimael_3_3_63,"Tu veux vraiment..."
Sub1_Dimael_3_3_64,"Partez de votre côté."
Sub1_Dimael_3_3_65,"Je ne me répèterai pas."
Sub1_Dimael_3_3_66,"Nous voulions t'accompagner jusqu'à la forteresse."
Sub1_Dimael_3_3_67,"Mais, si tel est ton choix, alors je te demande de remettre cette lettre à ton roi."
Sub1_Dimael_3_3_68,"J'ai entendu de nombreuses rumeurs peu flatteuses sur les elfes noirs, mais je ne pense pas que vous soyez égoïstes."
Sub1_Dimael_3_3_69,"Ou que vous nous ayez trahis."
Sub1_Dimael_3_3_70,"Hmpf."
Sub1_Dimael_3_3_71,"Vous avez préféré l'ombre à la lumière, mais nous sommes issus du même peuple."
Sub1_Dimael_3_3_72,"C'est tout ? Tu veux juste que je lui remette cette lettre ?"
Sub1_Dimael_3_3_73,"Oui."
Sub1_Dimael_3_3_74,"J'espère que vous réfléchirez et que vous accepterez de réunir les rescapés pour nous aider à repousser les monstres."
Sub1_Dimael_3_3_75,"Nous vous enverrons des renforts pour vous aider à reconstruire Arrovina."
Sub1_Dimael_3_3_76,"C'est le devoir des survivants."
Sub1_Dimael_3_3_77,"Je me fiche de ces histoires de devoir, je veux juste venger les miens."
Sub1_Dimael_3_3_78,"Quoi qu'il en soit, puisque tu as pris la peine de venir jusqu'ici, je transmettrai ton message à Sa Majesté."
Sub1_Dimael_3_3_79,"Sois prudent."
Sub1_Dimael_3_3_80,"Et n'oublie pas ce que je t'ai dit."
Sub1_Dimael_3_3_81,"Fais attention à toi. Enfin, si tu ne veux pas devenir un monstre violacé."
Sub1_Dimael_3_3_82,"Argh ! J'espère ne jamais vous revoir !"
Sub1_Dimael_3_3_83,"Alors on est deux."
Sub1_Dimael_3_3_84,"J'avais enfin réussi à atteindre la forteresse. Loués soient les dieux, Epigael était là."
Sub1_Dimael_3_3_85,"Nous avons établi un réseau de communications avec les autres peuples pour reconstruire Arrovina."
Sub1_Dimael_3_3_86,"Des années plus tard, j'ai entendu dire que le Seigneur des ténèbres et le Guerrier avaient soudainement disparu."
Sub1_Dimael_3_3_87,"Et puis, tout est rentré dans l'ordre."
Sub1_Dimael_3_3_88,"Est-ce ce qu'ils voulaient ?"
Sub1_Dimael_3_3_89,"Je croyais que c'était terminé."
Sub1_Dimael_3_3_90,"Je l'espérais."
Sub1_Dimael_4_1_1,"Je reviendrai."
Sub1_Dimael_4_1_2,"Dimael, non."
Sub1_Dimael_4_1_3,"Ne me laisse pas, je t'en prie."
Sub1_Dimael_4_1_4,"Ils ont décidé de mon affectation, Epigael."
Sub1_Dimael_4_1_5,"Ils disent que, cette fois, la famille royale protégera la famille des enrôlés."
Sub1_Dimael_4_1_6,"Et... non, rien."
Sub1_Dimael_4_1_7,"Dimael..."
Sub1_Dimael_4_1_8,"Les rapports indiquent que les monstres sont de retour."
Sub1_Dimael_4_1_9,"Epigael, il y a des décennies de cela, nos parents ont été tués devant mes yeux."
Sub1_Dimael_4_1_10,"Je ne veux pas que d'autres habitants d'Arrovina connaissent cette tragédie."
Sub1_Dimael_4_1_11,"Je pars, pour Arrovina. Et pour toi."
Sub1_Dimael_4_1_12,"Mais..."
Sub1_Dimael_4_1_13,"S'il se passe quoi que ce soit, va voir Siel."
Sub1_Dimael_4_1_14,"Maintenant qu'il est devenu officier, il ne peut plus m'accompagner à Aegina."
Sub1_Dimael_4_1_15,"Je reviendrai. Je te le promets."
Sub1_Dimael_4_1_16,"Ne pars pas, je t'en supplie !"
Sub1_Dimael_4_1_17,"Hmpf, ça n'en finit jamais."
Sub1_Dimael_4_1_18,"Capitaine, est-ce que ça va ?"
Sub1_Dimael_4_1_19,"Vous êtes tout pâle."
Sub1_Dimael_4_1_20,"Et votre bras..."
Sub1_Dimael_4_1_21,"Ne t'en fais pas pour moi."
Sub1_Dimael_4_1_22,"Ils sont trop nombreux !"
Sub1_Dimael_4_1_23,"C-capitaine, il y en a d'autres qui débarquent de la colline d'Annes !"
Sub1_Dimael_4_1_24,"Quoi ? Mais on a nettoyé cette zone il a quelques jours !"
Sub1_Dimael_4_1_25,"Est-ce une autre faille ?"
Sub1_Dimael_4_1_26,"Argh..."
Sub1_Dimael_4_1_27,"A-t-on demandé des renforts à Arrovina ?"
Sub1_Dimael_4_1_28,"J'ai envoyé des messages, mais on n'a pas encore de réponse."
Sub1_Dimael_4_1_29,"Bon sang, et s'il leur était arrivé quelque chose..."
Sub1_Dimael_4_1_30,"Cela fait plus de dix ans qu'ils nous soutiennent, ils n'ont pas de raison d'arrêter maintenant."
Sub1_Dimael_4_1_31,"Capitaine, attention !"
Sub1_Dimael_4_2_1,"Il faut battre en retraite ! On doit trouver comment se débarrasser de la faille !"
Sub1_Dimael_4_2_2,"Si on reste là, on va se faire tuer !"
Sub1_Dimael_4_2_3,"Non ! C'est notre dernière ligne de défense !"
Sub1_Dimael_4_2_4,"Si on part, l'ennemi aura le champ libre jusqu'à Arrovina !"
Sub1_Dimael_4_2_5,"... !"
Sub1_Dimael_4_2_6,"Ce grondement qui vient du plus profond de mon être..."
Sub1_Dimael_4_2_7,"La graine me pousse à agir."
Sub1_Dimael_4_2_8,"Combien d'années suis-je resté ici à faire couler le sang ?"
Sub1_Dimael_4_2_9,"Epigael..."
Sub1_Dimael_4_2_10,"Je peux perdre le contrôle à tout moment."
Sub1_Dimael_4_2_11,"Tu es plus en sécurité sous la protection de la famille royale qu'à mes côtés."
Sub1_Dimael_4_2_12,"Capitaine... On ne peut pas continuer comme ça."
Sub1_Dimael_4_2_13,"La ferme ! Avez-vous oublié ce jour ?"
Sub1_Dimael_4_2_14,"Si vous ne voulez pas que la destruction s'abatte encore sur Arrovina, repoussez-les, quitte à sacrifier votre vie !"
Sub1_Dimael_4_3_1,"Les... Les revoilà..."
Sub1_Dimael_4_3_2,"Nous sommes perdus ! Perdus !"
Sub1_Dimael_4_3_3,"Accrochez-vous !"
Sub1_Dimael_4_3_4,"Arrovina nous enverra bientôt des renforts !"
Sub1_Dimael_4_3_5,"C'est fini... La famille royale nous a abandonnés..."
Sub1_Dimael_4_3_6,"Non, ils ne feraient jamais ça !"
Sub1_Dimael_4_3_7,"Ne renoncez pas ! Les secours arrivent, c'est sûr !"
Sub1_Dimael_4_3_8,"... ? Aaaaaah !"
Sub1_Dimael_4_3_9,"Aaaargh !"
Sub1_Dimael_4_3_10,"Bon sang, ils nous prennent à revers !"
Sub1_Dimael_4_3_11,"Rassemblez-vous au centre !"
Sub1_Dimael_4_4_1,"Hors de mon chemin !"
Sub1_Dimael_4_4_2,"Capitaine, nous devons battre en retraite !"
