KEY,"ChineseSimplified"
TUTORIAL_TEXT_28,"欢迎来到英雄殿堂。"
TUTORIAL_TEXT_29,"英雄殿堂内存在着英雄觉醒前必须挑战的试炼之房，"
TUTORIAL_TEXT_30,"以及净化在试炼中获得的黑暗面的净化之房。"
TUTORIAL_TEXT_31,"欢迎来到试炼之房。"
TUTORIAL_TEXT_32,"在试炼之房中，\n\n可以获得英雄觉醒所需的被封印的黑暗面。"
TUTORIAL_TEXT_33,"点击入场按钮可以进入副本。"
TUTORIAL_TEXT_34,"选择符合各个房间需求职业的英雄后可以入场。"
TUTORIAL_TEXT_35,"选取英雄后，请点击进入按钮。"
TUTORIAL_TEXT_36,"进入试炼之房时，背包内必须有所需的晶元。"
TUTORIAL_TEXT_37,"所需的晶元足够后，点击解锁按钮可以解除入口的封印。"
TUTORIAL_TEXT_38,"通过试炼击倒内心的黑暗面吧！"
TUTORIAL_TEXT_39,"欢迎来到净化之房。"
TUTORIAL_TEXT_40,"在净化之房中可以净化从试炼之房中获得的「被封印的黑暗面」，\n\n净化完成后可使英雄觉醒。"
TUTORIAL_TEXT_41,"已获得「被封印的黑暗面」的英雄，点击进入按钮就可以进入。"
TUTORIAL_TEXT_42,"注意：净化「被封印的黑暗面」需要消耗大量金币。"
TUTORIAL_TEXT_43,"点击净化按钮开始净化「被封印的黑暗面」。"
TUTORIAL_TEXT_44,"在「被封印的黑暗面」完全净化之前，请持续点击净化按钮。"
TUTORIAL_TEXT_45,"可以查看战斗中登场的怪物。"
TUTORIAL_TEXT_46,"这些是战斗结束后可以获得的物品。"
TUTORIAL_TEXT_47,"右侧则是参战英雄的组队画面。"
TUTORIAL_TEXT_48,"请将英雄移动至黑色火药仓库吧！"
TUTORIAL_TEXT_49,"现在您可以自由游玩游戏了！\n\n请移动至下个区域以进入下一段故事。"
TUTORIAL_TEXT_50,"您击败了黑暗凯瑟，获得了凯瑟的「被封印的黑暗面」。"
TUTORIAL_TEXT_51,"请移动至战斗区域1-1。"
TUTORIAL_TEXT_52,"请移动至战斗区域1-2。"
TUTORIAL_TEXT_53,"请移动至战斗区域1-3。"
TUTORIAL_TEXT_54,"您已经完成了踏上冒险旅途的准备。"
TUTORIAL_TEXT_55,"请移动至英雄殿堂。"
TUTORIAL_TEXT_56,"持有晶元的英雄可以挑战试炼之房。\n\n请选择凯瑟进行下一阶段。"
TUTORIAL_TEXT_57,"必须解除封印才能进入。"
TUTORIAL_TEXT_58,"请使用5个正义的晶元。"
TUTORIAL_TEXT_59,"请使用5个武力的晶元。"
TUTORIAL_TEXT_60,"请使用5个幸运的晶元。"
TUTORIAL_TEXT_61,"请选取要净化黑暗面的英雄。"
TUTORIAL_TEXT_62,"点击净化按钮后，净化会开始进行，\n\n每次净化都需要消耗金币。"
TUTORIAL_TEXT_63,"点击觉醒按钮就可以获得2星凯瑟！"
TUTORIAL_TEXT_64,"英雄觉醒完成后，试着挑战试炼之塔吧！"
TUTORIAL_TEXT_65,"试炼之塔一共有15层。\n\n每3层可以获得觉醒所需的晶元。"
TUTORIAL_TEXT_66,"在试炼之塔中，敌人将是其他玩家的队伍。\n\n点击战斗准备按钮将移动到队伍编辑画面。"
TUTORIAL_TEXT_67,"请进入深渊之牢。"
TUTORIAL_TEXT_68,"深渊之牢有5个区域，\n\n入场需要消耗金币。"
TUTORIAL_TEXT_69,"请点选第1区域。"
TUTORIAL_TEXT_70,"在深渊之牢中，英雄经过战斗后将会使用剩余的生命值与魔力继续下场战斗。\n\n若英雄死亡，则该英雄无法再参战。"
TUTORIAL_TEXT_71,"请移动至商店。"
TUTORIAL_TEXT_72,"点击商店按钮将进入商店。"
TUTORIAL_TEXT_73,"使用传送点可以快速移动至较远的区域。"
TUTORIAL_TEXT_74,"请点选传送门按钮。"
TUTORIAL_TEXT_75,"请点选首都奥勒贝尔。"
TUTORIAL_TEXT_76,"点选移动按钮将立即移动至村庄。"
TUTORIAL_TEXT_77,"首都奥勒贝尔开放了。"
TUTORIAL_TEXT_78,"在奥勒贝尔可以使用商店、公会等多种系统。"
TUTORIAL_TEXT_79,"一旦完成解锁条件后，每个内容将可以透过任务进入。"
TUTORIAL_TEXT_80,"地下监牢开放了！"
TUTORIAL_TEXT_81,"请点击进入副本按钮。"
TUTORIAL_TEXT_82,"可进入的区域会随着礼拜几而有所不同。"
TUTORIAL_TEXT_83,"请点选扫荡准备按钮进入第1区域。"
TUTORIAL_TEXT_84,"确认该区域的登场敌人及想挑战的难易度后，\n\n接着请点击战斗准备按钮键。"
TUTORIAL_TEXT_85,"组成队伍后，点击战斗开始进入战斗。"
TUTORIAL_TEXT_86,"竞技场开放了！"
TUTORIAL_TEXT_87,"请点击进入竞技场按钮。"
TUTORIAL_TEXT_88,"竞技场可以分为胜者之巅、荣耀之巅、王者之巅三种赛区。"
TUTORIAL_TEXT_89,"请点击进入胜者之巅。"
TUTORIAL_TEXT_90,"画面左侧显示自身目前所属的赛区排名。"
TUTORIAL_TEXT_91,"画面右侧显示自身的赛区信息。"
TUTORIAL_TEXT_92,"请点击准备战斗按钮。"
TUTORIAL_TEXT_93,"组成队伍后，点击战斗开始按钮进入战斗。"
TUTORIAL_TEXT_94,"深渊之牢开放了！"
TUTORIAL_TEXT_95,"请点击血腥深渊。"
TUTORIAL_TEXT_96,"深渊之牢共分为5个房间，"
TUTORIAL_TEXT_97,"可以从第一间房间通关至最后一间房间。"
TUTORIAL_TEXT_98,"深渊之牢每日重置一次，BOSS的生命值将取决于战斗结果。"
TUTORIAL_TEXT_99,"请选择第一间房间。"
TUTORIAL_TEXT_100,"请点击准备战斗按钮。"
TUTORIAL_TEXT_101,"进入深渊之牢的英雄，生命值与魔力将取决于战斗结果"
TUTORIAL_TEXT_102,"若英雄进入无法战斗状态，\n\n将无法参与接下来的战斗。"
TUTORIAL_TEXT_103,"另外，第一次进入各个房间时，\n\n皆需要消耗一定数量的金币。"
TUTORIAL_TEXT_104,"组成队伍后，点击战斗开始按钮进入战斗。"
TUTORIAL_TEXT_105,"上古皇室金库已开放！"
TUTORIAL_TEXT_106,"请点击进入副本按钮。"
TUTORIAL_TEXT_107,"欢迎来到铁匠铺。"
TUTORIAL_TEXT_108,"铁匠铺可以强化装备属性和星级。"
TUTORIAL_TEXT_109,"强化至最大值的装备可作为提升相同装备星级的材料"
TUTORIAL_TEXT_110,"装备的属性可以使用魔法粉末强化。"
TUTORIAL_TEXT_111,"您进入了高级副本：黑色火药库。"
TUTORIAL_TEXT_112,"每个章节皆有一个高级副本，\n\n共有8个战斗区域。"
TUTORIAL_TEXT_113,"您可以在前7个战斗区域获得各种英雄觉醒所需的晶元。"
TUTORIAL_TEXT_114,"在最后一个战斗区域则可以获得贵重的物品。"
TUTORIAL_TEXT_115,"首次完成挑战后，\n\n可以在想要的区域重复进行战斗。"
TUTORIAL_TEXT_116,"您已经全部通关高级副本：黑色火药库。"
TUTORIAL_TEXT_117,"上古皇室金库\n\n是有每日次数限制的副本。"
TUTORIAL_TEXT_118,"挑战越高楼层可获得的金币数量就越多，\n\n快来挑战更高难度的楼层，获取更多金币吧！"
TUTORIAL_TEXT_119,"进入王室金库的地下迷宫探险，击败出没的魔物吧！"
TUTORIAL_TEXT_120,"这是个获得王室赏赐金银财宝的机会！"
TUTORIAL_TEXT_121,"{1}挑战条件：{2}完成"
TUTORIAL_TEXT_122,"请移动到首都奥勒贝尔。"
TUTORIAL_TEXT_123,"点击章节移动按钮开始进行教学。"
TUTORIAL_TEXT_124,"请长按英雄图像。"
TUTORIAL_TEXT_125,"此外，有很高的机率可以在最后一个战斗区域中获得七种晶元中的其中一种。"
TUTORIAL_TEXT_126,"高级副本中可获得的晶元数量将随着通过的章节而增加"
TUTORIAL_TEXT_127,"您已通过王之平原的所有简单模式关卡。"
TUTORIAL_TEXT_128,"画面上方的奖牌正在发光呢！\n\n要点击奖牌吗？"
TUTORIAL_TEXT_129,"点击[FFFF00]完成简单模式[-]可以领取简单难度的通关奖励。"
TUTORIAL_TEXT_130,"挑战其他难度获得特殊的奖励吧！"
TUTORIAL_TEXT_131,"您去过[FFFF00]特惠商城[-]了吗？\n\n可以在这里快速购得英雄的装备哦！"
TUTORIAL_TEXT_132,"请点击[FFFF00]特惠商城[-]。"
TUTORIAL_TEXT_133,"在[FFFF00]特惠商城[-]中可以使用红宝石或金币购买英雄、成长道具、装备等物品。"
TUTORIAL_TEXT_134,"每天可以免费进行一次特殊道具召唤、五次普通道具召唤。"
TUTORIAL_TEXT_135,"请点击[FFC000]特殊道具召唤[-]。"
TUTORIAL_TEXT_136,"点击[FFC000]特殊道具召唤[-]，可以召唤特殊道具。"
TUTORIAL_TEXT_137,"恭喜您！获得了一把[FC58E7]魔杖[-]！"
TUTORIAL_TEXT_138,"请别错过每天的召唤机会喔！"
TUTORIAL_TEXT_139,"施展芙莱儿的「神迹之光」即可恢复同伴的生命值。"
TUTORIAL_TEXT_140,"您现在可以自由游玩了。"
TUTORIAL_TEXT_141,"您完成了所有教学！"
TUTORIAL_TEXT_142,"当您的冒险旅途来到了世界树，\n\n将可以获得特别的奖励！"
TUTORIAL_TEXT_143,"和新的英雄一起享受King's Raid的冒险吧！"
TUTORIAL_TEXT_144,"战斗中无任何英雄死亡且赢得胜利的话，将可获得三颗星的成就。"
TUTORIAL_TEXT_145,"请点击画面上方的章节通关奖励。"
TUTORIAL_TEXT_146,"试著挑战所有关卡并取得3颗星吧。"
TUTORIAL_TEXT_147,"依照各难易度可获得特别的奖励！"
TUTORIAL_TEXT_148,"恭喜您！\n\n您通关了第1章节的[FFFF00]简单模式[-]！"
TUTORIAL_TEXT_149,"挑战[00B0F0]普通模式[-]以获得更优渥的奖励！"
TUTORIAL_TEXT_150,"进入战斗前，\n\n可以选择难度。"
TUTORIAL_TEXT_151,"需通过前一个难度并获得3颗星，\n\n才能选择下一个难度。"
TUTORIAL_TEXT_152,"请点击难度按钮。"
TUTORIAL_TEXT_153,"请选择[00B0F0]普通模式[-]。"
TUTORIAL_TEXT_154,"怪物的等级变高了，"
TUTORIAL_TEXT_155,"但相对地可以获得更多金币和经验药水，"
TUTORIAL_TEXT_156,"以及级别更高的道具。"
TUTORIAL_TEXT_157,"不要忘记喽！\n\n难度越高，奖励越丰富！"
TUTORIAL_TEXT_158,"请点击装备觉醒按钮。"
TUTORIAL_TEXT_159,"请选择画面下方的未穿戴装备。"
TUTORIAL_TEXT_160,"请选择要进行觉醒的装备。"
TUTORIAL_TEXT_161,"进行装备觉醒时，\n\n需要使用相同的装备作为材料。"
TUTORIAL_TEXT_162,"请选择要作为材料的装备。"
TUTORIAL_TEXT_163,"您获得了1星装备！"
TUTORIAL_TEXT_164,"请记得，装备的星数越多，装备的性能也就越好唷！"
TUTORIAL_TEXT_165,"有些英雄可以在高难度的关卡获得。"
TUTORIAL_TEXT_166,"要启程去冒险了吗？\n\n请将凯瑟移动至城门外。"
TUTORIAL_TEXT_167,"克丽欧的火球术可以一次攻击大范围内的敌人。"
TUTORIAL_TEXT_168,"请使用火球术！"
TUTORIAL_TEXT_169,"罗伊的隐匿披风可以瞬间大幅提升攻击力和回避率。"
TUTORIAL_TEXT_170,"请使用隐匿披风！"
TUTORIAL_TEXT_171,"凯瑟的英勇突刺可以贯穿至敌人后方。"
TUTORIAL_TEXT_172,"如果我方被猛烈的攻击包围，可以使用这个技能改变攻击方向。"
TUTORIAL_TEXT_173,"请使用英勇突刺！"
TUTORIAL_TEXT_174,"芙莱儿的光之祝福可以为我军全体暂时抵挡伤害。"
TUTORIAL_TEXT_175,"请使用光之祝福！"
TUTORIAL_TEXT_176,"凯瑟的审判之刃可以将敌人击倒，中断敌人的技能。"
TUTORIAL_TEXT_177,"请使用审判之刃！"
TUTORIAL_TEXT_178,"英雄的专属武器只有对应的英雄可以装备。"
TUTORIAL_TEXT_179,"虽然是非常强大的武器，\n\n但等级只能强化至与英雄相同的等级。"
TUTORIAL_TEXT_180,"当英雄的等级提升了，也别忘了强化专属武器喔！"
TUTORIAL_TEXT_181,"装备有符石栏位时，可以配戴符石。"
TUTORIAL_TEXT_182,"请配戴符石吧！"
TUTORIAL_TEXT_183,"进行第2章节的建议英雄等级为20级。"
TUTORIAL_TEXT_184,"请通关第1章节的普通难度提升英雄等级吧！"
TUTORIAL_TEXT_185,"在英雄旅馆可以结识英雄并提高英雄的好感度。"
TUTORIAL_TEXT_186,"请点击英雄旅馆。"
TUTORIAL_TEXT_187,"这是目前在英雄旅馆留宿的英雄。"
TUTORIAL_TEXT_188,"可以选择与这位英雄结识，\n\n或是等待下一位英雄的到来。"
TUTORIAL_TEXT_189,"英雄将会在凌晨0时离开旅馆，\n\n并且会有新的英雄前来留宿。"
TUTORIAL_TEXT_190,"当您结识了一位英雄，可以提高与这位英雄的好感度。\n\n好感度达到最大值后便可以邀请他成为您的伙伴。"
TUTORIAL_TEXT_191,"若您喜爱的英雄前来留宿，请务必结识这位英雄。"
TUTORIAL_TEXT_192,"通过传送门进入世界地图时可看到主要据点。"
TUTORIAL_TEXT_193,"利用传送门即可快速移动至曾经造访过的主要据点。"
TUTORIAL_TEXT_194,"结交好友可以互赠友情点数。"
TUTORIAL_TEXT_195,"在英雄旅馆使用友情点数，\n\n可以招募新的英雄成为伙伴。"
TUTORIAL_TEXT_196,"请前往英雄旅馆。"
TUTORIAL_TEXT_197,"通过战斗获得的装备可以自动穿戴。"
TUTORIAL_TEXT_198,"请点击英雄目录。"
TUTORIAL_TEXT_199,"选择英雄可以为该英雄穿上装备。"
TUTORIAL_TEXT_200,"点击装备按钮可以依类别查看目前获得的武器。"
TUTORIAL_TEXT_201,"点击自动穿戴即可立即穿上装备。"
TUTORIAL_TEXT_202,"凯瑟的生命值已大幅减少，\n\n当生命值变为0时，英雄将无法继续战斗。"
TUTORIAL_TEXT_203,"现在野狼要使出技能了！\n\n如果施展凯瑟的第一个技能即可中断敌人的技能。"
TUTORIAL_TEXT_204,"击败每个章节的最终BOSS后将开启高级副本。"
TUTORIAL_TEXT_205,"通过高级副本可获得英雄觉醒所需的晶元。"
TUTORIAL_TEXT_206,"第1章节的高级副本是黑色火药库。"
TUTORIAL_TEXT_207,"由于此处会出现级别高的敌人，\n\n请做好万全的准备再应战。"
TUTORIAL_TEXT_208,"技能可以强化至与英雄相同的等级。\n\n再强化一次将技能等级提升到3吧。"
TUTORIAL_TEXT_209,"点击MAX按钮可以将技能提升至目前的最高等级。"
TUTORIAL_TEXT_210,"可以在挑战之塔中获得神器碎片，\n\n可以将收集到的神器碎片复原成可装备的神器。"
TUTORIAL_TEXT_211," 每一层首次通关时都可以获得很棒的奖励。"
TUTORIAL_TEXT_212,"达成5星的英雄可以进行突破。"
TUTORIAL_TEXT_213,"需要从试炼之塔收集精华才可以进行突破。"
TUTORIAL_TEXT_214,"特殊道具召唤可选择新英雄\n\n或特定职业进行召唤。"
TUTORIAL_TEXT_215,"点击AUTO按钮，英雄将会自动施放技能。"
TUTORIAL_TEXT_216,"点击x1.5键后，战斗速度会变成1.5倍。"
TUTORIAL_TEXT_217,"AUTO键与x1.5键可分开使用，\n\n使用英雄技能图示上方的AUTO键便能分开设置英雄AUTO。"
TUTORIAL_TEXT_218,"所有服务器成员一起\n\n和强大的世界BOSS进行战斗。"
TUTORIAL_TEXT_219,"对世界BOSS造成的伤害量越高，\n\n获得的奖励也就越好。"
TUTORIAL_TEXT_220,"请准备与世界BOSS战斗吧！"
TUTORIAL_TEXT_221,"与世界BOSS战斗时，\n\n一共可以使用8位英雄。"
TUTORIAL_TEXT_222,"需先组成主要队伍。\n\n您可以直接操作主要队伍。"
TUTORIAL_TEXT_223,"接着请组成次要队伍。"
TUTORIAL_TEXT_224,"您无法操作次要队伍，\n\n他们将会自动进行战斗。"
TUTORIAL_TEXT_225,"队伍组成完毕后，\n\n请开始与世界BOSS战斗吧！"
TUTORIAL_TEXT_226,"您可以透过炼制装备来进行装备觉醒、属性强化、重铸。"
TUTORIAL_TEXT_227,"您可以透过升级装备提升装备的阶级。"
TUTORIAL_TEXT_228,"可以使用副本点数购买装备。"
TUTORIAL_TEXT_229,"我们来试试炼制装备吧！"
TUTORIAL_TEXT_230,"我们来试试装备觉醒吧！"
TUTORIAL_TEXT_231,"点击英雄按钮可以查看英雄目录。"
TUTORIAL_TEXT_232,"点选凯瑟，为他装备武器。"
TUTORIAL_TEXT_233,"选择装备栏位即可查看各职业可穿戴的装备。"
TUTORIAL_TEXT_234,"请选择要进行强化的装备。"
TUTORIAL_TEXT_235,"选择要作为材料的装备。"
TUTORIAL_TEXT_236,"点击技能按钮可以查看该英雄的技能。"
TUTORIAL_TEXT_237,"请选择您想要习得的技能特性。"
TUTORIAL_TEXT_238,"您可以使用技能书习得技能特性。"
TUTORIAL_TEXT_239,"除了习得特性之外，强化技能也能使技能变得更强。"
TUTORIAL_TEXT_240,"强化技能时需使用金币来进行强化。"
TUTORIAL_TEXT_241,"若拥有充足的金币，可以点击MAX按钮\n\n一次强化所有的技能。"
TUTORIAL_TEXT_242,"通过强化可将技能等级提升到和英雄相同的等级。"
TUTORIAL_TEXT_243,"前往世界树可以再次查看\n\n旅途中曾经历过的剧情。"
TUTORIAL_TEXT_244,"每次突破成功时会获得点数，\n\n消耗点数可以习得突破天赋。"
TUTORIAL_TEXT_245,"突破3天赋可赋予该技能光明或黑暗其中一种力量，\n其他阶段的天赋可以自由选择。"
TUTORIAL_TEXT_246,"在此处可创立公会或加入其他公会。"
TUTORIAL_TEXT_247,"参与公会活动可蒐集并使用点数购买有用的道具。"
TUTORIAL_TEXT_248,"加入公会后，可以经由公会战役\n\n取得强力的武器与技能书。"
TUTORIAL_TEXT_249,"恭喜您！最强大的觉醒英雄诞生了。"
TUTORIAL_TEXT_250,"您可以前往试炼之塔准备进行突破了。"
TUTORIAL_TEXT_251,"试炼之塔每周会进行重置，\n\n重置前每一层只能通关一次。"
TUTORIAL_TEXT_252,"在战役中将与实力强劲的龙展开战斗，并可获得各种装备及道具。"
TUTORIAL_TEXT_253,"可以加入其他玩家的队伍或自行创建队伍。"
TUTORIAL_TEXT_254,"若您创建了公开房间，其他玩家将可以透过「搜寻组队」\n加入您的房间。"
TUTORIAL_TEXT_255,"创建战役房间。"
TUTORIAL_TEXT_256,"在龙之战役中，每位玩家可以指派4名英雄上场战斗。"
TUTORIAL_TEXT_257,"请选取要参加龙之战役的4名英雄。"
TUTORIAL_TEXT_258,"可以向队员要求攻击、治疗、控场技能、防御。"
TUTORIAL_TEXT_259,"龙不会受到控场技能影响，\n\n然而控场会减少能量，当能量归0时龙会陷入晕眩状态。"
TUTORIAL_TEXT_260," 可以选择战利品中的其中一项进行竞标。"
TUTORIAL_TEXT_261,"如果多名队员选择竞标相同的物品，\n\n将随机由其中一名队员获得该物品。"
TUTORIAL_TEXT_262,"未被竞标的战利品将会被随机分配。\n\n也可以放弃竞标，只获得随机分配的物品。"
TUTORIAL_TEXT_263,"所有队员皆参与或放弃竞标时，可以获得奖励。"
TUTORIAL_TEXT_264,"成功通关龙之战役时，可以获得龙之代币。"
TUTORIAL_TEXT_265,"可以在铁匠铺使用龙之代币兑换传说级别的装备。"
TUTORIAL_RAIDPARTYSETTING_1,"将使用相同的英雄进行教学。"
TUTORIAL_RAIDPARTYSETTING_3,"教学中无法使用。"
TUTORIAL_RAIDPARTYSETTING_8,"队员不足。教学中需要6名英雄才能参加。"
TUTORIAL_TEXT_266,"王室地下迷宫总共有7座塔。"
TUTORIAL_TEXT_267,"消耗迷宫钥匙便能进行战斗。"
TUTORIAL_TEXT_268,"7座塔各自都有英雄职业相关的限制。"
TUTORIAL_TEXT_269,"完成各层便能获得记忆碎片。"
TUTORIAL_TEXT_270,"收集碎片透过製作便能获得随机专属宝物召唤券。"
TUTORIAL_TEXT_271,"各层可能会有对我军套用的状态异常、\n以及对敌人套用的强化状态。"
TUTORIAL_TEXT_272,"随着进入地下的深处，可获得的记忆碎片数量也会增加。"
TUTORIAL_TEXT_273,"挑战更高的难度收集更多的碎片，\n并且试着製作随机专属宝物召唤券！"
TUTORIAL_TEXT_274,"挑战更高的难度收集更多的碎片，\n并且试着制作随机专属宝物召唤券吧！"
TUTORIAL_TEXT_275,"公会会长使用建设材料就能提升公会领地建筑物的等级。"
TUTORIAL_TEXT_276,"建设材料可透过公会战役、公会讨伐战获得。"
TUTORIAL_TEXT_277,"可确认能升级的公会建筑物与升级效果。"
TUTORIAL_TEXT_278,"试着点击公会商店。"
TUTORIAL_TEXT_279,"可确认强化建筑物所需要的材料点数。"
TUTORIAL_TEXT_280,"满足需要的点数才能升级建筑物。"
TUTORIAL_TEXT_281,"训练所可强化英雄的各种技能，在战斗时能有更好的表现。"
TUTORIAL_TEXT_282,"可确认公会持有的活跃点数与讨伐战点数。"
TUTORIAL_TEXT_283,"可确认公会技能列表、强化需要的活跃点数、讨伐战点数与训练所等级。"
TUTORIAL_TEXT_284,"可消耗活跃点数与讨伐战点数强化技能。"
TUTORIAL_TEXT_285,"可重置习得的所有技能。"
TUTORIAL_TEXT_286,"重置技能时会退回强化时消耗的活跃点数与讨伐战点数。"
TUTORIAL_TEXT_287,"只有公会会长与管理者可强化技能与重置技能。"
TUTORIAL_TEXT_288,"公会讨伐战最多可以让4个公会一起挑战BOSS。"
TUTORIAL_TEXT_289,"公会讨伐战有申请期间与进行期间。"
TUTORIAL_TEXT_290,"公会会长在申请期间内申请参加，\n即可在进行期间内参与。"
TUTORIAL_TEXT_291,"公会讨伐战可邀请公会员一起参加战斗。"
TUTORIAL_TEXT_292,"各个BOSS的战斗都有限制的职业、攻击类型、英雄。"
TUTORIAL_TEXT_293,"公会讨伐战于进行期间可入场2次。"
TUTORIAL_TEXT_294,"队伍房长与全体队员皆会消耗入场券。"
TUTORIAL_TEXT_295,"可选择限制英雄以外的3名英雄。"
TUTORIAL_TEXT_296,"点击邀请公会员便能邀请想要的公会员。"
TUTORIAL_TEXT_297,"可确认排名奖励的详细相关事项。"
TUTORIAL_TEXT_298,"可确认讨伐战申请期间、进行期间的详细相关事项。"
TUTORIAL_TEXT_299,"前往锻造所打造更强大的装备吧！"
TUTORIAL_TEXT_300,"欢迎来到宝物仓库。"
TUTORIAL_TEXT_301,"击败躲在宝物仓库的怪物即可获得大量宝物。"
TUTORIAL_TEXT_302,"在宝物仓库可确认各种奖励道具。"
TUTORIAL_TEXT_303,"消耗黄金女王的金块即可进行战斗。"
TUTORIAL_TEXT_304,"收集黄金女王的金粉即可制成黄金女王的金块。"
TUTORIAL_TEXT_305,"收集2000个黄金女王的金粉即可制成黄金女王的金块。"
TUTORIAL_TEXT_306,"黄金女王的金粉可在消耗体力的副本中获得。"
TUTORIAL_TEXT_307,"已发送1个黄金女王的金块。"
TUTORIAL_TEXT_308,"就是现在！前往宝物仓库获取大量宝物吧！"
TUTORIAL_TEXT_309,"BOSS在使用强大的技能前会出现警告标语。"
TUTORIAL_TEXT_310,"对BOSS施加状态异常攻击就能中断BOSS使用强大的技能。"
TUTORIAL_TEXT_311,"透过重铸可变更装备的1个属性。"
TUTORIAL_TEXT_312,"对负责攻击的英雄来说是相当有用的属性。"
TUTORIAL_TEXT_313,"对负责防御的英雄来说是相当有用的属性。"
TUTORIAL_TEXT_314,"为获得暴击相关属性，将重铸神速的黑暗耳环。"
TUTORIAL_TEXT_315,"可确认所选道具的当前属性。"
TUTORIAL_TEXT_316,"为了将魔法防御力属性变更为暴击相关属性，将开始进行重铸。"
TUTORIAL_TEXT_317,"使用重铸券或消耗红宝石即可进行重铸。"
TUTORIAL_TEXT_318,"若出现满意的属性可选择该属性，反之则选择现有属性即可。"
TUTORIAL_TEXT_319,"只有进行过重铸的属性才可再次重铸，其他属性则无法重铸。"
TUTORIAL_TEXT_320,"可确认透过重铸变更的属性。"
TUTORIAL_TEXT_321,"前往游戏引导、属性介面可浏览装备属性的相关详细说明。"
TUTORIAL_TEXT_322,"通过重铸装备来变更英雄的属性吧！"
TUTORIAL_TEXT_323,"可按需要调整数值进行强化。"
TUTORIAL_TEXT_324,"点击最大按钮时会显示该装备可进行强化的最大次数。"
TUTORIAL_TEXT_325,"单人战斗可有8名英雄进行组队。"
TUTORIAL_TEXT_326,"组队战斗中可搜寻已生成的队伍或亲自组队与其他的玩家一起进行战斗。"
TUTORIAL_TEXT_327,"通关相应章节的第一个关卡时据点将会被激活。"
TUTORIAL_TEXT_328,"使用传送门可快速移动到想要去的地方。"
TUTORIAL_TEXT_329,"通关章节的最后一个关卡时，\n移动至下一章节的传送门将会打开。"
TUTORIAL_TEXT_330,"去首都奥勒贝尔看看吧？"
MANUAL_DESC_BATTLE_BATTLEINFO,"可以查看战斗中出现的怪物组成与奖励清单。如果低于建议等级，战斗的难度可能会[0070C0]非常高[-]。"
MANUAL_DESC_BATTLE_PARTYSETTING,"在King's Raid是透过[66FFFF]最多4位[-]英雄组成队伍进行战斗。 英雄按照职业将分为前排和后排，即使职业重复也可以组成队伍。招募多名英雄组成多样的队伍吧！"
MANUAL_DESC_SKILL_GETSKILL,"King's Raid中的每位英雄都可以学习[FFFF00]4种技能[-]。其中的3种是可以直接使用的技能，剩余的1种是习得后便会持续作用的技能。收集[66FFFF]技能书[-]，学习技能让战斗变得更轻松吧！"
MANUAL_DESC_SKILL_UPGRADESKILL,"已习得的技能可以[66FFFF]强化[-]为更强力的技能。使用[FFFF00]金币[-]将技能等级强化至与英雄等级相同吧。您可以看到敌人被您的强力技能击败！"
