KEY,Russian
LOADING_TITLE_CONTENT_HALLOFHEROES,Место Пробуждения
LOADING_TEXT_CONTENT_HALLOFHEROES,"Зал героев состоит из Комнаты испытаний, где можно сразиться с тьмой и получить материалы для пробуждения,\nи Комнаты очищения, где можно очистить полученные материалы,\nчтобы использовать их для пробуждения."
LOADING_TITLE_CONTENT_ROOMOFORDEAL,Комната испытаний
LOADING_TEXT_CONTENT_ROOMOFORDEAL,"Комната испытаний - это единственное место, где вы можете получить\nЗапечатанную тьму, необходимую для пробуждения героев."
LOADING_TITLE_CONTENT_ROOMOFORDEAL_ENTRY,Дверь Комнаты испытаний открыта.
LOADING_TEXT_CONTENT_ROOMOFORDEAL_ENTRY,"Чтобы войти в Комнату испытаний, вам нужно собрать\nопределенное кол-во фрагментов 3 типов для каждого класса. Как только вы собрали достаточно фрагментов, сломайте печать! После открытия дверь не закроется до тех пор, пока вы не пройдете Комнату испытаний."
LOADING_TITLE_CONTENT_ROOMOFPURIFICATION,Комната очищения
LOADING_TEXT_CONTENT_ROOMOFPURIFICATION,Вы можете очистить свою Запечатанную тьму в Комнате очищения.
LOADING_TITLE_CONTENT_ROOMOFPURIFICATION_ENTRY,Условия входа в Комнату очищения
LOADING_TEXT_CONTENT_ROOMOFPURIFICATION_ENTRY,"Герои, получившие Запечатанную тьму из Комнаты испытаний,\nмогут войти в Комнату очищения."
LOADING_TITLE_CONTENT_ROOMOFPURIFICATION_OFFERING,Подготовка к очищению
LOADING_TEXT_CONTENT_ROOMOFPURIFICATION_OFFERING,"Вам нужно много золота, чтобы очистить тьму.\nСоберите достаточно золота и попробуйте."
LOADING_TITLE_CONTENT_CITY,Орвел
LOADING_TEXT_CONTENT_CITY,"Орвел, столица королевства Орвелия,\nпредлагает различные возможности для героев. Прогуляйтесь по городу и загляните\nв Магазин, в Темницу, на Арену\nи в другие интересные места!"
LOADING_TITLE_CONTENT_SHOP,Используйте магазин!
LOADING_TEXT_CONTENT_SHOP,"В магазине есть много предметов.\nОружие, доспехи, доп. снаряжение, книги навыков и фрагменты!"
LOADING_TITLE_CONTENT_SHOP_SOLDOUT,Чего-то нет в наличии?
LOADING_TEXT_CONTENT_SHOP_SOLDOUT,"Что? Нет в наличии?\nНе волнуйтесь. Можно коснуться кнопки «Обновить», заплатить рубины\nи сразу же ознакомиться с новыми предметами.\nНе забудьте регулярно посещать магазин,\nчтобы проверить ежечасно обновляемый список."
LOADING_TITLE_CONTENT_UNDERGROUNDDUNGEON,Жуткая Темница
LOADING_TEXT_CONTENT_UNDERGROUNDDUNGEON,"Темница - это подземелье, где можно\nсражаться с новыми монстрами каждый день. Уровень монстров зависит от\nуровня сложности подземелья, поэтому хорошо\nподготовьтесь перед входом."
LOADING_TITLE_CONTENT_UNDERGROUNDDUNGEON_REWARD,Награда Темницы
LOADING_TEXT_CONTENT_UNDERGROUNDDUNGEON_REWARD,"Очистите Темницу, чтобы получить\nбольше книг навыков."
LOADING_TEXT_HERO_INTRO_TITLE1,Воин священного меча\nКассель
LOADING_TEXT_HERO_INTRO_COMMENT1,Посторонись! Мы должны идти!\nИли… Мы просто сокрушим все на своем пути!
LOADING_TEXT_HERO_INTRO_TITLE2,Жрица света\nФрэй
LOADING_TEXT_HERO_INTRO_COMMENT2,Этого нельзя допустить! Быть живым - это благословение.\nЯ не позволю темному лорду\n навредить им!
LOADING_TEXT_HERO_INTRO_TITLE3,Колдунья Чистилища\nКлео
LOADING_TEXT_HERO_INTRO_COMMENT3,"Отойди в сторону, Кассель. Я сожгу их своим пламенем."
LOADING_TEXT_HERO_INTRO_TITLE4,Быстрый убийца\nРой
LOADING_TEXT_HERO_INTRO_COMMENT4,Я просто делаю свою работу.
LOADING_TEXT_HERO_INTRO_TITLE5,Воин из холодных земель\nГау
LOADING_TEXT_HERO_INTRO_COMMENT5,"Кстати, могу ли я проверить\nтвои возможности?"
LOADING_TEXT_HERO_INTRO_TITLE6,Король гномов\nФиллоп
LOADING_TEXT_HERO_INTRO_TITLE7,Охотник с ручной пушкой\nЛакрак
LOADING_TEXT_HERO_INTRO_COMMENT7,"Хочешь попытаться, а? Хи-хи-хи!\nДумаешь, я похож на обычного гоблина…\nХорошо, давай!"
LOADING_TEXT_HERO_INTRO_TITLE8,Шаман молнии\nКаула
LOADING_TEXT_HERO_INTRO_COMMENT8,"Кха… Я не умру здесь!\nЯ не покину свое племя!\nДухи, дайте мне силу"
LOADING_TEXT_HERO_INTRO_TITLE9,Очаровательная демонесса\nЭфис
LOADING_TEXT_HERO_INTRO_COMMENT9,Хе-хе. Ты выглядишь таким вкусным!\nСкорее бы порезать тебя на куски.
LOADING_TEXT_HERO_INTRO_TITLE10,Пронзающая ветер стрела\nСелена
LOADING_TEXT_HERO_INTRO_COMMENT10,"Доставай меч.\nМы, эльфы леса, не настолько трусливы,\nчтобы стрелять в безоружного."
LOADING_TEXT_HERO_INTRO_TITLE11,Падшая ведьма\nМария
LOADING_TEXT_HERO_INTRO_TITLE12,Проклятая королева пиратов\nМируру
LOADING_TEXT_HERO_INTRO_TITLE13,Великий ученый Элидоры\nЛорейн
LOADING_TEXT_HERO_INTRO_TITLE14,Храбрая хозяйка зверей\nМайя
LOADING_TEXT_HERO_INTRO_TITLE15,Железный рыцарь-защитник\nКлаус
LOADING_TEXT_HERO_INTRO_COMMENT15,"Отлично сказано, Кассель. Я буду всех защищать!"
LOADING_TEXT_HERO_INTRO_TITLE16,Проводник душ\nЛеви
LOADING_TEXT_HERO_INTRO_TITLE17,Скрытный охотник\nТимаэль
LOADING_TEXT_HERO_INTRO_TITLE18,Вспышка молнии\nРейна
LOADING_TEXT_HERO_INTRO_TITLE19,Маг Ледяного дракона\nПавел
LOADING_TEXT_HERO_INTRO_TITLE20,Крепость из стали\nДэмия
LOADING_TEXT_HERO_INTRO_TITLE21,Боец ветра\nНейла
LOADING_TEXT_HERO_INTRO_TITLE22,Снайпер из снежных земель\nДина
LOADING_TEXT_HERO_INTRO_TITLE23,Демоническое пламя\nМора
LOADING_TEXT_HERO_INTRO_TITLE24,Святой бродяга\nБодуин
LOADING_TEXT_HERO_INTRO_TITLE25,Белоснежная смерть\nДжейн
LOADING_TEXT_HERO_INTRO_TITLE26,Фиолетовая принцесса\nАиша
LOADING_TEXT_HERO_INTRO_TITLE27,Вечный летописец\nЛео
LOADING_TEXT_HERO_INTRO_TITLE28,Стремительный клинок\nФлусс
LOADING_TEXT_HERO_INTRO_TITLE29,Дитя лунного света\nЛуна
LOADING_TEXT_HERO_INTRO_TITLE30,Священная жрица воды\nЛайас
LOADING_TEXT_HERO_INTRO_TITLE31,Стрела чистоты\nАрх
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY1,Колдунья Чистилища
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY2,Клео
LOADING_TEXT_HERO_INTRO_TITLE32,Благородная алая кровь\nРейвиция
LOADING_TEXT_HERO_INTRO_TITLE33,Маг измерений\nНикс
LOADING_TEXT_HERO_INTRO_TITLE34,Королевский техномаг\nАннет
LOADING_TEXT_HERO_INTRO_TITLE35,Серебряный боевой волк\nМитра
LOADING_TEXT_HERO_INTRO_TITLE36,Судья Луа\nРикардо
LOADING_TEXT_HERO_INTRO_TITLE37,Безмолвный клинок\nТаня
LOADING_TEXT_HERO_INTRO_TITLE38,Проклятая Кровь\nИезекииль
LOADING_TEXT_HERO_INTRO_TITLE39,Соблазнительные Ветра\nКассандра
LOADING_TEXT_HERO_INTRO_TITLE40,Рыцарь Верности\nТэо
LOADING_TEXT_HERO_INTRO_TITLE41,Опасный Доктор\nМедиана
LOADING_TEXT_HERO_INTRO_TITLE42,Часовщик Вечной Жизни\nОдди
LOADING_TEXT_HERO_INTRO_TITLE43,Пожиратель демонов\nВиска
LOADING_TEXT_HERO_INTRO_TITLE44,Стальная служанка\nПрисцилла
LOADING_TEXT_HERO_INTRO_TITLE45,Убийца Драконов\nЯнни
LOADING_TEXT_HERO_INTRO_TITLE46,Принц Песчаных Бурь\nЗафир
LOADING_TEXT_HERO_INTRO_TITLE47,Таинственная швея\nЮрия
LOADING_TEXT_HERO_INTRO_TITLE49,Исследователь Души\nОфелия
LOADING_TEXT_HERO_INTRO_TITLE50,Торговец Ядами\nРекина
LOADING_TEXT_HERO_INTRO_TITLE51,Хранительница солнца\nАселика
LOADING_TEXT_HERO_INTRO_TITLE52,Карающая Пуля\nКроу
LOADING_TEXT_HERO_INTRO_TITLE53,Сосуд Проклятий\nШамилья
LOADING_TEXT_HERO_INTRO_TITLE54,Милый злой дух\nЛавриль
LOADING_TEXT_HERO_INTRO_TITLE55,Тень Бездны\nСерия
LOADING_TEXT_HERO_INTRO_TITLE56,Вечная Жажда\nЭрза
LOADING_TEXT_HERO_INTRO_TITLE57,Дочь Морского Шторма\nЛилия
LOADING_TEXT_HERO_INTRO_TITLE58,Танцовщица Оазиса\nЛаудия
LOADING_TEXT_HERO_INTRO_TITLE59,Святой благословений\nЛюций
LOADING_TEXT_HERO_INTRO_TITLE60,Инквизитор крови и железа\nКриша
LOADING_TEXT_HERO_INTRO_TITLE61,Обсидиановое Высокомерие\nНераксис
LOADING_TEXT_HERO_INTRO_TITLE62,Серебряная Вера\nСкарлет
LOADING_TEXT_HERO_INTRO_TITLE63,Небесный Вихрь\nСоня
LOADING_TEXT_HERO_INTRO_TITLE64,Повелительница Света\nАртемиа
LOADING_TEXT_HERO_INTRO_TITLE65,Слуга 'Небесной'\nМириам
LOADING_TEXT_HERO_INTRO_TITLE66,Ария Фантазии\nШи
LOADING_TEXT_HERO_INTRO_TITLE67,Венец Древней Техномагии\nКара
LOADING_TEXT_HERO_INTRO_TITLE68,Поглощающие тьму глаза\nНия
LOADING_TEXT_HERO_INTRO_TITLE69,Мастер иллюзий\nЭскер
LOADING_TEXT_HERO_INTRO_TITLE70,Красный Ветер Справедливости\nСесилия
LOADING_TEXT_HERO_INTRO_TITLE71,Кошечка красного кристалла\nКирзе
LOADING_TEXT_HERO_INTRO_TITLE73,Образец 0\nЧейс
LOADING_TEXT_HERO_INTRO_TITLE75,Мудрец озера\nДакарис
LOADING_TEXT_HERO_INTRO_TITLE78,Меч разрушения\nБернгейм
LOADING_TEXT_HERO_INTRO_TITLE87,Щит империи\nГленвис
LOADING_TEXT_HERO_INTRO_TITLE90,Мечтающая о богатствах\nМэй
LOADING_TEXT_HERO_INTRO_TITLE91,Зверь Арены\nГлад
LOADING_TEXT_HERO_INTRO_TITLE92,Проницательное Око\nВероника
LOADING_TEXT_HERO_INTRO_TITLE93,Привратник Веры\nЛоман
LOADING_TEXT_HERO_INTRO_TITLE94,Шеф-повар Героев\nДжуно
LOADING_TEXT_HERO_INTRO_TITLE95,Главный страж безжалостности\nНики
LOADING_TEXT_HERO_INTRO_TITLE96,Ветер Чистоты\nДозарта
LOADING_TEXT_HERO_INTRO_TITLE97,Наставница Артиллерии\nХанэс
LOADING_TEXT_HERO_INTRO_TITLE98,Бессмертный король-бог\nКэйн
LOADING_TEXT_TIP_1,Выносливость постоянно восстанавливается со временем.
LOADING_TEXT_TIP_2,Можно получить рубины за первое очищение локации.
LOADING_TEXT_TIP_3,Каждый день восполняется 3 ключей от Темницы.
LOADING_TEXT_TIP_4,"Можно получить командный опыт, покупая героев, обновляя их и участвуя в битвах."
LOADING_TEXT_TIP_5,"Характеристики и ценность снаряжения возрастают, когда класс меняется от обычного до высокого, редкого, героич. и легенд."
LOADING_TEXT_TIP_6,Характеристики и ценность снаряжения увеличиваются с повышением кол-ва звезд.
LOADING_TEXT_TIP_7,"При измельчении предметов можно получить магический порошок, который используется для улучшения снаряжения."
LOADING_TEXT_TIP_8,"Если у вас есть одинаковое снаряжение, попробуйте пробудить снаряжение."
LOADING_TEXT_TIP_9,Макс. ур. усиления для предмета определяется его классом.
LOADING_TEXT_TIP_10,"Если вы улучшите опции снаряжения, каждое значение вырастет."
LOADING_TEXT_TIP_11,Спец. оружие может быть улучшено до уровня героя.
LOADING_TEXT_TIP_12,"После открытия Комнаты испытаний, она останется открытой, пока вы ее не очистите."
LOADING_TEXT_TIP_13,Лучший способ получить книги навыков - очистить Темницу.
LOADING_TEXT_TIP_14,Каждый день восполняется 3 ключей от Тайника древних королей.
LOADING_TEXT_TIP_15,Вы можете добыть много золота из Тайника древних королей.
LOADING_TEXT_TIP_16,"Параметры игры, относящиеся к битве, можно изменить в настройках игры, расположенных на вкладке «Разл. меню»."
LOADING_TEXT_BROADCAST_WAITING,Подготовка к Трансляции.\nОжидайте!
LOADING_TEXT_HERO_CONTENT_LEVELUP,"Ваш ур. растет,\nкогда вы зачищаете локации и получаете опыт. Помните! Невозможно получить награду\n, если вы не очистили локацию."
LOADING_TEXT_HERO_CONTENT_SKILL,Все герои King's Raid могут выучить 4 навыка.
LOADING_TEXT_HERO_CONTENT_SKILL2,Для использования активных навыков\nтребуются очки маны.
LOADING_TEXT_HERO_CONTENT_SKILL4,Пассивные навыки имеют продолжительные эффекты во время боя!
LOADING_TEXT_HERO_AWAKENING2,"Костюм меняется, и параметры резко возрастают!\nПробуждение можно совершать до 5 звезд!"
LOADING_TEXT_HERO_EQUIP_ENHANCE,"Улучшите снаряжение, используя ненужное как материал!\nМожно увеличить до ур. 3 (обычн.), ур. 5 (выс. класс), ур. 10 (редк.),\nур. 15 (героич.), ур. 20 (легенд.)"
LOADING_TEXT_HERO_SKILL,"Можно в любое время увеличить ур. навыков героев за золото.\nНо ур. навыка не может превышать ур. героя (макс. ур. 100).\nНе забудьте повысить ур. навыка, повышая ур. героев!\nДерзайте!"
LOADING_TEXT_DIFFICULTY,"Каждая локация на карте мира имеет 4 ур. сложности: Easy, Normal, Hard и Hell."
NONBATTLE_COMMON_LOADING_TIP_1,"Уровень команды можно повысить путем пробуждения героев и приобретения новых персонажей, потребления выносливости, а также прохождения заданий и получения достижений."
NONBATTLE_COMMON_LOADING_TIP_2,"Фрагменты, необходимые для пробуждения, можно получить в Высшем подземелье."
NONBATTLE_COMMON_LOADING_TIP_3,В наличии имеются специальные снаряжения с исключительными способностями для каждого героя. Повысьте силу героя с помощью спецоружий и спец. сокровищ!
NONBATTLE_COMMON_LOADING_TIP_4,"При прохождении заданий сценария, можно получить различные награды."
NONBATTLE_COMMON_LOADING_TIP_5,"Вступайте в гильдию для участия в рейде гильдии, гильдейском завоевании, и в сражениях на арене гильдий. Получайте различные награды, вручаемые только членам гильдии!"
NONBATTLE_COMMON_LOADING_TIP_6,Хотите стать ещё сильнее?\nХарактеристики снаряжения можно улучшить путём их пробуждения и улучшения.
NONBATTLE_COMMON_LOADING_TIP_7,"Войдите в Башню Вызова!\nИ получите фрагменты, необходимые для восстановления реликвий."
NONBATTLE_COMMON_LOADING_TIP_8,В Королевском подземном лабиринте можно добыть фрагменты памяти.\nБросьте вызов обитающим монстрам для получения спец. сокровища!
NONBATTLE_COMMON_LOADING_TIP_9,Участвуйте в рейде и получайте легендарное снаряжение!\nВас ожидают различные предметы для повышения силы.
NONBATTLE_COMMON_LOADING_TIP_10,Не хватает эссенций превосходства?\nПройдите Башню Испытаний!
NONBATTLE_COMMON_LOADING_TIP_11,"Можно завербовать нового персонажа в Таверне героев.\nНакапливайте очки дружбы с героем, остановившимся в таверне!"
NONBATTLE_COMMON_LOADING_TIP_12,"Соберите группу из 8 героев, и бросьте вызов мировому боссу.\nПолучите награду в зависимости от рейтинга!"
NONBATTLE_COMMON_LOADING_TIP_13,Доступна установка рун в снаряжения с пустыми ячейками.\nДобавьте необходимые герою навыки с помощью рун!
NONBATTLE_COMMON_LOADING_TIP_14,"При прохождении боёв глав без единой потери, Вы получаете 3 звезды,\nв случае смерти одного героя – 2 звезды, 2 и более героев – 1 звезду."
NONBATTLE_COMMON_LOADING_TIP_15,"В Хрониках чести можно проверить личный рейтинг на Арене,\nв битве с Мировым боссом и в Гильдейском завоевании."
CHAPTER1_COMMON_LOADING_STORY_1,"В поисках ушедшего в поход брата, Кассель и Фрей отправляются в путь."
CHAPTER2_COMMON_LOADING_STORY_1,Кассель – хозяин Священного меча. И он должен вынести это бремя.
CHAPTER3_COMMON_LOADING_STORY_1,"Конфликты и сомнения преградили путь Касселю и его союзникам,\nтеперь им необходимо преодолеть эти трудности."
CHAPTER4_COMMON_LOADING_STORY_1,"Союзники Касселя встречаются со своей внутренней тьмой.\nТьмой, что каждый хотел скрыть."
CHAPTER5_COMMON_LOADING_STORY_1,"Союзники Касселя сталкиваются с тем, что воля, которую\nони так старались защитить, превращается в отчаяние."
CHAPTER6_COMMON_LOADING_STORY_1,Союзники Касселя продолжают развивать свои силы в этой таинственной пустыне.
CHAPTER7_COMMON_LOADING_STORY_1,Потерянные печаль и страдания. В сложившейся ситуации\nКассель ничего не смог сделать.
CHAPTER8_COMMON_LOADING_STORY_1,"Для развития, как хозяину Священного меча, требуется огромная воля… К тому же..."
CHAPTER9_COMMON_LOADING_STORY_1,Ради улыбки дорогих и любимых людей… Кассель..
ORDEAL_COMMON_LOADING_TIP_1,Бросьте вызов и победите внутреннюю тьму!
ORDEAL_COMMON_LOADING_TIP_2,"Победив в Комнате Испытаней, откроется доступ к пробуждению в Комнате Очищения."
ROYALDUNGEON_LOADING_TIP_1,Используйте множитель золота при прохождении Тайника Древних Королей!
ROYALDUNGEON_LOADING_TIP_2,"Горы золота можно получить в Тайнике Древних Королей.\nЧем выше этаж, тем больше золота Вы можете добыть!"
ROYALDUNGEON_LOADING_STORY_1,Ломан в одиночку охраняет это место.\nИ каждый день занимается резьбой из дерева.
ROYALDUNGEON_LOADING_STORY_2,Только самые добросовестные и честные люди Орвела\nмогут охранять Тайник Древних Королей.
ROYALDUNGEON_LOADING_STORY_3,"Это источник огромного богатства королевской семьи,\nно, в то же время, причина, по которой многие угрожают им."
ROYALDUNGEON_LOADING_STORY_4,"Ещё не выяснено, кто собрал всё это здесь.\nНа данный момент есть всего лишь различные догадки."
PRISON_COMMON_LOADING_TIP_1,"Победить в сражении можно, если обратить внимание на особенности разных зон.\nНе забудьте также проверить характеристики монстров."
PRISON_COMMON_LOADING_TIP_2,Улучшение свойств навыков – обязательное действие для усовершенствования героя!
PRISON_COMMON_LOADING_TIP_3,"Использовав добытые в Темнице книги навыков,\nможно повысить навыки героя."
PRISON_COMMON_LOADING_STORY_1,"Хотите узнать, почему заключенные в Темнице так спокойны?\nПопробуйте поговорить с Ники."
PRISON_COMMON_LOADING_STORY_2,"Оружие Ники, Булава порядка, играет важную роль\nв обеспечении мира и спокойствия в Темнице."
PRISON_COMMON_LOADING_STORY_3,"Если было совершенно настолько ужасное преступление, чтобы попасть в Темницу,\nстоит забыть о возможности выбраться наружу живым."
CONQUEST_COMMON_LOADING_TIP_1,Карательные битвы каждой главы можно пройти только три раза в день.
CONQUEST_COMMON_LOADING_TIP_2,Не забывайте проходить карательные битвы для быстрого повышения уровня героя!
HIDEOUT_COMMON_LOADING_TIP_1,Высшее подземелье каждой главы можно пройти только три раза в день.
HIDEOUT_COMMON_LOADING_TIP_2,"При нехватке фрагментов, используйте множитель трофеев."
HIDEOUT_COMMON_LOADING_TIP_3,Фрагменты и эссенции являются важными элементами для пробуждения и превосходства героев. Непрерывно собирайте необходимые Вам элементы!
CHALLENGETOWER_COMMON_LOADING_TIP_1,Башня Вызова обновляется первого числа каждого месяца. Не забывайте об этом!
CHALLENGETOWER_COMMON_LOADING_TIP_2,Каждые два часа заряжается один куб вызова.\nВступайте в бой для получения осколков реликвий.
CHALLENGETOWER_COMMON_LOADING_TIP_3,"При желании получить больше осколков реликвий, используйте множитель трофеев."
CHALLENGETOWER_COMMON_LOADING_TIP_4,"Добыв 1000 осколков, восстановите реликвию!\nМожно получить стоящую реликвию."
CHALLENGETOWER_LOADING_TIP_66F_1,"Древний магический голем непрерывно оглушает находящихся поблизости противников и имеет повышенную сопротивляемость к магическим атакам. Используйте героев, обладающих иммунитетом на эффекты или атакующих с дальнего расстояния."
CHALLENGETOWER_LOADING_TIP_67F_1,"Для тотема скелета периодически призывается большое количество скелетов-солдатов.\nИспользуйте героев, которые атакуют по обширной области."
CHALLENGETOWER_LOADING_TIP_68F_1,Мантикора периодически наносит большой урон ближайшим врагам.\nИспользуйте навыки нейтрализации урона.
CHALLENGETOWER_LOADING_TIP_69F_1,"Драконоголовая статуя периодически запускает сняряды, мгновенно уничтожающие находящихся впереди врагов. Используйте навыки нейтрализации урона или перемещения."
CHALLENGETOWER_LOADING_TIP_72F_1,Герой в состоянии иммунитета к эффектам контроля не получает урон при атаке Воина холодных земель Гау.
CHALLENGETOWER_LOADING_TIP_73F_1,Королева гарпий периодически использует навыки мгновенного уничтожения находящихся вблизи противников. Используйте навыки нейтрализации урона.
CHALLENGETOWER_LOADING_TIP_74F_1,"Как только заполнится шкала лавы, из которой был призван Пылающий Лавовый Голем, наносится огромный маг. урон. Используйте героев, которые атакуют по обширной области и как можно скорее устраните всю лаву."
CHALLENGETOWER_LOADING_TIP_75F_1,По прошествии определённого времени Инфира взлетает в воздух и наносит огромный массовый урон. Используйте навыки контроля для нейтрализации атак Инфиры.
CHALLENGETOWER_LOADING_TIP_76F_1,"Кроу беспрерывно использует сильные навыки.\nНепрерывно используйте навыки контроля для того, чтобы предотвратить его действия."
CHALLENGETOWER_LOADING_TIP_77F_1,"Адская лампа непрерывно наносит большой урон всем окружающим героям.\nКроме того, при использовании против неё навыка контроля определённое количество раз, она на короткое время приобретает иммунитет к контролю."
CHALLENGETOWER_LOADING_TIP_78F_1,"Навык Мириам заключается в нападении на врага с наименьшей магической защитой.\nОдолейте её, защищая соответствующего героя."
CHALLENGETOWER_LOADING_TIP_79F_1,"Капитан имперских щитоносцев имеет невероятно высокую защиту, и не использует атаку. Однако если без перерыва наносить ему критические удары, он придёт в ярость."
CHALLENGETOWER_LOADING_TIP_80F_1,"Чем дольше Люцикиель поглощает кристаллическую силу, тем сильнее он становится. Используйте сильный контроль для быстрого предотвращения поглощения."
CHALLENGETOWER_LOADING_TIP_80F_2,Люцикиель обладает большой способностью к исцелению.\nИспользуйте эффект снижения исцеления.
CHALLENGETOWER_LOADING_STORY_1,"Дозарта очень хочет воссоздать ценные реликвии для людей, поэтому неустанно практикуется этому. Благодаря ей множество осколков разрушенных реликвий…"
CHALLENGETOWER_LOADING_STORY_2,Члены королевской семьи эльфов из поколения в поколение должны защищать Башню вызова.
CHALLENGETOWER_LOADING_STORY_3,"Если считать по человеческим годам, я невероятно долго в одиночку охраняла Башню.\nПоэтому в следующий раз я думаю отправить два-три человека."
CHALLENGETOWER_LOADING_STORY_4,"Селена часто посещает Башню вызова, чтобы навестить Дозарту."
CHALLENGETOWER_LOADING_STORY_5,"Никто не знает, почему эту башню называют Башней вызова.\nТак повелось с незапамятных времён."
ORDEALTOWER_COMMON_LOADING_TIP_1,Тьма героев в испытаниях очень сильна. Будьте осторожны!
ORDEALTOWER_COMMON_LOADING_TIP_2,С помощью фрагментов бесконечности можно создать камень бесконечности.
ORDEALTOWER_COMMON_LOADING_TIP_3,Башня испытаний обновляется каждый понедельник.
ORDEALTOWER_COMMON_LOADING_STORY_1,"По правде говоря, всем интересно, что скрывается под капюшоном Хиллии."
ORDEALTOWER_COMMON_LOADING_STORY_2,"Только тот, кто сразится и одолеет свою внутреннюю сущность,\nможет получить истинную силу."
ORDEALTOWER_COMMON_LOADING_STORY_3,"Внутренняя сущность иногда может предстать в виде тьмы, иногда – в виде света."
ORDEALTOWER_COMMON_LOADING_STORY_4,"Найдя путь в бою с самим собой,\nгерои смогут стать ещё на одну ступень сильнее."
DRAGONRAID_COMMON_LOADING_TIP_1,В боях рейда можно добыть легендарное снаряжение.
DRAGONRAID_COMMON_LOADING_TIP_2,Не забывайте про эффект комплекта во время установки легендарного снаряжения!
DRAGONRAID_COMMON_LOADING_TIP_3,"Используя навыки контроля, и уменьшив всю шкалу контроля, можно победить дракона."
DRAGONRAID_COMMON_LOADING_TIP_4,Полученные в рейде на дракона драконьи монеты можно использовать в Кузнице.\nПриобретайте легендарное снаряжение и другие различные товары на драконьи монеты!
DRAGONRAID_COMMON_LOADING_STORY_1,"Драконы тоже очень устали, ведь воины каждый день приходят сразиться."
REDDRAGONRAID_COMMON_LOADING_TIP_1,Огонь Темерера прожигает героев. Берегитесь непрерывного получения урона!
REDDRAGONRAID_COMMON_LOADING_STORY_1,"Темерер - древний красный дракон, который жил в центре вулкана Драгия и взирал на весь мир со своего логова."
REDDRAGONRAID_COMMON_LOADING_STORY_2,"Темереру были подвластны лава и огонь,\nи иногда он использовал свой дар, работая кузнецом в мире людей."
BLUEDRAGONRAID_COMMON_LOADING_TIP_1,Скалаксия обладает иммунитетом к магическому урону.
