KEY,"ChineseTraditional"
SCENARIO_QUEST_TITLE_1202_RE,"學習技能特性Ⅱ\n3項"
SCENARIO_QUEST_TITLE_1203_RE,"進行道具召喚\n1次"
SCENARIO_QUEST_TITLE_1204_RE,"在一般戰鬥中勝利\n3次"
SCENARIO_QUEST_TITLE_1205_RE,"使2名英雄達到25級"
SCENARIO_QUEST_TITLE_1206_RE,"製作3星英雄\n2名"
SCENARIO_QUEST_TITLE_1301_RE,"通過\n3-1簡單難度"
SCENARIO_QUEST_TITLE_1302_RE,"新增或申請好友2名"
SCENARIO_QUEST_TITLE_1303_RE,"與2名好友交換友情點數"
SCENARIO_QUEST_TITLE_1304_RE,"穿戴英雄級別以上的裝備4個"
SCENARIO_QUEST_TITLE_1305_RE,"在梅伊的商店裡\n購買道具1次"
SCENARIO_QUEST_TITLE_1306_RE,"通過\n3-6簡單難度"
SCENARIO_QUEST_TITLE_1401_RE,"進行道具召喚\n1次"
SCENARIO_QUEST_TITLE_1402_RE,"通過\n3-10-1簡單難度"
SCENARIO_QUEST_TITLE_1403_RE,"進行道具分解\n3次"
SCENARIO_QUEST_TITLE_1404_RE,"在一般戰鬥中勝利\n3次"
SCENARIO_QUEST_TITLE_1405_RE,"進行屬性強化\n2次"
SCENARIO_QUEST_TITLE_1406_RE,"通過\n3-11簡單難度"
SCENARIO_QUEST_TITLE_1501_RE,"使3名英雄達到30級"
SCENARIO_QUEST_TITLE_1502_RE,"製作+8裝備\n3個"
SCENARIO_QUEST_TITLE_1503_RE,"在一般戰鬥中勝利\n3次"
SCENARIO_QUEST_TITLE_1504_RE,"裝備空的經驗燒瓶"
SCENARIO_QUEST_TITLE_1505_RE,"使用經驗值加成卷軸\n1次"
SCENARIO_QUEST_TITLE_1506_RE,"通過\n3-16簡單難度"
SCENARIO_QUEST_TITLE_1601_RE,"進入競技場\n2次"
SCENARIO_QUEST_TITLE_1602_RE,"通過\n3-18-1簡單難度"
SCENARIO_QUEST_TITLE_1603_RE,"進入地下監獄\n1次"
SCENARIO_QUEST_TITLE_1604_RE,"進行道具召喚\n1次"
SCENARIO_QUEST_TITLE_1605_RE,"使用金幣加成卷軸\n1次"
SCENARIO_QUEST_TITLE_1606_RE,"通過\n3-22簡單難度"
SCENARIO_QUEST_TITLE_1701_RE,"通過\n3-1普通難度"
SCENARIO_QUEST_TITLE_1702_RE,"使用經驗值加成卷軸\n1次"
SCENARIO_QUEST_TITLE_1703_RE,"通過\n3-1困難難度"
SCENARIO_QUEST_TITLE_1704_RE,"在一般戰鬥中勝利\n3次"
SCENARIO_QUEST_TITLE_1705_RE,"製作+9裝備\n2個"
SCENARIO_QUEST_TITLE_1706_RE,"通過\n3-22困難難度"
SCENARIO_QUEST_TITLE_1801_RE,"學習技能特性Ⅲ\n1項"
SCENARIO_QUEST_TITLE_1802_RE,"通過\n赤色大地峽谷1"
SCENARIO_QUEST_TITLE_1803_RE,"使3名英雄達到35級"
SCENARIO_QUEST_TITLE_1804_RE,"進行道具召喚\n1次"
SCENARIO_QUEST_TITLE_1805_RE,"製作+9裝備\n3個"
SCENARIO_QUEST_TITLE_1806_RE,"製作3星英雄\n4名"
SCENARIO_QUEST_TITLE_1901_RE,"通過\n4-1簡單難度"
SCENARIO_QUEST_TITLE_1902_RE,"使用道具來恢復體力"
SCENARIO_QUEST_TITLE_1903_RE,"學習技能特性Ⅲ\n2項"
SCENARIO_QUEST_TITLE_1904_RE,"製作+10裝備\n1個"
SCENARIO_QUEST_TITLE_1905_RE,"進入上古皇室金庫\n1次"
SCENARIO_QUEST_TITLE_1906_RE,"通過\n4-6簡單難度"
SCENARIO_QUEST_TITLE_2001_RE,"製作+10裝備\n2個"
SCENARIO_QUEST_TITLE_2002_RE,"進行屬性強化\n3次"
SCENARIO_QUEST_TITLE_2003_RE,"在一般戰鬥中勝利\n2次"
SCENARIO_QUEST_TITLE_2004_RE,"在梅伊的商店裡\n購買道具1次"
SCENARIO_QUEST_TITLE_2005_RE,"重置梅伊商店的清單\n1次"
SCENARIO_QUEST_TITLE_2006_RE,"通過\n4-11簡單難度"
SCENARIO_QUEST_TITLE_2101_RE,"穿戴英雄級別以上的裝備11個"
SCENARIO_QUEST_TITLE_2102_RE,"新增或申請好友2名"
SCENARIO_QUEST_TITLE_2103_RE,"與2名好友交換友情點數"
SCENARIO_QUEST_TITLE_2104_RE,"通過\n4-11-1簡單難度"
SCENARIO_QUEST_TITLE_2105_RE,"進行道具召喚\n1次"
SCENARIO_QUEST_TITLE_2106_RE,"通過\n4-16簡單難度"
SCENARIO_QUEST_TITLE_2201_RE,"進行道具分解\n3次"
SCENARIO_QUEST_TITLE_2202_RE,"通過\n4-16-1簡單難度"
SCENARIO_QUEST_TITLE_2203_RE,"製作4星英雄\n1名"
SCENARIO_QUEST_TITLE_2204_RE,"在一般戰鬥中勝利\n2次"
SCENARIO_QUEST_TITLE_2205_RE,"使3名英雄達到40級"
SCENARIO_QUEST_TITLE_2206_RE,"通過\n4-21簡單難度"
SCENARIO_QUEST_TITLE_2301_RE,"通過\n4-1普通難度"
SCENARIO_QUEST_TITLE_2302_RE,"使3名英雄達到43級"
SCENARIO_QUEST_TITLE_2303_RE,"進入競技場\n3次"
SCENARIO_QUEST_TITLE_2304_RE,"通過\n4-21普通難度"
SCENARIO_QUEST_TITLE_2305_RE,"製作+11裝備\n2個"
SCENARIO_QUEST_TITLE_2306_RE,"通過\n4-21困難難度"
SCENARIO_QUEST_TITLE_2401_RE,"通過\n不死之人的祭壇1"
SCENARIO_QUEST_TITLE_2402_RE,"在一般戰鬥中勝利\n2次"
SCENARIO_QUEST_TITLE_2403_RE,"製作+12裝備\n3個"
SCENARIO_QUEST_TITLE_2404_RE,"進入地下監獄\n1次"
SCENARIO_QUEST_TITLE_2405_RE,"使3名英雄達到45級"
SCENARIO_QUEST_TITLE_2406_RE,"製作4星英雄\n4名"
SCENARIO_QUEST_TITLE_2501_RE,"通過\n5-1簡單難度"
SCENARIO_QUEST_TITLE_2502_RE,"使用道具來恢復體力"
SCENARIO_QUEST_TITLE_2503_RE,"在一般戰鬥中勝利\n2次"
SCENARIO_QUEST_TITLE_2504_RE,"進行道具召喚\n1次"
SCENARIO_QUEST_TITLE_2505_RE,"在梅伊的商店裡\n購買道具1次"
SCENARIO_QUEST_TITLE_2506_RE,"通過\n5-9簡單難度"
SCENARIO_QUEST_TITLE_2601_RE,"使用經驗值加成卷軸\n1次"
SCENARIO_QUEST_TITLE_2602_RE,"在一般戰鬥中勝利\n2次"
SCENARIO_QUEST_TITLE_2603_RE,"製作+12裝備\n4個"
SCENARIO_QUEST_TITLE_2604_RE,"使用金幣加成卷軸\n1次"
SCENARIO_QUEST_TITLE_2605_RE,"進入上古皇室金庫\n2次"
SCENARIO_QUEST_TITLE_2606_RE,"通過\n5-9-1簡單難度"
SCENARIO_QUEST_TITLE_2701_RE,"穿戴英雄級別以上的裝備12個"
SCENARIO_QUEST_TITLE_2702_RE,"進行屬性強化\n5次"
SCENARIO_QUEST_TITLE_2703_RE,"裝備空的經驗燒瓶"
SCENARIO_QUEST_TITLE_2704_RE,"製作5星英雄\n1名"
SCENARIO_QUEST_TITLE_2705_RE,"製作無限晶元1次"
SCENARIO_QUEST_TITLE_2706_RE,"通過\n5-15簡單難度"
SCENARIO_QUEST_TITLE_2801_RE,"使3名英雄達到47級"
SCENARIO_QUEST_TITLE_2802_RE,"在一般戰鬥中勝利\n2次"
SCENARIO_QUEST_TITLE_2803_RE,"進入火焰之龍戰役\n1次"
SCENARIO_QUEST_TITLE_2804_RE,"在梅伊的商店裡\n購買道具1次"
SCENARIO_QUEST_TITLE_2805_RE,"通過\n5-12-1簡單難度"
SCENARIO_QUEST_TITLE_2806_RE,"通過\n5-21簡單難度"
SCENARIO_QUEST_TITLE_2901_RE,"通過\n5-1普通難度"
SCENARIO_QUEST_TITLE_2902_RE,"使用道具來恢復體力"
SCENARIO_QUEST_TITLE_2903_RE,"在一般戰鬥中勝利\n2次"
SCENARIO_QUEST_TITLE_2904_RE,"進入冰霜之龍戰役\n1次"
SCENARIO_QUEST_TITLE_2905_RE,"進入劇毒之龍戰役\n1次"
SCENARIO_QUEST_TITLE_2906_RE,"通過\n5-21困難難度"
SCENARIO_QUEST_TITLE_3001_RE,"通過\n黑色荊棘要塞入口1"
SCENARIO_QUEST_TITLE_3002_RE,"進入競技場\n2次"
SCENARIO_QUEST_TITLE_3003_RE,"裝備空的經驗燒瓶"
SCENARIO_QUEST_TITLE_3004_RE,"製作+13裝備\n3個"
SCENARIO_QUEST_TITLE_3005_RE,"製作5星英雄\n4名"
SCENARIO_QUEST_TITLE_3006_RE,"進入黑暗之龍戰役\n1次"
SCENARIO_QUEST_TITLE_3101_RE,"通過\n6-1簡單難度"
SCENARIO_QUEST_TITLE_3102_RE,"在一般戰鬥中勝利\n3次"
SCENARIO_QUEST_TITLE_3103_RE,"進行道具分解\n2次"
SCENARIO_QUEST_TITLE_3104_RE,"學習技能特性Ⅲ\n4項"
SCENARIO_QUEST_TITLE_3105_RE,"進入任一龍族戰役\n1次"
SCENARIO_QUEST_TITLE_3106_RE,"進行屬性強化\n3次"
SCENARIO_QUEST_TITLE_3201_RE,"通過\n6-11簡單難度"
SCENARIO_QUEST_TITLE_3202_RE,"製作無限之石1次"
SCENARIO_QUEST_TITLE_3203_RE,"進入任一龍族戰役\n2次"
SCENARIO_QUEST_TITLE_3204_RE,"在一般戰鬥中勝利\n3次"
SCENARIO_QUEST_TITLE_3205_RE,"完成\n1名英雄突破"
SCENARIO_QUEST_TITLE_3206_RE,"使4名英雄達到60級"
SCENARIO_QUEST_TITLE_3301_RE,"通過\n6-5普通難度"
SCENARIO_QUEST_TITLE_3302_RE,"在梅伊的商店裡\n購買道具1次"
SCENARIO_QUEST_TITLE_3303_RE,"重置梅伊商店的清單\n1次"
SCENARIO_QUEST_TITLE_3304_RE,"學習技能特性Ⅳ\n2項"
SCENARIO_QUEST_TITLE_3305_RE,"通過\n6-11普通難度"
SCENARIO_QUEST_TITLE_3306_RE,"製作任一道具\n2次"
SCENARIO_QUEST_TITLE_3401_RE,"通過\n6-16普通難度"
SCENARIO_QUEST_TITLE_3402_RE,"進行道具分解\n3次"
SCENARIO_QUEST_TITLE_3403_RE,"新增或申請好友1名"
SCENARIO_QUEST_TITLE_3404_RE,"通過\n6-21普通難度"
SCENARIO_QUEST_TITLE_3405_RE,"進入任一龍族戰役\n2次"
SCENARIO_QUEST_TITLE_3406_RE,"完成\n2名英雄突破"
SCENARIO_QUEST_TITLE_3501_RE,"通過\n6-5困難難度"
SCENARIO_QUEST_TITLE_3502_RE,"裝備空的經驗燒瓶"
SCENARIO_QUEST_TITLE_3503_RE,"在一般戰鬥中勝利\n5次"
SCENARIO_QUEST_TITLE_3504_RE,"進行道具召喚\n2次"
SCENARIO_QUEST_TITLE_3505_RE,"通過\n6-11困難難度"
SCENARIO_QUEST_TITLE_3506_RE,"使4名英雄達到63級"
SCENARIO_QUEST_TITLE_3601_RE,"通過\n6-16困難難度"
SCENARIO_QUEST_TITLE_3602_RE,"在一般戰鬥中勝利\n3次"
SCENARIO_QUEST_TITLE_3603_RE,"製作+15裝備\n2個"
SCENARIO_QUEST_TITLE_3604_RE,"通過\n6-21困難難度"
SCENARIO_QUEST_TITLE_3605_RE,"學習技能特性Ⅳ\n3項"
SCENARIO_QUEST_TITLE_3606_RE,"完成\n3名英雄突破"
SCENARIO_QUEST_TITLE_3701_RE,"通過\n7-4簡單難度"
SCENARIO_QUEST_TITLE_3702_RE,"使5名英雄達到68級"
SCENARIO_QUEST_TITLE_3703_RE,"製作5星英雄\n6名"
SCENARIO_QUEST_TITLE_3704_RE,"進入競技場\n3次"
SCENARIO_QUEST_TITLE_3705_RE,"製作+20裝備\n4個"
SCENARIO_QUEST_TITLE_3706_RE,"通過\n7-9普通難度"
SCENARIO_QUEST_TITLE_3801_RE,"培養突破3英雄\n1名"
SCENARIO_QUEST_TITLE_3802_RE,"製作任一道具\n10次"
SCENARIO_QUEST_TITLE_3803_RE,"製作+73裝備\n1個"
SCENARIO_QUEST_TITLE_3804_RE,"進行屬性強化10次"
SCENARIO_QUEST_TITLE_3805_RE,"培養突破4英雄\n1名"
SCENARIO_QUEST_TITLE_3806_RE,"通過\n7-6困難難度"
SCENARIO_QUEST_TITLE_3901_RE,"通過\n7-12困難難度"
SCENARIO_QUEST_TITLE_3902_RE,"培養突破4英雄\n3名"
SCENARIO_QUEST_TITLE_3903_RE,"製作+80裝備\n2個"
SCENARIO_QUEST_TITLE_3904_RE,"進入任一龍族戰役\n5次"
SCENARIO_QUEST_TITLE_3905_RE,"使6名英雄達到80級"
SCENARIO_QUEST_TITLE_3906_RE,"培養突破5英雄\n7名"
SCENARIO_QUEST_TITLE_4001_RE,"通過8-1簡單難度"
SCENARIO_QUEST_TITLE_4002_RE,"道具分解3次"
SCENARIO_QUEST_TITLE_4003_RE,"進入任意龍之戰役3次"
SCENARIO_QUEST_TITLE_4004_RE,"進入競技場3次"
SCENARIO_QUEST_TITLE_4005_RE,"製作無限之石1次"
SCENARIO_QUEST_TITLE_4006_RE,"裝備附魔1次"
SCENARIO_QUEST_TITLE_4101_RE,"通過8-7簡單難度"
SCENARIO_QUEST_TITLE_4102_RE,"裝備覺醒3次"
SCENARIO_QUEST_TITLE_4103_RE,"召喚道具1次"
SCENARIO_QUEST_TITLE_4104_RE,"製作1個+81裝備"
SCENARIO_QUEST_TITLE_4105_RE,"裝備附魔1次"
SCENARIO_QUEST_TITLE_4106_RE,"通過8-26簡單難度"
SCENARIO_QUEST_TITLE_4201_RE,"在一般戰鬥中獲勝5次"
SCENARIO_QUEST_TITLE_4202_RE,"使6名英雄達到83級"
SCENARIO_QUEST_TITLE_4203_RE,"裝備附魔1次"
SCENARIO_QUEST_TITLE_4204_RE,"通過8-5普通難度"
SCENARIO_QUEST_TITLE_4205_RE,"進行道具召喚1次"
SCENARIO_QUEST_TITLE_4206_RE,"讓9名英雄達成突破5"
SCENARIO_QUEST_TITLE_4301_RE,"進入任意龍之戰役5次"
SCENARIO_QUEST_TITLE_4302_RE,"通過8-12普通難度"
SCENARIO_QUEST_TITLE_4303_RE,"使6名英雄達到86級"
SCENARIO_QUEST_TITLE_4304_RE,"覺醒3次裝備"
SCENARIO_QUEST_TITLE_4305_RE,"通過8-26普通難度"
SCENARIO_QUEST_TITLE_4306_RE,"製作任意道具10次"
SCENARIO_QUEST_TITLE_4401_RE,"覺醒3次裝備"
SCENARIO_QUEST_TITLE_4402_RE,"通過8-1困難難度"
SCENARIO_QUEST_TITLE_4403_RE,"進行道具召喚2次"
SCENARIO_QUEST_TITLE_4404_RE,"裝備附魔1次"
SCENARIO_QUEST_TITLE_4405_RE,"製作無限之石1次"
SCENARIO_QUEST_TITLE_4406_RE,"通過8-12困難難度"
SCENARIO_QUEST_TITLE_4501_RE,"進行屬性強化10次"
SCENARIO_QUEST_TITLE_4502_RE,"進入競技場3次"
SCENARIO_QUEST_TITLE_4503_RE,"通過8-26困難難度"
SCENARIO_QUEST_TITLE_4504_RE,"覺醒3次裝備"
SCENARIO_QUEST_TITLE_4505_RE,"使6名英雄達到90級"
SCENARIO_QUEST_TITLE_4506_RE,"讓12名英雄達成突破5"
SCENARIO_QUEST_TITLE_4601_RE,"通過9-1簡單難度"
SCENARIO_QUEST_TITLE_4602_RE,"進行任意的龍之戰役7次"
SCENARIO_QUEST_TITLE_4603_RE,"進行道具附魔1次"
SCENARIO_QUEST_TITLE_4604_RE,"通過9-14簡單難度"
