KEY,English
E_C19_Dec_Rodina01_82,"I remember that at first, you rarely responded to me and avoided my questions."
E_C19_Dec_Rodina01_83,"However, as time went by, you started listening to me,"
E_C19_Dec_Rodina01_84,and responded every time I spoke to you.
E_C19_Dec_Rodina01_85,"Although it may not be much, but ultimately, you’ve changed a lot, Pavel."
E_C19_Dec_Rodina01_86,If what Lewisia said about you being much better is this...
E_C19_Dec_Rodina01_87,And to think that my efforts contributed to that improvement...
E_C19_Dec_Rodina01_88,This is an excellent present by itself.
E_C19_Dec_Rodina01_89,"....That said, I think he'll say yes this time..."
E_C19_Dec_Viska01_01,"Dammit, why aren't there any strong Demons here?"
E_C19_Dec_Viska01_02,What a waste of time... It’s been like this for a while. How frustrating.
E_C19_Dec_Viska01_03,"...I’m gonna get rid of this frustration by eating something tasty. To the village, I go."
E_C19_Dec_Viska01_04,...
E_C19_Dec_Viska01_05,"What’s wrong with me today? The food doesn't taste good, and I feel rather depressed."
E_C19_Dec_Viska01_06,...What a bad day. I don't even want to eat a Demon.
E_C19_Dec_Viska01_07,"Hey, mister, let me ask you something."
E_C19_Dec_Viska01_08,What day... of what month is today?
E_C19_Dec_Viska01_09,...
E_C19_Dec_Viska01_10,Hey. Human!
E_C19_Dec_Viska01_11,"Wake up, human!"
E_C19_Dec_Viska01_12,HEY!! Vi!!
E_C19_Dec_Viska01_13,Hmm? Huh?
E_C19_Dec_Viska01_14,*Sigh* Seriously..
E_C19_Dec_Viska01_15,Why are you always like this on this particular day of the year?
E_C19_Dec_Viska01_16,Oh... I’m sorry...
E_C19_Dec_Viska01_17,This is why I don’t like human emotions.
E_C19_Dec_Viska01_18,"Look, I know today is the day your village was burned to the ground,"
E_C19_Dec_Viska01_19,"all the people you knew were killed,"
E_C19_Dec_Viska01_20,and your body was torn to pieces.
E_C19_Dec_Viska01_21,But you are alive here and now.
E_C19_Dec_Viska01_22,You even have the power for vengeance now.
E_C19_Dec_Viska01_23,What is it then? You need something more?
E_C19_Dec_Viska01_24,...
E_C19_Dec_Viska01_25,"Hey! I’m talking to you, human!"
E_C19_Dec_Viska01_26,"Ah, to hell with it. What should I freaking do?!"
E_C19_Dec_Viska01_27,"Huh? Oh, it’s Crab Legs."
E_C19_Dec_Viska01_28,Hmm? Do you know that person?
E_C19_Dec_Viska01_29,"Person? Well, she’s someone like me."
E_C19_Dec_Viska01_30,I thought I told you about her before. The one I met at Dragia Volcano.
E_C19_Dec_Viska01_31,"She looks quite upset today, though."
E_C19_Dec_Viska01_32,"Hey, Crab Legs!"
E_C19_Dec_Viska01_33,You are eating so much as usual.
E_C19_Dec_Viska01_34,How do you eat that much with such a small human stomach?
E_C19_Dec_Viska01_35,"Huh? Oh, it’s the Half Breed."
E_C19_Dec_Viska01_36,I’m not feeling so good today. Don’t you pick a fight.
E_C19_Dec_Viska01_37,...Something wrong?
E_C19_Dec_Viska01_38,Your face looks 10 times angrier than usual.
E_C19_Dec_Viska01_39,...
E_C19_Dec_Viska01_40,It’s the human host who’s making me real annoyed.
E_C19_Dec_Viska01_41,Humans... They just don’t let go of what they lost and cry and lament over it...
E_C19_Dec_Viska01_42,Pathetic creatures...
E_C19_Dec_Viska01_43,You really are an idiot.
E_C19_Dec_Viska01_44,You should apologize to her. This is clearly your fault.
E_C19_Dec_Viska01_45,"Hey, don't blame me!"
E_C19_Dec_Viska01_46,And why should I? I said nothing wrong!
E_C19_Dec_Viska01_47,You should just let go of-
E_C19_Dec_Viska01_48,You forged a possession contract with that girl! You are responsible for your host!
E_C19_Dec_Viska01_49,"When I asked Epis, she told me most possessions are done forcibly."
E_C19_Dec_Viska01_50,"...Come on, that’s different. It’s done to make an example out of arrogant-"
E_C19_Dec_Viska01_51,"Ah, what the hell! Look, I don't care about what situation you are in,"
E_C19_Dec_Viska01_52,"and I’m clearly not an expert at that area,"
E_C19_Dec_Viska01_53,but just think about it: You are angry and annoyed about something.
E_C19_Dec_Viska01_54,"The problem is, you have no means to resolve those feelings. How would you feel?"
E_C19_Dec_Viska01_55,...Tsk.
E_C19_Dec_Viska01_56,Understand? Then solve it!
E_C19_Dec_Viska01_57,Stupid glutton...
E_C19_Dec_Viska01_58,"...Ah, screw this!!"
E_C19_Dec_Viska01_59,"I’m gonna teach you a lesson next time we meet, Half Breed..."
E_C19_Dec_Viska01_60,"HEY!! We need to talk, human!"
E_C19_Dec_Viska01_61,...
E_C19_Dec_Viska01_62,"Well, um..."
E_C19_Dec_Viska01_63,"Uh... Ah, whatever."
E_C19_Dec_Viska01_64,"If you are really not feeling so good today,"
E_C19_Dec_Viska01_65,then how about this? I will give you control over this body for today.
E_C19_Dec_Viska01_66,Do as you will. I’m not going to interfere.
E_C19_Dec_Viska01_67,Go back to your hometown and see your family’s graves or something.
E_C19_Dec_Viska01_68,"Be thankful for this. You are not supposed to have control now, but I’m breaking the contract rules just this time."
E_C19_Dec_Viska01_69,*Grumble...*
E_C19_Dec_Viska01_70,...
E_C19_Dec_Viska01_71,Hometown...
E_C19_Dec_Viska01_72,Mom... Dad...
E_C19_Dec_Viska01_73,"...Thank you, Viska..."
E_C19_Dec_Chase01_1,"Your birthday should be a happy day, but you don't look happy."
E_C19_Dec_Chase01_2,That’s why I will give you this.
E_C19_Dec_Chase01_3,Princess must laugh. Only then others can all laugh.
E_C19_Dec_Chase01_4,Flower. I’m glad it’s still fresh.
E_C19_Dec_Chase01_5,"Ah, to think of it, it’s been some time since my birthday passed..."
E_C19_Dec_Chase01_6,You've always protected me and gave me precious gifts.
E_C19_Dec_Chase01_7,I’m afraid I returned nothing to you. How shameful of me...
E_C19_Dec_Chase01_8,Not true. Princess gave me name.
E_C19_Dec_Chase01_9,"Princess gave me mission. ...Princess forgave me, who tried to kill her."
E_C19_Dec_Chase01_10,Princess gave me everything. Princess gave a lot.
E_C19_Dec_Chase01_11,...Haha. I am happy to hear that.
E_C19_Dec_Chase01_12,But now is now.
E_C19_Dec_Chase01_13,Think about what you want.
E_C19_Dec_Chase01_14,"Be it a holiday, money... anything..."
E_C19_Dec_Chase01_15,"If it’s something I can give, then I will give it to you."
E_C19_Dec_Chase01_16,"That is, at this journey’s end."
E_C19_Dec_Chase01_17,...Hard. It’s like a homework Demia gives to me.
E_C19_Dec_Chase01_18,Hahaha. Think hard.
E_C19_Dec_Chase01_19,What I want to receive...
E_C19_Dec_Chase01_20,What I need... What I want to get...
E_C19_Dec_Chase01_21,Hmm...
E_C19_Dec_Chase01_22,"Ugh, where did he go?!"
E_C19_Dec_Chase01_23,Captain Demia will scold us if we are too late...
E_C19_Dec_Chase01_24,There! Found you! Chase!!
E_C19_Dec_Chase01_25,"Huh? Hey, Chase..."
E_C19_Dec_Chase01_26,Is he sleeping standing up?
E_C19_Dec_Chase01_27,Chase!!
E_C19_Dec_Chase01_28,...Clause.
E_C19_Dec_Chase01_29,Don't sleep here like this. You are going to catch a cold.
E_C19_Dec_Chase01_30,What happened? Did the captain scold you again? Were you feeling down about it?
E_C19_Dec_Chase01_31,No. I was just thinking-
E_C19_Dec_Chase01_32,......Too late......
E_C19_Dec_Chase01_33,Late?
E_C19_Dec_Chase01_34,The princess told me to think about what I want to receive.
E_C19_Dec_Chase01_35,Too hard... I was thinking about it all day. The day is gone.
E_C19_Dec_Chase01_36,Haha... It really is a difficult task.
E_C19_Dec_Chase01_37,(Hm... Perhaps she wanted to give something in return for her birthday present.)
E_C19_Dec_Chase01_38,"If it’s too hard thinking about what you want to receive,"
E_C19_Dec_Chase01_39,then how about something you like?
E_C19_Dec_Chase01_40,"Something like food. You like food, no?!"
E_C19_Dec_Chase01_41,......Something I like......
E_C19_Dec_Chase01_42,I know.
E_C19_Dec_Chase01_43,Yes! Then you can tell that to Her High-
E_C19_Dec_Chase01_44,My name. I like my name.
E_C19_Dec_Chase01_45,...Huh?
E_C19_Dec_Chase01_46,I like the pauldron Demia gave me.
E_C19_Dec_Chase01_47,I like the handkerchief princess gave me.
E_C19_Dec_Chase01_48,"I like patrolling, escorting, Clause, Loman, Demia, Princess..."
E_C19_Dec_Chase01_49,I like them all.
E_C19_Dec_Chase01_50,.....Maybe Demia is a bit scary.
E_C19_Dec_Chase01_51,Hahahaha! Captain really is scary when she's angry.
E_C19_Dec_Chase01_52,Okay. Found the answer. I go to princess now.
E_C19_Dec_Chase01_53,Princess is waiting. Have to go back before too late.
E_C19_Dec_Chase01_54,"Huh? Hey, wait!!"
E_C19_Dec_Chase01_55,Haha... Interesting...
E_C19_Dec_Chase01_56,It should be fine like this.
E_C19_Dec_Chase01_57,Her Highness will be happy to hear that from Chase.
E_C19_Dec_Chase01_58,"I told him to think, not to wander somewhere..."
E_C19_Dec_Chase01_59,I sent Clause to get him. They will be back soon.
E_C19_Dec_Chase01_60,...If Clause takes too long to find him or if Chase attacks-
E_C19_Dec_Chase01_61,Rest your worries. Such things will not happen.
E_C19_Dec_Chase01_62,You should know very well that he is no longer dangerous.
E_C19_Dec_Chase01_63,But...
E_C19_Dec_Chase01_64,"The hour is getting late, and it’s dinner time. We should prepare food."
E_C19_Dec_Chase01_65,"Allow me to perform that task, Your Highness."
E_C19_Dec_Chase01_66,I will not stay idle and wait for them to come.
E_C19_Dec_Chase01_67,Alright. I shall leave it to you then.
E_C19_Dec_Chase01_68,Princess!!
E_C19_Dec_Chase01_69,Chase. Where were you venturing off-
E_C19_Dec_Chase01_70,I found it. Something I like.
E_C19_Dec_Chase01_71,Hmm? Something you like...
E_C19_Dec_Chase01_72,Good. Do tell. What is it you like the most?
E_C19_Dec_Chase01_73,A lot of things.
E_C19_Dec_Chase01_74,I like my name.
E_C19_Dec_Chase01_75,...What?
E_C19_Dec_Chase01_76,"My name. Patrolling. Princess, Demia. Clause. Loman."
E_C19_Dec_Chase01_77,Handkerchief princess gave me. Walking with princess. Escorting princess.
E_C19_Dec_Chase01_78,"Now now, that’s enough..."
E_C19_Dec_Chase01_79,Was that the reason why you were late? Trying to come up with those thoughts?
E_C19_Dec_Chase01_80,Clause helped. I thought hard.
E_C19_Dec_Chase01_81,...Haha...
E_C19_Dec_Chase01_82,Hahahaha.
E_C19_Dec_Chase01_83,Princess?
E_C19_Dec_Chase01_84,...I said something wrong?
E_C19_Dec_Chase01_85,No. Not at all.
E_C19_Dec_Chase01_86,Thank you for telling me that.
E_C19_Dec_Chase01_87,Now then... You thought hard about it. You deserve to be rewarded.
E_C19_Dec_Chase01_88,Your name... Things you like...
E_C19_Dec_Chase01_89,"Chase. From now on, your name is Chase."
E_C19_Dec_Chase01_90,......Chase...
E_C19_Dec_Chase01_91,My name.
E_C19_Dec_Chase01_92,"If you don't remember anything,"
E_C19_Dec_Chase01_93,then I will give you the reason to live.
E_C19_Dec_Chase01_94,Live for me.
E_C19_Dec_Chase01_95,...Yes... That should do.
E_C19_Dec_Chase01_96,That?
E_C19_Dec_Chase01_97,"I gave you your name, and now you started a new life with it."
E_C19_Dec_Chase01_98,There should be a day to celebrate it.
E_C19_Dec_Chase01_99,I hereby declare this day as your birthday. How is that?
E_C19_Dec_Chase01_100,...Birthday...
E_C19_Dec_Chase01_101,Another gift from princess...
E_C19_Dec_Chase01_102,I like it. I like it very much.
E_C19_Dec_Chase01_103,"Anything from princess is good,"
E_C19_Dec_Chase01_104,but this is as good as my name.
E_C19_Dec_Chase01_105,I’m glad you like it.
E_C19_Dec_Chase01_106,"Then, although it’s a bit late in the evening, we should prepare a birthday party."
E_C19_Dec_Chase01_107,I should tell Demia to cook more food.
E_C19_Dec_Chase01_108,I am Chase.
E_C19_Dec_Chase01_109,"No matter what happens, even if I get my memory back,"
E_C19_Dec_Chase01_110,I will stay beside those I like. With her...
E_C19_Dec_Chase01_111,"Forever and always, as Chase."
E_C19_Dec_Esker01_01,"Happy birthday, Esker!"
E_C19_Dec_Esker01_02,I um... prepared a small gift for you!
E_C19_Dec_Esker01_03,My birthday is nothing special. I’m surprised you remembered it.
E_C19_Dec_Esker01_04,Of course I have to remember an important day like this!
E_C19_Dec_Esker01_05,...
E_C19_Dec_Esker01_06,"Now, whenever my birthday approaches, it brings back the memory of that time as a dream..."
E_C19_Dec_Esker01_07,Huh? What are you saying all of a sudden?
E_C19_Dec_Esker01_08,Nevermind. I’m happy that you prepared a gift for me. Haha.
E_C19_Dec_Esker01_09,That’s one of the cards you use.
E_C19_Dec_Esker01_10,"It’s not the same card that you use, but tarot cards are interesting friends too."
E_C19_Dec_Esker01_11,I specially engraved today’s date behind this one for you.
E_C19_Dec_Esker01_12,Also... One more thing!!
E_C19_Dec_Esker01_13,Hmm?
E_C19_Dec_Esker01_14,I will show you how I shuffle. It’s that method you taught me!
E_C19_Dec_Esker01_15,Get ready to be enchanted by this spectacle! Hehe.
E_C19_Dec_Esker01_16,I remember you being quite awkward with shuffling. You seem confident now.
E_C19_Dec_Esker01_17,Of course! I practiced it again and again!
E_C19_Dec_Esker01_18,"Just watch! Like this, like that, anddd!!"
E_C19_Dec_Esker01_19,Ta-da!!! Huh?!
E_C19_Dec_Esker01_20,W-why?! Again! Again!!
E_C19_Dec_Esker01_21,Ta-da!!
E_C19_Dec_Esker01_22,Huh??
E_C19_Dec_Esker01_23,Ta-da!!
E_C19_Dec_Esker01_24,Why?! Why isn't this working?
E_C19_Dec_Esker01_25,Ah...
E_C19_Dec_Esker01_26,Um... So... uh... This worked perfectly moments ago...
E_C19_Dec_Esker01_27,This worked perfectly moments ago...
E_C19_Dec_Esker01_28,That really was a spectacle.
E_C19_Dec_Esker01_29,"Don't tease me, Esker!"
E_C19_Dec_Esker01_30,Haha. I really meant it.
E_C19_Dec_Esker01_31,Give them to me.
E_C19_Dec_Esker01_32,Let me show you again.
E_C19_Dec_Esker01_33,Don’t you get tired of dreaming the same dream again and again?
E_C19_Dec_Esker01_34,Now it feels like you are just entering the dream on your own volition.
E_C19_Dec_Esker01_35,Why is my gut never wrong?
E_C19_Dec_Esker01_36,I will never get used to your uncomfortable disguise of me.
E_C19_Dec_Esker01_37,"Well, this is the coolest look I can display."
E_C19_Dec_Esker01_38,"If you don't like it, then how about this?"
E_C19_Dec_Esker01_39,Get out of my dream.
E_C19_Dec_Esker01_40,That’s harsh.
E_C19_Dec_Esker01_41,But the dimension you’ve created is my playground.
E_C19_Dec_Esker01_42,"Haha, how brazen."
E_C19_Dec_Esker01_43,Not as brazen as you by the gambling table.
E_C19_Dec_Esker01_44,I would like to suggest one thing. Don't go to that place tomorrow.
E_C19_Dec_Esker01_45,A birthday should be an enjoyable day.
E_C19_Dec_Esker01_46,"Hm... I know what you are getting at,"
E_C19_Dec_Esker01_47,but my birthday is meaningless now.
E_C19_Dec_Esker01_48,A day like that should be celebrated with precious ones. That’s when birthdays shine.
E_C19_Dec_Esker01_49,Well... It's up to you to decide.
E_C19_Dec_Esker01_50,"Still, it’s a bit sad."
E_C19_Dec_Esker01_51,Those precious ones you mentioned
E_C19_Dec_Esker01_52,wouldn't even know that you are denying even the slightest happiness.
E_C19_Dec_Esker01_53,Like... That girl just now.
E_C19_Dec_Esker01_54,...
E_C19_Dec_Esker01_55,I find your words very thankful and annoying at the same time.
E_C19_Dec_Esker01_56,Alright. You win.
E_C19_Dec_Esker01_57,I will go somewhere different tomorrow.
E_C19_Dec_Esker01_58,[Center of Village]
E_C19_Dec_Esker01_59,A normal day... It’s been too long.
E_C19_Dec_Esker01_60,No! I lost again!!!
E_C19_Dec_Esker01_61,Yuss! Gimme! Gimme!
E_C19_Dec_Esker01_62,"Argh, dammit. My precious coins..."
E_C19_Dec_Esker01_63,Kehaha! Scrubs!
E_C19_Dec_Esker01_64,You are all so bad at this!
E_C19_Dec_Esker01_65,Ahaha! I should be able to repay Kibera with this.
E_C19_Dec_Esker01_66,?!
E_C19_Dec_Esker01_67,Who the hell are you?
E_C19_Dec_Esker01_68,"A game, if you would."
E_C19_Dec_Esker01_69,Ha! Here comes another loser!
E_C19_Dec_Esker01_70,An hour later
E_C19_Dec_Esker01_71,I-is that even possible?
E_C19_Dec_Esker01_72,He didn't lose a single game so far.
E_C19_Dec_Esker01_73,*Crowd chatter*
E_C19_Dec_Esker01_74,[8 Game Loss Streak]
E_C19_Dec_Esker01_75,Again!!!
E_C19_Dec_Esker01_76,Aren't you stretching this a bit too far?
E_C19_Dec_Esker01_77,Shut up!!!! 20!
E_C19_Dec_Esker01_78,I got 21. I win. Haha.
E_C19_Dec_Esker01_79,Ahhhhh!!!
E_C19_Dec_Esker01_80,[9 Game Loss Streak]
E_C19_Dec_Esker01_81,[12 Game Loss Streak]
E_C19_Dec_Esker01_82,[15 Game Loss Streak]
E_C19_Dec_Esker01_83,[18 Game Loss Streak]
E_C19_Dec_Esker01_84,[20 Game Loss Streak]
E_C19_Dec_Esker01_85,[22 Game Loss Streak]
E_C19_Dec_Esker01_86,You dirty cheater!
E_C19_Dec_Esker01_87,Haha. It’s not cheating.
E_C19_Dec_Esker01_88,It’s luck. You just have to give in to it.
E_C19_Dec_Esker01_89,Thank you for giving me an extraordinary gift on this special day.
E_C19_Dec_Esker01_90,HEY!!!!!
E_C19_Dec_Esker01_91,Ah.
E_C19_Dec_Esker01_92,??
E_C19_Dec_Esker01_93,Let’s just say I’m giving you this as a token of gratitude.
E_C19_Dec_Esker01_94,"I have no use for it, but I feel that this is an essential item for you."
E_C19_Dec_Esker01_95,I decided to call it a fortune-bringing chip.
E_C19_Dec_Esker01_96,...
E_C19_Dec_Esker01_97,Arghh!!! You piece of-
E_C19_Dec_Esker01_98,Thank you for your kind words.
E_C19_Dec_Esker01_99,Ahhhhhh!!! I’m gonna kill you!!!!!
E_C19_Dec_Esker01_100,Kyaaaa!!
E_C19_Dec_Esker01_101,Ahhh!! He's gone completely nuts!
E_C19_Dec_Esker01_102,"Well, this is bad... Let us conclude the game here. I don’t want to be involved in this mess."
