KEY,Vietnamese
RESCOLLECT_PLUNDER_END_HOUR_UNIT,Giờ
RESCOLLECT_PLUNDER_END_MINUTE_UNIT,Phút
RESCOLLECT_PLUNDER_END_BEFORE,Trước
RESCOLLECT_NO_TEAM,Không có nhóm thám hiểm.
RESCOLLECT_COLLECT_STARTED,Nhiệm vụ thám hiểm đã bắt đầu.
RESCOLLECT_START_COLLECT,Nhiệm vụ bắt đầu
RESCOLLECT_START_PLUNDER,Bắt đầu cướp
RESCOLLECT_START_CHASE,Săn
RESCOLLECT_COLLECT_RESULT_GOLD,[FFFF00]Vàng[-]
RESCOLLECT_NOGUILD,Không có Guild
RESCOLLECT_ITEMCOUNT,{1}
RESCOLLECT_COLLECTPERHOUR,({1}/giờ)
RESCOLLECT_COLLECTING_REMAIN_TIME,Thu thập các nguồn lực thông qua tìm kiếm.....\nQuay lại sau {1}giờ {2}phút
RESCOLLECT_COLLECT_COMPLETED,Hoàn thành tìm kiếm
RESCOLLECT_COLLECT_COMPLETE_MSG,Đã phát hiện {1} qua tìm kiếm!
RESCOLLECT_COLLECTING,Đang tìm...
RESCOLLECT_PLUNDER_SUCCESS,Cướp thành công
RESCOLLECT_PLUNDER_SUCCESS_MSG,Đã giành được {1} bằng cách cướp.
RESCOLLECT_BUY_CHEESE,Mua {1} Cướp Thể lực.
RESCOLLECT_GIVEUP_PLUNDER_CONFIRM,Bạn có muốn từ bỏ đồ cướp bóc mà bạn đã phát hiện được?
ENTER_TRIAL_DUNGEON,Vào Ngục tối
TRIAL_DUNGEON_HERO_KNIGHT,Thử thách của Hiệp sĩ
TRIAL_DUNGEON_HERO_WARRIOR,Thử thách của Chiến binh
TRIAL_DUNGEON_HERO_ASSASSIN,Thử thách của Sát thủ
TRIAL_DUNGEON_HERO_ARCHER,Thử thách của Cung thủ
TRIAL_DUNGEON_HERO_MECHANIC,Thử thách của Thợ máy
TRIAL_DUNGEON_HERO_WIZARD,Thử thách của Phù thủy
TRIAL_DUNGEON_HERO_PRIEST,Thử thách của Linh mục
TRIAL_RESET_CHALLENGE_CHANCE_CONFIRM,Bạn đã sử dụng tất cả các cơ hội thử thách cho {1}.\nBạn có muốn chấp nhận Thử thách lần nữa?
TRIAL_RESET_PLAY_KEY_CONFIRM,Không đủ chìa khóa.\nBạn có muốn nạp lại chìa khóa?
TRIAL_RESET_PLAY_KEY_CONFIRM_COUNT,Không thể vào do thiếu chìa khóa.\nNạp {1} chìa khóa?
INVENTORY_ITEM_ACTION_SELL,Bán
INVENTORY_ASK_SELL_COUNT_MESSAGE,Quyết định số lượng bán.
INVENTORY_ORIGIN_DESC,{1} Chương {2}
EQUIP_ASK_UNLOCK_WEAPON_EQUIP,Bạn muốn mở rộng ô trang bị thứ hai?
EQUIP_ASK_UNLOCK_ARMOR_EQUIP,Bạn muốn mở ô trang bị bảo vệ thứ hai?
EQUIP_UNLOCK_ACTION,Mở khóa
EQUIP_ASK_EXTEND_MESSAGE,Bạn có muốn mở rộng {1} chỗ Kho hàng?
EQUIP_ASK_EXTEND_MESSAGE_1,Số ngăn chứa có thể mở rộng tối đa là {1}.
EQUIP_ASK_EXTEND_MESSAGE_2,( Slot Kho: {1} / {2} )
EQUIP_EXTEND_ACTION,Mở rộng
EQUIP_ASK_SELL,Bán {1}.
EQUIP_ASK_EQUIP_TITLE,Trang bị đồ cường hoá
EQUIP_ASK_UNEQUIP_TITLE,Bỏ trang bị đồ cường hoá
EQUIP_ASK_EQUIP,Bạn có muốn trang bị {1}?
EQUIP_ERROR_ALREADY_EQUIPPED,Một đồ cường hoá đã được trang bị.
EQUIP_ASK_SELECT_EQUIP_MESSAGE,Chọn vị trí mà bạn muốn trang bị vũ khí vào.
EQUIP_ASK_SELECT_EQUIP_FIRST,Vị trí cơ bản
EQUIP_ASK_SELECT_EQUIP_SECOND,Vị trí mở rộng
EQUIP_ASK_EQUIP_OVERWRITE_MESSAGE,Một đồ cường hoá đã được trang bị.\nBạn có muốn trang bị đồ cường hoá mới sau khi gỡ bỏ trang bị hiện tại?
EQUIP_ASK_EQUIP_REMOVE,Gỡ bỏ
EQUIP_ASK_EQUIP_PRESERVE,Giữ
EQUIP_ASK_EQUIP_PRESERVE_CONFIRM,Bạn có muốn giữ vật phẩm đang mang\nvà trang bị đồ cường hoá mới?
EQUIP_ASK_EQUIP_REMOVE_CONFIRM,Bạn có muốn gỡ bỏ vật phẩm đang mang\nvà trang bị đồ cường hoá mới?
EQUIP_ASK_UNEQUIP_MESSAGE,Bạn có thể gỡ bỏ hoặc giữ trang bị.
EQUIP_ASK_UNEQUIP_PRESERVE_CONFIRM,Bạn có muốn giữ đồ cường hoá này?
EQUIP_ASK_UNEQUIP_REMOVE_CONFIRM,Bạn có muốn gỡ bỏ đồ cường hoá này?
EQUIP_ERROR_NOT_EQUIPPED,Đồ cường hoá không được trang bị.
EQUIP_ASK_ENCHANT_OPTION_TITLE,Đánh giá lại
EQUIP_ASK_ENCHANT_OPTION,Bạn có muốn đánh giá lại tùy chọn này?
EQUIP_ASK_ENCHANT_OPTION_CONFIRM_TITLE,Sử dụng các tùy chọn
EQUIP_ASK_ENCHANT_OPTION_CONFIRM,Bạn có muốn sử dụng tùy chọn này?
EQUIP_ASK_ENCHANT_OPTION_CANCEL_TITLE,Trở lại tùy chọn
EQUIP_ASK_ENCHANT_OPTION_CANCEL,Bạn có muốn trở lại tùy chọn này?
EQUIP_ASK_ENCHANT_RESULT_MESSAGE,[FF8000] [00FF00]{1}[-][FFFFFF]{2}[-] tùy chọn đã chuyển sang \n [00FF00]{3}[-][FFFFFF]{4}[-] tùy chọn\nsau khi đánh giá lại.[-]
EQUIP_UPGRADE_PROGRESSING,[FFFF00]Đang cường hoá[-]
EQUIP_ERROR_UPGRADE_EXP_FULL,Vượt quá XP cần thiết để cường hoá.
EQUIP_ERROR_MATERIAL_FULL,Không thể thêm vật liệu.
RANDOM_OPTION,Các tùy chọn bổ sung
EQUIP_RANDOM_OPTION_COUNT,Các tùy chọn bổ sung
START_BATTLE,Bắt đầu
MATCH_START_BUTTON_LABEL,Đăng ký trận đấu
MATCH_TOP_PERCENTAGE,(Top {1}%)
MATCH_SEASON_REMAIN_LABEL,Còn lại {1} ngày {2} giờ
MATCH_BATTLE_SERVER_CONNECT_FAIL,Kết nối đển Máy chủ trận đánh đã thất bại.
MATCH_BATTLE_SERVER_DISCONNECTED,Đã ngắt kết nối khỏi Máy chủ trận đánh.
MATCH_BATTLE_SERVER_START_FAIL,Không thể bắt đầu trận đánh.
MATCH_OFFLINE_PVP_RESULT_FAILED,Yêu cầu kết quả trận đấu đã thất bại.
MATCH_DAILY_REWARD_SENDERNAME,Quản lý Đấu trường
MATCH_DAILY_REWARD_TITLE,Phần thưởng hàng ngày Liên minh Chiến thắng.
MATCH_DAILY_REWARD_CONTENT,Phần thưởng hàng ngày Liên minh Chiến thắng. Cấp: {1} {2}. Hạng: {3}
MATCH_DAILY_REWARD_NOLEVEL_CONTENT,Phần thưởng hàng ngày Liên minh Chiến thắng. Cấp: {1}. Hạng: {2}
MATCH_SEASON_REWARD_SENDERNAME,Quản lý mùa giải
MATCH_SEASON_REWARD_TITLE,Phần thưởng mùa giải Liên minh Chiến thắng.
MATCH_SEASON_REWARD_CONTENT,Phần thưởng mùa giải Liên minh Chiến thắng. Cấp: {1} {2}. Hạng: {3}
MATCH_SEASON_REWARD_NOLEVEL_CONTENT,Phần thưởng mùa giải Liên minh Chiến thắng. Cấp: {1}. Hạng: {2}
MATCH_HISTORY_WIN_SCORE,Điểm của bạn đã tăng lên [FFFF20]{1}điểm[-] vì thắng trận.
MATCH_HISTORY_WIN,Đã thắng trận.
MATCH_HISTORY_LOSE_SCORE,Điểm của bạn đã giảm lên [FFFF20]{1}điểm[-] vì thua trận.
MATCH_HISTORY_LOSE,Đã thua trận.
MATCH_HISTORY_TIME_MINUTE,{1}phút trước
MATCH_HISTORY_TIME_HOUR,{1}giờ trước
MATCH_HISTORY_TIME_DAY,{1}ngày trước
MATCH_RANKING_SCORE,{1} Điểm
MATCH_FINDING_TARGET,Đang tìm kiếm đối thủ.
MATCH_FOUND_TARGET,Đã tìm thấy đối thủ.
BATTLE.EXIT_REPLAY_CONFIRM,Bạn muốn dừng việc xem lại?
MATCH_PICKBAN_WEEKLY_REWARD_SENDERNAME,Quản lý đấu trường
MATCH_PICKBAN_WEEKLY_REWARD_TITLE,Phần thưởng hàng tuần cho Xếp hạng máy chủ trong Liên minh vinh quang.
MATCH_PICKBAN_WEEKLY_REWARD_CONTENT,"Phần thưởng hàng tuần cho Xếp hạng máy chủ trong Liên minh vinh quang. Bậc {1} toàn Máy chủ, Màn {2}. Hạng: {3}"
MATCH_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,Phần thưởng hàng tuần cho Xếp hạng máy chủ trong Liên minh vinh quang. Bậc {1} toàn Máy chủ. Hạng: {2}
MATCH_PICKBAN_SEASON_REWARD_SENDERNAME,Quản lý mùa giải
MATCH_PICKBAN_SEASON_REWARD_TITLE,Phần thưởng mùa giải cho Xếp hạng máy chủ trong Liên minh vinh quang.
MATCH_PICKBAN_SEASON_REWARD_CONTENT,"Phần thưởng mùa giải cho Xếp hạng máy chủ trong Liên minh vinh quang. Bậc {1} toàn Máy chủ, Màn {2}. Hạng: {3}"
MATCH_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,Phần thưởng mùa giải cho Xếp hạng máy chủ trong Liên minh vinh quang. Bậc {1} toàn Máy chủ. Hạng: {2}
MATCH_PICKBAN_DAILY_REWARD_SENDERNAME,Quản lý đấu trường
MATCH_PICKBAN_DAILY_REWARD_TITLE,Phần thưởng hàng ngày cho Xếp hạng máy chủ trong Liên minh vinh quang.
MATCH_PICKBAN_DAILY_REWARD_CONTENT,"Phần thưởng hàng ngày cho Xếp hạng máy chủ trong Liên minh vinh quang. Bậc {1} toàn Máy chủ, Màn {2}. Hạng: {3}"
MATCH_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,Phần thưởng hàng ngày cho Xếp hạng máy chủ trong Liên minh vinh quang. Bậc {1} toàn Máy chủ. Hạng: {2}
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_SENDERNAME,Quản lý đấu trường
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_TITLE,Phần thưởng hàng tuần cho Xếp hạng thế giới trong Liên minh vinh quang.
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_CONTENT,"Phần thưởng hàng tuần cho Xếp hạng thế giới trong Liên minh vinh quang. Bậc {1} toàn Thế giới, Màn {2}. Hạng: {3}"
MATCH_GLOBAL_PICKBAN_WEEKLY_REWARD_NOLEVEL_CONTENT,Phần thưởng hàng tuần cho Xếp hạng thế giới trong Liên minh vinh quang. Bậc {1} toàn Thế giới. Hạng {2}
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_SENDERNAME,Quản lý mùa giải
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_TITLE,Phần thưởng mùa giải cho Xếp hạng thế giới trong Liên minh vinh quang.
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_CONTENT,"Phần thưởng mùa giải cho Xếp hạng thế giới trong Liên minh vinh quang. Bậc {1} toàn Thế giới, Màn {2}. Hạng: {3}"
MATCH_GLOBAL_PICKBAN_SEASON_REWARD_NOLEVEL_CONTENT,Phần thưởng mùa giải cho Xếp hạng thế giới trong Liên minh vinh quang. Bậc {1} toàn Thế giới. Hạng {2}
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_SENDERNAME,Quản lý đấu trường
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_TITLE,Phần thưởng hàng ngày cho Xếp hạng thế giới trong Liên minh vinh quang.
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_CONTENT,"Phần thưởng hàng ngày cho Xếp hạng thế giới trong Liên minh vinh quang. Bậc {1} toàn Thế giới, Màn {2}. Hạng: {3}"
MATCH_GLOBAL_PICKBAN_DAILY_REWARD_NOLEVEL_CONTENT,Phần thưởng hàng ngày cho Xếp hạng thế giới trong Liên minh vinh quang. Bậc {1} toàn Thế giới. Hạng: {2}
FRIEND_BECOME_FRIEND,Bạn đã trở thành [FFFF00] bạn[-] với [FFFF00]{1}[-].
FRIEND_ASK_ACCEPT_FRIEND,Bạn có muốn [FFFF00]chấp nhận yêu cầu kết bạn của[-][FFFF00]{1}[-][FFFF00][-]?
FRIEND_ASK_DENY_FRIEND,Bạn có muốn [FFFF00]từ chối yêu cầu kết bạn của[-][FFFF00]{1}[-][FFFF00][-]?
FRIEND_ASK_DELETE_FRIEND,Bạn có muốn xóa[FFFF00] {1}[-]khỏi[FFFF00]danh sách bạn bè của bạn[-]?
FRIEND_ASK_INVITE_FRIEND,Bạn có muốn gửi [FFFF00]{1}[-] một [FFFF00]yêu cầu kết bạn[-]?
FRIEND_ASK_INVITE_PARTY,Bạn có muốn gửi [FFFF00]{1}[-] một [FFFF00]yêu cầu nhóm[-]?
MAIL_DELETE_DAYS_AFTER,Xóa sau {1}ngày
MAIL_DELETE_HOURS_AFTER,Xóa sau {1}giờ
MAIL_DELETE_MINUTES_AFTER,Xóa sau {1}phút
FirstClearRuby_Mail_Title,Thưởng hoàn thành màn đầu tiên
FirstClearRuby_Mail_Desc,Tặng thưởng khi hoàn thành màn đầu tiên (đã bị xóa).
LANGUAGE_CHANGE_CONFIRM,King's Raid sẽ khởi động lại để thay đổi ngôn ngữ sang {1}.\nVui lòng đợi.
MAP_CANNOT_MOVE_CHAPTER_NOT_EXIST,Không thể di chuyển vì chương không tồn tại.
MAP_CANNOT_MOVE_CHAPTER_NOT_COMPLETED,Không thể di chuyển vì bạn vẫn chưa vượt qua chương.
MAP_MOVE_CHAPTER_CONFIRM,Bạn có muốn chuyển sang địa điểm tiếp theo?\n{1}
DAILYMISSION_NAME,Nhiệm vụ hôm nay
MISSION_NAME,Thành tích nhiệm vụ
MISSION_PROGRESSING,Đang tiến hành
MISSION_COMPLETE,Các nhiệm vụ đã hoàn thành
MISSION_SUBTYPE_ACCOUNT,Tài khoản
MISSION_SUBTYPE_BRAVERY,Sự dũng cảm
MISSION_SUBTYPE_GOODS,Hàng hóa
MISSION_SUBTYPE_GUILD,Guild
MISSION_SUBTYPE_HERO,Tướng
MISSION_SUBTYPE_ITEM,Vật phẩm
MISSION_SUBTYPE_CONTENTS,Nội dung
DUNGEON_REWARD_ITEM,Phần thưởng
DUNGEON_REWARD_DESC,Có thể giành {1}
DUNGEON_REMAIN_ENTERCOUNT,Còn lại {1} lần
UI_ENDBATTLE_GAINEXP,Giành được XP
UI_ENDBATTLE_GAINGOLD,Giành được Vàng
UI_ENDBATTLELOSE_ANNOUNCEMENT,Thử lại sau khi cường hoá cho anh hùng và vũ khí của bạn!
UI_COMMON_RETRY,Thử lại
UI_ENDCAMPAIGN_REWARDTEXT,Chiến lợi phẩm
UI_ENDBATTLEREWARD_ITEMCOUNT,Tổng cộng {1}
DUNGEON_GOLD_REWARD,Vàng giành được
COMMON_TOTAL,Tất cả
MYHERO_LIST,Danh sách anh hùng
HEROLIST_GUILD_MERCENARY,Danh sách lính đánh thuê của Guild
COMMON_EQUIP,Trang bị
COMMON_HERO_SKILL,kỹ năng
EQUIP_REBUILD_COMPLETE,Hoàn thành đánh giá lại
DO_APPLY,Áp dụng
DO_NOT_APPLY,Không áp dụng
COMMON_SELLPRICE,Giá bán
EQUIP_INFO_TAKEOFF,Không trang bị
EQUIP_UPGRADE,Cường hoá trang bị
EQUIP_LEVELUP_CONFIRM1,Cường hoá
HERO_SKILL_INFO,Thông tin\nkỹ năng
HERO_SKILL_INFO_LINE,Thông tin\nkỹ năng
HERO_INFO_UPGRADE_CONFIRM1,Nâng cấp
UI_VIEW_HERO,Xem các anh hùng
FRIEND_REQUEST,Yêu cầu kết bạn
ITEM_CONSUMABLE,Hàng tiêu dùng
ITEM_MATERIAL,Vật liệu
ITEM_SOULSTONE,Đá linh hồn
ITEM_UPGRADEBOOK,Sách nâng cấp
INVENTORY_RECIPE_TITLE,Làm thủ công với công thức nấu ăn
UI_RECIPE_CREATE,Điều chế
UI_SELL_PRICE,Giá bán
UI_MAIL_ATTACHMENT,Đính kèm
UI_RECEIVE,Nhận
CONTENT_MAILBOX,Hòm thư
UI_MAILBOX_EMPTY,Hòm thư trống.
PVP_CURRENT_LEAGUE_RANK,Xếp hạng liên minh hiện tại
COMMON_WINNING_RATE,Tỷ lệ thắng
UI_PVP_REWARD_TITLE,Phần thưởng Đấu trường
PVP_FIRST_REWARD,Phần thưởng thành tích
HERO_IS_COLLECTING,Nhiệm vụ thám hiểm
HERO_IS_DEAD,Chết
GUILD_MEMMERMANAGE_LASTLOGIN,Lần đăng nhập cuối cùng
VIPLEVEL_TOO_LOE,Cấp độ VIP không đủ
UI_RETURN_TO_CITY,Đi đến Thành phố
UI_ENTER_TOWN,Vào Thị trấn
ARENA,Đấu trường
EVENT_DUNGEON,Sự kiện ngục tối
TRIAL_DUNGEON,Phòng thử thách
UI_KOREAN,Tiếng Anh
UI_SELECT_AVATAR,Chọn anh hùng dẫn đầu
PROFILE,Thông tin vắn tắt
LANGUAGE,Ngôn ngữ
COMMON_BUYAGAIN,Mua lại
GUILD_CREATE_COST1,Chi phí thành lập Guild
GUILD_CREATE_BUTTON,Lập Guild
GUILD_NAME_POSSIBLE,Có sẵn
GUILD_NAME_NOT_POSSIBLE,Không có sẵn
GUILD_TEAMLEVEL_LIMIT,Giới hạn cấp độ
GUILD_DISMISS_ADMIN,Sa thải quản lý
INVENTORY_USE_EFFECT,Hiệu ứng
INVENTORY_USE_ITEM,Sử dụng
PLUNDER_LOG,Thành tích trận đánh
PLUNDER_NEW_MATCHING,Trận đấu mới
COMMON_REFIND,Tìm kiếm lại
TITLE_PLUNDER,Raid
PLUNDER_ITEM,Chiến lợi phẩm
PLUNDER_AMOUNT,Lượng chiến lợi phẩm
COLLECT_ITEM,Vật phẩm thu thập được
COLLECT_COUNT,Số lượng thu thập được
COLLECT_QUICK_COMPLETE,Hoàn thành bây giờ
COLLECT_GET_ITEM,Giành nguồn lực
VIEW_PLUNDER,Xem chiến lợi phẩm
VIEW_COLLECT,Tình trạng thám hiểm
TITLE_PLUNDER1,Gián đoạn tìm kiếm
PLUNDER_DESCRIPTION,Bạn có thể lấy nguồn lực từ người dùng đang tìm kiếm trong khu vực này.
PLUNDER_TYPE_ITEM,Trang bị phổ biến
TITLE_SELECT_COLLECT_RESOURCE,Hoạt động tìm kiếm
RESOURCE_COLLECT_DESCRIPTION,"Thông qua hoạt động tìm kiếm, bạn có thể giành được các vật phẩm ngẫu nhiên có sẵn trong khu vực này."
SHOP_RESTOCK1,Reset List
SHOP_INVENTORY_ITEM_COUNT,Số lượng sở hữu
SHOP_TOTAL_SELL_PRICE,Tổng giá bán
MISSION_TODAY,Nhiệm vụ hôm nay
MISSON_ACHIEVEMENT,Thành tích nhiệm vụ
MISSION_HERO,Nhiệm vụ anh hùng
MISSION_COMPLETED,Nhiệm vụ đã hoàn thành
MISSION_INPROGRESS,Đang tiến hành
MISSION_STATUS_COMPLETED,Nhiệm vụ hoàn thành
NICK_CREATE_TITLE,Tạo nickname
MESSAGE_REWARDED,Đã giành được các phần thưởng trên.
DUNGEON_REWARD,Vật phẩm giành được
COMMON_REWARD,Phần thưởng
TRIAL_CHALLENGABLE,Có thể thách đấu
COMMON_INIT,Thiết lập lại
UI_RANKERS_EMPTY,Không có người dùng thuộc liên minh này.
NO_PARTY_HEROES,Thành viên nhóm được cấu hình không tồn tại. Xây dựng một nhóm.
NO_REQ_HEROES,Bạn chưa đáp ứng điều kiện tham gia. Vui lòng đáp ứng các điều kiện tham gia trước đã.
NO_TEAM_HEROS,Không có nhóm đã tạo. Hãy tạo nhóm.
NOT_REQ_HEROES,Vị anh hùng này không đáp ứng được các điều kiện tham gia.\nVui lòng chọn anh hùng đáp ứng được điều kiện tham gia.
INSUFFICIENT_PARTY_HEROES_CONFIRM,Không đủ thành viên nhóm. Bạn có muốn tiếp tục?
LOGIN_PATCH,Đang nhận cập nhật...{1}/{2}
MAP_CITY_ENTRY,Vào Thành phố
MAP_CITY_EXIT,Bên cạnh bản đồ
UI_MOVE_PORTAL,Cổng trời
BATTLE_REWARD_NUMBER,Tổng cộng {1}
UI_FRIEND_RECOMMEND_TITLE,Bạn bè được khuyến nghị
FRIEND_NOT_RESULT,Bạn bè không tồn tại.
GUILD_MEMBER_MANAGE_LASTLOGINTIME,Lần đăng nhập cuối
UI_MOVE_CHAPTER,Đi đến Chương
WORLDMAP_CANNOT_VISIT_NODE,Bạn chưa thể đi đến đó.
BATTLE_TIME_LIMIT,Thời gian còn lại
SKILL_USE_RESULT_NOT_BATTLE,Chưa vào trận
SKILL_USE_RESULT_DEAD,Chết
SKILL_USE_RESULT_CASTING,Casting...
SKILL_USE_RESULT_RESERVE,Reserved
SKILL_USE_RESULT_INVALID_STATE,Debuff
SKILL_USE_RESULT_COOLTIME,Cooldown
SKILL_USE_RESULT_INVALID_TARGET,Không có mục tiêu
SKILL_USE_RESULT_INVALID_SKILL_LEVEL,Lỗi
SKILL_USE_RESULT_TARGET_TOO_FAR,Ngoài phạm vi
SKILL_USE_RESULT_TARGET_TOO_NEAR,Quá gần
MOVE_TO_DUNGEON_ASK_MESSAGE,Bạn có muốn đến ngục tối?
MOVE_TO_DUNGEON_ASK_TITLE,Đến Ngục tối
CHANNEL_CHATTING_CONNECTED,Bạn đã vào Kênh {1}.
CHANNEL_CHATTING_DISCONNECTED,Bạn đã thoát khỏi kênh.
CHAT_ASK_REMOVE_WHISPER_USER,Bạn có muốn xóa lịch sử trò chuyện với {1}?
SKILL_TYPE_PASSIVE,Bị động
SKILL_TYPE_ACTIVE,Chủ động
SKILL_TYPE_AUTO,Tự động
COMMON_ETC,Khác
RESULT_DAMAGE_STATISTICS,CHỈ SỐ
MOVE_GOLD_SHOP_CONFIRM,Không đủ Vàng.\nBạn có muốn đến Cửa hàng Đặc biệt?
MOVE_GUILD_MENU_CONFIRM,Không đủ Xu Guild.\nBạn có thể kiếm xu Guild qua các hoạt động Guild.\nBạn có muốn đến Guild?
MOVE_MATCH_MENU_CONFIRM,Không đủ xu Song đấu.\nBạn có thể kiếm xu Song đấu tại Đấu trường.\nBạn có muốn tham gia Đấu trường ngay bây giờ?
MOVE_GEM_SHOP_CONFIRM,Không đủ Ruby.\nBạn có muốn đến Cửa hàng Ruby?
SHOP_MAX_STOCK,Số lượng sản phẩm: {1}
SHOP_GOODS_LIST,Danh sách sản phẩm: {1}
SHOP_RESTOCK_CONFIRM,Mang vật phẩm mới vào Cửa hàng bằng cách tiêu dùng {1}.\nBạn có muốn bổ sung hàng?
RESULT_DAMAGE_STATISTICS_PLAYER,Sát thương gây ra vởi [00FF00]Đồng minh[-]
RESULT_DAMAGE_STATISTICS_ENEMY,Sát thương gây ra vởi [FF0000]Kẻ thù[-]
RESULT_DAMAGE_STATISTICS_NUMBER,{1}
UI_CHATING,Trò chuyện
DUNGEON_CHALLENGE_CHANCE,Cơ hội thử thách
LOADING_TIP_SKILL_LEVEL,※ Hiệu suất kỹ năng dựa trên cấp độ {1}.
RESULT_TYPE_NO_GUILD,Guild không tồn tại.
GUILD_NAME_INPUT_ERROR,Tên Guild không hợp lệ.
GUILD_INVITE_NOT_PLAYER,Không có người chơi đang chờ gia nhập.
ARENA_BATTLE_WIN,{1} Chiến thắng
ARENA_BATTLE_LOSE,{1} Thất bại
ARENA_RANKING,Xếp hạng {1}
COMMON_RECOVER,Phục hồi
MISSION_NO_COMPLETED_MISSION,Không có nhiệm vụ được hoàn thành.
GUILD_NO_SEARCH_GUILD,Không tìm thấy Guild có tên này.
MISSION_REWARD_COMPLETED,Nhận
MISSION_STATUS_REWARD_COMPLETED,Hoàn thành
MISSION_STATUS_REWARD_COMPLETED2,(Hoàn thành)
COMMON_MOVE,Di chuyển
BATTLE_STATS,Chỉ số trận đánh
STATISTICS,CHỈ SỐ
COMMON_CHANNEL,Kênh
GUILD_CHATTING,Chat trong Guild
CHATTING_SEND,Gửi
COMMON_RECENT,Bây giờ
GUILD_NOT_JOINED,Không tìm thấy Guild bạn đã tham gia.
SHOP_NAME_NORMAL,Cửa hàng bách hóa
SHOP_NAME_GUILD,Cửa hàng Guild
SHOP_NAME_ARENA,Cửa hàng Liên Minh Chiến Thắng
SHOP_NAME_ROYAL,Cửa hàng Hoàng gia
SHOP_NAME_RAID,Cửa hàng Raid
SHOP_NAME_BLACKMARKET,Chợ đen
SHOP_NAME_GOBLIN,Cửa hàng Yêu tinh
MONEY_TYPE_GUILD,Xu Guild
MONEY_TYPE_ARENA,Xu Đấu trường
MONEY_TYPE_ROYAL,Xu Hoàng gia
MONEY_TYPE_RAID,Xu Raid
SHOP_SELECT_ITEM,Chọn vật phẩm mong muốn
SHOP_ALL_SOLDOUT,Đã bán hết
COST_TYPE_GUILDPOINT,Điểm Guild
SHOP_LIST,Danh sách cửa hàng
COST_TYPE_KEY,Chìa khóa
COST_TYPE_SWORD,Kiếm
