KEY,ChineseSimplified
E1_Pancironne_1_4_32,接到报告说，她目前无论在什么任务上都很难投入。
E1_Pancironne_1_4_33,她性格原本就有点…
E1_Pancironne_1_4_34,我能理解。
E1_Pancironne_1_4_35,曾经是猎犬部队首领的他，
E1_Pancironne_1_4_36,也许是唯一能控制那女人的抑制剂。
E1_Pancironne_1_4_37,像脱缰野马一样，谁能接受那种粗暴的性格呢…哈哈
E1_Pancironne_1_4_38,再加上，听说她只做自己喜欢做的事，根本就是胡作非为啊。
E1_Pancironne_1_4_39,领导们也对这件事感到很不满意的样子…
E1_Pancironne_1_4_40,但若把她开除军籍，她的能力又太过危险…
E1_Pancironne_1_4_41,虽然这件事还不到需要皇室操心的地步。
E1_Pancironne_1_4_42,我估计军方判断，与其制造出危险因素倒不如让她成为友军。
E1_Pancironne_1_4_43,嗯嗯，似乎是这样的。
E1_Pancironne_1_4_44,据我所知，好像是决定强制让她参加混战。
E1_Pancironne_1_4_45,如果连这个都拒绝的话…最后应该是会被处理掉吧。
E1_Pancironne_1_4_46,……
E1_Pancironne_1_4_47,这真的是最好的方法吗？
E1_Pancironne_1_4_48,把她当做一次性的消耗品，真是太浪费人才了。
E1_Pancironne_1_4_49,但不管怎么说，好像也没有其他适合的办法了。
E1_Pancironne_1_4_50,…嗯。
E1_Pancironne_1_4_51,我正好想到一个好方法。
E1_Pancironne_2_1_0,猎犬部队解散半年后
E1_Pancironne_2_1_1,嘎哈哈哈！！这太有意思了吧！
E1_Pancironne_2_1_2,啊哈哈哈哈！
E1_Pancironne_2_1_3,噶哈哈哈！！！下一个！！下一个～～！！
E1_Pancironne_2_1_4,大笑的地方似乎不太合适呢，女士。
E1_Pancironne_2_1_5,啊！！！吓死我了！！！
E1_Pancironne_2_1_6,啊，失礼了。
E1_Pancironne_2_1_7,对于在军队服役的人来说，「女士」这个词似乎也不合适。
E1_Pancironne_2_1_8,什么啊？！
E1_Pancironne_2_1_9,我来找你是因为皇室有新的任务要派给你。
E1_Pancironne_2_1_10,啊哈？皇室～？
E1_Pancironne_2_1_11,我！没！有！兴！趣！
E1_Pancironne_2_1_12,嗯嗯，这可是值得你一听的任务呢。
E1_Pancironne_2_1_13,嗯！一直来烦我的那些没用的家伙也都这么说过！
E1_Pancironne_2_1_14,然后每个人都被我用火烧屁股10次后逃走了！嘿嘿。
E1_Pancironne_2_1_15,我正在做真的真的很重要的事，所以非～常忙来着。
E1_Pancironne_2_1_16,能不能不要妨碍我？
E1_Pancironne_2_1_17,…啊哈哈！！哈哈哈！！！
E1_Pancironne_2_1_18,哦，这本书，最近我也读过这本书呢。
E1_Pancironne_2_1_19,啊哈哈！啊哈哈！！
E1_Pancironne_2_1_20,你在看第28本？
E1_Pancironne_2_1_21,啊哈哈哈！！哈哈！！
E1_Pancironne_2_1_22,第30本是最后一本，\n主人公被自己的脚绊死，那大反转的结局真是让人大吃一惊。
E1_Pancironne_2_1_23,啊哈…
E1_Pancironne_2_1_24,……
E1_Pancironne_2_1_25,啊！！！你说出结局可怎么办啊！！
E1_Pancironne_2_1_26,正好是精彩的部分呢…唉！
E1_Pancironne_2_1_27,被你搞得没意思了！
E1_Pancironne_2_1_28,我都说过不要妨碍我了！！
E1_Pancironne_2_1_29,不然我跟你说一件更有意思的事如何？
E1_Pancironne_2_1_30,不感兴趣！不感兴趣！我不感兴趣！！！！！！
E1_Pancironne_2_1_31,你也来被火烧一下吧！
E1_Pancironne_2_2_1,你听一下绝对不会后悔的。
E1_Pancironne_2_2_2,我不要！
E1_Pancironne_2_2_3,哈哈，那美丽的烟花。
E1_Pancironne_2_2_4,虽然很让人着迷，
E1_Pancironne_2_2_5,但是，你确定那热气真的能碰到我吗？
E1_Pancironne_2_2_6,哇！！我真的要把你烧成灰！
E1_Pancironne_2_2_7,等一下你给我跪下都不饶你！
E1_Pancironne_2_3_1,去死！叫你去死！
E1_Pancironne_2_3_2,烧死你！！
E1_Pancironne_2_4_1,你怎么还不死啊！
E1_Pancironne_2_4_2,烦死了、烦死了、烦死了！
E1_Pancironne_2_4_3,哈哈，跟你共度的舞会似乎玩够了，
E1_Pancironne_2_4_4,是时候提出正题了。
E1_Pancironne_2_5_1,果然，无可挑剔的实力。
E1_Pancironne_2_5_2,可不能浪费这个才能。
E1_Pancironne_2_5_3,呃呃，气死我了！
E1_Pancironne_2_5_4,听说你都在拒绝机械部队要执行的所有任务。
E1_Pancironne_2_5_5,别胡说八道！
E1_Pancironne_2_5_6,那么，与挖掘相关的任务如何？
E1_Pancironne_2_5_7,因为这是你在之前的部队里经常做的任务，所以你应该可以顺利地完成。
E1_Pancironne_2_5_8,哇哈？看来你对我在私底下调查了不少啊？
E1_Pancironne_2_5_9,心情真糟糕。
E1_Pancironne_2_5_10,哈哈，为了得到你的心，我做了不少努力呢。
E1_Pancironne_2_5_11,哼，你以为你这样我会答应你吗？
E1_Pancironne_2_5_12,你可别想多了，好不～？
E1_Pancironne_2_5_13,现在不管怎么样我都无所谓了。
E1_Pancironne_2_5_14,军方因为你这些行动，而感到为难。
E1_Pancironne_2_5_15,如果还是不配合他们的话，你本人应该更清楚他们以后会怎样。
E1_Pancironne_2_5_16,我不～～知～～道～～呢～～
E1_Pancironne_2_5_17,咧咧咧～～
E1_Pancironne_2_5_18,应该会强制你接一些你不喜欢的任务吧。
E1_Pancironne_2_5_19,哇，那更讨厌。
E1_Pancironne_2_5_20,最糟糕的情况是，他们可能会试图清除无法控制的士兵。
E1_Pancironne_2_5_21,干脆让他们除掉我吧！
E1_Pancironne_2_5_22,可惜，那是我不希望的结果。
E1_Pancironne_2_5_23,只要是人才，我都无比珍惜。
E1_Pancironne_2_5_24,尤其是像你这样的人才，我会更加珍惜。
E1_Pancironne_2_5_25,即使考虑到人品有点不足也没关系。
E1_Pancironne_2_5_26,哎呀！真烦人！
E1_Pancironne_2_5_27,就另一方面来说，军队高层也希望尽量不要用到死刑。
E1_Pancironne_2_5_28,毕竟可以利用的方案有很多，没有必要遭受损失嘛。
E1_Pancironne_2_5_29,你说的话是什么意思？
E1_Pancironne_2_5_30,军队可能会让你回到遇见他们之前的样子。
E1_Pancironne_2_5_31,就是你在那个可怕的设施里独自生存下来的那个时期。
E1_Pancironne_2_5_32,不管是多少次、多少年，只要是为了再次做出当时的超级士兵，\n他们都会认为道德心之类的都是废物。
E1_Pancironne_2_5_33,而这件事的起点就是唯一的幸存者，也就是你。
E1_Pancironne_2_5_34,舍弃这么宝贵的资源，要是你的话应该也很可惜吧。
E1_Pancironne_2_5_35,啊，当然当时那个设施现在已经不存在了。
E1_Pancironne_2_5_36,……
E1_Pancironne_2_5_37,嘿嘿…你真的好讨厌啊。
E1_Pancironne_2_5_38,哎，我再说下去的话，这火花马上就要朝我扑过来了吧。
E1_Pancironne_2_5_39,考虑到你的心情，我话就说到这里为止吧。
E1_Pancironne_2_5_40,但是对挖掘任务，希望你能认真思考一下。
E1_Pancironne_2_5_41,与以前执行的任务相似，
E1_Pancironne_2_5_42,还能以进行皇室任务的名义，摆脱军队的压力。
E1_Pancironne_2_5_43,一举两得不是吗？
E1_Pancironne_2_5_44,不需命令我！
E1_Pancironne_2_5_45,我是皇室直属护卫骑士团的副骑士团长。
E1_Pancironne_2_5_46,哎呀，所以怎么样啦！
E1_Pancironne_2_5_47,既然我以皇帝的名义做事，就是代表我的能力比你想象中的要强很多。
E1_Pancironne_2_5_48,哎呀！滚！滚开！滚开啊！
E1_Pancironne_2_5_49,可是，这份力量也比想象中的要方便得多。
E1_Pancironne_2_5_50,例如，可以知道不在身边的人现在在哪里、过得怎么样。
E1_Pancironne_2_5_51,……
E1_Pancironne_2_5_52,你想怎么样？
E1_Pancironne_2_5_53,我在告诉你。
E1_Pancironne_2_5_54,乖乖执行任务，也许会收到意想不到的礼物。
E1_Pancironne_3_1_1,猎犬部队解散7个月后
E1_Pancironne_3_1_2,任务很简单。
E1_Pancironne_3_1_3,到我指定的地方，把东西找出来就好。
E1_Pancironne_3_1_4,找什么东西？
E1_Pancironne_3_1_5,那东西是什么，现在还不知道。
E1_Pancironne_3_1_6,哇！真是简单得不得了呢～
E1_Pancironne_3_1_7,那就你来做吧！
E1_Pancironne_3_1_8,真可惜，我做不到，所以特意选择了你。
E1_Pancironne_3_1_9,真的好讨厌你！
E1_Pancironne_3_1_10,我要告诉你的地区是，
E1_Pancironne_3_1_11,是连为了挖掘而制造的高能量追踪信号机也感应不到的地方。
E1_Pancironne_3_1_12,是被判断没有任何遗物的地方。
E1_Pancironne_3_1_13,哎，就只会说自己想说的话！
E1_Pancironne_3_1_14,但在我现在非常专心研究的古书中，\n提到那个区域是重要地区。
E1_Pancironne_3_1_15,亲自去调查了一下，果然跟报告书上写的一样。
E1_Pancironne_3_1_16,能源信号都找不到，
E1_Pancironne_3_1_17,地形也很险峻，再加上变化多端的天气，
E1_Pancironne_3_1_18,没什么可看的，可以说是最糟糕的地区。
E1_Pancironne_3_1_19,我不做！！！！
E1_Pancironne_3_1_20,我不想做！！
E1_Pancironne_3_1_21,这些都是什么啊！
E1_Pancironne_3_1_22,就是想让我活受罪所以耍手腕！
E1_Pancironne_3_1_23,哎，那地方哪儿能捅咕出个蚂蚁来！
E1_Pancironne_3_1_24,没错，如你所说，那里连个蚂蚁都没有。
E1_Pancironne_3_1_25,从那天开始到现在，虽然向那里派遣了很多人力。
E1_Pancironne_3_1_26,但都没有什么成果。
E1_Pancironne_3_1_27,学者们也放弃研究很久了，
E1_Pancironne_3_1_28,投入挖掘的兵力也因为过于辛苦而大量离开。
E1_Pancironne_3_1_29,负责现场的军官也多次被替换。
E1_Pancironne_3_1_30,哇啊，原来如此啊～～？！
E1_Pancironne_3_1_31,这么糟糕你还要我做？
E1_Pancironne_3_1_32,拉倒啦！！！！
E1_Pancironne_3_1_33,好吧，这份工作的确是挺糟糕的事。
E1_Pancironne_3_1_34,但是你之前待的部队，不就专门做这种事吗？
E1_Pancironne_3_1_35,还有一点，特别找你的最重要的理由。
E1_Pancironne_3_1_36,？？
E1_Pancironne_3_1_37,被视为是挖掘证据的古书。
E1_Pancironne_3_1_38,在那本古书里，最近被解读出来的一句话，改变了所有的情况。
E1_Pancironne_3_1_39,哎，你突然念叨什么字？
E1_Pancironne_3_1_40,凭这一句，
E1_Pancironne_3_1_41,就明白了为什么从来没有在那片地区上发现一只蚂蚁的原因。
E1_Pancironne_3_1_42,顺便也明白了要找谁。
E1_Pancironne_3_1_43,真烦，能不能说简单点！
E1_Pancironne_3_1_44,「只有能看到看不见的东西的人才能接触到。」
E1_Pancironne_3_1_45,？？
E1_Pancironne_3_1_46,真有这种人吗？
E1_Pancironne_3_1_47,比如说～
E1_Pancironne_3_1_48,一个声称自己能看到别人都看不到的火花的人…
E1_Pancironne_3_1_49,……
E1_Pancironne_3_1_50,哈哈，你表情杀气腾腾。
E1_Pancironne_3_1_51,太可怕了，别那样盯著我。
E1_Pancironne_3_1_52,我不是说过，为了了解你，我付出了「很多」努力吗？
E1_Pancironne_3_1_53,你！！！！
E1_Pancironne_3_1_54,好烦！！！！
E1_Pancironne_3_1_55,真的好讨厌！！
E1_Pancironne_3_1_56,我要杀了你！！！！
E1_Pancironne_3_1_57,你真的迟早会被我烧死的！！！！！！！！！！
E1_Pancironne_3_1_58,现在能执行这个任务的人只有你。
E1_Pancironne_3_1_59,至少在我认识的人中。
E1_Pancironne_3_1_60,……
E1_Pancironne_3_1_61,一定在那个地方。
E1_Pancironne_3_1_62,这是从灭亡的公国的残骸中找到的唯一一本书…
E1_Pancironne_3_1_63,每一页都有像是被强制留下的，凌乱却相同的座标。
E1_Pancironne_3_1_64,仿佛拼命想告诉别人那里有什么东西似的，有种不自然的感觉…
E1_Pancironne_3_1_65,虽然不知道那是什么，
E1_Pancironne_3_1_66,但感觉绝对不是一般的东西。
E1_Pancironne_3_1_67,那东西是存在的。
E1_Pancironne_3_1_68,那东西一定要存在。
E1_Pancironne_3_1_69,……
E1_Pancironne_3_1_70,不要突然装出认真的样子！
E1_Pancironne_3_1_71,啊，太过沉迷了。
E1_Pancironne_3_1_72,再说下去就太无趣了，就省略一些不必要的情节吧，哈哈。
E1_Pancironne_3_1_73,不管怎么说，这项任务的最佳人选只有你。
E1_Pancironne_3_1_74,前猎犬部队潘希洛奈少尉，就是你。
E1_Pancironne_3_1_75,潘希洛奈少尉！从今天开始，加入猎犬部队！
E1_Pancironne_3_1_76,而且被任命为部队组长！
E1_Pancironne_3_1_77,自己一个人在那边自导自演什么呢。
E1_Pancironne_3_1_78,还有，组长当然是我啊。
E1_Pancironne_3_1_79,哦哦，这我还是第一次听说呢。
E1_Pancironne_3_1_80,大叔！这些长得像傻子的人是谁啊？
E1_Pancironne_3_1_81,这些人真是挺有意思的～
E1_Pancironne_3_1_82,我真的和这些疯子是一个队吗？
E1_Pancironne_3_1_83,呃嗯，我可什么都没说哦。
E1_Pancironne_3_1_84,把你们全都烧成灰好了。
E1_Pancironne_3_1_85,全体安静。
E1_Pancironne_3_1_86,遗物挖掘的第六个月
E1_Pancironne_3_1_87,……
E1_Pancironne_3_1_88,哼，真可笑。
E1_Pancironne_3_1_89,我是因为那些麻烦鬼，才迫不得已做的。
E1_Pancironne_3_1_90,还没结束吗？
E1_Pancironne_3_1_91,快点～快点～快点～快点～！！！！
E1_Pancironne_3_1_92,额啊啊啊啊！！！
E1_Pancironne_3_1_93,…咦！
E1_Pancironne_3_1_94,嗯…？
E1_Pancironne_3_1_95,这边插不进铁锹了。
E1_Pancironne_3_1_96,诶？？？
E1_Pancironne_3_1_97,？？？有发现什么东西吗？
E1_Pancironne_3_1_98,什么啊？？
E1_Pancironne_3_1_99,我不知道，但是铁锹一直被卡住。
E1_Pancironne_3_1_100,难…难道是，
E1_Pancironne_3_1_101,信号器！拿信号器来测测看！
E1_Pancironne_3_1_102,待…待着别动。
E1_Pancironne_3_1_103,……
E1_Pancironne_3_1_104,？？什么信号都没探测到。
E1_Pancironne_3_1_105,那这个是什么…
E1_Pancironne_3_1_106,啊…？
E1_Pancironne_3_1_107,额…额……啊…
E1_Pancironne_3_1_108,呃啊啊！！！
E1_Pancironne_3_1_109,地！！…地在晃！！！！
E1_Pancironne_3_1_110,地…地震了！！！！
E1_Pancironne_3_1_111,嗯？！
E1_Pancironne_3_1_112,终于？！！！！
E1_Pancironne_3_1_113,来了啊啊啊啊啊啊啊！！！！！！！
E1_Pancironne_3_1_114,少…少尉！！！您在干什么啊！！！
E1_Pancironne_3_1_115,请回来吧！！
E1_Pancironne_3_1_116,啊啊～～！！！！！！！！
E1_Pancironne_3_1_117,？
E1_Pancironne_3_1_118,咦？
E1_Pancironne_3_1_119,这不是石头儿嘛。
E1_Pancironne_3_1_120,是…咦？
E1_Pancironne_3_1_121,我说是石头。
E1_Pancironne_3_1_122,就是石头啊，石头！
E1_Pancironne_3_1_123,哎…看到个屁！
E1_Pancironne_3_1_124,果然是本骗人的书！！！！
E1_Pancironne_3_1_125,真烦！烦啊！烦！！
E1_Pancironne_3_1_126,真是没用！
E1_Pancironne_3_1_127,这帮傻子！！
E1_Pancironne_3_1_128,我要连你们也一起烧掉！
E1_Pancironne_3_1_129,额啊啊！！
E1_Pancironne_3_1_130,？？？！！！
E1_Pancironne_3_1_131,信…信号器…
E1_Pancironne_3_1_132,信号器的数值正以惊人的速度增加当中！！！
E1_Pancironne_3_1_133,额啊啊！信号器故障了！！！
E1_Pancironne_3_1_134,我…我的也是！！
E1_Pancironne_3_1_135,那…是什…什么啊！！！
E1_Pancironne_3_1_136,额…额啊啊啊啊啊啊啊！！！！
E1_Pancironne_3_1_137,嗯？
E1_Pancironne_3_1_138,哇－个子真高！
E1_Pancironne_3_1_139,哔－警告！警告！
E1_Pancironne_3_1_140,感知到原因不明的极度高温。
E1_Pancironne_3_1_141,超过可接受的限度值。
E1_Pancironne_3_1_142,隐身系统损伤。
E1_Pancironne_3_1_143,试图恢复。
E1_Pancironne_3_1_144,哇啊啊！好神奇！
E1_Pancironne_3_1_145,石头儿在说话！
E1_Pancironne_3_1_146,…恢复失败。
E1_Pancironne_3_1_147,高温导致数据永久损伤。
E1_Pancironne_3_1_148,隐身系统无法启动。
E1_Pancironne_3_1_149,请输入管理员认证代码。
E1_Pancironne_3_1_150,嗯？什么意思？
E1_Pancironne_3_1_151,嘻嘻，就让它烧了吧！
E1_Pancironne_3_1_152,代码不一致！代码不一致！
E1_Pancironne_3_1_153,启动安全系统。
E1_Pancironne_3_1_154,瞄准目标。
E1_Pancironne_3_1_155,开始攻击。
E1_Pancironne_3_2_1,嘿嘿－竟然找我麻烦，我开始兴奋起来了！
E1_Pancironne_3_3_1,安全系统部分损伤。
E1_Pancironne_3_3_2,试图恢复。
E1_Pancironne_3_3_3,啊哈哈哈！你们真有意思！
E1_Pancironne_3_3_4,烧不起来？！
E1_Pancironne_3_3_5,这样呢？这样呢？那这样呢？！
E1_Pancironne_3_4_1,安全系统损伤。
E1_Pancironne_3_4_2,试图恢复。
E1_Pancironne_3_4_3,恢复失败。
E1_Pancironne_3_4_4,再次试图恢复。
E1_Pancironne_3_4_5,恢复失败…
E1_Pancironne_3_4_6,安全系统破坏。
E1_Pancironne_3_4_7,启动自爆系统。
E1_Pancironne_3_4_8,嗯？！
E1_Pancironne_3_5_1,？！都去哪了？
E1_Pancironne_3_5_2,难得高兴，很期待来着…呜呜。
E1_Pancironne_3_5_3,少…少尉！！
E1_Pancironne_3_5_4,送走那些石头怎么样！
E1_Pancironne_3_5_5,信号机坏了，数据都出不来…
E1_Pancironne_3_5_6,但是这也是击败怪物后得到的东西，不管是什么都很重要吧！
E1_Pancironne_3_5_7,成功了！我们做到了！
E1_Pancironne_3_5_7_plus,哇！！
E1_Pancironne_3_5_8,哎，真吵！
E1_Pancironne_3_5_9,你们没看到我现在无聊得要生气了吗？
E1_Pancironne_3_5_10,真烦啊啊！
E1_Pancironne_3_5_11,全都烧掉！
E1_Pancironne_3_5_12,少…少尉！！请您冷静一下！！
E1_Pancironne_3_5_13,哇啊啊啊！！她又开始了！！！！！
E1_Pancironne_3_5_14,遗物挖掘结果报告
E1_Pancironne_3_5_15,－发生地震。
E1_Pancironne_3_5_16,－和石头一起玩耍的时候突然融化了。
E1_Pancironne_3_5_17,－只送走了从他们身上挖出来的剩下的石头。
E1_Pancironne_3_5_18,－除此之外，到目前为止没有挖出什么东西，真的什么都没有。
E1_Pancironne_3_5_19,－非常讨厌这里。
E1_Pancironne_3_5_20,－备注
E1_Pancironne_3_5_21,：遗憾的是，由于意外事故，30名工作人员无法工作。
E1_Pancironne_3_5_22,：全部信号器都坏掉了。
E1_Pancironne_3_5_23,真是乱七八糟啊。
E1_Pancironne_3_5_24,全都是不像话的内容，每次报告的时候都说有人力损失。
E1_Pancironne_3_5_25,原因不是很明显吗？
E1_Pancironne_3_5_26,与现场安插人员的报告作对比，
E1_Pancironne_3_5_27,也没有说错话。
E1_Pancironne_3_5_28,虽然因为不是亲眼所见所以无法确定，
E1_Pancironne_3_5_29,但好像确实和某个东西交战过。
E1_Pancironne_3_5_30,而且，您看看这个。
E1_Pancironne_3_5_31,乱成一团，交上来的只有这么一块石头。
E1_Pancironne_3_5_32,确实对信号器有反应。
E1_Pancironne_3_5_33,好像在互相共鸣。
E1_Pancironne_3_5_34,是…是这样没错。
E1_Pancironne_3_5_35,这有点神奇。
E1_Pancironne_3_5_36,但是在我眼里怎么看都只是一块石头…
E1_Pancironne_3_5_37,（确实承受住了她的火花。还有这种情况也是…
E1_Pancironne_3_5_38,奇怪的地方不止一两处。）
E1_Pancironne_3_5_39,！？
E1_Pancironne_3_5_40,每个碎片都有凹槽。
E1_Pancironne_3_5_41,…果然这是有意刻上的。
E1_Pancironne_3_5_42,啊？
E1_Pancironne_3_5_43,看，
E1_Pancironne_3_5_44,现在我要使用魔术。
E1_Pancironne_3_5_45,哦哦？！！
E1_Pancironne_3_5_46,它刚才明明是分开的石块。
E1_Pancironne_3_5_47,…这…这个…
E1_Pancironne_3_5_48,好像是…地图。
E1_Pancironne_3_5_49,（再加上尾端部分刻着的这个图案。
E1_Pancironne_3_5_50,分明，是克莱儿公国的标志。
E1_Pancironne_3_5_51,但是要说这地图是公国的领土的话又不太对…
E1_Pancironne_3_5_52,这么说的话，到底是哪里…）
E1_Pancironne_3_5_53,……
E1_Pancironne_3_5_54,…不会是？
E1_Pancironne_3_5_55,…？！！！！
E1_Pancironne_3_5_56,哈哈哈…真的…
E1_Pancironne_3_5_57,好吧，是这样的吗？
E1_Pancironne_3_5_58,？？
E1_Pancironne_3_5_59,古书就是想告诉我们这一点。
E1_Pancironne_3_5_60,那个…副团长，您在说什么我真的不能明白。
E1_Pancironne_3_5_61,果然，选择她是个明智的选择。
E1_Pancironne_3_5_62,既然获得了比想像中还要更巨大的成果，
E1_Pancironne_3_5_63,对人力损失，就只能睁一只眼闭一只眼了。
E1_Pancironne_3_5_64,向现场下达撤退命令吧。
E1_Pancironne_3_5_65,……
E1_Pancironne_3_5_66,…还有，必须了解一下，卡尔库斯一带的遗迹是否也有相关线索。
E1_Pancironne_3_5_67,（公国为继承大业而留存的宝物。）
E1_Pancironne_3_5_68,（现在我能肯定。）
E1_Pancironne_3_5_69,（这个是去魔导王国的地图。）
E1_Pancironne_3_5_70,（…果然需要他们。）
E1_Pancironne_3_6_1,终于可以撤退了！
E1_Pancironne_3_6_2,真的受够了。
E1_Pancironne_3_6_3,再也不想当那个女人的部下了！
E1_Pancironne_3_6_4,在这儿应该没有人没被烫过屁股吧，呜呜呜。
E1_Pancironne_3_6_5,真是个奇怪的任务。
E1_Pancironne_3_6_6,虽然怎么看都像垃圾，但至少发现石头了嘛！
E1_Pancironne_3_6_7,真是幸好能回去…
E1_Pancironne_3_6_8,嘿嘿－
E1_Pancironne_3_6_9,傻子们，你们不知道从那些说话的石头堆里出来了这种东西吧？
E1_Pancironne_3_6_10,泰罗西亚，你也记得吧。
E1_Pancironne_3_6_11,多亏大叔，我知道这是什么呢。嘿嘿。
E1_Pancironne_3_6_12,这是研究所里使用的矿石。
E1_Pancironne_3_6_13,可能会爆炸，不要乱摸。
E1_Pancironne_3_6_14,特别是潘希洛奈。
E1_Pancironne_3_6_15,嘿…你以为我会乖乖地帮助那些坏蛋吗？
E1_Pancironne_3_6_16,回去的话总有一天又要动脑筋来利用我吧。
E1_Pancironne_3_6_17,现在把这个扔向天空之后，
