KEY,"ChineseTraditional"
LOADING_TEXT_HERO_INTRO_TITLE22,"酷寒狙擊手\n羅迪娜"
LOADING_TEXT_HERO_INTRO_TITLE23,"惡魔之火\n莫拉"
LOADING_TEXT_HERO_INTRO_TITLE24,"聖光惡棍\n巴杜因"
LOADING_TEXT_HERO_INTRO_TITLE25,"石棺之屍\n珍"
LOADING_TEXT_HERO_INTRO_TITLE26,"紫羅蘭公主\n愛紗"
LOADING_TEXT_HERO_INTRO_TITLE27,"永恆書記官\n里歐"
LOADING_TEXT_HERO_INTRO_TITLE28,"翔舞之刃\n弗魯斯"
LOADING_TEXT_HERO_INTRO_TITLE29,"月光之子\n露娜"
LOADING_TEXT_HERO_INTRO_TITLE30,"水之聖女\n萊雅絲"
LOADING_TEXT_HERO_INTRO_TITLE31,"淨化之箭\n亞克"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY1,"煉獄魔法師"
LOADING_TEXT_HERO_INTRO_TITLE3_TEMPORARILY2,"克麗歐"
LOADING_TEXT_HERO_INTRO_TITLE32,"血色皇族\n露伊希亞"
LOADING_TEXT_HERO_INTRO_TITLE33,"次元斬擊者\n尼克斯"
LOADING_TEXT_HERO_INTRO_TITLE34,"皇宮魔導工學者\n安妮特"
LOADING_TEXT_HERO_INTRO_TITLE35,"白銀戰狼\n米特拉"
LOADING_TEXT_HERO_INTRO_TITLE36,"露亞審判者\n瑞卡德"
LOADING_TEXT_HERO_INTRO_TITLE37,"沉默之刃\n譚雅"
LOADING_TEXT_HERO_INTRO_TITLE38,"詛咒之血\n伊茲凱爾"
LOADING_TEXT_HERO_INTRO_TITLE39,"誘惑之風\n卡珊卓"
LOADING_TEXT_HERO_INTRO_TITLE40,"忠誠騎士\n希歐"
LOADING_TEXT_HERO_INTRO_TITLE41,"看似危險的醫療人員\n梅蒂安娜"
LOADING_TEXT_HERO_INTRO_TITLE42,"永生的鐘錶術士\n歐迪"
LOADING_TEXT_HERO_INTRO_TITLE43,"惡魔捕食者\n薇絲卡"
LOADING_TEXT_HERO_INTRO_TITLE44,"鋼鐵的隨從\n普莉西拉"
LOADING_TEXT_HERO_INTRO_TITLE45,"屠龍者\n雅妮"
LOADING_TEXT_HERO_INTRO_TITLE46,"沙塵暴的王子\n查畢勒"
LOADING_TEXT_HERO_INTRO_TITLE47,"神祕的裁縫師\n尤利婭"
LOADING_TEXT_HERO_INTRO_TITLE49,"命運尋路者\n歐菲莉亞"
LOADING_TEXT_HERO_INTRO_TITLE50,"毒藥商\n芮奎娜"
LOADING_TEXT_HERO_INTRO_TITLE51,"太陽守護者\n艾希莉卡"
LOADING_TEXT_HERO_INTRO_TITLE52,"懲罰的子彈\n克洛"
LOADING_TEXT_HERO_INTRO_TITLE53,"詛咒的容器\n薩蜜拉"
LOADING_TEXT_HERO_INTRO_TITLE54,"可愛惡靈\n拉薇兒"
LOADING_TEXT_HERO_INTRO_TITLE55,"深淵暗影\n賽莉亞"
LOADING_TEXT_HERO_INTRO_TITLE56,"無止盡的渴求\n愛兒琪"
LOADING_TEXT_HERO_INTRO_TITLE57,"大海與暴風的女兒\n黎莉雅"
LOADING_TEXT_HERO_INTRO_TITLE58,"綠洲的舞姬\n勞蒂亞"
LOADING_TEXT_HERO_INTRO_TITLE59,"祝福聖者\n魯西亞司"
LOADING_TEXT_HERO_INTRO_TITLE60,"鐵血監察官\n克莉莎"
LOADING_TEXT_HERO_INTRO_TITLE61,"漆黑的傲慢\n奈洛希思"
LOADING_TEXT_HERO_INTRO_TITLE62,"銀白信念\n史嘉蕾"
LOADING_TEXT_HERO_INTRO_TITLE63,"深藍颶風\n索妮亞"
LOADING_TEXT_HERO_INTRO_TITLE64,"光之女皇\n阿蒂蜜雅"
LOADING_TEXT_HERO_INTRO_TITLE65,"深藍女僕\n米芮安"
LOADING_TEXT_HERO_INTRO_TITLE66,"夢幻旋律\n希婭"
LOADING_TEXT_HERO_INTRO_TITLE67,"古代文明的精華\n卡菈"
LOADING_TEXT_HERO_INTRO_TITLE68,"吞噬黑暗的雙眼\n倪婭"
LOADING_TEXT_HERO_INTRO_TITLE69,"幻術賭徒\n艾斯克"
LOADING_TEXT_HERO_INTRO_TITLE70,"正義赤風\n塞西莉亞"
LOADING_TEXT_HERO_INTRO_TITLE73,"Type.0\n伽司"
LOADING_TEXT_HERO_INTRO_TITLE78,"破壞之劍\n伯倫海姆"
LOADING_TEXT_HERO_INTRO_TITLE87,"帝國的盾牌\n格蘭薇絲"
LOADING_TEXT_HERO_INTRO_TITLE90,"發財夢少女\n梅伊"
LOADING_TEXT_HERO_INTRO_TITLE91,"競技場猛獸\n格拉帝"
LOADING_TEXT_HERO_INTRO_TITLE92,"洞察之眼\n薇若妮卡"
LOADING_TEXT_HERO_INTRO_TITLE93,"信賴的守衛\n洛曼"
LOADING_TEXT_HERO_INTRO_TITLE94,"英雄的廚師\n朱諾"
LOADING_TEXT_HERO_INTRO_TITLE95,"殘酷的監獄長\n妮琪"
LOADING_TEXT_HERO_INTRO_TITLE96,"純真之風\n朵莎爾妲"
LOADING_TEXT_TIP_1,"體力會隨時間持續恢復。"
LOADING_TEXT_TIP_2,"首次通過關卡可以獲得一定數量的紅寶石獎勵。"
LOADING_TEXT_TIP_3,"每日可以獲得3把地下監牢的鑰匙。"
LOADING_TEXT_TIP_4,"隊伍經驗值可以透過購買英雄、英雄成長及戰鬥等方式取得。"
LOADING_TEXT_TIP_5,"世界地圖的戰鬥可以分為簡單、普通、困難、地獄四種難度。"
LOADING_TEXT_TIP_6,"裝備的級別分為一般、高級、稀有、英雄、傳說，級別越高的裝備價值越高。"
LOADING_TEXT_TIP_7,"裝備的星星數量越多，裝備的屬性及價值就越高。"
LOADING_TEXT_TIP_8,"分解裝備可以獲得強化裝備屬性必須的魔法粉末。"
LOADING_TEXT_TIP_9,"持有2件以上相同的裝備時，試試裝備覺醒吧！"
LOADING_TEXT_TIP_10,"物品的最大強化數值是由裝備稀有度決定。"
LOADING_TEXT_TIP_11,"強化裝備的屬性時，裝備的附加屬性將會上升。"
LOADING_TEXT_TIP_12,"專屬武器可以強化至英雄目前的等級。"
LOADING_TEXT_TIP_13,"只要解除試煉之房的封印，在過關前可以隨時入場。"
LOADING_TEXT_TIP_14,"地下監牢可以獲得最多的技能書。"
LOADING_TEXT_TIP_15,"每日可以獲得3把上古皇室金庫的鑰匙。"
LOADING_TEXT_TIP_16,"上古皇室金庫可以獲得大量的金幣。"
LOADING_TEXT_TIP_17,"透過「其他選單」內的「遊戲設定」選項可變更戰鬥屬性。"
LOADING_TEXT_BROADCAST_WAITING,"正在準備直播。\n敬請期待唷！"
LOADING_TEXT_HERO_CONTENT_LEVELUP,"通過關卡後，將獲得經驗值提升等級。\n如果關卡失敗了，就什麼都拿不到了。請注意唷～"
LOADING_TEXT_HERO_CONTENT_SKILL,"王之逆襲的每位英雄都可以學習4種技能。"
LOADING_TEXT_HERO_CONTENT_SKILL2,"可以消耗魔力直接施放的技能。"
LOADING_TEXT_HERO_CONTENT_SKILL4,"戰鬥中會持續作用的技能。"
LOADING_TEXT_HERO_AWAKENING2,"換上時裝，會大幅提升能力值唷！\n最高可以覺醒至★5！"
LOADING_TEXT_HERO_EQUIP_ENHANCE,"將多餘的裝備用來強化材料吧！\n裝備可以強化的階段隨稀有度增加，一般3階段、高級5階段、稀有10階段，\n英雄15階段，傳說則可以強化至20階段。"
LOADING_TEXT_HERO_SKILL,"英雄的技能等級可以使用金幣來提升。\n最高可以提升至與英雄相同等級（最高100級）。\n英雄等級提升時，也別忘了提升技能等級唷！"
