KEY,Spanish
E_C19_August_Phillop01_54,¡Como dragones locos y Draconics para el desayuno!
E_C19_August_Phillop01_55,¡¡Sin importar el problema...!!
E_C19_August_Phillop01_56,¡¡Mi cabeza es más firme!!
E_C19_August_Phillop01_57,Mi cabeza es más firme...
E_C19_August_Phillop01_58,¡¡Por favor despierte!!
E_C19_August_Phillop01_59,Fiu... ¿Pero qué podrá estar soñando?
E_C19_August_Phillop01_60,Zzz...
E_C19_August_Cleo01_01,La Noche Anterior
E_C19_August_Cleo01_02,¡Roi! ¿Qué día es hoy?
E_C19_August_Cleo01_03,Averigua este tipo de cosas por tu cuenta. ¿Hasta cuándo crees que te voy a estar diciendo todo?
E_C19_August_Cleo01_04,"Hoy es 30... No, ¡31!"
E_C19_August_Cleo01_05,Hum~ ¿Con que sí? Muy bien~ ¡Ya entendí!
E_C19_August_Cleo01_06,He dicho que averigües 'por tu cuenta'. Tú eres la que no quiere.
E_C19_August_Cleo01_07,"Kasel, Frey. ¿Tienen unos minutos?"
E_C19_August_Cleo01_08,¿Pasa algo?
E_C19_August_Cleo01_09,Tengo algo que pedirles.
E_C19_August_Cleo01_10,Al Día Siguiente
E_C19_August_Cleo01_11,Oye~ Frey~
E_C19_August_Cleo01_12,¿Sabes que día es hoy~?
E_C19_August_Cleo01_13,¡¿Hoy?! No sé. ¡No estoy muy segura!
E_C19_August_Cleo01_14,Aah sí. ¡Debo ir a recoger algo de leña al bosque!
E_C19_August_Cleo01_15,Jijiji~ Frey enserio no sabe mentir~
E_C19_August_Cleo01_16,Qué exagerados son todos~
E_C19_August_Cleo01_17,Bastaría con felicitarme normalmente. Pero una fiesta sorpresa~
E_C19_August_Cleo01_18,"Aunque, ahora que lo pienso este es un digno esfuerzo para la fiesta de esta gran hechicera."
E_C19_August_Cleo01_19,"Aaa, Cleo."
E_C19_August_Cleo01_20,¡Kasel! ¿Qué es eso que llevas atrás?
E_C19_August_Cleo01_21,Un... ¡Es un limo! ¡¡Voy a hacer pudin de limo!!
E_C19_August_Cleo01_22,¡¡Frey!! ¡¡Atrapé un limo!!
E_C19_August_Cleo01_23,"Pff, ¡vaya que ambos son lindos!"
E_C19_August_Cleo01_24,Parece que todos están preparando mis regalos~
E_C19_August_Cleo01_25,¡¿Debería de salir para pretender que no sé?!
E_C19_August_Cleo01_26,(¿Qué...?) 
E_C19_August_Cleo01_27,¡Chicos! ¡Ya regresé~!
E_C19_August_Cleo01_28,¿Ya estás de vuelta? ¿Cenaste antes de venir?
E_C19_August_Cleo01_29,Te llamamos pero como no te vimos ya todos cenamos.
E_C19_August_Cleo01_30,¡¿Aah?! 
E_C19_August_Cleo01_31,Dejamos tu porción por aparte. ¡No olvides cenar!
E_C19_August_Cleo01_32,¡Un momento! ¡¿Comieron sin mí?!
E_C19_August_Cleo01_33,¡¿Y la fiesta?!
E_C19_August_Cleo01_34,¿Fiesta? ¿Hay motivo para celebrar algo?
E_C19_August_Cleo01_35,"¡¡Pues claro, mi...!!"
E_C19_August_Cleo01_36,"(No, ¿verdad...? ¿Sería Frey capaz de comer sin mí?)"
E_C19_August_Cleo01_37,(¡Aja! ¿Dijo que comieron sin mí para engañarme?)
E_C19_August_Cleo01_38,No te preocupes Frey. ¡Comí algo afuera!
E_C19_August_Cleo01_39,¿De verdad? Voy a limpiar entonces.
E_C19_August_Cleo01_40,Aah... ¡Sí!
E_C19_August_Cleo01_41,(Si se han tomado tantas molestias tendré que actuar algo más sorprendida de lo que imaginé.)
E_C19_August_Cleo01_42,(¿Hasta cuándo esperarán para sorprenderme? ¿Será ahora?)
E_C19_August_Cleo01_43,(¡¿Ahora?!)
E_C19_August_Cleo01_44,(¡¿Ahora?!)
E_C19_August_Cleo01_45,(¿Qué...? Ya no falta mucho para media noche.)
E_C19_August_Cleo01_46,(¿Será que no saben que hoy es mi cumpleaños?)
E_C19_August_Cleo01_47,(Pero Roi debería saber que es hoy... Todos deberían saber que es mi cumpleaños...)
E_C19_August_Cleo01_75,(Otra vez sola como en ese lugar...)
E_C19_August_Cleo01_48,...
E_C19_August_Cleo01_49,Pero qué... ¿Qué no somos amigos?
E_C19_August_Cleo01_50,Hoy la pasaron bien todo el día sin mí...
E_C19_August_Cleo01_51,Al final... A nadie le importó que hoy fuera mi cumpleaños...
E_C19_August_Cleo01_52,¡¡¡Feliz cumpleaños Cleo!!!
E_C19_August_Cleo01_53,Qu... ¿Qué pasa...? 
E_C19_August_Cleo01_54,Cleo... ¿Estás llorando?
E_C19_August_Cleo01_55,¡¡Les dije que estaba preocupada de herir los sentimientos de Cleo!! 
E_C19_August_Cleo01_56,Aah... Cleo... La verdad es que...
E_C19_August_Cleo01_57,El 1 de agosto es hoy.
E_C19_August_Cleo01_58,¡¿Pero cuando te pregunté dijiste 31?!
E_C19_August_Cleo01_59,"Yo te dije, ¿no? Que esas cosas las averiguaras por tu cuenta."
E_C19_August_Cleo01_60,Roi ya nos había dicho de tu cumpleaños.
E_C19_August_Cleo01_61,"Queríamos celebrarlo todos juntos, pero Roi nos dijo que no... "
E_C19_August_Cleo01_62,¡¡¿Qué qué?!! ¡¿Y eso por qué?! ¡Roi! ¡¿Por qué hiciste eso?!
E_C19_August_Cleo01_63,...
E_C19_August_Cleo01_64,"(Lo hice para que dejaras de inquietarte, ya no estás sola.)"
E_C19_August_Cleo01_65,(Es lo que desearía decir...)
E_C19_August_Cleo01_66,Es que esta es la forma en que yo aprendí a dar felicitaciones.
E_C19_August_Cleo01_67,"¡¡¡¡Roi, tú... !!!! ¡¡¡Este tipo!!!"
E_C19_August_Cleo01_68,¡¡Cálmate Cleo!!
E_C19_August_Cleo01_69,"¡Roi, también te pasaste!"
E_C19_August_Cleo01_70,"¡Aun si te da pena, dilo con tacto! ¡Y discúlpate!"
E_C19_August_Cleo01_71,Jmm.
E_C19_August_Cleo01_72,¡Waaa! ¡Cleo!
E_C19_August_Cleo01_73,¡Que... quema! ¡Cálmate!
E_C19_August_Cleo01_74,¡¡¡LO VOY A ROSTIZAR!!! ¡Lo voy a convertir en mi trofeo de cumpleaños! 
E_C19_Aug_Dosarta01_1,Otro día tedioso... No hay nada divertido que hacer...
E_C19_Aug_Dosarta01_2,¿Cuándo vendrá mi hermana? Ella dijo que vendría...
E_C19_Aug_Dosarta01_3,Otro esfuerzo en vano.
E_C19_Aug_Dosarta01_4,"Como lo imaginé, no existe en este mundo un buen regalo para Epigael..."
E_C19_Aug_Dosarta01_5,¿Umm?
E_C19_Aug_Dosarta01_6,¡¿Un elfo?! ¡¿Qué hace un elfo aquí?!
E_C19_Aug_Dosarta01_7,¿Eh? ¡Aaaa!
E_C19_Aug_Dosarta01_8,¡¡Holaaa!! ¡Guau! ¿Has venido por los artefactos? ¿Verdad?
E_C19_Aug_Dosarta01_9,¿Artefactos?
E_C19_Aug_Dosarta01_10,"No sé de que hablas, pero... ¿Me hablas a mí sabiendo quien soy?"
E_C19_Aug_Dosarta01_11,"Pues claro. ¡Eres uno de los elfos oscuros! ¡Yo soy Dosarta, princesa de la familia real de los elfos!"
E_C19_Aug_Dosarta01_12,"¡Bueno, entonces déjamelo a mí! ¡¡Crearé el más genial de los artefactos para ti!!"
E_C19_Aug_Dosarta01_13,¿Qué...? Esto... Agh...
E_C19_Aug_Dosarta01_14,.....
E_C19_Aug_Dosarta01_15,"Umm, ¿no te gusta este tampoco? ¿Y qué tal este?"
E_C19_Aug_Dosarta01_16,"¡También tengo este! Aah, y este..."
E_C19_Aug_Dosarta01_17,"No, espera. Ya está."
E_C19_Aug_Dosarta01_18,"(Qué dolor de cabeza... Pensé que todos los elfos serían igual, pero...)"
E_C19_Aug_Dosarta01_19,(Pensar que también hay unos como ella. ¿O será que los elfos han cambiado durante los últimos 100 años?)
E_C19_Aug_Dosarta01_20,(Aunque no estoy seguro si son menos serios o si es que han perdido un tornillo o dos.)
E_C19_Aug_Dosarta01_21,(La verdad es que parece ser muy hábil con esto. Algo como esto sería suficientemente bueno para darle a Epigael.)
E_C19_Aug_Dosarta01_22,(Pero aún no sé exactamente cuál...)
E_C19_Aug_Dosarta01_23,Aah... ¿Elfo oscuro?
E_C19_Aug_Dosarta01_24,......
E_C19_Aug_Dosarta01_25,(Oh... ¿Qué puedo hacer...? No le ha gustado ninguno...)
E_C19_Aug_Dosarta01_26,(No había tenido visitas en un buen tiempo... Y si lo decepciono... T.T ) 
E_C19_Aug_Dosarta01_27,Ugh... Buaa... Lo siento mucho...
E_C19_Aug_Dosarta01_28,¿Umm?
E_C19_Aug_Dosarta01_29,¿Eh? ¿Por qué estás llorando?
E_C19_Aug_Dosarta01_30,Lo siento mucho... Quería hacerte algo que te gustara pero... Creo que no te ha gustado nada...
E_C19_Aug_Dosarta01_31,Tú has venido a buscarme en mi cumpleaños y... Por eso quería hacer algo mejor para ti...
E_C19_Aug_Dosarta01_32,¡Guaaang~ T.T ! ¡¡Lo siento mucho!!
E_C19_Aug_Dosarta01_33,"¡No, mira...! ¡¡Espera!!"
E_C19_Aug_Dosarta01_34,Ugh... Pero qué molesto. ¿Qué se supone que debería hacer en esta situación...?
E_C19_Aug_Dosarta01_35,¡Lo siento Dosarta! Estoy muy tar...
E_C19_Aug_Dosarta01_36,¡Aaa! ¿El elfo oscuro que me hizo perder el apetito la última vez?
E_C19_Aug_Dosarta01_37,¡¿La elfa maleducada de aquella vez?!
E_C19_Aug_Dosarta01_38,¡¡Hermana!! ¡¡Guaang~ T.T!!
E_C19_Aug_Dosarta01_39,Lo... lo arruiné otra vez... ¡¡Buaaaaa~!!
E_C19_Aug_Dosarta01_40,¡¿Por qué hiciste llorar a mi hermanita?! ¡¡Tenías que ser un elfo oscuro!!
E_C19_Aug_Dosarta01_41,"¡¡Eso no es lo que pasó!! ¡¡No malentiendas, elfa!!"
E_C19_Aug_Dosarta01_42,¡Y tú! ¡¿Te llamas a ti misma su hermana mayor?!
E_C19_Aug_Dosarta01_43,¡Vienes tarde a visitar a tu hermana en su cumpleaños! ¡¡Deberías avergonzarte!!
E_C19_Aug_Dosarta01_44,¡¿Qué acabas de decirme?!
E_C19_Aug_Dosarta01_45,"Bu, buaaa... Hermana... Elfo oscuro... No deberían pelearse..."
E_C19_Aug_Dosarta01_46,Pero elfo oscuro... ¿Te molestó que mi hermana viniera tarde en mi cumpleaños?
E_C19_Aug_Dosarta01_47,"Había escuchado que todos los elfos oscuros eran fríos e indiferentes, pero... Puede que no..."
E_C19_Aug_Dosarta01_48,¡Aah! ¡No es momento para eso! ¡Hay que aclarar el malentendido!
E_C19_Aug_Dosarta01_49,Aaa... ¿Qué puedo hacer...? ¡¿Qué hacer...?!
E_C19_Aug_Dosarta01_50,"¡Hermana, elfo oscuro! ¡Suficiente!"
E_C19_Aug_Epis01_1,Lalala~~ Lalala~~
E_C19_Aug_Epis01_2,Lalala~ Jijiji~ Jujuju~
E_C19_Aug_Epis01_3,Epis... Parece que la estás pasando bien...
E_C19_Aug_Epis01_4,¿Ya estás tramando algo otra vez?
E_C19_Aug_Epis01_5,"No es realmente lo que parece, pero..."
E_C19_Aug_Epis01_6,¡¡Todo listo!! ¡¡Ya regreso!!
E_C19_Aug_Epis01_7,¿Eh? ¿Te vas? ¿A dónde?
E_C19_Aug_Epis01_8,¡A buscar algo de diversión! ¡Hoy es mi cumpleaños! ¡Jujuju!
E_C19_Aug_Epis01_9,¿Los demonios también tienen cumpleaños?
E_C19_Aug_Epis01_10,"No tenemos, pero yo elegí uno. ¡El primer día que vine al mundo material!"
E_C19_Aug_Epis01_11,¡Regresaré pronto Jane! ¡Diviértete jugando con los otros chicos!
E_C19_Aug_Epis01_12,Sí...
E_C19_Aug_Epis01_13,¡¿No te vas a despedir de nosotros?!
E_C19_Aug_Epis01_14,"Pensé que ella no te agradaba, y le prestas atención a ese tipo de cosas."
E_C19_Aug_Epis01_15,Y yo que durante todo este tiempo pensé que te conocía bien.
E_C19_Aug_Epis01_16,¡¡Para nada!! ¡Nos ignoró por completo! ¿No te molesta en lo absoluto?
E_C19_Aug_Epis01_17,Cumpleaños...
E_C19_Aug_Epis01_18,¿Jane? ¿Se encuentra bien?
E_C19_Aug_Epis01_19,Quiero dar. Regalo. A Epis.
E_C19_Aug_Epis01_20,"Durante todo este tiempo... Epis, cuidó de mí. Quiero pagarle."
E_C19_Aug_Epis01_21,Lady...
E_C19_Aug_Epis01_22,"Pff, cuidar de ti. Te acaba de dejar para salir a divertirse."
E_C19_Aug_Epis01_23,Seguiré las órdenes de su alteza. Tenemos que encontrar algo bueno para ella.
E_C19_Aug_Epis01_24,¡Hey! ¿Me estás escuchando?
E_C19_Aug_Epis01_25,"Sí... Gracias, Theo."
E_C19_Aug_Epis01_26,Todos son iguales... ¡Mcht!
E_C19_Aug_Epis01_27,.....
E_C19_Aug_Epis01_28,"¡Ugh, qué fastidio! ¡Hey! ¡Espérenme!"
E_C19_Aug_Epis01_29,"Dices que le vas a dar un regalo, ¿no? ¿Has pensado en algo?"
E_C19_Aug_Epis01_30,Ropa... Algo lindo...
E_C19_Aug_Epis01_31,Porque Epis es linda... Quiero dar... Algo que le quede bien.
E_C19_Aug_Epis01_32,No es mala idea. ¿Sabes de algún lugar donde vendan?
E_C19_Aug_Epis01_33,Aah...
E_C19_Aug_Epis01_34,¿Saliste a comprar algo y no sabes a donde ir?
E_C19_Aug_Epis01_35,...
E_C19_Aug_Epis01_36,¿Qué? ¿Qué miras? ¿Es porque acabo de hablar con tu lady?
E_C19_Aug_Epis01_37,No.
E_C19_Aug_Epis01_38,Aah...
E_C19_Aug_Epis01_39,¿Qué? ¿Qué es?
E_C19_Aug_Epis01_40,¿Me están pidiendo a mi que encuentre una tienda de ropa?
E_C19_Aug_Epis01_41,Nadie mejor que tú para esto. Lo dejo en tus manos.
E_C19_Aug_Epis01_42,Jaa... En serio yo...
E_C19_Aug_Epis01_43,Por... Favor... Quiero darle algo lindo.
E_C19_Aug_Epis01_44,Sígueme... No te pierdas en el camino.
E_C19_Aug_Epis01_45,¡Kyajaja! ¡Llevaba tiempo sin divertirme tanto!
E_C19_Aug_Epis01_46,¿Hace cuánto que no me sentía tan bien? ¡Jujuju!
E_C19_Aug_Epis01_47,¿Eh? ¿Pero a dónde fueron todos?
E_C19_Aug_Epis01_48,¿Por qué se ven todos tan cansados? ¿Pasó algo aquí?
E_C19_Aug_Epis01_49,Epis.
E_C19_Aug_Epis01_50,Feliz. Cumpleaños. Quiero darte.... Este regalo.
E_C19_Aug_Epis01_51,¡Kyaa! ¡¿Qué es todo esto?!
E_C19_Aug_Epis01_52,¡Vaya sorpresa! ¿Esto es por mi cumpleaños? ¡Qué tierno!
E_C19_Aug_Epis01_53,"Epis, durante todo este tiempo... Has cuidado de mí..."
E_C19_Aug_Epis01_54,Theo y Ezekiel. Ayudaron... Te compramos algo juntos.
E_C19_Aug_Epis01_55,He querido agradecerte por cuidar a mi lady durante este tiempo.
E_C19_Aug_Epis01_56,Yo solo participé con ellos porque estaba aburrido. No malentiendas.
E_C19_Aug_Epis01_57,¡Kyajajaja! Qué tímido eres~
E_C19_Aug_Epis01_58,¡Pero igual muchas gracias a todos! ¡La ropa está muy muy linda!
E_C19_Aug_Epis01_59,¿Y todo esto gracias a Jane? Gracias Jane.
E_C19_Aug_Epis01_60,"Espera, ¡¿qué le estás haciendo a mi lady?! ¡Suéltala ya!"
E_C19_Aug_Epis01_61,¡Yo soy el que hice la mayor parte del trabajo! ¡¡Muéstrame algo de respeto!!
E_C19_Aug_Luna01_1,.....
E_C19_Aug_Luna01_2,.....
E_C19_Aug_Luna01_3,.....
E_C19_Aug_Luna01_4,Entonces... ¿Es verdad que crecen zanahorias en este lugar?
E_C19_Aug_Luna01_5,"Sí, claro. ¿No me digas que pensabas que los bárbaros viven solo de comer carne?"
E_C19_Aug_Luna01_6,"No son zanahorias comunes, pueden crecer grandes y fuertes incluso en tierras nevadas."
E_C19_Aug_Luna01_7,Pero aquí no hay nada además de nieve. ¡Achú!
E_C19_Aug_Luna01_8,"Pero ya estamos aquí, mejor empecemos a buscar."
E_C19_Aug_Luna01_9,¿Tienes más información acerca de esta 'Zanahoria del Milenio'?
E_C19_Aug_Luna01_10,"La mayoría son historias que parecen leyendas... Generalmente crece en las sombras, y en las cercanías flota un polvo resplandeciente."
E_C19_Aug_Luna01_11,"Guau, debe de ser verse muy bonito. ¡Debería de ser fácil de encontrar si hay algo tan bonito flotando en ese lugar!"
E_C19_Aug_Luna01_12,"Sí, ¿verdad? Podríamos encontrarla más rápido de lo que esperábamos."
E_C19_Aug_Luna01_13,¿Qué tal si empezamos por aquel camino entonces? Hay mucha sombra por la montaña.
E_C19_Aug_Luna01_14,¡Sí!
E_C19_Aug_Luna01_15,.....
E_C19_Aug_Luna01_16,.....
E_C19_Aug_Luna01_17,.....
E_C19_Aug_Luna01_18,No hay nada...
E_C19_Aug_Luna01_19,"No pudimos encontrar algo de pasto, y ni hablar de la zanahoria."
E_C19_Aug_Luna01_20,La Tierra del Viento es enorme. Esto podría tomarnos un buen tiempo.
E_C19_Aug_Luna01_21,Umm... ¿Eh? Hay un olor dulce que viene de algún lugar.
E_C19_Aug_Luna01_22,Creo que es el perfume de las flores... ¿Qué? ¿Rosas?
E_C19_Aug_Luna01_23,"¡Crecen rosas en un lugar como este! Entonces también zanahorias, ¿verdad?"
E_C19_Aug_Luna01_24,¡Krghhh!
E_C19_Aug_Luna01_25,¿Eh?
E_C19_Aug_Luna01_26,¡Kyaaak!
E_C19_Aug_Luna01_27,¡Retrocedan!
E_C19_Aug_Luna01_28,"Ufff, ufff, uffff... ¿Qué es esto? Fue realmente fuerte..."
E_C19_Aug_Luna01_29,¿Era eso un monstruo protegiendo una flor?
E_C19_Aug_Luna01_30,Eso creo. ¿Será la Rosa de la Inmortalidad de la cual he escuchado en rumores? Esa que se dice que nunca envejece.
E_C19_Aug_Luna01_31,¿De verdad? ¡Qué romántico! ¡Definitivamente podremos vender esto por una fortuna!
E_C19_Aug_Luna01_32,Jaja. Qué bueno ver que mejoró tu humor. ¿Qué tal si descansamos un poco antes de continuar?
E_C19_Aug_Luna01_33,Sería bueno apresurarnos si queremos encontrarla hoy.
E_C19_Aug_Luna01_34,¡Cierto! ¡Ya saben que no podemos llegar tarde a la fiesta! ¡Vamos!
E_C19_Aug_Luna01_35,"¿Eh? May, no es por ahí... ¿Estará bien este camino?"
E_C19_Aug_Luna01_36,"¡Yanne, Juno! Se ve algo brillante allá..."
E_C19_Aug_Luna01_37,.....
E_C19_Aug_Luna01_38,.....
E_C19_Aug_Luna01_39,¡Kyaaaaaakk!
E_C19_Aug_Luna01_40,Un ti... ¡Un tigre!
E_C19_Aug_Luna01_41,¡Corre May!
E_C19_Aug_Luna01_42,"Ufff, ufff, uffff... En verdad que... Solo queremos encontrar la zanahoria... ¿por qué seguimos encontrando monstruos?"
E_C19_Aug_Luna01_43,Ugh... Lo siento mucho... Debí tener más cuidado.
E_C19_Aug_Luna01_44,No es tu culpa. Solo nos han pasado algunas cosas extrañas hoy.
E_C19_Aug_Luna01_45,"Aun así, estoy algo preocupada. El sol ya se va a poner. Creo que hoy no se podrá... De verdad quería darle una zanahoria especial a Luna."
E_C19_Aug_Luna01_46,¿Eh? ¿Dijiste Luna?
E_C19_Aug_Luna01_47,"Sí, sí, hablaba de ti. Hoy es tu cumpleaños y quería darte la legenda..."
E_C19_Aug_Luna01_48,.....
E_C19_Aug_Luna01_49,.....
E_C19_Aug_Luna01_50,.....
E_C19_Aug_Luna01_51,¿Yanne? ¿Qué pasa?
E_C19_Aug_Luna01_52,Lu... Luna. ¿Qué haces aquí?
E_C19_Aug_Luna01_53,Luna vino siguiendo un olor. ¡Un olor fresco y dulce!
E_C19_Aug_Luna01_54,Pero no puedo mover lo que encontré porque es muy grande...
E_C19_Aug_Luna01_55,"No... No puede ser, esto..."
E_C19_Aug_Luna01_56,La Zanahoria del Milenio... ¿La Zanahoria del Milenio era una zanahoria que había crecido durante diez mil años?
E_C19_Aug_Luna01_57,¿Zanahoria del Milenio? ¿A esto le dicen 'Zanahoria del Milenio'? ¿Y se la iban a dar a Luna?
E_C19_Aug_Luna01_58,Eso mismo. Nunca imaginé que tú la encontrarías primero pero...
E_C19_Aug_Luna01_59,¡Guau! ¡Gracias! ¡Yanne es la mejor de las amigas de Luna!
E_C19_Aug_Luna01_60,"Muy bien, entonces hay que sacar esto, ¿no?"
E_C19_Aug_Luna01_61,¡Guau! ¡Zanahoria! ¡Zanahoria muy grande!
E_C19_Aug_Luna01_62,¡Te haré una tarta de zanahoria con esto cuando regresemos a Orvel! ¡Feliz cumpleaños Luna!
E_C19_Aug_Luna01_63,¡Feliz cumpleaños Luna! Si usamos mi cesta podemos moverla con tan solo cortarla un poco.
E_C19_Aug_Luna01_64,¡Qué bueno que todo terminó bien! ¡Feliz cumpleaños Luna! Lamento no poder darte nada más que esto. 
E_C19_Aug_Luna01_65,"Quisiera poder encontrarte un camino a casa ahora mismo, pero..."
E_C19_Aug_Luna01_66,"¿Eh? No, no. Es verdad que extraño a mamá, papá y mis amigos, pero..."
E_C19_Aug_Luna01_67,También tengo muy buenos amigos aquí. ¡Yo estoy bien! ¡Luna no está para nada triste! ¡De verdad gracias!
E_C19_Aug_Gladi01_01,¡Hoy también hay un buen clima! También han llegado los árboles de vid de plata como se debía. ¡Muy bien!
E_C19_Aug_Gladi01_02,Con esto bastará limpiar.
E_C19_Aug_Gladi01_03,"Ooh, ¿ya empezó?"
E_C19_Aug_Gladi01_04,¿Entonces yo también debería de empezar a prepararme?
E_C19_Aug_Gladi01_05,Hey Gladi~
E_C19_Aug_Gladi01_06,¿Gladi?
E_C19_Aug_Gladi01_07,"¡Oye, Gladi!"
E_C19_Aug_Gladi01_08,¡Gladiii!
E_C19_Aug_Gladi01_09,¡Uff! ¿Eh?
E_C19_Aug_Gladi01_10,¿Aún sigues durmiendo? ¡Despierta ya! Y por favor saca la caja de esencias.
E_C19_Aug_Gladi01_11,"Aah, sí. Está bien. "
E_C19_Aug_Gladi01_12,"En serio, es muy diferente a cuando jugaba en la Arena. Si estás tan aburrido, ¿no piensas salir un rato?"
E_C19_Aug_Gladi01_13,Ya está. Es suficiente con eso. Es más divertido ver a los novatos tratando de ganar.
E_C19_Aug_Gladi01_14,Qué lástima... ¡Dime si cambias de opinión!
E_C19_Aug_Gladi01_15,"Sí, sí. Gracias."
E_C19_Aug_Gladi01_16,Sí que se ha relajado la tensión...
E_C19_Aug_Gladi01_17,¡Hey! ¡Dame eso!
E_C19_Aug_Gladi01_18,¿Qué?
E_C19_Aug_Gladi01_19,¿Qué es lo que te quedas ahí viendo? ¡Dame lo de siempre!
E_C19_Aug_Gladi01_20,¿Qué? Has venido an...
E_C19_Aug_Gladi01_21,¡¿Qué clase de negocio tienes si no puedes reconocer a los clientes frecuentes?!
E_C19_Aug_Gladi01_22,¿Clilente frecuente? No te recuerdo. No hay manera de que yo no te recuerde si vienes frecuen....
E_C19_Aug_Gladi01_23,¿De qué estás hablando rata callejera? ¿Qué te crees? ¡¿Sabes por cuantos años he sido cliente frecuente de la Arena?
E_C19_Aug_Gladi01_24,.........
E_C19_Aug_Gladi01_25,"¿Gladi, estás bien? Es la primera vez que veo a alguien llamarle a un híbrido de lince rata callejera."
